Product code,Product label,India's imports from Australia-Value in 2012,India's imports from Australia-Value in 2013,India's imports from Australia-Value in 2014,India's imports from Australia-Value in 2015,India's imports from Australia-Value in 2016,India's imports from Australia-Value in 2017,India's imports from Australia-Value in 2018,India's imports from Australia-Value in 2019,India's imports from Australia-Value in 2020,India's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",0,0,0,0,0,0,0,0,0,0,,136,18,19,41,24,86,66,8,7,49,,24,15,2,1,8,22,69,19,17,33
910519,Alarm clocks (excluding electrically operated),1,0,0,0,0,0,0,0,0,0,,23,76,15,22,0,18,2,133,33,22,,1395,1256,1300,1053,802,909,1011,874,415,519
910700,Time switches with clock or watch movement or with synchronous motor,1,0,1,1,0,0,0,0,0,0,,462,342,426,394,209,232,241,369,309,694,,8330,7934,6728,3481,3057,3297,4727,5553,5635,6855
910919,"Clock movements, complete and assembled, electrically operated (excluding alarm clocks and ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,243,0,0,0,0,0,0,0,0,0
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",0,0,0,0,0,0,0,0,0,0,,0,0,0,25,0,4,0,4,9,23,,3062,3199,2595,2951,3151,2737,4131,4379,2877,3522
911180,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials ...",0,0,0,0,0,0,0,0,0,0,,0,7,15,17,52,5,103,1,1,51,,2130,1591,1476,789,450,1725,1696,1756,1672,5481
911420,Jewels for clocks or watches (excluding gems for clock and watch cases),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
920210,Violins and other string instruments,0,0,0,0,0,0,0,0,0,0,,1041,159,536,128,144,75,72,130,217,251,,373,386,243,182,198,353,1038,737,327,271
920600,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",0,0,2,0,0,0,3,0,0,0,,1873,1389,825,387,296,353,241,305,204,220,,3695,2499,2917,3927,3985,3833,4288,3526,1696,1939
920992,"Parts and accessories for string musical instruments without keyboards, n.e.s. (excluding strings ...",7,0,0,0,0,0,0,0,0,0,,286,851,854,487,165,157,102,209,293,248,,753,375,454,467,425,750,518,576,947,1299
930310,"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges",0,0,0,0,0,0,0,0,0,0,,49,63,48,147,86,3,0,9,15,6,,2,4,0,3,4,0,12,0,0,86
930510,"Parts and accessories for revolvers or pistols, n.e.s.",0,0,0,0,0,0,0,0,0,0,,83,88,99,23,89,191,166,441,3280,257,,11,104,9,2,13,132,2,83,144,77
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",0,0,0,0,0,0,0,0,0,0,,45,31,74,8,20,15,16,15,32,9,,16,8,14,43,13,12,184,37,3,0
940169,"Seats, with wooden frames (excluding upholstered)",27,8,0,0,66,0,3,0,0,0,,212,348,431,302,848,565,436,1249,325,407,,5693,5417,5741,7713,9027,10422,13127,16651,8656,10044
950640,Articles and equipment for table-tennis,0,0,0,0,0,0,0,0,0,0,,21,25,36,92,138,458,50,223,171,78,,1298,1496,1722,1478,2056,2386,2609,2388,1396,1830
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",0,0,0,0,0,0,1,0,0,0,,116,29,64,37,23,55,33,106,9,370,,2117,2354,1850,1751,2012,2614,3897,2637,1371,3118
950810,Travelling circuses and travelling menageries,0,0,0,0,0,0,0,0,0,0,,687,158,62,33,50,444,286,19,265,166,,2,8,1,13,0,4,57,0,0,0
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",1,0,0,0,0,0,0,0,0,0,,254,213,1143,1130,808,828,807,1936,1342,2373,,436,256,1160,1023,495,207,730,985,179,216
960719,Slide fasteners (excluding fitted with chain scoops of base metal),0,0,0,1,0,0,0,0,1,0,,672,478,202,216,172,392,1367,1179,493,600,,15017,15033,14865,11867,13570,15444,15798,16029,14772,17766
960720,Parts of slide fasteners,0,0,0,0,0,0,0,0,0,0,,110,160,98,614,210,350,289,34,123,161,,20785,22970,23294,22349,20991,25339,28975,31293,18339,29178
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",0,0,0,0,0,0,0,0,0,0,,502,0,5,42,26,1,45,1,1,17,,193,196,57,70,174,118,202,162,32,199
960920,"Pencil leads, black or coloured",3,0,0,0,0,0,0,0,0,0,,33,55,60,79,129,58,64,221,122,79,,2140,2281,3867,4112,2917,3386,3281,3017,917,1300
961320,"Pocket lighters, gas fuelled, refillable",0,0,0,0,0,0,0,0,0,0,,172,22,253,23,9,96,101,356,137,541,,2097,2918,3713,5452,4586,4226,5040,6544,6166,6658
961590,"Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, n.e.s. ...",0,0,0,0,0,0,0,0,0,0,,360,114,177,228,189,408,277,1023,433,456,,7589,8690,10030,11801,13209,1964,1623,1461,925,1591
940550,"Non-electrical lamps and lighting fittings, n.e.s.",43,70,95,146,124,5,31,20,0,0,,1407,1666,1472,3990,656,1107,2337,1315,803,802,,10708,19654,26687,30924,43862,31918,34544,29426,11644,13751
902910,"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ...",6,0,1,0,0,0,17,0,1,0,,1356,728,1259,2213,3772,1403,1692,2665,1543,1017,,1848,2407,2815,3097,3203,3895,5471,4513,3273,6178
903032,Multimeters with recording device,0,0,0,0,0,0,7,15,0,0,,188,252,319,213,222,308,385,794,1209,702,,1653,1280,1334,2000,2847,3557,4833,6734,2820,2694
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",0,3,1,0,0,5,0,0,5,0,,707,582,1105,6850,1761,1177,1171,927,309,394,,7025,5746,5727,5047,5892,6223,6049,5723,2313,3270
970200,"Original engravings, prints and lithographs",0,0,0,0,0,0,0,0,0,0,,5735,5067,5862,2720,1822,2446,2069,2092,2021,2159,,21,104,405,1,218,349,242,313,74,1053
960329,"Shaving brushes, hair brushes, nail brushes, eyelash brushes and other brushes for use on the ...",0,0,0,2,21,1,2,5,0,0,,448,421,1372,758,707,798,390,618,771,1791,,3094,3990,4395,4875,6067,7595,8688,8438,8553,10713
960200,Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ...,15,0,0,0,3,0,30,0,0,0,,132,275,234,133,107,157,421,385,271,310,,23429,18528,21484,24644,20064,18487,21633,16613,18570,18101
902820,"Liquid meters, incl. calibrating meters therefor",8,0,7,9,0,32,0,3,46,0,,313,994,823,542,766,296,462,701,317,1028,,2649,2709,2113,3064,3559,2261,2823,5974,4810,10270
903031,"Multimeters for voltage, current, resistance or electrical power, without recording device",0,0,1,0,0,0,0,0,0,0,,1297,1266,3173,2315,2996,318,923,1389,336,655,,5581,5544,6156,6547,6256,7678,9593,10161,9293,14527
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,0,0,0,0,0,0,46,0,0,0,,640,179,422,493,419,244,52,325,576,1248,,5028,3943,5087,2671,4612,11276,5342,16577,15022,30485
903089,"Instruments and apparatus for measuring or checking electrical quantities, without recording ...",337,41,185,5,80,145,41,478,72,0,,6885,6377,5809,7756,2601,3019,5853,6217,4433,3150,,57385,80002,73190,70587,52186,63010,89428,99918,86404,93484
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens ...""",0,0,0,0,0,0,0,0,0,0,,35,102,98,16,1,4,30,52,5,59,,14,1,1,3,16,4,28,2,3,0
910111,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,35053,41952,45692,41238,41964,39346,35573,28923,36560,44344,,12837,13461,20290,15331,8297,2660,19692,4792,1502,4568
910299,"Pocket-watches and the like, incl. stop-watches, with hand or automatic winding (excluding ...",0,0,0,0,0,0,0,0,0,0,,2177,3664,3511,6945,3831,4584,3684,3589,3444,4500,,5115,13813,13789,15356,12940,19339,18663,13217,17876,17611
910390,"Clocks with watch movements (excluding electrically operated, wrist-watches, pocket-watches ...",1,0,1,1,0,0,0,0,0,0,,218,107,55,484,11,17,73,23,70,66,,644,580,464,390,663,358,295,869,112,156
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of ...",0,0,0,0,0,0,0,0,0,0,,186,95,94,58,73,115,101,394,478,712,,226,74,84,150,271,162,310,232,255,167
911220,"Clock and watch cases (excluding for wrist-watches, pocket-watches and other watches of heading ...",0,0,0,0,0,0,0,0,0,0,,3,5,18,2,11,24,8,0,10,55,,171,236,81,87,71,113,77,56,178,33
911390,"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.",5,0,0,0,0,0,4,0,0,0,,282,245,334,587,580,2232,1561,1288,391,1289,,3312,7270,11062,9238,9507,3690,9357,7892,2492,4461
911440,Plates and bridges for clocks or watches,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,10,0,,341,178,504,722,344,678,878,1086,304,113
920710,"Keyboard instruments, the sound of which is produced, or must be amplified, electrically (excluding ...",0,0,0,0,0,0,0,0,0,0,,495,151,349,258,476,688,390,1008,290,440,,13918,12470,14078,12873,15448,18397,24305,21711,15318,20042
920810,Musical boxes,0,0,0,0,0,0,0,0,0,0,,82,9,52,7,32,75,84,21,31,35,,66,27,0,3,5,18,1460,95,262,158
930190,"Military weapons, incl. sub-machine guns (excluding artillery weapons, rocket launchers, flame-throwers, ...",0,0,0,0,0,0,0,0,0,0,,979,3275,1002,3670,1076,2851,2725,148,237,1950,,0,0,0,11,0,0,0,0,0,0
930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,3,0,98,57,37,71,20,9,0,0,,472,18,25,244,135,281,137,50,112,21,,7807,223,2403,400,640,434,360,4136,412,991
930629,Parts of cartridges for smooth-barrelled shotguns; lead shot for air rifles and pistols,0,0,0,0,0,8,0,0,0,0,,126,718,148,157,43,38,146,198,715,67,,4051,18059,250,463,554,1228,1884,1304,858,1840
940110,Seats for aircraft,0,0,0,0,0,0,0,2,0,0,,1185,1583,1662,2123,1234,1189,796,2339,357,556,,1092,13255,17749,3682,2150,2887,12943,10766,5351,5833
940152,Seats of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,3,3,0,,0,0,0,0,0,2,12,8,16,5
940153,Seats of rattan,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11,13,21,4,83,,0,0,0,0,0,13,42,73,33,119
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",0,0,10,0,0,0,0,2,0,0,,3487,2177,2324,5703,4350,5868,4911,12146,9537,9687,,4878,4841,6488,5779,5441,7589,9418,10637,9069,19418
960839,"Fountain pens, stylograph pens and other pens (excluding indian ink drawing pens)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2437,0,0,0,0,0,0,0,0,0
970190,Collages and similar decorative plaques,61,7,21,0,0,0,62,0,0,0,,9260,5324,9533,3446,6775,10608,14464,11424,14688,19298,,7188,11746,1875,1896,6039,1000,1878,1995,869,5631
730810,"Bridges and bridge-sections, of iron or steel",0,0,0,0,0,0,0,57,0,0,,62,49,133,1758,1475,0,168,302,222,145,,6084,16508,8525,6675,7270,332,2383,838,20536,71701
731581,Stud-link of iron or steel,0,0,0,0,0,0,0,0,0,0,,40,174,6861,97,35,360,3014,4723,47,2914,,1316,1663,466,317,1301,712,1235,1222,1570,912
731812,Wood screws of iron or steel (excluding coach screws),0,0,1,0,0,0,0,0,0,0,,356,93,520,543,617,882,460,223,523,276,,1618,893,1065,1408,1535,1554,3169,1787,2640,2683
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",1,0,44,0,0,15,22,0,0,0,,5697,6113,10673,8326,6986,5758,5180,4974,4270,4203,,15726,16354,19902,21054,26066,50287,57461,49439,52233,89459
732591,"Grinding balls and similar articles for mills, cast (excluding such articles of non-malleable ...",0,0,0,0,1,0,12,0,0,0,,21706,14953,4405,2708,3665,4664,6291,4763,4919,4522,,2556,1184,930,1449,294,907,967,235,239,283
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",3,0,12,0,0,0,6,0,0,0,,762,202,366,183,149,190,119,187,175,175,,12905,7947,17168,24761,25576,14375,3396,5008,6445,14637
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of ...",138,0,0,10,0,0,0,0,0,0,,208,1029,1275,185,153,472,38,58,248,641,,7795,4054,12680,7592,12168,13653,18303,21336,12413,14030
722810,"Bars and rods of high-speed steel (excluding semi-finished products, flat-rolled products and ...",0,296,62,0,0,102,0,0,20,0,,2975,2212,2805,5127,5642,5341,6252,5800,4741,4745,,38393,19992,30619,33728,26534,23364,30673,31566,14547,22989
722870,"Angles, shapes and sections of alloy steel other than stainless, n.e.s.",0,1,0,0,0,0,0,0,0,0,,1147,718,432,363,488,1129,878,2012,572,540,,3694,3334,4071,4222,4030,3543,4613,4928,3222,12201
730423,"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excluding ...",1,25,0,0,0,0,0,0,0,0,,4594,7331,4098,5504,5023,3340,5270,9204,4517,3340,,49975,47219,77753,34897,41868,14897,64813,70993,36528,9490
730520,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,4233,615,2664,274,339,985,0,135,286,148,,329,2985,2328,1150,604,1379,2,103,44,608
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel ...",0,0,0,14,0,0,0,309,0,0,,3788,2458,1590,317,2547,526,1015,807,684,1210,,31373,38563,47755,42116,42933,41855,39901,27653,20553,34173
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",1,2,0,0,0,0,0,0,0,0,,7446,1813,924,348,439,230,1865,1348,310,502,,21156,3032,4305,7357,14033,8181,8656,7144,5867,9199
660390,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...""",0,0,0,0,0,0,0,0,0,0,,18,40,97,57,66,37,77,124,171,41,,9291,10560,10786,11706,11727,14212,17766,15647,10692,11455
680100,"Setts, curbstones and flagstones, of natural stone (excluding slate)",0,0,0,0,0,0,0,0,0,0,,292,109,4,43,98,12,53,26,295,601,,220,68,98,131,39,25,56,72,179,141
680990,Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ...,0,0,0,1,0,0,0,0,0,0,,4322,4416,3080,1342,774,1583,1503,1518,1253,2020,,10696,5105,3772,4362,3045,3629,5295,3272,2432,2708
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excluding ...",0,0,0,0,0,0,0,0,0,0,,3189,750,1087,2801,2772,3061,2011,1554,1350,978,,2338,871,263,420,606,510,888,3177,2055,9171
681291,"Clothing, clothing accessories, footwear and headgear of asbestos or of mixtures with a basis ...",0,0,0,2,0,0,0,0,0,0,,124,5,0,26,15,0,6,0,0,0,,501,482,83,106,146,33,19,106,16,35
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",0,0,0,0,48,0,0,0,0,0,,0,3,0,18,10,260,95,358,430,985,,77,28,16,2634,10533,12832,129846,107059,53209,93952
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...",0,6,0,0,0,0,0,8,0,0,,5421,3331,3956,3726,3388,6244,4331,4576,7413,7036,,21307,25701,27894,40042,42760,72383,123870,121243,74501,77436
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ...",2,0,0,0,0,0,0,0,0,0,,288,569,991,334,294,355,103,62,93,102,,935,1049,1074,1094,661,1321,2818,4207,3354,3483
690590,"Ceramic chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional ...",0,47,0,0,0,0,0,1,0,0,,92,48,61,119,125,154,170,168,153,59,,1233,2175,1753,1836,1183,320,693,418,131,679
690710,"Unglazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",124,0,0,0,0,0,0,0,0,0,,47,81,61,85,62,0,0,0,0,0,,87634,50478,52258,66583,29240,5345,0,0,0,0
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",16,16,0,0,42,0,0,0,1439,0,,85108,71204,66628,39998,21933,9866,7360,5629,6276,9581,,19134,5642,3273,2865,1983,2000,2132,1563,17067,2479
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",14281,236,0,0,0,0,0,0,0,0,,227,82,126,3,18,408,391,452,138,1138,,98604,24754,14102,42199,2558,5010,24415,30499,39194,16793
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,392,792,302,20,0,0,0,0,0,,146,105,43,10,3,62,30,23,0,14,,26369,18569,31445,26927,14922,4207,1987,7533,1403,3498
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,3847,44,39,19,36,94,77,15,0,26,,23447,20708,23301,30442,29193,37419,43146,25676,14995,41471
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,391,174,16,176,135,248,158,111,403,270,,15213,9749,10013,9873,8503,12270,11228,12282,15737,10658
721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,5997,49,0,222,350,112,1630,32,57,51,,12950,10102,12802,12039,9064,9563,10132,11711,6577,8744
721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",1,167,6,24,3,0,29,0,0,0,,285,1266,4,0,1,10,4,9,11,1,,63791,40219,48446,44650,36497,36799,49716,37891,28325,54920
620212,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",0,0,0,0,0,0,0,0,0,0,,112,353,287,412,433,292,703,547,840,1932,,330,408,613,393,259,374,389,503,345,340
620323,"Men's or boys' ensembles of synthetic fibres (excluding knitted or crocheted, ski ensembles ...",0,0,0,0,0,0,0,0,0,0,,51,55,16,43,9,30,3,144,59,5,,19,10,50,15,104,10,195,313,165,84
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",1,0,0,2,1,0,0,0,0,0,,349,432,261,355,337,322,395,401,410,427,,868,1215,1512,1135,1139,1054,1549,1169,507,777
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",0,0,0,3,0,0,0,1,0,0,,2346,1239,756,844,966,1287,1269,1370,1486,1466,,2744,3701,6700,8167,8523,8151,17577,22622,13745,17512
620421,"Women's or girls' ensembles of wool or fine animal hair (excluding knitted or crocheted, ski ...",0,0,0,0,0,0,0,0,0,0,,49,0,16,0,2,8,2,26,12,96,,0,0,1,1,7,4,0,0,0,0
621390,"Handkerchiefs of textile materials, of which no side exceeds 60 cm (excluding of cotton, and ...",0,0,1,0,0,0,0,0,0,0,,2,1,0,2,3,7,4,14,15,4,,257,230,407,340,409,424,605,392,204,290
620722,"Men's or boys' nightshirts and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,0,1,9,0,0,61,12,0,18,3,,11,14,32,62,13,12,43,41,37,64
620821,"Women's or girls' nightdresses and pyjamas of cotton (excluding knitted or crocheted, vests ...",0,1,2,0,0,0,0,0,0,0,,248,186,121,102,123,159,185,114,127,330,,141,273,456,503,1043,856,334,332,134,343
621590,"Ties, bow ties and cravats of textile materials (excluding of silk, silk waste or man-made ...",0,0,10,0,0,0,0,0,0,0,,147,116,88,84,95,75,77,93,52,60,,562,657,617,813,548,398,550,901,198,7053
630130,"Blankets and travelling rugs of cotton (excluding electric, table covers, bedspreads and articles ...",0,1,0,0,0,0,0,0,0,0,,826,479,537,293,362,407,1495,503,146,156,,128,152,320,192,119,127,330,248,226,411
630240,"Table linen, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,3,21,18,34,13,44,18,24,37,24,,63,159,39,266,69,131,162,35,27,103
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,37,40,59,219,187,119,118,70,50,66,,112,2,45,4,20,61,75,12,21,23
630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...",0,0,0,0,0,0,0,0,0,0,,1610,1130,957,979,1212,3270,3921,2143,933,1295,,609,366,1199,292,345,241,333,357,143,775
630622,Tents of synthetic fibres (excluding umbrella and play tents),0,0,0,0,32,0,1,0,0,0,,1912,1785,1148,1617,1478,1801,1392,1284,2081,2097,,937,1799,1056,942,1726,1303,1587,1815,1566,3004
630640,Pneumatic mattresses of textile materials,0,0,0,0,0,0,0,0,0,0,,133,131,28,27,72,140,38,160,48,128,,4,30,3,10,55,33,20,73,39,82
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",0,0,0,0,0,5,0,0,0,0,,2087,1425,1790,1486,1439,1242,3821,1821,829,1479,,11303,13097,17440,10039,10835,17662,13034,4412,1809,2689
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", ...""",0,0,0,0,0,2,0,0,0,0,,36,7,8,9,11,20,4,9,0,40,,122,502,486,265,335,435,383,474,316,352
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",38,0,0,0,0,0,0,0,0,0,,122,41,46,221,57,27,64,14,20,15,,63933,58283,71315,81023,87642,124513,140650,128110,74366,114671
701328,"Drinking glasses, stemware (excluding of glass ceramics or of lead crystal)",0,0,0,0,0,0,0,0,0,0,,226,363,227,182,207,574,575,129,324,308,,7700,5185,6583,7218,7081,9137,9118,10712,4765,6056
