Product code,Product label,"Japan's imports from Taipei, Chinese-Value in 2012","Japan's imports from Taipei, Chinese-Value in 2013","Japan's imports from Taipei, Chinese-Value in 2014","Japan's imports from Taipei, Chinese-Value in 2015","Japan's imports from Taipei, Chinese-Value in 2016","Japan's imports from Taipei, Chinese-Value in 2017","Japan's imports from Taipei, Chinese-Value in 2018","Japan's imports from Taipei, Chinese-Value in 2019","Japan's imports from Taipei, Chinese-Value in 2020","Japan's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2304,0,134,0,0,0
860500,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ...",0,0,0,0,0,0,0,0,0,0,,16,0,0,0,0,0,0,0,0,2,,0,0,17,117,0,28,3747,0,0,858
860791,"Parts of railway or tramway locomotives, n.e.s.",0,4,0,0,0,0,0,0,0,0,,183,372,59,843,39,13,59,52,146,227,,881,984,964,1362,2362,2986,533,816,613,308
880390,"Parts of aircraft and spacecraft, n.e.s.",5,141,18,6,6,22,38,12,12,0,,8748,11317,11289,18465,17368,24871,31161,40104,25621,16254,,68738,53694,48036,69022,114401,45406,139030,73761,39154,59514
880529,"Ground flying trainers and parts thereof, n.e.s. (excluding air combat simulators and parts ...",0,0,0,0,0,0,0,0,0,0,,40,52,1052,28,158,21,97,2,14,531,,67975,46450,24676,37496,24385,63611,56303,47004,38532,42601
890391,"Sailboats and yachts, with or without auxiliary motor, for pleasure or sports",113,0,0,164,0,0,0,0,0,0,,5834,6227,4427,6694,6279,3290,1786,1379,2132,2319,,19188,18634,11052,11504,11881,18955,16059,14689,11741,12406
890400,Tugs and pusher craft,0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,2524,0,,0,5699,6233,11611,12596,4086,3198,3980,8453,7563
890520,Floating or submersible drilling or production platforms,0,0,0,0,0,0,0,0,0,0,,61,0,1,59,81,301,0,44,0,0,,0,3075,0,4313,30716,0,4984,135866,0,45178
890710,Inflatable rafts,0,0,0,0,0,0,0,0,0,0,,526,934,483,860,820,749,1126,386,432,494,,4499,5737,6138,5570,6224,5496,5739,6843,6196,6986
890800,Vessels and other floating structures for breaking up,0,0,0,0,0,0,0,0,0,0,,8,9,8,0,0,0,0,0,0,0,,77,335,80,2,0,0,44,202,31,521
900140,Spectacle lenses of glass,260,0,0,0,6,0,8,0,0,0,,4111,7079,7499,4654,1379,772,557,858,1495,1019,,5597,5390,4975,4285,3272,2012,1862,2335,1236,2176
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",0,0,0,0,144,76,0,3,0,0,,166,51,160,171,72,267,121,196,353,524,,5977,8192,13250,11105,10913,14181,13244,16979,12234,26604
810210,Molybdenum powders,0,0,0,0,0,25,0,0,0,0,,121,425,235,806,231,0,74,28,0,19,,35328,25622,42031,20871,12092,17810,23704,16195,10809,18421
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",129,0,0,2,0,0,0,0,0,0,,240,164,121,80,119,53,29,54,36,47,,6796,3102,3741,1610,2917,3282,2618,1810,1499,3151
810920,Unwrought zirconium; zirconium powders,0,0,0,0,0,0,0,0,0,0,,437,358,427,281,81,60,560,516,666,786,,2716,2581,2164,2488,1561,1676,1852,3087,1880,1260
810990,"Articles of zirconium, n.e.s.",0,0,5,0,0,0,0,0,0,0,,609,1203,679,223,1086,258,227,614,142,155,,46016,20473,20476,19381,12615,17718,24058,15002,16140,22139
741122,"Tubes and pipes of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc base alloys ...""",0,0,10,0,0,0,20,7,0,0,,532,437,362,263,113,200,95,62,85,61,,1425,743,1509,1194,478,585,1088,1174,748,1104
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",23,20,0,0,11,0,6,0,2,0,,1019,1194,1252,161,51,139,157,1209,248,1355,,138764,120069,129954,123253,83683,112370,144892,142581,88093,115402
750511,"Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excluding electrically insulated ...",0,0,0,0,0,0,0,0,0,0,,1340,1184,51,82,58,111,192,264,61,26,,930,180,629,515,652,585,737,420,579,511
790120,Unwrought zinc alloys,0,0,0,3,0,0,2,0,2,0,,27955,29768,33487,30451,37461,58574,45538,33445,36410,41332,,1048,826,1467,899,1363,1329,1287,1805,1676,1429
821290,Parts of non-electric razors of base metal (excluding safety razor blades and razor blade blanks ...,0,0,28,13,26,0,0,0,0,0,,4539,4866,4872,4183,3714,3468,3214,3512,2482,2680,,115,174,275,192,106,62,42,41,193,586
840211,Watertube boilers with a steam production > 45 t/hour,0,0,0,571,0,0,0,0,0,0,,0,0,839,2807,1927,0,97,7,20,0,,449,8239,16408,3241,18069,12148,11361,4382,6481,3455
840610,Steam and other vapour turbines for marine propulsion,0,0,0,0,0,0,0,0,0,0,,4,5,1,0,1,1,4,6,0,62,,0,0,302,1800,5,497,2,4,0,0
830621,"Statuettes and other ornaments, of base metal, plated with precious metal (excluding works ...",206,143,164,117,11,2,27,2,0,0,,1152,792,411,407,1195,666,168,188,62,58,,6454,7897,6837,3766,11733,8865,5711,3357,2467,3198
842611,Overhead travelling cranes on fixed support,0,0,0,0,0,63,375,189,0,0,,865,938,845,2280,5938,1441,3310,1888,392,520,,1943,4336,9823,2896,1318,3124,1112,901,1018,1105
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",22,12,38,34,12,0,79,26,16,0,,44711,39462,28119,30615,29269,24273,24549,19769,13917,22446,,7328,9496,7387,7125,6288,7438,8503,9676,9239,9298
842920,Self-propelled graders and levellers,0,0,0,0,0,0,0,0,0,0,,1648,180,87,187,202,143,28,118,62,10,,725,2630,2341,1240,11588,10234,9813,13312,11792,10896
843020,"Snowploughs and snowblowers (excluding those mounted on railway wagons, motor vehicle chassis ...",0,569,2035,19,0,0,4,0,0,0,,29,132,1847,0,0,0,4,0,0,0,,2396,3912,11682,8293,4421,3286,5160,2506,1229,2890
843050,"Self-propelled earth-moving machinery, n.e.s.",0,6,0,0,0,0,0,0,0,0,,1531,1252,1498,420,178,857,845,1084,1247,642,,7364,5821,8441,3566,1652,3080,6172,3909,2898,2991
843830,"Machinery for sugar manufacture (excluding centrifuges and filtering, heating or refrigerating ...",0,0,10,0,0,4,0,0,0,0,,46,48,632,181,396,228,171,42,589,6,,8,0,10,0,643,4,84,363,1401,468
843629,"Poultry-keeping machinery (excluding machines for sorting or grading eggs, poultry pickers ...",0,13,2,4,0,0,0,0,0,0,,1827,1602,1290,1264,873,1589,1097,1385,1208,2284,,42850,21664,23687,36711,35746,49634,46777,38417,25692,19537
844811,"Doobies and jacquards; card reducing, copying, punching or assembling machines for use therewith",0,0,0,0,0,18,0,0,0,0,,3102,920,1654,873,1550,2469,2196,996,499,3154,,23694,61898,45000,39367,34643,33304,32351,24590,14802,31125
844312,"Offset printing machinery, sheet fed [office type], using sheets of a side <= 22 x 36 cm in ...",0,0,0,0,0,0,0,0,0,0,,65,25,53,0,22,3,0,0,1,0,,0,0,84,132,2,0,13,0,0,0
844314,"Letterpress printing machinery, reel fed (excluding flexographic printing machinery)",0,0,0,0,0,0,208,0,0,0,,6603,4910,5817,4131,1222,2723,2949,2394,2673,1264,,276,0,0,91,82,74,208,11,4,641
843920,"Machinery for making paper or paperboard (excluding dryers and other heating appliances, calenders ...",0,50,0,0,0,0,0,0,1545,0,,34288,28758,43595,45794,29320,31459,26411,35549,10530,9881,,1007,1890,2319,360,2877,3299,7833,4260,7968,11009
71320,"Dried, shelled chickpeas """"garbanzos"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,1,0,,2085,2525,2077,1771,2470,3094,3357,2647,2517,1946
71332,"Dried, shelled small red """"Adzuki"""" beans """"Phaseolus or Vigna angularis"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,767,384,242,198,177,183,143,226,235,294,,34554,32378,39591,29857,29476,27026,26108,43124,36419,36663
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",3,0,0,0,2,0,0,0,0,0,,0,0,11,17,31,5,6,0,0,0,,1097,1392,1656,1177,1637,1442,1090,1174,1301,997
71340,"Dried, shelled lentils, whether or not skinned or split",0,0,0,0,0,0,0,0,0,0,,0,0,29,0,0,0,0,0,0,0,,614,535,636,897,851,974,732,862,1142,905
80131,"Fresh or dried cashew nuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0
80212,"Fresh or dried almonds, shelled",0,0,0,0,0,0,0,0,0,0,,15,34,34,218,105,45,15,228,4,70,,170806,223969,267952,320078,241713,222164,252691,253021,259813,220944
80410,Fresh or dried dates,0,0,0,0,0,0,0,0,28,0,,649,750,835,796,25,34,15,19,4,8,,1749,2097,2071,2490,1923,3202,3267,3383,6655,8040
80440,Fresh or dried avocados,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,1,5,15,23,7,,161901,162020,168569,153511,211545,205195,218121,239702,224130,222335
80620,Dried grapes,0,0,0,0,0,0,0,0,0,0,,1874,3054,2429,3001,2372,1832,1653,980,595,568,,94167,95580,87815,93449,90082,91098,116215,106343,84436,86690
80921,"Fresh sour cherries """"Prunus cerasus""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,16,0,0,0,0,0,21
90412,"Pepper of the genus Piper, crushed or ground",0,0,0,0,0,0,0,0,0,0,,1069,915,1069,1419,1446,1651,1429,1058,948,1122,,37975,35431,41900,51533,47180,34386,25666,20061,19094,21322
90811,"Nutmeg, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,3,,13499,6375,7231,7336,5135,4691,2852,4586,3928,4193
90822,"Mace, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,58,24,24,7,0,0,91,116,188,309
90831,"Cardamoms, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,11,252,16,3,0,3,0,6,,5070,4791,3759,4007,3367,5460,4980,7535,12162,12806
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,1,1,3,2,1,7,10,47,,2583,2248,2856,2174,2555,2480,2572,2776,3300,4910
120730,Castor oil seeds,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,4,0,2,5,3,0,0
120760,"Safflower """"Carthamus tinctorius"""" seeds""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,3,,457,470,444,358,328,320,370,381,360,418
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",0,0,0,0,0,0,0,0,0,0,,2,35,6,19,7,58,96,12,6,6,,107494,92800,92076,72241,74156,95585,94761,92705,100886,116602
130190,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excluding gum ...",0,0,8,2,0,0,0,0,0,0,,84,244,222,399,444,317,359,167,169,169,,7613,6457,6238,4823,4286,3342,3194,3823,3995,5277
130211,Opium,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,9652,8610,10487,4041,6963,6368,2771,0,0,0
130213,Extracts of hops,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11126,13383,12294,9866,6251,10335,11866,11372,9885,9992
100111,Durum wheat seed for sowing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,664,2,0,0,0,0,0,0,3
110820,Inulin,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,31,0,47,0,2,4,,1659,2443,2225,1406,2004,1807,2598,5794,6910,7484
151521,Crude maize oil,0,0,0,0,0,0,0,0,0,0,,0,0,982,620,872,387,699,623,302,0,,0,0,0,0,0,0,0,0,0,5
151530,"Castor oil and fractions thereof, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,0,0,,232,262,251,115,102,193,118,80,149,102,,23062,21334,20909,23267,19270,25871,25384,28448,19237,28453
170390,Beet molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,889,1017,1062,1423,1245,1702,3155,5941,7372,4978,,8,16,4,39,0,5,3,5,12,0
170410,"Chewing gum, whether or not sugar-coated",140,161,61,125,56,90,79,0,0,0,,515,900,1135,958,999,1430,2100,1525,1243,1226,,1607,1099,1295,1032,1389,1588,1334,1416,1069,2243
160510,"Crab, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,27,55,46,55,3669,4856,5948,2750,1290,6687,,295288,257237,240087,206809,222301,231191,235897,209134,148351,132026
10121,Pure-bred breeding horses,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,77985,58936,58125,77567,47033,57530,81228,73292,101114,111704
70190,Fresh or chilled potatoes (excluding seed),0,0,0,0,0,0,0,0,0,0,,189,160,34,2,24,4,39,28,8,16,,8916,8565,10242,13323,15519,23582,15751,17939,13341,29162
70529,Fresh or chilled chicory (excluding witloof chicory),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7468,8220,9187,10216,11037,10604,10380,10197,7542,7021
70810,"Fresh or chilled peas """"Pisum sativum"""", shelled or unshelled""""",0,0,0,0,0,0,6,16,47,0,,1,7,12,1,1,1,9,19,39,2,,11240,6935,2308,2860,4513,3594,4996,4988,4480,4738
71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,2,2,2,0,,24516,23085,24062,22638,24393,25028,22077,22910,20122,24421
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,22,0,18,4,40,36,49,66,10,28,,54924,55950,50003,45603,45153,49523,51350,48372,51394,53207
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,4,8,1,0,4,0,7,0,0,1,,20245,17252,16884,16214,14941,14709,14822,12981,13058,13292
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,20,13,31,35,31,15,0
30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",7,22,15,3,0,4,0,17,7,0,,296,247,409,315,263,193,193,114,44,217,,1291,565,807,1748,2817,2855,2463,2534,2360,3214
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",0,0,0,0,0,0,0,0,0,0,,0,0,183,136,152,440,486,397,794,510,,1274,1818,1820,1409,1438,3143,4136,4804,2031,2053
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",0,0,0,0,0,0,0,0,0,0,,230,217,344,1165,1061,77,73,164,146,356,,11535,11412,13109,6822,8399,6714,6368,3878,3562,4683
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",7651,8705,5711,2156,4371,0,0,0,0,0,,0,966,11343,9908,15994,99,0,0,0,0,,30387,23513,17545,8676,12688,0,0,0,0,0
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,7,0,4,,0,0,0,0,0,393,225,288,165,161
30751,"Octopus """"Octopus spp."""", live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,40,21,11,8,0,3,0,0,0,0
30789,"Smoked, frozen, dried, salted or in brine, abalone """"Haliotis spp."""", even in shell""""",806,1314,1374,1974,1902,0,0,0,0,0,,0,183,754,827,2553,0,0,0,0,0,,25430,23018,24088,21385,19486,0,0,0,0,0
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",0,0,0,0,0,0,0,0,0,0,,1246,679,559,316,249,220,552,672,72,21,,686,403,224,154,115,70,43,245,121,109
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,0,138,886,33,0,1,1,93,34,4,,1528,4962,5027,3045,4893,3536,2051,2609,2594,4272
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excluding egg yolks)",0,0,0,0,0,0,0,0,0,0,,634,603,588,513,508,520,613,790,868,800,,21676,21762,20599,18939,14983,9642,17459,13205,10306,14864
30221,"Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""",0,0,0,0,0,0,0,0,0,0,,11,11,8,4,7,3,3,0,0,0,,0,0,0,9,0,0,0,0,0,0
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,1,11,5,4,20,5,27,34,10,,5,0,0,7,0,0,0,0,23,0
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,52,,216719,133703,172051,104494,104999,107018,91048,85771,60446,58067
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",0,0,0,0,0,0,0,43,0,0,,1604,1106,1718,1765,6400,4484,5855,3107,3094,2433,,149805,136672,116156,116258,109516,97403,104983,107237,111016,92824
30366,"Frozen hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,929,931,1118,694,2806,1858,1366,154,942,1461
30441,"Fresh or chilled fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,68132,88566,118084,124516,167015,186009,200084,214166,222932,283434
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,221,0,0,0,80,24,0,32,0,0
30455,"Fresh or chilled meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30485,"Frozen fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,88,0,0,0,0,0,0,0,,1367,1564,13,994,488,29,16,0,21,28
10632,"Live psittaciformes """"incl. parrots, parrakeets, macaws and cockatoos""""""""",0,6,0,0,0,0,0,0,5,0,,98,124,1124,1037,802,1399,1220,1286,1541,2838,,1541,1877,1808,1800,2229,1597,1052,1410,910,1531
10639,"Live birds (excluding birds of prey, psittaciformes, parrots, parrakeets, macaws, cockatoos, ...",0,0,0,0,0,0,0,0,0,0,,169,306,660,758,1021,511,375,1924,388,366,,1939,2002,1656,1979,1764,1811,1613,1597,1504,281
20110,"Carcases or half-carcases of bovine animals, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,38,547,202,367,301,77,8
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,286,20,0,0,0,66,33,4,0,,10432,9454,11973,7873,8492,9279,8753,8009,6711,7796
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,18,,152,107,123,113,106,228,74,76,21,101
20641,Frozen edible livers of swine,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,13,0,,63,92,59,28,42,55,73,555,328,439
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,597,651,811,1044,1224,1619,1975,2564,2057,2073
20752,"Frozen domestic geese, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,2,3,0,0,75,0,0,0,0,,3,4,0,13,0,0,0,29,87,211
20910,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,2,0,0,0,0,0,,39714,31839,56671,34995,48068,50468,67188,77502,95277,48517
283421,Nitrate of potassium,0,0,0,0,0,0,0,0,0,0,,1407,1627,3587,975,497,435,209,55,44,8,,8860,6593,7005,6698,6720,8233,9580,9179,9649,11123
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,0,,164,146,743,2,91,172,189,26,3,137,,16488,15237,15074,13241,13636,11903,11486,8036,7437,12526
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",0,0,0,0,0,0,0,0,0,0,,1134,892,1031,885,726,573,792,388,455,534,,2806,2912,2706,2224,1748,1809,1968,1907,2548,2159
284161,Potassium permanganate,0,0,0,0,0,0,0,0,0,0,,457,262,345,239,121,29,1,47,33,160,,2500,1940,2600,2889,2318,2856,2199,2506,2505,2869
284170,Molybdates,0,0,0,564,196,0,0,0,0,0,,1,1,0,570,196,0,0,0,10,8,,28091,19574,24285,16204,9528,5991,8397,17914,8790,8133
284321,Silver nitrate,0,0,0,0,0,0,0,0,0,0,,729,843,498,475,389,692,412,693,574,1679,,0,24,3,0,9,5,7,0,27,107
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,0,0,0,,19,13,5,1,2,112,97,95,0,60,,555,817,1267,1266,1325,1048,1105,1616,1395,1945
282710,Ammonium chloride,0,0,0,0,4,0,0,0,0,0,,107,110,141,112,87,73,128,105,86,125,,4378,4603,3855,11310,11978,11781,12694,17892,13572,14827
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,357,765,412,789,689
281610,Hydroxide and peroxide of magnesium,0,0,0,0,0,0,0,0,0,0,,228,192,87,238,127,146,129,132,144,116,,11284,12625,7924,8114,7098,5958,3928,3868,4839,5543
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,0,0,0,0,0,0,0,0,,9,15,20,40,10,9,47,21,30,29,,5587,4906,5107,5054,5015,5876,8824,10398,7109,13150
280440,Oxygen,0,0,0,0,0,0,0,0,0,0,,534,452,548,365,972,1290,379,294,268,338,,905,669,1447,1777,984,953,1105,3868,1180,2727
260800,Zinc ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,61,0,0,0,4,0,,672155,718750,744708,600451,624783,886522,1005692,761544,528760,1044203
262011,Hard zinc spelter,0,0,0,0,578,0,54,352,155,0,,1045,1692,1384,800,2308,1944,3892,4716,4244,7817,,6593,3521,8069,11156,13814,18463,19140,19077,11844,17453
290211,Cyclohexane,0,0,0,0,0,0,0,0,0,0,,775,1968,475,432,1062,525,723,977,464,270,,64097,27538,50990,30334,23807,26703,19140,9140,1627,35255
290230,Toluene,0,0,0,0,0,0,0,0,0,0,,22473,78099,287986,202452,141652,194316,215895,232861,152116,240161,,65306,27380,4832,2667,4869,2458,14263,12197,2409,27
290250,Styrene,0,0,55,83,0,0,4,0,0,0,,487781,844053,860255,517667,516834,299671,683486,384721,316712,416289,,0,124,144,103,2044,0,17574,0,2064,0
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,148,369,306,403,319,192,317,776,76,1735
290321,"Vinyl chloride """"chloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,283192,252978,282090,247519,182543,188929,223410,223109,206228,368801,,3,0,0,0,0,0,0,4,2422,0
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,0,,27,2,3,1,30,407,955,789,920,949,,10438,7272,9500,6224,8182,7740,6943,7067,8265,9015
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,0,,0,13,252,133,67,75,140,96,86,74,,47560,52630,53453,42784,36258,39638,51038,42317,29360,54132
