Product code,Product label,"Australia's imports from Korea, Republic of-Value in 2012","Australia's imports from Korea, Republic of-Value in 2013","Australia's imports from Korea, Republic of-Value in 2014","Australia's imports from Korea, Republic of-Value in 2015","Australia's imports from Korea, Republic of-Value in 2016","Australia's imports from Korea, Republic of-Value in 2017","Australia's imports from Korea, Republic of-Value in 2018","Australia's imports from Korea, Republic of-Value in 2019","Australia's imports from Korea, Republic of-Value in 2020","Australia's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
284130,Sodium dichromate,0,0,0,0,0,0,0,0,0,0,,14,15,11,0,3,2,10,0,1,1,,349,23,13,18,15,66,176,15,62,18
284169,"Manganites, manganates and permanganates (excluding potassium permanganate)",0,0,0,0,0,0,0,0,0,0,,1411,37,227,100,4083,4919,8992,7891,7757,11713,,38,0,0,3,0,99,159,105,0,9
284310,Colloidal precious metals,0,0,0,0,0,0,0,0,0,0,,162,116,214,300,303,103,75,39,213,79,,718,482,418,372,302,383,315,252,435,768
284329,"Silver compounds, inorganic or organic, whether or not chemically defined (excluding of mercury ...",0,0,0,0,0,0,0,0,0,0,,714,166,284,546,1228,1333,1337,1378,1302,250,,2046,842,157,113,249,131,131,134,256,179
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ...",0,0,0,0,0,0,0,4,0,0,,42695,25200,27283,43715,59326,54503,44218,42371,49204,53498,,780,228,396,715,900,836,762,1117,1180,1389
282520,Lithium oxide and hydroxide,0,0,0,0,0,2,0,0,0,0,,98,24,85,302,196,249,257,790,755,7625,,1310,1352,1216,1172,2385,3130,2126,2145,1039,3184
282580,Antimony oxides,0,0,0,38,18,53,26,0,0,0,,7277,8567,10942,12889,10475,14506,13542,10137,7485,15254,,6031,4740,3875,3512,2274,3264,2751,2486,1670,2531
282731,Magnesium chloride,0,0,0,0,0,0,0,0,0,0,,137,340,142,165,160,152,128,136,306,282,,590,854,678,980,852,1076,1153,1415,1573,2039
283325,Sulphates of copper,0,0,49,0,0,0,0,0,0,0,,1440,2280,1466,1740,2373,2791,2798,2603,2172,2356,,41867,11843,38875,57654,16624,37593,49726,71245,50057,84333
283330,Alums,0,0,0,0,0,0,0,0,0,0,,54,31,31,40,20,34,45,46,46,67,,18,26,25,32,37,31,42,28,41,43
283429,Nitrates (excluding of potassium and of mercury),0,0,0,14,0,0,0,0,0,0,,362,216,180,411,427,339,604,1081,671,363,,13380,9461,12107,9340,8261,10733,10571,11015,13206,15700
283630,"Sodium hydrogencarbonate """"sodium bicarbonate""""""""",0,0,0,0,0,0,0,4,0,0,,505,534,409,453,298,255,139,119,295,287,,4505,3464,6866,12792,11926,13312,16508,13944,13299,16348
121291,"Sugar beet, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,64,0,16,15,0,0,0,0,0
150500,"Wool grease and fatty substances derived therefrom, incl. lanolin",0,0,0,0,0,0,0,0,0,0,,39,1,0,0,28,18,13,56,5,52,,2574,3119,2646,2035,1549,1922,2320,2144,2244,2312
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...",0,0,0,0,0,0,0,0,0,0,,27,7,22,48,1,20,3,24,25,28,,596,459,1454,1180,1670,1161,976,743,882,1092
151221,Crude cotton-seed oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,0,4,0,0,,42,103,169,610,22,0,1,0,0,13
151311,Crude coconut oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,26,43,0,0,0,0,,1407,1372,4666,4648,5057,4544,4260,343,335,1312
151499,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""", ...""",8,3,5,0,0,0,0,0,0,0,,0,1,0,0,4,4,6,16,19,96,,9196,9414,8962,4967,2584,3378,3533,3688,3642,4390
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",2,0,0,0,0,0,0,0,0,0,,23,43,6,113,89,35,69,51,57,90,,1421,1009,1542,1379,1341,941,975,595,861,1331
160242,"Prepared or preserved shoulders and cuts thereof, of swine",0,0,0,0,0,0,4,0,0,0,,0,0,0,0,1,0,0,0,1,71,,25,83,1,0,4,0,20,4,0,1
152110,"Vegetable waxes, whether or not refined or coloured (excluding triglycerides)",0,0,0,0,0,0,0,0,0,0,,12,85,4,46,247,320,278,344,401,546,,2340,2677,3876,3870,3444,3830,3537,3408,5448,5010
150290,"Fats of bovine animals, sheep or goats (excluding tallow, oleostearin and oleo-oil)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,4,9,10,1032,5495,,34,0,0,0,0,23,0,0,0,72
150300,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ...",0,0,0,0,0,0,0,0,0,0,,12,0,929,981,221,191,434,670,924,546,,15,3,76,0,2,0,0,0,0,0
220430,"Grape must, of an actual alcoholic strength of > 0,5% vol (excluding grape must whose fermentation ...",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,0,1,0,,124,225,119,232,169,246,262,152,173,317
220720,Denatured ethyl alcohol and other spirits of any strength,0,0,0,0,0,0,0,0,4,0,,2623,247,248,254,657,2444,824,557,23068,19463,,115,28,51,53,49,32,86,59,8778,1400
230210,"Bran, sharps and other residues of maize """"corn"""", whether or not in the form of pellets, ...""",0,0,0,0,0,0,0,0,0,0,,4290,1287,0,0,0,243,817,134,274,0,,51,141,156,138,146,115,132,173,1410,1458
230250,"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,79,24,,11,12,33,36,0,128,90,402,547,993
230500,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,11,66,125,374,276
230620,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,16,0,0,129,232,62
230649,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,713,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3
230690,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,162,29,18,53,2,27,8,1,35,9,,56,58,138,98,138,219,553,614,440,223
170219,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,46,18,43,32,69,3,7,164,19,51,,9972,8604,8659,4134,9615,6838,16798,9682,6197,7460
160521,"Shrimps and prawns, prepared or preserved, not in airtight containers (excluding smoked)",1,1,3,4,2,6,2,0,1,0,,146,243,153,275,500,531,783,1164,1955,1884,,84637,78781,86473,65305,59137,100969,83072,72695,73113,75655
160552,"Scallops, incl. queen scallops, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,6,0,,0,8,8,14,12,13,17,17,12,62,,862,706,1246,839,1045,1002,999,895,726,2394
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",0,0,0,0,0,0,0,0,0,0,,1,38,27,0,0,0,1,15,2,3,,234,281,255,181,122,209,279,249,122,246
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,78,0,0,14,,0,0,2,3,0,0,0,0,0,3
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,0,0,0,0,0,0,0,0,0,,0,0,7,0,16,13,13,4,19,18,,83,108,89,185,102,113,173,74,260,100
440131,Wood pellets,0,0,0,0,0,0,0,0,0,0,,5,1,3,215,8,1,375,18,0,0,,128,196,277,543,464,655,704,1031,2039,2125
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,92,5,6,,0,0,0,0,0,0,0,0,0,0
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,0,2,5,0,0,0,0,0,36,62,,898,945,1070,1132,796,1088,1473,1521,1320,1772
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,1,0,0,0,0,,156,98,427,143,72,298,347,187,280,627,,48434,27960,26244,15318,11916,16135,16403,12987,9832,9787
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,198,72,20,140,78,36,49,65,0,5,,11584,11626,14828,17655,15795,16098,17484,17327,17879,20063
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",0,0,0,0,0,0,0,0,0,0,,703,598,1046,334,606,1157,1287,943,1133,994,,16852,18595,25173,20904,20383,15623,14219,14115,11472,14234
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",1,0,160,0,0,0,0,1,0,0,,1127,1180,1187,665,1028,1418,1289,2069,1935,1684,,14743,13302,11127,15217,11463,13228,11836,9694,10006,10851
440910,"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",40,0,0,0,0,0,0,0,0,0,,43,254,67,256,84,142,87,8,18,10,,122864,102507,115663,117511,120578,131471,144745,136418,135598,194190
440929,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped """"tongued, ...""",24,0,42,0,0,0,0,1,0,0,,705,289,185,238,111,107,362,161,49,441,,199959,175557,219623,196553,175398,112814,96903,22729,32026,79633
441012,"Oriented strand board """"OSB"""", of wood""""",0,0,0,0,0,0,0,0,0,0,,68,40,34,208,270,239,299,84,0,0,,6895,10291,9323,8857,10556,14525,14931,9601,8826,10657
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,0,0,0,0,0,0,0,0,,74,106,19,30,17,0,0,0,0,0,,174,50,51,68,16,0,0,0,0,0
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,15,32,10,3,,0,0,0,0,0,37,48,47,20,12
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",34,104,94,70,48,0,0,0,0,0,,3983,3167,4964,2355,3432,0,0,0,0,0,,111562,108730,135966,123928,114980,0,0,0,0,0
401220,Used pneumatic tyres of rubber,12,0,0,0,0,0,0,0,0,0,,12199,12121,10776,11974,12077,10376,10742,10764,10114,9244,,3921,1654,348,309,309,396,1580,969,324,203
401320,"Inner tubes, of rubber, of a kind used for bicycles",0,0,0,0,0,0,0,0,0,0,,0,0,2,21,70,217,39,3,22,1,,3866,4397,4240,3992,3577,3188,3510,3296,4000,4312
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,2,0,2,0,,247,29,27,18,6,9,10,18,12,2
400122,"Technically specified natural rubber """"TSNR""""""""",0,157,48,0,0,0,0,0,29,0,,3195,652,2084,939,1478,3842,1104,2071,2646,3268,,20140,10619,11252,5938,5716,10416,8234,8436,6678,7985
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",0,0,0,0,0,0,0,0,0,0,,274097,272674,286831,285088,339008,527946,656894,673643,909622,1404762,,6,8,18,25,0,6,10,6,3,7
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",0,0,0,0,0,0,0,0,0,0,,786,763,656,323,340,409,384,640,577,458,,372,593,679,343,244,217,303,312,273,329
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,0,4,0,0,0,0,0,0,0,2
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,16,23,21,7,0,1,0,12,0,,6,3,0,2,26,9,6,8,45,80
500710,Woven fabrics of noil silk,0,0,0,0,0,0,0,0,0,0,,1,4,33,31,54,0,0,0,6,2,,148,198,122,111,201,137,36,56,65,67
520420,"Cotton sewing thread, put up for retail sale",0,75,64,16,17,4,2,1,1,0,,283,104,735,205,116,17,23,85,73,25,,800,742,988,549,625,838,516,523,765,1112
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,519,743,1840,1326,480,161,255,80,49,58,,0,0,0,0,0,13,0,0,0,0
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,1399,254,350,267,300,94,142,85,39,30,,5,9,6,12,4,2,7,7,5,20
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,32,25,3,5,3,0,1,18,27,26,,0,8,1,0,14,15,16,14,23,16
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",54,121,81,103,17,23,4,0,0,0,,3308,3044,1174,578,164,181,51,32,32,95,,1317,1004,919,581,327,442,665,789,806,1347
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,604,143,76,50,44,106,17,5,47,22,,0,0,0,3,7,8,7,3,2,10
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,3,4,6,0,0,22,11,0,0,0,,0,0,0,0,0,0,0,0,0,52
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",0,0,0,0,0,0,0,0,0,0,,30,69,36,14,0,12,10,16,0,13,,14163,13733,13373,12259,12951,18890,21430,21745,16150,9681
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",0,0,0,0,0,0,0,0,0,0,,37,17,26,16,23,44,25,7,3,2,,336,523,359,330,345,473,354,319,453,546
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",0,0,0,0,0,0,0,1,0,0,,1,1,55,8,2,0,34,26,71,35,,2254,2440,2510,2526,2338,2156,3115,3970,3949,5715
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",0,0,0,0,4,0,0,0,0,0,,509,464,484,527,970,1112,551,205,242,394,,11415,11486,12433,13356,11614,12787,18428,21374,22929,29961
470610,Pulp of cotton linters,0,0,0,0,0,0,0,0,0,0,,0,20,166,638,0,0,0,300,0,0,,146,271,189,78,0,0,0,0,0,0
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",0,0,0,0,0,0,0,102,0,0,,764,518,309,5328,6183,13116,15563,9342,4248,4748,,224,361,241,0,11,0,302,724,8,0
470730,"Recovered """"waste and scrap"""" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, ...""",0,0,0,0,0,0,0,0,0,0,,6283,4931,2944,4685,3835,8502,15674,11004,7007,8989,,31,22,168,84,4,60,5,3,0,25
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",0,0,0,0,0,0,0,0,0,0,,16518,30886,43873,52582,47226,38931,42666,25587,15923,14530,,677,1073,1284,331,254,195,332,87,383,269
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",65,39,0,0,0,0,0,0,2,0,,122345,116415,80505,51284,37644,33851,20774,15831,10736,12309,,7694,9122,10311,13888,7572,6706,4501,5302,2796,4709
411420,Patent leather and patent laminated leather; metallised leather (excluding lacquered or metallised ...,0,0,0,0,0,0,0,0,0,0,,75298,100902,124485,123699,86378,63022,56982,42345,21779,39027,,66,42,17,21,68,152,103,49,14,36
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",0,0,0,0,0,0,0,0,0,0,,4220,4382,4788,3557,3112,3226,2882,1333,1104,923,,0,25,1,2,7,21,27,9,0,1
360100,Propellent powders,0,0,0,0,0,0,0,0,0,0,,0,1100,1819,2240,6395,6821,1206,488,162,0,,1068,617,1044,847,1381,726,759,276,146,161
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",0,24,0,3,0,0,107,0,0,0,,735,732,1357,880,558,716,3662,757,59,522,,15622,14419,11988,22164,11895,21685,10412,8409,7313,13326
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",2,0,0,0,0,0,0,0,0,0,,124,24,0,5,0,0,0,0,0,0,,1452,402,42,31,81,74,90,78,14,11
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,230058,280432,319067,316308,356040,,0,0,0,0,0,2146,2013,6528,6890,6859
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",0,0,0,0,0,0,0,0,13,0,,328,529,19,257,534,516,366,147,245,295,,4285,4955,7404,7202,4352,4764,7811,7149,5541,6286
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,386,360,253,129,932,340,551,4693,2191,1843,,4162,4317,3370,3443,3801,3616,3883,3723,4273,4544
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...",141,74,0,0,0,0,0,0,0,0,,12275,12729,14451,15322,10070,9321,8670,13629,8595,10814,,11153,7931,3877,2947,2732,2774,2541,2549,3784,3450
340311,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,0,0,0,8,4,0,0,0,0,,14176,12448,8899,7902,6418,6244,8203,5995,5225,7176,,293,485,463,524,527,564,685,728,610,514
382312,"Oleic acid, industrial",0,0,0,0,0,0,0,0,0,0,,2112,3230,5335,4382,4143,4664,4673,2946,3615,5267,,1702,4311,3947,1039,2293,3253,2550,1848,1843,3090
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,23,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0
382484,"Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,6,1,0,0,,0,0,0,0,0,122,0,0,0,0
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,20,10,15,2,0,0,,133,161,173,157,161,0,2,1,0,2
391520,"Waste, parings and scrap, of polymers of styrene",0,0,0,0,0,0,0,0,0,0,,10,96,107,0,48,146,0,25,1,2,,0,0,1,1,0,141,441,57,29,6
390761,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of >= 78 ml/g""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,513464,608747,506925,410998,437440,,0,0,0,0,0,90631,108193,86460,80297,99701
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",0,0,0,0,0,0,0,0,0,0,,8478,7723,7142,4922,4946,8855,22345,27595,16795,50587,,185,143,106,68,124,165,432,305,398,507
390512,"Poly""""vinyl acetate"""", in aqueous dispersion""""",0,0,0,0,0,0,0,0,0,0,,567,390,509,400,478,476,498,331,348,729,,296,195,555,323,645,260,287,230,262,125
390591,"Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...",0,0,0,2,1,0,0,0,0,0,,559,712,581,1389,5737,3551,1754,1545,8859,18460,,4461,3209,3101,2215,2000,1976,1740,1856,1408,5503
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",0,0,0,0,0,0,0,0,0,0,,89647,119777,139378,153965,99696,115619,102003,118648,102883,98169,,29660,13811,33552,15073,10372,2940,6494,3773,795,1228
390230,"Propylene copolymers, in primary forms",4661,6820,11135,1049,1780,0,0,0,0,0,,1997618,2131515,2135821,1428090,1306919,1405622,1577092,1443996,1361393,2186111,,53419,74345,136055,115638,104401,100719,94769,89336,84204,122479
390319,"Polystyrene, in primary forms (excluding expansible)",148,0,0,0,133,69,73,74,0,0,,352870,284017,256319,165772,173085,144334,184644,164642,162953,246187,,33966,36114,38146,27903,21911,22461,21147,14078,9383,16971
285300,"Inorganic and organic compounds, incl. distilled or conductivity water and water of similar ...",0,8,0,1,1,0,0,0,0,0,,631,1911,1958,2453,23312,0,0,0,0,0,,1105,1311,973,934,982,0,0,0,0,0
291570,"Palmitic acid, stearic acid, their salts and esters",1,0,0,0,0,0,0,0,0,0,,21231,21263,23212,23994,21964,26773,33372,11854,11327,13894,,4536,4063,4007,3295,3182,3989,5560,4470,3958,5347
320420,"Synthetic organic products of a kind used as fluorescent brightening agents, whether or not ...",6,9,17,10,6,0,3,0,2,0,,21876,20637,19066,16041,16765,15096,14782,15992,13595,15872,,6917,5181,5212,5016,5530,3842,4405,7911,6576,5619
320720,"Vitrifiable enamels and glazes, engobes """"slips"""" and similar preparations of the kind used ...""",0,0,0,1,0,0,0,0,0,0,,2386,2584,3201,3867,3179,5825,4309,3028,3265,3804,,2369,2570,4075,2779,2953,3294,4018,3323,3419,3563
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",0,0,0,0,0,0,0,0,0,0,,324499,487749,378487,386245,506435,358561,270106,294418,538672,924093,,212,91,142,111,127,114,144,200,107,193
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...",0,0,0,0,0,0,0,0,0,0,,35,1,6,2,1,3,8,16,6,128,,2515,1903,2397,1648,2065,2551,3123,2709,2412,3831
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",0,0,0,0,0,0,0,0,0,0,,37,59,31,66,188,39,55,58,770,131,,2309,2246,2436,2344,2736,3315,3892,3184,2633,4580
293625,"Vitamin B6 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,5,66,66,189,22,64,3,6,1,2,,2121,2629,2060,1903,3367,3340,4310,3175,3196,2420
293690,"Provitamins and mixtures of vitamins, of provitamins or of concentrates, whether or not in ...",0,0,0,0,6,89,0,0,0,0,,774,671,316,730,155,1249,5108,2345,2725,3031,,8385,6572,6823,8086,8195,10138,18244,8458,7173,5880
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",0,0,0,0,0,0,0,0,0,0,,17,35,363,39,0,0,1045,1021,455,877,,2077,1436,1501,1413,1354,1152,1742,1059,1388,1451
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,66,0,0,0,,543,76,211,185,1087,1258,185,165,4620,201
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,850,553,710,790,913,0,0,0,0,0
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3318,2476,5366,20249,21306,,0,0,0,0,0,52790,48971,39571,33931,6542
300230,Vaccines for veterinary medicine,0,0,98,79,0,0,0,0,0,0,,6686,8609,11759,14559,19709,20045,25476,24995,27792,32426,,41659,42746,35454,46610,38817,51148,54005,52657,74905,80696
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,47747,48534,34956,21362,47431
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and ...",0,0,0,0,0,0,0,0,0,0,,0,453,314,597,38,126,229,58,93,230,,9545,11950,6541,4377,3498,2829,2168,3084,16201,3391
320110,Quebracho extract,0,0,0,0,0,0,0,0,0,0,,82,58,97,85,22,84,33,68,16,40,,547,485,359,153,394,350,534,257,321,310
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,0,0,0,0,0,0,0,0,0,0,,32,76,17,25,6,11,32,32,9,29,,1246,1471,1728,1476,1430,2143,1501,1527,1313,1811
320210,Synthetic organic tanning substances,0,0,0,0,0,0,0,0,0,0,,4197,4249,4022,3423,3415,3661,3253,3093,2516,4651,,921,1072,470,733,437,729,760,196,110,223
291212,"Ethanal """"acetaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,25,12,0,0,1,0,1,0,3,1,,74,194,195,95,110,124,126,140,110,82
291241,"Vanillin """"4-hydroxy-3-methoxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,3,27,65,61,87,90,85,42,27,68,,2596,3350,3142,3845,3302,3963,3975,4935,5145,6688
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ...",0,0,0,0,0,0,0,0,0,0,,11,0,35,24,8,7,10,10,4,5,,6,3,8,4,16,33,31,60,125,128
291422,Cyclohexanone and methylcyclohexanones,33,30,268,51,58,40,47,48,0,0,,466,1020,684,562,1301,1874,2047,3102,988,476,,1162,1469,1578,722,684,1090,575,377,388,715
