Product code,Product label,"Germany's imports from Taipei, Chinese-Value in 2012","Germany's imports from Taipei, Chinese-Value in 2013","Germany's imports from Taipei, Chinese-Value in 2014","Germany's imports from Taipei, Chinese-Value in 2015","Germany's imports from Taipei, Chinese-Value in 2016","Germany's imports from Taipei, Chinese-Value in 2017","Germany's imports from Taipei, Chinese-Value in 2018","Germany's imports from Taipei, Chinese-Value in 2019","Germany's imports from Taipei, Chinese-Value in 2020","Germany's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
271113,"Butanes, liquefied (excluding of a purity of >= 95% of N-butane or isobutane)",0,0,0,0,0,0,0,0,0,0,,1,23541,0,0,0,0,0,0,0,0,,192355,244367,215722,155151,119729,122432,163420,175665,140758,388208
283640,Potassium carbonates,0,0,0,0,0,0,0,0,0,0,,8618,9458,8098,7434,6558,6390,9213,10079,10870,12393,,11387,10626,9991,9930,8976,10247,12487,11533,12556,13701
281512,"Sodium hydroxide """"caustic soda"""" in aqueous solution """"soda lye or liquid soda""""""""",0,0,0,0,0,0,7100,0,0,0,,248048,167613,156412,159429,161648,275211,328052,242156,162340,242553,,68074,79946,87764,84161,94918,97075,149133,131047,131500,96610
290541,"2-Ethyl-2-""""hydroxymethyl"""" propane-1,3-diol """"trimethylolpropane""""""""",0,0,0,0,1,0,0,0,0,0,,7588,5708,6955,7361,8404,9846,10591,10347,9899,17316,,11199,12082,15196,12273,12961,15678,18774,17754,13946,32453
290544,"D-glucitol """"sorbitol""""""""",0,0,0,0,0,0,0,0,0,0,,263,14,325,67,36,13,12,14,7,5,,30561,33573,22257,17884,18346,20355,27643,26490,25397,26868
291219,"Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal ...",0,0,0,0,0,0,0,0,0,0,,7980,6556,7496,5601,4077,3712,6662,3903,5331,15723,,50817,70605,70501,53436,49643,49004,86450,60730,71157,81766
291221,Benzaldehyde,0,0,0,0,0,0,0,0,0,0,,0,0,39,0,0,0,0,66,0,0,,6150,6192,5553,5381,5719,4915,5450,6231,5162,4985
291242,"Ethylvanillin """"3-ethoxy-4-hydroxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3367,3563,3086,3892,4287,3947,6855,6799,8635,11933
291419,"Acyclic ketones, without other oxygen function (excluding acetone, butanone """"methyl ethyl ...""",154,540,317,0,0,0,0,0,0,0,,1684,1490,454,383,94,48,53,62,212,194,,27713,32073,27701,18935,20725,20756,27179,21544,20311,25261
291461,Anthraquinone,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,,64,37,76,33,84,25,32,31,35,59
291512,Salts of formic acid,0,0,0,0,0,0,0,0,0,0,,6402,6154,5858,4064,2799,3871,8126,5845,3709,3537,,6870,12094,6414,8073,8491,11639,14543,15928,5766,12057
291524,Acetic anhydride,0,0,0,0,0,0,0,0,0,0,,145,42,205,231,115,490,168,361,484,510,,62173,72214,82768,72886,65620,62355,75154,63313,59195,72208
291536,"Dinoseb acetate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,266,187,273,280,218,138,16,9,0,0
291540,"Mono- di- or trichloroacetic acids, their salts and esters",0,0,0,0,0,0,0,0,0,0,,114,42,117,3,77,8,0,30,24,53,,17912,17828,13004,8452,6468,11874,17908,16029,16886,22916
291550,"Propionic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,4333,4568,4528,3754,6546,4302,4509,3640,3000,3739,,23458,34451,22943,17805,15319,18115,17223,18973,17376,21506
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",0,0,0,0,0,0,0,0,0,0,,50,0,0,7,0,0,0,0,0,6,,14238,18348,10929,9976,11652,13094,14460,10451,12544,9972
291634,Phenylacetic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,1,2,0,0,0,0,0,0,,806,869,518,785,585,729,1081,1044,1451,1071
282560,Germanium oxides and zirconium dioxide,0,0,0,0,0,0,0,0,1,0,,2936,1661,1157,754,1226,633,154,146,167,50,,48142,49792,40279,30662,31922,33371,45211,43045,38474,39839
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",0,0,0,0,0,0,0,0,0,0,,249,97,29,25,194,7,172,48,371,258,,15142,16030,12911,10429,11174,17305,21736,27673,33131,30071
282919,Chlorates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,5,2,3,5,4,9,0,0,0,0,,166,144,55,80,106,120,151,153,148,88
283190,Dithionites and sulfoxylates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,25,25,154,72,172,214,19,17,13,70,,381,286,361,241,146,217,269,160,182,158
283321,Sulphate of magnesium,0,0,0,0,0,0,0,0,0,0,,4,8,0,6,2,0,5,0,26,222,,1254,1179,1166,1091,1510,3148,2971,3314,2271,3051
281217,Thionyl chloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,935,687,801,1008,1058
281310,Carbon disulphide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,85,0,0,,7089,6867,8713,6784,6359,6048,5281,4816,4837,5998
284450,"Spent """"irradiated"""" fuel elements """"cartridges"""" of nuclear reactors [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
284910,"Carbides of calcium, whether or not chemically defined",0,0,0,0,0,0,4,0,0,0,,61,55,49,83,59,45,39,17,9,16,,30549,28803,25062,17686,19440,18228,17125,15518,12179,13789
290123,"Butene """"butylene"""" and isomers thereof""""",27,89,144,47,0,0,0,0,0,0,,60971,47528,36158,27870,18513,31365,38064,18033,22976,19449,,81545,75656,84145,35223,37833,43633,38710,55362,42802,25718
290241,O-Xylene,0,0,0,0,0,0,0,0,0,0,,368118,169000,108213,46244,41405,63711,2628,5729,1671,15161,,116941,131789,119900,81344,77595,91947,105689,116289,86921,112835
290244,Mixed xylene isomers,0,0,0,0,0,0,0,0,0,0,,683,32,293,267,231,175,53,48,22,39,,7065,16088,7342,4083,4195,6649,4710,3611,2190,4195
290260,Ethylbenzene,0,0,0,0,0,0,0,0,0,0,,139,119,0,30,30,35,36,29,24,34,,13991,639,270,12147,88,124,116,167,96,10267
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",0,0,0,0,0,0,0,0,0,0,,27483,20177,20179,5688,4330,41052,33701,41817,20182,103243,,108845,146968,201203,161092,133943,217492,207749,219285,208500,146990
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,66,4,22,1,4,6,13,10,1,4
290435,"Salts of perfluorooctane sulphonic acid (excl. ammonium, lithium and potassium perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0
290491,"Trichloronitromethane """"chloropicrin""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,521,327,0,0,0
120110,"Soya bean seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,30,4,0,5,1,1,,837,1558,2498,3636,2851,2848,3615,4210,4929,4798
120241,"Groundnuts, in shell (excluding seed for sowing, roasted or otherwise cooked)",0,0,0,0,0,0,0,0,0,0,,0,111,97,219,162,53,154,91,90,83,,26575,37742,46663,32291,37638,33935,35281,33404,33970,41135
120729,Cotton seeds (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,2,6,0,1
120791,"Poppy seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,15630,25314,25125,18868,15070,13726,22521,22000,20300,15497
120910,"Sugar beet seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,0,0,1,1,1,,68199,72582,65466,48506,59946,70890,76016,57013,106768,105926
120924,"Kentucky blue grass """"Poa pratensis L."""" seed for sowing""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,8099,10639,8497,9068,8501,10098,9642,13952,11803,12384
10239,Live buffalo (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,21,0,0,0,0,0
10310,Pure-bred breeding swine,0,0,0,0,0,0,0,0,0,0,,0,102,280,594,797,492,319,449,445,865,,28882,30953,31221,19648,12107,19589,14585,13811,10679,12380
10512,"Live domestic turkeys, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,17,0,0,0,0,0,0,0,0,0,,3958,5341,6354,5835,7892,6804,5042,3796,3504,974
10599,"Live domestic ducks, geese, turkeys and guinea fowls, weighing > 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,174265,189949,182354,134304,149628,142915,176575,163360,171685,163009
10612,"Live whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals ...",0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,224,0,0,,11,17,0,0,0,0,0,0,0,0
150210,"Tallow of bovine animals, sheep or goats (excluding oil and oleostearin)",0,0,0,0,0,0,0,0,0,0,,0,0,16,14,6,6,6,2,7,0,,8783,8869,12240,11407,16779,16676,13415,15023,12968,19080
151190,"Palm oil and its fractions, whether or not refined (excluding chemically modified and crude)",0,0,0,0,0,0,0,0,0,0,,7000,4922,55,70,50,30,68,172,519,893,,425764,488952,423673,359526,397595,435444,396743,355219,369873,434728
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,3,0,,0,3,0,0,0,0,1,0,15,1,,210526,149933,181631,86689,207964,245910,131449,59617,76501,180168
151710,Margarine (excluding liquid),0,0,0,0,0,0,0,0,0,0,,8252,8573,4987,205,114,116,69,70,27,19,,133244,113587,98845,67526,52421,63302,78977,70215,52953,73795
160290,"Prepared or preserved meat, offal, blood or insects (excl. meat or offal of poultry, swine ...",0,0,0,0,0,0,0,0,0,0,,151,232,322,158,191,129,146,256,836,997,,10454,10214,9914,10212,9882,9687,9427,10280,9974,11162
160553,"Mussels, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,23,0,0,37,65,20,0,1,,10985,9129,10425,10539,9049,11164,11131,10020,11845,12417
160556,"Clams, cockles and arkshells, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,8,474,241,138,92,199,38,71,114,,433,297,362,626,766,1414,938,1192,1175,1368
160569,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",0,0,0,0,0,0,0,0,0,0,,0,117,720,710,535,605,389,329,309,237,,2550,2255,3450,3818,4936,5382,4335,4213,4327,2848
20329,"Frozen meat of swine (excluding carcases and half-carcases, and hams, shoulders and cuts thereof, ...",15,0,0,0,0,0,0,0,0,0,,3842,538,456,466,494,431,375,105,463,232,,152983,163874,149301,105348,99383,103190,87226,92284,97231,102500
20630,Fresh or chilled edible offal of swine,0,0,0,0,0,0,0,0,0,0,,36,10,0,0,7,0,0,3,0,2,,55979,50126,49511,32741,33608,46962,37225,40717,46472,31283
20714,Frozen cuts and edible offal of fowls of the species Gallus domesticus,0,0,0,0,0,0,0,0,0,0,,3419,6797,5600,2706,6786,5944,4078,2730,2424,613,,294866,385496,396306,337204,311449,330447,398169,343669,290013,316738
20753,"Fatty livers of domestic geese, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1868,2002,2223,1386,1247,1290,1197,1104,673,703
20830,"Fresh, chilled or frozen meat and edible offal of primates",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
20860,"Fresh, chilled or frozen meat and edible offal of camels and other camelids [Camelidae]",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,26,41,42,62,29,49,31,35,27,13
21020,"Meat of bovine animals, salted, in brine, dried or smoked",0,0,0,0,0,0,0,0,0,0,,213,259,251,137,114,87,139,156,176,56,,51513,32325,24024,21057,17598,20580,20001,20471,19710,19631
30192,"Live eels """"Anguilla spp.""""""""",0,0,0,1,0,0,0,0,0,0,,58851,34019,28009,56857,62014,44135,82942,64676,34031,45972,,14529,12222,8233,4475,7031,8183,7071,6729,5194,3665
30229,"Fresh or chilled flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2980,1704,1547,1571,1658,1298,1361,1792,676,689
30233,Fresh or chilled skipjack or stripe-bellied bonito,0,0,0,0,0,0,0,0,0,0,,1,30,0,0,0,2,0,0,0,0,,144,157,280,333,301,310,262,308,279,198
30234,"Fresh or chilled bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,100723,112310,101330,73643,68713,60482,46867,28065,7727,407,,6,7,54,45,76,52,1,2,2,411
30241,"Fresh or chilled herring """"Clupea harengus, clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,48179,44999,39637,37965,44086,32820,29749,27135,27506,23600
30255,"Fresh or chilled Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1229,169,36,52,38,26,13,11,2,0
30323,"Frozen tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,5502,50254,37789,29818,30792,35802,39238,40273,45932,,597,629,556,670,494,398,633,743,712,955
30332,"Frozen plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,8,0,0,,6472,6039,7425,5948,6531,8083,8166,7408,5067,4218
30353,"Frozen sardines """"Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella spp."""", brisling ...""",0,0,0,0,0,0,0,0,0,0,,0,0,268,41,337,469,428,317,300,477,,2162,2542,2704,1717,1481,2975,1878,1628,1785,1559
30356,"Frozen cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,3,2,,9,9,6,4,28,2,0,0,0,0
30369,"Frozen fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...",3,0,1,0,1,0,0,0,0,0,,0,0,71,0,0,0,7,1,0,0,,1452,1304,1009,820,1473,550,392,313,220,264
30381,Frozen dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,1120,10961,7895,10277,11698,13349,14117,9702,11428,,332,246,110,203,246,64,166,114,103,164
30382,"Frozen rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,2,2,1,22,0,0,,970,4,24,12,27,38,19,23,17,23
30445,"Fresh or chilled fillets of swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3010,2971,3805,2757,2799,2933,3203,3194,2455,2598
30448,"Fresh or chilled fillets of rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,3,1,4
30449,"Fresh or chilled fillets of fish, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,116,873,1033,205,12,268,277,179,11,,74980,79161,73488,67197,72799,69176,69413,68856,59417,76495
30452,"Fresh or chilled meat, whether or not minced, of salmonidae (excluding fillets)",0,0,0,0,0,0,0,0,0,0,,0,0,9,5,0,0,3,7,4,0,,821,454,558,303,541,754,874,807,409,233
30453,"Fresh or chilled meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,311,142,95,67,57,17,84,19,6,20
30469,"Frozen fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,0,232,2914,2389,668,578,320,78,71,51,,2315,637,1261,676,709,885,824,495,304,251
30473,"Frozen fillets of coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,50164,57918,53647,53067,46834,34932,43869,43764,32993,31263
30488,"Frozen fillets of dogfish, other sharks, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1898,2076,1415,408,502,,0,0,0,0,0,793,1244,868,141,45
30493,"Frozen meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., ...""",0,0,0,0,0,0,0,0,0,0,,0,66,922,1088,461,0,2,2,1,10,,221,673,566,149,35,31,56,63,34,62
30531,"Fillets, dried, salted or in brine, but not smoked, of tilapia """"Oreochromis spp."""", catfish ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,112,122,81,89,151,125,93,100,94,101
30552,"Dried tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,53,30,27,23,78
30553,"Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,80,34,3,1,8,,0,0,0,0,0,2097,2098,1884,2552,2705
30569,"Fish, salted or in brine only (excluding fillets, offal, herring, cod, anchovies, tilapia, ...",0,0,0,0,0,0,0,0,0,0,,13,2,14,2,18,9,3,47,0,0,,2920,2568,4267,5407,5602,4709,4656,4146,3386,3612
30612,"Frozen lobsters """"Homarus spp."""", even smoked, whether in shell or not, incl. lobsters in ...""",0,0,0,0,0,0,0,0,0,0,,0,5,3,0,48,215,192,52,36,0,,8582,9532,8446,6690,6582,7734,8221,8223,7992,8852
30615,"Frozen Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, incl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2724,913,1125,1003,1069,883,1109,1095,905,1196
30621,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", even ...""",0,0,0,0,0,0,0,0,0,0,,372,176,151,71,152,0,0,0,0,0,,516,578,717,715,636,0,0,0,0,0
30632,"Lobsters """"Homarus spp."""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,1,,0,0,0,0,0,9768,12557,11113,5855,10206
30639,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. ...",0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,2,1,13,24,11,,0,0,0,0,0,1188,1171,778,615,873
30691,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,107,3,0,0
30741,"Live, fresh or chilled, not smoked, cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola ...""",0,3,0,0,0,0,0,0,0,0,,4,0,3,15,85,0,0,0,0,0,,4297,5105,5594,6223,7104,0,0,0,0,0
30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,140,10,1,4,1,,0,0,0,0,0,7134,6015,3869,3908,3264
30799,"Molluscs, even in shell, smoked, dried, salted or in brine (excl. oysters, scallops of the ...""",180,111,59,35,0,0,0,0,0,0,,22634,19558,19618,22902,25280,1514,859,1790,1950,1784,,11541,13885,16383,15497,25195,1998,2466,2653,2268,2387
40229,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened",0,0,0,0,0,0,0,0,0,0,,331,320,398,280,550,471,403,210,25,123,,1754,826,12466,15657,16996,13076,14594,19690,27234,50268
40640,"Blue-veined cheese and other cheese containing veins produced by """"Penicillium roqueforti""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,,94422,103998,108329,93400,90482,99311,99424,99161,104774,105790
40899,"Birds' eggs, not in shell, fresh, cooked by steaming or boiling in water, moulded, frozen or ...",0,0,0,0,0,0,0,0,0,0,,615,531,541,610,747,767,1108,1054,1259,1013,,92118,86329,74205,64517,64957,77764,93418,83262,77085,80658
50100,"Human hair, unworked, whether or not washed or scoured; waste of human hair",0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,2,0,0,2,205,,1067,1068,1672,1239,1451,605,591,494,695,211
50690,"Bones and horn-cores and their powder and waste, unworked, defatted, degelatinised or simply ...",0,0,0,0,0,0,0,0,0,0,,247,151,243,271,388,405,174,119,105,3,,23974,38789,36826,30054,31489,33952,27060,19809,20411,23402
60220,"Edible fruit or nut trees, shrubs and bushes, whether or not grafted",0,0,0,0,0,0,0,0,0,0,,103,49,75,9,3305,4190,5307,4586,1531,238,,23140,32470,35971,29323,24330,30197,40906,37627,39629,42756
60240,"Roses, whether or not grafted",0,0,0,0,0,0,0,0,0,0,,5,5,5,3,1,3,0,5,4,5,,22208,25552,28410,23274,30634,27216,28553,24968,24236,25154
70310,Fresh or chilled onions and shallots,0,0,0,0,0,0,0,0,0,0,,154,744,341,247,145,151,175,99,55,1069,,147091,192688,181919,157827,167730,149719,179332,236849,186766,202791
70490,"Fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, ...",3,3,7,6,0,0,0,0,0,0,,552,367,207,145,119,466,4076,894,698,604,,123155,151926,140292,138122,157313,176157,168997,182696,211299,234150
70700,"Cucumbers and gherkins, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,6,9,9,1,1,19,19,10,4,,502021,562706,537304,515394,533996,561597,653379,602794,694088,741568
70890,"Fresh or chilled leguminous vegetables, shelled or unshelled (excluding peas """"Pisum sativum"""" ...""",0,0,0,0,0,0,0,0,0,0,,2290,1994,1502,1526,1237,1614,1180,994,939,778,,2863,4474,4575,3233,4129,6170,7427,6483,7025,6249
70959,"Fresh or chilled edible mushrooms and truffles (excl. Agaricus, Boletus, Cantharellus, shiitake, ...",1,0,0,0,0,0,0,0,0,0,,3133,2559,2723,1809,1796,1542,1481,1518,2173,2073,,88702,97426,89478,94094,103869,102172,104390,107137,101723,99668
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,5,1,3,9,141,3,7,4,5,10,,9400,13137,14549,15125,15960,17935,17845,21945,18163,17598
71331,"Dried, shelled beans of species """"Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"""", ...""",0,0,0,0,0,0,0,0,0,0,,92,114,154,300,98,286,402,239,136,189,,2737,4241,3508,5433,4756,5782,4581,5597,6866,6698
71410,"Fresh, chilled, frozen or dried roots and tubers of manioc """"cassava"""", whether or not sliced ...""",2,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,12,7,3,2,,393,322,324,280,312,333,821,608,1316,1255
80241,"Fresh or dried chestnuts """"Castanea spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,19,0,0,0,0,0,,12493,18903,19202,17170,16406,19620,15795,14830,20252,20205
80430,Fresh or dried pineapples,0,0,0,0,0,0,0,0,0,0,,3507,4955,9148,25822,39154,37260,42281,65358,55845,36326,,176743,166943,171260,141325,160189,147830,158917,134299,114498,117528
80510,Fresh or dried oranges,0,0,0,0,0,0,0,0,0,0,,1092,1430,1252,2346,626,445,576,993,1380,293,,401776,481931,350286,369775,395365,395197,435638,387311,502902,483428
80610,Fresh grapes,0,0,0,0,0,0,0,0,0,0,,1337,1361,1492,935,643,626,1033,1089,1849,1484,,629753,699215,726195,679366,686613,729287,757631,680029,805374,779492
80910,Fresh apricots,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,105370,134627,124207,109948,110828,110770,110991,102631,102691,113537
80940,Fresh plums and sloes,0,0,0,0,0,0,0,0,0,0,,24,34,46,11,6,23,20,1,19,1,,73731,69845,57023,55999,67361,77695,63872,55891,81193,78016
81040,"Fresh cranberries, bilberries and other fruits of the genus Vaccinium",0,0,0,0,0,0,0,0,0,0,,2,7,3,0,2,0,14,6,0,0,,68473,90237,109143,127135,168091,215245,309874,370390,463999,473807
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",0,0,0,0,0,0,0,0,0,0,,0,0,2,2,0,0,0,0,3,13,,941942,1080828,1017019,884200,828013,753005,745657,617767,786143,922524
100410,Oats seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2398,2903,1737,3277,3856,3419,4568,4205,5331,4547
100829,"Millet (excluding grain sorghum, and seed for sowing)",0,0,0,0,0,0,0,0,0,0,,0,1,20,23,25,23,38,37,35,33,,9062,10367,11599,9828,10414,11789,13091,14398,15216,15124
100830,Canary seed,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,1577,1269,1818,2026,740,1361,1353,720,878,1505
100840,"Fonio """"Digitaria spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8,7,2,0,0,0,0,0,2,0
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",4,0,6,7,1,0,0,0,0,0,,62,16,21,9,586,26,20,0,0,2,,1484,624,623,527,343,807,1825,215,196,284
