Product code,Product label,"Saudi Arabia's imports from Korea, Republic of-Value in 2012","Saudi Arabia's imports from Korea, Republic of-Value in 2013","Saudi Arabia's imports from Korea, Republic of-Value in 2014","Saudi Arabia's imports from Korea, Republic of-Value in 2015","Saudi Arabia's imports from Korea, Republic of-Value in 2016","Saudi Arabia's imports from Korea, Republic of-Value in 2017","Saudi Arabia's imports from Korea, Republic of-Value in 2018","Saudi Arabia's imports from Korea, Republic of-Value in 2019","Saudi Arabia's imports from Korea, Republic of-Value in 2020","Saudi Arabia's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",0,76,30,503,45,0,76,18,0,0,,112526,122649,129533,141180,120447,140400,161164,158068,146125,177475,,44433,58957,53909,56176,47583,51416,48428,70238,43144,37550
382474,"Mixtures containing hydrochlorofluorocarbons """"HCFCs"""", whether or not containing perfluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,1,11,3,2,3,19,4,4,4,16,,1541,2297,191,117,294,273,1240,22,370,0
382477,"Mixtures containing bromomethane """"methyl bromide"""" or bromochloromethane""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,138,0,31,4,0,191,0,0,0,0
392073,"Plates, sheets, film, foil and strip, of non-cellular cellulose acetates, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,12979,18900,29310,71388,190659,192341,252018,139281,152281,151130,,2126,1383,694,63,34,16,70,103,5,2
401130,"New pneumatic tyres, of rubber, of a kind used for aircraft",0,252,0,0,0,0,0,0,0,0,,180,1066,441,1135,463,1185,1097,452,3426,6138,,16054,22068,30252,33325,18658,16935,15672,13326,8695,9590
401161,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,0,0,0,0,0,0,0,0,,9308,9915,6237,3547,2699,0,0,0,0,0,,43216,30613,26022,22360,13964,38,1321,549,0,0
430130,"Raw furskins of the following types of lamb: Astrakhan, Caracul, Persian, Broadtail and similar, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,30,0,0,0,0,0
430310,Articles of apparel and clothing accessories of furskin (excluding gloves made of leather and ...,0,0,0,0,0,0,0,0,0,0,,11807,12419,15790,12073,11934,13214,19193,15714,8040,8325,,56,203,278,656,876,267,590,292,311,184
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6355,1936,1105,1882,1631,3773,3881,5360,2292,3677
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",0,0,0,0,0,0,0,0,0,0,,0,5,88,14,15,45,0,0,13,0,,231,799,1488,1546,2987,5102,6299,8020,17485,13905
440290,"Wood charcoal, whether or not agglomerated (excl. of bamboo or shell or nut, charcoal used ...",0,0,0,0,0,0,0,20,0,0,,161,424,745,512,425,570,516,479,383,629,,14626,28244,27169,48954,56018,64993,72627,75682,64492,82851
440610,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated""""",0,0,0,0,0,0,0,0,0,0,,0,0,15,0,0,0,0,0,0,0,,0,145,0,0,150,0,115,0,0,0
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,162,64,0,0,0,0,0,,421,216,505,493,1552,464,1977,1232,12,18,,7596,7468,6001,7771,7983,5478,3894,3484,3882,3470
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",0,0,0,0,0,0,0,0,0,0,,101,290,272,397,74,81,105,65,71,41,,517,149,394,247,2037,6601,10890,10321,18573,44234
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",0,0,0,0,0,0,0,0,0,0,,35,675,957,1839,155,252,142,351,239,301,,19608,6299,14640,14240,8041,7603,11420,12153,11459,7929
551522,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,32,0,0,0,0,0,,3717,1824,1576,1937,3228,1325,2568,3765,3168,4934,,94,132,0,0,49,5,0,0,0,0
551634,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,16,0,0,0,1,0,1,118,0,0,,155,248,30,161,0,9350,0,0,0,0
551692,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,2481,1447,1288,2594,3977,3653,2965,4240,4766,2603,,0,33,49,48,54,142,82,123,119,215
551693,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,80,67,0,0,0,69,0,0,0,,91,16,209,224,21,960,547,306,262,93,,439,591,237,264,250,198,1200,807,1814,356
481320,Cigarette paper in rolls of a width of <= 5 cm,0,0,0,0,0,0,0,0,0,0,,4811,3821,4250,3227,2043,2302,1150,743,1291,1244,,150,181,149,131,161,44,234,247,288,955
551341,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,74,30,0,0,0,0,0,0,0,,244,204,212,191,171,153,122,75,145,127,,522,569,59,130,3,222,165,261,49,111
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",0,0,0,0,0,0,0,0,0,0,,13565,27337,22344,14540,8820,6979,12173,11578,26772,46091,,13298,7590,11348,10154,8845,9439,16420,8124,7817,13232
480512,"Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,231,397,131,110,36,32,6,0,,377,231,1554,1338,505,124,46,486,303,704
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,193,0,0,0,0,343,370,0,0,,24,3,7,10,86,65,190,193,32,78,,741,2554,3538,2731,2465,2560,2763,1551,313,173
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,76,137,0,202,0,0,0,,297,81,117,2531,538,103,6939,9554,21888,19987,,6760,2586,9218,13344,11148,13433,12157,15042,16347,24745
480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",973,415,659,1559,212,166,113,230,71,0,,17097,25051,13060,8257,26626,34221,32750,21657,22220,31605,,57208,43145,23272,25363,25242,32626,26273,33329,20018,34786
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",3454,1363,5659,3637,1978,992,530,129,7,0,,25536,22705,10460,12249,14676,13052,8296,9263,8170,11911,,29014,20433,33337,27090,33651,15981,18072,20599,4082,3254
481039,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, ...",5011,1117,173,413,816,335,378,0,0,0,,4831,5445,4392,2331,719,982,1942,2014,2151,3225,,15749,10328,6485,15155,5569,3827,3630,3319,1332,3301
410320,"Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved ...",0,0,0,0,0,0,0,0,0,0,,537,66,26,212,19,1,0,0,3,0,,0,0,0,26,0,11,0,13,34,0
410530,"Skins of sheep or lambs, in the dry state """"crust"""", without wool on, whether or not split ...""",0,0,0,0,0,0,0,0,0,0,,701,372,34,6,53,84,29,24,8,53,,0,314,0,0,98,9,0,0,0,0
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",0,0,0,0,0,0,0,0,0,0,,579,293,8,174,6,23,0,64,5,0,,0,31,91,1,0,9,0,0,0,0
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),0,0,47,0,0,0,0,0,0,0,,2009,1152,841,1631,711,725,877,1636,538,832,,11487,9173,12351,10650,9681,8127,4776,3354,5614,2266
441875,"Flooring panels, multilayer, assembled, of wood other than bamboo (excl. for mosaic floors)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,86,178,37,130,,0,0,0,0,0,0,0,0,0,1225
442110,Clothes hangers of wood,0,0,0,0,0,0,0,0,0,0,,255,273,197,130,152,209,150,300,188,184,,2283,2513,2430,3011,3515,2583,2792,3291,1293,1510
450190,"Cork waste; crushed, powdered or ground cork",0,0,0,0,0,0,0,0,0,0,,26,31,13,9,11,5,11,7,24,0,,0,492,883,281,29,7,5,7,45,90
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,2,1,2,,1214,1498,827,1527,1058,918,963,538,763,116
470630,Pulps of fibrous cellulosic bamboo material,0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,1,0,5,1,0,,0,0,0,3,83,15,0,18,51,25
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,2,0,7,1,3,12,3,0,3,12,,0,56,0,1419,1592,99,301,253,17,368
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",0,0,0,0,0,0,0,0,0,0,,5787,6505,5573,4842,3491,2634,2447,3593,4951,12151,,368,0,60,1552,865,913,1773,371,109,93
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,55,49,0,4,0,0,208,,73,1434,1064,644,539,92,0,0,0,0
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,6183,6270,6594,7468,10934,8953,10277,15726,8829,6593,,229,31,0,136,34,110,55,51,84,74
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,2262,2232,2215,3372,3520,1950,932,253,777,2545,,2730,1523,188,79,116,119,78,31,97,109
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,9948,9213,9558,9954,7390,6226,8957,11485,6565,7321,,1065,1673,876,1846,619,440,713,340,1226,1699
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,3252,3595,3976,3137,4857,11680,3176,6165,1264,936,,503,547,1804,1088,592,1354,216,122,483,854
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,4163,4587,4742,4354,4719,7612,7985,9583,4961,4500,,487,2130,101,232,113,306,117,69,498,539
520299,"Cotton waste (excluding yarn waste, thread waste and garnetted stock)",0,0,0,0,0,0,5,0,0,0,,959,1774,3982,6962,7330,6292,6020,4778,4330,5438,,699,356,397,623,1572,864,1098,420,0,2
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,42157,59873,50745,43933,27174,29088,22559,18114,11052,24667,,1178,358,610,154,257,68,101,18,0,0
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,121836,131144,128434,99215,77708,93202,73055,52837,27746,44295,,0,0,0,0,32,0,0,0,0,0
520535,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,53,41,72,36,6,1,37,27,25,36,,178,0,0,0,0,0,0,0,0,0
520546,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,28,167,71,15,1,5,1,71,0,0,,0,0,0,0,0,0,0,0,0,363
520622,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,1519,948,1413,1835,852,926,721,499,192,945,,0,0,0,28,0,0,0,0,0,0
520811,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,88,0,0,0,0,0,0,0,,1112,411,288,169,338,557,1085,500,224,58,,2911,3688,278,331,400,665,517,361,309,277
520921,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,156,119,234,193,98,140,148,129,36,10,,83,0,146,278,178,58,17,145,20,40
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,2588,1906,2061,1487,2523,1703,1126,1449,1577,2611,,0,0,0,0,2,5,34,18,8,496
521119,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,354,858,168,218,114,28,110,222,37,25,,29,29,0,29,99,88,61,77,46,57
521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,73,0,0,0,0,0,0,,9060,7307,9001,6939,8166,6416,6448,6699,5202,8055,,0,0,0,95,0,0,13,0,5,2
521142,"Denim, containing predominantly, but < 85% cotton by weight, mixed principally or solely with ...",0,0,0,0,0,0,0,0,0,0,,281,513,205,643,674,482,730,383,196,117,,0,0,0,143,121,34,11,58,4,0
521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,54,0,0,0,0,0,0,,651,1603,309,200,59,533,399,297,62,87,,0,0,0,110,1,0,3,8,0,0
521159,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,4391,3142,4264,2406,2733,2551,1357,1901,2611,1691,,116,642,749,173,1904,35,14,394,104,96
530911,"Woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,137,75,193,88,82,42,6,113,543,278,,98,32,168,51,115,73,71,113,228,207
540411,Elastomeric monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm,0,0,0,0,0,0,0,0,0,0,,963,953,901,1238,1250,1261,783,2181,931,558,,0,0,122,3,28,3,100,45,190,40
540730,"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ...",0,0,0,0,0,0,0,0,3,0,,6,24,0,85,69,380,426,521,161,308,,0,75,185,34,211,45,55,55,200,41
540743,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,137,100,0,27,61,4,32,0,0,,296,1062,3731,14827,570,220,278,440,260,318,,766,1405,962,1251,983,581,382,1067,494,248
540783,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,70,0,91,394,0,0,0,0,0,,19154,10812,13311,10107,4965,4236,2988,2983,777,685,,6768,11642,9167,10643,3513,1508,1415,1064,294,460
540784,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,199,0,0,0,0,0,0,3,0,,688,823,1372,1006,1357,1532,1211,1545,620,499,,669,1332,748,14,124,261,179,204,192,65
550110,"Filament tow as specified in Note 1 to chapter 55, of nylon or other polyamides",0,0,0,0,0,0,0,0,0,0,,42,217,6,34,3,37,192,107,70,181,,18975,10296,17039,12798,3085,1236,2294,1527,1465,772
550390,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,0,138,0,0,15,0,0,,20304,24654,49346,51626,47891,73608,103307,111664,119741,132427,,27,43,832,2681,12978,29775,653,1270,274,410
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,152,16,0,1,5,156,418,689,503,119,,37,0,0,540,845,1119,999,490,1213,579
550921,Single yarn containing >= 85% polyester staple fibres by weight (excluding sewing thread and ...,0,0,0,0,0,0,0,0,0,0,,1969,2331,1674,801,1273,1502,2344,4792,732,2291,,3152,2516,1063,1002,663,994,703,360,340,745
551030,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",36,0,0,0,0,0,0,0,0,0,,12030,9117,6499,4413,5366,4839,4684,2673,2305,2513,,132,0,0,241,67,63,11,648,91,0
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",0,0,0,0,0,0,0,0,0,0,,1052,1039,587,342,227,148,203,80,87,177,,292,0,0,21,24,353,151,299,25,5
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",0,29,371,0,0,0,0,0,0,0,,2808,2211,2073,2137,3708,2809,1780,2252,1361,2949,,93,385,697,686,288,214,78,85,28,52
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",0,0,0,0,0,0,22,0,0,0,,354,2094,298,173,691,2266,21,292,583,1217,,1258,223,2722,2448,285,681,647,910,140,250
854511,"Electrodes of graphite or other carbon, for electric furnaces",0,0,0,0,0,0,0,17,0,0,,2407,671,1723,1084,1025,1231,2953,10271,5292,7483,,43120,46700,36851,31350,10069,18519,81335,78699,35307,26579
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,0,0,0,0,0,64,0,0,0,0,,529,293,242,230,273,264,132,831,761,2651,,3815,6265,5058,5792,3564,7855,8391,17091,7429,31681
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,482308,709433,939425,703974,1339762,,0,0,0,0,0,0,0,0,0,58
901420,Instruments and appliances for aeronautical or space navigation (excluding compasses and radio ...,249,0,0,0,0,0,0,0,0,0,,12368,11779,18339,10647,11254,25647,22616,17100,20698,11100,,1898,3774,2674,2471,26783,34667,20714,24421,19558,22612
900651,"Cameras with a through-the-lens viewfinder [single lens reflex """"SLR""""] for roll film of a ...""",0,0,0,0,0,0,43,92,0,0,,430,704,809,27,48,78,40,328,29,82,,0,88,34,14,8,74,273,431,16,80
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens ...""",0,0,0,0,0,0,0,0,0,0,,384,249,0,0,2,3,45,0,23,0,,0,0,0,1,9,6,0,11,0,85
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.",27,49,0,0,99,174,22,82,12,0,,4030,4992,6337,5081,4440,5642,6301,3469,3401,4644,,448,2723,2284,2747,2273,3938,3956,3358,1440,1820
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,3173,384,83,1083,759,557,875,1276,531,3,,38428,7064,1070,94565,662,115854,100402,30031,11787,11738
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",0,0,0,0,0,0,0,0,0,0,,367284,22599,38128,49715,11048,13559,20780,22575,3758,13103,,164,217,16279,665,32161,83,15573,1673,158447,11733
890310,Inflatable vessels for pleasure or sports,0,0,0,0,0,0,0,0,0,0,,4223,3188,3875,3314,3390,2822,1850,1800,1249,3151,,162,464,182,232,9,1006,550,470,81,105
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,77,0,0,0,0,0,0,,41239,38764,32902,18252,19693,7059,4687,3725,3408,3188,,8858,6465,9447,12014,4859,5623,5874,9219,9088,6422
970190,Collages and similar decorative plaques,0,0,0,0,0,0,0,0,0,0,,719,932,2735,2436,5385,3456,3222,1720,1471,5711,,2971,2523,2298,3293,1914,821,1368,3998,601,903
950440,Playing cards,0,0,0,0,0,0,0,0,0,0,,1417,332,307,1167,976,1200,1306,1860,3631,7426,,760,755,1419,2070,2073,1771,2449,3018,3985,3712
920810,Musical boxes,0,0,0,0,0,0,0,0,0,0,,76,23,11,8,3,5,3,14,13,24,,0,115,30,6,7,142,72,40,41,57
940110,Seats for aircraft,0,0,0,0,0,0,0,0,0,0,,81,834,208,809,929,735,1683,440,179,399,,692,1255,734,528,775,6805,14255,17746,4684,9406
940152,Seats of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,102
940153,Seats of rattan,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,13,5,18,,0,0,0,0,0,0,0,0,0,242
903031,"Multimeters for voltage, current, resistance or electrical power, without recording device",0,0,0,0,0,0,3,4,0,0,,11195,12617,11752,13074,12756,21497,23403,22293,16047,21140,,1032,1818,1993,4313,1702,2453,4614,2811,3940,3090
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,0,0,0,0,0,0,0,0,0,0,,129136,124835,189629,193996,174791,173523,283469,249272,270824,263593,,6066,2319,10432,2301,718,3899,3437,1455,2991,10029
902140,Hearing aids (excluding parts and accessories),143,0,0,0,0,0,0,0,6,0,,2994,886,1355,978,1215,1844,2878,2470,3262,5879,,8131,13575,17071,9557,7071,8814,15832,19814,12226,39349
910111,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,161,0,0,5,0,5,0,,2295,7002,7866,10133,7066,6861,20133,13049,15405,10454,,70428,84255,72529,55758,44368,41657,16287,42717,92882,144231
910112,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,99,0,0,0,0,0
910299,"Pocket-watches and the like, incl. stop-watches, with hand or automatic winding (excluding ...",0,75,0,0,0,0,0,0,0,0,,1006,435,850,508,427,189,270,359,63,1625,,5689,7961,7661,4119,3831,9035,14949,22434,6921,3438
910390,"Clocks with watch movements (excluding electrically operated, wrist-watches, pocket-watches ...",0,0,0,0,0,0,0,0,0,0,,1,20,9,14,578,12,8,4,469,542,,703,127,305,443,483,2027,233,330,36,226
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of ...",0,0,0,0,0,0,0,0,0,0,,1734,1479,1140,542,310,228,196,121,136,204,,312,441,2227,1114,828,553,955,938,865,1052
911220,"Clock and watch cases (excluding for wrist-watches, pocket-watches and other watches of heading ...",0,0,0,0,0,0,0,0,0,0,,9,149,225,53,0,0,9,25,1,10,,3109,4086,3093,2830,3541,2138,2538,1733,1624,1319
911390,"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.",0,0,0,0,0,0,4,0,0,0,,660,706,1943,2239,3149,4458,3827,3970,800,8702,,335,308,566,847,992,1757,2585,1809,1786,2558
911440,Plates and bridges for clocks or watches,0,0,0,0,0,0,0,0,80,0,,0,0,0,3,0,0,7,1,84,4,,0,0,0,13,2,4,6,59,135,49
846722,"Saws for working in the hand, with self-contained electric motor",94,0,0,0,0,0,0,58,0,0,,905,698,600,363,394,156,188,142,67,51,,7519,6936,7702,8319,4899,4163,4767,3104,4480,6034
846596,"Splitting, slicing or paring machines, for working wood",243,34,0,53,0,0,0,0,0,0,,1255,1734,1088,1738,1069,1226,2596,3382,1390,1755,,3513,7701,3844,11509,2274,3431,3192,2209,1712,1779
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal ...",377,1722,1190,1387,2277,0,374,17,0,0,,20957,16827,15046,14833,16686,26019,26394,16899,9293,17086,,24547,21427,27314,18067,28760,15235,24661,14830,4900,4272
843242,Fertiliser distributors (excl. sprayers and manure spreaders),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2316,1486,556,829,1571,,0,0,0,0,0,0,0,0,0,23
846011,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",0,0,0,0,0,39,0,40,0,0,,2354,1560,1076,1490,2114,0,0,0,0,0,,692,1067,1207,641,351,39,0,130,0,0
846031,"Sharpening """"tool or cutter grinding"""" machines, numerically controlled""""",235,0,124,0,0,0,7,0,0,0,,2061,339,1654,772,1453,1567,2389,1724,871,1090,,541,781,581,66,50,130,231,84,122,111
846040,"Honing or lapping machines, for working metals, metal carbides or cermets (excluding gear cutting, ...",0,52,54,0,0,0,4,0,123,0,,6347,6464,7143,6803,7751,6016,14168,7185,3942,2335,,518,2822,1067,1058,691,670,3915,1011,2014,542
845229,"Sewing machines, industrial type (excluding automatic units)",93,0,0,0,0,0,0,20,0,0,,44247,30058,25266,23876,17385,18551,15725,14527,10046,16219,,3951,3067,5242,6441,4194,2639,2888,2393,3008,2070
845410,Converters of a kind used in metallurgy or in metal foundries,0,0,0,31,0,0,0,0,0,0,,1495,686,5381,513,573,30,160,525,457,529,,3503,7294,1548,3273,247,1268,709,258,1323,755
845620,"Machine tools for working any material by removal of material, operated by ultrasonic processes ...",52,0,0,0,0,0,0,14,0,0,,1013,858,1116,879,551,2134,2327,2372,2368,2780,,740,306,1400,495,735,361,476,784,220,192
845690,"Machine tools for working any material by removal of material, operated by electro-chemical ...",0,0,0,0,50,729,25,0,4,0,,8503,6661,12198,7613,10480,5836,9511,7248,6927,3977,,1082,2351,3579,3786,2730,5913,11535,5608,3644,5734
