Product code,Product label,Viet Nam's imports from Russian Federation-Value in 2012,Viet Nam's imports from Russian Federation-Value in 2013,Viet Nam's imports from Russian Federation-Value in 2014,Viet Nam's imports from Russian Federation-Value in 2015,Viet Nam's imports from Russian Federation-Value in 2016,Viet Nam's imports from Russian Federation-Value in 2017,Viet Nam's imports from Russian Federation-Value in 2018,Viet Nam's imports from Russian Federation-Value in 2019,Viet Nam's imports from Russian Federation-Value in 2020,Viet Nam's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
511211,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,,,765,1085,682,719,42,13,0,178,259,221,,6796,9030,4002,14939,23270,24681,31759,30736,6332,17824
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,,,4,94,284,110,222,401,466,421,435,741,,4452,9607,9027,14585,7192,11802,22841,20480,5369,12217
520633,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,14,1638,309,75
520635,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,0,0,,0,0,0,103,182,0,0,0,0,
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,166,27,5,7,0,13,522,63,700,48
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,11,0,64,212,352,1060,311,2010
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,,,44,66,189,25,31,52,33,60,55,86,,8647,6210,6550,6531,12471,14274,12584,13371,8843,743
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, unbleached ...",0,0,0,0,0,0,0,0,0,,,362,308,209,98,167,158,136,46,142,365,,88743,87097,69139,46505,46328,54841,32895,31222,15704,7034
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,,,3256,3345,3046,2340,2821,2640,2455,2310,3477,3488,,5172,4161,2540,4789,4364,15253,15732,16943,17065,193406
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, printed ...",7,0,0,0,0,0,0,0,0,,,1166,1241,881,822,1434,1634,1560,1200,1210,1482,,172434,239156,294885,255512,232229,165036,167681,104167,82315,28302
520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, bleached ...",0,0,0,0,0,0,0,0,0,,,104,112,88,212,203,137,162,346,242,236,,33098,39962,24438,23326,27170,14151,12920,6549,5092,6342
521039,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,,,44,168,14,49,264,56,97,119,79,200,,45376,49852,45091,64179,85394,80964,97580,75313,62350,25380
521111,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,,,687,422,391,553,697,531,544,647,618,610,,1972,1197,79,4898,9918,7548,220,262,60,7682
521152,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,,,9,26,7,27,114,40,43,4,26,20,,93,228,127,160,178,195,401,3629,2494,5901
521211,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,,,7,14,23,4,7,14,9,2,3,7,,292,1172,1513,2237,2072,551,834,380,133,242
521221,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,,,11,65,114,53,33,83,94,75,45,32,,230,907,61,247,29,35,2,217,42,636
521222,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,,,47,2,0,1,0,0,0,5,0,5,,375,230,41,172,287,182,140,1471,111,973
530919,"Woven fabrics of flax, containing >= 85% flax by weight, dyed, made of yarn of different colours, ...",0,0,0,0,3,0,2,0,0,,,2100,1634,1247,1370,2003,2162,1675,2314,1809,1900,,3171,5861,8015,9437,34336,11540,16401,21025,17668,26885
540244,"Synthetic filament elastomeric yarn, single, untwisted or with a twist of <= 50 turns per metre ...",0,0,0,0,0,0,0,0,0,,,31,40,20,7,12,38,36,9,96,132,,20039,16827,8594,13445,25011,25180,41658,52350,50090,75066
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",0,0,0,0,0,0,0,0,0,,,12,0,0,0,0,17,7,2,0,0,,79167,90314,83522,73572,50099,26726,33376,41668,26184,42210
540310,High-tenacity yarn of viscose rayon filament (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,,,0,1,0,11,11,15,18,20,11,9,,1449,1966,1888,1116,1377,990,1168,966,1071,136
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,269,114,164,144,391,285,155,17,29,85
540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",0,0,0,0,0,0,0,0,0,,,1093,878,1089,1297,1407,2360,3313,3916,3709,5132,,5029,8164,12562,16896,14438,18480,13846,16047,17243,37642
540751,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,0,0,0,,,65,104,14,17,23,28,203,133,208,217,,8963,11013,10029,14075,8281,9923,14826,15517,15692,45014
540774,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,,,94,25,93,89,258,327,252,355,892,56,,1298,1643,697,1282,1589,4706,5636,6482,4844,20337
540833,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,,,0,2,96,54,46,52,16,82,13,32,,3106,1881,8883,5039,3472,3698,3214,2988,6231,1450
550120,"Filament tow as specified in Note 1 to chapter 55, of polyesters",0,0,0,0,0,0,0,0,0,,,0,0,4,0,1,3,1,0,1,0,,222,29,952,769,1997,992,3009,1949,1287,1003
550630,"Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,,,0,0,0,2,1,1,2,0,1,0,,4813,6329,6343,5106,5145,2705,3057,2173,3381,616
550911,Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,,,0,0,32,32,0,0,1,0,15,5,,822,715,1343,1103,1619,2527,2047,1147,602,3935
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,2,1,1,1,,675,218,2140,1264,586,1104,591,168,263,790
551020,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,,,0,12,12,4,12,97,43,232,524,51,,33,634,884,958,792,733,308,823,840,934
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",0,0,0,0,0,0,0,0,0,,,190,222,395,183,185,188,150,198,240,299,,5349,8783,6612,6166,4479,6117,16777,15681,9690,151
551211,"Woven fabrics containing >= 85% polyester staple fibres by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,,,34,106,525,183,130,152,199,179,473,362,,759,2045,3332,4255,5556,11569,17727,19972,17840,13987
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,,,0,2,3,1,1,0,24,42,0,17,,33391,45199,49799,46811,32161,33491,38949,23448,16976,871
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,,,0,1,0,0,5,5,3,0,1,5,,6208,7127,8066,8595,3891,4526,4398,5862,2153,6394
551430,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,,,40,88,81,68,115,110,135,196,160,153,,3576,9985,4245,3073,805,1349,1841,1909,1381,4522
551623,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,,,211,83,146,85,103,158,49,39,62,40,,1239,3853,2985,4865,6392,6079,5694,6090,4247,5445
560121,"Wadding of cotton and articles thereof (excluding sanitary towels and tampons, napkins and ...",0,0,0,0,0,0,5,52,54,,,7083,10603,11835,5321,6049,9991,10811,11862,12385,13955,,1140,804,532,851,788,1804,4990,9050,11718,20824
560729,"Twine, cordage, ropes and cables, of sisal or other textile fibres of the genus Agave, whether ...",0,0,0,0,0,0,0,0,0,,,19,131,115,164,136,94,75,19,19,52,,3437,3557,4076,4534,4234,4626,6016,4771,4507,4622
570220,"Floor coverings of coconut fibres """"coir"""", woven, whether or not made up""""",0,0,0,0,0,0,0,0,0,,,29,4,73,10,6,2,2,3,3,3,,5,2,1,1,8,22,4,2,12,50
570249,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,0,0,0,0,0,0,,,113,118,16,17,50,54,103,55,50,59,,140,237,427,307,143,187,471,1236,83,208
570291,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",0,0,0,0,0,0,0,0,0,,,1,1,2,8,0,0,0,7,3,23,,1,0,6,0,1,20,0,33,235,104
580122,"Cut corduroy, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,0,0,,,6,24,61,0,0,0,14,7,1,38,,1589,2405,5050,5412,1837,2051,3411,5142,5281,26983
580190,"Woven pile fabrics and chenille fabrics (excluding those of man-made fibres, wool or fine animal ...",0,0,0,0,0,0,0,0,0,,,146,155,298,214,218,406,121,104,86,118,,31669,34667,34574,27213,18648,18901,15041,14159,13658,906
580220,"Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics ...",0,0,0,0,0,0,0,0,0,,,0,0,67,0,4,9,8,4,2,25,,3303,2806,2759,3832,8318,8605,8485,8446,7467,4312
580429,"Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres ...",0,0,0,0,0,0,0,0,0,,,6,2,22,4,22,22,17,32,22,29,,23278,29273,75439,61738,91436,80281,92980,45321,46553,5332
580810,Braids in the piece,0,0,0,0,0,0,0,0,0,,,145,175,206,313,336,294,399,361,535,314,,22182,25809,38463,45930,45107,55213,56240,59369,52533,26624
581091,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excluding ...",0,0,0,0,0,0,0,0,0,,,1,71,103,7,8,14,15,10,65,26,,1021,31,509,633,785,475,692,1573,1363,7040
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ...",0,0,0,0,0,0,0,0,0,,,0,83,32,11,5,15,25,34,27,40,,3205,6379,4419,4041,2707,2756,2819,1256,2000,2687
590699,"Rubberised textile fabrics (excluding knitted or crocheted textile fabrics, adhesive tape of ...",0,0,0,0,0,0,0,0,0,,,5472,5177,5144,3706,9323,3650,3443,3347,3055,5146,,4707,5851,1974,1526,1588,3602,5684,7448,10006,29668
600199,"Pile fabrics, knitted or crocheted (excluding cotton or man-made fibres and """"long pile"""" ...""",0,0,0,0,0,0,0,0,0,,,43,28,35,75,156,20,272,263,173,198,,37871,39321,30218,31582,33691,36892,23509,35900,36506,6250
600390,"Knitted or crocheted fabrics of a width of <= 30 cm (excluding of cotton, man-made fibres, ...""",0,0,0,0,0,0,0,0,0,,,0,3,0,2,4,6,2,42,78,342,,548,1022,3127,3557,5486,4185,5514,4221,2322,356
600521,"Unbleached or bleached cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,,,488,359,405,287,210,246,170,168,158,242,,1149,181,161,58,230,352,579,1131,2181,769
600523,"Cotton warp knit fabrics of yarns of different colours """"incl. those made on galloon knitting ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,3,0,0,0,0,,10923,28407,24147,25705,24754,20657,8209,4597,1971,201
600535,"Warp knit fabrics of synthetic fibres, antimalarial, of a width of > 30 cm",0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,2,7,3,21,23,,0,0,0,0,0,0,17785,18436,12360,26728
600537,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,170,412,473,640,1086,,0,0,0,0,0,0,135645,160401,170497,313306
600610,"Fabrics, knitted or crocheted, of a width of > 30 cm, of wool or fine animal hair (excluding ...""",0,0,0,0,0,0,0,0,0,,,0,437,254,539,44,7,46,57,6,29,,2393,3034,5950,5000,7646,7676,8159,12979,7773,8489
600631,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > ...""",0,0,0,0,0,0,0,0,0,,,83,77,87,130,343,54,94,188,179,197,,172267,234205,256477,267256,310757,300642,283554,213702,169628,109532
600633,"Fabrics, knitted or crocheted, of synthetic fibres, of yarns of different colours, of a width ...""",0,0,0,0,0,0,0,0,0,,,23,102,33,2,369,186,439,649,685,503,,9784,13994,12387,14063,20294,16943,16966,31874,25801,65837
610331,"Men's or boys' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,,,2,7,7,226,80,63,38,107,16,19,,3,16,3,7,99,59,51,48,333,165
610333,"Men's or boys' jackets and blazers of synthetic fibres, knitted or crocheted (excluding wind-jackets ...",0,0,0,0,0,0,0,0,0,,,45,96,111,97,67,87,230,78,70,183,,94,221,375,534,1515,1311,1874,2321,1520,12550
610349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",0,0,0,0,0,0,1,0,0,,,113,58,94,30,137,206,263,142,119,314,,410,433,430,295,370,527,376,467,353,304
610423,"Women's or girls' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",0,0,0,0,0,0,0,0,0,,,33,31,59,26,75,41,40,98,59,98,,48,16,6,20,22,18,19,53,1191,2567
610443,"Women's or girls' dresses of synthetic fibres, knitted or crocheted (excluding petticoats)",0,0,0,0,0,0,0,0,0,,,902,2857,4285,3787,3664,4279,4750,4684,2581,2732,,481,252,321,401,671,1244,1544,1876,1495,13610
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",0,0,0,0,0,0,0,0,0,,,2246,3124,3357,2316,3106,3457,3941,4868,3939,5781,,314,210,594,659,1586,1573,2013,3034,3620,17203
610620,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres, knitted or crocheted ...",0,0,0,0,0,0,0,0,0,,,167,908,2497,1971,1426,1561,1915,2397,3381,5048,,121,102,256,290,567,291,378,1061,811,793
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,,,166,285,399,264,420,547,551,664,727,914,,72,235,343,127,265,245,203,310,730,10890
610722,"Men's or boys' nightshirts and pyjamas of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,,,0,1,1,2,5,33,26,21,30,13,,0,0,0,1,1,3,4,2,1,114
610892,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,0,0,0,0,0,0,,,23,76,198,357,371,514,629,860,655,944,,11,34,13,45,92,127,49,43,95,6117
610910,"T-shirts, singlets and other vests of cotton, knitted or crocheted",0,1,0,0,0,7,0,1,0,,,18742,14948,18639,13500,15172,20362,21462,24197,22590,30440,,9697,7713,8660,11254,12841,14697,18183,24472,32232,84651
611019,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted ...""",0,0,0,0,0,0,0,0,0,,,17,59,145,35,37,131,56,32,43,18,,57,36,54,111,89,81,74,110,227,251
611231,"Men's or boys' swimwear of synthetic fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,,,373,407,688,391,374,492,569,716,556,728,,28,38,21,65,164,115,148,285,136,529
611249,"Women's or girls' swimwear of textile materials, knitted or crocheted (excluding synthetic ...",0,0,0,0,0,0,0,0,0,,,15,18,338,121,132,447,247,13,11,14,,22,28,44,52,53,105,152,194,208,60
611420,"Special garments for professional, sporting or other purposes, n.e.s., of cotton, knitted or ...",0,0,0,0,0,0,0,0,0,,,196,100,127,235,225,267,284,357,381,760,,19,60,51,58,60,174,191,221,518,5366
611522,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn >= ...",0,0,0,0,0,0,0,0,0,,,277,284,603,650,1527,2758,3791,2293,1269,1218,,107,65,68,89,290,250,557,115,71,1966
611596,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",0,0,0,0,0,0,0,0,0,,,325,891,1365,875,1132,1878,2229,2596,2364,3021,,230,234,700,688,1067,1487,1964,2433,4473,32814
620119,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",0,0,0,0,0,0,0,0,0,,,80,149,99,110,131,256,253,282,349,274,,208,146,245,280,441,1022,698,838,1889,201
620191,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",0,0,0,0,0,0,0,0,0,,,69,73,77,131,165,142,134,174,57,126,,7,10,7,33,9,71,28,15,47,266
620240,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks, incl. ski jackets, wind-cheaters, ...",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
620349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excluding ...",0,0,0,0,0,0,2,0,0,,,277,411,868,492,284,443,836,631,520,755,,2092,1417,1497,1825,2168,1708,1658,1676,2049,943
620433,"Women's or girls' jackets and blazers of synthetic fibres (excluding knitted or crocheted, ...",0,0,0,0,0,0,2,0,0,,,402,1189,2084,1978,1332,1021,1845,2171,1702,2525,,509,457,815,908,1514,1202,1854,2143,1811,55240
620453,Women's or girls' skirts and divided skirts of synthetic fibres (excluding knitted or crocheted ...,0,0,0,0,0,0,0,1,2,,,553,1432,2044,2052,1578,1674,1698,2282,2758,1730,,202,200,283,298,843,696,1095,1540,1627,43449
620461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,0,0,,,2316,3264,2160,177,169,175,263,191,137,158,,63,92,59,47,30,54,100,155,166,284
620829,Women's or girls' nightdresses and pyjamas of textile materials (excluding cotton and man-made ...,0,0,0,0,0,0,0,0,0,,,35,91,48,5,21,67,68,85,56,44,,24,0,32,14,22,5,22,51,277,80
620891,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,,,183,298,426,197,211,357,756,1196,625,622,,26,44,28,108,70,76,114,76,329,24483
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,0,0,0,0,0,0,0,0,0,,,203,635,915,903,659,1677,2121,1920,2600,2569,,273,267,65,213,171,193,248,83,300,881
621112,Women's or girls' swimwear (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,,,8,93,114,99,85,60,167,140,47,100,,48,80,140,139,114,116,103,172,92,1424
630120,"Blankets and travelling rugs of wool or fine animal hair (excluding electric, table covers, ...",0,0,0,0,0,0,0,0,0,,,789,681,2051,1003,585,622,829,845,913,1555,,10,1,0,2,57,129,86,243,45,246
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",0,0,0,0,0,0,0,0,0,,,59,146,317,329,363,427,450,632,739,601,,7773,8820,9905,10241,11941,13048,13849,11230,11985,1513
630251,Table linen of cotton (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,,,1513,1691,1518,1355,1682,1941,1781,1789,1397,1534,,155,12,141,77,29,126,412,577,215,1251
630291,"Toilet linen and kitchen linen of cotton (excluding of terry fabrics, floorcloths, polishing ...",0,0,0,0,0,0,0,0,0,,,608,1109,1643,705,835,793,850,1191,1356,1090,,250,271,306,422,799,787,1086,856,684,602
630319,"Curtains, incl. drapes, and interior blinds, curtain or bed valances, knitted or crocheted ...",0,0,0,0,0,0,0,0,0,,,0,0,6,0,0,2,134,193,469,685,,61,109,134,73,149,193,103,94,1037,279
630391,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of cotton (excluding knitted ...",0,0,0,0,0,0,0,0,0,,,36,176,60,69,43,130,129,39,83,63,,1,1,11,34,9,10,0,7,17,7
630539,"Sacks and bags, for the packing of goods, of man-made textile materials (excluding of polyethylene ...",0,0,0,0,0,0,0,0,0,,,1059,1201,742,739,1253,1016,872,628,688,646,,1258,2958,4884,4698,4005,3844,6047,7376,7218,6698
630720,"Life jackets and life belts, of all types of textile materials",0,0,0,0,227,54,0,0,0,,,974,1263,1218,728,855,1077,1387,1446,1340,1917,,651,754,1796,872,1461,1213,650,733,2424,1380
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",189,0,0,0,0,0,0,3,0,,,17073,12578,12046,10406,13082,16091,18068,24737,56188,39197,,9698,7082,10576,12277,14797,18446,24658,48202,84756,350414
640220,"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...",0,0,0,0,0,0,0,0,0,,,182,1210,550,723,319,409,353,384,400,455,,827,526,582,1013,633,1466,1796,1356,2588,20840
