Product code,Product label,China's imports from Viet Nam-Value in 2012,China's imports from Viet Nam-Value in 2013,China's imports from Viet Nam-Value in 2014,China's imports from Viet Nam-Value in 2015,China's imports from Viet Nam-Value in 2016,China's imports from Viet Nam-Value in 2017,China's imports from Viet Nam-Value in 2018,China's imports from Viet Nam-Value in 2019,China's imports from Viet Nam-Value in 2020,China's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",0,0,0,0,0,0,0,0,0,0,,0,7,0,0,3,0,3,20,86,13,,1554,1940,1476,942,872,841,1045,854,538,658
911180,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials ...",0,8,0,0,0,0,0,0,0,0,,0,0,0,3,4,157,6,1,1,6,,18801,20140,18031,15837,18628,18344,19037,17105,12576,17576
920210,Violins and other string instruments,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,13,0,0,0,1,,1471,672,1655,1401,1703,2009,2443,1404,772,1675
920600,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",0,0,0,0,0,3,0,0,0,0,,74,59,77,167,246,219,156,57,104,91,,6588,8548,10237,14227,18156,20602,24744,20815,11288,15762
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",0,0,0,0,0,0,0,2,0,0,,153,246,148,91,24,4,4,26,110,45,,24970,29142,34288,33090,36677,35869,39160,39851,31095,40558
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,0,17,53,233,50,60,51,33,119,129,,256,562,294,1073,3210,2097,333,1275,1510,3142
910221,"Wrist-watches, whether or not incorporating a stop-watch facility, with automatic winding (excluding ...",0,1,0,0,0,0,0,0,0,0,,71,452,540,236,615,105,44,594,1995,736,,1136941,1042510,1086572,988741,930946,1084367,1272412,1394953,1887261,2257330
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",0,0,0,0,0,0,0,3,1,0,,0,0,0,0,0,1,1,0,30,202,,757,392,796,1760,163,180,708,869,467,314
910519,Alarm clocks (excluding electrically operated),0,25,0,0,0,0,0,0,0,0,,22,890,1074,1828,1475,1260,175,500,958,19,,55,112,214,21,25,20,10,3853,116,5
930310,"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,3,0,0,0,0,0,0
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,,54,12,40,13,55,134,41,121,262,174
950640,Articles and equipment for table-tennis,0,0,0,0,0,0,38,14,0,0,,1,4,30,34,595,350,7,137,129,1713,,14107,11314,12996,14331,10336,13763,13428,15883,14719,25060
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",435,561,170,169,0,0,0,0,0,0,,3378,4035,2971,1730,738,533,3,15,7,1694,,1275,2120,1498,1587,3922,3795,864,1622,936,1906
950810,Travelling circuses and travelling menageries,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,,48,4,5,244,1111,15,1965,27,0,0
970200,"Original engravings, prints and lithographs",0,0,0,0,0,0,0,0,0,0,,1,0,0,240,315,52,8,5,2,38,,1284,2100,4426,513,522,328,2468,3734,2163,6166
960920,"Pencil leads, black or coloured",118,202,24,0,29,0,3,208,0,0,,2331,2562,2479,2545,2881,2632,1910,2439,2644,3601,,2760,4010,3304,3906,3782,4030,3789,4449,3094,4801
961320,"Pocket lighters, gas fuelled, refillable",0,0,0,0,0,0,0,0,0,0,,3438,5138,7301,10258,9849,10718,10488,8464,8913,9407,,6270,2492,2919,2381,2461,2853,4382,7312,6409,5335
961590,"Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, n.e.s. ...",40,29,28,21,11,11,7,4,0,0,,232,183,2116,2012,3912,1585,4746,5135,6265,790,,2563,3189,4204,3804,4886,5784,6326,5760,4838,6998
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",0,3,4,0,4,0,5,4,0,0,,5366,4502,5507,5279,5591,4864,6144,9318,10139,10999,,735,1767,1135,650,1162,558,790,567,829,630
630110,Electric blankets of all types of textile materials,0,82,19,0,0,0,0,0,0,0,,0,110,224,129,1398,2477,4067,5542,7025,7459,,645,761,830,2415,2142,1145,3943,2832,1969,1416
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",6,0,0,0,0,0,0,0,0,0,,78,66,131,278,361,171,170,20,38,41,,496,369,549,566,415,149,297,419,496,394
630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",1,0,1,10,7,0,12,5,61,0,,416,315,188,308,1252,659,2355,2961,2095,9846,,6075,5626,6424,5004,5451,6198,7970,6639,4548,5453
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",0,0,0,0,1,0,0,0,0,0,,0,0,137,21,966,2782,3056,3457,3377,72,,264,148,69,232,202,82,347,70,104,165
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,0,0,0,0,0,0,0,2,7,0,,2031,271,170,445,245,562,155,160,621,1375,,29,102,183,134,278,196,90,181,154,251
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",4,8,0,0,1,0,11,28,27,0,,1224,1763,1701,2695,2217,1899,2657,2330,2178,3387,,287,521,561,499,471,694,1040,579,686,399
630253,Table linen of man-made fibres (excluding knitted or crocheted),0,2,0,12,0,1,1,0,0,0,,324,289,72,39,39,47,9,63,176,229,,300,353,159,259,442,1173,1380,1335,1182,994
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",0,0,0,0,0,0,0,0,0,0,,3577,5645,4958,3448,1790,5963,1259,800,538,539,,413,214,53,128,92,284,109,67,25,27
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",0,0,0,0,0,4,12,0,4,0,,39257,26530,15544,20330,18715,18183,18134,14906,8495,1159,,3020,4198,3842,2190,1307,1237,2064,1132,1063,1184
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",12,3,0,0,2,3,0,0,0,0,,21,44,50,545,559,391,1120,655,2000,1407,,84028,74761,77934,67358,62786,82158,93330,75522,66576,83195
730120,"Angles, shapes and sections, of iron or steel, welded",0,8,0,0,0,0,0,0,0,0,,5652,12938,3056,8164,11364,8181,118,474,297,970,,27135,22419,24651,22602,26633,21474,19510,26093,24871,11966
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",0,0,0,0,0,0,2,0,0,0,,12884,977,5239,4365,5501,2648,930,87,161,774,,28627,16228,24761,40648,36302,27593,28656,37703,20713,20190
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,0,0,0,0,0,0,0,0,0,,1,14,60,87,12,56,131,208,100,,,11587,10993,6492,4888,3063,6501,5871,2708,1915,7518
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,1,0,0,,54,14,12,30,9,7,732,14,16,,,34924,30905,48677,36208,39075,54689,50328,43602,42541,53971
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,18492,0,,468,4,74,60,193,937,11686,10586,28688,20249,,4154,14999,21515,438,487,1195,47,442,38442,11625
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,15,0,,1923,1825,1691,899,842,1111,611,888,1106,4975,,8005,5325,3255,1834,2503,4452,4548,4496,4420,4116
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",0,0,0,0,0,0,0,0,0,0,,6750,1520,1346,256,369,187,378,197,97,23083,,4754,4408,3717,1413,1222,1457,1776,1201,1077,1220
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,1,1379,1016,1036,77,,3004,2194,3087,1018,1337,3305,2441,2748,2751,3099
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,537,1085,107,330,152,91,4016,5052,4635,1590,,5905,4925,7438,4975,3837,3430,1942,2357,2847,2538
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,0,0,0,0,0,0,,8,115,0,1,5,774,233,2366,12,1425,,154,781,439,49,26,358,308,376,797,887
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,70,2742,277,3,89,47,85,96,14,107,,193989,188510,247088,151724,161862,322851,787794,364595,106934,486980
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,2,1,0,,76,45,54,47,307,1,13,0,0,12,,20276,17302,12777,10537,8489,14636,26723,75748,36130,79120
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,0,0,0,1,4,0,0,0,0,,0,0,0,0,0,0,0,0,8,6,,2981,868,629,5883,1740,1426,3658,338,359,617
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",0,0,0,0,0,0,0,0,0,0,,0,0,18,0,0,19,0,0,0,2,,19032,55067,65847,60547,23506,8819,12866,54388,47126,21955
711029,Palladium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,0,,0,428,111,233,71,20,262,175,76,103,,22595,25872,37473,20247,22190,23399,22642,24348,48599,78496
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,19116,16066,14702,11649,13257,25064,49326,46068,51275,73648
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",0,0,0,0,0,0,0,0,0,0,,26,13,23,46,19,35,46,47,67,726,,3029,4285,8760,6772,7722,9191,8735,7912,9413,10450
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,0,0,0,0,3,0,0,0,,61,19,119,231,586,388,564,436,631,593,,34043,38569,46526,43333,43852,53670,65099,67761,88604,78753
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",0,0,0,0,0,0,0,0,0,0,,756,261,787,934,1246,1289,1386,1628,1156,669,,2429,3662,3620,3173,4250,5414,6384,3056,1482,1331
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",0,5,0,0,0,3,1,1,0,0,,1220,1230,1251,1130,608,674,1271,1527,1011,1339,,3725,2799,2534,1371,1839,2504,2956,3354,3935,3981
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",0,0,0,0,0,0,2,0,0,0,,0,0,22,5,49,29,17,19,0,,,271,426,341,491,504,1366,1139,481,314,276
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,654,395,9,0,,42,0,59,71,497,498,2381,1823,298,226,,1184,1476,1606,1456,1295,1570,2089,2253,862,473
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,53,21,2,0,0,0,345,,733,180,175,206,112,81,158,18,22,123
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",0,0,0,0,0,0,0,0,0,0,,89,51,0,23,8,6,309,755,1277,1024,,6296,3052,11255,11966,1875,481,674,982,567,738
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,22,0,8,9,0,2,,31133,23285,20057,16311,17298,7714,8525,11106,5295,6462
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",1933,749,0,106,36,296,0,0,0,0,,1115,894,322,473,405,1055,2877,2321,1790,5228,,54895,40801,28268,18935,14914,18006,10,0,0,0
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",9,0,0,0,0,0,0,0,0,0,,102,33,13,20,14,6,1,19,4,13,,40480,45958,34683,20903,25357,32072,40455,33090,27710,27717
550200,Artificial filament tow as specified in Note 1 to chapter 55,0,0,0,0,0,0,0,0,0,0,,36,0,49,124,558,0,0,0,0,,,657389,653271,569808,307371,1015,0,0,0,0,0
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,23,1,0,7,17,5,71,,153,491,278,219,133,179,118,108,259,96
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,191473,282850,393286,356975,363397,328373,407702,582749,379111,442336
530610,Single flax yarn,0,0,0,1,0,0,30,26,0,0,,0,0,0,0,0,0,33,26,3,4,,2505,3743,3537,3095,2826,2943,1492,2666,1248,1422
530620,"Multiple """"folded"""" or cabled flax yarn""""",0,0,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,2,,10693,9044,8096,9023,6095,3434,3053,3300,1818,1479
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",0,0,0,0,0,0,0,0,0,0,,243,239,243,210,310,225,129,85,99,144,,896,3626,2152,1769,126,198,150,374,549,443
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,25,0,0,150,276,258,486,120,0,0,,4659,3355,4469,5120,4246,4514,5350,4048,2825,3336,,5997,6262,4276,7788,4008,3197,2674,2244,1401,1628
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",0,4,652,0,0,0,0,0,1,0,,0,0,66,52,11,0,5,49,33,95,,48273,56485,64806,38194,44569,46964,48787,41880,31536,35907
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,1,0,0,0,0,0,0,0,0,0,,82,0,0,44,59,68,61,43,70,107,,415,382,669,642,888,1496,795,773,1115,812
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,1,,0,0,0,0,0,511,303,240,101,54
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,15,3,1,0,0,111,120,15,4,,2895,1408,1106,759,384,513,530,855,381,391
611220,"Ski-suits, knitted or crocheted",0,7,0,14,0,0,4,1,4,0,,1049,99,215,115,45,157,386,446,48,56,,9,19,50,182,32,40,230,55,315,391
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",254,150,2,0,2,0,0,0,0,0,,1,6,27,61,54,438,0,0,0,,,6012,6209,4496,6127,4411,0,0,0,0,0
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,,217,32,52,65,20,53,36,7,103,21
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",0,4,25,60,6,0,0,0,0,0,,8,2,22,17,138,448,513,745,360,1446,,6197,5705,5056,4406,5509,4747,3417,2909,1674,1617
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",0,0,0,0,3,0,0,1,0,0,,1695,1761,1468,958,1027,1022,661,926,994,1415,,700,674,538,346,476,654,640,559,373,343
591120,"Bolting cloth, whether or not made up",0,0,44,104,160,0,0,0,0,0,,0,1,1,17,0,0,0,10,14,,,68561,65610,73492,59134,56420,75736,78198,68476,68831,57686
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,51,,35649,39291,38036,32030,29724,30031,32729,29732,29229,26689
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,99,20,8,77,3818,4736,610,442,4,,1227,996,1062,392,289,15,43,94,10,13
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,0,0,0,0,0,0,2,0,0,,179,25,0,0,0,1,0,0,0,19,,151,110,227,131,62,128,208,171,83,105
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,0,0,0,0,0,0,0,,10,4,255,722,31,59,153,2,0,254,,1931,1467,2258,4020,4343,4775,5245,4228,6528,6423
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",0,0,7,34,9,8,0,10,0,0,,0,0,5,88,0,1,10,80,69,17,,3499,2291,2473,3024,2599,2602,2130,2690,1225,1417
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,,,252,26,20,112,5,19,32,27,26,14
842410,"Fire extinguishers, whether or not charged",15,0,0,0,1,0,0,0,0,0,,3547,4696,7324,4741,4786,5467,5735,5529,4547,1866,,48499,42132,46770,44850,36093,26134,35688,43064,46559,53487
842930,Self-propelled scrapers,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,,,42776,17545,18408,15393,7906,7699,5953,6874,6590,4690
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,43,506,971,780,,0,0,0,0,0,5973,8000,6816,7249,8674
842630,Portal or pedestal jib cranes,824,807,146,94,222,39,0,0,0,0,,594,0,23,72,30,54,0,9,14,281,,187914,146164,262955,330408,147230,54445,125132,60818,57602,73638
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",0,0,0,0,0,0,0,0,0,0,,3399,953,632,844,64,63,824,633,1104,19,,13186,6251,2057,4387,3836,492,3170,2982,1577,235
843142,"Bulldozer or angledozer blades, n.e.s.",0,0,0,0,0,0,0,0,0,0,,277,59,6,77,10,2,36,8,9,1,,2242,534,606,634,435,394,816,1300,297,499
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,91,40,67,118,,0,0,0,0,0,29698,5516,6527,6700,6354
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",0,0,0,0,0,0,0,0,0,0,,2210,289,2056,752,361,733,627,488,895,1019,,10621,8532,9897,4615,4712,6670,6021,5956,5645,4941
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",2,0,0,0,0,0,0,0,0,0,,270,352,200,109,114,166,99,122,80,1386,,11082,10699,7953,1418,1372,2991,4673,2706,1216,1854
844512,Combing machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,0,0,132,0,15,0,766,150,0,,,11460,15622,16586,12685,10052,8367,10904,13787,3780,2869
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,0,0,0,0,0,0,,385,509,50,146,159,116,413,37,4,579,,455415,608811,445763,364238,337121,401568,463507,403674,216367,282568
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",0,18,0,0,0,0,1,0,0,0,,0,7,7,68,27,1,14,68,173,159,,28187,15734,22176,11747,15476,43262,27211,17100,7521,16957
830910,Crown corks of base metal,0,0,0,0,0,0,0,0,0,0,,0,33,61,160,165,401,84,47,0,206,,1417,745,767,1034,1013,977,778,932,1858,1530
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,0,0,0,0,0,0,0,0,0,,184,665,725,5801,1045,330,727,1166,349,3814,,39535,26441,21012,16956,24288,28521,16295,11446,13586,12406
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",0,0,0,0,0,0,0,0,0,0,,8,85,25,299,139,1256,24,78,87,151,,4491,10072,9613,6709,6925,7742,6845,12050,5819,19674
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",0,0,0,0,0,0,0,0,0,0,,0,0,0,6815,4536,114,36305,483,10344,356,,8345,7383,11792,12077,11362,15799,12662,16588,38919,20296
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",0,0,0,43,0,0,0,0,0,0,,1058,3017,3109,1469,352,302,1009,204,2029,960,,1685129,1146871,1340407,1069049,708227,578123,523261,690711,737229,648871
841112,Turbojets of a thrust > 25 kN,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,300649,,1644552,1713827,2107153,2056997,2493507,2810516,2761417,3466081,2881661,2943801
841340,Concrete pumps,0,0,0,0,0,0,0,0,0,0,,1193,452,1048,513,490,1311,936,853,1216,1151,,7154,13726,9592,5363,11043,22211,13332,10596,9752,15531
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",0,0,0,0,13,22,0,14,0,0,,30,330,615,713,444,525,2456,2139,3428,9644,,1712,1891,2314,2746,2446,3184,2856,2392,2528,2576
841392,"Parts of liquid elevators, n.e.s.",0,0,0,0,0,0,0,0,0,0,,70,69,59,2,146,4,116,326,1082,757,,1622,383,720,761,484,451,811,334,294,145
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",0,0,0,0,0,0,0,6,0,0,,257,512,552,696,327,82,654,343,380,533,,99877,127640,159092,138210,125384,143989,157495,166546,198716,225142
841931,Dryers for agricultural products,0,15,0,11,0,0,0,0,0,0,,497,762,675,1140,1216,2834,2382,964,1040,611,,7145,8719,20799,10332,17205,9082,16015,8458,6452,3080
842111,Centrifugal cream separators,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,0,9,,3142,2026,605,670,1068,813,493,702,1,2717
842320,Scales for continuous weighing of goods on conveyors,0,2,0,0,0,0,0,0,0,0,,126,52,6,67,11,3,28,10,4,359,,16740,12626,10572,10413,8854,7673,8806,11440,8501,10632
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",0,0,0,0,0,0,0,0,0,0,,703,517,0,3,0,874,1644,0,55,,,31860,30267,32635,29696,29146,35949,38865,120461,531065,47120
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,0,0,0,,886,363,402,349,319,0,0,0,0,,,8218,8474,8656,7625,8157,10948,10921,9180,9105,10582
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",3,40,67,105,46,41,1,0,0,0,,585,336,564,365,608,2085,1527,1134,1668,3961,,85570,81734,79376,61007,54270,48660,61822,58400,59549,56107
731412,"Endless bands of stainless steel wire, for machinery",0,0,0,0,0,0,0,0,0,0,,12,0,98,0,2,1,8,0,17,3,,2209,2041,1952,1854,2394,4589,2714,1556,1253,1834
731811,Coach screws of iron or steel,0,0,0,0,0,3,0,0,0,0,,25,9,14,23,46,13,9,11,6,376,,5821,3858,3523,2479,2322,1759,1664,2228,1415,1696
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,0,0,2,2,0,0,0,0,,78,25,91,60,41,21,45,101,144,172,,1356,1923,2228,2259,2044,2359,2171,2214,1769,2272
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,0,0,0,0,0,0,0,,29,53,60,50,85,43,6,13,28,25,,82,107,85,72,49,110,160,173,210,487
761210,"Collapsible tubular containers, of aluminium",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,198,,3733,3418,2780,2433,2772,2153,2193,1845,1602,971
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,0,0,0,0,0,0,0,0,,2656,1379,3040,4048,5011,3633,7484,2799,528,2001,,5261,2551,2830,1901,2272,2816,2701,3113,3600,13188
820740,"Tools for tapping or threading, interchangeable",0,0,0,3,12,19,0,0,0,0,,15,6,19,56,22,45,429,58,165,203,,99301,97013,115088,103893,103608,116112,115899,132391,127210,150692
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,50,0,0,0,0,0,0,,16,18,57,22,18,5,4,8,7,1400,,550,285,914,299,630,1219,0,0,0,0
