Product code,Product label,"Taipei, Chinese's imports from United States of America-Value in 2012","Taipei, Chinese's imports from United States of America-Value in 2013","Taipei, Chinese's imports from United States of America-Value in 2014","Taipei, Chinese's imports from United States of America-Value in 2015","Taipei, Chinese's imports from United States of America-Value in 2016","Taipei, Chinese's imports from United States of America-Value in 2017","Taipei, Chinese's imports from United States of America-Value in 2018","Taipei, Chinese's imports from United States of America-Value in 2019","Taipei, Chinese's imports from United States of America-Value in 2020","Taipei, Chinese's imports from United States of America-Value in 2021",United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
80262,"Fresh or dried macadamia nuts, shelled",0,0,0,0,0,281,0,346,0,0,,2829,3426,5433,6554,8858,7084,9018,10779,8221,5072,,0,689,13104,14269,10498,12253,13764,15399,13778,16313
80390,Fresh or dried bananas (excluding plantains),0,0,0,0,0,0,0,0,0,0,,423436,444283,454897,427100,416110,428095,427203,431420,427609,448997,,0,0,10,10,10,3,1,7,3,5
30497,"Frozen meat, whether or not minced, of rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,448,487,577,829,557,,0,0,0,0,0,0,1,0,0,0
30510,"Flours, meals and pellets of fish, fit for human consumption",0,0,0,0,0,0,0,0,0,0,,27135,1193,1027,534,1430,4373,1462,1082,383,657,,213,162,267,249,223,280,251,350,431,392
30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, ...",0,0,0,0,0,0,0,0,0,0,,984,471,256,228,1573,1083,307,738,128,643,,0,0,0,0,1,0,0,0,0,0
30559,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",0,0,0,0,0,0,0,0,0,0,,1930,1515,1004,683,966,538,350,571,348,349,,9572,6190,1633,2609,3808,3077,3152,2903,3897,4131
30564,"Tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,6,0,0,17,0,0,0,0,,0,0,0,0,0,0,1,0,0,0
30572,"Fish heads, tails and maws, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,802,898,71,425,1277,960,846,807,692,316,,0,92,237,171,289,517,348,621,601,670
30622,"Lobsters """"Homarus spp."""", even smoked, whether in shell or not, live, fresh, chilled, dried, ...""",3559,5682,7806,6295,5637,404,0,0,0,0,,442150,451945,580894,578228,653780,0,0,0,0,0,,6173,8179,11575,11585,14742,468,0,0,0,0
30624,"Crabs, even smoked, whether in shell or not, live, fresh, chilled, dried, salted or in brine, ...",23,225,325,100,140,5,0,0,0,0,,69175,75401,75935,62778,96459,0,0,0,0,0,,24207,27993,32165,34392,26906,427,0,0,0,0
30634,"Norway lobsters """"Nephrops norvegicus"""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,395,812,1216,347,,0,0,0,0,0,0,0,0,0,0
30693,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked ...",0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,2452,962,2518,1830,1378,,0,0,0,0,0,2,25,30,6,9
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1138,3695,2304,2491,1921,,0,0,0,0,0,835,592,341,208,321
30463,"Frozen fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,226,177,155,7,36,138,65,,0,0,0,0,0,0,0,0,0,0
30471,"Frozen fillets of cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,32,6,6,86,16,0,0,0,0,,41012,19267,13834,17133,16571,19519,18694,15561,14253,17386,,0,32,40,78,224,196,445,581,381,539
30749,"Cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola spp."""" and squid """"Ommastrephes ...""",8,0,0,2,0,0,0,0,0,0,,175367,147889,167752,109634,137706,41397,22286,6808,5298,10386,,34624,31352,24220,44394,73151,3451,129,45,15,44
10221,Pure-bred cattle for breeding,0,0,0,0,0,0,0,0,0,0,,349673,263424,114595,68116,35061,80741,73971,54154,68138,91430,,0,0,2424,1116,2677,5990,6313,2683,1214,0
10391,"Live swine, weighing < 50 kg (excluding pure-bred for breeding)",0,0,0,0,0,0,0,0,0,0,,481,201,1092,1376,2387,2457,3389,4667,3639,2787,,0,0,0,0,3,0,0,0,0,0
10410,Live sheep,0,0,0,0,0,0,0,0,0,0,,4274,5211,5066,2577,3008,1775,2526,1342,2497,3068,,0,0,0,0,0,0,0,0,130,28
10420,Live goats,0,0,0,0,0,0,0,0,0,0,,568,466,534,329,443,222,101,377,583,789,,0,0,0,0,2,0,50,0,11,0
10519,"Live domestic ducks, geese and guinea fowls, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,35,12,0,0,0,0,0,0,0
10613,Live camels and other camelids [Camelidae],0,0,0,0,0,0,0,0,0,0,,326,414,175,256,18,165,235,206,139,353,,0,0,6,0,0,0,0,0,0,20
20441,Frozen sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,2427,380,466,365,236,91,250,970,838,725,,5863,10302,8153,10071,7210,11741,10871,12720,12847,6504
20622,Frozen edible bovine livers,0,0,0,0,0,0,0,0,0,0,,135482,109235,120281,129507,88089,81527,80714,90981,82296,106053,,0,0,1,1,15,6,4,2,2,31
20713,Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus,20,49,0,0,0,0,0,0,0,0,,707729,789796,787368,715799,629750,560132,519892,544017,562743,770264,,20,49,32,0,0,0,0,0,0,0
20741,"Fresh or chilled domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,396,594,310,801,2343,743,230,138,141,171,,0,0,0,0,0,0,0,0,0,0
20743,"Fatty livers of domestic ducks, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,13,47,6,19,29,22,29,0,8,21,,0,0,0,4,0,0,0,0,0,0
20900,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,21,0,0,0,0,0,0,0,0
30111,Live ornamental freshwater fish,0,0,0,0,0,0,0,0,0,0,,10007,8662,8014,7289,5397,5929,6673,5376,3750,4151,,0,42,730,958,897,1151,1518,1357,830,697
30195,"Live southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,22,0,51,51,32,28,0,0,,0,0,0,0,0,0,0,0,0,0
30231,"Fresh or chilled albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,4480,5137,8562,5332,2832,652,1904,1605,469,630,,5,1,0,0,0,0,0,0,0,0
30243,"Fresh or chilled sardines """"Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella ...""",0,0,0,0,0,0,0,0,0,0,,26593,12742,4451,1804,165,81,218,25,34,98,,0,0,3,2,6,20,14,14,13,16
30245,"Fresh or chilled jack and horse mackerel """"Trachurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,416,729,617,336,33,69,15,0,68,230,,0,0,4,6,13,13,14,19,22,18
30251,"Fresh or chilled cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,1,2,2,1,0,0,0,0,0,,26724,8098,7268,8666,5719,5885,5803,4981,5597,4086,,0,1,20,34,15,14,33,31,23,37
30264,"Fresh or chilled mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,14,24,0,0,0,0,0,0,0,0
30291,"Fresh or chilled fish livers, roes and milt",0,0,0,0,0,16,10,2,1,0,,0,0,0,0,0,8658,3405,4028,2592,1450,,0,0,0,0,0,3188,4259,4580,4119,5288
30325,"Frozen carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,844,397,870,707,1115,490,1372,1283,141,215,,0,0,2,3,0,0,0,0,0,0
30334,"Frozen turbot """"Psetta maxima""""""""",0,68,0,0,0,0,0,0,0,0,,603,68,134,142,116,87,13,1186,1151,0,,0,68,311,34,380,127,122,66,97,101
30351,"Frozen herrings """"Clupea harengus, Clupea pallasii""""""""",86,0,0,0,0,0,0,0,0,0,,38281,60976,65405,41595,29863,30551,23181,14813,12359,43293,,312,167,115,149,330,129,122,42,66,107
30379,"Frozen freshwater and saltwater fish (excluding salmonidae, flat fish, tunas, skipjack or stripe-bellied ...",675,1310,0,0,0,0,0,0,0,0,,,,,,,,,,,,,47404,35165,290,0,0,0,0,0,0,0
294140,Chloramphenicol and its derivatives; salts thereof,0,0,0,0,1,0,0,0,0,0,,4333,5626,2041,135,33,207,119,80,156,514,,4563,3270,3231,5692,4366,4919,4973,5390,4967,7830
293999,"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",10,88,31,100,20,0,0,0,0,0,,9120,5729,8448,141758,7011,0,0,0,0,0,,2924,4866,2863,5367,4912,1,0,0,0,0
300460,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,37936,2046,1368,1429,1600,,0,0,0,0,0,0,0,0,0,0
300310,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...",0,0,0,0,0,0,0,0,0,0,,14005,8969,6784,3843,6464,14047,14414,8518,5614,6412,,274,300,550,1373,2385,3926,2691,1620,3538,2682
300340,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...",0,0,0,0,0,0,0,0,0,0,,10543,9619,15633,16180,11459,0,0,0,0,0,,558,91,63,64,315,0,0,0,0,0
293949,"Alkaloids of ephedra and their derivatives; salts thereof (excl. ephedrine, pseudoephedrine ...""",0,0,1,0,0,0,0,0,0,0,,0,6,3,14,35,0,0,256,8,45,,197,255,1,176,453,236,396,302,610,268
293540,N-(2-Hydroxyethyl)-N-methylperfluorooctane sulphonamide,0,0,0,0,0,0,0,32,0,0,,0,0,0,0,0,104,5,0,0,0,,0,0,0,0,0,0,0,32,3,17
310530,"Diammonium hydrogenorthophosphate """"diammonium phosphate"""" (excluding that in tablets or similar ...""",2,1,3,1,2,2,2,1,2,0,,1747239,1396363,1095291,943378,586195,536000,396504,414834,260687,241203,,461,921,1084,805,1333,1102,1343,990,1782,1227
284420,"Uranium enriched in U 235 and its compounds: plutonium and its compounds; alloys, dispersions, ...",1746,0,2553,513,1003,0,719,436,148,0,,1004101,702307,385976,470740,103721,200057,132375,90139,184061,130498,,1746,0,2553,513,1003,0,719,436,148,0
290379,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens (excluding ...,0,0,0,108,16,149,504,63,622,0,,16156,9918,17563,30642,40191,66534,88416,68321,66446,68806,,0,0,377,924,125,408,885,247,879,741
291714,Maleic anhydride,0,0,0,0,0,0,0,0,0,0,,81327,67555,78534,53290,51943,60950,56772,66276,57977,78642,,312,335,913,220,594,213,442,145,79,57
291421,Camphor,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1203,467,0,0,0,0,0,0,0,0
291891,"2,4,5-T """"ISO"""" """"2,4,5-trichlorophenoxyacetic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,0,,920,380,539,678,2930,1249,483,381,1098,265,,60,21,14,28,15,16,16,4,0,0
292218,"2-""""N,N-Diisopropylamino""""ethanol""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,96,56,27,79,103,,0,0,0,0,0,0,4,0,0,0
293295,"Tetrahydrocannabinols """"all isomers""""""""",3,0,4,0,0,1,0,1,0,0,,348,67,15,5,427,781,64,125,126,2160,,3,0,4,0,0,1,0,1,0,0
382473,"Mixtures containing hydrobromofluorocarbons """"HBFCs""""""""",0,0,0,0,0,0,0,0,0,0,,44,57,16,51,27,46,132,15,85,0,,0,0,0,0,0,0,10,12,16,17
382485,"Mixtures and preparations containing 1,2,3,4,5,6-hexachlorocyclohexane """"HCH """"ISO"""""""", including ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,673,660,518,60,77,,0,0,0,0,0,28,29,30,43,42
381700,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ...,2,0,3,11,0,0,0,0,1839,0,,362691,332148,321597,252823,194675,220021,236784,210502,194821,279280,,313,597,727,668,1797,587,2853,1455,2011,4715
370241,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",1,0,0,0,3,0,49,0,0,0,,6654,21649,28254,9171,5153,5255,958,310,451,1575,,1152,707,987,629,715,640,682,1072,3027,3773
370291,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,400,635,0,0,0,0,0,0,0,0
370293,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,25,0,0,0,0,0,0,0,0
380510,"Gum, wood or sulphate turpentine oils",54,54,0,0,8,7,6,0,0,0,,32863,22699,27872,33681,24569,28479,20122,26608,10585,8555,,92,62,10,43,43,24,27,11,23,13
441873,"Flooring panels, assembled, of bamboo or with at least the top wear layer of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,413,815,1319,460,275,,0,0,0,0,0,80,186,62,419,62
442190,"Other articles of wood, n.e.s.",592,603,922,1015,792,0,0,0,0,0,,214780,213094,218265,198675,187147,0,0,0,0,0,,23345,26505,30235,31105,33483,293,0,0,0,0
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers ...",3,12,11,7,1,26,1,52,4,0,,7686,9376,7498,6781,9054,8830,6802,6748,5454,5355,,531,339,429,1061,332,747,545,465,513,345
490210,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",17,53,76,74,60,0,0,0,0,0,,803,640,465,271,201,177,453,515,516,2256,,2495,2588,2741,2171,1316,588,240,591,189,172
490510,"Globes, printed (excluding relief globes)",2,1,3,5,6,4,3,2,0,0,,3375,3152,3042,2179,1692,1810,1588,1571,1455,1422,,14,14,7,7,8,7,3,5,4,26
411310,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",6,2,5,0,0,0,0,0,1,0,,1202,965,945,665,702,277,296,419,131,80,,4888,4981,6517,2864,2482,1746,1320,983,573,423
401192,"Pneumatic tyres, of rubber, new, of a kind used on agricultural or forestry vehicles and machines ...""",71,32,3,37,13,0,0,0,0,0,,43942,43167,35154,28280,23414,0,0,0,0,0,,131,161,119,76,78,0,0,0,0,0
440130,"Sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets ...",446,399,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3265,3442,0,0,0,0,0,0,0,0
440325,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is =>15 cm, whether ...",0,0,0,0,0,67,146,38,87,0,,0,0,0,0,0,0,240563,584534,538723,671542,,0,0,0,0,0,435,565,290,379,430
441113,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?5?mm but <=?9?mm""""",0,0,0,0,0,0,0,0,0,0,,42008,41499,27936,24804,24434,23936,21026,21244,17245,15379,,3221,2994,4138,2689,2761,2537,3273,3637,4662,5033
441299,"Laminated wood with both outer plies of coniferous wood (excl. of bamboo, with an outer ply ...",132,149,353,49,0,72,90,46,0,0,,95605,96245,107110,92332,85113,136933,103861,70308,55843,86905,,25904,28087,31187,23415,20999,23269,24262,22111,20490,30238
871411,"Saddles for motorcycles, incl. mopeds",20,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,110,107,0,0,0,0,0,0,0,0
960110,"Worked ivory and articles of ivory, n.e.s.",0,0,0,0,0,0,0,0,0,0,,554,810,744,408,485,704,1211,649,234,423,,33,52,65,53,24,0,20,46,32,25
950510,"Christmas articles (excluding candles and electric lighting sets, natural Christmas trees and ...",28,20,31,0,9,3,4,1,1,0,,64189,66297,66059,68488,64559,70659,74359,68709,59077,63599,,2719,2948,3652,3605,3090,2934,3196,2950,2192,2981
911012,"Incomplete watch movements, assembled",0,0,0,0,0,0,0,0,0,0,,1711,1596,599,261,804,115,57,25,327,323,,3,1,7,18,3,26,514,10066,11849,2617
910191,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",1,0,0,0,5,0,0,0,0,0,,6328,7943,6310,4459,4539,4701,2333,2443,3249,1742,,192,55,71,276,228,541,399,182,169,234
293500,Sulphonamides,48,334,41,21,171,0,0,0,0,0,,595062,578353,421037,407360,395576,0,0,0,0,0,,7351,8238,9680,8835,9712,67,0,0,0,0
293711,"Somatropin, its derivatives and structural analogues, used primarily as hormones",0,0,0,0,1,0,0,0,0,0,,242281,156019,193683,162245,122305,117179,170562,54329,171423,39571,,68,30,0,156,136,112,37,108,3,11
293731,Epinephrine,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,58,25,0,0,0,0,0,0,0,0
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,934,1042,115,224,102,96,312,41,45,67,,199,170,225,215,140,207,196,13,93,153
292521,"Chlordimeform """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,210,111,23,54,47,0,45,43,54,36,,16,8,0,0,0,0,0,0,0,0
293293,Piperonal,1,2,0,2,0,2,0,0,3,0,,1101,1604,2544,3217,2854,2498,3528,3491,2575,1563,,5,13,163,14,4,7,12,16,12,10
292122,Hexamethylenediamine and its salts,8780,11935,16865,14036,12268,29752,45004,31912,13048,0,,703689,708423,708341,555193,448800,466029,692578,575860,416212,704466,,10156,14163,16936,14138,13570,32352,45709,32907,20636,18940
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,10922,6055,3662,2523,2469,0,0,0,0,0,,0,51,942,0,117,0,0,0,0,0
300320,"Medicaments containing antibiotics, not in measured doses or put up for retail sale (excluding ...",493,1208,2407,1390,1407,3234,2065,2362,0,0,,23698,28513,27526,33352,35114,31984,30882,38803,37092,30818,,1150,1810,3085,2454,6687,8072,5439,7109,8497,11412
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",0,0,0,0,0,5,0,0,0,0,,116838,120707,110472,59337,60537,51617,93662,121888,111642,62993,,0,0,0,0,8,5,1,0,0,0
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,0,5,11,0,0,0,0,0,0,,9674,9214,10909,13656,15047,10261,12178,15573,19849,45209,,58,117,68,65,152,64,64,44,29,111
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce ...,6,0,5,42,21,33,11,0,8,0,,4929,4832,5089,4439,4437,4960,4633,5214,4256,5355,,1871,1833,1949,1594,1664,1604,1440,1315,1110,1733
291250,Cyclic polymers of aldehydes,0,0,0,0,0,0,0,2,0,0,,1378,1211,7778,316,173,371,866,1447,314,829,,1,11,14,15,37,156,68,23,19,18
291040,"Dieldrin """"ISO"""" """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,267,112,109,131,83,53,,0,0,0,0,0,0,0,0,0,0
291636,Binapacryl (ISO),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0
290345,"Derivatives of acyclic hydrocarbons, perhalogenated only with fluorine and chlorine (excluding ...",0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0
290347,Perhalogenated derivatives of acyclic hydrocarbons with two or more different halogens (excluding ...,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0
290369,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene ...""",2706,1871,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6122,5536,0,0,0,0,0,0,0,0
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip",0,0,0,0,0,0,0,0,0,0,,9665,7579,8675,7292,9128,15036,21066,27377,22212,20021,,1500,1147,1297,764,996,742,964,1088,646,745
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",1,0,0,1,0,0,0,0,0,0,,71079,47856,71664,125775,34881,0,0,0,0,0,,965,3,7,2,2,0,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,1,0,0,0,0,0,,416597,433340,302123,320719,647292,0,0,0,0,0,,835,1837,1940,1951,2122,39,0,0,0,0
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,1,0,0,5,0,1,0,0,0,,1826,2247,3644,2187,2504,2238,2009,1765,2065,1712,,1,1,2,4,5,14,3,1,1,0
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",0,0,28,0,0,0,0,0,0,0,,12887,15552,13432,11476,12640,12389,14188,17248,16511,18885,,12915,11171,6509,4157,9750,4762,4913,4075,5080,4001
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,486380,552179,425275,447736,312387,223263,139667,94199,103687,65803,,0,0,0,0,0,0,0,0,0,0
430400,"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ...",0,1,0,0,0,0,0,0,0,0,,1724,1262,2164,2104,1701,1169,2097,1485,607,934,,101,71,64,107,177,182,174,72,66,166
410510,"Skins of sheep or lambs, in the wet state """"incl. wet-blue"""", tanned, without wool on, whether ...""",0,0,0,0,0,7,0,0,0,0,,3463,2704,791,330,264,107,129,145,271,177,,11,17,16,7,9,12,18,6,4,0
410692,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,3,12,0,0,,4128,4664,4316,3224,2956,3241,3037,5854,2234,2591,,47,10,1,1,6,0,8,18,4,0
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",4,56,6,2,10,0,0,10,2,0,,29743,67494,59972,56682,50369,57100,55710,63459,33981,39274,,272,659,771,3006,3072,2587,2636,2166,1839,3073
382471,"Mixtures containing chlorofluorocarbons """"CFCs"""", whether or not containing hydrochlorofluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,411,264,199,3518,5747,1879,2376,1673,2947,340,,128,126,171,31,35,77,20,0,0,0
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",323678,294603,285746,256945,379147,3549,0,0,0,0,,4003221,4326425,4210984,3782547,3759605,0,0,0,0,0,,2357267,2397148,2097716,1511074,1552839,15217,0,0,0,0
382530,Clinical waste,3,0,0,0,0,0,0,0,0,0,,63,92,144,15,87,146,255,365,151,475,,3,0,0,0,0,0,0,0,0,0
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",11,8,7,0,3,0,0,0,2,0,,26227,22035,18236,15179,12315,7345,6949,6235,4507,3815,,2873,3432,2869,2112,1479,1720,1290,932,1085,665
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",169,33,80,78,0,62,10,0,5,0,,25157,10978,4946,2961,857,1451,2310,669,779,962,,1724,48,80,78,0,65,11,2,7,16
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline """"TMQ""""""""",0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,50836,36407,35989,28568,6972,,0,0,0,0,0,1198,1497,1380,1122,1776
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,0,0,0,0,0,0,0,0,0,0,,60358,52556,39811,44002,46603,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,31846,26200,20163,16181,35814,,0,0,0,0,0,0,1932,1773,1480,1992
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,63,0,,0,0,0,0,0,424,70101,34173,109290,128838,,0,0,0,0,0,0,159,2047,1727,1737
