Product code,Product label,China's imports from Japan-Value in 2012,China's imports from Japan-Value in 2013,China's imports from Japan-Value in 2014,China's imports from Japan-Value in 2015,China's imports from Japan-Value in 2016,China's imports from Japan-Value in 2017,China's imports from Japan-Value in 2018,China's imports from Japan-Value in 2019,China's imports from Japan-Value in 2020,China's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
240210,"Cigars, cheroots and cigarillos containing tobacco",0,0,0,0,0,0,0,2,0,0,,0,0,0,0,5,0,106,2,13,3,,789,766,8636,8929,8341,11650,14248,15100,7805,6239
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2,1,0,55,13,124,160,229
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,1,0,0,,5,0,0,6,0,2,9,4,0,0,,27,103,139,72,103,96,74,75,105,88
170114,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excluding ...",0,0,0,0,0,0,0,0,0,0,,96,28,66,211,291,249,143,136,123,153,,2023081,1869700,1311556,1458458,950614,832075,791805,930540,1537672,1799144
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",11,3,0,0,0,0,0,0,0,0,,6,5,27,43,3,27,46,36,50,29,,185,305,576,667,827,991,1140,1463,1637,1430
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",0,0,0,0,0,2,36,0,0,0,,805,84,30,24,16,17,8,3,9,13,,7032,8643,7707,6626,5706,5104,8144,10426,10440,13106
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,4,2,2,1,1,0,0,0,,261,620,615,661,793,1097,2064,2633,2321,3897,,406,551,520,767,456,338,453,312,374,160
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",0,31,40,0,0,0,40,0,0,0,,833,905,835,929,1735,1270,1393,1051,1705,2020,,148108,143799,150455,165565,164933,143321,202308,152129,116038,77312
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
80132,"Fresh or dried cashew nuts, shelled",0,0,0,7,0,1,4,0,0,0,,6,0,0,0,4,0,0,0,0,0,,32190,15816,21870,38965,19570,46906,90958,165376,151171,162999
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,,3693,3725,3570,10636,30956,27537,21571,26669,22540,34437
80231,"Fresh or dried walnuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,56956,43133,32488,21158,12484,15483,14311,12183,14993,9825
80251,"Fresh or dried pistachios, in shell",0,0,0,0,1,0,0,0,0,0,,0,7,27,0,0,0,0,0,3,0,,133283,78877,63191,73578,116122,180460,349339,802115,656214,612128
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",0,0,5,0,2,2,8,4,0,0,,11,5,5,7,9,8,9,3,17,11,,94906,60770,214804,284937,214454,262017,204599,361513,351303,477637
80420,Fresh or dried figs,0,0,0,0,0,0,0,0,0,0,,0,0,5,4,4,5,0,4,0,0,,2662,3933,3391,3695,3749,1943,3141,4275,6005,12213
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,571,809,919,648,729,999,1559,2143,1400,2069
80929,Fresh cherries (excluding sour cherries),0,0,0,0,0,0,0,0,0,0,,5,2,4,14,24,29,29,22,37,17,,306846,298419,531037,671756,794040,771032,1303422,1398666,1643551,1856987
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1686,2286,1701,2558,1389,1284,2328,1510,948,367
81320,Dried prunes,0,0,0,16,3,0,1,0,0,0,,0,31,2,20,11,4,0,12,0,0,,9731,9745,4266,3272,6286,7722,11366,15270,18879,17567
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",0,0,0,0,2,0,4,6,0,0,,661,985,999,1450,1985,1518,1712,1936,1545,2665,,86041,91523,64955,37133,64688,96227,131565,149832,186276,190719
90220,Green tea in immediate packings of > 3 kg,54,0,101,73,273,1004,317,11,0,0,,25507,26303,30091,34965,41766,57295,63159,67504,70398,87525,,6299,7115,5757,4083,4728,8225,12655,13526,15843,7413
90812,"Nutmeg, crushed or ground",0,0,0,0,0,0,0,0,0,0,,14,59,64,117,53,58,74,4,2,12,,0,1,0,0,0,2,5,146,641,124
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12,30,0,0,0,0,1,0,50,0
90931,"Cumin seeds, neither crushed nor ground",0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,443,0,0,,328,569,398,249,358,321,223,100149,151481,143230
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,2,2,0,0,,28,27,38,29,48,64,73,7,47,4
100119,Durum wheat (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,,374816,475482,298829,531531,497314,506632,574754,573509,1189312,1474466
100390,Barley (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,14,40,44,60,104,88,65,58,,781225,798583,1573835,2859418,1141825,1816272,1690391,1561311,1879891,3248974
100590,Maize (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,3,2,5,2,147,47,4,54,,1683370,930527,723243,1103776,634345,600010,782129,1056879,2486895,7578436
100640,Broken rice,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,2,61,,109855,193613,187200,278885,217160,325879,258953,195675,424397,851232
110412,Rolled or flaked grains of oats,1,0,0,38,152,0,1,1,0,0,,0,0,0,5,2,113,229,0,0,4,,340,477,748,1247,1522,2131,4761,6152,7023,4051
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,0,0,,5,3,3,0,25,2,0,0,5,4,,156,263,211,109,0,2,0,0,0,0
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,6,16,0,0,0,0,0,,836,1033,1102,1208,1571,2161,2014,2177,2220,2173,,281,484,290,493,832,880,748,859,984,625
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",1,0,0,0,0,7,0,0,0,0,,3138,3426,4329,4400,5429,5676,6024,4955,4936,9934,,44,1567,253,955,1387,5461,8043,4961,1488,1199
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,18,22,23,65,67,25,25,9,10,0,,5940,4754,4789,5030,4763,3519,4727,3765,3714,3915,,35475,34768,27576,24977,12639,17287,18363,24518,14061,9490
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",0,0,0,0,0,0,0,0,0,0,,950,1536,886,77,59,48,134,129,64,806,,3944,1818,444,0,0,347,1926,542,36,533
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1104,2338,,0,83,466,1129,1727,817,720,966,1289,197
151110,Crude palm oil,0,0,0,0,0,0,0,0,0,0,,10,33,78,0,0,0,0,0,0,0,,50379,83697,3651,7984,12024,43,2119,25956,9269,61
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,1955993,2419264,2781830,2006250,1468137,2099547,2119029,1132016,1205974,1258960
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,0,4,7,,11869,19994,31927,20606,31074,35684,48931,40679,48452,38184
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,354,175,361,282,146,29,87,50,27,19,,45798,46563,44483,42342,38147,52616,52646,76638,52978,82036
30625,"Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, live, fresh, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,26,0,0,57,0,0,0,0,0,0
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",0,500,0,0,0,0,0,0,0,0,,2833,5351,2984,1876,1913,2108,1376,1020,1598,1093,,955,706,824,1872,1386,5516,2649,2405,2891,89
30719,"Oysters, smoked, frozen, dried, salted or in brine",0,9,147,77,115,187,87,0,0,0,,5900,6959,9215,7242,7321,1381,423,442,84,253,,1599,1341,3774,1183,987,305,147,2,2,0
30787,"Smoked, dried, salted or in brine, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,76,252,71,71,0,,0,0,0,0,0,6727,5001,10194,8753,7000,,0,0,0,0,0,247,1070,2310,1904,3742
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,4,0,0,0,,634,493,682,369,248,109,154,372,45,22,,75,34,92,33,17,55,117,296,21,0
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",0,0,0,1,3,0,1,0,0,0,,74,98,666,232,637,433,497,579,784,777,,1303,4943,1818,2089,8987,16367,21661,28392,27226,26311
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,196,14,14,12,33,7,26,5,378,745,,734220,834413,773398,510884,438967,655073,622146,598162,809749,941197
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,118,0,0
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",0,0,0,0,324,0,0,0,0,0,,120,47,58,75,25,4,51,48,155,133,,253588,256246,233990,268879,334903,345611,366932,418298,461344,510013
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,0,0,0,0,0,0,0,0,0,,11,0,0,0,15,55,44,95,42,34,,7198,9359,13222,16917,15293,41558,30803,32237,31238,68660
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",1,0,0,0,0,1,1,1,0,0,,288,19,24,3,3,0,54,0,7,4,,6,10,10,16,52,199,299,483,383,349
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,40,39,144,144,160,191,165,218,779,745,,0,0,0,0,0,0,0,0,0,0
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,23,,0,0,1,1,0,0,0,0,0,0
70511,Fresh or chilled cabbage lettuce,0,0,0,0,0,0,0,0,0,0,,38,115,90,75,122,155,141,44,8,58,,0,0,1331,16,44,0,0,92,1,0
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,6,3,3,10,43,2,,0,0,0,0,0,0,0,0,0,0
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,9,0,1,0,0,0,0,0,0,,0,14,0,12,12,10,8,2,0,3,,16,32,47,296,136,419,798,558,101,3
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",0,44,57,19,0,0,0,0,0,0,,432,311,334,257,185,244,238,315,265,278,,244,551,866,509,576,1497,2622,1309,831,708
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,131,112,281,159,97,14,7,0,19,11
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,33,0,3,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0
30253,"Fresh or chilled coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,15,14,0
30292,Fresh or chilled shark fins,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,56,0,0,0,0
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,34,32,50,45,4,,0,0,0,0,0,0,0,0,0,0
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,29,0,0,0,64,7,9,6,9,0,,64,64,7,37,147,306,253,78,13,12
30390,Frozen fish livers and roes,1127,156,304,2511,1022,0,0,0,0,0,,828,653,1207,1702,2537,0,0,0,0,0,,121810,76746,67978,54219,57642,0,0,0,0,0
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,10,109,3,5,,0,0,0,2,0,0,0,0,0,0
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,9076,17217,19076,32732,52218,92662,267603,449063,347054,174805
30496,"Frozen meat, whether or not minced, of dogfish and other sharks",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,199,0,0,0,0,,0,0,0,0,0,138,139,49,0,0
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,0,0,,20,16,10,55,12,0,0,0,0,0,,460,1055,720,1365,249,191,162,786,120,124
10130,Live asses,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,255,1484,2157,754,121,0
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,68,7,0,0,0,0,,42360,50700,38156,21963,28957,18653,28613,39360,35721,38314
10633,"Live ostriches, and emus [Dromaius novaehollandiae]",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,50,0,0
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,80,41,31,24,0,0,0,0,15,6,,3,2,0,0,46,40,29,0,1125,117
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,115,27417,65241,9743,555,607,2872,28983,50530,196294
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,69,,393922,823414,916997,670103,537960,787060,1161244,1590541,1466138,1675656
20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,225,2566,2319,3612,12268,48953,57057,53000,35593,18530
20610,Fresh or chilled edible offal of bovine animals,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,10,0,0,0,0,0,0,7,22
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,12,0,3,20,3,14,189,827,41,,355,73,130,103,1306,1134,1604,6204,18155,7513
20742,"Frozen domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4,35,104,0,0,14,0,0,0,0
20751,"Fresh or chilled domestic geese, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,5,0,0,0,,7,0,0,0,0,7,9,0,5,0
30119,Live ornamental fish (excluding freshwater),0,0,0,0,0,1,0,0,0,0,,330,490,956,441,759,330,302,218,503,473,,256,370,2443,1707,2497,2928,4355,4150,4404,5243
30194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,6,0,0,0,0,0,0,,0,0,0,0,493,802,828,0,230,0,,0,0,0,6,0,0,0,0,0,0
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,14,16,2,0,0,,4024,2595,1847,2903,3072,1697,1288,1875,703,22,,181,166,201,258,601,778,1315,1536,709,329
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",6559,3050,3800,7403,5850,0,0,0,0,0,,354591,393175,355741,317196,333610,0,0,0,0,0,,32423,20950,17852,13362,15342,0,0,0,0,0
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1069,2037,460,1317,853,0,0,0,0,0
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
382486,"Mixtures and preparations containing pentachlorobenzene """"ISO"""" or hexachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,166,0,0,0,0
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",226,89,3235,1671,0,0,0,0,0,0,,,,,,,,,,,,,240,89,3237,1671,0,0,0,5,0,0
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",286540,398868,298597,205039,202048,440,0,0,0,0,,367363,504940,407518,304843,305417,0,0,0,0,0,,519572,801939,687465,435220,349334,440,0,0,0,0
293120,Tributyltin compounds,0,0,0,0,0,0,0,0,0,0,,0,0,3,27,29,0,7,42,8,13,,0,0,0,0,0,0,0,0,0,133
292213,Triethanolamine and its salts,296,94,343,139,544,0,0,0,0,0,,2822,1608,1821,806,1312,0,0,0,0,0,,52190,72999,70961,46597,36477,0,0,0,0,0
292423,"2-Acetamidobenzoic acid """"N-acetylanthranilic acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,25,33,0,5,0,0,0,0,0,0,,92,17,34,16,0,1,74,93,3,1
293920,Alkaloids of cinchona and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,7,5,0,2,0,0,4,0,0,,4155,5846,7675,3809,4687,6608,4161,3804,6473,5192
293930,Caffeine and its salts,0,0,0,0,0,0,0,0,0,0,,188,292,305,925,280,197,192,252,202,259,,19,2,30,67,64,107,66,141,144,66
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,1,0,1,2,0
293942,"Pseudoephedrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,2,2,2,1,2,1,0,1,0
294150,Erythromycin and its derivatives; salts thereof,415,58,72,112,127,119,0,0,0,0,,13,0,0,0,153,584,219,3,0,73,,29584,3442,16680,1520,1476,2922,2772,1565,2277,1660
300211,Malaria diagnostic test kits,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,82,0,238,246,80,,0,0,0,0,0,68,18,25,47,76
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",0,0,0,0,0,21,0,0,85,0,,0,4,6,12,0,13,515,15,77,2,,658123,778499,694345,581368,625107,622009,720683,677679,713012,825171
300443,"Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,584,23,5,0,2724,640,467,308,292,295
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,362,1756,174,285,129,59,547,365,370,472
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,0,0,0,0,0,9,14,7,0,,928,489,516,544,1156,687,710,810,762,782,,292,244,698,717,407,488,732,460,178,262
293723,Oestrogens and progestogens,0,0,0,0,0,0,0,0,0,0,,3,2,4,0,0,5,2,0,20,9,,564,1662,1813,946,1309,2241,2288,2376,3559,3628
440611,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1037,1353,549,0,0
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",5,50,48,5,27,0,4,13,3,0,,0,0,0,0,0,0,0,0,0,0,,871,1383,2753,436,443,551,2106,1631,1353,849
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14,129,0,0,56,,0,0,0,0,0,10993,27432,68009,132825,182000
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,,181,294,295,179,1645,876,188,2024,411,305
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,16,0,0,0,0,0,0,0,0,,0,280,0,0,0,3,0,2,0,52,,160391,227958,310301,412684,320647,432648,435079,548948,275432,632238
440140,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,159,455,812,543,355,,0,0,0,0,0,698,990,2132,1777,957
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,10,0,0,0,0,,0,0,0,0,0,2,3,0,0,0,,0,0,0,0,0,46037,53623,47279,23590,26934
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,105168,111517,131073,128900,174722
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,8,0,30,0,0,6,8,9,,21355,23616,21104,18940,11094,10168,6632,3597,2334,3085
410210,"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...",0,0,0,0,0,0,0,1,0,0,,0,3,0,0,0,0,0,0,7,0,,576561,628003,482644,379167,354674,383908,343659,233343,161311,179627
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,65963,69049,27698,23068,6447,5416,1666,501,35,739
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",0,0,0,0,0,0,0,0,0,0,,7970,5650,5507,4129,3972,3751,3826,2589,1970,2741,,0,0,0,0,0,0,0,0,9,0
400110,"Natural rubber latex, whether or not prevulcanised",1,6,0,7,1,0,7,0,0,0,,307,229,174,185,205,173,202,153,110,134,,682037,633326,541479,421152,442667,659090,644844,580041,633561,629187
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",2992,2623,4857,1371,595,0,0,0,0,0,,7513,4634,4477,1355,613,0,0,0,0,0,,7869,7988,7615,3177,2716,0,0,0,0,0
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",854,1830,895,1100,901,0,0,0,0,0,,52064,40819,44900,38664,35086,0,0,0,0,0,,4662,6491,6654,5581,4867,0,0,0,0,0
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",7004,3782,1137,2957,1527,0,0,0,0,0,,5796,5792,2786,968,1206,0,0,0,0,0,,12695,8611,4900,6675,5383,0,0,0,0,0
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",286,32,1,57,17,6,49,37,206,0,,0,3,0,11,0,10,5,0,151,14,,11227,8568,7770,10375,8721,11773,11144,15280,20463,15057
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",414489,360176,255278,230554,216564,254048,424069,168271,81745,0,,437839,425313,380891,323692,306746,363426,411718,229213,247627,349009,,3716452,3551419,3190440,3156114,3059398,3692322,3246219,1559229,942075,85388
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2397534,2486697,2124847,2129996,2129530,2536315,2943878,2235674,1552013,2150685
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,6,0,0,,1523,1874,126,850,321,149,0,114,96,101
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",7983,0,0,215698,2466,0,0,0,185660,0,,172058,26705,139177,13963,41341,14007,36152,11887,45887,8328,,8103,250000,1999,217231,6836,88308,3107,284679,550075,1646896
