Product code,Product label,Japan's imports from Russian Federation-Value in 2012,Japan's imports from Russian Federation-Value in 2013,Japan's imports from Russian Federation-Value in 2014,Japan's imports from Russian Federation-Value in 2015,Japan's imports from Russian Federation-Value in 2016,Japan's imports from Russian Federation-Value in 2017,Japan's imports from Russian Federation-Value in 2018,Japan's imports from Russian Federation-Value in 2019,Japan's imports from Russian Federation-Value in 2020,Japan's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
550953,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,10,23,105,10,2,5,7,45,1,0,,31494,33916,36587,30439,27348,28618,30539,25460,18002,24031
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,2,1,37,29,47,35,5,54,23,50,,4063,3083,3255,2970,2965,2955,2995,2349,1616,2244
551311,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,554,1082,1232,392,543,485,331,199,273,302,,25971,22691,24316,21069,21283,20581,20987,21331,14755,14968
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,168,145,131,81,67,52,88,98,34,81,,25262,15785,24444,23094,17986,20082,24494,21701,14043,12348
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,7,6,0,17,12,11,164,158,115,36,,1453,536,1033,808,367,554,1375,634,334,436
551422,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1918,1829,1834,1199,907,1216,1956,2576,4861,6212,,633,640,584,518,409,657,597,400,232,338
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,2,30,12,30,20,1,1,1,13,14,,13,25,31,48,26,41,32,12,61,18
551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,30,100,126,146,160,75,129,155,48,206,,3144,3402,2503,2175,3136,2030,1334,1854,1626,1508
560122,"Wadding of man-made fibres and articles thereof (excluding sanitary towels and tampons, napkins ...",0,0,0,0,0,0,0,0,0,0,,38883,32920,36514,34302,35688,48959,56534,54534,49248,52113,,4379,4098,4476,5665,5403,4270,5993,5359,5445,8187
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",0,0,0,0,0,0,0,0,0,0,,1420,1426,1825,916,1339,1884,2079,2341,2354,2527,,28718,32112,44919,31262,30619,39198,38819,45097,37504,39890
841320,Hand pumps for liquids (excluding those of subheading 8413.11 and 8413.19),0,0,0,0,0,0,0,0,0,0,,1585,1899,1669,1066,1439,2012,1496,1158,2686,1892,,43670,42890,39976,29729,36653,43666,60746,61297,79498,69782
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",0,0,0,0,0,0,0,0,0,0,,258,212,140,180,347,374,517,406,337,515,,5794,6247,6291,5576,4626,5028,4234,4120,3404,5674
831130,"Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame (excluding ...",0,2,0,0,0,0,0,0,0,0,,408,526,473,399,380,546,603,420,435,648,,2730,2342,3195,3083,2847,3066,2931,2771,2459,2960
840211,Watertube boilers with a steam production > 45 t/hour,0,0,0,0,0,0,0,0,0,0,,31,339,5003,260,583,0,58,2398,1031,2987,,449,8239,16408,3241,18069,12148,11361,4382,6481,3455
840410,"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...",0,0,0,0,0,0,0,0,0,0,,5234,11867,18828,3300,22864,16516,8955,13518,11820,8156,,997,4072,10719,10067,10623,8233,34007,18464,39262,35452
840610,Steam and other vapour turbines for marine propulsion,0,0,0,0,0,0,0,0,0,0,,0,101,0,0,0,0,0,0,1,0,,0,0,302,1800,5,497,2,4,0,0
840733,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",3,0,0,0,6,4,0,6,2,0,,261,187,232,139,125,108,260,113,138,192,,933,1138,99269,8791,5520,8007,4291,1581,6922,1387
846890,"Parts of machinery and apparatus for soldering, brazing, welding or surface tempering, non-electric, ...",3,2,6,4,0,0,0,0,0,0,,465,106,445,77,139,284,220,251,199,204,,7544,8011,7371,8404,7262,9302,6083,6896,5341,4645
847030,"Calculating machines, non-electronic",0,0,0,0,0,0,0,0,0,0,,6,1,131,56,211,126,828,192,112,1,,164,227,84,58,52,20,6,4,2,42
847340,"Parts and accessories of other office machines of heading 8472, n.e.s.",0,0,0,0,0,0,0,0,0,0,,2276,1849,2065,1866,1409,1171,2025,1214,1436,4535,,229294,252369,258609,271355,238545,227550,225205,158829,137585,149100
847410,"Sorting, screening, separating or washing machines for solid mineral substances, incl. those ...",0,0,7,0,0,0,0,0,0,0,,20560,28139,17231,20622,17050,24943,12522,47712,18195,30516,,22908,13560,10369,8138,7728,12643,15199,19725,14248,17032
847432,Machines for mixing mineral substances with bitumen,0,0,0,0,0,0,0,0,0,0,,108,239,83,1082,98,65,318,124,2996,599,,75,720,0,0,74,0,155,0,0,0
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ...",0,0,0,0,0,0,0,0,0,0,,25,0,0,0,0,122,1,4,0,33,,426,134,320,467,397,86,63,145,68,1064
847720,Extruders for working rubber or plastics,0,0,0,0,0,0,0,0,0,0,,2882,5194,3451,3524,7570,2336,7394,8709,3417,3109,,47965,68179,46081,41278,33319,36600,50922,47278,49010,38370
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner ...,0,0,0,0,0,0,0,0,0,0,,20,1010,25,8,10,12,13,10,17,67,,15500,25369,9865,6010,9029,5005,4918,7021,16270,4195
847971,"Passenger boarding bridges, of a kind used in airports",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,4,0,0,,2336,3457,832,1533,945,2328,10369,14587,9258,9815
848291,"Balls, needles and rollers for bearings (excluding steel balls of heading 7326)",0,0,0,0,0,2,0,0,0,0,,2397,1713,1375,1048,1456,1651,1857,1878,1635,1480,,39389,32123,32319,27425,26989,31221,32068,29343,31429,38824
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more ...,4,0,0,0,2,0,0,0,0,0,,4602,4863,4036,2543,2995,3496,3285,4496,3962,9911,,47370,53167,56618,56759,71909,75220,83261,84633,66110,82524
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,62,0,5,3,5,18,19,26,0,0,,403,893,513,2910,1590,2717,4132,775,283,472,,760469,765163,802772,1036045,993405,1204983,1358418,1284499,1550185,1804078
850110,"Motors of an output <= 37,5 W",0,0,0,0,0,0,0,0,0,0,,9319,10999,9622,6707,7261,11040,9538,9187,14362,16502,,679754,591883,613727,574807,595441,616266,655680,636335,524206,652681
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",0,0,0,0,0,0,0,0,0,0,,5122,5831,3956,5990,4310,4573,6082,7365,6724,7688,,329941,322267,343836,299749,314268,358511,422687,432601,393335,476864
850422,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA",0,0,0,0,0,0,0,0,0,0,,6858,5933,6083,3626,2100,2654,17370,7296,10638,9323,,8738,14200,17376,16180,12405,15223,19860,26498,24282,26819
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of ...",0,0,0,0,0,0,0,0,5,0,,641,399,816,510,585,1160,1137,1454,1958,3039,,107395,80876,75907,60029,52300,58821,59520,60287,58505,65077
850640,Silver oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,0,1,1,9,23,13,14,14,10,13,,1627,1704,1018,764,718,417,640,541,687,705
850680,"Primary cells and primary batteries, electric (excluding spent, and those of silver oxide, ...",0,0,0,0,0,0,0,0,0,0,,740,849,1352,581,497,552,973,878,1141,1545,,3096,7026,20938,5067,5246,6822,5470,4164,6174,3403
850690,"Parts of primary cells and primary batteries, n.e.s.",0,0,0,0,0,0,0,0,0,0,,4,7,12,4,0,29,15,219,28,87,,4773,3052,3328,2600,6108,4330,2589,1860,2871,4470
850780,"Electric accumulators (excl. spent, and lead-acid, nickel-cadmium, nickel-metal hydride and ...",0,0,0,0,0,0,0,0,0,0,,812,3920,2220,1066,1005,991,3383,1081,4343,2926,,67447,47306,30656,29687,14324,12433,9445,7910,6989,5438
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1732,1340,152,6412,1327,518,182,505,817,2805,,95240,70884,71497,96549,107499,106352,102830,72268,89420,132348
851020,Hair clippers with self-contained electric motor,0,0,0,0,0,0,0,0,0,0,,809,1815,2999,2599,2646,3818,4802,5277,7247,8285,,28140,31075,33994,38400,42679,38604,32777,33075,43096,32888
851030,Hair-removing appliances with self-contained electric motor,0,0,0,0,0,0,0,0,0,0,,1284,2306,3125,1527,2204,2589,2335,2134,2272,2573,,20229,15286,6208,6895,5726,5525,5694,5951,10110,9832
851130,Distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal ...,0,0,0,0,0,0,0,0,0,0,,7835,7863,5776,5717,3640,4020,4823,5847,6329,7014,,30020,32208,58641,34043,20182,22453,25805,27816,23122,30501
851140,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition ...,0,0,0,4,0,0,0,9,0,0,,13525,8465,10965,7478,7719,9736,11338,11485,10532,21861,,108940,111774,155462,117803,147635,133025,152235,123366,85771,88155
851430,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, ...",0,0,0,0,0,0,0,0,0,0,,34603,14453,4139,3905,1010,1307,958,3917,1155,2439,,17239,12520,20828,21534,17331,22133,27684,25438,12295,81556
851490,"Parts of electric industrial or laboratory furnaces and ovens, incl. of those functioning by ...",158,0,0,0,3,0,0,0,0,0,,6220,5408,6057,3310,2334,1444,4293,4109,2903,5050,,43870,46828,49001,48181,33668,37192,48752,43348,57927,56294
851590,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal ...",73,65,21,11,26,11,17,0,0,0,,1177,6173,2174,2320,1550,2481,2421,2677,3953,4480,,78420,79195,97839,105469,107467,116912,137689,121862,99893,103984
851629,Electric space-heating and soil-heating apparatus (excluding storage heating radiators),0,0,0,0,54,0,0,0,0,0,,6626,7487,8572,6546,7972,9653,12188,14034,14772,24754,,254364,215160,189696,179584,178317,222279,320100,360094,274655,334579
851671,"Electro-thermic coffee or tea makers, for domestic use",0,0,0,0,0,0,0,0,0,0,,3109,3631,4108,3499,6185,9355,14882,16677,18292,26987,,109314,121189,131961,131956,126912,109013,100580,92900,82023,102277
851712,"Telephones for cellular networks """"mobile telephones"""" or for other wireless networks""""",0,0,0,0,0,0,0,7,0,0,,17663,87046,77280,73209,154378,198966,237015,274054,190652,230229,,14041589,16522954,16355755,14367546,15274714,16904848,17722672,15441687,14907707,17984777
852352,"Cards incorporating one or more electronic integrated circuits """"smart cards""""""""",0,0,0,43,0,0,0,0,0,0,,19916,19468,22584,16170,15808,17523,19764,20973,27417,26256,,161668,155888,162888,142991,151157,121271,137181,123047,118620,129351
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers ...",0,0,0,0,0,0,0,0,0,0,,18937,22263,3943,3061,2480,9892,12006,2723,4682,5160,,158252,92478,176382,191480,155730,179858,155245,231588,167718,183098
853180,Electric sound or visual signalling apparatus (excluding indicator panels with liquid crystal ...,0,0,0,0,0,0,0,11,0,0,,6930,8693,7508,10990,9667,6852,8594,6665,5107,7538,,109269,96594,110452,102845,99250,108293,117212,104780,99796,116655
853610,Fuses for a voltage <= 1.000 V,0,0,0,0,0,0,0,0,0,0,,4004,2926,2505,3041,2211,2186,2786,3089,2153,2780,,60053,68629,73272,68979,78763,96122,98442,93721,76193,89731
841920,"Medical, surgical or laboratory sterilizers",0,0,38,0,0,0,0,0,0,0,,4414,4758,5103,3017,2504,3110,2720,2456,2729,3722,,26798,23813,18278,12964,23736,28679,26756,32528,26045,30940
842010,Calendering or other rolling machines (other than for metals or glass),0,0,0,0,0,0,0,0,0,0,,796,769,741,668,566,633,22420,755,582,1213,,6912,6548,7353,6182,4927,5864,13434,7476,3192,7025
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",0,0,0,0,0,0,0,0,0,0,,6631,8171,4469,2425,2681,1843,5762,5353,3111,6178,,42886,33566,49659,34923,31873,41856,45256,46806,39981,42635
842330,Constant weight scales and scales for discharging a pre-determined weight of material into ...,0,0,0,0,0,0,0,0,0,0,,669,191,322,508,517,569,1671,1934,1164,1374,,2649,3010,2850,2412,2208,2226,3818,4270,5376,2370
842390,"Weighing machine weights of all kinds; parts of weighing machinery, n.e.s.",0,0,0,0,0,0,0,0,0,0,,536,637,1190,807,509,1253,1247,1284,848,1300,,25022,19945,21999,21325,25047,28412,27676,29951,26451,29316
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a ...",0,0,0,0,0,0,0,0,0,0,,3330,2574,3212,3074,3130,4917,4097,4094,4278,6144,,21306,21861,21366,17801,20137,23851,34306,31249,30619,14847
842542,"Jacks and hoists, hydraulic (excluding built-in jacking systems used in garages)",0,0,0,0,0,0,0,0,0,0,,7288,5244,4880,5008,6353,8781,5522,5936,4661,10439,,26556,29570,28678,31247,58579,28724,32143,35236,25969,33968
842611,Overhead travelling cranes on fixed support,0,0,0,0,0,0,0,0,0,0,,6740,2406,2115,19005,6674,20721,11409,25016,17106,16552,,1943,4336,9823,2896,1318,3124,1112,901,1018,1105
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",0,0,0,0,0,0,0,0,0,0,,3226,5954,2943,3286,2872,2586,2796,3474,2358,3584,,7328,9496,7387,7125,6288,7438,8503,9676,9239,9298
842920,Self-propelled graders and levellers,0,0,0,0,0,0,0,0,0,0,,13263,5936,11706,9009,4759,4696,4517,3376,1917,1881,,725,2630,2341,1240,11588,10234,9813,13312,11792,10896
843020,"Snowploughs and snowblowers (excluding those mounted on railway wagons, motor vehicle chassis ...",0,0,0,0,0,0,0,0,0,0,,1066,991,1950,1219,1105,1599,1199,1733,1483,1830,,2396,3912,11682,8293,4421,3286,5160,2506,1229,2890
843050,"Self-propelled earth-moving machinery, n.e.s.",0,0,0,0,0,0,0,0,0,0,,251,908,1060,513,930,397,1911,4032,1317,1301,,7364,5821,8441,3566,1652,3080,6172,3909,2898,2991
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",0,0,3,0,0,8,0,0,0,0,,49114,46712,39976,25820,25124,30443,42838,37621,30211,45079,,86417,90875,80525,89856,99994,64307,76187,84059,73595,71691
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",0,0,0,0,0,0,0,0,0,0,,723,146,736,171,474,394,1014,1643,2382,4876,,26243,31234,30643,27043,25441,29266,25304,30090,36141,30847
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting ...",0,0,0,0,12,0,0,0,0,0,,17313,38205,26659,23545,20414,19975,28951,24862,66590,76405,,73364,82666,88376,56439,49846,52937,56792,56787,49999,62345
843629,"Poultry-keeping machinery (excluding machines for sorting or grading eggs, poultry pickers ...",0,0,0,0,0,0,0,0,0,0,,1018,3228,1110,4444,13243,34529,18734,5729,6547,6289,,42850,21664,23687,36711,35746,49634,46777,38417,25692,19537
843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate ...",0,0,0,0,0,4,6,21,7,0,,2979,2233,5778,11938,2675,3753,5462,2945,2540,3495,,28619,24360,16207,37557,19192,27075,50951,44458,36657,25460
843830,"Machinery for sugar manufacture (excluding centrifuges and filtering, heating or refrigerating ...",0,0,0,0,0,0,0,0,0,0,,345,267,369,9,25,209,81,19,3,239,,8,0,10,0,643,4,84,363,1401,468
843880,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.",0,0,0,0,5,0,0,49,0,0,,3173,4413,3207,2676,7384,5580,3834,9664,4393,5740,,31954,25218,31755,35942,25633,23688,33040,31670,22809,24710
843920,"Machinery for making paper or paperboard (excluding dryers and other heating appliances, calenders ...",0,0,0,0,0,0,0,0,0,0,,20,456,13,39,174,78,159,20,9,616,,1007,1890,2319,360,2877,3299,7833,4260,7968,11009
844130,"Machines for making cartons, boxes, cases, tubes, drums or similar containers (other than by ...",0,0,0,0,0,0,0,0,0,0,,608,1206,12277,500,961,903,662,745,259,575,,10047,8657,5375,10675,12394,13297,21176,16767,16523,10410
844312,"Offset printing machinery, sheet fed [office type], using sheets of a side <= 22 x 36 cm in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,5,85,48,26,15,,0,0,84,132,2,0,13,0,0,0
844314,"Letterpress printing machinery, reel fed (excluding flexographic printing machinery)",0,0,0,0,0,0,0,0,0,0,,3,0,0,2,0,1,0,0,20,0,,276,0,0,91,82,74,208,11,4,641
844316,Flexographic printing machinery,0,0,0,0,0,0,0,0,0,0,,171,2169,396,484,562,1131,2377,738,2879,1643,,23829,27880,28418,22529,18036,26167,17301,14444,19363,6333
844391,"Parts and accessories of printing machinery used for printing by means of plates, cylinders ...",0,0,5,0,0,0,0,0,0,0,,417,533,553,294,216,692,825,779,879,858,,64785,68239,75964,64307,57787,52295,66778,53211,45072,52220
844513,Drawing or roving machines,0,0,0,0,0,0,0,0,0,0,,544,425,86,55,106,41,187,64,11,51,,122,0,1830,1304,315,743,1108,642,703,581
844610,Weaving machines for weaving fabrics of a width <= 30 cm,0,0,0,0,0,0,0,0,0,0,,22,669,0,0,3,0,9,0,13,16,,1518,1520,1922,1039,1164,2699,1705,1024,1642,886
844811,"Doobies and jacquards; card reducing, copying, punching or assembling machines for use therewith",0,0,0,0,0,0,0,0,0,0,,83,0,18,181,5,0,0,0,0,52,,23694,61898,45000,39367,34643,33304,32351,24590,14802,31125
844839,"Parts and accessories of machines of heading 8445, n.e.s.",0,0,0,0,0,0,0,0,0,0,,236,348,641,216,644,305,355,257,262,297,,47751,66158,59618,44438,37753,50112,55995,45778,42033,86209
845019,"Household or laundry-type washing machines, of a dry linen capacity <= 6 kg (excluding fully-automatic ...",0,0,0,0,0,0,0,0,0,0,,1626,1177,958,203,199,283,289,268,364,563,,413,672,324,290,181,334,607,722,1366,2298
845121,"Drying machines, of a dry linen capacity <= 10 kg (excluding centrifugal driers)",0,0,0,0,0,0,0,0,0,0,,407,614,639,588,839,1137,1294,2375,3100,5421,,1222,1268,1551,1711,1769,1917,2387,2101,2811,4000
845310,"Machinery for preparing, tanning or working hides, skins or leather (excluding drying machines, ...",0,0,0,0,0,0,0,0,0,0,,573,1225,552,268,75,255,131,304,111,3,,1815,1797,1301,1926,1770,3126,4324,3459,1506,2096
845610,"Machine tools for working any material by removal of material, operated by laser or other light ...",0,0,0,0,0,0,0,0,0,0,,467,3306,636,2323,1067,0,0,0,0,0,,134373,143522,174501,194925,175549,0,0,0,0,0
845970,Threading or tapping machines for metals (excluding way-type unit head machines),0,0,0,0,0,0,0,0,0,0,,659,827,377,161,441,255,425,1864,689,358,,2224,575,2285,2825,12549,1233,3084,5503,393,1049
846023,"Cylindrical grinding machines for finishing metal, numerically controlled (excl. gear finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,73,240,207,182,1736,,0,0,0,0,0,11332,17433,13713,17600,12408
846330,"Machine tools for working metal wire, without removing material (excluding wire bending machines ...",0,0,0,0,0,0,0,0,0,0,,176,581,291,229,180,150,430,607,202,389,,7526,9202,6458,8310,8790,9488,8349,11023,5735,4691
846410,"Sawing machines for working stone, ceramics, concrete, asbestos-cement or like mineral materials ...",0,0,0,0,0,0,0,0,0,0,,315,650,939,335,503,393,476,621,681,750,,1772,1075,1848,2395,1507,2333,2703,2991,2833,3693
846591,"Sawing machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...",0,0,0,0,0,0,0,0,0,0,,1580,1367,1608,1276,1446,1608,3367,2792,3502,4720,,7974,9169,10361,8788,10185,11695,11424,12055,10259,15695
901490,"Parts and accessories for compasses and other navigational instruments and appliances, n.e.s.",0,0,2,5,3,0,0,0,0,0,,42702,18852,27416,25774,15581,28728,22966,27676,29582,27336,,160860,144187,180014,144876,137408,172491,170409,168921,119523,138486
901720,"Drawing, marking-out and mathematical calculating instruments (excluding drafting tables and ...",0,0,0,0,0,0,0,0,0,0,,522,276,395,344,515,649,990,820,713,1017,,14769,12744,14742,13716,15259,15643,17759,17019,14942,15971
901790,"Parts and accessories for drawing, marking-out or mathematical calculating instruments and ...",0,0,0,0,0,0,0,0,0,0,,75,124,46,26,111,64,66,90,61,97,,9995,7685,8107,11143,10419,11868,13884,11216,8233,11183
901811,Electro-cardiographs,0,0,0,0,0,0,0,0,0,0,,1828,1462,1415,1342,1895,1789,2775,2441,3884,2231,,25846,25412,29643,29072,32001,33994,34380,40853,36207,34676
901813,Magnetic resonance imaging apparatus,0,0,0,0,0,0,0,15,0,0,,1116,1685,3018,1655,1721,2578,4950,2931,6757,5439,,453353,425009,448937,371583,391913,336686,359186,421506,335575,335662
880390,"Parts of aircraft and spacecraft, n.e.s.",0,666,0,189,3404,24,665,2126,96,0,,1,38,192,0,0,0,0,0,0,0,,68738,53694,48036,69022,114401,45406,139030,73761,39154,59514
