Product code,Product label,China's imports from Singapore-Value in 2012,China's imports from Singapore-Value in 2013,China's imports from Singapore-Value in 2014,China's imports from Singapore-Value in 2015,China's imports from Singapore-Value in 2016,China's imports from Singapore-Value in 2017,China's imports from Singapore-Value in 2018,China's imports from Singapore-Value in 2019,China's imports from Singapore-Value in 2020,China's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
20990,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,28,0,0,0,0,0,0,0,0,0
21019,"Meat of swine, salted, in brine, dried or smoked (excluding hams, shoulders and cuts thereof, ...",0,0,0,0,0,0,0,0,0,0,,282,296,465,373,202,249,432,114,212,212,,1845,3034,3947,3063,3601,5561,5855,9948,14546,21622
30191,"Live trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30219,"Fresh or chilled salmonidae (excluding trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,1230,1565,1469,1284,1478,764,648,376,284,2648,,11,38,0,0,1,103,0,0,2,3
30235,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,4,0,0,7,3,2,0,0,15,0,,1794,2045,3019,4124,6279,7907,12345,15996,9997,14597
30236,"Fresh or chilled Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,,59,78,49,15,5,405,784,1227,629,611
30254,"Fresh or chilled hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0
30273,"Fresh or chilled carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,37,0,0,0,1,0,0,0,0,0,,0,0,1,0,18,0,0,3,0,0
30281,Fresh or chilled dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,,16,0,126,135,244,104,144,37,0,0
30333,"Frozen sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,44,23,20,10,82,3,25,43,30,9,,4370,7190,7289,4746,1614,3443,2543,5071,4422,2413
30354,"Frozen mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,1834,2195,1550,736,505,751,454,853,493,824,,127454,128079,200179,150458,137075,171826,168172,200096,133943,119107
30355,"Frozen jack and horse mackerel """"Trachurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,61,56,33,18,9,38,0,0,7,11,,30837,28573,36042,35862,18580,23109,23731,28711,25950,31018
30383,"Frozen toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,2014,2033,2663,14978,44705,48449,60784,18528,8698,7737,,9691,7837,1569,4377,13790,20632,126650,166694,122247,73204
30451,"Fresh or chilled meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,14,7,0,0,0,0,0
30474,"Frozen fillets of hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,35,8,0,24,29,11,11,20,60,66,,134,31,186,167,544,287,47,512,43,129
30489,"Frozen fish fillets, n.e.s.",59,0,0,0,0,0,0,0,0,0,,5944,6428,5473,7292,4328,4643,5072,4058,3054,5041,,8215,7485,9814,6158,6563,5406,6634,8924,5348,3089
30491,"Frozen meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding fillets)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,362,382,172,0,0,,170,140,478,222,126,0,150,242,105,0
30492,"Frozen meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding fillets)""""",0,0,0,0,0,0,0,0,0,0,,1,0,0,60,41,0,0,0,0,0,,0,82,341,0,486,65,352,1138,217,213
30554,"Dried herrings """"Clupea harengus, Clupea pallasii"""", anchovies """"Engraulis spp."""", sardines ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,52,98,152,,0,0,0,0,0,0,5114,19247,21037,10047
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",0,0,0,0,0,0,0,0,0,0,,845,1515,2326,3368,1722,1630,1972,1840,1351,1382,,202995,158857,160487,171106,215216,277322,276069,210011,155467,162621
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...",31,0,0,0,0,0,0,0,0,0,,8113,9903,8165,9332,9918,5370,6628,3124,3996,4277,,152749,194261,308840,440605,444814,472710,1355605,3973351,3103671,3188432
30633,"Crabs, whether in shell or not, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,257,833,1448,1682,,0,0,0,0,0,478118,793969,777980,803085,1125260
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even ...",0,0,0,0,0,0,0,0,0,0,,7622,5900,8608,14639,8102,13431,3792,3961,1725,2020,,51267,75444,92402,148382,194207,9326,7571,1840,813,3423
30739,"Mussels """"Mytilus spp., Perna spp."""", smoked, frozen, dried, salted or in brine, with or without ...""",0,0,0,0,0,0,0,0,0,0,,198,348,115,163,209,364,22,96,0,0,,6716,8583,12868,13772,17417,35,8,16,86,378
30743,"Cuttle fish and squid, frozen, with or without shell",0,0,0,0,0,0,0,0,13,0,,0,0,0,0,0,0,1541,1202,814,875,,0,0,0,0,0,502014,528155,861623,662848,899133
30782,"Live, fresh or chilled, even in shell, stromboid conchs """"Strombus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3809,4978,3583,2193,528
30783,"Frozen, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,426,29,28,24,,0,0,0,0,0,3820,6091,9207,5401,12575
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,716,1208,983,437,,0,0,0,0,0,40592,67340,64314,35587,47068
30812,"Frozen sea cucumbers """"Stichopus japonicus, Holothuroidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2955,4101,889,470,,0,0,0,0,0,10413,27138,47538,27707,17620
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,2585,2051,3166,2510,1479,852,752,834,1188,1523,,68040,148890,278782,307766,373620,391509,421165,513266,569470,695367
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,425,1223,1191,955,728,1374,606,285,720,740,,40657,67782,106321,151276,233533,445872,433441,505679,625007,844632
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,420,0,0,0,0,,0,0,0,0,0,0,168483,1477,504,359,,0,0,0,0,0,7332,4673,4825,863,1670
845720,"Unit construction machines """"single station"""", for working metal""""",0,0,0,0,0,0,0,0,0,0,,1702,940,1248,878,2651,1753,2721,1511,1106,794,,44692,22388,14260,11146,17443,12769,16548,14896,8769,10611
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",0,37,0,18,20,0,0,0,0,0,,5321,3782,2463,2384,2530,3797,2113,9184,2455,1940,,8230,2175,2419,5231,1934,6639,5600,8437,4521,1965
845940,Boring machines for metals (excluding way-type unit head machines and boring-milling machines),0,0,0,0,87,0,0,0,0,0,,1637,6124,13055,9453,1673,3549,0,0,0,0,,73357,88426,44015,32573,32403,0,0,0,0,0
845210,Sewing machines of the household type,0,0,0,0,0,0,0,0,0,0,,2152,5584,2586,4096,2727,3316,2081,849,652,714,,2262,2937,7024,5963,6931,5671,8142,8644,9271,6795
846120,"Shaping or slotting machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,0,0,0,,535,178,131,245,85,2176,166,286,3046,107,,201,6317,195,34,3430,67,8619,2508,481,1550
846130,"Broaching machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,0,0,0,,51,52,73,192,11,12,196,26,16,17,,82491,74570,49667,57384,36899,47416,43773,32413,30746,19369
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",0,0,0,0,0,0,0,0,0,0,,1884,828,439,1708,737,492,1155,908,567,401,,359539,372599,271040,237715,309820,316967,417692,346716,223983,283438
846221,"Bending, folding, straightening or flattening machines, incl. presses, numerically controlled, ...",204,148,0,127,13,0,0,0,0,0,,2927,2050,1786,1198,739,347,620,1345,807,297,,310704,260008,254190,220845,205536,214056,225394,249403,227592,198654
846239,"Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined ...",18,8,1,0,1,0,0,0,0,0,,564,1941,5644,1499,321,506,555,1778,344,670,,31088,33485,44613,22104,12216,20418,11933,21196,16084,11063
841960,Machinery for liquefying air or other gases,19,46,27,14,85,146,101,0,23,0,,3334,11850,7420,8369,7701,6968,2089,3660,5611,7672,,42610,94623,133773,31131,35863,24385,15433,22585,46872,70687
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",0,0,0,0,0,0,0,0,0,0,,518,640,1016,1029,878,977,300,304,3378,900,,29907,16694,29030,18955,27507,39168,27860,29187,23534,34356
844520,Textile spinning machines (excluding extruding and drawing or roving machines),0,0,0,0,0,0,0,0,0,0,,325,160,815,26,3762,0,26,8649,2641,1373,,211006,205311,227200,190889,185211,272102,200401,174967,140048,162031
844842,"Reeds for looms, healds and heald-frames",0,0,0,0,0,0,0,0,0,0,,1732,98,91,1002,673,51,7,9,41,1,,13996,14558,18202,16820,16728,18639,20141,17593,15208,17889
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic",0,11,4,47,26,0,0,9,0,0,,5683,13804,7617,4775,32915,7934,6751,12141,5639,4608,,17993,14282,15101,14831,10305,12035,11545,9714,13606,12278
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,0,0,0,0,0,0,0,0,0,,4994,1552,3317,1171,1826,385,225,90,52,2,,26852,21189,9112,4980,3881,6389,15936,16553,12179,16349
842840,Escalators and moving walkways,0,0,0,0,0,0,0,0,0,0,,132,59,195,733,208,45,171,637,71,51,,1217,3047,5564,933,96,1950,940,146,658,133
842911,"Self-propelled bulldozers and angledozers, track laying",0,0,0,0,0,0,0,0,0,0,,20439,10178,3781,9568,12564,3817,8999,38679,17896,6372,,72303,58635,64584,32185,21219,22855,26444,20906,19028,34428
843010,"Pile-drivers and pile-extractors (excluding those mounted on railway wagons, motor vehicle ...",0,0,0,0,0,0,0,0,0,0,,38145,39509,69943,59372,65309,52462,32172,22951,23021,27802,,31607,13482,12166,11951,18527,45206,63507,32399,74904,26772
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,0,23085,23356,34880,0,0,0,5500,0,0,,36460,41176,56834,44847,33763,31159,18051,11873,13664,19674,,67693,119734,75670,220476,39130,15630,38873,51318,39743,26887
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",0,0,1,949,184,0,0,0,0,0,,100,1490,149,1139,1238,787,512,369,1174,430,,13398,18317,15202,15001,16672,5147,1386,4326,3375,4383
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",0,0,44,0,0,0,0,0,21,0,,13660,16629,113535,181281,80370,7546,4753,7983,7751,9124,,42921,23488,27829,23586,15887,20239,20995,20668,20611,12961
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",0,0,0,7,17,0,23,5,0,0,,1584,775,579,266,313,2384,2870,447,540,653,,3515,4750,4167,2948,3326,4175,4131,1987,4943,2202
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings ...,0,0,0,2,4,11,10,7,0,0,,4297,2596,4325,4960,3667,6776,9124,8746,6228,5683,,17706,15250,24689,26166,19611,15329,26283,9570,16174,13616
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",0,0,0,0,0,0,0,0,0,0,,8736,4597,4643,4401,4981,3663,2809,3011,3571,3682,,3125,3721,3992,4023,3492,4391,3657,5797,6539,5821
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.",0,0,0,0,0,0,0,0,0,0,,20481,28124,27088,20858,19150,22098,16382,15030,11854,17332,,1643,881,5336,6938,9562,16655,21264,19405,12978,17924
848010,Moulding boxes for metal foundry,0,0,0,0,0,0,17,0,0,0,,1261,790,6355,1551,976,1056,911,2296,1243,1301,,5783,10720,6975,4862,6372,6322,7758,8428,4910,8965
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),11,13,15,3,0,2,0,1,0,0,,173,225,1221,172,484,326,292,991,541,745,,9085,9707,5971,8285,5969,8380,9235,9434,15701,16141
847420,Crushing or grinding machines for solid mineral substances,781,1280,884,64,889,1,0,0,2,0,,15973,17574,11978,14234,9660,10398,10383,6467,6617,4554,,261321,284214,174967,87251,92608,89361,155478,181938,152829,79620
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,0,0,0,8,0,0,0,0,2,0,,2055,8781,1791,2127,7569,4422,12194,6891,7393,7145,,131883,101161,96302,214921,253592,263245,183395,151909,128731,164236
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,499,1926,1565,827,,0,0,0,0,0,37153,61033,38964,18702,17322
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",0,4,120,0,0,0,1,0,0,0,,1527,1319,1307,851,546,698,548,847,209,421,,56358,58694,46965,44331,26254,46162,52748,35122,32409,46367
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",0,1,0,0,0,0,0,0,0,0,,135,544,1713,415,1037,666,383,501,222,270,,4219,3126,8307,779,1469,3234,3543,679,167,961
853530,"Isolating switches and make-and-break switches, for a voltage > 1.000 V",0,0,0,0,5,0,2,0,0,0,,102359,51889,29369,17487,12412,5030,6786,6281,5002,6113,,23047,20313,13911,16063,9199,17321,17253,27915,27278,29361
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",2,0,1,1,0,0,0,0,0,0,,57547,45040,63633,41148,38965,23579,21211,17900,11535,9735,,132759,190244,245145,188999,149308,157149,212292,115827,43897,31225
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",0,0,0,0,0,0,0,0,4,0,,23811,13435,11225,6966,6924,7964,5279,9469,2677,2530,,18488,16991,26030,19584,26506,19231,18157,19530,11505,14383
852842,"Cathode-ray tube monitors """"CRT"""" capable of directly connecting to and designed for use with ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1323,590,841,2915,,0,0,0,0,0,209,227,157,48,56
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",7,0,0,0,0,0,3,0,2,0,,108051,108280,77236,54601,58370,64893,52212,41494,18280,16192,,49469,42477,45769,42563,80688,87463,101513,118286,112159,91657
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,226,1173,402,406,270,898,3613,1920,5010,899,,0,0,0,7,1,1,21,0,0,2
851950,Telephone answering machines,0,0,0,0,0,0,0,0,0,0,,363,1960,4490,274,829,1741,6067,1547,10122,2674,,15,33,39,342,115,43,5,1,0,0
851310,Portable electrical lamps designed to function by their own source of energy,26,9,59,50,3,2,25,3,5,0,,6511,6433,5982,4106,3745,4553,4674,7618,4457,11265,,25540,24850,29281,11094,7686,7484,7752,8257,6277,7187
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",2,0,0,3,0,0,0,0,0,0,,3236,2537,2146,926,1225,988,1112,1320,1900,1376,,2463,2593,8112,8145,8716,7711,9410,10933,8921,9701
732181,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",0,0,0,39,0,0,0,0,0,0,,188,333,78,174,173,48,42,354,2028,2849,,449,372,588,487,366,444,1041,395,485,681
732211,"Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel ...",0,0,0,0,0,0,0,0,0,0,,647,341,424,697,148,165,198,485,258,427,,633,195,112,85,88,297,692,644,545,2021
732391,"Table, kitchen or other household articles, and parts thereof, of cast iron, not enamelled ...",28,0,15,12,15,17,1,1,1,0,,1417,1739,1744,1460,1053,897,626,1072,1113,1299,,1461,2040,2540,3581,5068,7349,8862,9884,8620,8423
732429,Baths of steel sheet,0,0,0,0,0,0,0,0,0,0,,2104,477,576,291,389,611,934,461,478,1152,,5614,6636,7034,5776,6225,6775,7999,7999,7604,7950
730512,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,8,0,536,0,0,0,0,,99264,58564,62695,28502,6231,12216,5139,11735,20898,17362,,21394,28040,5224,15881,6732,817,447,761,1968,4170
730519,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,10,0,0,0,0,0,0,0,,3535,2437,2156,4886,6936,3278,2875,1324,2626,3796,,24,5758,4768,32564,28,149,1397,9078,61,21957
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",12,1,115,231,2,0,0,11,85,0,,71214,69145,68996,48935,23428,28251,23537,21094,16886,19016,,19306,15609,12037,12923,15713,12928,8463,9592,6668,8431
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",53,88,13,2,0,0,0,0,0,0,,11232,18529,28885,28340,23299,19701,12528,9004,9177,8762,,454744,287287,151445,221257,80600,23143,6623,32507,26507,36395
722860,"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further ...",151,117,57,79,5,128,12,1,0,0,,17819,14928,15829,12531,11375,8244,7534,6920,5125,4909,,30682,27230,23591,25541,27720,34425,34749,26340,26954,28326
731414,"Woven cloth, incl. endless bands, of stainless steel wire (excluding woven products of metal ...",28,12,2,1,60,191,55,1,0,0,,15673,10255,12090,8830,3110,1693,1875,4827,2549,2541,,49422,49404,58216,49213,49851,59725,65078,67889,81329,89988
731420,"Grill, netting and fencing, welded at the intersection, having a mesh size of >= 100 cm©÷, of ...",0,0,0,0,0,0,0,0,0,0,,8908,6505,4992,3481,5068,11262,5272,4043,3073,5181,,670,657,751,371,442,468,1117,472,38,67
740821,"Wire of copper-zinc base alloys """"brass""""""""",0,1,2,2,0,0,0,0,0,0,,7148,5554,4151,2514,1506,1141,1163,1135,1914,5207,,63558,57620,49544,41131,34826,46534,42614,37335,40719,83070
761691,"Cloth, grill, netting and fencing, of aluminium wire (excluding cloth of metal fibres for clothing, ...",28,146,17,17,35,1,4,2,0,0,,259,195,468,718,725,216,115,780,1093,135,,5868,7126,7280,5852,6721,9401,10067,11733,7033,9250
780411,"Lead sheets, strip and foil, of a thickness """"excluding any backing"""" of <= 0,2 mm""""",0,0,0,0,0,0,0,0,0,0,,1412,319,339,184,323,1014,265,284,163,40,,5065,5764,1192,1763,587,529,515,457,478,444
780420,"Lead powders and flakes (excluding grains of lead, and spangles of heading 8308)",0,0,0,0,0,0,0,0,0,0,,49,2,0,67,202,0,6,81,237,4,,149,100,101,92,96,202,63,58,56,1351
810419,"Unwrought magnesium, containing < 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,7,36,3,1,2,1,22,13,71,22,,169,109,276,677,1464,301,146,393,760,718
810490,"Articles of magnesium, n.e.s.",0,0,0,0,0,0,1,22,133,0,,2166,4563,2423,2739,2687,1727,3942,2226,1269,713,,2728,2897,5107,6161,8219,7649,11489,6067,5631,6338
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),0,0,0,0,0,0,0,0,0,0,,12,141,0,0,0,0,1666,2303,1436,1464,,0,0,0,0,0,0,0,0,0,0
810720,Unwrought cadmium; cadmium powders,0,0,0,0,0,0,0,0,0,0,,819,0,39,3,0,0,0,0,6,5,,23785,19362,17865,11181,11044,13415,13919,10011,11032,7972
810820,Unwrought titanium; titanium powders,0,0,0,0,0,0,0,0,0,0,,128,60,146,39,91,166,164,60,443,42,,6401,9401,9814,7705,28409,39051,51363,76037,56871,123239
811090,"Articles of antimony, n.e.s.",0,0,0,0,0,0,0,0,0,0,,467,282,376,25,64,17,20,7,266,28,,371,220,288,164,94,374,551,293,376,202
811251,Unwrought thallium; thallium powders,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,0,0,1,3,1,3,2
820150,"Secateurs and similar one-handed pruners and shears, incl. poultry shears, with working parts ...",0,0,0,0,0,0,0,0,0,0,,128,161,83,561,601,371,109,84,50,67,,2736,2710,3091,4545,4350,4743,4919,5546,4825,4337
820220,Bandsaw blades of base metal,1,0,0,0,0,0,2,0,0,0,,7870,8165,9313,7080,6669,4835,3077,4934,3264,5134,,54406,53023,47961,34502,29878,38972,43693,37771,34888,36247
820330,"Metal-cutting shears and similar hand tools, of base metal",0,0,0,0,1,0,0,0,0,0,,4996,2907,3668,3872,1413,2857,3395,3092,2079,1536,,1413,2077,1777,1491,1543,1947,1623,1639,2959,2913
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",0,0,1,0,5,0,0,1,0,0,,1148,821,345,526,610,307,277,196,206,212,,4267,3482,4118,6319,6001,6838,5708,4718,4590,4049
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",432,121,142,27,7,3,7,22,6,0,,6809,35871,45033,44021,29703,19002,14076,8616,11357,11814,,24451,17540,18594,17105,18331,21828,16084,19598,13286,14180
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",0,0,0,0,0,0,0,0,0,0,,567,109,149,135,67,277,121,197,5692,129,,133712,197014,246471,219337,259069,365468,324043,278818,203571,226936
840420,Condensers for steam or other vapour power units,0,33,0,29,58,0,0,0,3,0,,8030,4652,5493,4777,1380,738,323,2914,1055,793,,688,3865,3514,1896,1704,4687,765,2591,1711,2967
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,0,1,0,0,0,0,0,0,0,0,,18787,33297,4439,5735,5905,9795,7765,11258,7730,14365,,36172,4558,8721,9797,4920,6653,11390,4389,4604,4197
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,3698,37203,14661,5764,2626,566,1155,3237,34,3,,56306,67903,108953,71798,14370,35144,53411,67545,56660,0
840731,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,0,0,0,,363,216,422,526,81,145,13,3,56,409,,1,158,39,28,55,36,63,50,11,34
820520,Hammers and sledge hammers with working parts of base metal,2,2,1,1,5,0,0,0,0,0,,5699,3619,4301,7515,2026,1340,1751,1228,636,935,,2383,2907,2697,2208,2339,2464,2440,1981,2542,3369
820780,Interchangeable tools for turning,729,66,17,97,0,4,10,13,1,0,,1715,1195,2425,4217,4928,5183,9422,17567,13679,17322,,15704,21063,26400,18196,18541,20232,23514,23617,19510,27631
820820,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for w ...",0,0,1,0,0,0,0,2,0,0,,943,3071,4712,2254,1728,1809,714,936,461,465,,7021,7077,7348,6142,7561,9920,11078,9304,7341,7457
820840,"Knives and cutting blades, of base metal, for agricultural, horticultural or forestry machines ...",0,0,0,0,0,0,0,0,0,0,,331,102,96,2547,252,51,119,962,4232,480,,20545,21143,20580,19677,18376,17676,19760,15004,15244,17787
