Product code,Product label,Russian Federation's imports from United States of America-Value in 2012,Russian Federation's imports from United States of America-Value in 2013,Russian Federation's imports from United States of America-Value in 2014,Russian Federation's imports from United States of America-Value in 2015,Russian Federation's imports from United States of America-Value in 2016,Russian Federation's imports from United States of America-Value in 2017,Russian Federation's imports from United States of America-Value in 2018,Russian Federation's imports from United States of America-Value in 2019,Russian Federation's imports from United States of America-Value in 2020,Russian Federation's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,0,,38980,37939,36879,43741,42954,46180,59404,58370,59585,59298,,381,361,96,71,43,13,0,11,49,116
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",25,2,0,0,0,0,0,0,0,0,,52999,66192,56545,32531,86255,50518,72386,76903,67800,94637,,652267,714807,452052,133270,138553,184731,188492,136255,110072,110330
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,594,954,197,138,419,94,148,211,185,539,,359,434,368,81,71,92,94,119,90,168
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,2436,2275,1876,1683,1540,1357,893,2136,3007,3005,,8,34,14,2,153,0,4,29,25,47
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,97,194,551,456,478,537,204,75,3,3,,0,0,0,0,7,9,8,9,3,3
30271,"Fresh or chilled tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,4562,1305,5145,2104,1233,1145,1068,2209,6309,6964,,0,0,0,0,0,0,0,0,0,0
30283,"Fresh or chilled toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,62,0,145,0,549,252,327,311,265,175,,0,0,0,0,0,0,0,0,0,0
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,9601,10193,9040,7678,6984,0,0,0,0,0,,1288,1495,816,189,50,0,0,0,0,0
30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",0,326,3252,0,0,0,0,0,0,0,,210961,373359,306549,364738,220849,427882,256135,286258,158825,281093,,1316,34488,52045,14770,16879,34524,23922,24743,33942,21347
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",279,1338,654,0,0,0,0,0,0,0,,91463,164572,168577,140900,168035,159714,133635,150333,151647,109339,,421,1497,1566,0,30,22,61,8,0,20
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,1619,766,693,468,401,89,114,105,44,124,,0,0,0,0,0,0,0,0,0,0
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",0,0,0,0,0,0,0,0,0,0,,5325,1745,2294,1615,2415,2670,2222,1922,1244,1039,,143,706,155,351,0,0,0,0,0,0
30364,"Frozen haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,712,337,356,170,129,219,299,129,175,98,,656,431,595,0,0,0,0,0,20,0
30389,"Frozen fish, n.e.s.",1019,2182,1558,0,0,0,0,0,0,0,,480267,344001,366815,347298,360422,395772,424155,358721,339159,329956,,121302,154243,159694,101391,94732,57575,59167,61431,59297,70553
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,347,885,2459,2742,2060,,0,0,0,0,0,2934,2184,3926,2586,11373
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,2575,2240,2316,2289,2042,1898,1034,735,345,456,,58,153,36,0,0,7,0,0,0,0
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",0,0,0,0,0,0,0,0,0,0,,5455,2774,3203,2184,1193,1271,1252,770,1325,1504,,25,44,8,3,1,1,10,57,65,429
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,30991,23005,34532,38943,55051,74467,82080,76257,66647,80270,,236,861,9761,17085,22491,24723,60380,39806,35615,32328
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,16021,17688,14734,9491,6557,6797,6194,6928,5534,8111,,2137,2292,2803,2406,1354,2135,2260,2126,2445,3248
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,0,0,0,0,0,0,0,0,,351,311,87,105,279,107,282,122,173,53,,11629,34447,74592,74307,82166,76716,86063,96135,84607,96387
30544,"Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,25,110,360,89,6,35,19,11,3,0,,393,384,238,15,4,4684,651,0,0,0
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,139,52,38,17,241,5,13,11,3,77,,15,37,0,466,360,1910,893,1093,814,2505
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,261,457,1358,108,99,189,1364,1272,783,95,,0,1,0,0,1,0,0,2,0,0
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",0,0,0,0,0,0,0,0,0,0,,1140,899,1212,1708,1827,0,0,0,0,0,,4601,14690,15026,1457,442,0,0,0,0,0
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",1,1,4,0,0,0,1,11,0,0,,1087,308,595,438,685,393,595,720,351,379,,417,457,378,203,204,156,80,138,82,116
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,3386,5171,4313,7618,8388,7653,13426,11154,8928,10246,,3762,5580,5670,8770,4918,5494,4006,5568,2134,2020
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",0,0,0,0,0,0,0,0,0,0,,27672,106179,156962,77064,66447,64573,115918,111512,113429,124517,,78948,168857,166194,83881,129738,151510,75734,140070,97378,95736
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,0,0,0,0,0,0,0,0,,35652,60518,53720,43591,28046,35657,50058,42379,38426,52463,,1009,1201,1017,1611,2759,1657,742,67,30,30
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",96,16,15,4,0,3,1,0,0,0,,16256,17449,18449,13556,13740,13202,8009,6602,6073,7924,,32303,37405,36385,33610,24623,27501,25808,30934,33516,37841
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",2,7,7,0,0,0,0,0,0,0,,4469,7178,5295,4825,5905,8366,5088,3438,3758,5632,,11495,6921,4252,4398,4877,6857,8899,13170,17630,17118
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",159,394,802,214,210,0,46,47,0,0,,154696,171180,177513,174987,174263,185008,193774,193230,186116,241242,,120889,136959,131999,132044,118338,110389,118645,120416,113600,142459
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",45,0,0,0,0,0,0,0,0,0,,1948,1550,1604,2019,1200,1279,1223,837,859,1343,,141246,131788,104341,89774,64556,61304,64605,54118,46583,94360
70110,Seed potatoes,0,0,0,5,0,0,0,0,0,0,,8533,7977,7809,7735,7190,26562,9329,12884,15260,17249,,19337,21381,19335,23110,9484,14473,12523,7906,7210,11930
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",89,105,0,0,0,0,0,0,0,0,,16221,18009,20154,17916,17326,19306,19266,22326,22336,26415,,44701,56660,56171,34971,24082,27427,27136,24981,23010,24296
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,153937,146071,147702,119548,144330,149565,173207,163567,144452,155757,,1018,1058,1511,919,1042,1032,1472,2233,2001,3081
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,4949,4212,4070,3217,3370,3573,3304,3268,4708,3872,,792,371,296,127,99,116,128,123,68,188
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",0,231,2576,0,0,0,0,0,0,0,,244986,227842,191476,176092,189136,182316,148246,161510,175884,177580,,673,1428,6594,3818,1650,2534,2389,1593,1970,1325
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",68,72,55,0,0,0,0,0,0,0,,80189,96494,111875,140690,172336,183999,192252,188193,189335,188461,,100,146,139,84,147,272,395,1024,2430,2899
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,0,,622,562,446,406,1618,1887,568,836,408,1108,,0,3,1,0,40,0,23,0,0,0
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,0,,1891,2689,3297,4236,3525,5817,4269,4378,2766,4239,,5729,4988,3932,4153,1156,4254,3217,4569,2864,4546
80232,"Fresh or dried walnuts, shelled",21,129,323,0,0,0,0,0,0,0,,651402,708532,881239,1018093,753835,859402,858012,754807,831766,869175,,28870,13193,10247,7964,5899,12984,15767,22253,28398,33236
80261,"Fresh or dried macadamia nuts, in shell",0,0,0,0,0,0,0,0,0,0,,1123,528,1430,9983,7585,10302,9299,15207,4418,8268,,9,21,38,8,0,32,5,339,380,2294
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,50281,55406,61243,63924,76898,,0,0,0,0,994,361116,383149,423060,433381,465656
80540,Fresh or dried grapefruit,2,38,6,0,0,0,0,0,0,0,,158849,134719,123817,122314,104349,79359,66626,71459,70290,51880,,118183,152254,121599,85199,94610,90005,112383,118992,76296,61980
80719,Fresh melons (excluding watermelons),0,1,0,0,0,0,0,0,0,0,,131601,132867,135850,125764,124886,130929,137447,123156,102284,117310,,17949,10437,9584,5564,5588,10030,9864,11545,13249,14190
80830,Fresh pears,8802,12312,5830,0,0,0,0,0,0,0,,215783,226033,226257,198331,169004,154465,159152,168515,138024,154501,,441176,387046,355252,150473,150317,186360,201582,186368,195230,194072
81070,Fresh persimmons,2,6,0,0,0,0,0,0,0,0,,8409,8953,9153,8411,7245,6544,7752,8405,8774,9263,,165787,149379,107036,94902,87337,112165,131207,118346,129434,155040
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",1728,1300,1330,0,0,0,0,0,0,0,,168664,176069,191179,161289,164455,158519,153011,167005,171847,196282,,37059,37254,46611,29660,21534,39100,52963,56179,54799,76104
847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),0,0,945,0,156,111,0,0,0,0,,18214,21781,23167,23491,26386,33192,30338,28750,23891,23463,,23211,106276,21920,15417,11015,11267,42894,19436,9805,16767
850630,Mercuric oxide cells and batteries (excluding spent),0,1,0,0,0,0,0,0,0,0,,2630,2908,1556,1866,1414,4033,4402,578,391,347,,0,1,0,0,0,0,0,0,0,0
852799,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",38,84,52,6,18,14,4,2,0,0,,123738,92410,78875,91202,73458,77771,87963,53828,47471,44658,,27825,23792,14602,8275,6156,4751,5104,6268,7065,5078
852713,"Radio-broadcast receivers capable of operating without an external source of power, combined ...",0,0,0,6,0,0,0,0,0,0,,56259,55671,43983,24119,20021,24291,19904,13667,6239,10175,,79557,51936,40570,13142,11184,16162,15549,11582,12005,18313
852861,Projectors of a kind solely or principally used in an automatic data-processing machine of ...,23,5,0,0,0,0,0,0,0,0,,61072,63521,56039,45343,38441,0,0,0,0,0,,1015,753,1442,111,12,0,0,0,0,0
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",0,0,0,0,0,3,0,0,0,0,,113211,109286,103095,88146,95464,89153,85977,82397,73605,78475,,1753,1737,3838,1654,1693,2323,2470,1887,2018,1961
852581,"High-speed television cameras, digital cameras and video camera recorders specified in subheading ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,27
854011,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour",0,0,0,0,0,0,0,0,0,0,,4725,3396,6401,2728,3153,2366,2378,2025,1880,681,,4537,3993,1474,1,1,17,14,3,0,0
870190,"Tractors (excluding those of heading 8709, pedestrian-controlled tractors, road tractors for ...",46508,40306,54002,10014,34961,1674,0,0,0,0,,2986881,2595119,2550529,1922880,1771106,0,0,0,0,0,,432820,354598,388152,197717,263210,1732,0,0,0,0
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 ...",15,2587,393,0,0,0,0,0,0,0,,282534,292729,270707,221504,220348,195236,319891,197139,165944,189458,,198916,359629,265819,0,0,0,0,0,0,0
871160,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with electric motor for ...",0,0,0,0,0,49,38,8,19,0,,0,0,0,0,0,16138,29645,43861,59676,68109,,0,0,0,0,0,9183,16293,16248,34843,80282
871200,"Bicycles and other cycles, incl. delivery tricycles, not motorised",72,99,109,18,37,25,9,7,62,0,,125124,125428,128555,104452,100204,88208,96741,102633,96314,116025,,107243,119906,114392,82521,68175,81903,105309,108639,124641,212497
871390,"Carriages for disabled persons, motorised or otherwise mechanically propelled (excluding specially ...",313,3,0,10,0,0,0,4,0,0,,40148,32450,34583,31584,27308,27602,30278,30506,30829,26150,,7433,6878,6434,5577,4733,3586,4799,4501,4995,5246
871492,"Wheel rims and spokes, for cycles (excluding for motorcycles)",0,0,7,1,3,0,0,2,2,0,,39541,37712,33620,31133,28603,28558,22387,20878,19979,27346,,6533,8421,7609,5057,4429,5164,6173,6529,3930,8680
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ...",0,0,0,0,0,0,0,0,0,0,,186625,219105,219651,207469,369277,497754,539469,559049,497049,657656,,506,0,54,0,32,840,0,237,0,75
860110,Rail locomotives powered from an external source of electricity,0,0,0,0,0,0,0,0,0,0,,0,0,0,3973,2706,1059,236,0,3482,1773,,13805,4783,28300,834,3934,4899,628,4790,1234,6163
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ...",0,0,0,0,0,0,0,0,0,0,,202647,213348,225190,196162,145591,183930,120519,96584,133166,184443,,49509,22184,12594,20606,2670,1093,36,3558,2441,3197
860610,Railway or tramway tank wagons and the like (excluding self-propelled),0,0,0,0,0,0,0,0,0,0,,217986,320110,303021,324947,399419,310886,318477,946471,343940,333564,,553003,464742,25455,3550,9660,6608,17421,79112,7511,22582
860691,"Railway or tramway goods vans and wagons, covered and closed (excluding self-discharging goods ...",0,0,0,0,0,0,0,0,0,0,,2312,15085,16935,20602,44606,52591,17097,37435,72501,123756,,65217,128891,39365,450,179,4960,14835,218,1776,9007
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",0,0,1,0,0,1,0,0,0,0,,7512,7736,4672,5348,11832,6271,4241,4414,1862,2780,,866,1044,1055,2190,2129,3519,3220,1543,1248,1772
911019,Rough clock movements,0,0,0,0,0,0,0,0,0,0,,105,25,19,60,22,572,972,779,496,1236,,0,0,0,0,0,7,8,18,7,6
911090,"Complete, unassembled or partly assembled clock movements """"movement sets""""; incomplete clock ...""",0,0,0,0,0,0,0,0,0,0,,2355,822,484,267,516,1028,343,281,281,349,,186,129,60,57,87,49,24,16,12,3
911110,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of precious ...",0,0,0,0,0,0,0,0,0,0,,1584,1305,2156,978,859,507,755,1816,1697,1446,,148,13,19,11,19,27,18,14,19,3
911190,"Parts of cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ...",0,0,0,0,0,0,0,0,0,0,,2131,734,1340,1052,753,235,507,714,1540,560,,199,195,469,475,146,145,186,188,130,192
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,15796,63039,25731,15734,6155,4220,3823,6034,5075,4606,,0,0,0,0,0,23,7,30,8,4
900710,Cinematographic cameras,0,0,0,0,0,0,0,0,0,0,,26686,12921,12828,16374,20576,19458,20096,21890,15147,18640,,118,97,12,36,68,36,36,38,38,50
940610,"Prefabricated buildings of wood, whether or not complete or already assembled",0,0,0,0,0,198,0,395,0,0,,0,0,0,0,0,38364,37664,36887,22968,35038,,0,0,0,0,0,14893,22944,10639,13173,25241
930120,Rocket launchers; flame-throwers; grenade launchers; torpedo tubes and similar projectors,0,0,0,0,0,0,0,0,0,0,,67197,106940,88061,69896,81681,206215,243312,361106,180327,185234,,0,0,0,0,0,0,0,0,0,0
930330,"Sporting, hunting and target-shooting shotguns with one or more rifled bores (other than spring, ...",1042,878,579,0,0,0,0,0,0,0,,104187,134929,128927,101062,90021,103068,96279,96177,85212,101335,,23105,22785,14916,0,0,0,0,0,0,0
930599,"Parts and accessories for weapons and the like of heading 9303 or 9304, n.e.s. (excluding of ...",222,93,47,0,0,0,0,0,0,0,,40944,51315,49974,61749,40690,33852,64591,47497,74908,70045,,1746,13071,6337,0,0,0,0,0,0,0
930621,Cartridges for smooth-barrelled shotguns,25,77,10,0,0,0,0,0,0,0,,33768,30465,37386,29061,26304,22402,21639,25535,20203,22913,,2613,2471,1654,0,0,0,0,0,0,0
940382,"Furniture of bamboo (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2155,3053,5404,3945,5282,,0,0,0,0,0,546,677,928,2312,2141
940159,"Seats of cane, osier or similar materials (excluding of bamboo or rattan)",0,0,1,0,0,0,0,0,0,0,,1162,1385,956,905,1652,2724,3724,1787,2280,2059,,256,224,239,194,93,112,202,79,90,31
911011,"Complete watch movements, unassembled or partly assembled movement sets",0,0,0,0,0,0,0,0,0,0,,4276,6173,11272,9730,1815,3095,3025,1555,1228,1963,,18,5,7,1,7,7,7,4,0,0
901520,"Theodolites and tachymeters """"tacheometers""""""""",138,115,160,69,123,219,79,348,118,0,,52141,56553,54739,52958,49447,58175,64512,60723,62646,61235,,54413,27209,29424,14828,10460,14427,15401,15354,13477,19555
940530,Electric lighting sets of a kind used for Christmas trees,1,0,0,0,0,0,0,0,0,0,,6646,6444,7194,7109,7717,8073,6788,4625,2814,4025,,16436,15642,19206,11903,10265,16152,21203,24697,24172,43633
930520,"Parts and accessories of shotguns or rifles of heading 9303, n.e.s.",222,772,161,0,0,0,0,0,0,0,,43014,54166,57612,69040,70032,77983,81531,77816,70466,84953,,4508,5498,2723,0,0,0,0,0,0,0
940151,Seats of bamboo or rattan,4,3,2,0,1,0,0,0,0,0,,1978,1836,2119,1868,3132,0,0,0,0,0,,11265,9389,10393,4681,4384,0,0,0,0,0
961310,"Pocket lighters, gas fuelled, non-refillable",0,6,0,0,0,0,0,0,1,0,,19213,18484,14862,17400,15344,14695,14214,16267,16529,16499,,38396,40008,36333,31063,32460,33468,28900,29796,30918,33992
851930,"Turntables """"record-decks""""""""",10,0,0,0,0,0,0,0,0,0,,5333,7254,13372,13377,14605,13202,13717,10637,8644,12006,,189,192,321,289,274,542,918,132,129,219
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.",0,2,0,0,0,0,0,0,0,0,,27162,21785,13495,10886,9023,9898,9195,10088,7525,7428,,14,12,41,6,59,26,78,68,10,126
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",0,0,0,0,0,0,0,0,0,0,,5451,4040,5183,5790,5322,3922,4119,5758,4265,3680,,0,11,167,0,0,0,0,0,0,0
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",826262,1614805,5114275,0,0,0,0,0,0,0,,2465048,1485234,3214942,1520109,1872014,847495,207149,577850,860362,800658,,3232051,4119633,7010400,0,0,0,0,0,0,0
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,0,0,395,0,5873,598,0,2274,3992,0,,5500,4719,6988,6862,7501,5438,11292,5656,2648,2012,,20756,21448,41066,60552,89392,115760,35650,252177,184842,320602
871495,Saddles for cycles (excluding for motorcycles),4,4,1,0,0,0,1,0,0,0,,5228,2740,3572,2346,2198,2797,3044,2663,3590,4462,,5173,5399,5542,4130,3348,3841,3823,4553,3491,6938
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",838,945,680,366,276,18,0,0,0,0,,120472,129684,160594,107940,111209,87487,75553,64950,43161,41313,,3253,3938,3625,1838,7759,5024,2513,944,2470,23089
860799,"Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",418,456,298,91,23,1098,0,0,1232,0,,370461,393110,405298,407512,366140,316778,330103,292408,223686,282354,,80266,108246,72064,30822,50460,71061,75314,90358,48028,35964
480419,"Kraftliner, uncoated, in rolls of a width > 36 cm (excluding unbleached and goods of heading ...",0,0,0,0,0,0,0,0,0,0,,200226,196135,225878,203905,202489,212399,162703,177284,176974,221552,,787,521,53,24,151,13,0,336,88,557
441912,Chopsticks of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,638,788,634,387,707,,0,0,0,0,0,3340,3166,4435,3622,5617
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,0,0,0,0,0,0,0,0,,5186,4641,4579,3966,2886,2782,1327,855,638,1818,,1577,1677,1722,1652,2410,1919,1289,984,531,997
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,267,305,174,184,571,435,252,103,99,147,,6660,6103,18774,3716,2511,2638,2358,1996,715,517
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",3,0,0,0,0,0,0,0,0,0,,1005,225,13597,3520,2908,880,1267,20350,6999,8276,,44,47,57,95,61,71,55,44,82,223
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",0,0,0,0,0,0,0,0,0,0,,15001,12442,9982,8585,15484,14939,15441,16139,10145,10941,,431,370,229,214,268,304,4,8,6,23
480240,"Wallpaper base, uncoated",0,0,0,0,0,0,0,0,0,0,,3797,2309,2467,2090,1286,1167,1148,1473,820,1275,,4474,7581,10597,5831,10319,11595,7579,6382,6526,5512
