Product code,Product label,"Singapore's imports from Korea, Republic of-Value in 2012","Singapore's imports from Korea, Republic of-Value in 2013","Singapore's imports from Korea, Republic of-Value in 2014","Singapore's imports from Korea, Republic of-Value in 2015","Singapore's imports from Korea, Republic of-Value in 2016","Singapore's imports from Korea, Republic of-Value in 2017","Singapore's imports from Korea, Republic of-Value in 2018","Singapore's imports from Korea, Republic of-Value in 2019","Singapore's imports from Korea, Republic of-Value in 2020","Singapore's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",0,0,0,0,0,0,0,0,0,0,,5,18,57,33,36,28,37,97,26,60,,2758,1653,1576,1811,1801,1841,2368,3801,2900,3632
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,5,10,,209,865,754,742,376,282,256,289,343,340
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,0,0,0,0,0,0,0,0,,16,25,25,45,13,35,25,2,21,22,,151,108,186,305,92,186,85,215,807,529
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,0,0,0,0,0,0,0,,496,49,18,0,0,26,31,0,1,0,,1860,762,593,403,781,359,512,360,9965,17043
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),0,0,1,0,0,0,0,0,0,0,,5529,12434,10757,8063,5244,7558,4669,4930,4321,4718,,1077,861,1966,518,546,1278,1283,1381,2340,2700
283311,Disodium sulphate,0,0,0,0,0,0,0,0,0,0,,174,27,94,10,29,954,1190,748,16,10,,277,127,340,38,1014,99,318,2383,825,1082
283327,Sulphate of barium,3,1,1,0,0,0,0,0,0,0,,704,421,455,387,381,409,771,564,315,185,,370,662,817,626,537,363,438,449,618,532
283510,"Phosphinates """"hypophosphites"""" and phosphonates """"phosphites""""""""",0,0,0,0,0,0,0,0,0,0,,751,609,654,37,35,35,101,107,116,314,,4535,3244,2874,2477,2155,2681,3165,2231,2317,4700
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",0,62,0,3,0,0,0,0,0,0,,114,340,544,642,629,548,371,402,433,267,,3274,3601,3282,3514,3611,2464,2303,1805,1837,2730
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,31,1,1,1,0,1,1,,5,7,14,19,13,17,13,49,34,28
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",33,17,40,0,0,1,0,2,4,0,,231463,346500,405681,395449,422482,682901,910553,1958305,2428789,4423597,,988,371,339,355,278,4087,2433,2043,5801,8544
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,0,74,360,57,30,3,86,11,1,5,,294,253,342,259,283,334,200,322,8,0
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,5,,86,113,33,11,5927,43,89,3060,62,34
284610,Cerium compounds,0,0,7,1,0,0,0,0,0,0,,5474,1166,46,1831,268,602,115,160,176,235,,7279,240,579,2463,1869,2665,750,721,4878,6043
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",10,0,0,0,0,0,0,0,0,0,,41936,39271,45597,30713,26343,29687,36702,27879,21837,29605,,530,484,1653,1163,860,1192,1620,972,609,575
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,59,61,130,63,71,12,44,37,48,30,,15,338,9,288,714,356,155,151,1068,155
285310,"Cyanogen chloride """"chlorcyan""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,4,3,3,,0,0,0,0,0,0,0,0,0,0
290313,"Chloroform """"trichloromethane""""""""",0,0,0,0,0,0,0,0,0,0,,6265,4048,6489,3874,2791,3002,5066,4554,2514,5252,,115,181,84,154,152,131,84,113,95,292
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,0,0,0,0,0,0,0,0,,1,5,23,79,54,0,2,2,0,4,,0,3,0,0,0,0,0,0,0,0
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,725,4,0,773,1787,2346,3977,3708,2261,4271,,7555,3474,4970,3216,5114,6812,5802,4389,2837,3733
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,15,0,0,0,0,0,0,1675,2471
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",0,0,0,0,0,0,0,0,0,0,,7158,4338,3376,7546,7963,11004,14280,22045,19986,23996,,7860,6119,6242,4958,3820,3558,4342,5001,3632,4542
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",12,0,0,0,0,0,0,0,0,0,,853,112,408,650,8077,0,0,0,0,0,,599,189,240,144,205,269,0,0,0,0
290712,Cresols and their salts,0,0,0,0,0,0,0,0,0,0,,198,726,1772,1096,851,632,588,245,177,12,,372,481,438,406,819,458,701,454,1442,1022
290722,"Hydroquinone """"quinol"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,1644,1412,631,63,61,16,64,49,4,23,,1560,1369,1748,1827,1516,1343,1348,1877,1774,2391
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",0,0,0,0,0,0,0,13,0,0,,4523,1198,691,827,2001,4080,4359,5909,4819,4253,,757,7097,5358,1456,2993,1213,1627,1426,1607,1995
292213,Triethanolamine and its salts,0,0,0,0,0,0,0,0,0,0,,1441,3145,2903,1304,845,0,0,0,0,0,,3391,6150,2924,2604,1833,4490,0,0,0,0
292423,"2-Acetamidobenzoic acid """"N-acetylanthranilic acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0,,0,1,0,0,0,0,0,0,0,0
293120,Tributyltin compounds,0,0,0,0,0,0,0,0,0,0,,43,77,0,0,3,1,0,3,2,2,,0,0,0,0,0,0,1,0,0,0
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,725,955,2700,1482,670,,0,0,0,0,0,0,766,2433,1110,701
293212,"2-Furaldehyde """"furfuraldehyde""""""""",0,2,0,0,0,0,0,0,0,0,,45,0,0,0,0,0,0,0,0,0,,1078,618,656,522,952,819,670,1359,542,873
293292,"1-""""1,3-Benzodioxol-5-yl""""propan-2-one""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,9,0,0,0,0,1
280540,Mercury,0,0,0,0,193,88,0,0,0,0,,110,83,4,0,2,2,0,0,0,0,,55655,18874,7672,3549,2280,914,2,36,0,0
281910,Chromium trioxide,0,0,0,0,0,0,0,0,0,0,,378,663,1579,970,639,714,1244,1348,1271,1550,,1251,1426,1800,1075,1074,1013,822,680,277,511
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",0,0,0,0,0,0,0,0,0,0,,219,436,179,4,834,1741,1510,2157,2166,3664,,1090,1250,2732,3077,1869,1697,1970,2208,2404,2689
291260,Paraformaldehyde,0,0,0,0,0,1,0,0,0,0,,0,0,7,0,7,16,48,16,51,14,,178,192,666,502,646,924,876,711,587,1112
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),3,0,0,3,7,2,1,18,0,0,,185,168,240,136,447,456,1749,1558,1230,2253,,3650,5057,2543,2458,1872,2525,2811,2711,2680,2943
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",0,0,0,0,0,0,0,0,0,0,,1180,12261,9789,12630,12306,14271,16076,20904,24394,29128,,2748,1662,2094,2240,2080,2273,2538,4125,4375,6173
291737,Dimethyl terephthalate,1,0,0,0,0,0,0,0,0,0,,27656,17084,20237,17029,34033,48757,50442,39603,29627,44776,,768,15,443,583,0,16,0,0,0,0
910129,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",26,29,2935,471,5,2,1,27,0,0,,2966,3623,5615,6042,8568,6644,7168,7851,9080,34090,,98362,83971,161125,148465,117345,181439,262948,247523,157839,214257
901520,"Theodolites and tachymeters """"tacheometers""""""""",1,0,1,0,0,0,0,0,0,0,,166,152,222,276,843,118,112,146,293,321,,4638,2673,3043,3535,4535,18038,20281,15828,14997,19037
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",53,690,112,7,476,18,76,103,13,0,,6046,14621,12635,11743,7448,11911,11869,12695,11792,12136,,21394,15386,15567,15590,17791,21345,17362,15598,15233,19997
900640,Instant print cameras (excluding special cameras of subheading 9006.10 or 9006.30),23,8,81,29,23,8,1,1,62,0,,949,1444,1897,1249,831,209,127,193,58,384,,1898,3176,2965,3701,1785,3821,2767,4532,2489,3844
940151,Seats of bamboo or rattan,0,0,0,0,1,1,0,0,0,0,,21,81,98,123,1,0,0,0,0,0,,1324,815,438,379,316,318,0,0,0,0
911011,"Complete watch movements, unassembled or partly assembled movement sets",0,0,0,0,0,0,0,0,0,0,,1064,1201,1553,1343,3432,1719,1909,1617,1380,1884,,3496,4253,2155,1161,804,584,501,12676,23168,33041
940421,"Mattresses of cellular rubber or plastics, whether or not covered",55,29,14,63,5,2,5,2,21,0,,384,700,613,865,562,765,301,494,394,1014,,4460,5308,7661,5797,5089,6016,9375,9750,7513,17235
940530,Electric lighting sets of a kind used for Christmas trees,0,0,0,46,12,0,28,8,0,0,,9,29,6,79,33,12,155,98,13,31,,1552,1648,1868,1090,2283,1173,1323,1342,841,856
961310,"Pocket lighters, gas fuelled, non-refillable",0,0,0,0,0,0,0,0,20,0,,0,12,13,6,1,2,4,17,51,0,,218,111,257,215,129,397,417,556,641,804
950619,Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings]),0,0,0,0,0,0,3,0,3,0,,1288,1330,1568,999,1150,309,130,106,39,166,,80,109,146,89,137,202,487,265,176,146
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",39,5,0,0,98,2,1,0,0,0,,22046,20944,19925,13192,10639,11142,10444,8378,6555,10494,,8200,3182,2800,2653,3533,2989,1713,1522,1864,3217
960630,Button moulds and other parts of buttons; button blanks,25,7,0,5,41,0,9,5,3,0,,1407,1108,923,1021,1472,1213,1444,1253,1049,1050,,255,231,105,158,286,263,256,222,283,232
950621,Sailboards,0,0,0,0,0,0,0,0,0,0,,350,0,1,4,3,252,0,1,0,0,,453,199,155,130,167,239,240,180,170,199
940430,"Sleeping bags, whether or non-electrically heated",0,0,0,0,6,0,3,0,0,0,,165,52,83,215,215,145,105,187,291,351,,887,630,917,983,1302,2714,2667,703,531,997
910820,"Watch movements, complete and assembled, with automatic winding",1,0,0,0,0,0,0,0,0,0,,14,10,12,11,41,214,166,129,136,202,,6063,3308,1370,1091,13808,3586,4981,1859,1314,981
911120,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of base ...",0,0,0,0,0,0,0,4,0,0,,250,42,26,51,63,119,62,73,138,130,,485,243,274,342,216,231,154,236,397,312
911310,"Watch straps, watch bands and watch bracelets, and parts thereof, of precious metal or of metal ...",0,0,90,0,0,0,133,20,0,0,,13,3,17,56,381,74,27,26,486,1068,,1449,1151,1802,987,1031,642,873,977,1091,1155
930400,"Spring, air or gas guns and pistols, truncheons and other non-firearms (excluding swords, cutlasses, ...",16,0,0,0,0,0,0,0,0,0,,23585,8082,12224,16264,19287,18332,32833,19514,3777,4811,,545,1322,148,2510,1551,1380,3520,667,238,301
910521,"Wall clocks, electrically operated",0,0,0,0,0,0,1,1,2,0,,1444,1245,1243,637,455,385,442,299,364,764,,1430,1224,1721,1622,1076,1208,2174,1445,1403,1588
910610,Time registers and time recorders,2,7,16,0,0,0,0,0,0,0,,473,1266,675,131,385,27,22,27,27,26,,2548,2240,1528,1338,1212,906,1420,1926,1304,1339
900653,Cameras for roll film of a width of 35 mm (excl. instant print cameras and special cameras ...,2,0,0,0,0,3,0,0,0,0,,268,171,98,85,57,32,21,84,101,29,,1011,695,624,284,202,125,247,463,1049,1298
880212,Helicopters of an unladen weight > 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,0,5869,33587,0,1324,30422,11250,0,0,1768,,71958,178502,68066,120771,82153,163007,69545,112681,110939,105125
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",0,0,8,0,152,2,506,12,1,0,,6642328,9430492,13820386,13395261,5231008,4023948,754009,1631305,1621855,288668,,81974,74620,10630,147326,69703,159203,7926,15298,21208,8922
902221,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation, for medical, ...",260,33,78,73,153,18,802,30,0,0,,1325,547,621,1677,1025,657,1256,340,53,3,,1076,776,614,829,1189,56,2996,11163,1907,378
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,265860,282662,319844,418326,638317,,0,0,0,0,0,0,0,147,460,223
870193,"Tractors, of an engine power > 37 kW but <= 75 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,158959,177294,174966,138337,249033,,0,0,0,0,0,0,189,312,167,0
870331,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,384458,211175,169173,169356,192780,100367,20758,487,3979,2302,,0,7,24,781,571,0,6256,17412,0,73
860120,Rail locomotives powered by electric accumulators,0,0,0,0,0,0,0,0,0,0,,3,0,595,0,0,19,0,0,0,0,,13852,1461,0,0,0,6746,6213,14574,3983,104847
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,7,0,0,0,0,0,0,,175,173,188,472,286,798,541,285,313,315,,63373,90603,119148,95007,93228,101400,105229,66758,40524,35780
870410,Dumpers for off-highway use,0,0,1609,0,0,0,78,0,0,0,,98653,77187,83742,50058,6746,8574,3157,13223,4334,2116,,86624,72013,75945,66499,35323,37008,43017,30413,5121,15830
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,1,0,11,0,0,0,0,,130817,161578,185017,159795,82661,97861,66249,76050,50920,71517,,716542,92254,47386,46207,21495,25088,10495,20936,47,0
870530,Fire fighting vehicles (excluding vehicles for transporting persons),0,0,0,0,0,0,0,0,0,0,,4384,9289,11088,6967,17165,19982,22620,10795,16674,36652,,7178,6963,10644,3380,10943,10222,7050,10778,15854,10404
870590,Special purpose motor vehicles (other than those principally designed for the transport of ...,711,0,1171,0,55,288,0,734,4,0,,114477,165931,148598,126132,129275,140013,99633,122616,76512,78804,,35824,27172,28251,25668,29321,39156,11373,13215,13618,11417
810196,Tungsten wire,0,27,0,0,0,0,0,0,0,0,,9197,8908,8645,6691,5032,5934,6120,5645,5212,4644,,240,364,860,1041,653,651,995,473,537,648
810419,"Unwrought magnesium, containing < 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,89,2524,2156,2874,4847,4714,3976,5047,7355,9110,,270,102,114,481,1565,2527,6065,8730,2959,5984
820810,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for m ...",34,44,68,42,47,23,2,9,118,0,,1416,3068,4352,3034,5689,6432,7335,6847,8510,10903,,6738,8559,3851,2250,3004,4896,7412,6263,4629,9038
820820,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for w ...",11,0,0,20,4,0,0,0,0,0,,104,181,541,139,87,55,90,86,139,77,,1662,1154,2077,14817,8084,3039,1261,1044,592,988
820840,"Knives and cutting blades, of base metal, for agricultural, horticultural or forestry machines ...",0,0,0,0,0,4,32,3,0,0,,81,122,277,41,46,204,224,445,462,622,,737,249,445,303,338,201,842,336,445,279
821191,"Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...",0,121,88,1,1,0,0,0,0,0,,586,2006,2281,471,478,479,397,284,950,382,,1683,1711,7446,1726,1733,4966,3072,2042,1419,1126
821192,"Knives with fixed blades of base metal (excluding straw knives, machetes, knives and cutting ...",0,6,2,3,0,1,1,1,1,0,,632,573,449,602,410,376,269,1179,438,421,,1559,1891,2393,2805,2884,3537,2862,2314,1696,2638
780411,"Lead sheets, strip and foil, of a thickness """"excluding any backing"""" of <= 0,2 mm""""",6,50,0,0,0,0,1,0,0,0,,893,883,1028,363,151,143,3574,1059,251,522,,1424,1099,614,409,359,394,323,657,528,375
780420,"Lead powders and flakes (excluding grains of lead, and spangles of heading 8308)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,31,129,5,5,10,,172,159,214,306,152,196,179,281,405,385
790400,"Zinc bars, rods, profiles and wire, n.e.s.",2,0,0,0,0,1,0,0,0,0,,6597,7816,7799,5877,3161,3230,2615,1860,2211,2378,,1931,1022,1086,501,3241,5371,2297,775,540,1074
800110,"Unwrought tin, not alloyed",0,0,0,0,0,0,53,0,0,0,,10233,15698,15045,12132,8864,7938,7559,2887,4254,4776,,520137,628908,807963,632109,423056,378644,327943,391537,192499,553994
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),0,10,0,0,0,0,0,0,0,0,,2392,774,670,753,3489,5386,7594,1392,1349,1580,,0,10,0,0,0,0,458,142,689,354
810720,Unwrought cadmium; cadmium powders,0,0,0,0,0,0,0,0,0,0,,63,73,58,233,5986,7887,13520,9694,8963,9959,,833,28,11,7,9,5,0,0,8,1
810820,Unwrought titanium; titanium powders,0,0,0,0,0,0,0,0,0,0,,1602,403,717,450,351,365,108,97,267,649,,287,213,176,308,1378,624,954,406,264,493
811090,"Articles of antimony, n.e.s.",0,0,1,0,0,0,0,0,0,0,,164,232,0,0,8,15,11,0,1,0,,833,780,756,324,574,969,486,427,408,44
820150,"Secateurs and similar one-handed pruners and shears, incl. poultry shears, with working parts ...",0,0,5,0,6,0,0,0,0,0,,289,290,422,179,216,198,318,362,300,391,,238,343,242,305,210,298,301,271,108,153
820220,Bandsaw blades of base metal,12,2,2,5,4,2,2,2,5,0,,205,558,689,502,590,539,1466,944,805,742,,9424,8060,8437,8956,7735,6350,3714,3555,2499,3579
750220,Unwrought nickel alloys,0,0,0,0,0,0,0,0,0,0,,70737,201944,58014,49084,43787,30768,275,8,153,92,,41667,19794,3906,10309,1912,1946,3022,3564,104466,2514
761490,"Stranded wires, cables, ropes and similar articles, of aluminium (other than with steel core ...",560,124,3874,470,545,420,0,0,0,0,,2922,1463,1643,2310,7246,825,2672,2122,6679,4212,,5707,6261,7219,4322,1916,1100,391,473,331,210
732211,"Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel ...",2,0,0,12,0,0,0,2,0,0,,3743,884,97,270,124,294,79,140,129,6,,535,551,253,256,124,94,227,346,591,1230
730519,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",738,296,135,264,24100,0,135,189,201,0,,115013,124816,118780,98468,75827,21039,8614,6390,13957,8145,,6477,1949,3311,4142,29249,4004,2636,928,2658,2969
842840,Escalators and moving walkways,0,0,0,0,201,0,0,0,23,0,,2870,1475,803,308,67,193,5,321,154,198,,14811,17929,24016,35667,18901,12557,40918,27857,4759,13373
842911,"Self-propelled bulldozers and angledozers, track laying",75,0,49,0,0,0,0,0,0,0,,4446,2280,2583,2250,489,1068,660,8224,490,364,,15930,9827,5873,4324,19046,5736,6871,20712,18215,9635
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,0,0,436,0,0,0,0,0,0,,0,0,11683,0,2094,7244,5147,315,1709,20363,,45954,56215,17433,528,791,375,1544,3243,37,0
830520,"Staples in strips, of base metal",1,97,1,0,2,3,4,1,6,0,,5525,5661,6442,5893,5339,5073,6692,9320,12593,21541,,3107,3987,3091,3104,2965,2325,2254,2447,1433,1389
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",27,125,256,0,0,0,3,0,0,0,,115288,134579,147351,128754,162250,147192,147471,141983,147140,184543,,2498,1209,360,149,549,1196,411,258,5795,330
851950,Telephone answering machines,0,0,1,0,0,0,0,3,0,0,,0,8,0,15,0,0,78,3833,18,6,,236,26,372,16,43,38,33,358,38,241
848010,Moulding boxes for metal foundry,0,0,0,0,12,16,0,0,2,0,,27335,40368,67302,50993,16950,26779,24261,30544,18677,22561,,3230,3087,1373,1235,1650,1006,2066,11935,1218,328
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),0,0,0,0,0,0,0,0,0,0,,923,839,2426,1325,1905,25063,42830,38719,37936,32221,,138,59,1555,293,1173,552,532,1103,515,875
845210,Sewing machines of the household type,0,0,0,0,0,0,0,2,0,0,,141,198,186,225,73,233,75,193,110,208,,5709,3968,4402,5502,5294,2757,2774,3002,3273,2530
845430,Casting machines of a kind used in metallurgy or in metal foundries,0,0,30,0,11,3,45,483,0,0,,25450,24160,31752,13033,20416,16572,33790,36495,16089,20540,,17304,1265,3657,2756,1529,1302,1282,1778,2735,6384
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,0,2000,0,399,0,,0,0,0,0,0,7502,2548,140,50,26,,0,0,0,0,0,0,12596,675,546,886
844842,"Reeds for looms, healds and heald-frames",200,37,0,0,2,1,10,7,0,0,,4643,4687,5664,3734,3808,4379,5458,4110,3463,3944,,474,163,20,117,69,47,48,42,27,10
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",17,2,0,0,0,0,0,0,0,0,,2161,2197,1376,3999,1020,3093,2098,1704,1280,687,,279,569,389,454,49,335,62,311,103,871
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",0,1,18,28,0,4,4,3,0,0,,1615,1944,1622,1953,1437,1634,1639,1830,1573,1837,,1005,3820,5737,4313,5950,2790,3010,3464,3457,4009
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings ...,0,0,0,0,21,42,0,0,3,0,,6464,9327,8092,11337,8704,15443,11747,1219,620,578,,143,622,215,131,2225,296,840,275,288,63
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",3,2,3,3,6,8,3,3,0,0,,951,1053,1281,509,606,2976,712,545,463,675,,2858,2674,2446,2069,3773,2924,1452,603,804,4963
844250,"Plates, cylinders and other printing components; plates, cylinders and lithographic stones, ...",6,56,29,28,23,9,9,0,25,0,,1488,1797,2046,1426,2309,20143,8193,4895,4583,3823,,5025,4273,7440,4690,4388,4327,3829,4826,4475,3865
846120,"Shaping or slotting machines, for working metals, metal carbides or cermets",0,66,34,7,3,2,1,0,6,0,,1598,1827,2363,852,946,638,1310,1595,708,526,,535,210,203,1458,76,233,217,355,753,237
846130,"Broaching machines, for working metals, metal carbides or cermets",0,0,0,0,0,29,0,0,0,0,,4943,3112,4065,6238,5724,3383,3408,2400,1905,762,,369,713,341,166,90,64,54,34,47,43
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",0,0,0,2,0,0,0,1,0,0,,8719,12261,14877,13125,20917,15585,19516,19605,12156,22129,,1715,3188,9484,3806,1645,788,1793,3270,822,468
846221,"Bending, folding, straightening or flattening machines, incl. presses, numerically controlled, ...",5,8,0,0,135,136,396,17,0,0,,18974,36166,46263,41573,36336,38499,36642,36592,51826,32200,,6712,12022,11295,7455,3325,4446,2544,2385,821,893
846239,"Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined ...",0,0,0,72,0,19,5,24,0,0,,70647,47836,18756,17061,15607,17007,12213,11456,18719,17575,,4190,6262,8158,3551,2115,3787,2757,610,430,1358
845720,"Unit construction machines """"single station"""", for working metal""""",299,0,74,0,436,291,0,0,0,0,,36,561,82,125,954,339,605,9,18,8,,2340,2942,2527,1099,1304,1020,238,619,362,213
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",13,4,178,313,188,921,76,343,5,0,,12176,6581,3679,5785,3939,6859,6674,8693,5378,26776,,6236,4653,7703,3564,3202,2595,2290,3507,1059,1781
845940,Boring machines for metals (excluding way-type unit head machines and boring-milling machines),0,0,96,378,990,0,0,0,0,0,,46936,40601,29736,25218,12228,0,0,0,0,0,,3104,3853,8199,23908,13669,8482,0,0,0,0
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,125,303,800,3,83,,0,0,0,0,0,0,4466,1928,2039,1134
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",0,1,0,0,81,83,0,0,0,0,,1938,3217,10400,14663,2560,6326,2753,2279,1197,573,,2380,1241,2157,1503,1078,8708,1486,942,694,1098
847420,Crushing or grinding machines for solid mineral substances,70,38,126,43,24,0,11,17,0,0,,24458,35834,70201,23430,15548,27910,18751,14778,14549,7583,,37088,20201,17870,12943,10304,11941,17477,8184,4163,6375
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,3,13,9,0,0,0,0,0,1,0,,5188,936,4962,6544,121602,93953,49585,56166,31022,26995,,3454,6512,2712,2549,4860,5736,13166,6311,3422,10167
