Product code,Product label,Japan's imports from Singapore-Value in 2012,Japan's imports from Singapore-Value in 2013,Japan's imports from Singapore-Value in 2014,Japan's imports from Singapore-Value in 2015,Japan's imports from Singapore-Value in 2016,Japan's imports from Singapore-Value in 2017,Japan's imports from Singapore-Value in 2018,Japan's imports from Singapore-Value in 2019,Japan's imports from Singapore-Value in 2020,Japan's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
292024,Triethyl phosphite,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,864,1068,1490,1011,342
292122,Hexamethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,158,22,72,22,1,50,145,1488,1384,663,,182922,161574,192117,157315,136436,155062,181411,180594,116557,182965
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,140,222,170,193,128,154,59,73,31,35,,7137,7740,11322,7741,6916,6789,13756,17763,8228,8599
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,14,1,0,0,0,0,0,0,0,0,,224,113,231,169,98,248,134,678,522,828
292521,"Chlordimeform """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
400921,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,0,0,0,0,0,0,,37819,41218,40437,32557,30440,32940,39763,32166,24586,33832,,25442,24847,21603,18486,16246,18180,20535,18622,13560,21899
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",0,134,1069,77,66,0,0,248,0,0,,124127,110263,122522,116541,111262,118743,100436,107370,98628,90505,,914205,823725,862834,752073,728275,812668,876358,870244,738231,829750
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",0,0,0,0,0,0,0,0,0,0,,2319,1268,922,1357,1024,236,0,0,0,0,,748,1524,800,662,554,0,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,0,0,0,0,0,0,,14751,9478,4347,3630,1086,264,0,0,0,0,,38967,30461,26879,21864,26907,0,0,0,0,0
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,0,0,0,0,0,0,0,0,0,,359,281,5,40,8,77,51,40,0,0,,29,6,78,16,21,58,5,7,0,5
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",3,0,33,0,0,7,0,0,0,0,,880,1346,1328,1467,858,456,1359,2327,3269,575,,4292,3804,3826,3672,3349,3229,2748,3076,1782,1899
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",0,0,0,0,0,0,0,0,0,0,,21316,16085,21755,13556,15198,12436,514,784,828,784,,3979,3856,5358,4669,6372,6758,7603,9396,9128,9649
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",0,0,0,0,0,0,0,0,0,0,,40558,46199,42849,40841,40344,42398,35909,31510,20531,10983,,7493,7604,6444,7235,7371,7293,6518,7788,8660,7356
401691,"Floor coverings and mats, of vulcanised rubber (excluding hard rubber), with chamfered sides, ...",0,0,0,0,0,0,0,13,0,0,,2579,2163,2482,1709,2208,2079,2004,1708,1576,2556,,27570,23510,25254,25087,26976,33244,33031,33568,31832,39472
401700,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",0,0,4,0,0,0,0,0,0,0,,2964,4125,5614,3946,6416,2250,1013,1180,1503,932,,39295,31238,30689,24731,19870,22169,24776,26407,24677,23737
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",0,0,0,0,0,0,0,0,0,0,,5,86,30,0,0,19,0,0,0,117,,77972,61114,63262,49769,42272,42744,33945,29679,15584,19801
410510,"Skins of sheep or lambs, in the wet state """"incl. wet-blue"""", tanned, without wool on, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4513,3481,2838,2635,2378,1422,1590,1491,928,651
410692,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,64,0,0,0,0,0,0,,0,0,42,85,2,24,16,28,30,1,,1880,2033,862,631,514,641,542,455,572,343
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",0,0,0,0,0,0,0,0,0,0,,960,1724,604,466,1073,597,321,84,243,191,,7992,8419,6692,5530,4595,4192,3419,5007,3231,3939
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",0,0,0,0,0,0,0,6,0,0,,418,1726,2350,3850,675,189,318,48,95,188,,21127,24096,28603,23660,24029,31115,35097,36281,29461,46300
411320,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,422,66,36,275,0,5,92,78,203,136,,311,461,570,398,323,88,134,92,23,43
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,0,0,,848,565,78,133,155,49,20,3111,142,486,,96473,67312,69504,63146,58606,54105,50715,57070,40239,38946
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",0,0,0,0,0,0,0,0,0,0,,4018,1647,262,195,670,1295,268,51,10,103,,159,533,693,341,77,0,51,30,64,3
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip",0,0,0,0,0,0,0,0,0,0,,125,66,130,109,29,111,21,179,443,657,,7621,7454,7701,6674,6420,6614,7120,8442,6720,7355
400520,"Compounded rubber, unvulcanised, in the form of solutions or dispersions (excluding rubber ...",0,0,0,0,0,0,0,0,0,0,,663,647,492,353,217,158,204,194,301,160,,15781,13163,15245,12161,13427,12929,14203,15961,14752,16555
440391,"Oak """"Quercus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,467,35,0,0,0,0,0,0,0,38,,18943,15655,14816,14724,14960,12414,13203,11978,12078,8297
440393,"Beech """"Fagus spp."""" in the rough, of which any cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2167,2505,2156,1812,1543
440395,"Birch """"Betula spp."""" in the rough, of which any cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,171,63,122,8,3
440691,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,44,0,0,,0,0,0,0,0,52,138,44,28,33
440711,"Pine """"Pinus spp."""" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1738,1032,613,384,,0,0,0,0,0,852214,947439,801103,675811,1016731
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",0,0,0,0,0,0,0,0,0,0,,2904,4418,2915,593,634,524,1231,1496,199,116,,2349,892,1118,1496,690,907,1093,1032,914,1090
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,111,0,41,0,21,0,0,0,0,105,,71,279,472,140,523,770,704,435,495,451
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,0,8,28,3,0,,13089,11022,15308,9297,7722,8631,7988,8361,6174,7103
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,24375,21817,21994,20161,16977,17784,16590,17744,11789,13808
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,51,59,128,128,,0,0,0,0,0,48382,55849,48069,41033,57938
441294,"Laminated wood as blockboard, laminboard or battenboard (excluding of bamboo, plywood consisting ...",0,0,0,0,0,0,0,0,0,0,,650,929,312,123,169,774,85,279,183,519,,78835,88113,82263,79577,72641,74255,76453,76871,67756,74795
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",0,0,0,0,0,0,0,0,0,0,,2495,3952,2541,3493,2921,2594,1772,1327,0,0,,77946,71463,78100,69149,59097,66120,71098,55784,41183,63671
540310,High-tenacity yarn of viscose rayon filament (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,512,36,49,2,0,0,,14606,13348,19413,19898,17500,17292,14187,9948,5564,7316
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,1,6,0,0,0,1,0,0,0,0,,4216,3440,2733,1322,879,132,172,584,22,35
540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",0,0,0,0,0,0,0,0,0,0,,289,214,521,162,528,1034,57,2243,508,115,,22373,24427,27920,25358,27315,27015,28571,32088,34734,38757
540751,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,3794,2413,1155,1380,2314,1735,844,250,124,162,,16687,11299,12381,11191,11258,12638,17127,20896,14796,15282
540774,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,6,72,40,295,109,213,464,76,4,3,,204,140,164,129,30,28,38,85,71,109
540833,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,243,72,256,191,119,180,65,12,46,53,,2292,1705,1346,914,1119,1600,2131,2106,1044,1101
550120,"Filament tow as specified in Note 1 to chapter 55, of polyesters",0,0,0,0,0,0,0,0,0,0,,76,169,107,1512,825,170,17,3,324,1440,,10045,7043,5081,7632,1655,8567,5087,6969,3982,775
550630,"Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,6,4,0,0,34,0,0,0,,312,258,459,202,217,80,85,70,58,0
550911,Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,136,0,17,0,1,,455,669,584,157,540,377,863,803,589,275
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,76,24,63,76,49,22,74,12,16,47
551020,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1821,2131,1583,887,961,562,521,287,145,217
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",0,0,0,0,0,0,0,0,0,0,,23,31,104,23,171,7,12,8,2,3,,4983,3724,2481,2207,2131,1687,1784,1925,1255,1931
551211,"Woven fabrics containing >= 85% polyester staple fibres by weight, unbleached or bleached",0,0,18,0,0,0,0,0,0,0,,1786,15232,14337,261,422,32,15,392,481,1011,,30736,24286,22593,22877,20656,17682,15569,18517,11667,15699
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,98,100,164,181,43,24,9,58,0,1,,114,49,44,37,75,47,25,70,33,69
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,524,1815,1588,1828,1723,971,1681,977,502,963,,454,638,746,449,466,336,344,2214,309,193
551430,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,396,604,471,354,221,197,214,238,115,40,,1646,2129,2722,1397,1154,869,919,1338,525,496
551623,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,110,143,54,138,85,53,44,38,20,15,,1019,1223,1021,859,751,985,1437,1448,721,764
560121,"Wadding of cotton and articles thereof (excluding sanitary towels and tampons, napkins and ...",0,12,24,0,2,0,0,0,0,0,,3416,1359,779,934,972,1987,891,2870,14253,3238,,44535,37893,39008,38943,38419,39477,44126,41064,41497,39070
560729,"Twine, cordage, ropes and cables, of sisal or other textile fibres of the genus Agave, whether ...",0,0,0,0,0,0,0,0,0,0,,582,1624,1201,412,636,213,1434,593,65,163,,422,435,447,561,780,580,549,731,461,571
570220,"Floor coverings of coconut fibres """"coir"""", woven, whether or not made up""""",0,0,0,0,0,0,0,0,0,0,,27,2,19,1,30,8,7,4,4,2,,1014,610,847,707,541,507,360,316,204,259
570249,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,0,0,0,0,0,0,0,,58,20,84,27,124,91,85,20,37,37,,14645,13907,13671,12338,12526,13284,12239,13359,8943,11516
570291,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",0,0,2,0,0,0,3,0,0,0,,0,101,4,2,2,19,0,1,0,8,,1650,1791,1339,1101,1060,958,1193,1343,613,817
580122,"Cut corduroy, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,2,1,0,0,,4817,7255,4868,3503,2925,3537,4562,4921,3056,4340
580190,"Woven pile fabrics and chenille fabrics (excluding those of man-made fibres, wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,381,128,52,71,91,265,195,70,10,22,,92,87,69,50,222,380,70,203,271,30
580220,"Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics ...",0,0,0,0,0,0,0,0,0,0,,133,82,7,59,17,9,27,7,12,15,,23,54,5,43,3,8,36,48,39,50
580429,"Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres ...",0,0,0,0,0,0,0,0,0,0,,1720,964,2099,1264,1002,831,783,888,659,377,,3173,3660,3358,2648,1855,1684,1660,1399,1303,799
580810,Braids in the piece,0,0,0,0,0,0,0,0,0,0,,121,28,17,103,242,169,55,67,113,165,,4976,4393,3639,3240,3634,4526,4627,4851,5508,6447
581091,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excluding ...",0,0,0,0,0,0,0,0,0,0,,77,185,342,198,554,65,2036,31,85,24,,3320,3162,3492,3055,1888,1956,1954,1613,3759,2988
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ...",0,0,0,0,0,0,0,0,0,0,,223,241,96,98,108,126,221,118,85,71,,30,872,589,165,512,621,523,811,349,55
590699,"Rubberised textile fabrics (excluding knitted or crocheted textile fabrics, adhesive tape of ...",0,3,0,0,0,0,0,0,0,0,,8546,6798,6249,5030,2958,2742,2268,2305,2137,2225,,5642,6402,6392,8491,9397,7666,6970,7195,6181,6532
600199,"Pile fabrics, knitted or crocheted (excluding cotton or man-made fibres and """"long pile"""" ...""",0,0,0,0,0,0,0,0,0,0,,5982,2336,1945,472,190,1272,423,81,127,716,,558,231,487,438,277,67,189,40,34,39
600390,"Knitted or crocheted fabrics of a width of <= 30 cm (excluding of cotton, man-made fibres, ...""",0,0,0,0,0,0,0,0,0,0,,387,53,37,61,34,68,3,8,26,38,,11,5,6,4,10,0,4,8,25,40
600521,"Unbleached or bleached cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,358,288,263,171,155,208,83,72,71,10
600523,"Cotton warp knit fabrics of yarns of different colours """"incl. those made on galloon knitting ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,92,111,107,38,92,79,95,39,126,41
600535,"Warp knit fabrics of synthetic fibres, antimalarial, of a width of > 30 cm",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,865,8,3,48,,0,0,0,0,0,7,0,3,10,0
600537,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,88,37,52,82,,0,0,0,0,0,8982,8683,8972,7034,8066
600610,"Fabrics, knitted or crocheted, of a width of > 30 cm, of wool or fine animal hair (excluding ...""",0,0,0,0,0,0,0,0,0,0,,161,356,7,1,3,15,87,13,51,57,,7820,10165,8842,4946,3102,2628,2606,2715,2295,2249
600631,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > ...""",0,0,0,0,0,0,0,0,0,0,,5067,9236,91,157,11,671,2762,407,130,22,,6621,7100,7347,7423,7887,7941,10786,10706,8232,9127
600633,"Fabrics, knitted or crocheted, of synthetic fibres, of yarns of different colours, of a width ...""",0,0,0,0,0,0,0,0,0,0,,98,86,26,0,8,0,1,14,53,146,,6082,8292,10867,8120,7308,7111,9526,8539,7357,12920
610331,"Men's or boys' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,25,120,186,139,222,271,128,176,253,113,,10462,8295,7291,9769,7651,5925,6389,5948,3918,3661
610333,"Men's or boys' jackets and blazers of synthetic fibres, knitted or crocheted (excluding wind-jackets ...",3,0,0,0,0,0,0,0,0,0,,4018,1857,1892,2180,1530,2115,471,957,421,438,,26202,33097,32132,28665,37084,40466,35551,36428,36526,30639
610349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",0,0,0,0,0,0,0,0,0,0,,2164,2731,5454,4428,3374,4555,4410,4097,3546,3462,,622,682,856,1478,2371,4005,3735,5478,4697,5535
610423,"Women's or girls' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",0,0,0,0,0,0,0,0,0,0,,15,7,4,8,36,106,6,177,4,63,,27055,27726,21979,13817,19531,14229,38026,16885,13741,20641
610443,"Women's or girls' dresses of synthetic fibres, knitted or crocheted (excluding petticoats)",0,13,0,0,0,0,0,0,0,0,,2337,3687,4471,4446,3707,4149,3679,3949,2369,2225,,374117,372986,361745,313994,276958,207297,241220,273945,191456,175870
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",42,3,0,0,4,0,0,9,0,0,,27548,31552,19559,21802,24188,28255,25154,35192,29990,32907,,454452,443389,380794,374779,433518,443123,473536,476356,508089,614566
610620,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres, knitted or crocheted ...",13,0,0,0,0,0,0,0,0,0,,1747,2246,10710,4122,1975,2467,3384,2685,1619,2369,,775957,776497,657902,556911,556055,514122,468210,374689,306701,272652
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,250,469,523,631,1930,2326,1379,1257,1027,917,,216651,244246,233856,192855,186004,196901,226207,211055,176458,180449
610722,"Men's or boys' nightshirts and pyjamas of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,320,143,521,1215,444,12,35,12,0,172,,80096,78899,77169,70303,63135,68911,76686,64680,56035,71868
610892,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,0,0,0,0,0,0,0,,529,274,474,910,384,384,374,617,529,1200,,91465,85611,65080,56125,46923,51229,60199,47265,39553,47998
940381,"Furniture of bamboo or rattan (excluding seats and medical, surgical, dental or veterinary ...",0,0,0,0,0,0,0,0,0,0,,1169,242,160,133,156,496,0,0,0,0,,6206,6149,5000,3923,3869,0,0,0,0,0
940383,"Furniture of rattan (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,286,186,19,45,,0,0,0,0,0,1840,1481,1367,1196,1441
940690,"Prefabricated buildings, whether or not complete or already assembled (excl. of wood, and modular ...",0,0,0,0,0,19,0,0,0,0,,0,0,0,0,0,0,10940,11459,4262,8654,,0,0,0,0,0,63118,66769,77865,57826,72294
950612,Ski bindings,0,0,0,0,0,0,0,0,0,0,,2,12,0,1,0,0,2,12,0,0,,18913,15959,16033,13397,11636,10051,12503,10938,7577,5987
950661,Tennis balls (excluding table tennis balls),0,0,0,0,0,0,0,0,0,0,,128,183,203,157,332,305,317,344,33,11,,24829,26941,22088,22624,20447,20781,20859,22346,16542,21038
950890,"Roundabouts, swings, shooting galleries and other fairground amusements; travelling theatres ...",0,0,0,0,124,0,12,4,0,0,,4293,1782,352,3543,4407,3065,2756,3656,1547,522,,29333,42673,47676,50039,59397,236248,60733,117908,96636,94377
960321,"Tooth brushes, incl. dental-plate brushes",4,0,0,0,0,0,0,0,0,0,,6726,4921,6193,8544,8466,9974,12205,13082,8879,7372,,105372,99929,94894,103830,119605,122128,120362,125322,115629,120418
960400,Hand sieves and hand riddles (excluding colanders),0,0,0,0,0,0,0,0,0,0,,754,177,156,123,66,391,53,49,30,156,,1219,1264,1067,1001,901,1062,827,840,1207,1804
960500,"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)",0,0,0,0,0,3,0,0,0,0,,1031,641,1084,878,870,940,725,925,416,641,,3332,2942,2832,3217,2247,2436,2322,2068,1642,1448
960622,"Buttons of base metal, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",0,0,0,3,0,0,0,0,0,0,,368,230,317,95,282,129,32,24,19,79,,1430,1916,1228,1289,2290,1184,1145,1322,884,983
960830,"Fountain pens, stylograph pens and other pens",67,136,72,2,7,0,0,0,0,0,,2638,4673,1975,2718,4647,10339,14861,14219,7706,8997,,13419,14306,14073,14214,13617,12916,14168,11930,7687,9537
960891,Pen nibs and nib points,0,0,0,0,0,0,0,0,0,0,,1885,1755,3867,4705,3495,2214,5480,4608,4074,2461,,2864,2923,2874,3404,3512,3192,2691,2662,1701,1348
961380,"Lighters (excluding gas fuelled pocket lighters, and fuses and primers for propellent powders ...",0,0,0,0,0,0,0,0,0,0,,669,1393,872,904,946,1022,501,540,776,1306,,17170,13687,15281,15471,13169,8670,9026,8764,10971,10805
961519,"Combs, hair-slides and the like (excluding of hard rubber or plastics)",0,0,0,0,0,0,0,0,0,0,,703,716,1009,958,589,428,533,402,381,920,,22050,17184,19604,19737,20849,19631,15235,16757,14354,16468
400599,"Compounded, unvulcanised rubber in primary forms (excluding solutions and dispersions, those ...",84,72,100,226,258,0,0,0,0,0,,6748,30101,17431,22527,19194,22011,15953,15711,9846,8473,,7345,7413,6067,1792,818,572,691,1040,681,1458
400819,"Rods and profile shapes, of cellular rubber",0,0,0,0,0,0,0,0,0,0,,689,680,581,856,1176,903,1021,879,442,482,,9572,6221,5983,5104,4863,5307,6115,5530,4879,5387
410449,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the dry state """"crust"""", ...""",0,0,0,0,0,0,0,0,0,0,,2916,3720,2467,2666,866,366,314,71,101,119,,2828,2623,1827,1425,1133,979,911,650,457,470
410719,"Leather """"incl. parchment-dressed leather"""" of the whole hides and skins of bovine """"incl. ...""",0,0,0,0,0,0,0,0,0,0,,1395,1459,2090,4125,1870,448,254,232,366,1096,,1420,1281,988,966,963,597,1092,561,435,396
411310,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,199,245,335,222,90,91,4,0,0,0,,5078,5838,4758,3636,3649,3215,3054,2307,1366,1107
