Product code,Product label,"Australia's imports from Taipei, Chinese-Value in 2012","Australia's imports from Taipei, Chinese-Value in 2013","Australia's imports from Taipei, Chinese-Value in 2014","Australia's imports from Taipei, Chinese-Value in 2015","Australia's imports from Taipei, Chinese-Value in 2016","Australia's imports from Taipei, Chinese-Value in 2017","Australia's imports from Taipei, Chinese-Value in 2018","Australia's imports from Taipei, Chinese-Value in 2019","Australia's imports from Taipei, Chinese-Value in 2020","Australia's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,133296,120725,124874,88257,91975,112871,153384,136995,101723,196306,,18119,7834,374,4274,1952,0,2486,3946,2371,0
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",222,0,0,0,0,4,3,0,0,0,,590264,528697,497701,322607,295768,363918,419529,371684,304429,528891,,1163,465,434,389,419,188,100,74,81,1
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,3715,1269,1738,837,256,391,1660,728,433,224,,23,73,69,46,47,54,15,80,23,16
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",33610,39394,35034,26641,24331,13860,0,0,0,0,,444828,393512,470460,390618,368166,397633,401610,325138,281731,571844,,73181,77502,73794,49387,49601,62527,82362,74005,77842,108684
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",0,0,0,0,0,0,0,0,0,0,,125366,133905,161181,135293,134120,122609,135800,133087,108158,164701,,3202,2844,1657,1938,1646,2173,0,0,0,0
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",0,0,58,0,0,0,0,0,0,0,,1049,878,791,812,2475,4465,4870,4215,1533,2448,,1435,827,1222,1749,1389,1698,1603,1939,1679,2181
710510,"Dust and powder of diamonds, incl. synthetic diamonds",0,0,1,0,0,0,0,0,0,0,,2404,2089,2674,2363,2076,2274,1752,1145,1409,1540,,848,470,531,465,482,429,561,584,592,814
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,0,190,0,0,0,0,0,5,251,688,,403789,420892,860126,1321566,15270,6500,3808,5624,671,0
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,24,11,6,2,17,29,23,38,73,3,,118,48,66,7,0,49,5,101,63,139
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",0,0,0,0,0,14,0,0,0,0,,28,43,0,0,2,0,11,1,11,0,,105,426,222,30,17,63,638,330,564,88
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",1019,202,0,0,0,0,0,0,0,0,,5408,2124,1477,1969,2152,2030,1436,1360,1379,1032,,2036,758,885,975,441,1283,425,417,71,175
722591,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,55,54,114,0,1,0,7,10,1,1,,433,55,32,2,114,309,20,16,239,121
730793,"Butt welding fittings of iron or steel (excluding cast iron or stainless steel products, and ...",233,192,0,1,5,0,4,5,2,0,,14233,19019,18490,12614,9108,9594,14991,17057,9178,7152,,30976,85380,52289,10455,13214,9100,8470,8528,8253,8624
591140,"Straining cloth of a kind used in oil-presses or for similar technical purposes, incl. that ...",0,0,0,0,0,0,0,0,0,0,,187,234,141,149,453,396,303,275,422,143,,807,1163,1941,1174,933,1868,4984,3439,3859,3445
600110,"""Long pile"""" fabrics, knitted or crocheted""""",0,0,0,0,0,0,0,0,0,0,,19215,18378,19973,24908,25125,20217,16746,19461,12488,21965,,720,353,484,681,768,521,694,501,513,487
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",0,0,3,0,0,12,0,0,0,0,,1,0,0,1,65,11,208,169,54,57,,13717,14709,12680,12110,8964,8481,9800,13143,12989,14045
570420,"Floor tiles, of felt, not tufted or flocked, with an area of > 0,3 m©÷ but <= 1 m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,113,515,211,149,156
580219,"Terry towelling and similar woven terry fabrics, of cotton (excluding unbleached, narrow woven ...",0,0,0,0,0,0,0,0,0,0,,106,52,60,86,17,47,22,9,31,14,,104,63,323,89,198,56,204,141,105,144
580300,Gauze (excluding narrow woven fabrics of heading 5806),0,0,0,0,0,0,0,6,6,0,,32,34,196,91,95,143,39,0,0,0,,266,146,150,115,152,339,1684,1680,1563,1689
600522,"Dyed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,3,0,0,0,0,0,0,0,0,,11526,14758,12497,7976,7587,6418,9656,4590,3137,5501,,43,53,126,164,130,253,58,114,37,22
600524,"Printed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,0,0,0,0,0,0,0,0,0,,1019,2524,691,232,130,763,1,0,2,0,,19,9,79,59,131,108,63,72,153,91
590290,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic",0,0,0,0,0,0,0,0,0,0,,5,6,4,13,2,0,0,0,0,0,,3,9,17,22,7,18,17,39,12,8
600240,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",26,12,21,19,16,8,3,2,2,0,,32728,33758,27432,26729,24748,20441,13871,7467,5339,6221,,424,673,265,300,191,85,119,134,862,1734
600643,"Fabrics, knitted or crocheted, of artificial fibres, of yarns of different colours, of a width ...""",0,0,0,0,1,2,0,0,4,0,,9688,9083,6220,5923,2872,1128,968,1200,918,1904,,28,76,85,69,139,53,38,25,19,12
610120,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",2,3,0,0,0,0,0,0,0,0,,313,336,748,323,431,697,369,500,260,310,,3898,4369,6031,5911,4644,4330,5839,5900,8096,6294
610190,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",0,0,0,0,0,0,11,0,1,0,,448,336,463,251,558,593,420,627,318,624,,759,1459,1339,1332,1120,1326,1459,693,911,926
610332,"Men's or boys' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",13,1,0,4,0,1,0,0,0,0,,132,212,856,365,226,40,175,135,50,54,,8812,7470,6890,5703,6460,5367,4584,3974,3365,5768
610431,"Women's or girls' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,83,53,77,40,40,93,98,37,48,76,,3412,3081,2622,2897,2786,2004,1620,1946,1966,1716
610839,"Women's or girls' nightdresses and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,223,249,194,247,220,227,196,358,27,207,,1031,571,518,472,1053,524,331,1960,2395,2423
610891,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,24,2,0,4,0,0,0,,198,328,43,17,16,21,71,7,3,121,,8643,15382,19664,16713,16223,16978,17660,14958,10895,17119
611699,"Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine ...",1,1,2,0,6,4,23,2,9,0,,2577,1840,2205,1619,1392,1387,989,1067,769,745,,1567,1888,1779,2143,1720,1312,1738,1682,1706,2225
620192,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted ...",8,15,0,0,0,0,0,0,0,0,,361,455,492,320,305,591,503,740,540,388,,5070,5149,6158,7271,10368,12641,12115,15068,11680,13265
620329,"Men's or boys' ensembles of textile materials (excluding of cotton or synthetic fibres, knitted ...",0,0,0,6,2,0,0,0,0,0,,55,282,45,96,179,32,11,61,22,25,,585,777,586,416,200,313,317,286,248,377
620429,"Women's or girls' ensembles of textile materials (excluding of wool, fine animal hair, cotton ...",0,0,0,0,0,1,0,0,0,0,,35,260,19,161,26,23,56,24,8,22,,619,718,833,412,1439,346,310,1068,1149,1814
620431,"Women's or girls' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",0,0,0,0,0,0,4,0,0,0,,192,288,255,131,283,307,309,280,346,367,,9621,10125,8628,8736,8629,8665,8835,10930,9873,12179
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),0,0,27,6,8,0,0,5,4,0,,229,231,263,235,289,762,524,695,491,619,,27457,37083,47463,58559,67829,77882,81460,84545,79087,93727
620711,Men's or boys' underpants and briefs of cotton (excluding knitted or crocheted),20,7,2,0,5,5,1,0,0,0,,64,47,61,51,42,115,32,22,42,48,,5430,4687,3310,4505,3836,4437,4148,3499,3050,3375
620721,"Men's or boys' nightshirts and pyjamas of cotton (excluding knitted or crocheted, vests, singlets ...",0,0,0,0,0,1,7,0,0,0,,15,15,14,33,8,4,11,30,19,9,,11806,12565,11160,9928,9620,10257,9355,10211,9101,11536
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,415,290,31,168,207,307,672,947,572,580,,58,0,61,56,349,47,995,239,103,24
551311,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,4228,2847,2630,3310,2558,1151,111,311,146,111,,283,311,409,208,374,260,271,121,82,114
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,72,13,81,3,1160,326,0,164,0,0,,1,0,27,41,82,351,521,0,18,5
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,1,0,0,,108,107,149,83,10,40,29,227,178,5,,217,361,212,177,110,94,118,93,97,62
551422,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,155,72,144,132,41,61,82,80,67,25,,47,20,342,151,30,47,0,7,26,34
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,21,2,0,80,33,0,10,0,0,0,,58,112,134,104,35,170,59,20,23,236
560122,"Wadding of man-made fibres and articles thereof (excluding sanitary towels and tampons, napkins ...",74,60,40,0,0,0,0,0,0,0,,4194,3950,5181,5451,5323,7342,8528,8729,6267,6349,,10329,12227,11179,11485,8150,8893,5569,5663,6209,9186
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,4,0,,0,29,21,75,9,19,33,14,33,15,,93,102,87,27,41,36,76,59,78,76
540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",38,16,10,32,2,0,3,6,0,0,,1003,1501,2297,1729,916,1017,220,242,41,36,,351,329,939,321,399,227,480,446,327,415
550490,"Artificial staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,0,0,0,0,0,0,0,,2247,3187,9673,2216,513,304,467,103,808,331,,631,178,71,52,37,31,35,28,62,66
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,11,2,0,,0,0,0,0,0,0,0,0,0,0
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",22,22,16,38,14,8,15,18,23,0,,9379,12542,12404,9377,6554,6219,9439,7781,3589,3481,,395,686,169,232,240,174,116,361,56,119
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",12,0,28,0,0,0,0,0,0,0,,4804,3633,4534,2681,2762,3131,2469,2106,735,1172,,64,122,139,51,78,128,515,228,23,106
481200,"Filter blocks, slabs and plates, of paper pulp",0,0,0,0,0,0,0,0,0,0,,508,294,233,156,204,262,292,248,412,356,,320,262,512,1056,845,1195,1768,2441,2990,806
481390,"Cigarette paper, whether or not cut to size (excluding in the form of booklets or tubes, and ...",0,0,0,0,0,0,0,0,0,0,,41,3,0,0,14,72,22,0,222,6,,11727,9864,5111,1434,215,119,28,71,243,148
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,0,0,0,0,,68,43,18,26,16,15,6,2,0,0,,9,6,145,1,6,6,2,5,27,0
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,1227,667,642,867,375,346,362,346,198,172,,194,127,193,106,103,195,229,194,263,261
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,0,0,0,0,0,0,0,0,0,,71,192,43,21,10,16,30,0,14,0,,25,3,2,5,7,12,73,57,102,7
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,0,0,0,0,0,0,,0,0,1,10,4,5,0,0,2,3,,12,0,2,2,8,3,9,2,9,1
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,233,4,8,26,38,44,17,7,68,0,,265,183,165,104,165,175,210,266,157,201
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,0,0,0,0,0,0,0,0,0,,0,0,1,11,0,8,6,31,2,0,,2801,3220,3534,3444,3489,3650,3571,3254,2907,4198
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",2,2,0,0,1,1,0,0,0,0,,6710,5986,5287,6537,3582,5378,4078,4337,3741,5537,,155,80,24,27,42,58,51,18,35,10
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",7,59,13,5,2,4,0,0,0,0,,799,483,603,1036,1235,627,707,501,1178,259,,206,174,117,207,261,95,183,57,50,157
540412,Polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm ...,0,0,0,4,0,0,0,0,0,0,,282,274,246,248,251,205,140,40,42,0,,843,472,555,248,194,260,223,119,1040,469
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",206,0,0,0,0,0,0,0,0,0,,17662,28201,46159,45952,38210,62485,88727,52062,62141,83228,,1188,782,880,476,256,231,467,510,920,949
290811,"Pentachlorophenol """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,137,166,53,66,25,14,45,236,142,74
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",148,409,499,115,0,0,0,0,0,0,,2181,1874,2494,2540,3693,4602,4336,3768,5044,3645,,2666,2402,2078,1535,1395,1274,1541,1118,987,1053
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",0,0,0,0,0,0,0,0,0,0,,1397,796,1085,748,1196,1828,1576,1091,982,1193,,937,830,930,749,917,1175,1252,1170,1338,1361
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),0,0,0,0,0,0,0,0,0,0,,60,4,17,34,13,0,7,1,1,5,,2624,1779,2813,2150,3029,3213,4020,3549,2868,5038
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",0,0,0,0,0,0,0,0,0,0,,177,141,104,61,38,36,47,17,19,20,,3750,5561,5103,4442,3108,4307,7005,6929,7881,4603
291813,Salts and esters of tartaric acid,0,0,0,0,0,0,0,0,1,0,,705,737,1004,328,175,100,62,79,73,23,,1931,1470,1324,1170,1529,1574,1142,1384,1409,1727
291814,Citric acid,0,0,0,0,2,0,1,1,0,0,,5767,4241,1914,2016,1998,884,1069,1724,936,1038,,9285,10045,9857,8950,8309,13464,10575,9183,8533,14672
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,38,4,51,0
292211,Monoethanolamine and its salts,0,0,0,470,400,323,49,90,26,0,,2822,4702,4911,8052,7362,5043,1662,3804,4147,7768,,0,2116,3556,2996,2751,2967,3641,3313,3603,3756
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function (excluding ...",0,0,0,0,0,19,7,1,0,0,,3583,3468,3383,2918,3040,5540,6490,6834,10657,14794,,15482,14013,13118,13055,13552,13490,15019,16922,12932,21679
292412,"Fluoroacetamide """"ISO"""", monocrotophos """"ISO"""" and phosphamidon """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,153,63,23,32,14,22,4,1,1,0
283220,Sulphites (excluding sodium),0,0,0,0,0,0,0,0,3,0,,66,135,43,108,103,60,107,122,59,25,,1190,852,1079,810,852,1103,871,799,1030,874
283319,Sodium sulphates (excluding disodium),23,43,45,61,0,1,0,0,0,0,,3847,3875,1481,1246,932,388,361,213,283,191,,2428,1942,1632,1686,1881,2806,2574,2643,2964,3322
283322,Sulphate of aluminium,0,0,0,0,0,0,0,0,0,0,,95,227,613,322,250,252,324,387,572,552,,973,1599,1464,1466,1647,2769,3707,3456,2810,2932
283340,"Peroxosulphates """"persulphates""""""""",0,0,0,0,0,0,0,0,45,0,,3817,4496,4188,3074,2995,2122,1790,1812,2173,3661,,822,913,965,552,827,778,829,907,986,1008
283525,"Calcium hydrogenorthophosphate """"dicalcium phosphate""""""""",0,0,10,0,0,0,0,0,0,0,,346,229,229,276,46,3,19,6,18,15,,12929,14908,13598,16212,14289,16607,20263,15891,14052,15374
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",0,0,0,0,0,0,0,0,0,0,,3205,2347,4846,1797,1320,714,57,29,57,2,,3746,5343,4170,5502,6852,6127,7456,7629,11503,9301
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",0,0,0,0,0,1,0,0,0,0,,207,247,89,106,279,259,260,199,218,342,,13896,11711,11704,10087,9210,6349,6367,6007,6312,7598
283620,Disodium carbonate,0,0,0,0,0,0,0,0,0,0,,344,283,726,318,438,570,649,418,288,217,,28760,37544,64565,49192,51904,62042,62356,62575,58327,51398
283660,Barium carbonate,0,0,0,0,0,0,0,0,0,0,,290,117,119,78,83,175,106,59,25,306,,23,47,31,22,16,40,25,27,20,126
283711,Sodium cyanide,0,0,0,157,0,0,0,0,0,0,,13716,13135,6656,5076,6169,6478,6888,10173,6184,5145,,5131,4682,1798,2141,1022,1126,1054,371,1242,5852
284180,"Tungstates """"wolframates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,155,216,71,15,29,12037,21814,27537,,26,25,32,16,15,20,260,405,366,342
290110,Saturated acyclic hydrocarbons,0,0,0,0,0,0,0,0,0,0,,17398,15230,13058,4042,5996,7864,20925,6042,6817,11213,,5515,5565,5321,6187,3476,3116,4299,3331,2815,2412
290121,Ethylene,0,0,0,0,0,31,0,0,0,0,,156346,244785,265950,324969,248030,202786,213643,105248,125519,114818,,176,51,1710,4609,3120,5417,3847,933,1526,3175
290124,"Buta-1,3-diene and isoprene",0,0,0,0,0,0,0,0,0,0,,209248,136660,141780,99047,133203,209693,191057,136887,81193,107875,,10021,4408,0,0,0,0,1,0,0,11
290220,Benzene,0,0,0,0,19,0,0,0,0,0,,36794,0,82298,23424,0,105867,33907,12319,0,101320,,6,3,0,2,26,1,21,17,12,3
290242,M-Xylene,0,0,0,0,0,0,0,0,0,0,,1,755,16050,13981,4470,909,5191,61,386,22087,,0,0,11,14,10,2,4,9,0,0
290243,P-Xylene,0,0,0,0,0,0,0,0,0,0,,897766,2408802,1730720,1103767,1057567,1313026,1615302,910345,629005,1067240,,0,0,0,0,0,0,0,4,0,0
290312,"Dichloromethane """"methylene chloride""""""""",30,0,0,11,0,46,76,12,11,0,,8254,6968,8930,7818,8387,9072,10228,9456,8725,12132,,1605,1272,1326,1111,1182,1053,1256,964,967,1440
290434,Potassium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,13,1,0,1
290542,Pentaerythritol,29,0,344,102,0,0,0,0,0,0,,31016,32175,40387,34002,33072,32594,36584,34046,30376,40007,,1580,1611,1837,1642,1430,1539,1683,1455,1197,1593
290543,Mannitol,0,0,0,0,0,0,0,0,0,0,,53,25,107,11,45,43,2,14,14,9,,352,279,149,107,203,185,853,859,804,677
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...",0,0,0,0,0,0,0,0,0,0,,216,196,117,112,4,54,155,489,547,58,,339,331,188,207,528,390,586,566,414,354
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",3,36,0,52,31,7,0,0,0,0,,9853,6800,6029,4645,4208,2873,4356,4377,3130,4692,,981,432,627,587,649,779,865,298,792,1008
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",1,17,10,21,3,1,23,2,0,0,,25843,24090,21275,18250,17111,17359,18411,15478,12985,17350,,20704,19130,19121,17017,17278,14110,15607,11234,12482,13210
300692,Waste pharmaceuticals,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,733,18,49,34,99,363,427,383,156,41
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",467,370,306,134,179,116,113,118,72,0,,69453,44034,28822,28890,28448,39951,46996,37399,18790,56864,,21944,16529,19594,19520,18605,20761,17512,17024,23524,44866
310290,Mineral or chemical nitrogen fertilisers (excluding urea; ammonium sulphate; ammonium nitrate; ...,0,0,0,12,1,0,0,0,0,0,,0,0,0,8,6,17,26,28,47,0,,4790,6386,3808,4486,6031,4567,9523,5018,2361,2275
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",0,0,0,0,0,0,0,0,0,0,,71,75,7,9,21,49,26,21,0,17,,372078,271584,390925,348220,347098,321550,369757,360638,310503,582751
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,0,0,0,0,1,0,3,0,0,0,,8,0,0,11,54,45,2,11,53,31,,2175,2462,3067,4758,2140,2440,2762,2753,1711,2356
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",0,0,0,0,0,0,0,59,0,0,,23,0,8,47,150,2694,8,21,113,73,,2436,3298,2088,2516,2928,608,809,954,6385,5281
293331,Pyridine and its salts,0,0,0,1,0,0,0,0,0,0,,9366,2346,5657,483,255,141,200,175,169,332,,14041,4263,4933,4010,3666,4594,2626,1999,3027,3471
293332,Piperidine and its salts,0,0,0,0,0,0,0,0,0,0,,0,4,5,8,5,17,2,2,4,21,,1040,1494,90,602,332,470,447,157,10,7
293341,"Levorphanol """"INN"""" and its salts""""",0,0,226,1917,0,0,0,0,1,0,,,,,,,,,,,,,615,910,637,1925,202,319,113,294,309,307
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",0,0,0,50,0,11,54,0,38,0,,335,1724,2822,2149,2843,2118,3456,2229,3075,2379,,7717,9805,15741,5584,4740,11574,1023,647,726,1343
293627,"Vitamin C and its derivatives, used primarily as vitamins",32,0,0,0,0,1,0,37,2,0,,113,52,30,104,0,18,114,72,652,396,,11829,9519,10230,11070,14898,21240,25664,14916,19082,19755
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",0,0,0,0,0,0,0,0,0,0,,0,53,268,800,422,116,1357,1914,2346,1671,,875,873,714,443,378,515,522,1011,803,939
293971,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,760,682,394,35,475
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,0,0,0,0,0,0,0,0,0,0,,38,0,14,115,49,16,77,43,24,87,,2362,1728,1387,1948,2181,2666,2227,1543,2331,2760
