Product code,Product label,India's imports from Singapore-Value in 2012,India's imports from Singapore-Value in 2013,India's imports from Singapore-Value in 2014,India's imports from Singapore-Value in 2015,India's imports from Singapore-Value in 2016,India's imports from Singapore-Value in 2017,India's imports from Singapore-Value in 2018,India's imports from Singapore-Value in 2019,India's imports from Singapore-Value in 2020,India's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
852841,Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing ...,1299,1266,954,392,92,0,0,0,0,0,,6351,5750,3721,2997,3154,1898,0,0,0,0,,3614,2909,1998,955,815,18,0,0,0,0
850164,"AC generators """"alternators"""", of an output > 750 kVA (excl. photovoltaic generators)""""",0,2,0,0,0,32,26,557,0,0,,40778,26448,37917,15873,14125,11254,10994,23605,8297,10573,,72870,93024,48951,18212,27275,18714,12365,54006,22507,18698
850231,"Generating sets, wind-powered",32,2,0,0,4,0,0,0,0,0,,21475,1383,603,354,663,1563,2773,1243,8,856,,4938,5145,201,2328,7012,8825,4830,8328,1632,1322
851529,"Machines for resistance welding of metals, neither fully nor partly automatic",96,0,15,1,0,0,10,107,0,0,,3128,1639,1928,4250,1967,1727,1051,956,571,1288,,12358,23009,17330,7283,12931,13542,10631,10682,8720,11895
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous ...,0,0,0,0,0,0,0,0,0,0,,113,771,1137,674,1052,245,2434,201,535,601,,9383,4919,4336,4646,15929,52504,13316,23571,11231,14553
848710,Ships' or boats' propellers and blades therefor,93,0,71,0,18,3,48,1360,3,0,,48001,68514,98437,45513,26768,15911,16590,23463,14188,20120,,16047,12806,5402,7435,4234,10395,6236,2757,1539,4937
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,6,13,3,106,0,,7871,4931,14419,11483,11986,6220,7067,8962,6483,7487,,4583,4120,4065,773,527,787,1819,2228,765,1075
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",0,1,0,0,0,0,0,0,0,0,,8790,3176,9209,5116,12450,5829,6391,3275,4695,3046,,4540,378,7246,6657,4414,1563,555,313,4840,2709
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",74,0,6,2,0,0,1,0,0,0,,673,248,229,565,245,844,91,208,357,461,,18960,11670,14892,8202,10633,10801,14848,13234,11774,8612
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,0,0,0,0,0,0,0,0,0,0,,1661,1174,472,261,18,178,13,93,61,41,,41,50,0,0,109,9,83,2,134,0
870130,Track-laying tractors (excluding pedestrian-controlled),0,0,0,0,0,0,0,0,0,0,,105719,19161,29226,22044,8434,2574,3086,9953,0,0,,45,278,21,25,177,2977,1591,406,204,319
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,179,397,55,56,,0,0,0,0,0,11384,11945,10611,10395,15641
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,211,0,571,,0,0,0,0,0,0,203,607,219,0
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,0,0,0,0,0,0,0,0,0,0,,4758,3545,2638,3240,1949,2229,1684,2095,348,1304,,3827,1785,1808,3652,1609,1958,2583,2249,842,2373
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,13,0,0,0,0,0,0,,6991,10334,10945,12831,13084,18513,17445,22687,42394,42879,,1353,1007,946,2946,1973,3507,2282,3008,17394,79071
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,66,0,0,0,,0,0,0,0,0,0,29845,52967,78114,26743,,0,0,0,0,0,0,1256,1704,797,489
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,11838,10274,6868,4395,4878,3067,3778,1742,647,574,,1661,2134,1001,2917,3342,9481,2988,9653,2995,506
900651,"Cameras with a through-the-lens viewfinder [single lens reflex """"SLR""""] for roll film of a ...""",0,0,0,3,0,0,0,1,0,0,,6518,8150,8155,11895,5271,4896,3279,5368,1301,1447,,66,8,18,341,43,41,14,1,122,92
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens ...""",0,0,0,0,0,0,0,0,0,0,,293,218,578,170,225,46,67,92,17,411,,14,1,1,3,16,4,28,2,3,0
900319,"Frames and mountings for spectacles, goggles or the like (excluding of plastics)",168,4,3,0,2,0,149,85,1,0,,37205,32197,19997,15202,19716,13843,11213,8757,4670,5984,,32126,35000,36515,31022,26509,37022,47649,49812,31046,52510
890310,Inflatable vessels for pleasure or sports,12,20,4,13,5,0,0,12,0,0,,1520,2753,2534,1013,1643,561,1814,951,556,799,,192,291,129,184,148,127,54,91,66,40
890610,Warships of all kinds,0,0,292,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,323,0,0,0,0,0,0,0
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",71,0,0,0,0,0,0,0,0,0,,46,0,3,11,32,2969,12,30,139,22,,229,303,174,523,318,675,1321,1140,512,114
820110,"Spades and shovels, with working parts of base metal",0,1,0,0,0,0,0,0,0,0,,97,159,764,147,110,59,237,210,82,45,,88,72,47,66,80,95,744,1238,2061,2414
820240,Chainsaw blades of base metal,0,0,0,0,0,8,0,0,1,0,,2178,2869,5163,3251,1746,3187,11966,14323,13089,10652,,2225,2221,2018,2790,3746,3133,5940,5391,3894,9493
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,1909,360,520,293,110,50,24,25,6,0,,0,0,0,7,0,6,0,0,0,18
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,0,0,0,0,0,0,0,,44,37,125,13,2456,55,3,5,0,0,,0,0,0,0,0,2,0,0,0,2
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excluding for ...",0,0,0,0,1,0,0,0,0,0,,6424,2043,844,1679,1014,1591,649,817,302,1950,,5939,1877,2288,2651,2006,3769,3637,2711,2538,2168
842441,"Agricultural or horticultural sprayers, portable",0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,491,240,269,171,,0,0,0,0,0,10626,12743,13664,26756,27210
840682,"Steam and other vapour turbines, of an output <= 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,5971,5084,15029,5117,5701,3826,2834,1803,701,1348,,74782,17512,19035,20705,16991,11535,18732,20074,5065,18535
840732,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,2,0,0,,1057,435,966,190,1539,833,1027,1563,657,535,,388,117,670,1712,525,1096,1089,40,32,56
821591,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",0,1,0,0,0,0,0,0,0,0,,100,142,145,57,102,162,107,52,23,40,,75,75,46,28,4,17,145,257,78,20
846722,"Saws for working in the hand, with self-contained electric motor",61,0,0,1,10,0,0,0,1,0,,2743,4098,2015,1729,6742,1418,1029,632,626,3025,,12259,8089,10645,9335,8572,7472,11731,14193,11760,20504
846781,"Chainsaws for working in the hand, with self-contained non-electric motor",13,0,0,0,0,0,0,0,0,0,,24690,18199,20106,18866,23168,13046,3005,3922,4906,5231,,6275,5237,6300,6744,7264,9362,18167,19519,20238,31180
846791,"Parts of chainsaws, for working in the hand, with self-contained electric or non-electric motor, ...",3,0,0,0,0,0,0,36,0,0,,99123,79322,69685,67150,56546,53085,46557,39114,46334,44445,,3957,3092,3063,2665,2203,2783,5354,6094,8695,13173
847310,"Parts and accessories for typewriters or word-processing machines of heading 8469, n.e.s.",321,171,21,44,1,0,0,0,0,0,,15930,32501,30089,23254,13326,12087,0,0,0,0,,3953,4398,3909,10649,2347,375,0,0,0,0
847621,Automatic beverage-vending machines incorporating heating or refrigerating devices,0,0,0,0,0,0,0,0,0,0,,1352,666,808,391,1633,726,641,612,266,400,,362,972,205,532,407,204,50,61,460,169
847740,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics,9,0,0,0,0,0,0,0,0,0,,885,1723,1678,2239,5621,2292,1620,5145,4676,2289,,13792,10971,6848,15325,19326,18174,20004,15882,11810,17604
843242,Fertiliser distributors (excl. sprayers and manure spreaders),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,34,8,7,10,,0,0,0,0,0,70,141,149,191,195
843351,Combine harvester-threshers,0,0,0,0,0,0,0,0,0,0,,4,161,160,150,61,451,132,64,0,0,,2012,3268,5454,8907,9095,11834,39569,25695,63443,90079
843490,"Parts of milking machines and dairy machinery, n.e.s.",4,1,2,0,0,0,3,0,0,0,,2568,1879,4847,3956,419,2516,961,700,4464,1632,,4453,2315,2275,3440,3535,4234,2754,2554,3466,3838
843850,Machinery for the industrial preparation of meat or poultry (excluding cooking and other heating ...,11,0,0,0,4,0,6,2,1,0,,4776,3313,3073,3746,4212,4155,5370,4049,3945,1476,,7515,7988,4719,11761,2964,3939,8331,5594,10235,6762
843991,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s.",14,0,30,3,0,0,18,0,0,0,,36884,8466,10588,8070,10559,17789,13817,9155,9963,6951,,21314,4977,10640,4065,8129,8944,12465,8397,16336,11599
846011,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",0,0,109,91,171,0,0,0,0,0,,1559,704,683,941,1514,1880,0,0,0,0,,23953,2651,7123,2756,4733,1487,0,0,0,0
846031,"Sharpening """"tool or cutter grinding"""" machines, numerically controlled""""",0,0,0,0,0,0,0,0,14,0,,5679,1466,1078,2585,3819,712,725,883,242,534,,1888,2725,1507,2306,3829,5567,6668,7443,6099,7490
845941,"Boring machines for metals, numerically controlled (excl. way-type unit head machines and boring-milling ...",0,0,0,0,0,13,68,16,24,0,,0,0,0,0,0,0,287,83,91,146,,0,0,0,0,0,2701,33483,12707,8532,13522
845240,"Furniture, bases and covers for sewing machines and parts thereof",3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,412,0,0,0,0,0,0,0,0,0
845410,Converters of a kind used in metallurgy or in metal foundries,10,3,1,0,0,2,0,1,15,0,,9747,10080,18416,11419,15226,10470,11961,8443,7071,9459,,303,522,3277,357,24,4,9713,17081,6940,6262
845620,"Machine tools for working any material by removal of material, operated by ultrasonic processes ...",0,0,0,0,0,0,0,16,0,0,,1089,45,53,251,192,513,331,203,252,587,,591,343,363,483,846,878,1540,2044,831,6241
911440,Plates and bridges for clocks or watches,0,0,0,0,0,0,0,0,0,0,,40,4,30,16,60,135,755,104,6,23,,341,178,504,722,344,678,878,1086,304,113
930190,"Military weapons, incl. sub-machine guns (excluding artillery weapons, rocket launchers, flame-throwers, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,11,0,0,0,0,0,0
930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,1,0,0,0,0,0,0,0,0,0,,0,0,21,12,9,8,31,19,97,10,,7807,223,2403,400,640,434,360,4136,412,991
930629,Parts of cartridges for smooth-barrelled shotguns; lead shot for air rifles and pistols,5,0,0,0,0,0,0,0,0,0,,364,410,582,274,263,248,277,39,0,0,,4051,18059,250,463,554,1228,1884,1304,858,1840
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of ...",0,16,0,0,0,0,13,0,0,0,,286,508,1757,519,537,541,644,2114,358,495,,226,74,84,150,271,162,310,232,255,167
911220,"Clock and watch cases (excluding for wrist-watches, pocket-watches and other watches of heading ...",0,0,0,0,0,0,0,0,0,0,,44,158,25,65,1,1,6,9,1,20,,171,236,81,87,71,113,77,56,178,33
910111,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",132,71,146,0,0,0,704,297,0,0,,100504,71244,72166,70709,72589,83399,87127,58330,58716,65097,,12837,13461,20290,15331,8297,2660,19692,4792,1502,4568
960629,"Buttons (excluding of plastics or base metal, not covered with textile material, press-fasteners, ...",109,17,3,1,3,0,0,0,0,0,,5236,2602,1241,914,1042,822,7938,634,382,617,,9929,9795,8430,8640,6197,1950,2496,1900,672,956
960839,"Fountain pens, stylograph pens and other pens (excluding indian ink drawing pens)",5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2437,0,0,0,0,0,0,0,0,0
950440,Playing cards,0,5,0,0,1,1,1,2,26,0,,10800,16077,21258,18948,9013,7519,25420,79059,46684,83789,,4816,2450,2263,2733,3339,3315,2140,1835,3465,2111
940152,Seats of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,3,0,,0,0,0,0,0,2,12,8,16,5
940153,Seats of rattan,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20,6,0,0,,0,0,0,0,0,13,42,73,33,119
854091,"Parts of cathode ray tubes, n.e.s.",150,0,0,0,0,0,0,0,0,0,,1895,84,372,306,569,264,70,329,124,150,,16748,1700,231,153,198,99,68,49,27,16
860210,Diesel-electric locomotives,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,4301,0,0,,759,2238,1064,0,0,3421,219757,43264,0,0
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,0,0,0,0,,0,0,6,3884,11,0,1,0,109,10,,0,13358,6309,0,43,3644,1013,5669,248,0
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,0,0,0,0,0,0,0,0,208,0,,0,0,138,54,2311,11,245,0,263,0,,2050,2183,991,705,3749,1472,1850,76,233,674
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,0,0,0,0,0,0,0,0,,37,48,648,2106,1190,595,599,1842,1181,552,,62,0,0,90,1575,2030,3736,2086,6119,8013
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,0,0,0,0,0,0,7,0,,404,26,519,305,7,0,0,0,106,0,,6243,4889,1582,0,63,635,153,1582,15043,17215
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,33,20,0,0,,0,0,0,0,0,41,121,1448,1052,104
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1367,671,3826,1382,,0,0,0,0,0,1111,344,159,0,0
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",8,0,0,0,0,0,25,0,0,0,,1937,1511,816,476,390,762,1090,646,1789,457,,409,922,226,338,272,408,985,305,1250,623
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",3,0,549,0,0,0,115,0,216,0,,56364,67192,44190,31235,39447,28581,25844,16902,13580,13234,,2590,1628,4126,3206,1766,1061,3697,4848,5938,1743
851621,"Electric storage heating radiators, for space-heating",0,0,1,0,0,0,0,1,0,0,,256,120,1225,140,204,172,159,83,43,26,,418,110,9,35,83,17,21,8,24,21
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,0,0,0,0,5,0,0,0,,9609,852,3225,8682,1107,1373,1538,1259,2458,6155,,597,1223,124,374,46,13,356,411,0,104
900820,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",0,13,126,244,98,101,73,98,0,0,,14818,5942,7339,7687,5725,6624,6572,4453,2555,1463,,0,1208,1208,775,737,592,1417,1085,924,982
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",0,0,11,0,0,0,7,15,0,0,,1291,789,1075,3680,1990,5011,790,1306,1582,739,,437,651,309,486,885,1128,1184,1074,491,1786
880521,Air combat simulators and parts thereof,7,3,0,0,0,0,0,1990,0,0,,553,6427,1788,5223,3125,709,358,2133,906,5235,,919,19448,8256,7285,9541,20049,518,16792,11162,619
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",0,0,1,0,0,0,0,0,0,0,,131,265,172,141,145,245,727,294,240,83,,19,26,55,20,69,222,195,11,30,86
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,20928,6504,2076,830,525,21,279,710,196,31,,0,0,22,0,0,307,33,4344,192,0
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,61,135,119,273,594,48,1259,1057,1103,265,,232,5,951,2289,1774,665,2375,3564,2361,27
870510,Crane lorries (excluding breakdown lorries),0,0,0,0,0,0,0,105,0,0,,36446,28127,15832,3516,2509,3251,1335,2010,392,9825,,176,2331,6559,346,58,375,271,518,1904,1433
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",152,2,0,0,0,0,0,0,0,0,,39920,54683,120682,136565,137547,90751,189810,68346,54388,17904,,18197,24425,37284,47335,30630,8610,15870,7586,43065,22612
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",1,18,0,0,0,0,1,0,0,0,,26905,29710,10324,6806,14301,12615,8025,3772,2506,4771,,26877,46638,72748,82695,42871,54759,63575,30338,10202,27821
901540,Photogrammetrical surveying instruments and appliances,81,0,0,0,0,0,0,0,0,0,,1942,2723,2525,3559,1683,2740,2832,2558,2446,2467,,1325,1457,965,629,1355,555,249,536,484,1821
900711,Cinematographic cameras for film of < 16 mm width or for double-8 mm film,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,92,0,0,0,0,0,0,0,0,0
902121,Artificial teeth,0,0,0,0,0,0,0,0,1,0,,929,967,809,462,215,246,571,439,47,46,,1736,1784,1885,1241,801,1034,1455,1291,401,896
970200,"Original engravings, prints and lithographs",0,0,7,0,0,0,1,18,0,0,,2725,6582,6392,4763,4430,7684,1467,2762,1741,2284,,21,104,405,1,218,349,242,313,74,1053
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",0,0,0,0,0,0,0,0,0,0,,443,850,542,294,551,157,320,360,222,358,,193,196,57,70,174,118,202,162,32,199
960920,"Pencil leads, black or coloured",0,0,0,0,0,0,3,0,0,0,,679,778,285,645,298,210,404,618,365,183,,2140,2281,3867,4112,2917,3386,3281,3017,917,1300
961320,"Pocket lighters, gas fuelled, refillable",0,0,0,0,0,0,0,0,0,0,,30,102,133,15,9,24,30,96,92,194,,2097,2918,3713,5452,4586,4226,5040,6544,6166,6658
950810,Travelling circuses and travelling menageries,0,0,0,0,0,0,0,0,0,0,,409,180,3572,408,219,165,81,426,122,0,,2,8,1,13,0,4,57,0,0,0
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",0,10,0,0,0,0,0,0,0,0,,7,15,44,30,2,64,210,53,36,742,,436,256,1160,1023,495,207,730,985,179,216
910700,Time switches with clock or watch movement or with synchronous motor,8,1,14,4,15,2,1,6,1,0,,4098,7813,8390,3522,3030,4478,2310,2718,2177,2579,,8330,7934,6728,3481,3057,3297,4727,5553,5635,6855
910919,"Clock movements, complete and assembled, electrically operated (excluding alarm clocks and ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,243,0,0,0,0,0,0,0,0,0
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",0,0,6,0,11,0,0,0,0,0,,623,637,441,227,269,239,132,103,342,73,,3062,3199,2595,2951,3151,2737,4131,4379,2877,3522
911180,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials ...",1,0,0,0,0,0,0,2,1,0,,15868,11071,1217,605,22876,31240,31497,15525,16267,14247,,2130,1591,1476,789,450,1725,1696,1756,1672,5481
911420,Jewels for clocks or watches (excluding gems for clock and watch cases),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
920210,Violins and other string instruments,0,0,0,0,0,0,0,0,0,0,,499,477,1619,1377,440,200,131,124,227,280,,373,386,243,182,198,353,1038,737,327,271
920600,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",0,0,12,0,0,0,2,12,0,0,,2431,2108,940,858,1001,462,554,454,653,715,,3695,2499,2917,3927,3985,3833,4288,3526,1696,1939
920992,"Parts and accessories for string musical instruments without keyboards, n.e.s. (excluding strings ...",0,0,0,0,0,0,0,0,0,0,,1077,1413,734,1999,1369,1558,1386,1919,2042,2097,,753,375,454,467,425,750,518,576,947,1299
930310,"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,4,0,3,4,0,12,0,0,86
930510,"Parts and accessories for revolvers or pistols, n.e.s.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,11,104,9,2,13,132,2,83,144,77
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,16,8,14,43,13,12,184,37,3,0
940169,"Seats, with wooden frames (excluding upholstered)",62,0,28,158,10,15,41,211,8,0,,334,655,573,952,840,836,737,704,433,423,,5693,5417,5741,7713,9027,10422,13127,16651,8656,10044
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",0,4,0,0,1,0,95,0,0,0,,21520,1087,2055,858,3709,1905,4891,19286,5889,1034,,707,484,1749,3912,993,1627,2932,1170,565,836
401220,Used pneumatic tyres of rubber,1,0,0,0,0,0,0,0,0,0,,5827,4407,3255,2853,3447,3215,1707,1361,2355,1915,,1881,3236,3419,765,516,777,342,318,1190,3957
401320,"Inner tubes, of rubber, of a kind used for bicycles",8,12,4,0,29,0,0,2,5,0,,734,46,172,62,138,93,53,49,372,542,,1389,367,259,335,384,492,476,603,462,482
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,0,0,0,0,0,0,0,0,0,,99,52,65,29,118,394,9,23,10,65,,32,1,9,69,37,4,5,13,6,22
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",0,0,0,0,0,0,0,0,0,0,,806,389,721,107,154,178,94,118,82,146,,350,432,899,689,733,1208,815,708,671,3604
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",69,0,32,0,0,0,0,1,0,0,,236,485,910,244,310,31,41,44,29,178,,8311,7086,5844,4574,4181,5712,5873,3502,2860,5939
391520,"Waste, parings and scrap, of polymers of styrene",0,0,0,0,0,0,0,0,0,0,,564,1548,1360,732,708,221,514,281,5,0,,0,21,102,17,107,160,16,1,0,4
