Product code,Product label,"Korea, Republic of's imports from Singapore-Value in 2012","Korea, Republic of's imports from Singapore-Value in 2013","Korea, Republic of's imports from Singapore-Value in 2014","Korea, Republic of's imports from Singapore-Value in 2015","Korea, Republic of's imports from Singapore-Value in 2016","Korea, Republic of's imports from Singapore-Value in 2017","Korea, Republic of's imports from Singapore-Value in 2018","Korea, Republic of's imports from Singapore-Value in 2019","Korea, Republic of's imports from Singapore-Value in 2020","Korea, Republic of's imports from Singapore-Value in 2021",Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
551633,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,60,1,0,0,0,0,0,0,2,1,,715,571,300,746,767,1258,892,441,282,141
551691,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,8,10,99,6,5,0,0,0,0,0,,91,80,162,230,482,303,244,348,1240,1082
551694,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,123,28,18,12,48,316,11,108,22,45,,75,151,133,165,89,166,317,173,43,61
560129,Wadding of textile materials and articles thereof (excluding of cotton or man-made fibres; ...,0,0,0,0,0,0,0,0,0,0,,1782,3288,972,356,2363,962,1245,1133,1961,1765,,1011,533,567,413,489,416,426,746,561,719
392051,"Plates, sheets, film, foil and strip, of non-cellular poly""""methyl methacrylate"""", not reinforced, ...""",0,6,0,0,0,0,13,0,11,0,,4313,4813,4861,5814,7755,9370,17968,10604,7983,9818,,105667,80027,58717,57025,40666,30795,33172,23190,24092,26333
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked ...",0,0,0,0,1,6,0,0,0,0,,3820,6347,5203,3665,5845,5823,3677,4592,3918,5404,,2182,1216,1642,2564,3483,1947,2412,2044,2959,4428
392210,"Baths, shower-baths, sinks and washbasins, of plastics",0,0,21,0,0,0,0,0,2,0,,1613,1420,2538,2342,1094,534,954,626,385,2454,,2130,2550,2533,3155,3679,5233,5207,6872,11001,22559
400121,Smoked sheets of natural rubber,0,0,0,0,0,0,0,0,0,0,,108285,74260,51265,34555,23253,10930,554,310,0,0,,94221,83635,57951,44555,31032,28080,15334,19467,18718,23963
400700,Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ...,0,0,0,0,0,0,0,0,0,0,,268,93,428,142,39,84,57,63,41,119,,19607,19237,18002,15012,13082,15128,14209,12264,13082,18015
420321,"Specially designed gloves for use in sport, of leather or composition leather",1,0,1,0,0,0,1,4,0,0,,1361,1839,1338,863,1229,1316,1078,1480,1099,1552,,22122,24419,27947,26085,27381,28651,31135,29740,33938,38816
430220,"Heads, tails, paws and other pieces or cuttings of tanned or dressed furskins, not assembled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,5583,7318,4753,1577,531,215,672,482,261,531
440122,Wood in chips or particles (excluding those of a kind used principally for dying or tanning ...,0,0,0,0,0,0,0,0,0,0,,4288,4683,4367,2831,1727,1812,1516,710,378,993,,85848,90323,88187,79049,76527,63451,66301,75659,59162,72096
440320,"Coniferous wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,7,0,0,0,0,0,,0,0,263,58,264,6,0,0,0,0,,588198,681849,656428,534281,523540,2386,0,0,0,0
440341,"Dark red meranti, light red meranti and meranti bakau wood in the rough, whether or not stripped ...",0,0,0,0,0,0,0,0,0,0,,50,415,0,43,852,24914,4305,1889,1792,2418,,1514,1186,2110,746,1372,901,0,0,0,0
440719,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,908,182,133,352,,0,0,0,0,0,174560,168298,122283,114623,179819
441192,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,0,6,0,,24,80,203,50,110,313,93,114,33,75,,38471,33190,32117,29874,24917,19932,16660,12310,6251,9047
441193,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,10,23,0,0,0,0,0,,83,247,137,142,159,28,14,11,4,0,,3377,2972,4839,2278,1388,754,1073,1725,721,678
441232,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,2592,2929,7504,5262,5801,1301,0,0,0,0,,58029,82365,78831,79647,499505,2637,0,0,0,0
441810,"Windows, French windows and their frames, of wood",1,0,0,0,0,0,0,0,0,0,,58,54,43,20,8,3,1,26,161,17,,1683,2126,3234,2875,4194,3462,1578,2126,1292,1622
441850,"Shingles and shakes, of wood",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,111,0,0,,421,160,208,217,317,297,343,277,300,383
441872,"Flooring panels, multilayer, assembled, of wood (excluding for mosaic floors)",0,0,12,0,0,0,0,0,0,0,,420,178,571,418,305,165,0,0,0,0,,13226,14234,15534,17019,18131,565,0,0,0,0
441900,"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ...",0,2,1,1,1,0,0,0,0,0,,545,753,780,533,529,600,0,0,0,0,,39756,40907,47015,51951,54727,179,0,0,0,0
460129,"Mats, matting and screens, of vegetable plaiting materials, flat-woven or bound together in ...",0,0,0,0,0,0,0,0,0,0,,14,4,8,4,63,1,2,11,3,17,,3791,3865,3744,2998,2713,2262,2784,3024,2578,2685
470200,"Chemical wood pulp, dissolving grades",0,0,0,0,0,0,0,0,0,0,,50,15,0,533,555,0,2853,44035,249096,23509,,27735,24598,22521,23308,26942,33731,39251,40577,23687,28235
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,14,1348,890,17007,15441,994,371,15422,61046,82569,,811260,842617,726409,795327,638427,753052,980973,794727,576352,709609
480449,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,167,164,230,78,106,150,382,173,187,199,,553,9129,20184,13852,18328,18633,11537,1522,2351,1397
480593,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,8,0,0,0,1,0,,3078,5121,6152,6766,4930,3826,2227,1322,1136,725,,24745,30872,33666,31138,25690,27448,18721,15681,35465,43512
480610,"Vegetable parchment, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,0,0,0,0,0,,189,165,155,286,278,88,38,49,23,18,,6185,6558,6332,5513,5533,5644,6126,6507,3641,3034
842310,"Personal weighing machines, incl. baby scales; household scales",0,0,0,2,0,0,0,1,1,0,,3909,5077,8396,5776,4641,3569,5021,6869,4725,5005,,7932,10435,11001,13083,16169,18574,16999,18435,19695,18807
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,0,0,0,0,0,0,0,0,0,,4994,1552,3317,1171,1826,385,225,90,52,2,,0,4,0,69,135,422,779,270,431,448
842840,Escalators and moving walkways,0,0,0,0,0,0,0,0,0,0,,132,59,195,733,208,45,171,637,71,51,,43746,51278,60128,82150,70458,61667,56871,53829,51411,57071
842911,"Self-propelled bulldozers and angledozers, track laying",0,0,0,0,0,0,0,0,0,0,,20439,10178,3781,9568,12564,3817,8999,38679,17896,6372,,10274,4988,10070,5103,7196,9353,6028,18286,7859,9180
841210,Reaction engines other than turbojets,0,0,0,0,0,0,0,0,0,0,,883,3281,2518,1030,1467,1260,3067,4891,3861,2537,,4135,1860,4743,5633,5174,270,3716,1297,1654,3024
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",0,0,0,0,0,0,0,0,0,0,,100,1490,149,1139,1238,787,512,369,1174,430,,54,81,130,135,234,476,1124,1797,1723,2002
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",0,0,0,2,0,0,0,0,0,0,,1584,775,579,266,313,2384,2870,447,540,653,,1070,626,1490,1791,700,974,863,1630,533,557
846120,"Shaping or slotting machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,0,0,0,,535,178,131,245,85,2176,166,286,3046,107,,5449,3321,4679,2730,4713,3314,2933,3443,2133,1815
846130,"Broaching machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,0,0,0,,51,52,73,192,11,12,196,26,16,17,,5354,4253,7882,5152,3067,5090,9236,905,463,657
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",0,0,0,0,0,0,0,0,0,0,,1884,828,439,1708,737,492,1155,908,567,401,,63097,84185,58041,54022,54261,48751,32339,41049,31788,31791
846221,"Bending, folding, straightening or flattening machines, incl. presses, numerically controlled, ...",0,0,0,77,0,0,328,0,0,0,,2927,2050,1786,1198,739,347,620,1345,807,297,,45944,38627,46842,39725,42394,45405,55239,34137,33576,40000
846239,"Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined ...",0,0,20,0,0,0,0,4,0,0,,564,1941,5644,1499,321,506,555,1778,344,670,,8415,4604,7840,3505,3379,2503,4457,3658,5736,4836
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",0,9,0,0,0,0,8,0,0,0,,4210,2434,2727,3430,3480,3606,8320,2177,2269,1589,,3884,5374,6949,3755,4557,6420,7851,3984,2741,3554
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening ...",0,0,0,48,0,237,1488,434,0,0,,30078,19027,16803,7948,6717,13028,12624,3961,2254,3501,,74972,60945,69422,45783,38356,39614,33294,45062,24548,39565
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,499,1926,1565,827,,0,0,0,0,0,1157,3432,3556,5361,4997
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",0,0,0,0,3,2,0,0,0,0,,1527,1319,1307,851,546,698,548,847,209,421,,5095,1699,4936,3072,2484,4335,3383,3248,3115,2695
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",0,0,0,0,0,0,0,0,0,0,,5720,6437,2113,2500,435,578,633,1266,2439,487,,738,1150,2485,2402,714,1093,2043,1914,6903,2442
845530,Rolls for metal-rolling mills,54,0,0,0,0,0,0,0,0,0,,1973,836,403,669,259,478,845,1604,1441,1369,,147708,99236,85574,86168,94625,64797,80204,79632,84931,84038
845590,"Parts of metal-rolling mills, n.e.s.",0,0,0,374,0,0,0,0,0,0,,2771,1455,1584,9604,1049,1128,1170,1138,635,1373,,109863,120314,22441,62984,34839,26891,32277,31065,82811,31496
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,168483,1477,504,359,,0,0,0,0,0,2217,1013,723,648,1181
845710,Machining centres for working metal,3434,1569,424,87,410,1117,0,1241,559,0,,135362,109130,105443,90240,92783,125289,134422,108444,93276,112792,,246874,251779,359933,290615,249703,261465,201939,171278,139813,138577
845720,"Unit construction machines """"single station"""", for working metal""""",0,0,0,0,0,0,0,0,0,0,,1702,940,1248,878,2651,1753,2721,1511,1106,794,,153,587,261,76,4,386,701,547,62,4
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",6,0,8,0,0,0,0,0,12,0,,5321,3782,2463,2384,2530,3797,2113,9184,2455,1940,,26912,24436,20081,14382,9360,11226,12322,6119,5184,7186
845940,Boring machines for metals (excluding way-type unit head machines and boring-milling machines),221,0,6,73,0,0,0,0,0,0,,1637,6124,13055,9453,1673,3549,0,0,0,0,,11824,20932,16841,9933,6918,0,0,0,0,0
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",0,0,0,0,0,0,0,0,0,0,,518,640,1016,1029,878,977,300,304,3378,900,,5423,3362,1513,2214,2381,1143,1567,2286,8807,2280
844520,Textile spinning machines (excluding extruding and drawing or roving machines),0,0,0,0,0,0,0,0,0,0,,325,160,815,26,3762,0,26,8649,2641,1373,,28638,10746,4372,4277,6842,2193,993,602,2561,646
844842,"Reeds for looms, healds and heald-frames",0,0,0,0,0,0,0,0,0,0,,1732,98,91,1002,673,51,7,9,41,1,,921,977,849,610,741,516,828,626,493,558
844849,"Parts and accessories of weaving machines """"looms"""" and their auxiliary machinery, n.e.s.""""",0,0,0,0,0,0,0,0,0,0,,1563,2564,1513,1297,1268,4283,7148,4940,715,296,,7595,8009,9621,8427,6558,6367,7967,6628,4978,6119
845210,Sewing machines of the household type,0,1,0,0,1,0,0,0,0,0,,2152,5584,2586,4096,2727,3316,2081,849,652,714,,11180,11299,10028,10493,11495,9748,8963,7687,12608,9482
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",0,0,4,0,0,0,0,0,0,0,,135,544,1713,415,1037,666,383,501,222,270,,2806,2261,2017,3103,3483,1769,4142,5277,2375,2027
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,0,0,0,0,0,0,0,0,0,0,,2055,8781,1791,2127,7569,4422,12194,6891,7393,7145,,36132,45132,49884,36132,19224,11549,12183,8600,28197,8676
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,0,0,0,0,0,0,0,0,0,0,,90,632,201,300,943,114,205,206,64,7,,11,2,18,26,14,10,31,128,250,351
848010,Moulding boxes for metal foundry,29,0,4,0,0,0,0,0,0,0,,1261,790,6355,1551,976,1056,911,2296,1243,1301,,5920,4701,6721,4651,3659,4159,3507,4164,4136,3303
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),14,0,0,0,0,0,0,0,0,0,,173,225,1221,172,484,326,292,991,541,745,,272,216,437,744,485,672,1167,735,888,804
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",1,0,0,0,0,0,0,0,0,0,,226,1173,402,406,270,898,3613,1920,5010,899,,666,4255,10365,8799,353,974,726,66,121,369
851950,Telephone answering machines,0,0,0,0,1,0,0,0,0,0,,363,1960,4490,274,829,1741,6067,1547,10122,2674,,45,7,9,30,7,5,0,0,13,1
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",0,0,0,10,0,14,2,0,0,0,,57547,45040,63633,41148,38965,23579,21211,17900,11535,9735,,165643,175837,156486,157212,125183,118067,128516,135734,87819,50457
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",0,0,0,0,0,0,0,0,0,0,,23811,13435,11225,6966,6924,7964,5279,9469,2677,2530,,40900,24019,18208,14029,16231,15388,16070,16543,14271,14996
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",0,0,0,0,0,0,0,0,0,0,,3236,2537,2146,926,1225,988,1112,1320,1900,1376,,349,638,603,723,883,721,860,1306,1334,1746
850730,Nickel-cadmium accumulators (excluding spent),0,0,0,0,0,1,0,0,28,0,,8978,9327,8877,9464,12826,14123,15678,21760,16594,20025,,15982,18514,18506,11239,14581,14073,14529,12841,14691,18878
730512,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,99264,58564,62695,28502,6231,12216,5139,11735,20898,17362,,2979,925,3111,133,158,78,59,3,45,243
730519,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,47,10,0,9,7,0,0,0,0,,3535,2437,2156,4886,6936,3278,2875,1324,2626,3796,,365,1057,2418,388,22,1359,539,121,15,179
732181,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",5,0,0,0,0,0,0,0,0,0,,188,333,78,174,173,48,42,354,2028,2849,,1140,2042,4524,5087,4257,5116,4031,1258,655,1426
732211,"Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel ...",0,0,0,0,0,0,0,0,0,0,,647,341,424,697,148,165,198,485,258,427,,295,951,414,281,289,62,129,308,318,839
732391,"Table, kitchen or other household articles, and parts thereof, of cast iron, not enamelled ...",0,0,0,0,0,0,0,0,0,0,,1417,1739,1744,1460,1053,897,626,1072,1113,1299,,1397,2033,1990,2810,3506,3889,4487,4097,5600,8161
722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",0,83,1,0,3,2,1,90,0,0,,16783,14461,15125,7414,6501,9811,9323,9534,9406,19220,,102603,83919,84230,78579,68584,79545,78589,77224,40629,42134
730210,"Rails of iron or steel, for railway or tramway track (excluding check-rails)",1613,375,663,757,0,0,0,175,30,0,,1533,3646,747,904,2087,1616,128,703,796,710,,33240,30801,24666,23793,16055,12099,15804,14604,17176,19010
730240,"Fish-plates and sole plates of iron or steel, for railways or tramways",0,0,0,0,0,0,0,0,0,0,,3567,4324,346,332,477,283,546,209,491,8,,242,155,1835,227,360,792,2618,2334,1649,2132
730424,"Casing and tubing, seamless, of a kind used for drilling for oil or gas, of stainless steel",0,0,72,0,0,0,0,0,0,0,,12848,47751,29611,20543,26003,15414,379771,49960,36945,32690,,12161,3869,4761,11699,2479,2424,2272,1601,1494,1173
731414,"Woven cloth, incl. endless bands, of stainless steel wire (excluding woven products of metal ...",13,21,1,0,0,0,0,0,0,0,,15673,10255,12090,8830,3110,1693,1875,4827,2549,2541,,12790,13328,12057,8655,11075,14302,12427,13679,15082,17273
731420,"Grill, netting and fencing, welded at the intersection, having a mesh size of >= 100 cm©÷, of ...",0,0,0,0,1,0,0,0,30,0,,8908,6505,4992,3481,5068,11262,5272,4043,3073,5181,,5876,3506,3915,2840,2475,2430,2609,2848,4255,3144
731449,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection (excluding ...",0,0,0,0,115,2,0,1,0,0,,16339,16879,12751,7766,7623,10700,13584,3979,972,940,,10663,10842,12706,14591,10409,11672,10989,10858,11617,15516
731511,Roller chain of iron or steel,22,0,8,1,0,0,0,0,0,0,,28810,26415,24156,24931,17946,12669,15742,10783,9979,10693,,43364,42595,39527,39340,42412,39496,42014,35530,32046,40514
740821,"Wire of copper-zinc base alloys """"brass""""""""",22,33,514,5,0,6,0,0,3,0,,7148,5554,4151,2514,1506,1141,1163,1135,1914,5207,,8383,8871,9590,8559,10912,18208,25536,23530,22379,33602
750220,Unwrought nickel alloys,0,0,0,0,0,0,0,0,0,0,,35302,5496,13236,32507,618,4977,2058,7486,3981,18762,,10389,9467,10216,9845,7156,8362,11617,9502,12661,14471
760711,"Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excluding ...",10,0,0,12,85,12,0,31,0,0,,5521,6467,5884,14483,10280,4399,9511,9644,16710,12327,,66109,74460,89857,89392,110640,138010,188896,173810,164810,217674
760820,Tubes and pipes of aluminium alloys (excluding hollow profiles),5,0,1,3,4,1,2,2,12,0,,3150,7914,5991,3197,3852,5617,4684,6416,3108,8207,,22197,23974,27493,24837,22323,23111,22940,30691,31559,31168
761490,"Stranded wires, cables, ropes and similar articles, of aluminium (other than with steel core ...",0,0,0,0,0,0,0,0,0,0,,2888,4270,2252,954,621,1347,1287,1749,1415,1752,,491,815,2152,1522,3412,4370,3533,10963,35211,45321
810196,Tungsten wire,0,0,0,0,0,0,0,0,0,0,,204,253,315,803,785,843,1323,997,707,621,,12676,13048,12604,9080,9198,9092,8862,9218,8016,11149
810419,"Unwrought magnesium, containing < 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,7,36,3,1,2,1,22,13,71,22,,32403,40882,25465,20329,18092,17962,17499,19425,16307,25958
810490,"Articles of magnesium, n.e.s.",0,0,0,6,1,7,0,0,2,0,,2166,4563,2423,2739,2687,1727,3942,2226,1269,713,,6023,7201,5699,4789,3538,3950,3458,2319,3675,2187
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),0,0,0,0,0,11,1189,0,0,0,,12,141,0,0,0,0,1666,2303,1436,1464,,495,1089,3760,3951,2421,2024,2776,1886,1384,2961
810720,Unwrought cadmium; cadmium powders,0,0,0,0,0,0,0,0,0,0,,819,0,39,3,0,0,0,0,6,5,,20,37,17,79,6,6,10,16,18,15
810820,Unwrought titanium; titanium powders,0,0,0,0,0,0,0,0,0,0,,128,60,146,39,91,166,164,60,443,42,,144207,65916,39358,25000,34342,56801,57508,54581,59382,67433
811090,"Articles of antimony, n.e.s.",0,0,0,0,0,0,0,0,0,0,,467,282,376,25,64,17,20,7,266,28,,146,26,82,120,84,163,80,137,45,108
811251,Unwrought thallium; thallium powders,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,6,0,0,0,0,20,0,0,2
820150,"Secateurs and similar one-handed pruners and shears, incl. poultry shears, with working parts ...",0,0,0,0,0,0,0,0,0,0,,128,161,83,561,601,371,109,84,50,67,,1954,2190,2441,2387,2735,3219,3124,3127,4031,4127
830520,"Staples in strips, of base metal",0,0,0,0,0,0,0,0,0,0,,2689,2760,2615,2347,2100,1506,2907,1828,858,955,,2356,1495,2777,2868,4440,5804,5930,5213,4656,6424
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",15,32,21,56,23,16,11,1,60,0,,6809,35871,45033,44021,29703,19002,14076,8616,11357,11814,,5328,6322,5831,6061,3530,4951,2225,5712,3972,4980
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",0,0,2,0,0,2,0,0,8,0,,567,109,149,135,67,277,121,197,5692,129,,6160,5223,9444,11029,6970,10817,6793,6855,7858,8584
840420,Condensers for steam or other vapour power units,0,0,0,0,1204,0,0,0,0,0,,8030,4652,5493,4777,1380,738,323,2914,1055,793,,1552,500,1397,10638,1917,1875,117,1203,3933,2309
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,6,15006,0,1,31,0,0,6,68,0,,18787,33297,4439,5735,5905,9795,7765,11258,7730,14365,,11744,105303,168330,38903,18217,15475,6697,10561,8744,8624
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,41,0,,3698,37203,14661,5764,2626,566,1155,3237,34,3,,59340,406249,135241,47235,14318,29498,26448,13338,31211,33852
840731,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,0,0,0,,363,216,422,526,81,145,13,3,56,409,,348,35,22,22,105,65,99,154,73,135
841720,"Bakery ovens, incl. biscuit ovens, non-electric",0,0,0,0,0,0,0,0,0,0,,521,207,515,419,781,281,459,164,44,162,,6911,5771,6556,2669,2852,2311,5425,4937,2559,3894
841821,"Household refrigerators, compression-type",0,0,0,0,0,2,0,1,0,0,,10047,7354,5858,4077,4970,3185,2263,1810,4051,3566,,11251,6795,10652,17491,30351,49218,43853,39124,46440,70375
