Product code,Product label,"Taipei, Chinese's imports from Viet Nam-Value in 2012","Taipei, Chinese's imports from Viet Nam-Value in 2013","Taipei, Chinese's imports from Viet Nam-Value in 2014","Taipei, Chinese's imports from Viet Nam-Value in 2015","Taipei, Chinese's imports from Viet Nam-Value in 2016","Taipei, Chinese's imports from Viet Nam-Value in 2017","Taipei, Chinese's imports from Viet Nam-Value in 2018","Taipei, Chinese's imports from Viet Nam-Value in 2019","Taipei, Chinese's imports from Viet Nam-Value in 2020","Taipei, Chinese's imports from Viet Nam-Value in 2021",Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
252390,"Cement, whether or not coloured (excluding portland cement and aluminous cement)",0,0,0,0,0,0,0,0,0,0,,5130,4931,3125,1182,7628,5918,3644,7134,1213,75103,,328,194,297,191,160,361,135,166,246,506
252530,Mica waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,,0,1515,22442,21853,20092,18712,16939,15553,14313,18237
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,1440,57106,8550,2570,18547,71947,35864,50087,3783,29906,,2076676,2297202,2022149,1267157,1155706,1515486,1567562,1910753,1975842,3764318
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",0,0,0,0,0,0,0,0,0,0,,101,1740,179,0,0,124,0,0,0,,,103,81,61,41,56,80,70,29,36,24
261100,Tungsten ores and concentrates,0,616,0,0,0,63,0,0,0,0,,0,0,966,946,834,0,0,0,0,5474,,0,625,0,0,329,1945,505,1,0,132
300691,Appliances identifiable for ostomy use,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,,,2724,2628,3350,3176,4070,4216,4285,2319,2993,2532
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,449,624,837,553,677,664,822,740,983,647
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,6,4,10,4,6,10,283,12,0,13
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,0,0,0,0,0,0,0,0,0,,18500,8875,7379,5738,5832,11380,12406,11195,14213,65082,,203,289,230,99,130,170,179,240,226,385
282570,Molybdenum oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,7898,11764,6920,2291,1262,2534,4590,16196,25437,20455,,135,140,153,182,236,292,197,66,147,203
282732,Aluminium chloride,0,0,0,0,0,0,0,0,0,0,,1132,1938,1091,1407,42,0,8,33,30,53,,1250,1208,1024,1085,617,529,548,538,553,519
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,472,,594,254,94,44,3,4,29,2,1,0
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,9,0,0,0,0,,1,0,1,0,0,150,83,626,507,2905,,22217,19442,19652,18753,21573,21361,23818,22288,23223,22564
283311,Disodium sulphate,0,0,0,0,0,0,0,0,0,0,,319,273,0,80,0,943,203,88,355,49,,1823,1871,1807,2036,3043,2224,2184,2000,2244,2918
283327,Sulphate of barium,0,0,0,0,0,0,0,0,0,0,,0,14,0,2,0,11,6,6,11,,,5410,4474,5041,4597,5001,5228,4462,3934,4103,4792
283510,"Phosphinates """"hypophosphites"""" and phosphonates """"phosphites""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,45,27,30,0,25,7,0,24,,5502,4932,5454,4141,4655,5054,4947,3748,3557,8431
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",0,0,0,0,0,0,0,1,0,0,,23,62,64,118,24,3,6,145,81,1289,,14179,17305,12124,7078,8670,3760,5314,5423,7047,18624
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,0,0,0,0,0,0,0,,47,0,0,0,0,0,0,0,0,,,949,891,1098,922,699,746,687,630,423,619
30613,"Frozen shrimps and prawns, whether in shell or not, incl. shrimps and prawns in shell, cooked ...",25063,29271,3118,0,0,0,0,0,0,0,,,,,,,,,,,,,110837,121664,5783,0,0,0,0,0,0,0
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,0,,41,109,15,51,15,26,140,43,201,261,,0,0,0,0,0,0,0,0,0,0
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,0,0,1,0,0,0,0,0,0,,340,632,805,150,165,525,225,274,576,1034,,1255,1090,935,1502,2084,1448,1235,1690,1507,2345
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",12,4,0,5,0,4,0,0,0,0,,3431,4071,5915,2633,3173,1319,1303,1290,718,11,,537,936,945,314,325,357,252,117,122,110
71333,"Dried, shelled kidney beans """"Phaseolus vulgaris"""", whether or not skinned or split""""",0,2,2,2,2,2,2,2,0,0,,16,9,4,37,255,51,841,229,219,124,,3217,2964,3223,2994,2328,2589,3165,3642,3924,4209
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,,0,0,0,0,5,3,2,4,5,7
80420,Fresh or dried figs,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,1,1,9,69,,420,749,787,1609,2510,2221,4287,2112,2220,2026
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,198,327,409,418,119,82,205,283,407,331,,0,0,0,0,0,0,0,0,0,0
80920,Fresh cherries,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,88714,66445,203,0,0,0,0,0,0,0
80929,Fresh cherries (excluding sour cherries),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,37,,0,2334,91909,74968,89839,109904,104879,100636,93206,111283
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
81320,Dried prunes,0,0,0,0,0,0,0,0,0,0,,126,114,0,5,1,3,0,9,10,1196,,2580,2605,3124,2970,2694,2774,2007,1770,2801,2083
100119,Durum wheat (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,2867,9,0,8,0,1400,1,395,723,,0,36759,406167,349964,295248,350313,317376,311931,349519,376208
100200,Rye,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,10,12,0,0,0,0,0,0,0,0
100390,Barley (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,21,1736,,0,628,15155,13749,10383,10927,8971,8650,10290,8297
100590,Maize (excluding seed for sowing),192,0,0,0,0,0,0,0,0,0,,1932,1530,22380,10722,10607,12820,39971,49967,120966,61714,,1412870,1184532,1030069,873753,784068,846947,854314,978340,886651,1322745
100640,Broken rice,0,0,0,0,0,0,0,0,0,0,,180212,95295,70109,163965,109642,148656,72357,227029,384059,246348,,0,0,269,327,248,460,634,546,85,408
120210,"Groundnuts in shell, not roasted or otherwise cooked",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,0,0,0,0,0,0,0,0,0,,0,0,235,81,8,246,0,3,63,11,,69,52,69,0,0,0,0,0,0,0
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,26,23,4,2,,,1145,504,644,1329,1861,737,2981,2441,2129,2239
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,8,0,0,0,0,,113,124,125,10,9,48,164,164,0,144,,27410,31384,39870,39688,26658,29308,33520,42860,32874,28475
90812,"Nutmeg, crushed or ground",0,0,0,0,0,0,0,0,0,0,,9868,11603,11797,10456,8639,11055,10817,12394,16940,6637,,0,0,18,31,21,4,31,7,12,5
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,8,0,0,0,6,0,15,0,11,9,,0,0,0,5,1,8,4,1,30,6
90830,Cardamoms,13,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,618,240,0,0,0,0,0,0,0,0
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,213,81,224,49,100,77,53,0,32,85,,0,40,262,298,309,355,305,297,335,379
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14,14,123,42,262,,1242,850,1939,1887,2028,1295,1284,1571,2321,2922
80231,"Fresh or dried walnuts, in shell",0,0,0,0,0,0,0,0,0,0,,3,6,0,4,1,11,5,3,8,1244,,33,129,269,143,494,487,465,342,254,327
80251,"Fresh or dried pistachios, in shell",0,0,0,0,0,0,0,0,0,0,,0,25,0,0,0,0,3099,1288,8018,3691,,0,3362,11679,14352,11175,12112,16261,17286,11197,18802
60499,"Foliage, branches and other parts of plants, without flowers or flower buds, grasses, for bouquets ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,84,75,0,0,0,0,0,0,0,0
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,411,1368,1209,813,174,113,458,559,691,736,,180,193,277,477,997,938,718,1037,388,25
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,193,,1,2,64,153,31,94,577,562,549,527
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,40,608,118,184,447,555,1668,1062,47,,15053,16128,16665,11697,8920,11688,11897,11838,11436,14902
40700,"Birds' eggs, in shell, fresh, preserved or cooked",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,441,1093,0,0,0,0,0,0,0,0
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,0,0,26,40,364,155,40,471,328,2,,0,0,117,249,70,57,0,0,45,337
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",0,0,0,0,0,0,0,0,0,0,,2,0,11,0,12,159,141,168,0,16,,29585,30067,31292,30305,26718,30457,45204,51266,49545,36432
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",81,11,0,0,17,0,0,0,0,0,,25,4,10,41,68,91,26,5,8,14,,2751,2910,3566,4359,5702,9471,19050,14977,8167,5722
30496,"Frozen meat, whether or not minced, of dogfish and other sharks",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,65,0,,,0,0,0,0,0,545,576,808,554,457
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,0,0,,5,0,0,1,23,37,54,0,0,1,,3,4,4,12,6,3,2,1,1,1
30571,"Shark fins, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,20,295,5,8,0,113,0,307,226,2900,,0,540,3750,4203,5566,4138,2688,1924,674,442
30719,"Oysters, smoked, frozen, dried, salted or in brine",0,0,0,64,112,0,0,0,0,0,,792,493,3,645,62,508,975,219,0,4,,0,155,2886,3729,3282,328,216,88,9,70
30787,"Smoked, dried, salted or in brine, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,14,4,1,114,37
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,766,124,0,44,0,0,1,23,,0,0,0,2,0,1,0,0,1,4
30821,"Live, fresh or chilled, sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus ...""",0,0,0,0,0,0,0,0,0,0,,0,240,0,0,0,0,0,0,0,,,0,39,1990,2120,3450,3686,4643,5335,5637,6038
10130,Live asses,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,41,38,0,0,0,0,0,0
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,0,0,0,0,0,0,0,0,,0,0,368,833,544,461,563,484,209,63,,2764,3595,3597,4221,4032,3447,4284,5382,4724,5563
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,9,13,11,10,8,59,121,5,4,,,0,0,0,32,560,763,0,0,0,0
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1010,416,1193,139,42,0,8,31,218,51
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,27,20,0,,,30276,25965,28906,26322,18620,29275,40203,30155,32374,39406
20610,Fresh or chilled edible offal of bovine animals,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,347,463,591,820,968,1308,2338,2922,3960,4787
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,17,36,1,37,0,,,316,188,717,158,218,162,388,79,134,108
20742,"Frozen domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,21,35,0,0,11,,0,1,0,0,208,0,0,0,0,0
30119,Live ornamental fish (excluding freshwater),0,0,2,0,0,0,0,0,0,0,,107,35,240,251,82,37,872,1194,130,194,,0,24,380,347,357,357,289,200,242,185
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,31016,18223,10403,7067,1944,3588,3295,2427,591,1016,,0,0,0,0,0,0,0,0,0,2
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",0,0,0,0,0,0,0,0,0,0,,3867,690,881,68,8,43,232,822,231,303,,0,0,0,0,0,0,0,1,1,4
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,13,0,0,0,0,0,0,0,,60,61,190,1146,124,55,1133,600,364,91,,0,0,13,3,0,0,1,0,0,0
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,23,2,0,,,0,0,0,0,0,324,1427,225,279,354
30326,"Frozen eels """"Anguilla spp.""""""""",0,10,0,0,0,0,0,0,0,0,,0,20,0,0,1,679,35,35,155,1709,,0,10,0,0,1145,614,25,0,0,0
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,7568,521,373,7,145,763,156,150,76,279,,110,26,10,42,22,7,120,31,19,204
30359,"Frozen anchovies """"Engraulis spp."""", Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus ...""",0,0,0,0,0,18,70,65,29,0,,0,0,0,0,0,0,21284,35373,25559,59351,,0,0,0,0,0,6452,21551,20052,17740,29838
30367,"Frozen Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,188,392,550,297,293,226,68,,0,4,0,42,0,0,0,0,0,4
30371,"Frozen sardines Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella spp."""" and brisling ...""",0,21,0,0,0,0,0,0,0,0,,,,,,,,,,,,,172,49,0,0,0,0,0,0,0,0
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,71,53,13,816,,0,0,46,192,0,0,0,12,24,0
30390,Frozen fish livers and roes,0,7,7,5,0,0,0,0,0,0,,1043,112,287,283,423,572,0,0,0,,,0,2415,14698,20924,17799,68,0,0,0,0
30422,Frozen fillets of toothfish (Dissostichus spp.),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,202,0,0,0,0,0,0,0,0
30429,Frozen fish fillets (excluding swordfish and toothfish),5285,7400,0,0,0,0,0,0,0,0,,,,,,,,,,,,,20998,17070,4,0,0,0,0,0,0,0
110210,Rye flour,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,79,94,0,0,0,0,0,0,0,0
110412,Rolled or flaked grains of oats,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,7,3,1,0,42,3,,1348,1307,1018,1382,1714,1914,1337,1966,1483,2308
170114,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excluding ...",0,0,1,4,16,0,0,0,0,0,,250,4120,47,3,1,9,7220,93,26,233,,0,20265,191333,151639,153526,198905,145672,118204,138172,163804
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,60,,634,642,791,685,1014,745,778,767,866,932
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,0,0,0,0,0,0,0,0,,108,52,18,32,6,29,9,23,8,270,,37,55,65,51,146,229,198,205,35,25
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1463,1073,666,1039,813,1001,1203,810,1003,897
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",0,0,814,0,0,0,0,0,0,0,,1072,1110,719,0,0,0,0,0,0,,,0,2,4029,4217,3146,3746,3287,3758,3347,4035
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,0,0,0,,0,126,0,0,0,0,0,0,0,,,0,202,924,0,0,0,0,0,0,0
151110,Crude palm oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,58,0,0,0,,,779,459,573,245,241,342,282,193,201,176
151411,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,157,418,278,,27180,24459,21722,19845,23790,18483,19085,19167,19717,32599
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,6,,132,180,383,336,362,106,65,78,106,82
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,0,0,,3959,4361,4866,4801,3541,4410,5211,5213,4997,5224,,2181,3996,3322,4500,5592,6827,3756,3995,7004,8684
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,4,5,5,6,10,8,10,5,0,0,,34,41,47,30,50,237,25,20,4,1,,246,293,255,339,284,368,478,426,253,308
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,0,62,0,65,2,338,623,1156,770,282,,0,0,1,284,168,2694,2016,677,1446,593
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,21,6,28,11,16,40,2,36,128,35,,58,70,69,68,79,97,110,98,91,76
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",18,0,0,9,3,0,0,0,0,0,,2246,3175,2979,2916,2775,2561,2707,2664,2213,2649,,404,507,443,636,567,531,593,1296,1257,1474
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1803,1353,79,55,39,6,3,0,3,0
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",2,0,3,0,10,0,0,0,0,0,,99,0,3,11,186,304,2686,3575,4481,2164,,2083,7098,10441,9304,4759,756,3,132,296,142
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,133,,0,0,10,7,10,7,38,7,200,12
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",0,0,0,0,0,0,0,0,0,0,,1464,1403,1287,1256,1228,1450,1654,1969,2874,3403,,158833,155354,139211,147900,122876,112473,123591,118528,110616,124063
250810,Bentonite,0,0,0,0,0,0,0,0,0,0,,58,102,32,0,0,4,0,150,5,161,,8259,9148,9887,11942,8985,13003,10761,10415,11907,14700
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",0,0,0,0,0,0,0,0,0,0,,0,26,1,0,0,0,0,0,0,63,,284,178,197,253,480,579,360,441,369,553
252220,Slaked lime,0,0,0,0,0,0,16,0,0,0,,98,6,51,111,126,79,166,290,350,7522,,116,362,308,234,268,304,284,505,308,331
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,3,3,3,0,3,3,0,0,,6,5,94,43,6,222,192,545,303,6,,0,0,3,6,6,3,3,7,0,3
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,89,32,29,4,9,28,26,23,27,36
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,29,222,441,312,589,704,342,184,137,118
284610,Cerium compounds,1686,786,250,0,0,0,0,0,0,0,,0,0,91,152,17,19,0,0,0,,,36890,27996,27480,26686,25930,35023,38342,29491,38568,47575
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",0,2,0,0,0,0,0,0,0,0,,1701,4576,4265,2031,5250,5549,3917,5348,1419,4292,,4687,4926,4824,4377,3286,4549,4042,3571,2846,3305
285200,"Compounds, inorganic or organic, of mercury (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,111,187,0,0,0,0,0,0,0,0
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,0,0,132,119,138,192,132,176,156,189
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",0,0,0,0,0,0,0,0,0,0,,125,24,1,0,0,0,0,391,32,29,,12067,13272,80440,132203,94293,96525,87972,109049,117195,112574
290313,"Chloroform """"trichloromethane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,148,147,184,169,154,177,162,166,165,211
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4137,1319,2,1,0,0,1,1,0,0
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,0,0,4,5,0,0,0,0,1,,,0,426,5449,2151,1650,2093,2873,2259,149,297
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,2,183,62,23,51,338,435,276,280
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,37,1,0,0,,,0,519,26912,40369,36887,34062,44046,51705,64107,61311
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",0,0,0,0,0,0,0,0,0,0,,1,11,4,4,1,2,0,0,0,,,1415,1880,1216,1564,1215,9,0,0,0,0
290712,Cresols and their salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,13748,12435,14569,17943,12330,12088,17362,16143,14172,23233
290722,"Hydroquinone """"quinol"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,68,134,34,73,71,9,,9315,10789,8184,6289,5177,4815,5266,4741,4847,6809
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",0,0,0,0,0,0,0,0,0,0,,55,1,8,53,184,33,42,69,106,50,,88272,80472,106545,84121,91158,115812,126227,97004,113618,140555
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,,353,1613,1911,1399,1514,1116,930,403,802,1389
291230,Aldehyde-alcohols,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0
291260,Paraformaldehyde,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1817,2571,2620,1647,1174,1447,1042,1227,1652,2194
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2,0,0,0,0,0,0,0,0,0
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,31,1,0,27,0,10,16,12,22,2768,,6511,5384,5628,4040,4622,4671,4679,4734,4114,5482
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",0,0,0,0,0,0,0,0,0,0,,7,0,22,0,0,22,0,0,5,1,,4141,4325,5355,4370,3812,3751,4304,4211,4684,4868
291737,Dimethyl terephthalate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,4869,4288,4017,2965,2364,2902,3261,1738,1006,1960
291817,"Phenylglycolic acid """"mandelic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,9,1,,9045,13471,13374,10167,9260,11918,11561,10843,12988,11490
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,2,57,0,2,34,13,17,29,99,22,,15480,12640,12592,10347,13115,15740,18263,16572,18779,30213
