Product code,Product label,Singapore's imports from Russian Federation-Value in 2012,Singapore's imports from Russian Federation-Value in 2013,Singapore's imports from Russian Federation-Value in 2014,Singapore's imports from Russian Federation-Value in 2015,Singapore's imports from Russian Federation-Value in 2016,Singapore's imports from Russian Federation-Value in 2017,Singapore's imports from Russian Federation-Value in 2018,Singapore's imports from Russian Federation-Value in 2019,Singapore's imports from Russian Federation-Value in 2020,Singapore's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
291260,Paraformaldehyde,0,0,0,0,0,0,0,0,0,0,,64,30,50,37,60,27,7,54,34,55,,178,192,666,502,646,924,876,711,587,1112
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",0,1,0,0,0,0,0,0,61,0,,32884,34045,21812,21293,30525,47232,36856,35007,45074,46267,,34669,50263,53615,54569,60945,63357,62138,63180,50521,44517
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",0,0,0,0,0,0,0,0,0,0,,425,441,801,333,452,703,596,895,916,1079,,6156,8131,6950,5262,5448,7163,4961,5071,7018,4854
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,0,0,0,0,0,0,0,0,0,,985,923,829,560,749,874,824,882,821,1103,,6652,3684,2841,2088,2534,2281,2238,1463,1787,2165
300691,Appliances identifiable for ostomy use,0,0,0,0,0,0,0,0,0,0,,62,188,446,249,487,1224,2066,2153,1961,2042,,9943,16711,9808,9723,12255,10582,12466,10529,11486,14852
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,0,0,0,0,0,0,0,0,0,,589,371,814,981,693,523,886,470,173,155,,748,174,7,88,16,17,120,178,216,127
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",0,0,0,0,0,0,0,0,0,0,,1914115,1731844,1486658,1422234,1164687,1370599,1561903,1467433,1273758,2024941,,1984,1566,2149,1822,3239,3060,2551,2462,2498,3303
320417,Synthetic organic pigments; preparations based on synthetic organic pigments of a kind used ...,0,0,0,0,0,0,0,0,0,0,,6114,6102,6307,4563,5627,6156,5741,6411,6850,8243,,42375,51508,57543,60692,65069,75385,58595,65144,50698,63648
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",0,0,0,0,0,0,0,0,0,0,,41403,48584,39818,28497,33929,36003,33917,38415,37556,43928,,182816,196918,192432,176076,140256,151758,161006,172954,139357,166785
321490,"Non-refractory surfacing preparations for facades, inside walls, floors, ceilings and the like",0,0,0,0,1,0,0,0,0,0,,12216,16697,16481,14899,20140,25267,26867,26962,27747,36003,,36605,35151,37611,34693,33690,30806,29927,29943,24154,35004
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",0,0,0,2,0,0,0,0,0,0,,1400,2212,1777,2325,2852,4627,5083,6240,7006,8091,,119790,127327,169894,173124,167385,168268,178625,216602,84412,83360
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,0,0,0,0,0,0,,9865,9956,6041,4585,4626,4768,5333,6154,6661,8029,,6592,6275,5690,1817,2049,3175,3081,2822,3486,5329
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",0,0,0,0,0,0,0,0,0,0,,1002,875,879,901,712,740,2653,5190,5274,6262,,2030,1728,2112,1081,976,877,961,930,766,881
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",0,0,0,0,0,0,0,0,0,0,,360440,360951,304431,211402,265860,310215,349887,350536,329438,398638,,87069,64622,50675,37142,42204,45604,44082,43854,32738,44528
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",0,0,0,0,0,0,0,0,0,0,,340,552,352,439,177,185,277,294,527,628,,1562,1254,2222,1374,1578,3143,2540,2649,2697,4888
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,0,0,0,0,0,0,0,0,,5051,5515,2220,4355,5301,0,0,0,0,0,,1509,1375,169,102,58,2834,0,0,0,0
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,0,0,0,0,0,0,,882,1857,2075,1916,2332,0,0,0,0,0,,685,219,213,134,104,104,0,0,0,0
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",0,0,0,0,0,2,0,0,0,0,,1486,1496,1691,3214,2381,0,0,0,0,0,,167566,88384,47230,44990,37490,43342,0,0,0,0
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",0,0,0,0,0,0,0,0,0,0,,695,616,633,743,1053,708,381,425,1093,1548,,1537,1653,3295,4889,2225,2472,1320,1995,15996,8785
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",0,0,0,0,0,0,0,0,0,0,,718,423,318,331,388,450,677,201,313,484,,11016,11975,10836,12054,6776,10873,6693,8581,10930,8747
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,16,0,0,11,0,18,,137,1,0,0,1,4,58,3,26,127
410210,"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...",0,0,0,0,0,0,0,0,0,0,,0,46,0,23,2,4,4,8,0,0,,0,0,0,0,0,0,0,1,0,0
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,0,,0,0,128,439,72,92,0,0,106,289,,0,0,0,0,0,0,0,0,0,0
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",0,0,0,0,0,0,0,0,0,0,,73377,89340,80979,4868,3202,1906,380,135,633,2741,,270,48,69,560,195,68,129,81,24,9
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",0,0,0,0,0,0,0,0,0,0,,118,48,347,483,77,22,22,3,3,91,,92,18,0,0,0,617,346,948,97,39
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",0,0,0,0,0,0,0,0,0,0,,2,28,120,120,51,1,7,2,4,4,,1096,284,32,5,107,45,29,10,4,36
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",0,0,0,0,0,0,0,0,0,0,,144,342,293,140,91,105,72,182,146,150,,1064,698,293,405,140,240,118,257,44,30
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,0,,1,1,0,7,13,23,33,59,94,79,,170,13,117,183,57,25,256,21,39,43
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",0,0,0,0,0,0,0,0,0,0,,312,518,444,280,251,387,435,602,818,0,,1731,1420,2911,1829,1698,1789,1719,1530,546,544
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",1,0,0,0,0,0,0,0,0,0,,246,217,106,71,80,115,92,85,82,79,,6390,6816,8637,3895,6260,6330,2589,647,5642,4539
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,39,32,1,3,0,2,0,,830,759,253,181,266,120,5065,4873,44,5088
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,423,755,61,70,149,229,240,33,25,31
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,0,,6,49,25,38,4,0,0,0,0,0,,142273,127661,123915,118397,123034,117555,0,0,0,0
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",0,0,0,0,0,0,0,0,0,0,,1658,1927,1877,2067,2434,2607,2227,3537,4880,4074,,6565,5165,6063,7184,8550,10654,9774,10221,9892,10528
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,80,1841,806,2954,4768,,0,0,0,0,0,0,59,55,0,24
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,0,0,0,0,0,0,0,0,0,0,,1281,2132,1944,1557,2131,2569,3238,3549,4719,4414,,13603,15331,15016,13832,14640,13234,14670,13888,11835,10803
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",0,0,0,0,0,0,0,0,0,0,,44,16,15,15,16,36,54,39,37,39,,2832,2029,2007,1963,2220,1919,2631,1522,364,184
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,0,0,0,0,0,0,0,0,0,,648,697,554,291,322,568,602,462,338,443,,13905,15933,19248,17865,17551,17859,18145,12378,9403,6982
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,2402,5523,13057,18424,11515,5015,0,0,0,0,,6584,2915,5980,3190,1915,6155,4259,11403,14063,19031,,636008,767492,780936,707453,723197,775299,715116,561414,524858,608031
382313,"Tall oil fatty acids, industrial",0,0,0,0,0,0,0,0,0,0,,668,247,228,19,226,244,1867,2181,1986,1232,,12859,4709,5127,6690,6526,4957,5969,4466,4105,7950
382460,Sorbitol (excluding D-glucitol [sorbitol]),0,0,0,0,0,0,0,0,0,0,,18,11,49,39,55,49,62,91,98,94,,266,145,141,205,228,378,489,295,477,329
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,1,0,,0,0,0,0,0,0,0,0,0,0
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",0,0,0,0,0,0,0,0,0,0,,120,110,11,3,10,38,59,362,863,643,,2527,1978,2907,1580,1341,1257,596,944,631,540
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,0,22,52,0,14,0,19,10,10,34,,9,0,0,1,0,0,0,0,0,0
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,4,,2,0,0,0,0,0,0,0,0,0
382541,"Waste organic solvents, halogenated",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",0,0,0,0,0,0,0,0,0,0,,1864,1549,2994,2184,3940,3310,4871,4410,3762,7345,,314621,301327,319804,380011,559298,638957,413908,68234,56467,64648
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,3,14,122,86,75,75,21,61,17,295,,6296,7569,7317,6294,5323,5705,5078,3571,2706,5331
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",0,0,0,0,0,0,0,0,0,0,,2853,2592,10759,37055,68239,92856,126854,161991,151293,269172,,48330,43271,37367,31600,32992,43909,29561,28675,37240,56066
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,0,0,0,0,0,0,0,0,0,,8657,4056,3942,4898,3546,6623,6924,3469,4487,8112,,8934,2296,2765,1853,3649,4839,10608,9576,1042,3409
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or ...",0,0,0,0,0,0,0,0,0,0,,1317,1867,1822,1698,2849,4440,4202,3954,3216,3554,,4225,2347,2620,2047,1457,2832,2434,3766,3993,4672
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets ...",0,0,0,0,0,0,0,0,0,0,,22,29,77,64,58,83,110,317,272,278,,17867,15332,14096,15785,14743,11015,8813,9616,7893,6687
481890,"Paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary ...",0,0,0,0,0,0,0,0,0,0,,9408,7385,7870,7456,15807,16333,18239,20077,18633,17501,,25522,20724,22255,16629,13886,11703,10944,8132,16591,8244
481930,"Sacks and bags, of paper, paperboard, cellulose wadding or webs of cellulose fibres, having ...",0,0,0,0,0,0,0,0,0,0,,13543,16341,18367,11007,16746,17720,21751,22161,19963,22599,,13371,12993,11528,10586,10023,9615,11031,11841,8407,12174
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",2,0,0,0,0,0,0,0,0,0,,1533,2661,4215,4265,4350,8314,8166,8806,9344,14592,,22266,26087,24708,27038,27444,30165,33560,35538,31489,34388
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,0,0,0,0,0,0,0,0,,303,358,228,114,118,49,40,50,126,220,,895,1399,1423,1085,625,1109,547,313,287,345
482320,"Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square ...",0,0,0,0,0,0,0,0,0,0,,1666,1625,1621,1332,1462,2003,1704,1917,1930,2594,,3757,3719,2938,2626,3010,8304,17840,23171,16595,20114
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",0,0,0,0,0,0,0,0,0,0,,301,427,380,301,361,568,593,625,501,513,,4392,1382,1027,962,545,601,475,463,456,572
490400,"Music, printed or in manuscript, whether or not bound or illustrated",0,0,0,0,0,0,0,0,0,0,,409,262,205,203,189,160,405,145,124,162,,1790,1353,1839,1523,1501,1264,1614,1303,1298,1188
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, ...",0,0,11,5,0,0,1,0,0,0,,57,72,73,38,40,41,74,45,25,27,,1524,1227,693,721,346,270,349,275,112,180
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,1,0,0,0,0,0,0,0,0
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,5833,11127,9966,8234,10627,7383,6552,8141,3018,3310,,0,0,0,0,0,0,0,0,0,0
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,0,0,0,0,0,,1,0,12,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,212,169,66,57,75,94,114,91,99,95,,88,118,11214,9584,3028,55,45,43,28,29
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,318,418,1260,480,192,297,189,112,71,22,,185,179,648,368,193,103,71,136,38,37
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,0,0,0,0,0,0,0,0,0,0,,26,42,71,18,2,0,22,68,28,41,,35,9,6,20,126,13,7,25,6,14
520100,"Cotton, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,4,781,1723,139,238,5813,483,581,1496,997,,39,23253,63,11458,7262,129,1171,353,149,233
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,2704,902,1825,1364,1519,2699,1281,1703,2569,1915,,0,1,0,0,0,0,18,66,70,23
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,4,185,108,72,98,112,71,68,55,46,,0,0,0,0,0,5,0,0,0,0
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,2,1,0,23,1,0,0,0,0,0,,0,0,0,0,0,0,4,1,0,0
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,27,19,11,1,7,0,41,68,3,,29,15,0,13,57,3,0,0,0,0
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,4941,8740,5175,4193,5829,5997,6219,8318,8386,8606,,901,922,1398,895,879,878,448,718,322,482
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,486,266,188,140,375,723,842,263,337,454,,157,25,2325,369,272,89,206,261,41,78
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,14,10,1,1,3,0,0,0,0,2,,327,347,394,306,141,80,37,52,7,6
520939,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, dyed (excluding ...",0,0,0,0,0,0,0,0,0,0,,977,640,774,418,423,1163,1162,1859,2250,2126,,614,495,917,772,414,98,400,338,68,416
520951,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,1,4,14,8,65,80,68,214,160,153,,356,290,229,311,185,124,234,104,146,116
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,16,8,323,0,26,167,173,215,164,129,,164,224,237,81,135,83,44,12,3,8
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,9,2,14,37,25,32,28,40,61,68,,1050,2129,2073,1888,1281,1445,1132,1060,1299,636
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,79,9,27,49,13,109,17,22,22,106,,2308,3826,2310,792,658,583,1323,710,170,287
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,276,396,547,301,1906,4540,4330,1641,2085,2301,,61,62,12,57,41,67,26,15,13,61
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,241,233,127,95,73,84,95,40,38,92,,267,89,109,423,921,60,144,28,10,10
521225,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,6,0,1,11,4,1,11,2,2,8,,202,203,136,84,80,61,128,118,79,92
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,0,0,,0,0,0,84,0,0,3,26,24,2,,0,0,0,0,0,0,5,27,0,0
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,40,34,231,,0,0,2,0,0,0,0,0,0,0
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",2,0,0,0,0,0,0,1,0,0,,13772,11073,4346,3415,3073,2341,2422,2204,1243,1404,,211,283,433,471,214,183,321,201,338,363
540249,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or ...",0,0,0,0,0,0,0,0,0,0,,149,97,71,8,0,0,22,7,10,16,,383,213,157,473,1997,182,83,162,73,122
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,9,,532,1117,829,600,1387,310,347,138,9,2
540263,"Multiple """"folded"""" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,57,98,84,75,,0,0,0,0,0,0,16,1,10,1
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,0,0,0,0,0,0,0,0,0,0,,7,3,1,63,1,0,0,2,2,8,,59,23,52,17,39,28,61,40,13,15
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,197,2066,1093,664,9207,2138,5669,4109,4538,2621,,4345,8021,3193,4428,4621,8022,4718,5694,6775,3835
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",0,0,0,0,0,0,0,0,0,0,,0,27,12,1265,44,50,203,189,70,185,,509,473,284,379,337,213,357,1277,1180,682
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,0,0,0,0,0,0,0,0,,0,1,1750,5275,12,0,2,4575,11449,13800,,113,164,222,65,276,61,36,46,119,83
540754,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,47,64,48,95,94,90,91,47,112,153,,3551,3740,2865,4342,22588,2164,3317,2879,2451,993
540821,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,7,0,0,0,5,11,15,11,12,,138,99,23,7,1,0,0,0,0,0
540832,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,2,0,0,0,0,0,0,0,0,,9,223,10,188,9,218,484,460,375,413,,161,63,202,227,59,103,103,143,80,74
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,596,3128,4722,3527,4997,6774,8783,8508,8353,13818,,3948,5034,4891,5065,4832,3494,4237,1583,495,548
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,188,304,243,399,195,333,210,485,504,1176,,171,318,737,132,130,74,61,105,41,22
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,25,22,17,20,18,17,,0,0,0,0,0,0,7,0,4,17
550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,0,11,22,3,12,5,3,7,5,9,,0,0,14,8,228,0,0,0,0,0
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,80,0,0,0,2,,6397,2043,9,67,123,118,1334,169,84,584
551110,"Yarn containing >= 85% synthetic staple fibres by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,49,57,74,78,164,174,278,302,436,520,,208,202,91,91,92,377,106,83,53,188
551130,"Yarn of artificial staple fibres, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,61,27,21,58,122,175,167,94,177,74,,62,27,14,26,39,14,58,2,1,4
551299,"Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,1516,3878,3353,1167,1125,2768,2829,3492,2854,3906,,2254,975,968,497,1219,989,2663,3440,2023,3603
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,21,277,387,148,344,281,214,278,205,300,,3622,3425,3788,3031,3103,3040,5534,1987,957,7096
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,13,24,95,71,23,19,27,34,14,17,,181,468,676,101,120,118,155,182,84,54
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,1,1,246,14,5,69,94,177,268,329,,164,2,32,171,177,103,26,138,20,34
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,11,57,428,112,171,538,1322,691,488,635,,428,1241,1276,873,801,782,359,900,48,323
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,,0,0,5,3,0,0,0,0,25,26
551643,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,128,159,154,68,52,36,72,41,15,12,,63,154,82,63,173,268,123,35,15,52
560130,Textile flock and dust and mill neps,0,0,0,0,0,0,0,0,0,0,,75,1047,1476,1005,710,1483,1423,1419,1729,1935,,651,504,295,355,368,687,366,282,270,290
560210,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,905,577,663,522,1025,829,1079,1034,784,1331,,1483,1140,1313,4611,600,492,812,594,521,2007
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",0,0,0,0,0,0,0,0,0,0,,565,841,576,235,279,317,384,354,256,275,,261,314,233,575,236,403,74,289,38,67
560314,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",0,0,0,0,0,0,0,0,0,0,,5746,12579,13797,10514,8948,8278,8856,10824,9374,16608,,6873,10495,9072,8672,13594,6759,9275,8372,6018,4643
