Product code,Product label,"Korea, Republic of's imports from Viet Nam-Value in 2012","Korea, Republic of's imports from Viet Nam-Value in 2013","Korea, Republic of's imports from Viet Nam-Value in 2014","Korea, Republic of's imports from Viet Nam-Value in 2015","Korea, Republic of's imports from Viet Nam-Value in 2016","Korea, Republic of's imports from Viet Nam-Value in 2017","Korea, Republic of's imports from Viet Nam-Value in 2018","Korea, Republic of's imports from Viet Nam-Value in 2019","Korea, Republic of's imports from Viet Nam-Value in 2020","Korea, Republic of's imports from Viet Nam-Value in 2021",Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
290379,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,54,0,0,2,,,1557,941,1998,4480,3156,4960,2437,3582,3917,4856
220290,"Non-alcoholic beverages (excluding water, fruit or vegetable juices and milk)",228,234,203,422,882,41,0,0,0,0,,47115,50688,52524,64705,77874,86838,0,0,0,142,,28872,36689,37744,45752,47124,224,0,0,0,0
250870,Chamotte or dinas earths,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,,,1742,1872,2110,1806,1990,2478,2908,3300,4123,3422
251200,"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ...",0,0,0,0,0,0,0,0,0,0,,1,252,55,11,212,235,113,45,32,,,2212,2461,2673,3263,3539,2838,3566,2900,3015,3147
251400,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ...",0,0,14,0,0,0,0,0,0,0,,411,0,0,0,1,0,9,0,0,8,,1155,967,705,393,413,629,300,302,216,312
251620,"Sandstone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks ...",0,0,0,0,0,0,0,0,0,0,,85,69,99,11,0,11,82,35,38,262,,3058,2670,3363,3154,3097,1340,1080,755,604,511
251830,Dolomite ramming mix,0,0,0,0,0,0,0,0,0,0,,42,0,0,0,0,0,0,0,0,42,,2448,2359,424,463,869,1182,966,46,17,36
262091,"Slag, ash and residues, containing antimony, beryllium, cadmium, chromium or their mixtures ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,108,49,,,0,0,0,15,0,2,11,0,1,83
262110,Ash and residues from the incineration of municipal waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,1330,,74,15,12,0,0,0,0,1,9966,5083
270710,"Benzol """"benzene"""" containing > 50% of benzene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5359,14055,11191,7903,13055,,63097,37027,14513,9861,29628,11153,12846,17775,2467,16914
271099,Waste oils containing mainly petroleum or bituminous minerals (excluding those containing polychlorinated ...,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,389,,9957,11124,2337,2339,1632,1205,1309,1275,1253,1158
271210,Petroleum jelly,0,0,13,0,0,0,0,0,0,0,,60,14,6,34,21,93,48,33,110,,,3940,3323,4376,3823,3117,3605,3297,2933,3149,4215
252490,Asbestos (excluding crocidolite and products made from asbestos),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,2,0,0,,,0,0,0,7,0,2,0,0,0,0
252610,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ...",411,76,0,0,0,0,0,0,0,0,,377,29,0,0,0,0,0,0,0,,,5705,5942,10001,8746,10002,10211,10597,12420,13335,20348
260900,Tin ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,221,0,0,27870,,3,1,0,2,2,1,0,38,47,17
261000,Chromium ores and concentrates,2,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,43,0,0,0,,,220,98,69,180,147,564,263,916,563,833
261390,Molybdenum ores and concentrates (excluding roasted),0,0,0,0,0,0,0,0,0,0,,0,0,544,0,0,0,0,0,0,609,,119418,126463,167943,104503,88710,138450,221015,201392,148837,272757
261710,Antimony ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,358,301,5052,5747,414,484,1791,1448,1224,1093
730539,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",0,15,46,56,0,0,0,0,0,0,,116,2,62,10,2472,18958,40227,43568,51145,32756,,739,2708,13534,2855,1967,470,121,2551,186,138
730619,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron ...",83,37,0,0,0,4,31,0,0,0,,381,613,1395,420,580,936,18176,5803,1989,2790,,9745,4736,6144,2043,3715,476,1070,1264,809,1145
722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",0,0,0,70,92,0,0,0,0,0,,15,94,3656,3046,1666,4948,793,125,546,5334,,184137,246856,311250,232389,432965,675103,439209,342515,164382,388853
722540,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",0,0,0,0,0,0,0,0,0,0,,9200,10061,8145,10932,13015,20989,31499,34697,16814,451,,477662,440214,508781,265493,203160,196124,291342,205209,132295,202810
721622,"T sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,58,23,101,201,237,308,851,385,237,39,,0,0,3063,3292,323,0,2,0,258,0
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,7,0,0,0,0,,5592,3978,4676,2831,2013,2862,3812,5046,731,364,,23012,27824,19941,16888,13580,30292,39894,38596,33658,46344
721650,"Sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded ...",0,0,0,1,0,0,0,0,0,0,,19448,13985,15798,11394,10743,13302,12836,16309,11962,3163,,181145,175798,169700,125682,104024,93197,54993,64570,38619,34461
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further ...",0,0,5,0,0,0,3,0,0,0,,1421,1149,1017,1619,5171,2572,6114,1976,975,585,,23501,22051,14233,5845,7168,14066,14735,16056,7788,2814
721899,Semi-finished products of stainless steel (excluding of rectangular [other than square] cr ...,11,114,80,1,0,449,0,0,0,0,,1192,796,562,470,576,2142,1430,1224,661,2461,,2388,9394,6640,4302,336,1772,1755,2192,1738,1648
721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",246,161,90,0,0,22,0,0,0,0,,1524,5946,2100,193,15,77,149,28,36,834,,33424,73626,152170,85128,80033,99198,88533,80407,63961,34203
721924,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,132,0,0,0,0,0,0,0,,251,10,11,49,0,1361,12,4,4,132,,2128,1984,1604,1880,5072,5244,7855,4137,2174,3592
731520,"Skid chain for motor vehicles, of iron or steel",0,0,0,0,0,0,0,0,0,0,,0,0,6,0,3,1,0,0,0,,,1046,1239,1302,549,833,478,559,471,496,409
731600,"Anchors, grapnels and parts thereof, of iron or steel",0,0,6,1,0,0,0,0,145,0,,3043,3113,2882,2692,2027,4086,5012,5876,4883,400,,21740,18500,14984,25836,15374,10734,4908,4811,7555,4701
750620,"Plates, sheets, strip and foil, of nickel alloys (excluding expanded plates, sheets or strip)",0,0,1,0,0,0,4,152,0,0,,64,0,16,38,6,5,16,32,23,20,,61613,65292,63037,66971,46346,46021,53728,63355,61407,72051
750711,Tubes and pipes of non-alloy nickel,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,680,189,413,138,212,1105,11296,427,267,602
690810,"Glazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",1,0,0,0,1,0,0,0,0,0,,23559,24412,28593,21063,8815,15304,0,0,0,,,2092,2648,3490,4167,4313,23,0,0,0,0
700320,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,281,117,109,169,99,130,111,122,177,209
680919,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster ...",0,1,0,0,0,0,0,0,0,0,,24,572,1291,2922,5486,2119,1761,83,275,344,,4374,9086,7331,3565,5290,8742,2729,5634,11161,10168
690310,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,0,0,116,328,0,0,0,0,,0,0,22,0,184,139,9,4,5,15,,40746,24271,22564,22093,16538,20232,25089,33248,22980,15123
701190,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",21,14,40,77,105,80,151,92,168,0,,27,47,37,39,53,42,19,33,85,115,,5096,4805,4731,5746,5622,4853,4985,3410,2553,2703
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",1,0,0,1,0,0,0,0,0,0,,19,0,1,17,86,112,67,65,2,183,,4719,3548,6025,6787,6484,3616,2671,2369,1622,2051
710210,"Diamonds, unsorted",0,0,0,0,0,0,0,0,0,0,,0,0,265,320,215,115,88,127,71,,,0,523,0,218,308,0,0,58,1,7
710221,"Industrial diamonds unworked or simply sawn, cleaved or bruted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,,3147,3787,3642,3022,2807,2854,2547,2401,1508,1729
710231,"Non-industrial diamonds unworked or simply sawn, cleaved or bruted (excluding industrial diamonds)",0,0,0,0,0,0,0,0,0,0,,16936,39470,44238,34672,19368,20470,21756,18871,3037,1582,,279,283,92,555,81,54,50,105,108,9
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",0,0,21,92,0,0,5,1,0,0,,16407,2865,1243,1467,187,713,175,157,538,,,32046,24374,23720,15588,16950,28813,10322,1966,17290,10807
720840,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,1,0,3,0,,357,97,120,19,61,139,104,448,257,26,,3500,2314,1608,1633,359,162,90,108,339,52
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",23,1,577,59,876,0,63,0,1,0,,4511,1648,2032,1754,736,3792,3564,4381,6882,454,,2605090,1432869,1770176,1097640,823972,424911,649165,880151,556407,935264
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,9,2,0,0,0,0,0,,11296,4866,2406,2016,6441,4935,10644,14948,18551,131,,34031,45538,47205,32740,30783,18313,28724,48119,11691,28074
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,3447,3442,3968,4796,2976,5867,6667,7329,6172,54,,2768,378,999,515,425,455,3043,3006,94,1081
721011,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,4270,3681,2114,2357,2059,939,2658,1596,1073,1837,,4323,4322,6041,5090,5322,4344,4241,3889,2955,3340
721090,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,1,506,0,0,30,108,2,0,0,,212,240,696,343,1569,1106,515,1009,435,778,,141666,110863,118767,83230,95837,102652,117825,115206,77553,117424
721250,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,44,12,4,0,0,0,0,,5139,6717,87490,169217,171632,241341,269661,221013,99383,99389,,15169,11860,12591,14658,17142,13723,13893,12836,10963,12396
721260,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,2,24,310,137,4,27,60,106,30,4,,40049,41163,40179,27320,25977,24469,23724,26405,20752,23589
711021,"Palladium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,1545,0,0,0,0,10,0,0,0,213,,406702,442939,531301,425962,286080,439804,479763,817882,994435,1503736
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,0,12,0,0,0,0,0,0,0,,,2968,2800,3168,1311,2205,3200,6732,6393,10797,9382
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",0,0,130,822,1103,1134,514,183,0,0,,1018,1340,1392,3807,4791,4350,6704,7370,10413,19293,,568753,317464,402710,522199,597424,199734,521136,610856,552617,358651
711890,Coin of legal tender,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,26,,0,12545,6827,12009,10910,9046,18962,80007,41973,20786
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,0,0,0,0,2,0,0,0,0,,0,112,7,1430,64,50,35,515,117,,,8,17,0,86,78,531,2283,7,0,14
720291,Ferro-titanium and ferro-silico-titanium,0,0,0,0,0,0,0,10,0,0,,486,0,20,0,0,0,3,10,0,1,,11507,12949,21359,19077,12975,17609,19776,13528,9055,25778
720293,Ferro-niobium,0,0,0,0,0,0,0,24,0,0,,0,0,0,0,0,0,0,24,0,,,167635,163255,184822,183953,160223,156032,169789,182691,145494,196063
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ...",1,1,0,0,2,28,2,116,0,0,,13509,20665,22829,13394,10410,6251,16622,26607,11690,3166,,468,235,491,186,299,892,767,877,705,1034
621520,"Ties, bow ties and cravats of man-made fibres (excluding knitted or crocheted)",0,0,0,0,0,0,1,1,4,0,,1287,3743,5469,5938,5850,4539,3703,3453,618,752,,1452,1635,1699,1731,1902,1911,2069,2067,1588,1450
630420,"Bed nets, warp knit, antimalarial",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25,2215,18087,11802,,0,0,0,0,0,7,12,29,134,50
550969,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other ...",7,0,0,0,94,171,75,0,2,0,,10286,20114,20747,26391,25248,2162,3686,2568,4880,2827,,19833,21095,21428,22240,22022,20221,22434,17218,12856,14607
550932,"Multiple """"folded"""" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by ...""",0,0,0,1,3,12,0,0,15,0,,1405,1155,723,183,440,500,278,641,1100,2771,,73469,64437,55882,43306,42026,45958,35574,30100,16948,17525
540831,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,1,168,,,3542,3668,3228,3391,2625,280,1440,1190,827,899
550140,"Synthetic filament tow as specified in Note 1 to chapter 55, of polypropylene",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,5,35,34,39,76,4,92,16,32,126
551644,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,12,0,2,0,0,0,0,,0,0,0,12,0,0,0,0,0,2,,4,4,3,13,16,123,14,19,15,6
551442,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,5,0,0,0,0,0,,0,0,0,44,5,21,30,382,83,597,,3,0,0,0,5,0,7,0,1,0
551443,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,1,4,0,0,0,0,0,,0,0,0,38,3,1,1,1,0,1,,52,5,12,28,8,10,15,6,33,48
551613,"Woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,0,0,27,7,5,19,203,6,1053,1824,,423,862,697,650,1493,1790,808,722,809,1182
600541,"Unbleached or bleached warp knit fabrics of artificial fibres """"incl. those made on galloon ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,33,84,59,46,72,79,75,91,91,36
570110,"Carpets and other textile floor coverings, of wool or fine animal hair, knotted, whether or ...",10,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,2,3,34,,337,207,253,525,550,562,790,562,497,707
570232,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",0,0,0,0,0,0,0,0,0,0,,17630,21665,11349,0,5,135,38,19,14,125,,859,1234,690,851,677,1168,711,686,429,892
570242,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",0,0,0,0,0,11,0,0,0,0,,0,0,0,0,0,18,11,46,85,1116,,3166,2760,3201,4093,4908,4429,5500,7204,8322,10694
580500,"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ...",0,0,0,0,0,0,0,0,0,0,,1,5,2,3,7,10,8,25,142,27,,126,64,58,92,104,174,232,623,396,730
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excluding those on tyres ...",0,0,0,0,0,0,0,0,0,0,,13771,4049,1116,1364,913,8388,6332,6579,3555,1700,,115019,202806,152169,122699,50914,26321,20374,18587,12922,59935
843210,"Ploughs for use in agriculture, horticulture or forestry",0,0,0,0,0,0,0,0,0,0,,2447,2168,3989,10102,3398,4566,1334,1637,1934,139,,324,218,637,455,2707,661,400,667,451,466
843229,"Harrows, scarifiers, cultivators, weeders and hoes for use in agriculture, horticulture or ...",0,0,0,0,3,0,0,0,0,0,,618,390,403,801,415,743,1035,1790,1198,18758,,4085,4700,4537,4300,4584,4970,4868,5674,6216,8162
843231,"No-till direct seeders, planters and transplanters",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,108,197,226,139,,0,0,0,0,0,1127,1901,1692,1198,835
843241,Manure spreaders (excl. sprayers),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,348,750,1129,1180,1385
843330,Haymaking machinery (excluding mowers),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,76,,,1703,2239,805,426,384,711,1627,2594,3238,4396
843590,"Parts of presses, crushers and similar machinery used in the manufacture of wine, cider, fruit ...",0,14,0,0,0,0,0,0,0,0,,3,14,8,65,35,41,20,21,58,,,104,208,95,827,217,392,354,331,441,117
843930,Machinery for finishing paper or paperboard (excluding calenders),0,0,1,27,5,0,0,86,0,0,,31,365,36,15,104,63,184,432,31,27,,4697,4167,20582,10564,25442,19057,15162,11623,15148,16016
845012,"Household or laundry-type washing machines, with built-in centrifugal drier (excluding fully-automatic ...",3,0,4,0,0,1,0,2,2,0,,0,0,0,0,1,1,16,21,8,155,,611,1447,1411,2422,545,1338,2073,2201,1750,1532
844621,"Power looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,14,1,0,1,11,0,0,,0,692,0,0,0,0,14,300,0,,,135,567,835,1310,524,510,381,88,12,80
847810,"Machinery for preparing or making up tobacco (excluding dryers and other heating equipment, ...",0,0,0,0,0,0,0,0,0,0,,61,40,100,46,182,2130,28,36,48,52,,30218,20878,14943,7696,4556,25152,52521,40737,29220,5153
846810,"Hand-held blow pipes, gas-operated, for soldering, brazing or welding",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,1,0,0,92,,112,147,1238,476,588,398,419,427,477,527
846820,"Gas-operated machinery and apparatus for soldering, brazing, welding or surface tempering (excluding ...",40,115,46,0,1,0,0,0,35,0,,38,113,376,43,1387,132,14,95,40,46,,6833,7479,4707,5160,2538,3254,1812,2203,1654,2281
846900,Typewriters and word-processing machines (excluding automatic data-processing machines and ...,0,0,0,0,0,0,0,0,0,0,,61,17,15,19,3,39,0,0,0,,,360,261,306,150,98,0,0,0,0,0
847210,"Duplicating machines """"hectograph or stencil"""" (excluding printing machines and photocopying ...""",0,0,0,0,0,0,0,0,0,0,,58,0,7,46,50,31,10,1,22,1,,65,45,35,38,33,1776,2089,1967,1772,1675
846320,"Thread rolling machines, for working metal",0,0,0,0,0,0,0,0,0,0,,2,12,69,10,1,0,34,1,20,223,,1701,2103,3290,2067,2287,3223,3387,2855,3420,1593
846241,"Punching or notching machines, incl. presses, and combined punching and shearing machines, ...",0,0,0,0,0,0,74,0,0,0,,188,113,6,66,126,35,14,38,125,21,,18577,14675,22977,20766,24414,17407,18008,12601,22535,14473
845650,Water-jet cutting machines,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,44,,0,0,0,0,0,1979,1017,1032,2362,1941
845819,"Horizontal lathes, incl. turning centres, for removing metal, not numerically controlled",0,0,0,27,1,1,2,6,2,0,,328,423,73,42,161,19,15,180,8,,,5072,5734,3332,2011,2275,4396,4411,3123,3380,4721
845951,"Milling machines for metals, knee-type, numerically controlled",0,0,0,0,0,0,0,0,0,0,,90,24,0,0,0,0,0,0,0,,,1,317,99,24,306,1466,710,333,5,0
841919,"Instantaneous or storage water heaters, non-electric (excl. instantaneous gas water heaters, ...",0,0,0,0,0,0,35,8,0,0,,4212,213,33,145,25,476,665,583,500,139,,7786,8279,4478,5394,2863,4335,3684,4168,2257,2256
841932,"Dryers for wood, paper pulp, paper or paperboard",0,0,0,0,0,0,0,0,0,0,,10,29,71,141,693,0,190,131,82,,,2460,4964,3793,1018,2180,2732,2509,442,2124,578
840729,"Spark-ignition reciprocating or rotary engines, for marine propulsion (excluding outboard motors)",0,0,0,0,0,0,0,0,0,0,,15,0,22,4,6,49,9,0,0,2,,5643,1645,1018,1225,2220,867,549,30,1328,674
841011,"Hydraulic turbines and water wheels, of a power <= 1.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,24,4,1,2,16,52,1,6,0,287,,1451,405,384,1513,201,779,1551,205,622,397
841111,Turbojets of a thrust <= 25 kN,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,1296,,2310,22821,566,268,179,527,2523,2541,536,4520
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",4,1,0,0,0,0,0,0,0,0,,113,124,287,274,1155,639,125,204,166,7,,1296,2011,2348,3331,2776,3099,4395,3999,9226,8608
841420,Hand-operated or foot-operated air pumps,0,0,0,0,0,1,0,0,0,0,,60,3,88,46,239,365,940,1099,2544,1947,,3477,3649,3383,4274,3646,3635,4410,3857,4811,4213
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",0,0,0,0,0,0,0,0,0,0,,163,21,94,83,30,29,14,88,32,56,,5718,15076,22042,16983,5102,8834,11865,14486,7482,2281
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",0,0,0,0,0,0,0,0,0,0,,96,553,149,47,77,76,263,889,21,184,,14527,20044,26526,30936,31374,32114,25985,13714,2409,9061
841610,Furnace burners for liquid fuel,0,0,0,0,0,0,0,0,0,0,,0,0,0,591,0,0,13,83,16,159,,3068,3677,7373,11498,4316,3441,3272,5260,5146,4227
761300,Aluminium containers for compressed or liquefied gas,0,0,0,0,0,0,0,0,0,0,,50,0,1,1,0,7,11,7,483,14,,22201,8373,6245,11246,14561,12431,14500,8843,9832,12824
761410,"Stranded wire, cables, plaited bands and the like, of aluminium, with steel core (excluding ...",0,0,0,0,16,0,0,0,0,0,,4271,416,6038,6499,3410,3662,2463,2561,4071,1356,,279,871,840,496,659,1964,3706,644,419,1210
810299,"Articles of molybdenum, n.e.s.",0,23,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,21,0,0,,,60139,49677,42694,24942,15771,22767,26208,25288,19858,23790
810390,"Articles of tantalum, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,72731,56508,56602,61045,49904,72108,76211,78436,72561,90782
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,0,0,0,0,0,0,0,0,0,0,,0,95,0,0,0,0,0,0,0,,,74708,51335,58950,59845,46180,95531,120703,57504,52570,107057
811212,Unwrought beryllium; beryllium powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,0,6,6,3,0,1,6,2,6
811221,Unwrought chromium; chromium powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,14115,12560,14649,8439,10153,11211,17140,10564,9447,13985
811292,"Unwrought niobium """"columbium"""", gallium, indium, vanadium and germanium; powders and waste ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,9,,50735,81746,74583,56301,24180,21144,67245,24453,14880,65998
820231,"Circular saw blades, incl. slitting or slotting saw blades, of base metal, with working parts ...",0,0,0,0,0,0,0,0,2,0,,29,89,157,75,13,145,8,24,0,2660,,5086,3457,3909,3950,4302,5776,5113,4488,5230,6180
850660,Air-zinc cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,0,157,0,40,41,3,126,40,29,884,,2776,2459,3085,2921,3515,4396,4976,5181,5012,5106
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),0,0,0,61,8,0,5,37,860,0,,192,2069,1113,840,1287,784,178,941,1216,4195,,76250,60071,59189,43109,34567,17992,25472,27585,14903,16844
850220,Generating sets with spark-ignition internal combustion piston engine,0,0,0,0,0,0,0,0,0,0,,1924,1917,2279,1491,496,904,198,11245,153359,506391,,38426,14068,30114,20715,26927,11898,11318,18592,13687,12808
850162,"AC generators """"alternators"""", of an output > 75 kVA but <= 375 kVA (excl. photovoltaic g ...""",0,1,0,0,0,1,9,0,0,0,,182,3669,5953,2975,3082,2813,4461,4939,2873,6303,,9205,6285,14618,8811,10177,9187,6281,181529,210240,339583
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,339,104,431,112,2,3,0,98,51,0,,1245,2314,3463,991,2078,3243,3510,943,682,11891,,136424,148758,119804,65068,47624,33064,22132,15385,12505,15331
853339,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",0,5,0,0,0,3,0,9,1,0,,10,5,9,27,99,41,17,51,2201,728,,8923,9144,10434,10459,8011,7287,6068,4335,3951,3383
852712,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,10,6,,178,364,487,345,313,597,477,427,483,613
852719,"Radio-broadcast receivers capable of operating without an external source of power, not combined ...",0,0,0,0,13,0,0,0,0,0,,2163,3527,10257,3339,4156,3652,5040,5977,9453,4718,,1846,2101,1231,1415,954,639,1058,1442,1568,1571
