Product code,Product label,Germany's imports from Australia-Value in 2012,Germany's imports from Australia-Value in 2013,Germany's imports from Australia-Value in 2014,Germany's imports from Australia-Value in 2015,Germany's imports from Australia-Value in 2016,Germany's imports from Australia-Value in 2017,Germany's imports from Australia-Value in 2018,Germany's imports from Australia-Value in 2019,Germany's imports from Australia-Value in 2020,Germany's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",0,0,0,0,0,0,0,0,0,0,,90,118,13,10,24,6,475,521,37,1585,,66004,59798,68072,54033,50685,55899,61468,47960,42009,49261
401031,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",7,3,18,2,0,0,20,6,9,0,,3381,3363,1989,1676,1572,1476,1387,1865,2708,1615,,56157,67921,63849,55720,55215,63442,66708,56585,55081,69334
401140,"New pneumatic tyres, of rubber, of a kind used for motorcycles",0,0,2,0,0,45,0,0,0,0,,1032,385,471,1123,445,210,2285,1977,401,109,,124947,142279,144077,122662,133047,129150,137786,125082,117429,141283
401162,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,0,0,0,0,0,0,0,0,,1556,735,2835,1408,1495,0,0,0,0,0,,44378,39880,43299,36385,32838,0,0,0,0,0
400121,Smoked sheets of natural rubber,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,133,34,0,8,35,,90323,115402,76805,43215,36554,64673,42370,41881,36147,55020
400700,Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ...,0,0,0,0,0,0,0,0,0,0,,147,36,159,53,91,75,130,41,41,287,,6560,5903,5092,4084,4067,4194,5635,5647,6207,6415
392049,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",50,23,22,79,9,8,1,3,2,0,,1376,1444,1353,1264,3499,5847,5708,4599,2380,2018,,148849,133897,108336,82162,85937,118873,148961,178959,175905,187586
392069,"Plates, sheets, film, foil and strip, of non-cellular polyesters, not reinforced, laminated, ...",3,0,0,3,0,0,0,0,1,0,,1958,1938,1717,1485,2093,1686,12842,18530,6188,2091,,89772,100011,79875,67045,66708,62735,69369,71479,55637,54994
360410,Fireworks,0,0,0,0,0,0,0,0,0,0,,121,72,248,183,64,194,275,72,35,69,,118274,111674,138476,133093,120800,120967,140168,120761,112443,24950
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette ...,0,0,0,0,0,0,0,0,0,0,,45,134,226,87,312,730,77,5,35,110,,5313,7083,9134,7155,5486,5900,5602,4737,4718,7378
370110,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excluding of paper, ...",0,0,0,3,0,0,0,5,0,0,,1454,331,52,371,228,216,417,209,457,447,,168846,171747,155709,71384,56107,49976,50706,46624,36898,37098
370253,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,298,5,59,0,6,0,7,4,24,23,,2077,2022,1379,1031,898,1361,413,631,299,342
370297,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,2,12,10,0,49,20,81,0,0,5,,1039,659,476,912,472,604,844,831,727,1101
380300,"Tall oil, whether or not refined",0,0,0,0,0,0,0,0,0,0,,10,175,10,4,6,3,10,6,24,21,,15128,14543,14467,10917,11486,10493,10997,9173,7848,9941
380861,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,11,5,0,0,,0,0,0,0,0,273,443,474,1025,216,,0,0,0,0,0,1069,682,516,228,60
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),0,0,0,0,0,0,1,0,0,0,,2773,2718,3230,1998,1435,2582,771,1070,640,710,,6775,8937,9174,8257,8729,7673,6930,6384,7415,4183
381210,Prepared rubber accelerators,0,0,0,0,0,0,0,0,0,0,,1071,179,170,267,736,543,461,344,230,452,,67555,71214,74661,55897,49058,53262,60280,49091,35537,46212
381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...,2,0,0,0,0,0,0,0,0,0,,626,1303,1149,912,961,910,1167,829,597,1116,,7853,7005,5958,4790,5509,4591,5643,7033,6572,6282
382410,Prepared binders for foundry moulds or cores,0,4,0,0,0,0,1,0,0,0,,1336,1173,1060,1482,852,1368,1232,783,596,966,,18266,13761,16213,15860,15964,22197,22624,16093,11797,8881
382475,Mixtures containing carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,198,226,125,93,147,396,0,0,0,0
382476,"Mixtures containing 1,1,1-trichloroethane """"methyl chloroform""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,21,24,0,0,0,0,0,0,0,0
382569,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",0,0,0,0,0,0,0,0,0,0,,42,195,13,659,15,35,18,72,98,656,,2328,2881,2373,2043,2162,3878,4742,4835,3698,3802
390140,"Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7791,6818,4932,3164,3527,,0,0,0,0,0,453798,505636,483015,455638,744298
390430,"Vinyl chloride-vinyl acetate copolymers, in primary forms",0,0,0,0,0,0,0,0,0,0,,34,3,0,0,0,18,13,1,3,29,,15624,15276,15724,11137,12649,15335,20357,16353,17053,24799
390599,"Polymers of vinyl esters and other vinyl polymers, in primary forms (excluding those of vinyl ...""",1,2,0,7,0,0,1,2,0,0,,645,1121,1239,1350,966,1744,889,1144,1233,1172,,74752,84129,66888,83666,83732,73007,75473,83754,71161,77809
390610,"Poly""""methyl methacrylate"""", in primary forms""""",0,0,0,3,0,0,0,0,0,0,,712,579,1050,673,417,963,1812,1236,1423,1772,,55843,52871,57751,48044,53030,70372,70908,56599,51868,70865
390710,"Polyacetals, in primary forms",0,0,0,0,0,0,3,3,0,0,,31,220,317,82,20,75,80,89,86,158,,143427,145505,148971,121558,120331,142262,156619,143640,119315,169718
390940,"Phenolic resins, in primary forms",7,12,0,0,0,1,0,0,0,0,,324,558,403,375,664,577,707,1089,286,180,,132546,148511,166198,124951,123067,142192,168015,145350,128633,159738
391211,"Non-plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,0,,164,12,0,1,1,2,7,209,353,100,,0,0,0,0,0,0,0,0,0,0
391310,"Alginic acid, its salts and esters, in primary forms",0,0,0,0,0,0,0,0,0,0,,192,136,256,136,14,168,73,84,120,96,,24813,28363,27615,28477,22467,20620,19420,19462,17275,22081
391723,"Rigid tubes, pipes and hoses, of polymers of vinyl chloride",5,3,3,3,4,2,8,4,2,0,,5495,2881,6051,2578,4995,3344,3501,3754,1502,1857,,45011,47339,45888,40115,37643,30877,35181,31076,27822,39806
511000,"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ...",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,10,8,19,14,20,,365,345,355,420,545,401,536,451,396,98
520521,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,50,4,0,0,0,0,0,0,0,0,,1579,871,678,374,153,162,57,112,108,219
520524,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,40,5,0,0,,18267,16374,12697,13795,17030,16717,11543,10223,7529,10867
520544,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,4603,3674,4620,3927,2437,3434,2813,2372,2153,2734
520621,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,166,48,61,35,0,0,0,0,0
520624,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,458,526,610,778,954,689,608,624,517,640
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,40,0,47,177,11,20,,56132,61733,59428,51039,51041,42549,40178,33214,28342,37977
520839,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, dyed ...",0,3,0,26,0,0,0,0,0,0,,1047,1752,1354,1440,847,559,399,569,233,498,,20956,21816,20523,16064,14466,14418,13446,13755,12173,12312
520851,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,1,0,0,0,0,0,0,0,0,,203,66,108,44,103,93,25,86,106,208,,7262,8240,8409,6188,5125,4984,5792,6729,4904,4196
520943,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,66,0,21,78,1,7,7,2,9,0,,3557,5742,4672,3789,3116,2532,1582,1155,1247,893
521021,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,1,84,28,8,4,4,14,7,20,,2264,2929,2260,1240,1074,934,1787,1500,1048,1202
521032,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,,4686,2546,2550,1903,1462,1579,1775,1204,856,1174
521049,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,1,0,0,0,0,0,0,0,,19,5,18,56,29,2,10,9,35,5,,6901,7839,7982,4883,4535,4481,3923,3992,3003,2373
521141,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,46,567,41,2,2,4,5,4,19,8,,2110,1296,1557,1554,1675,1950,1489,1307,1041,945
521213,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,14,0,0,0,0,0,,0,101,103,26,50,20,29,2,23,2,,1777,1297,1580,928,724,674,598,339,476,400
530310,"Jute and other textile bast fibres, raw or retted (excluding flax, true hemp and ramie)",0,0,0,0,0,0,0,0,0,0,,6,3,0,7,9,11,3,0,20,0,,2692,3077,3202,3307,3783,4044,2527,2664,1422,3094
530820,Hemp yarn,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,,82,99,74,76,57,54,115,120,85,158
530890,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...""",0,0,0,0,0,0,0,0,0,0,,3,0,2,1,2,1,27,49,73,86,,2437,2790,2796,3396,4419,3570,3880,4048,3192,3028
540211,High-tenacity filament yarn of aramids (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,23,6,0,0,0,0,7,0,6,6,,145586,179601,209482,189236,185086,230507,220127,181913,150088,155688
540220,High-tenacity filament yarn of polyesters (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,486,20,113,62,108,42,165,28,23,2,,127150,140684,150123,118753,109682,107540,121444,112206,86596,117935
540782,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,325,1183,773,713,1566,929,391,254,123,289,,11234,8337,10392,8520,6400,7861,9856,6566,6847,4469
550130,"Filament tow as specified in Note 1 to chapter 55, acrylic or modacrylic",0,0,0,0,0,0,0,0,0,0,,5,0,0,0,28,4,6,1,11,0,,4309,3773,4518,3378,2766,4191,3937,731,399,2402
550190,"Synthetic filament tow as specified in Note 1 to chapter 55 (excluding that of acrylic, modacrylic, ...",0,0,0,0,0,0,0,0,0,0,,79,124,112,101,73,81,19,25,40,0,,2404,2365,2635,2639,2989,4709,7523,8579,9010,14824
550210,"Artificial filament tow as specified in Note 1 to chapter 55, of acetate",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,54816,46625,34545,19788,21661
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",0,0,0,0,0,0,0,0,0,0,,61,1,5,134,3,5,0,0,0,1,,39680,35521,36033,24710,22068,21336,20531,17080,14983,17681
550410,"Staple fibres of viscose rayon, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,148,0,40,17,10,0,0,7,0,0,,89512,94593,94645,81194,90253,94492,106025,109588,74287,88864
550690,"Synthetic staple fibres carded, combed or otherwise processed for spinning (excluding acrylic, ...",0,0,0,0,0,0,0,0,0,0,,348,23,200,1,0,0,69,2,0,28,,154,143,103,6,133,66,127,111,137,469
550810,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,167,119,98,70,50,11,0,8,18,16,,13812,11108,9428,10080,13143,13503,14159,12949,13237,11438
550922,"Multiple """"folded"""" or cabled yarn containing >= 85% polyester staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,13,0,0,0,0,0,0,50,,31304,34376,33044,26517,27409,23342,27076,27398,20607,24592
550999,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,0,491,502,0,10,0,8,0,8,5,,1694,2276,1873,1681,3205,5132,6712,5753,3718,3865
551229,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, dyed, made of ...",0,0,0,0,0,0,0,0,0,0,,106,73,74,51,63,64,70,54,38,313,,36742,38550,36891,30811,35452,39198,39459,40329,46972,55022
551339,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,1,0,0,0,29,,1024,671,576,326,287,166,279,254,86,129
551511,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1426,762,575,460,524,284,282,105,214,351,,44017,41254,34446,29841,29968,27962,30929,29981,19182,12956
551521,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,364,177,33,16,3,20,9,48,8,12,,3615,2547,2316,1875,1998,1985,3244,3972,5149,6785
551529,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,5,85,6,3,8,12,29,59,9,2,,3729,3336,3043,2408,2563,2183,2662,2569,1097,1130
551591,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,114,81,75,4,74,31,8,26,1,20,,508,198,1148,824,497,890,1084,879,1054,1267
551612,"Woven fabrics containing >= 85% artificial staple fibres by weight, dyed",0,0,0,0,0,0,0,1,0,0,,82,68,14,27,15,9,8,8,309,577,,5069,5833,5565,4384,4461,3507,3749,4874,4596,4138
551632,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,23,14,50,51,0,2,37,0,3,5,,2339,2364,1875,1489,1699,1364,1080,927,555,1000
551633,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,210,352,13,0,,1044,1880,1586,1513,1857,1064,727,633,1067,734
551691,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,4,5,30,0,35,0,0,156,2,3,,557,866,1530,2810,4446,5030,3632,1773,2929,3129
551694,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,293,116,0,17,2,22,0,0,5,0,,2524,1520,1363,1605,1015,1593,1851,1750,896,959
560129,Wadding of textile materials and articles thereof (excluding of cotton or man-made fibres; ...,0,0,0,0,0,0,0,0,0,0,,109,61,45,26,1,48,32,46,23,7,,552,774,756,697,573,720,544,1408,2362,1305
621020,"Garments of the type described in heading 6201, rubberised or impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,239,136,220,278,557,225,818,934,555,381,,8885,7349,9193,10009,13074,14396,16219,15036,16488,19051
630399,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of textile materials (excluding ...",5,0,0,1,0,0,0,0,1,0,,2476,3114,2006,2334,2392,745,617,1766,328,528,,21385,15288,16339,14018,12829,16167,19422,14596,12623,16183
621600,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",4,0,1,4,0,2,3,7,5,0,,1110,1127,1055,1172,1358,1370,2498,3459,2862,2884,,81247,80577,80971,70180,64974,75207,79039,77825,75778,79282
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",0,0,0,0,2,3,0,0,0,0,,52,60,106,486,230,263,131,557,278,233,,49121,49142,55502,47662,44523,51177,57472,60274,55632,57374
680300,"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ...",0,0,0,0,0,0,0,0,0,0,,0,189,271,34,89,18,4,42,94,14,,89084,83485,77348,60619,57637,54693,50142,51604,54837,61432
680423,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",0,1,1,0,0,0,1,0,2,0,,311,357,222,90,70,118,101,455,117,281,,1207,697,907,1591,2093,1481,1301,1350,1002,1142
680790,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch (excluding ...",0,0,0,0,0,0,0,0,0,0,,30,43,0,48,174,22,120,121,0,110,,29643,25938,26507,17374,19143,21571,23872,27826,32354,26617
681181,"Corrugated sheets of cellulose fibre-cement or the like, not containing asbestos",0,0,0,0,0,0,0,0,0,0,,4,74,41,5,150,96,65,14,177,97,,15378,12218,14779,10047,6148,4580,17574,16851,12832,10807
681490,"Worked mica and articles of mica (excluding electrical insulators, insulating fittings, resistors ...",0,0,0,0,0,0,0,0,0,0,,9,2,22,6,0,44,15,4,10,16,,5767,4649,4759,4143,4280,3519,2902,2493,2597,4259
690722,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,12,0,0,0,,0,0,0,0,0,1826,1773,1303,160,190,,0,0,0,0,0,85513,85160,77433,78130,72447
700330,"Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, ...",0,0,0,0,0,0,0,0,0,0,,2,0,180,165,3,19,0,2,22,0,,1371,552,324,2652,250,367,1208,367,486,1061
700420,"Sheets of glass, drawn or blown, coloured throughout the mass """"body tinted"""" opacified, flashed ...""",0,0,0,0,0,0,0,0,0,0,,0,13,431,87,36,98,162,44,9,3,,2158,3645,3977,3114,3737,2817,2027,4112,1587,2792
700991,"Glass mirrors, unframed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",10,9,2,4,0,0,0,0,1,0,,169,98,48,114,216,45,108,222,143,89,,74756,76338,78183,63720,63805,67432,68444,69263,67159,80843
631090,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",0,0,0,0,0,0,0,0,0,0,,1442,1068,772,545,429,161,64,55,17,124,,5396,8695,9322,6217,6514,6752,8569,8331,8861,10582
640110,"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of ...",0,0,0,0,0,0,0,0,0,0,,1143,1624,1277,831,966,2028,3148,1837,941,2130,,10724,12912,13746,13367,13501,16161,19989,15115,18254,22969
640620,"Outer soles and heels, of rubber or plastics",0,0,0,0,0,0,0,1,0,0,,390,176,154,158,641,107,423,899,600,1330,,54601,61597,65872,55677,59247,54573,58298,48349,43908,52893
701120,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,3,1,3,0,8,3,0,2,95,150,,263,276,201,211,236,232,200,169,102,137
701510,"Glasses for corrective spectacles, curved, bent, hollowed or the like, but not optically worked ...",0,0,0,0,0,0,0,0,0,0,,250,132,125,157,40,43,76,36,76,26,,2674,1871,1537,1253,1078,1048,904,971,1051,1293
701912,Rovings of glass fibres,0,1,0,0,0,0,0,0,0,0,,2,30,59,29,2,14,50,45,15,535,,141736,168197,175726,152598,156931,160232,132761,127716,103483,118947
701940,Woven fabrics of glass fibres made from rovings,0,0,0,0,0,1,0,0,0,0,,560,224,335,236,235,463,296,141,66,95,,46734,47907,55691,29051,19926,24879,25986,21963,21631,27901
710110,"Pearls, natural, whether or not worked or graded, but not strung, mounted or set, natural pearls, ...",0,0,0,284,0,0,91,0,0,0,,5929,9392,2913,3890,8184,3876,653,1334,988,1005,,267,160,39,322,0,20,186,54,442,1705
650700,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ...",21,4,8,3,20,13,1,0,0,0,,604,724,536,1393,601,408,337,484,390,817,,9570,11905,12486,15280,15499,15610,16443,19967,15748,19134
660320,"Umbrella frames, incl. frames mounted on shafts """"sticks"""", for umbrellas and sun umbrellas ...""",0,0,0,0,0,0,0,0,0,0,,84,38,41,13,50,57,14,1,17,28,,2968,2762,5538,5628,6564,6765,5107,5846,5159,5306
710590,Dust and powder of natural or synthetic precious or semi-precious stones (excluding dust and ...,0,0,0,0,0,0,0,0,0,0,,10,0,6,27,4,2,8,31,7,10,,1133,770,425,480,602,604,751,695,846,739
710900,"Base metals or silver, clad with gold, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,559,14,5,32,123,0,2,36,29,52,,704,766,490,1532,5193,5082,4282,11531,7326,8546
711230,Ash containing precious metal or precious-metal compounds,0,0,0,0,0,0,0,0,0,0,,335,10,73,391,530,162,19,349,1703,1232,,85440,109208,95534,85557,57497,72739,132925,192333,82508,229141
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,43,2,0,,77441,62967,55804,67585,51420,44339,32855,31832,35802,35116
722860,"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further ...",0,0,0,0,0,0,0,0,0,0,,1491,1056,1072,1116,1073,1019,776,867,866,1575,,7982,6516,9592,9860,12750,17057,32245,44429,40384,51226
722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",0,0,0,7,0,0,0,0,2,0,,5989,2167,1799,1113,145,302,9124,10027,11531,11037,,253361,248879,257320,212461,204074,244002,296468,218920,191841,304497
730210,"Rails of iron or steel, for railway or tramway track (excluding check-rails)",0,0,1,1,4,0,0,1,2,0,,1798,1887,1592,587,1039,664,1291,2151,1476,1257,,174271,179730,296183,280151,234703,224403,276778,221843,243238,291315
730240,"Fish-plates and sole plates of iron or steel, for railways or tramways",10,5,1,0,0,0,0,0,0,0,,227,540,83,53,190,24,151,504,225,81,,12517,16502,13540,9803,9898,12636,14324,13001,11060,14693
730424,"Casing and tubing, seamless, of a kind used for drilling for oil or gas, of stainless steel",0,0,0,0,0,0,0,0,0,0,,3491,2565,574,2114,226,223,1387,261,246,10,,2368,11604,6134,3508,801,2988,2531,1237,958,1386
730439,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",0,0,0,0,7,0,0,0,0,0,,1147,745,350,628,2063,450,705,428,920,718,,386997,345082,308193,270118,215180,237288,305165,260229,230553,343984
730512,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,31,39,430,319,6,13,3,148,3,15,,2297,4302,1824,2647,2564,2373,1755,1964,1335,1769
730519,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,636,699,243,231,435,36,528,925,513,21,,7410,731,643,1271,1131,745,449,302,115,436
720110,"Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of ...",0,0,0,0,0,0,0,0,0,0,,29,83,17,227,39,0,74,6,12,125,,346590,259874,248080,233749,163961,169110,212109,178790,88847,175003
