Product code,Product label,India's imports from China-Value in 2012,India's imports from China-Value in 2013,India's imports from China-Value in 2014,India's imports from China-Value in 2015,India's imports from China-Value in 2016,India's imports from China-Value in 2017,India's imports from China-Value in 2018,India's imports from China-Value in 2019,India's imports from China-Value in 2020,India's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",0,0,0,0,0,0,0,0,0,0,,263,434,571,485,1184,3662,5263,5203,5069,5318,,18,0,87,56,78,1374,673,1313,117,30
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,37,94,565,723,611,441,1478,1297,1320,1464,,0,0,0,0,0,0,0,0,0,0
40900,Natural honey,1800,320,673,590,5,2,0,0,0,0,,215051,246550,260262,288668,276560,270705,249251,235314,254045,230257,,2409,1182,1854,1780,1110,2425,3262,1989,1335,2103
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",0,0,0,0,0,0,0,0,0,0,,59407,64753,58717,78714,81196,83368,95544,82096,90915,74967,,0,0,0,2,1,1,0,0,0,0
292425,"Alachlor """"ISO""""""""",0,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,1469,2226,1016,640,4031,,0,0,0,0,0,0,0,3,0,0
292630,"Fenproporex """"INN"""" and its salts; methadone """"INN""""-intermediate """"4-cyano-2-dimethylami ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,6,0,0,0,161,0,0,0
293110,Tetramethyl lead and tetraethyl lead,0,12,0,8,0,10,1,0,0,0,,4749,0,0,0,179,0,0,0,0,0,,0,17,28,9,0,13,7,3,6,28
292146,"Amfetamine """"INN"""", benzfetamine """"INN"""", dexamfetamine """"INN"""", etilamfetamine """"INN"""", fencamfamine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,8,22,109,1,1,226,616
292215,Triethanolamine,0,0,0,0,0,224,0,274,229,0,,0,0,0,0,0,62,30,0,56,59,,0,0,0,0,0,12322,16828,16239,13505,21866
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,43,5,35,1
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,5,12,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,0,3,5,184,0,0,0,0,0,0
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,1392,194,0,13,0,,0,0,0,0,0,1867,2146,416,7721,15633,,0,0,0,0,0,5255,6898,8638,7655,9453
300230,Vaccines for veterinary medicine,397,0,0,0,0,0,0,0,0,0,,10929,11596,12045,10742,12431,8852,13225,17460,18903,24933,,11557,16324,14417,13974,14670,20911,23526,36010,30121,44927
293371,"6-Hexanelactam """"epsilon-caprolactam""""""""",1580,147,33,1252,0,0,0,0,0,0,,17415,2832,269,3843,410,6989,307,432,782,7230,,32627,57280,70789,69945,69234,103955,142567,112932,63909,143538
293392,"Azinphos-methyl """"ISO""""""""",0,0,0,0,0,32,8,35,27,0,,,,,,,,,,,,,0,0,0,0,0,33,9,791,27,0
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...",535,7,0,0,130,115,68,24,4,0,,157,6824,15540,16993,7081,1153,705,885,537,2601,,13089,9161,6697,12634,19627,22557,25529,18079,16827,15998
320110,Quebracho extract,27,0,0,37,3,0,0,0,0,0,,356,477,6105,133,262,90,119,97,9,205,,1586,4045,5142,4247,4157,4970,4500,3532,2929,3803
292114,"2-(N,N-Diisopropylamino)ethylchloride hydrochloride",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,276,817,378,0,0,,0,0,0,0,0,0,0,0,0,0
291050,"Endrin """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0
290392,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chloro ...",0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,9,50,38,22
290431,Perfluorooctane sulphonic acid,0,0,0,0,0,0,5,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0
290891,"Dinoseb """"ISO"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0
285290,"Compounds, inorganic or organic, of mercury, not chemically defined (excluding amalgams)",0,35,0,0,0,0,0,61,1,0,,,,,,,,,,,,,0,138,76,771,47,101,155,122,104,35
285300,"Inorganic and organic compounds, incl. distilled or conductivity water and water of similar ...",6309,7748,3326,1474,864,182,0,0,0,0,,60597,36653,48171,96402,173213,0,0,0,0,0,,13876,16116,11194,8105,4714,936,0,0,0,0
360100,Propellent powders,1,0,0,0,0,0,0,0,0,0,,5367,5277,9726,14440,24676,30927,28622,17275,12096,13681,,1,0,313,0,35,322,9,327,0,0
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",11,0,10,9,207,0,1,0,0,0,,2701,2652,4682,3160,3841,4369,4449,6227,3885,2547,,489,590,867,526,554,649,1023,1136,773,861
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",335,0,0,0,0,0,0,0,0,0,,4461,668,10,5,0,3,0,1,0,1,,5745,2939,329,207,101,0,0,4,0,0
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",144,0,0,0,0,3,0,0,0,0,,0,0,2,0,7,0,5,0,5,54,,234,0,1,0,0,62,1,3,0,0
382484,"Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,46,157,60,23,121
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,0,0,0,,92,0,0,0,0,2,0,0,0,2,,0,0,0,0,5,0,0,4,1,0
391520,"Waste, parings and scrap, of polymers of styrene",0,0,69,0,0,0,0,0,0,0,,196,38,288,46,277,12,200,3624,500,346,,0,21,102,17,107,160,16,1,0,4
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,3,0,0,0,8,0,0,0,0,,17,0,4,33,1,0,4,13,327,297,,0,115,8,10,9,13,13,3,8,0
440131,Wood pellets,0,5,0,0,0,0,0,1,6,0,,794,817,25923,8781,3962,1505,983,1541,1382,1584,,0,640,220,90,115,116,201,255,180,314
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,675,1048,242,419,4289
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",410,13,0,11,38,4,22,55,0,0,,2829,2410,3537,4590,15164,8969,2876,3148,2684,5157,,55500,60329,71384,118725,109229,150631,146492,155379,117042,133892
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",14,11,0,0,0,0,0,0,0,0,,16537,15007,13169,11476,8149,9827,14081,10626,5986,7017,,953,1145,1372,2149,1512,2540,4003,5073,3793,6111
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",722,66,37,7,0,93,30,4,37,0,,186371,185683,166923,104295,90985,105094,93896,68537,59968,56730,,22163,26924,36145,58974,67436,85875,92266,81165,59970,79276
441871,"Flooring panels for mosaic floors, assembled, of wood",699,669,667,643,440,26,0,0,0,0,,221,0,31,308,263,0,0,0,0,0,,1205,1311,931,845,558,147,0,0,0,0
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",6987,7733,11254,10756,10694,2103,0,0,0,0,,212190,239323,245936,226834,193181,0,0,0,0,0,,12528,14973,16311,17168,17194,3300,0,0,0,0
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",256,611,146,99,147,39,45,15,0,0,,3449,5259,4262,4487,7165,8747,9348,13644,11716,16053,,2784,3590,6413,5832,5811,5222,3425,2522,1007,723
401220,Used pneumatic tyres of rubber,253,0,0,38,0,0,60,4,0,0,,5308,7061,10506,10019,8274,11759,17609,25792,22490,23308,,1881,3236,3419,765,516,777,342,318,1190,3957
410631,"Hides and skins of swine, in the wet state (incl. wet-blue), tanned, without wool on, whether ...",0,0,0,0,155,29,0,0,0,0,,0,0,0,1,19,0,63,0,0,354,,0,229,141,10,155,405,201,88,0,0
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,0,0,0,0,0,0,0,0,0,,1477,4074,1436,1128,902,1432,1388,1876,2544,3125,,32,1,9,69,37,4,5,13,6,22
900820,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0
900711,Cinematographic cameras for film of < 16 mm width or for double-8 mm film,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,92,0,0,0,0,0,0,0,0,0
854091,"Parts of cathode ray tubes, n.e.s.",10327,905,9,1,126,45,0,0,0,0,,39654,18363,15971,7560,6188,5076,1717,757,878,971,,16748,1700,231,153,198,99,68,49,27,16
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,4626,5176,1719,1889,1459,8149,9075,32073,12507,10035,,0,0,22,0,0,307,33,4344,192,0
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,25,8,31,20,31,5,0,0,0,0,,4670,939,640,1963,1330,2651,2285,2210,9186,23851,,28098,30124,19845,3826,5142,3999,1918,4009,4767,6591
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",40,0,129,15,6,92,0,21,1,0,,5570,5488,1401,2715,2794,561,269,170,123,38,,327,267,803,966,828,1320,139,24,1,4
870510,Crane lorries (excluding breakdown lorries),0,1307,145,0,0,193,0,412,506,0,,943117,881623,744237,541448,367448,373575,438187,436048,353755,556412,,176,2331,6559,346,58,375,271,518,1904,1433
880521,Air combat simulators and parts thereof,0,0,0,1,1,1,0,0,0,0,,34,0,94,57,203,0,10027,5252,11599,1485,,919,19448,8256,7285,9541,20049,518,16792,11162,619
890120,Tankers,0,48997,17623,14265,0,19918,0,0,0,0,,3834893,3116796,2695415,4007660,4979865,6792290,5687307,4582436,3644594,5180695,,93129,149837,134020,293900,534854,427294,242529,278564,199387,517168
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",138,32,16,12,0,3,1,4,0,0,,7988,58701,20968,20575,30981,39373,157210,48662,45205,65351,,597,1223,124,374,46,13,356,411,0,104
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",8,15,20,36,3,2,1,0,0,0,,152,175,132,120,45,127,577,443,423,302,,29,47,20,37,25,6,23,2,0,9
860210,Diesel-electric locomotives,0,0,0,0,0,487,0,0,0,0,,395157,178873,222600,285114,82890,314209,165682,70766,102227,49249,,759,2238,1064,0,0,3421,219757,43264,0,0
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,23,2864,0,5517,0,0,,348283,404889,76207,177835,51243,3617,33749,22717,71003,9727,,0,13358,6309,0,43,3644,1013,5669,248,0
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,1032,0,675,25,3749,118,1248,2,0,0,,30028,68912,30937,95279,107409,66418,61969,71794,43668,101812,,2050,2183,991,705,3749,1472,1850,76,233,674
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,50,0,0,43,0,0,20,0,0,0,,4992,9269,7679,6610,3353,3842,17322,10037,6588,4096,,62,0,0,90,1575,2030,3736,2086,6119,8013
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,6014,4243,1580,0,1,502,27,316,0,0,,118600,64666,85548,62001,22982,20848,22330,32300,22035,29871,,6243,4889,1582,0,63,635,153,1582,15043,17215
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,160,17,0,,0,0,0,0,0,81392,109578,94256,113289,171335,,0,0,0,0,0,41,121,1448,1052,104
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,344,0,0,0,,0,0,0,0,0,20232,19813,24290,20513,19543,,0,0,0,0,0,1111,344,159,0,0
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",46,97,17,2,19,14,2,61,51,0,,195046,182986,117883,77391,87209,66694,145833,116897,80373,126494,,409,922,226,338,272,408,985,305,1250,623
950810,Travelling circuses and travelling menageries,2,1,1,13,0,4,57,0,0,0,,0,0,0,4,0,0,0,4,4,0,,2,8,1,13,0,4,57,0,0,0
970200,"Original engravings, prints and lithographs",0,0,40,0,0,0,0,0,0,0,,1927,7329,4755,1504,592,277,765,1632,1876,2658,,21,104,405,1,218,349,242,313,74,1053
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",16,15,0,0,2,15,21,2,0,0,,16333,12555,14447,9587,6756,5149,6951,3995,2024,2032,,24,15,2,1,8,22,69,19,17,33
910919,"Clock movements, complete and assembled, electrically operated (excluding alarm clocks and ...",232,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,243,0,0,0,0,0,0,0,0,0
911420,Jewels for clocks or watches (excluding gems for clock and watch cases),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
930310,"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,21,0,0,,2,4,0,3,4,0,12,0,0,86
930510,"Parts and accessories for revolvers or pistols, n.e.s.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,11,104,9,2,13,132,2,83,144,77
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",12,2,13,0,1,5,2,0,0,0,,6496,5457,10973,10345,8220,8373,9836,15011,14137,26620,,16,8,14,43,13,12,184,37,3,0
930629,Parts of cartridges for smooth-barrelled shotguns; lead shot for air rifles and pistols,476,10,6,8,15,40,2,32,54,0,,6393,5405,6082,7575,6346,6200,7385,7097,7402,9850,,4051,18059,250,463,554,1228,1884,1304,858,1840
930190,"Military weapons, incl. sub-machine guns (excluding artillery weapons, rocket launchers, flame-throwers, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,11,0,0,0,0,0,0
940152,Seats of bamboo,0,0,0,0,0,0,8,2,0,0,,0,0,0,0,0,8360,11839,13957,13297,20780,,0,0,0,0,0,2,12,8,16,5
900651,"Cameras with a through-the-lens viewfinder [single lens reflex """"SLR""""] for roll film of a ...""",4,2,0,244,41,29,14,0,5,0,,580,16,10,193,1,86,638,383,956,700,,66,8,18,341,43,41,14,1,122,92
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens ...""",12,1,0,3,14,0,4,0,3,0,,143,18,262,3601,4916,3474,3905,5073,5332,6704,,14,1,1,3,16,4,28,2,3,0
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,31,100,312,0,,0,0,0,0,0,113578,199691,522937,972782,1304614,,0,0,0,0,0,0,1256,1704,797,489
890610,Warships of all kinds,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,323,0,0,0,0,0,0,0
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,17,2,10,0,,0,0,0,0,0,41286,52637,46589,46370,44584,,0,0,0,0,0,11384,11945,10611,10395,15641
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for ...",0,0,0,0,0,0,203,607,219,0,,0,0,0,0,0,75000,165491,361101,621927,442898,,0,0,0,0,0,0,203,607,219,0
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,0,37,0,0,109,4,83,0,131,0,,76977,96488,107549,86853,71128,83082,78563,64830,65389,64835,,41,50,0,0,109,9,83,2,134,0
852841,Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing ...,1632,661,390,372,589,18,0,0,0,0,,2610,186,403,519,592,0,0,0,0,0,,3614,2909,1998,955,815,18,0,0,0,0
960839,"Fountain pens, stylograph pens and other pens (excluding indian ink drawing pens)",226,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2437,0,0,0,0,0,0,0,0,0
620421,"Women's or girls' ensembles of wool or fine animal hair (excluding knitted or crocheted, ski ...",0,0,0,0,0,3,0,0,0,0,,1383,1662,1152,474,2842,17584,8707,1075,647,663,,0,0,1,1,7,4,0,0,0,0
690710,"Unglazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",70070,39444,44104,59295,20993,4012,0,0,0,0,,7897,10956,467191,796316,183024,0,0,0,0,0,,87634,50478,52258,66583,29240,5345,0,0,0,0
480512,"Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m©÷",0,0,0,0,0,0,0,0,0,0,,37,9020,1230,2325,6758,8734,7174,7446,9362,4444,,0,0,0,20,27,0,0,4,0,0
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",6,32,19,13,23,18,5,35,1,0,,140,332,366,262,285,858,796,318,442,56,,204,601,143,66,47,86,93,125,42,94
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",2254,0,0,0,0,0,0,0,0,0,,80,278,45,33,48,101,68,107,113,574,,13238,718,233,430,474,508,894,1153,822,1021
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",13464,19050,31648,2022,148,3,9,2,7,0,,5193,58254,59809,21402,13458,10013,9244,11580,8391,22304,,831246,888713,841654,792734,844223,842729,920830,774669,397525,307805
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),1255,1614,780,0,23,19,12,3,0,0,,14049,13722,18637,27056,22153,26003,36755,31542,20958,18547,,5396,3135,3167,2098,1199,2253,7478,3593,1997,2939
520534,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,137,82,122,0,0,,118972,126851,89342,55846,37245,36612,18860,13024,9489,8829,,7,0,0,8,5,137,82,156,0,0
520535,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",321,111,27,0,0,0,1,0,0,0,,82,311,874,2645,219,285,1350,801,74,52,,321,111,27,0,0,0,20,1,0,0
520546,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,2194,2618,1556,2611,1994,2339,3602,2534,1457,985,,0,0,0,0,0,0,0,13,0,0
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",0,0,0,0,0,0,0,0,6,0,,1488,1113,969,1352,2301,1358,1772,1051,949,772,,0,586,4592,1382,1737,637,1,136,35,3
551341,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",117,262,213,25,9,113,63,30,38,0,,333311,412601,1064484,1098407,773129,526092,569723,464003,329291,229385,,188,468,492,85,21,114,72,74,50,14
551522,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",19,27,0,0,0,0,23,2,0,0,,4094,3322,4289,4516,2071,1464,1125,876,2851,2397,,19,101,9,0,1,2,23,3,0,118
551634,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",2,19,0,0,0,0,1,0,0,0,,924,336,116,80,82,20,40,170,189,102,,3,32,12,11,5,1,1454,1091,0,0
521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",76,196,72,65,25,46,50,387,77,0,,62876,70805,64785,79405,88943,104901,95383,100848,70450,97509,,111,301,77,130,112,104,59,393,78,0
540411,Elastomeric monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm,767,1427,943,815,1236,1579,1470,1328,434,0,,66272,40754,33406,22642,23606,28195,35311,33754,35004,47433,,2835,3437,3249,4512,4637,8048,8721,4489,1601,1
550110,"Filament tow as specified in Note 1 to chapter 55, of nylon or other polyamides",1240,3230,2755,4302,3825,1723,437,58,24,0,,11019,11854,11848,13136,16040,10411,5674,5880,5437,6521,,5410,6642,7554,8580,5263,3807,1836,3113,5640,3131
550290,"Artificial filament tow, as specified in Note 1 to chapter 55 (excl. of acetate)",0,0,0,0,0,1,1,110,146,0,,0,0,0,0,0,622,498,1138,464,414,,0,0,0,0,0,45,594,7170,867,553
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1981,2873,306,351,,64,1,0,0,0,0,8,0,0,0
710610,"Powder of silver, incl. silver plated with gold or platinum",0,0,100,5034,102,547,584,3,0,0,,5798,4581,7041,1781,3397,4747,4613,4312,7689,15992,,5194,366,159,70428,9928,1310,2232,450,1664,4304
711011,"Platinum, unwrought or in powder form",6265,0,0,175,0,0,11,0,0,0,,0,0,0,0,0,21813,29164,56724,107271,8120,,114118,112766,110002,102828,93933,148981,92602,57062,94181,107924
720410,"Waste and scrap, of cast iron (excluding radioactive)",679,123,0,0,12,0,0,6,0,0,,0,1,15,8,2,10966,2018,38,15,4,,71135,39776,34693,27781,21596,24929,33528,42426,47360,60572
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",1126,0,17,0,0,0,0,0,0,0,,0,36,0,0,0,1039,35,0,0,0,,19134,5642,3273,2865,1983,2000,2132,1563,17067,2479
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",1968,504,1401,3641,1995,26,13,64,0,0,,5758,5314,10607,4172,3090,4828,5060,4946,5235,13748,,26369,18569,31445,26927,14922,4207,1987,7533,1403,3498
720211,"Ferro-manganese, containing by weight > 2% of carbon",0,59,36,100,151,1637,3931,496,548,0,,11490,5818,8566,1885,2080,2634,330,202,237,12997,,11331,11085,15498,6318,25457,66758,80455,74411,28411,14238
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,6,0,0,0,18
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,0,0,0,0,0,0,0,,63213,30000,26100,105743,145817,59722,41334,39332,154514,218764,,0,0,0,0,0,2,0,0,0,2
780191,"Unwrought lead, containing by weight antimony as the principal other element",358,0,0,0,0,0,0,0,0,0,,134,29,213,239,459,582,254,607,1999,3687,,6702,8049,11004,7728,15780,6594,20899,36122,55963,76212
790112,"Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc",1485,325,279,201,18,0,0,15,0,0,,959,1371,655,2164,14,16,8983,2368,3702,448,,80658,59282,79965,59320,71069,105036,107355,103000,79361,106459
845240,"Furniture, bases and covers for sewing machines and parts thereof",291,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,412,0,0,0,0,0,0,0,0,0
846011,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",765,43,0,0,171,0,0,0,0,0,,3590,5148,4997,5670,6998,0,0,0,0,0,,23953,2651,7123,2756,4733,1487,0,0,0,0
847310,"Parts and accessories for typewriters or word-processing machines of heading 8469, n.e.s.",230,196,562,67,98,33,0,0,0,0,,2194,1794,2691,1874,5466,0,0,0,0,0,,3953,4398,3909,10649,2347,375,0,0,0,0
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",490,4,7,8,8,48,15,1,0,0,,1487,45022,57902,66878,41268,9512,908,660,538,374,,3810,3193,4090,6555,5192,6761,7010,4309,2606,2830
