Product code,Product label,Japan's imports from United States of America-Value in 2012,Japan's imports from United States of America-Value in 2013,Japan's imports from United States of America-Value in 2014,Japan's imports from United States of America-Value in 2015,Japan's imports from United States of America-Value in 2016,Japan's imports from United States of America-Value in 2017,Japan's imports from United States of America-Value in 2018,Japan's imports from United States of America-Value in 2019,Japan's imports from United States of America-Value in 2020,Japan's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
890520,Floating or submersible drilling or production platforms,0,0,0,0,0,0,0,0,0,0,,911959,39840,230221,716025,482826,40028,80600,111706,65413,15600,,0,3075,0,4313,30716,0,4984,135866,0,45178
900610,Cameras of a kind used for preparing printing plates or cylinders,127,0,0,0,0,0,0,0,0,0,,44267,32651,23855,3858,2203,0,0,0,0,0,,1109,992,920,720,0,0,0,0,0,0
890800,Vessels and other floating structures for breaking up,0,0,0,0,0,0,18,0,0,0,,920,1028,1297,650,435,417,521,722,75,77,,77,335,80,2,0,0,44,202,31,521
870220,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and ...",0,0,0,0,0,0,0,0,4,0,,0,0,0,0,0,3021,30689,62076,19086,54866,,0,0,0,0,0,0,0,6,4,0
870540,Concrete-mixer lorries,27,10,0,0,0,0,0,0,0,0,,82481,60887,68852,50422,35530,30583,45157,29748,39079,48825,,27,491,24,172,634,0,244,25,377,0
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,0,0,0,0,0,0,0,0,0,0,,19327,16028,19678,8262,11826,4632,2100,5620,7203,3177,,0,0,0,0,2304,0,134,0,0,0
860500,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ...",0,0,0,0,0,0,0,0,0,0,,1960,5852,8998,8064,872,13320,577,630,9823,19533,,0,0,17,117,0,28,3747,0,0,858
860791,"Parts of railway or tramway locomotives, n.e.s.",218,0,0,2,58,0,43,20,0,0,,552553,368002,418023,143609,167987,100345,101759,91146,105532,102747,,881,984,964,1362,2362,2986,533,816,613,308
910812,"Watch movements, complete and assembled, electrically operated, with opto-electronic display ...",0,0,0,0,0,0,0,0,0,0,,2086,1170,1907,918,505,463,645,405,203,544,,34,70,77,51,46,86,37,66,6,13
910819,"Watch movements, complete and assembled, electrically operated, with combined opto-electronic ...",0,0,2,3,0,0,5,4,0,0,,2683,1094,1215,798,1357,704,1068,552,605,191,,39,29,52,52,92,91,73,18,12,19
920190,Harpsichords and other keyboard stringed instruments (excluding pianos),14,9,30,2,17,15,0,0,0,0,,2808,2661,2246,1524,1884,1149,1296,1671,2384,1527,,322,404,330,382,246,259,276,391,153,162
940600,"Prefabricated buildings, whether or not complete or already assembled",5193,5015,4442,3876,4667,0,0,0,0,0,,1089322,1162720,1102694,775215,573083,0,0,0,0,0,,107408,113073,101035,93230,96248,0,0,0,0,0
521223,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",7,0,0,0,13,0,0,0,0,0,,244,168,266,427,309,437,312,629,877,303,,705,896,796,746,553,635,611,821,721,873
530129,"Flax, hackled or otherwise processed, but not spun (excluding broken, scutched and retted flax)",0,0,0,0,0,0,0,0,0,0,,166,190,200,844,160,175,425,409,786,442,,1846,2022,1973,1292,1335,1321,1667,1416,979,1088
530500,"Coconut, abaca Manila hemp or Musa textilis Nee"""", ramie, agave and other vegetable textile ...""",57,97,125,0,0,0,0,18,0,0,,1873,2028,2465,2318,2177,2288,2321,1980,1829,2440,,9998,10855,14106,17626,17520,18130,20115,16519,17135,16172
520411,"Sewing thread, containing >= 85% cotton by weight (excluding that put up for retail sale)",4,0,0,0,0,5,2,0,0,0,,2165,1586,2131,1425,2197,1487,2320,1734,1061,1055,,11,122,88,23,24,74,35,135,43,60
520515,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,6377,2248,349,327,86,181,445,173,132,254,,21,345,40,312,133,117,18,225,248,212
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,2623,5012,3343,2343,2654,481,843,804,356,1266,,279,488,306,48,536,247,221,21,90,181
520613,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,29503,31595,33024,28719,27874,13499,17383,18391,3462,5533,,466,493,136,76,70,244,114,401,297,269
520634,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,3,0,0,18,0,0,0,0,0,,307,453,227,33,11,8,20,25,14,21
520642,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,47,96,4,10,0,0,0,33,6,7,,262,291,288,135,165,220,233,225,162,131
500200,Raw silk (non-thrown),0,0,0,0,0,0,0,0,0,0,,1053,1934,1442,1332,586,607,211,143,158,136,,33809,35989,31460,22604,20806,26599,21795,17975,8841,11532
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,271,273,487,621,383,201,243,203,92,932,,134,38,35,37,140,237,47,68,0,17
510400,"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,4,5,69,265,293,354,154,252,48,0,,479,328,840,1511,1059,4,182,62,39,0
510540,"Coarse animal hair, carded or combed",0,0,0,0,0,0,0,0,0,0,,82,7,14,4,0,37,156,0,3,0,,40,12,32,19,4,0,17,32,75,27
510620,"Carded wool yarn containing predominantly, but < 85% wool by weight (excluding that put up ...",0,0,0,0,0,0,0,0,0,0,,1511,1678,1298,742,1874,3339,878,403,28,207,,6122,4381,7056,9083,12491,5730,6836,6017,2628,2266
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,99,211,200,144,164,180,141,78,19,81,,2756,2400,2074,1348,769,838,841,679,446,529
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",0,10,6,7,8,3,11,0,0,0,,5187,4400,5982,3526,2554,3837,4124,2764,2691,3894,,16524,15586,13454,10666,11246,11127,12027,10809,10697,12624
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",3,0,2,0,0,0,0,0,0,0,,83520,92787,77398,59076,79489,107118,131500,128291,123873,191447,,21947,10730,8861,3831,857,76,132,2898,2906,1001
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,0,0,0,0,0,,76148,160538,202199,182825,162772,266694,246845,239063,222231,294277,,9034,4825,3597,1039,73,565,434,703,626,379
480620,"Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",77,59,32,65,33,65,62,0,0,0,,20864,22144,24623,23782,23849,23610,21970,21735,31507,39033,,4184,5885,5949,3409,5135,5638,5252,977,50,112
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",42,57,7,16,20,0,15,0,16,0,,116929,100467,99445,88105,85149,84867,87270,61681,45549,41060,,1251,1349,756,381,287,267,145,174,115,21
481110,"Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular ...",25,15,5,13,20,0,9,13,6,0,,29091,20982,23089,19546,11999,12032,16092,10650,8881,12312,,723,738,942,483,488,630,757,658,802,765
550610,"Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning",0,0,19,3,2,3,0,3,0,0,,1442,1009,1353,1275,5604,6459,11843,5812,5396,4587,,130,101,128,23,90,100,116,39,101,13
550912,"Multiple """"folded"""" or cabled yarn containing >= 85% nylon or other polyamide staple fibres ...""",0,0,0,0,0,0,5,0,0,0,,11854,5340,8686,7528,8005,9979,12188,10217,8470,4842,,270,412,212,223,390,501,827,875,537,900
550941,"Single yarn containing >= 85% synthetic staple fibres by weight (excluding sewing thread, yarn ...",0,0,0,0,0,0,0,0,0,0,,4443,3646,1417,2481,4235,4254,4087,4247,2472,2232,,2994,5383,4739,3156,2827,2388,2794,2495,1672,1644
550992,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,41083,17086,32764,45561,59847,72370,103432,118725,68032,124061,,30,160,156,232,165,85,137,77,370,435
551011,"Single yarn, containing >= 85% artificial staple fibres by weight (excluding sewing thread ...",0,3,36,25,73,0,9,0,0,0,,1757,1741,1712,6551,5512,4947,2738,2265,1018,1593,,36362,37500,31922,27338,30054,25924,24371,21441,13938,16981
521059,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",3,4,0,4,0,0,3,0,0,0,,244,301,268,479,432,412,919,692,722,768,,92,153,193,183,130,148,159,98,79,29
540120,"Sewing thread of artificial filaments, whether or not put up for retail sale",9,28,0,2,0,0,0,0,0,0,,2776,4064,8039,855,1482,1461,1583,1332,1675,1638,,43,72,36,36,28,10,19,17,2,38
540247,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",3,18,0,4,0,41,0,7,0,0,,12877,11070,16040,9494,17602,12222,17927,14188,11304,15384,,93378,87616,88855,80734,74376,74643,77305,69351,54120,62050
551291,"Woven fabrics containing >= 85% synthetic staple fibres by weight, unbleached or bleached (excluding ...",69,10,7,82,4,0,5,0,4,0,,3449,1797,2159,2767,2259,4824,3510,2248,1685,1879,,1393,430,261,380,353,689,293,724,656,141
551313,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,219,322,720,853,340,395,886,1909,1220,432,,1198,1077,1320,1553,1791,2493,3354,2842,2193,1589
551519,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other ...",8,10,3,2,3,0,0,20,0,0,,5190,3956,2779,2435,2368,2196,2494,3257,2871,2051,,1230,714,1236,1290,861,704,792,827,781,782
551624,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,4,4,9,0,5,0,0,0,,235,57,98,42,278,588,662,89,93,49,,111,354,327,264,277,91,219,290,180,162
560811,Made-up knotted fishing nets of man-made textile materials (excluding landing nets),304,112,230,96,133,52,124,3,116,0,,5577,5049,4241,3182,3381,2752,2212,1782,1979,1979,,9323,8584,9902,9202,10429,7844,9175,10546,11428,8590
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,8,0,0,0,0,,3650,316,127,55,96,143,166,290,25,22,,63,68,127,52,42,211,39,46,27,3
580123,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,7,0,0,0,0,0,0,0,0,,731,2909,7140,7777,2399,349,371,242,159,132,,513,355,289,117,105,509,409,239,302,189
580410,"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics)",0,0,0,25,0,5,11,0,64,0,,9194,11712,13056,14221,14885,25798,23061,17433,10383,7716,,4272,4824,4680,6015,5841,5899,6560,6480,6557,7031
580430,"Handmade lace in the piece, in strips or in motifs (excluding fabrics of heading 6002 to 6006)",0,0,3,0,0,0,0,0,0,0,,791,447,357,404,128,95,107,500,51,431,,236,44,26,4,21,0,24,2,0,7
611530,"Women's full-length or knee-length hosiery, knitted or crocheted, measuring per single yarn ...",0,0,2,0,9,4,28,0,2,0,,10001,10462,6299,5768,5054,6054,6714,4272,3449,3538,,3529,2167,1705,1283,992,1332,1090,1228,607,661
610811,"Women's or girls' slips and petticoats of man-made fibres, knitted or crocheted (excluding ...",21,23,9,10,2,9,5,15,6,0,,7966,5106,3396,3334,2199,2270,2124,1868,2050,4746,,20817,14976,9477,10261,9263,7863,7043,9308,13377,8484
600129,"Looped pile fabrics, knitted or crocheted (excluding of cotton or man-made fibres)",137,48,0,0,0,0,0,0,0,0,,7765,3254,1960,957,822,670,921,1209,949,1274,,350,275,184,59,13,32,0,3,44,29
600534,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,6,11,0,776,0,0,0,0,0,,3647,3150,2843,3817,2534,0,0,0,0,0,,1983,2035,1779,1164,1526,0,0,0,0,0
600544,"Printed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,178,64,53,37,40,81,114,112,273,585,,60,67,18,8,20,11,4,5,0,31
630229,"Printed bedlinen of textile materials (excluding cotton and man-made fibres, knitted or crocheted)",29,3,3,5,0,0,2,0,0,0,,1269,1669,2075,2013,2382,792,1023,1336,649,732,,474,362,272,302,185,261,89,182,78,170
680221,"Marble, travertine and alabaster articles thereof, simply cut or sawn, with a flat or even ...",0,2,0,17,0,2,74,278,7,0,,3588,3242,7638,4407,4416,4415,3584,4640,2607,2545,,1257,1698,2081,2061,2249,921,840,1450,819,977
701341,"Glassware of lead crystal, of a kind used for table or kitchen purposes (excluding articles ...""",4,14,10,0,0,2,0,2,0,0,,2197,2173,2863,1808,1744,1514,1363,1188,1107,1115,,3046,2692,2465,1650,1231,1176,1150,995,1440,1505
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",0,0,32,11,2,11,56,6,77,0,,5900,7039,4795,3570,3148,3949,3019,3156,3767,3638,,5452,3843,6828,4992,4285,2791,2940,3634,1826,2216
750110,Nickel mattes,0,0,0,0,0,0,0,0,0,0,,526,2225,11322,281,310,401,690,209,72,445,,1158023,1050552,1081058,737464,646762,732215,981038,925790,952964,1147900
750210,"Nickel, not alloyed, unwrought",126,0,0,0,0,0,0,0,0,0,,47766,43150,60144,51637,51920,34576,44815,43748,37998,54576,,645364,548444,611801,423225,296726,361929,672603,633721,445394,758303
740312,"Copper, refined, in the form of wire-bars",0,0,0,0,0,0,0,0,0,0,,10596,7119,8370,5160,650,749,280,377,549,6970,,0,0,0,0,0,0,0,0,0,8
740100,Copper mattes; cement copper (precipitated copper),0,0,0,0,0,0,0,0,2,0,,6490,37960,5429,1045,34429,1779,12886,5365,6459,2295,,6206,4613,32845,21424,22041,75042,98057,61235,16082,6049
740200,"Copper, unrefined; copper anodes for electrolytic refining",332,175,4,28,2,7,0,2,11,0,,75689,66666,60560,48120,41077,46732,42664,39275,33775,89185,,47910,54929,43807,21695,42801,183340,195591,225731,32963,65213
732310,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron ...",18,8,14,8,16,0,9,7,7,0,,13452,12722,10620,8987,8730,6751,6628,6351,8354,9973,,8916,7128,6996,5983,5280,5561,6190,6481,5567,5917
811259,"Articles of thallium, n.e.s.",0,0,0,0,0,0,0,6,0,0,,317,318,150,109,51,96,318,325,52,25,,0,0,7,0,0,3,0,17,0,0
810730,Cadmium waste and scrap (excluding ashes and residues containing cadmium),0,0,0,0,0,0,0,0,0,0,,0,50,0,3,53,28,4,14,34,0,,0,0,0,0,0,0,0,0,0,0
780200,"Lead waste and scrap (excluding ashes and residues from lead production heading No 2620"""", ...""",0,0,0,0,0,0,0,0,0,0,,30627,44941,51361,57472,56805,82477,81083,61652,70006,68695,,10,0,0,6,4,0,307,13,0,0
730230,"Switch blades, crossing frogs, point rods and other crossing pieces, for railway or tramway ...",0,0,0,0,0,0,0,10,0,0,,42125,49914,55168,40988,39695,33660,34521,39149,30933,31075,,271,574,520,39,101,163,23,705,830,837
730590,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled ...",19,0,7,287,38,0,0,2,3,0,,9058,7886,7205,11435,5769,6072,21146,2938,2541,5359,,1149,2067,172,373,283,124,744,976,696,25
721310,"Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel, with indentations, ...",0,0,0,0,0,0,0,0,0,0,,26834,14070,18901,14993,15854,18676,28711,33848,32540,33609,,10172,10557,9247,9760,9977,10150,7390,7656,6826,4186
722880,"Hollow drill bars and rods, of alloy or non-alloy steel",12,0,0,0,0,0,0,0,0,0,,15135,12748,7192,9384,9014,20638,15729,8611,13490,11870,,1410,510,788,1033,1154,717,963,1058,812,673
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...""",0,0,5,0,0,0,0,0,0,0,,96327,27701,4484,7313,3694,38808,2796,3214,10917,21818,,134014,60270,105974,39920,52561,83282,163552,138737,74954,195694
721041,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,3921,2123,3832,2797,2139,2628,2861,9652,1934,1449,,162,79,0,0,14,30,12,12,4,9
720219,"Ferro-manganese, containing by weight <= 2% carbon",0,0,0,0,0,0,0,0,0,0,,12186,10052,16579,8176,8617,17152,11945,8572,5445,15659,,44925,17713,23863,9788,1047,1089,1403,2972,2401,1134
720221,"Ferro-silicon, containing by weight > 55% of silicon",6252,1579,0,0,0,5,0,0,5,0,,37379,23228,20467,17453,12783,22105,24079,15813,8592,14988,,730089,659364,718833,593813,481965,576561,685029,567059,397192,787108
720230,Ferro-silico-manganese,0,0,0,0,0,0,0,0,0,0,,14008,13807,21461,12762,16958,30608,23287,15851,21516,30836,,290227,302170,321251,234256,201595,297113,334808,294183,236199,350296
720250,Ferro-silico-chromium,0,0,0,0,0,0,0,0,0,0,,1200,650,283,607,534,624,500,1310,326,316,,13971,10319,10928,9630,13031,11526,14267,8560,6266,12289
720292,Ferro-vanadium,0,0,0,0,0,0,0,0,0,0,,16797,18198,19735,13006,14096,17695,55805,31306,10497,17527,,72987,83516,83702,59058,42110,70202,231126,163275,45629,74969
842481,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting, ...",887,702,645,687,602,0,0,0,0,0,,1022174,1001883,868527,722913,660023,0,0,0,0,0,,24093,26030,26927,24565,21687,0,0,0,0,0
842860,"Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars",0,0,0,17,29,0,0,0,28,0,,21594,28936,24178,23313,21274,11962,20711,16894,14192,8634,,315,209,206,239,242,0,424,0,2307,26
843230,"Seeders, planters and transplanters for use in agriculture, horticulture and forestry",1044,2127,1137,1670,1705,0,0,0,0,0,,302784,325487,239729,156160,147612,0,0,0,0,0,,7864,11540,11482,7627,10202,0,0,0,0,0
843240,"Manure spreaders and fertiliser distributors for use in agriculture, horticulture and forestry",1781,3428,3365,2150,2272,0,0,0,0,0,,153011,56227,49685,42355,34062,0,0,0,0,0,,7910,11920,10842,8208,8556,0,0,0,0,0
843353,Root or tuber harvesting machines,0,0,0,0,0,0,295,144,160,0,,18046,19656,15576,12539,8583,11221,15814,23587,24748,22803,,2815,2208,4032,3167,2305,5888,5442,7009,5822,4361
840110,Nuclear reactors [Euratom],0,0,0,0,0,0,0,0,0,0,,77,179,43,14,1114,624,203,161,455,238,,0,0,0,0,0,0,0,0,0,0
840390,"Parts of central heating boilers, n.e.s.",58,26,13,63,61,105,8,327,14,0,,32644,30420,31883,36185,23497,21093,23493,29679,20215,27444,,866,1826,1114,1955,2733,1487,1403,1218,1325,839
841012,"Hydraulic turbines and water wheels, of a power > 1.000 kW but <= 10.000 kW (excluding hydraulic ...",0,0,4,0,26,0,0,0,0,0,,9068,1187,2399,9482,6698,1235,1577,243,6420,1648,,563,0,4,986,26,0,491,266,155,0
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excluding ...",713,1090,7,0,0,0,0,0,0,0,,15663,8648,6200,5658,10121,9544,10318,14784,13966,11467,,2402,5609,5407,3945,1189,3636,3030,8079,4589,4744
844712,"Circular knitting machines, with cylinder diameter > 165 mm",0,0,0,0,0,0,0,0,0,0,,6755,13280,14201,8653,7602,10830,13398,14659,11474,13105,,327,568,824,305,794,839,1048,842,584,390
845521,Hot or combination hot and cold metal-rolling mills (excluding tubes mills),0,0,0,0,0,5375,0,188,0,0,,38964,56961,36488,28028,4629,7159,15097,71335,14409,7358,,4771,5497,3655,2369,3386,18767,9426,12066,2219,4041
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excluding horizontal ...",0,191,728,2221,927,0,32,111,61,0,,44975,37843,25915,45348,64248,46784,42611,27230,23231,16611,,14186,11359,12569,20455,6598,3656,6671,9835,3622,3492
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",232,2,0,0,0,0,12,0,0,0,,18746,30030,3926,4836,1911,1959,18288,7281,1725,1623,,232,191,6,18,0,71,12,670,0,310
845931,"Boring-milling machines for metals, numerically controlled (excluding way-type unit head machines)",0,5,7,1551,55,0,0,0,0,0,,17761,21651,18599,23174,9290,8445,10965,7586,4454,6622,,2768,7166,5093,4347,2758,2791,234,501,88,8
846021,"Grinding machines, for working metal, in which the positioning in any one axis can be set up ...",1457,3134,0,2390,512,0,0,0,0,0,,80905,101916,85224,85722,75912,0,0,0,0,0,,25121,21594,19390,24762,20590,0,0,0,0,0
846510,"Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, ...",0,80,26,198,93,287,283,16,16,0,,21568,17705,20788,28951,16971,22862,25514,14762,11280,19082,,19924,17950,22579,23124,33390,25197,25670,14746,12104,12474
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",0,0,0,0,4,0,0,0,0,0,,31687,8100,7718,7542,5828,5442,5286,3160,2553,1805,,330,769,173,1004,1120,824,781,110,152,85
