Product code,Product label,Australia's imports from China-Value in 2012,Australia's imports from China-Value in 2013,Australia's imports from China-Value in 2014,Australia's imports from China-Value in 2015,Australia's imports from China-Value in 2016,Australia's imports from China-Value in 2017,Australia's imports from China-Value in 2018,Australia's imports from China-Value in 2019,Australia's imports from China-Value in 2020,Australia's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,4,0,12,8,12,0,24,278,0,98,,0,0,0,0,0,0,0,0,0,0
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,0,0,0,0,0,0,0,0,0,0,,40,150,289,2123,414,474,646,665,570,497,,0,0,0,0,0,0,0,0,1,0
681293,"Compressed asbestos fibre jointing, in sheets or rolls (excluding of crocidolite asbestos)",0,0,0,0,0,0,0,0,0,0,,8193,8320,8254,7771,6157,5407,5490,5524,5595,6528,,0,0,0,0,2,0,0,0,0,0
681520,Articles of peat (excluding textile products from peat fibres),1,0,0,0,0,0,0,0,0,0,,14,858,1590,79,1179,239,564,2568,1788,754,,182,242,498,249,182,656,448,189,300,424
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",1,0,8,0,0,4,0,0,0,0,,40999,40985,41125,32326,32510,25686,29455,29509,30988,35309,,10,1,17,1,8,6,0,0,8,59
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",0,0,0,0,0,0,0,0,0,0,,121980,120292,145798,155201,141694,160517,232689,153872,121881,206634,,4586,2851,4706,2760,3064,2619,948,0,1009,2621
701931,Mats of irregularly laminated glass fibres,0,0,0,0,0,0,0,0,0,0,,48126,62560,83854,90196,114664,144958,165427,187876,141714,161776,,10654,18829,16567,0,1804,3775,3796,3575,2834,4086
600531,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",1484,1795,1992,1690,1925,0,0,0,0,0,,116494,139465,172153,170903,143868,0,0,0,0,0,,2299,2777,3151,2898,2903,0,0,0,0,0
590410,"Linoleum, whether or not cut to shape",16,26,29,11,4,3,3,2,1,0,,637,658,724,238,62,197,205,124,120,1065,,5437,2842,2928,2387,1729,2698,2664,2475,2526,2455
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",0,0,0,2,0,0,2,3,0,0,,517,1275,2069,2368,3770,2877,3534,3331,1074,925,,0,0,3,2,0,0,9,5,5,10
540263,"Multiple """"folded"""" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,2,2,0,,0,0,0,0,0,36772,45223,51513,37210,44673,,0,0,0,0,0,8,8,20,63,46
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,0,56,431,2,11,0,0,0,0,0,,2243,2941,4776,2681,2955,2321,2978,2155,1541,2032,,45,310,636,16,25,6,4,0,6,3
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,2400,88,42,30,140,134,459,337,115,873,,0,0,0,0,0,0,19,0,0,0
550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,32,8,739,20,0,2,0,0,0,0,,76175,93542,75150,54569,42752,35150,42059,33137,17508,22360,,48,24,765,46,36,15,55,19,13,38
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",7,0,15,0,0,0,12,3,3,0,,17846,20064,16843,23854,23796,18729,19028,16442,21422,29012,,38,22,72,69,17,0,14,29,65,0
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,4102,8005,5395,5809,6825,5204,3673,3712,2886,4813,,0,0,0,0,0,3,0,0,0,0
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",3,0,0,0,0,0,0,0,0,0,,75311,117687,19201,2562,2091,2284,3894,2885,2770,5657,,57,0,6,0,3,0,1,0,1,3
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",73,27,20,22,4,0,4,19,1,0,,474295,362332,120194,38716,34971,36309,29929,31109,22558,40738,,77,59,34,32,58,171,37,33,9,6
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",16,99,61,8,8,10,3,6,12,0,,266929,270528,267242,282899,224795,197179,216477,192328,98182,100837,,74,151,80,35,36,196,62,20,35,39
530110,"Flax, raw or retted",0,0,4,0,0,0,0,0,0,0,,1,0,5,0,7,0,4,5,1,12,,0,0,4,0,0,1,0,0,0,0
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",88,0,2,2,1,7,0,5,4,0,,645,477,427,739,441,229,219,256,1374,3538,,109,79,36,46,69,177,80,137,189,253
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",5,3,3,3,0,0,0,0,5,0,,9349,9548,8579,6943,9165,11868,10282,8946,7364,8730,,89,100,6,5,9,0,0,2,6,7
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,16,8,9,7,10,1,5,5,8,0,,9406,7455,4635,3275,3460,3109,3010,2665,887,1129,,24,14,15,26,23,5,15,12,13,9
520100,"Cotton, neither carded nor combed",0,0,0,0,0,0,0,2,0,0,,36665,14495,26527,48537,15172,33280,93277,89283,7191,15210,,78,20,2,4,47,12,43,17,27,55
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",38,0,18,30,10,9,2,3,19,0,,29603,43736,48640,38592,34783,38545,41052,31186,22687,29334,,58,2,26,45,21,9,9,17,24,0
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,90,0,0,2,0,0,0,,79,88,86,66,57,29,26,64,811,1031
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,0,0,0,0,0,,275,427,0,1279,0,0,0,0,0,0,,0,0,0,55,27,9,43,0,6,0
841630,"Mechanical stokers, incl. their mechanical grates, mechanical ash dischargers and similar appliances ...",0,0,0,0,145,0,0,0,0,0,,27680,27184,24981,14409,17466,18016,15753,19112,6779,6847,,10,1,20,15,228,39,1280,253,4400,234
844629,"Hand looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,0,0,0,2,2,0,0,,5657,573,1011,2405,5165,974,965,1675,1353,1920,,54,129,64,83,54,60,127,84,468,246
750120,Nickel oxide sinters and other intermediate products of nickel metallurgy (excluding nickel ...,0,0,0,0,0,0,0,0,0,0,,167,0,19200,1442,1,0,46,245,0,0,,45811,78995,142217,74634,5736,9,54,1,0,0
750521,Wire of non-alloy nickel (excluding electrically insulated products),0,0,1,3,1,0,9,0,0,0,,1468,1736,1391,1684,607,687,1181,1510,1358,2250,,11,8,8,26,14,31,28,23,1,12
811213,Beryllium waste and scrap (excluding ashes and residues containing beryllium),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0
811222,Chromium waste and scrap (excluding ash and residues containing chromium and chromium alloys ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,26,50,0,0,,2,0,0,0,0,0,0,0,0,0
780110,"Unwrought lead, refined",0,0,0,0,0,0,0,0,2,0,,4599,47892,73363,96296,29657,17160,68229,11925,6598,211511,,87,4694,750,0,154,60,1009,1116,856,267
810930,Zirconium waste and scrap (excluding ash and residues containing zirconium),0,0,0,0,0,10,0,0,0,0,,12,81,167,207,0,52,155,0,0,0,,0,0,0,0,0,10,0,0,0,0
720270,Ferro-molybdenum,91,0,0,0,0,133,0,0,0,0,,5643,519,29691,8800,45596,83831,70815,65471,55259,325188,,10440,3642,3252,2165,2417,3142,3741,2536,2226,3299
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,123,436,0,0,0,,10620,7887,9500,12248,9148,10968,6225,8016,6139,55458,,0,0,539,4303,3982,5164,7376,5032,4105,7907
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,913613,835855,1113212,888449,469827,723093,811096,666035,595538,1827301,,19911,12243,11369,8199,5354,3311,2085,0,0,0
722599,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",242,1053,1899,0,0,0,0,0,0,0,,9413,19648,18265,26805,21889,35383,147855,137533,148508,371660,,5535,18813,13532,6604,8874,4550,0,0,0,0
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,14,0,0,0,0,0,0,,19216,9134,5333,2354,5907,14910,33439,47515,65687,122559,,592,383,492,539,432,442,467,402,363,481
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,3,0,0,,120230,164931,142771,127034,130702,187654,218722,165334,111090,172290,,0,2,17,80,1,0,0,3,0,0
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,32,4,0,0,,1065,1980,10754,6545,423,1453,481,982,1259,566,,66,0,0,0,0,164,33,4,0,70
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",0,0,0,0,0,65,2020,103,0,0,,202716,172967,122652,97333,85668,106903,171952,220824,199352,301666,,146127,133092,106335,59115,64669,89961,131059,102679,80279,192483
721640,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",1997,1052,2582,0,0,0,0,0,0,0,,25376,42480,49171,39527,26271,26793,58982,32491,16905,34823,,7476,5476,8407,10744,8731,13766,18876,13737,8852,32927
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",8160,1117,3404,1137,889,2386,10850,2034,1663,0,,92248,43799,48413,28768,21150,24734,25546,31523,18660,21095,,11203,1573,5272,2535,1283,3176,12161,4397,3077,1233
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",0,0,0,0,0,0,0,0,0,0,,134236,289654,864216,711842,332398,402502,1230904,1378612,701405,802062,,0,0,0,0,0,0,0,0,0,0
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,8,0,0,52,60,303,90,524,23,0,,30039,59518,101713,159367,45555,90339,168140,141841,152894,83763,,2778,4253,1502,8264,14050,6008,15605,5723,51120,4810
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,37,0,15,0,0,,0,0,0,0,0,1069,3371,681,0,108
940151,Seats of bamboo or rattan,442,367,247,254,572,0,0,0,0,0,,14960,9941,9228,10637,12993,0,0,0,0,0,,3838,3920,3314,3464,3344,0,0,0,0,0
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,0,0,0,2,0,0,1763,0,0,,163227,159764,62927,63453,48294,28034,55103,75925,64887,53858,,10418,18273,7068,0,6049,16155,2443,22587,11623,38341
841210,Reaction engines other than turbojets,0,0,0,0,0,0,0,0,0,0,,5954,4,29,2195,164,147,1712,388,873,0,,2911,11619,7454,3441,1665,4345,3627,181,5507,1038
811251,Unwrought thallium; thallium powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,63,0,2
780420,"Lead powders and flakes (excluding grains of lead, and spangles of heading 8308)",0,0,0,10,0,0,0,0,0,0,,441,493,427,727,1030,54,397,490,170,771,,0,1,0,12,2,19,3,2,2,3
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),0,0,0,0,0,0,0,0,0,0,,0,0,184,0,403,370,136,41,0,206,,0,0,1,0,0,0,0,0,0,0
810720,Unwrought cadmium; cadmium powders,0,0,0,0,0,0,0,1,0,0,,212,416,589,2820,1060,1835,6352,5323,5902,1305,,0,1,0,0,1,2,2,9,1,0
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",3115,2552,27893,43914,1207,0,0,0,0,0,,38113,70466,101310,122226,116314,108461,164769,136719,100308,149737,,50110,43530,64015,62483,6928,4645,23900,16855,21362,33630
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,342,2186,0,0,0,0,0,0,0,,1001166,834585,1307199,861319,517203,732956,609272,430574,265592,1329765,,22875,15137,12072,8749,7078,2051,2918,715,0,0
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",106581,8681,3599,1429,0,0,0,0,0,0,,3485318,3732539,4850820,4382895,4370552,5275930,5642193,4899474,3869773,7605706,,221822,133181,165856,110244,94674,95431,93218,80134,77699,115784
720110,"Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of ...",0,387,971,188,67,0,0,0,0,0,,143879,109074,97424,47083,27804,22565,770,243,520,34070,,3969,4854,6260,5128,3155,5494,5037,5320,4101,5027
720429,"Waste and scrap of alloy steel (excluding stainless steel, and waste and scrap, radioactive, ...",0,15,116,150,569,289,0,0,0,0,,193,73,38,2,6,2181,11,9,10,0,,1638,1088,6917,3030,16775,14491,273,280,32043,47697
720450,Remelting scrap ingots of iron or steel (excluding products whose chemical composition conforms ...,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,0,0,0,,0,0,0,134,0,0,0,0,0,0
701912,Rovings of glass fibres,0,0,0,0,0,0,2509,0,0,0,,529642,498364,554337,545232,536434,548404,597797,491566,381485,628561,,11932,12990,12603,14121,13855,14355,16266,12656,10240,19436
701120,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,17222,2316,1734,409,726,880,723,701,926,999,,10,0,0,1,24,1,4,0,18,0
710900,"Base metals or silver, clad with gold, not further worked than semi-manufactured",26,16,0,0,6,0,3,0,0,0,,0,0,0,0,0,0,96,83,67,175,,112,115,134,40,65,25,26,18,59,154
711230,Ash containing precious metal or precious-metal compounds,0,0,0,0,0,0,0,0,0,0,,862,771,13,289,10,13,4,6,2,2,,0,78,0,0,0,0,0,0,59,63
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing ...",0,0,0,0,0,0,0,0,0,0,,29174,13678,26128,25655,50592,60276,65817,140346,125187,94707,,338,527,2090,1312,1252,2188,2584,3563,3581,4835
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",0,0,0,0,0,0,0,0,0,0,,19510,16050,11941,16666,8013,11772,689437,342937,147152,303780,,50833,0,11094,26946,26796,44795,48765,0,0,0
721499,"Bars and rods, of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded ...",0,0,0,0,0,0,0,0,0,0,,10461,10115,10832,11022,7132,7693,70683,81609,119711,256251,,20758,14450,14448,11189,9373,12016,13370,7795,10136,20014
521032,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,3,0,1,3,2,3,0,0,,13023,19938,14681,19707,12432,25349,31386,33927,27499,33806,,14,41,17,13,50,40,11,15,18,36
520943,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",13,0,0,0,0,0,0,2,0,0,,74941,72174,81327,77407,75582,77902,66937,60510,60899,93468,,34,13,16,0,40,32,21,18,17,2
530310,"Jute and other textile bast fibres, raw or retted (excluding flax, true hemp and ramie)",6,0,0,0,0,0,0,0,1,0,,0,6,1,52,336,434,1,27,0,33,,764,87,106,35,1,7,13,14,8,17
540349,"Multiple """"folded"""" or cabled artificial filament yarn, incl. artificial monofilament of < ...""",7,14,0,6,17,33,0,0,1,0,,10988,10450,9116,6671,5566,4347,3325,4277,3121,4332,,44,28,6,37,36,62,13,3,27,2
550210,"Artificial filament tow as specified in Note 1 to chapter 55, of acetate",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,71096,63738,75548,79465,76665,,0,0,0,0,0,0,0,0,0,0
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",49,15,0,0,0,31,2,0,0,0,,6342,7450,8030,8241,7350,8676,10460,8701,7069,12482,,1305,1636,1212,1231,1033,996,767,1022,1473,982
550130,"Filament tow as specified in Note 1 to chapter 55, acrylic or modacrylic",4,2,0,0,0,0,117,69,40,0,,3588,8662,29116,21385,29015,41731,24544,25312,22605,37665,,4,22,38,16,3,9,126,69,40,40
551529,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,4,23,11,10,2,0,0,0,0,,5338,3259,4467,4744,4878,2398,2099,2262,2821,3051,,436,465,576,314,209,101,230,176,307,338
551339,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",10,10,6,1,0,3,0,0,8,0,,33002,36796,24133,17540,21418,23645,24809,24211,14325,34910,,161,64,161,62,4,4,1,5,16,7
551633,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",2,0,0,0,0,0,2,0,0,0,,3473,1755,2619,2747,1529,1098,4264,901,668,1319,,14,6,13,30,2,23,29,6,1,12
510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed",0,0,38,16,0,0,0,0,0,0,,15414,14393,16764,20972,18558,9989,11934,8678,4289,4444,,6011,6938,10412,9504,10779,8733,6658,5780,4622,4152
510310,Noils of wool or of fine animal hair (excluding garnetted stock),0,0,0,0,0,0,0,0,0,0,,19057,17147,22721,13775,17365,14295,17098,22328,10120,10532,,0,0,0,1,0,3,0,0,0,0
520544,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,58,0,7,0,0,0,0,0,,157276,161148,137637,125765,107622,95668,87420,81629,53748,50371,,18,32,116,4,15,7,1,3,3,0
520621,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,8316,4702,6102,6206,4408,6158,5715,5046,4439,5053,,0,0,59,4,0,8,8,18,65,5
520624,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,2,0,0,0,0,0,37,0,0,,36457,49322,43062,46640,51215,36250,44613,44719,26216,30312,,51,2,0,0,19,14,41,48,81,0
511000,"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ...",0,0,0,0,0,0,0,0,1,0,,761,538,1077,1187,1088,629,270,463,160,87,,3,0,2,1,0,0,1,1,3,0
441232,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",7922,9665,12705,16381,31743,0,0,0,0,0,,2735927,2810059,3247695,3136019,3479395,100,0,0,0,0,,19706,20353,25980,29203,48526,0,0,0,0,0
441872,"Flooring panels, multilayer, assembled, of wood (excluding for mosaic floors)",6663,8622,12313,17631,20515,0,0,0,0,0,,91521,122084,139479,111647,109619,0,0,0,0,0,,12133,15784,22284,43039,52644,0,0,0,0,0
441900,"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ...",16571,18806,22016,24224,25698,0,0,0,0,0,,458398,503115,559315,631661,657887,16,8,0,0,0,,22604,25067,28775,32709,33138,0,0,0,0,0
470200,"Chemical wood pulp, dissolving grades",0,0,0,0,33,0,0,0,0,0,,763,150,11,20,17,37,1607,504,939,2939,,357,1058,0,239,559,367,569,290,598,955
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",1032,0,880,182,327,0,0,617,832,0,,8465,3741,3043,5157,5216,6695,1282,3303,3881,7428,,63779,75001,83227,54880,50242,52406,58698,51995,60167,80494
580110,"Woven pile fabrics and chenille fabrics, of wool or fine animal hair (excluding terry towelling ...",32,10,20,4,1,20,3,0,41,0,,2536,1365,700,859,1110,750,1483,931,655,549,,609,856,1094,940,1006,1027,1143,1310,1214,1832
600532,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",6472,6967,6417,5275,4482,0,0,0,0,0,,437048,537883,667560,687212,665543,0,0,0,0,0,,12692,12229,11709,10792,9951,0,0,0,0,0
681181,"Corrugated sheets of cellulose fibre-cement or the like, not containing asbestos",0,0,5,0,0,0,0,0,0,0,,1372,86,232,60,33,111,33,41,14,251,,12,0,5,0,9,9,2,14,2,197
700330,"Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, ...",49,98,2,0,7,0,0,0,0,0,,608,756,357,178,532,411,940,70,350,45,,216,394,228,126,30,7,23,2,0,1
700420,"Sheets of glass, drawn or blown, coloured throughout the mass """"body tinted"""" opacified, flashed ...""",0,0,0,1,6,0,1,12,5,0,,2853,3975,2890,3242,5209,4035,5453,8017,9133,10677,,194,119,163,47,43,26,44,221,11,63
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",12,31,3,14,2,23,11,12,2,0,,1450,1034,638,755,1237,522,549,498,304,166,,4901,4203,4227,3208,3973,4551,4616,5003,5170,5233
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ...",0,0,0,0,0,0,0,0,0,0,,2862,2519,748,503,351,336,385,274,322,228,,700,510,653,544,2196,4014,4060,693,735,4640
220422,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,123,399,193,147,70,,0,0,0,0,0,122,128,101,170,151
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",26,29,0,0,0,0,0,0,5657,0,,40694,38934,34901,21069,24203,67026,28340,13107,234396,15655,,12826,6254,4913,4331,4529,4625,5652,26602,23396,12417
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,0,0,65,0,12,0,0,0,,218,421,241,630,243,257,229,235,337,204,,8,9,8,15,86,36,18,12,55,54
270119,"Coal, whether or not pulverised, non-agglomerated (excluding anthracite and bituminous coal)",1,0,0,0,0,8,3,0,5,0,,8662,23492,0,980,1805,0,220,7587,5040,0,,25,5505,6852,9025,2791,7578,3906,15945,9584,7954
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",61,13,470,303,513,57,289,0,0,0,,42473,40812,34542,26705,22096,17619,19293,15233,11734,12970,,69,78,556,361,723,247,541,217,381,129
270740,Naphthalene containing > 50% of naphthalene (excluding chemically defined),0,0,0,394,108,284,0,0,0,0,,901,4682,6261,6937,3007,678,1100,55,265,3846,,0,0,0,394,139,286,85,15,5,10
90921,"Coriander seeds, neither crushed nor ground",0,0,0,4,0,0,0,0,0,0,,51,600,330,133,107,86,156,114,78,53,,84,169,240,291,216,171,311,785,509,485
110720,Roasted malt,0,0,0,0,1,0,4,0,0,0,,77073,16790,7680,5506,6719,5304,7322,5479,5096,5703,,666,1126,1122,912,2232,2414,2530,1037,1035,1140
120922,"Clover """"Trifolium spp"""" seed, for sowing""""",0,0,3,7,5,0,0,0,0,0,,0,2,42,1,0,8,0,0,0,0,,1152,677,713,695,1813,1058,836,826,703,843
120923,Fescue seed for sowing,0,0,0,0,0,0,0,0,0,0,,5,11,0,0,1,0,15,0,0,0,,1913,1898,1851,2420,2204,2744,3221,3217,3018,2549
121150,"Ephedra plants and parts thereof, incl. seeds and fruits, fresh, chilled, frozen or dried, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3391,3588,5168,4303,3148,,0,0,0,0,0,0,0,0,0,0
121293,"Sugar cane, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,587,581,484,497,583,560,599,470,332,406,,0,12,2,10,26,6,0,80,26,18
140420,Cotton linters,0,0,0,0,0,5,0,0,0,0,,4352,644,333,286,134,4026,2388,1449,843,126,,0,9,19,8,7,10,11,11,9,9
150410,"Fish-liver oils and their fractions, whether or not refined (excluding chemically modified)",126,161,114,0,0,0,0,0,0,0,,4479,3456,2597,4394,3202,3246,3516,3265,2723,3588,,2894,3167,2074,3660,232,1204,923,1961,1120,1097
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...",42,3,0,0,39,35,4,0,0,0,,2352,3888,3281,3056,1546,1235,1501,3195,3541,3151,,35977,44244,50668,50888,45904,46517,41087,51226,40661,49634
