Product code,Product label,United States of America's imports from Viet Nam-Value in 2012,United States of America's imports from Viet Nam-Value in 2013,United States of America's imports from Viet Nam-Value in 2014,United States of America's imports from Viet Nam-Value in 2015,United States of America's imports from Viet Nam-Value in 2016,United States of America's imports from Viet Nam-Value in 2017,United States of America's imports from Viet Nam-Value in 2018,United States of America's imports from Viet Nam-Value in 2019,United States of America's imports from Viet Nam-Value in 2020,United States of America's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
841920,"Medical, surgical or laboratory sterilizers",0,0,0,0,0,0,0,0,0,0,,4,612,356,380,479,659,433,1069,966,481,,143266,144530,151812,147972,178546,192306,186434,187554,207768,230529
841410,Vacuum pumps,33,28,0,31,54,8,46,14,0,0,,279,570,551,505,117,644,830,491,332,795,,633593,651173,733667,707060,713335,759506,834426,792821,687659,765280
841440,Air compressors mounted on a wheeled chassis for towing,0,0,0,0,0,0,0,0,0,0,,246,147,138,62,205,49,357,161,496,547,,42860,45245,59129,39976,28809,39460,51056,30593,25141,25296
831130,"Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame (excluding ...",0,0,0,0,0,0,0,19,0,0,,4040,6881,9370,3286,3335,2414,3607,2021,1327,1142,,25953,20340,21714,19125,15939,17407,19713,19769,18293,25388
840211,Watertube boilers with a steam production > 45 t/hour,0,0,0,0,0,0,0,0,0,0,,183,39,5,0,432,0,17,0,1,,,10079,59146,63406,258026,161833,66325,120027,12810,6445,1786
840410,"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...",0,0,0,0,0,0,0,0,0,0,,285,69,307,389,308,124,1312,0,644,905,,103290,117172,101175,109758,85196,69205,51190,40559,51292,52394
840610,Steam and other vapour turbines for marine propulsion,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2036,304,307,534,125,95,758,2221,94,9434
840733,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",10,0,0,38,0,0,0,0,0,0,,0,0,2,0,1,2,207,6,25,61,,393579,339565,333999,356266,352196,336923,386201,382989,353245,441015
830621,"Statuettes and other ornaments, of base metal, plated with precious metal (excluding works ...",0,0,2,0,0,19,3,0,0,0,,0,0,0,0,44,12,0,9,6,28,,5005,6072,5298,5424,4728,6168,6491,5753,4877,7496
200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut pur?es and nut pastes, ...",0,0,0,0,0,0,0,0,0,0,,492,398,203,998,1715,352,322,156,171,164,,8989,5618,3681,945,9025,6789,11434,11354,14099,15727
200981,"Cranberry """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""" juice, unfermented, ...""",0,0,0,0,0,0,0,0,0,0,,452,6,7,325,1098,1204,281,463,758,222,,23760,24399,26586,25405,25292,22547,22537,25641,25937,28746
190110,"Food preparations for infant use, put up for retail sale, of flour, groats, meal, starch or ...",0,0,0,0,0,0,0,0,0,0,,103164,3385,5099,2058,202045,140755,1057,1496,2193,1302,,3993,7088,5244,7408,12563,26492,22070,20161,46936,84145
170390,Beet molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,18,58,99,35,,20059,23282,14316,19611,26744,10231,7568,14559,1169,18331
170410,"Chewing gum, whether or not sugar-coated",0,0,0,0,0,0,0,3,0,0,,32708,28902,29311,34114,36390,36884,26228,30734,21043,7013,,112596,118504,120497,114158,111378,117429,118955,118127,95324,108699
100111,Durum wheat seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,86,,822,1874,4062,12535,3760,2747,132,35,472,535
160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",0,0,0,0,0,0,0,0,0,0,,651,907,615,734,1167,1100,615,663,533,494,,40234,42808,38456,40853,44709,50207,57974,71372,79814,99046
160241,"Hams of swine and cuts thereof, prepared or preserved",0,0,0,0,0,0,0,0,0,0,,480,664,644,498,609,570,485,427,312,14,,101217,101916,123800,117614,110070,114396,130612,141300,120974,139985
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,37,1,846,483,341,,,958811,1125107,1223018,989840,932454,863855,935157,891567,966448,1187789
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",0,0,0,0,0,0,0,0,0,0,,763,0,0,19,0,0,31,24,77,110,,16024,20674,20118,24341,30791,34214,48353,50688,65815,76192
250200,Unroasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3450,2943,3211,1810,2662,1400,4718,1566,2358,2376
250700,"Kaolin and other kaolinic clays, whether or not calcined",0,0,0,0,0,0,0,0,0,0,,5337,5319,5858,5134,4276,3624,4754,4923,4755,2776,,57051,62115,61580,49296,44954,44796,38500,42627,30353,28037
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,518,0,0,0,0,0,0,0,0,12074,,326004,215267,140131,150283,117630,161375,176198,156384,187987,209338
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,0,11500,10940,9157,8007,4615,8392,8862,6422,2556,,75131,88496,45702,75633,42081,50855,30620,2217,1754,957
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",0,0,0,0,0,0,0,170,0,0,,0,0,0,3,0,0,8,0,1,177,,8511,10092,10089,8694,6867,3539,4512,4004,3478,5216
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",0,0,0,0,0,0,0,0,0,0,,25210,33113,66671,88389,100148,126632,153213,201221,148260,10272,,11506,12938,10613,10574,15288,11135,15665,19146,13918,15105
252620,"Natural steatite and talc, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,10,15,19,0,9,5,3,17,16,304,,72922,65679,72768,77134,98632,96824,97426,84681,75457,101881
252921,Fluorspar containing by weight <= 97% calcium fluoride,0,0,745,0,0,0,0,0,0,0,,0,340,923,0,0,0,713,841,935,110,,13925,12989,22352,11865,12867,16688,19997,17393,9733,8943
252930,"Leucite, nepheline and nepheline syenite",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,8,,59230,79011,83758,81414,88474,99378,93020,92243,95101,100327
253010,"Vermiculite, perlite and chlorites, unexpanded",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,0,0,0,149,,43566,37331,34583,28798,34332,33106,40046,36453,40066,40151
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,0,0,0,0,0,0,0,,239,0,0,0,0,0,0,0,0,,,4161,3712,3620,6838,4119,3991,4399,2098,1493,1273
260300,Copper ores and concentrates,0,0,0,0,0,0,0,0,0,0,,50,0,2136,6412,454,218,6753,71,52270,4508,,104890,88808,95059,80281,155555,100286,144040,153450,45484,104430
260800,Zinc ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,1778,0,0,30,0,0,0,0,19979,,14438,6277,5,48,13,15055,15,7,4366,15292
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,1264,5693,,5828,1581,26,0,393,344,31,21,0,0
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,37,216,673,,6433,5100,5184,5850,3408,7592,6236,5448,4951,7273
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,12,0,0,,0,4,1,214,1007,561,284,448,620,290,,14882,14390,18274,15881,16343,12100,13121,21008,24065,25287
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,0,,0,37,40,0,0,0,0,0,0,,,0,0,43,6,13,111,74,0,160,219
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,35,0,0,286,160,0,0,9683,,703502,577845,674218,640437,487723,527993,363547,373243,175623,280125
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,8351,6655,14275,9477,6298,3600,3368,665,934,4602
271311,"Petroleum coke, non-calcined",0,0,0,0,0,0,0,0,0,0,,0,67,0,0,0,0,0,0,0,,,143589,182207,113899,111870,58280,109932,205372,61890,62833,210039
280110,Chlorine,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,8,12,1,25,,67972,61427,35519,34153,33451,32713,37336,44744,41179,67576
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,0,0,0,0,0,0,0,0,,0,0,6,1,0,0,0,0,0,26,,4350,3080,5512,5396,7134,3510,3456,7091,8327,12655
280410,Hydrogen,0,0,0,0,0,0,0,0,0,0,,0,0,9,0,0,36,0,0,1,,,42616,48076,49676,49336,57906,60635,54718,57963,60482,57532
280429,Rare gases (excluding argon),0,0,0,0,0,0,0,0,0,0,,23,0,34,46,30,77,133,94,47,173,,26929,36984,72725,169479,91723,73897,65794,73754,75713,98011
280440,Oxygen,0,0,0,0,0,0,0,0,0,0,,10,84,154,263,97,102,313,232,154,581,,1122,1800,1203,1171,1265,1362,1763,1931,773,1107
291511,Formic acid,0,0,0,0,0,0,0,0,0,0,,40,84,39,83,99,200,278,796,471,197,,26846,21640,23840,11424,3965,4252,10071,5877,4413,3963
291611,Acrylic acid and its salts,0,0,0,0,0,0,0,0,0,0,,5,0,0,19,4,3,0,0,7,4,,41483,38620,46440,42537,44703,57300,65615,60229,11011,55362
291816,"Gluconic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,2,18,15,2,2,17,2,11,14,31,,13438,15810,15957,16658,13301,14242,12430,12602,22756,23767
291818,"Chlorobenzilate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,56,0,0,3,0,0,0,0,0,8
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,3110,12472,10980,10665,14521
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,75,42
292113,"2-""""N,N-Diethylamino""""ethylchloride hydrochloride""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,7,4,0
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,5,1,1,1,,52763,57403,64803,73490,64665,69909,87622,79923,57218,86843
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,61,6,0,1,264,0,,,45870,47775,50343,36906,34681,35157,38761,39858,53580,29252
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,32,53,104,,129630,120520,146652,145632,119409,134920,154394,142680,98818,168282
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,25,0,1,0,8,52,10,,78001,56164,68332,62237,46293,44733,47789,67910,44708,61334
280700,Sulphuric acid; oleum,0,0,0,0,0,0,0,0,0,0,,142,136,69,92,121,247,161,194,82,53,,243463,214422,206659,231139,156690,135686,197143,274138,281342,259725
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,0,432,430,435,565,411,123,255,298,266,,38715,46833,53314,59306,69414,82135,107248,119804,196678,277635
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",0,0,0,0,0,0,0,0,0,0,,2025,2155,4289,2453,1438,3045,1321,374,1814,1483,,84278,95632,88017,70585,80954,94547,152979,137667,105299,98833
283421,Nitrate of potassium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,66,0,39,0,0,,,116190,60824,80955,92099,45757,64315,55535,74921,65312,69726
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,9389,8080,9173,8114,7324,7014,7486,9034,6742,7995
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",0,0,0,0,0,0,0,0,0,0,,157,97,75,48,103,94,78,0,0,,,10115,10277,9401,9560,11506,11745,12876,11641,9361,14477
284161,Potassium permanganate,0,0,0,0,0,0,0,0,0,0,,2,5,8,0,0,0,20,34,84,60,,4859,4051,4812,2513,1927,2503,4014,3256,1931,2170
284170,Molybdates,0,0,0,0,0,0,0,0,0,0,,0,0,8399,9026,4009,5363,8878,1436,7485,4690,,15752,18748,21613,12078,33351,36736,33877,27254,14298,35288
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",443,112,389,350,267,201,170,0,0,0,,3486,2718,2932,1964,1576,1801,1103,5335,1209,7896,,47116,40537,36195,35106,27171,35799,36091,25434,23171,49330
284321,Silver nitrate,0,0,0,0,0,0,0,0,0,0,,13,0,0,16,0,0,0,0,1,,,607,544,551,359,742,669,479,547,287,326
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,490,0,0,0,0,0,0,0,0,,896,8921,8133,4202,8159,9339,0,0,0,30258,,440924,221730,154290,131356,90344,103487,114844,113829,66625,107471
290211,Cyclohexane,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,0,0,0,0,,,17417,71815,52990,7194,7055,1006,392,276,140,764
290230,Toluene,0,0,0,0,0,0,0,0,0,0,,711,21,84,56,367,1520,1972,3212,3821,481,,237171,475899,359245,222098,150772,173155,199644,157608,132162,189137
290250,Styrene,0,0,0,0,0,0,0,0,0,0,,69,0,1,0,0,22,2,2,0,11,,703719,886007,900549,484392,445518,675340,734978,490759,389846,571197
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,565,39,0,0,5,830,1446,4856,7541,14780
290321,"Vinyl chloride """"chloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1720,1579,1309,1818,1390,1110,1011,0,92,102
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,29374,28068,28340,25545,23153,26443,34100,42300,32042,65283
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20,84,40,,,82322,96621,93893,80741,68047,89171,81226,72212,53204,59189
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",0,0,0,0,0,0,0,0,0,0,,2167,2799,2447,920,467,0,0,0,0,489,,34459,33291,36326,39901,34362,33520,40156,38270,30278,40806
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4485,,13097,12682,7647,18914,13660,11877,22107,20835,30243,46592
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",0,0,0,0,0,0,0,0,69,0,,2,206,45,3,69,231,570,501,3569,549,,119310,146132,136674,121201,87444,125023,132020,119851,153264,172148
290545,Glycerol,0,0,0,0,0,0,0,0,0,0,,60,54,36,18,24,26,13,56,128,8,,106826,107253,136966,109216,92939,110594,149909,118394,121061,165429
290551,"Ethchlorvynol """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5,11,0,0,0,0,0,0,23,51
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1228,368,474,843,712,338,749,976,500,1824
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,0,0,0,,,14054,14664,18676,13923,11196,11179,10608,12405,14353,14128
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,,182207,203911,247538,187043,129066,165714,155788,93865,68286,104805
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,4,0,30,73,19,1,,52785,55972,62884,45628,43573,87818,97295,94672,134649,119922
90822,"Mace, crushed or ground",0,29,43,18,0,0,55,0,0,0,,1641,1713,1312,2064,1732,1977,2188,3592,3729,2855,,2289,1349,1472,1245,954,799,977,1293,1930,2976
130211,Opium,0,0,0,0,0,0,0,0,0,0,,34,0,0,0,0,0,0,0,0,,,23092,13802,11975,43,10,50,9,45,0,23
130213,Extracts of hops,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,11,6,6,,3906,5386,5112,6297,4702,5364,8579,3169,4859,6202
150710,"Crude soya-bean oil, whether or not degummed",0,0,0,0,0,0,0,0,0,0,,96124,58837,108672,117143,15037,22625,28503,5706,13299,101400,,13346,10381,4005,44269,29217,7385,21103,7541,18632,16128
151521,Crude maize oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2622,4046,3889,3882,8312,10335,8795,12098,8051,14702
151530,"Castor oil and fractions thereof, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,0,0,,7,13,17,0,6,9,8,0,13,3,,86707,83164,93149,91312,72577,96784,98609,100167,81448,145932
110820,Inulin,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36,87,,68308,59192,68278,56950,49518,50562,54254,56365,62482,80585
120230,"Groundnut seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,62,1,12,,,31695,2308,399,984,610,3719,164,9,10,5
120730,Castor oil seeds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,25,35,27,0,0,0,0,17,38,46
120760,"Safflower """"Carthamus tinctorius"""" seeds""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,683,1439,354,218,168,152,254,607,820,3217
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",0,0,0,0,0,0,0,0,0,0,,2815,5543,9811,2930,5095,887,712,3303,11394,399,,7374,6051,5095,4680,5424,4594,5074,6900,8015,7989
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,105,1081,98,189,129,81,47,,3207,1601,1405,1597,1735,1582,3695,8840,8042,8852
80410,Fresh or dried dates,0,0,0,0,0,0,19,0,0,0,,0,0,0,0,0,1,3,3,0,61,,32540,36384,46348,60192,49707,49703,98908,67932,66250,84234
80440,Fresh or dried avocados,0,0,0,0,0,0,0,0,0,0,,0,0,2,4,53,5,16,40,100,211,,913751,1141822,1603046,1703496,1992886,2727914,2448390,2863791,2540264,3138786
80620,Dried grapes,0,0,0,0,0,0,0,0,0,0,,1638,2308,2080,912,316,65,124,468,533,30,,34217,36567,28002,45519,35110,33182,87502,42510,30720,36733
80921,"Fresh sour cherries """"Prunus cerasus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,6113,5854,7543,1046,643,68,1930,209,100,32
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,69,67,,153633,136588,166952,232494,220647,182660,177092,234596,314764,402372
71320,"Dried, shelled chickpeas """"garbanzos"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,402,803,1,40,2,22,55,35,6,,,22814,27150,27770,34070,53229,60163,63962,39198,47105,54149
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,0,0,0,0,0,4,0,0,,219,159,216,269,396,392,593,868,791,397,,79756,78688,78581,78283,83572,93974,109767,131618,135282,195920
70190,Fresh or chilled potatoes (excluding seed),0,0,0,0,0,0,0,0,0,0,,217,93,60,539,440,822,845,735,687,1997,,118624,128286,156206,143571,191165,205582,216206,194774,252918,253791
70529,Fresh or chilled chicory (excluding witloof chicory),0,0,0,0,0,0,0,0,0,0,,14,15,123,98,365,416,198,1008,574,1,,3909,2788,3951,3754,3731,5213,6051,5360,3389,4308
70610,Fresh or chilled carrots and turnips,0,0,0,0,0,0,0,0,0,0,,444,236,4682,3949,4800,4707,8194,7451,9162,14243,,75462,81151,86222,98807,103029,105386,127839,123750,112649,133970
70810,"Fresh or chilled peas """"Pisum sativum"""", shelled or unshelled""""",0,0,0,0,0,0,0,0,0,0,,218,1038,1869,2182,3723,2856,2634,3239,3967,3065,,68201,74240,72972,69817,68621,69755,80024,76928,88698,101263
71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",0,0,0,0,0,0,0,0,0,0,,36,387,49,24,0,0,0,0,0,57,,33589,37941,39508,37267,35372,33511,41965,44424,48088,46495
10121,Pure-bred breeding horses,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,1204,0,0,13,,33614,35555,45644,96569,116496,122792,102376,114022,91746,116418
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,0,,936,144,0,403,50,185,47,32,592,,,4685,4881,4648,4869,4995,5394,6214,6343,8000,8622
30221,"Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,63950,64208,75111,85412,96229,97359,106206,113737,101567,140440
30252,"Fresh or chilled haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,9879,7059,11463,11830,7417,7036,3842,3501,3203,5430
30256,"Fresh or chilled blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,28,0,,,6,0,0,0,73,0,0,0,4,0
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17,0,0,0,,,3612,4767,4783,5357,7056,7782,16009,17933,11273,17169
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",373,7,0,0,0,0,0,0,0,0,,542,18,0,304,0,130,567,2258,3343,,,2615,2471,2911,2970,3822,3008,2701,4694,2205,4212
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",0,0,0,0,0,0,0,0,0,0,,247,161,0,0,0,0,0,0,0,1,,11247,7401,4791,6722,9221,8504,10251,18161,11943,15784
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",285,18,345,196,390,0,0,0,0,0,,12850,6705,15102,12016,30143,28328,0,0,0,,,29311,15842,16910,22082,15290,0,0,0,0,0
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,664,104,49,32,,0,0,0,0,0,36594,34494,51648,46740,60664
30751,"Octopus """"Octopus spp."""", live, fresh or chilled""""",0,4,0,0,0,8,0,0,0,0,,1566,324,259,140,292,2265,1927,2008,130,111,,571,44,72,658,522,751,12,26,34,159
