Product code,Product label,Russian Federation's imports from Germany-Value in 2012,Russian Federation's imports from Germany-Value in 2013,Russian Federation's imports from Germany-Value in 2014,Russian Federation's imports from Germany-Value in 2015,Russian Federation's imports from Germany-Value in 2016,Russian Federation's imports from Germany-Value in 2017,Russian Federation's imports from Germany-Value in 2018,Russian Federation's imports from Germany-Value in 2019,Russian Federation's imports from Germany-Value in 2020,Russian Federation's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
610432,"Women's or girls' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",967,211,107,48,23,28,77,61,6,0,,33386,37981,40715,31198,26650,26788,25859,22538,19058,18654,,33531,17432,15984,8168,6847,7610,6519,5106,3094,4825
610449,"Women's or girls' dresses of textile materials, knitted or crocheted (excluding of wool, fine ...",21,42,15,3,1,3,1,1,1,0,,4803,5614,5399,4282,4543,3952,6652,5196,4368,4585,,233290,19595,27260,2279,2357,2326,3942,3683,1932,3027
610590,"Men's or boys' shirts of textile materials, knitted or crocheted (excluding of cotton or man-made ...",7,1,0,2,3,2,5,0,0,0,,1625,2454,2978,2519,4138,5184,3845,3847,2819,3449,,2572,2493,2479,1016,863,1725,2082,2084,1766,2417
620412,"Women's or girls' suits of cotton (excluding knitted or crocheted, ski overalls and swimwear)",133,3,2,1,0,0,59,10,0,0,,1155,2585,2276,766,609,419,539,608,481,537,,3428,1215,1291,662,405,1194,546,762,522,899
620413,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",12,10,4,1,1,0,0,0,0,0,,5996,6081,4347,3035,2502,2369,4002,3496,1677,2369,,3441,4406,2168,845,837,924,1706,2447,1783,2061
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,6,0,0,0,0,0,0,0,0,0,,881,1337,1991,1900,1675,1276,1097,501,663,3271,,635,681,481,203,296,246,243,504,180,193
621320,"Handkerchiefs of cotton, of which no side exceeds 60 cm (excluding knitted or crocheted)",14,2,4,3,1,7,5,1,3,0,,2303,2323,2498,2361,2098,2239,2406,2080,1702,1589,,2116,1634,759,557,798,1246,1204,980,577,1095
630222,Printed bedlinen of man-made fibres (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,39129,46240,47138,38074,35309,23961,26640,21622,25029,29061,,14478,16776,18621,7334,4526,4134,4764,5030,4190,5174
681520,Articles of peat (excluding textile products from peat fibres),132,102,104,22,13,0,1,0,4,0,,3487,1737,2861,2327,555,581,818,495,530,794,,1964,1506,2160,854,1621,1397,757,550,810,832
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,0,0,4,0,0,2,0,2,0,0,,8,8,0,0,0,0,0,0,0,0,,23,14,15,10,22,26,19,15,62,20
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",9,0,0,10,0,188,0,0,0,0,,10618,23820,8764,6100,5980,8882,9426,5937,6911,8588,,9,516,37,48,4,193,96,11,2,31
710229,"Industrial diamonds, worked, but not mounted or set (excluding unmounted stones for pick-up ...",0,0,0,0,0,0,0,0,0,0,,2666,2565,2985,2598,2311,1961,2209,2089,2016,2229,,0,0,0,0,0,0,0,30,274,71
710239,"Diamonds, worked, but not mounted or set (excluding industrial diamonds)",0,0,0,0,0,0,0,0,0,0,,125037,112184,119572,100960,115784,102991,103267,82288,46872,79827,,49353,60139,54393,12060,33436,70157,78688,87482,79745,124680
710391,"Rubies, sapphires and emeralds, worked, whether or not graded, but not strung, mounted or set, ...",104,192,17,71,126,40,0,79,90,0,,73631,63291,63743,61102,90760,113934,129100,59813,26148,33332,,5663,8908,5485,1624,1784,7929,8523,11316,6496,9047
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",0,0,0,0,0,0,0,0,0,0,,753,609,350,345,406,1222,563,586,518,779,,212,167,315,260,253,199,358,288,260,345
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,0,0,0,0,0,0,0,0,0,0,,945,892,724,639,342,231,162,106,128,124,,0,76,0,0,1,1,0,0,0,5
520100,"Cotton, neither carded nor combed",0,0,0,0,0,0,31,0,0,0,,26888,27177,25292,18567,17325,16660,16192,7534,6681,6087,,126982,102092,113526,68689,80489,45836,54172,34304,35918,52889
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",108,115,95,91,113,147,132,92,0,0,,19957,19629,15082,8630,9217,10050,8810,6324,6012,7268,,109777,104430,92496,88573,108284,114422,128041,115852,108874,158620
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,1301,1859,1869,1853,1998,2111,2136,1552,1009,958,,638,952,1051,417,744,658,466,686,363,121
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,520,276,607,171,325,348,241,115,88,97,,250,2,17,18,36,25,56,8,50,173
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,3907,2381,2729,1869,1602,1327,1603,1635,1000,1120,,99,7,23,551,1540,665,49,252,234,333
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, ...",1,40,10,3,1,0,0,0,0,0,,1968,4463,3728,3346,3566,3574,3860,3604,2732,3141,,234,251,343,48,21,12,21,3,2,7
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,9479,12787,14038,11031,8109,7268,9922,6115,5509,6959,,0,1,0,0,0,7,1,1,0,0
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",0,58,93,72,120,0,13,0,0,0,,164402,86825,42593,81243,93917,53313,4341,4203,2235,1651,,991,621,628,288,693,117,392,253,3,32
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,0,0,0,0,0,,780,744,1312,986,592,835,430,592,2611,3775,,0,0,0,0,0,0,0,0,0,0
510810,Carded yarn of fine animal hair (excluding that of wool or that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,613,236,215,651,440,80,113,91,77,95,,14,4,124,5,45,96,153,168,252,330
521225,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",2,3,3,3,6,2,1,5,0,0,,211,263,498,379,426,344,219,192,169,235,,19,11,54,25,95,24,158,395,89,177
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,0,0,,127,182,151,86,27,0,0,1,0,3,,0,0,0,11,0,0,0,0,2,6
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,315,407,513,733,882,224,276,247,370,442,,7,0,0,0,0,7,8,1,10,9
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",0,0,0,0,0,0,0,0,0,0,,2127,1522,1334,796,964,1052,630,539,590,616,,139,228,115,236,101,445,527,594,511,686
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",49,10,18,33,1,0,6,0,0,0,,17139,19085,16108,11252,10122,11314,12282,9146,6453,7221,,1448,133,384,559,500,1301,1325,1393,2185,3424
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",2,17,7,5,5,0,0,0,0,0,,3343,1818,1328,1315,607,647,634,529,516,253,,65,66,108,17,70,100,61,71,72,84
540821,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,1869,1136,1122,1760,2035,1865,2009,1127,830,705,,784,6120,5111,1157,31,42,35,37,22,50
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,1439,1130,2066,1444,954,658,404,647,788,1836,,283,32,90,45,33,109,71,65,75,61
551643,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",2,4,2,0,0,0,0,0,0,0,,4095,4117,3174,1940,1446,2198,1696,1607,1185,1489,,102,70,41,76,208,360,849,949,399,148
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,82,0,0,0,0,0,1,2,0,0,,75,139,270,169,189,124,96,70,90,129,,242,35,954,619,446,890,291,109,38,293
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,2324,2124,1062,821,603,675,586,415,352,494,,93,0,1,0,5,7,12,0,0,0
550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,4,0,0,0,,4850,4848,3938,2689,2955,2194,2457,2081,1405,1944,,4626,4949,1954,939,240,1446,4752,5931,3365,4942
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",0,0,0,1,0,1,0,0,0,0,,381,398,213,81,82,141,361,36,36,18,,178,217,10077,1507,196,251,428,600,287,257
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",4,8,2,3,2,1,2,1,0,0,,2493,1626,1569,1211,1665,2547,2726,3001,2575,2358,,3861,1238,277,240,144,96,577,248,30,52
580126,"Chenille fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,11,44,0,0,0,,2770,3016,3450,3004,2007,2670,2838,2849,2534,2680,,174,60,51,3,3,17,95,104,41,60
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...",0,0,0,0,0,0,0,0,0,0,,1386,803,819,547,429,581,626,448,419,639,,11,174,1146,815,488,1012,1763,10,94,136
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",0,0,0,0,0,0,0,0,0,0,,135,136,41,69,49,50,14,4,3,10,,1405,1106,31,50,44,4,12,16,2,10
580230,Tufted textile fabrics (excluding carpets and other floor coverings),0,0,0,0,0,0,0,3,0,0,,661,1526,1443,1694,2755,2270,547,750,0,2,,6836,8057,6866,3691,3623,3100,2499,2383,880,720
70200,"Tomatoes, fresh or chilled",0,0,51,0,0,0,0,0,0,0,,45809,46507,40559,37233,32050,38185,43802,41620,40384,56555,,886816,1104455,1044719,659257,490582,558745,629841,636650,525128,482329
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,1556,1689,1290,636,572,595,522,763,845,1022,,470,429,408,40,109,110,96,116,12,72
70511,Fresh or chilled cabbage lettuce,129,381,31,0,0,0,0,0,0,0,,6508,7792,5923,4198,4081,7079,5085,4458,3561,3618,,30528,38468,35024,12345,14314,19920,24445,25849,8250,6808
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,0,,2897,3712,4083,3874,2625,3194,3719,3518,2980,3286,,43073,50364,40707,17830,15920,16896,25222,26115,17227,13791
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",9,16,7,0,0,3,0,0,0,0,,2946,3465,2618,2008,2518,2291,2202,2267,1830,2019,,11009,12043,14263,8051,8502,8486,12542,13719,9663,11647
10130,Live asses,0,0,0,0,0,0,0,0,0,0,,5,0,0,2,0,12,6,0,4,40,,0,0,0,0,0,0,0,6,0,27
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",6788,1127,82,0,0,0,0,0,0,0,,557793,559166,541905,426890,440398,545769,599268,550983,501802,494332,,83143,65309,51319,37138,28941,52131,72052,45714,39923,39724
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,0,0,0,0,0,0,0,0,0,,3751,4125,4665,6428,4003,3851,2005,3107,4844,5569,,0,0,0,0,132,0,0,0,66,85
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,5,10,11,23,52,70,47,37,118,47,,0,2,88,0,0,117,0,0,0,0
71333,"Dried, shelled kidney beans """"Phaseolus vulgaris"""", whether or not skinned or split""""",24,5,0,0,0,0,0,0,0,0,,8188,11637,11491,6213,4683,5922,5787,3899,7192,5269,,17640,22280,25274,15363,15596,22565,18075,22334,25331,25754
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,466,241,11,24,14,7,13,9,25,39,,2,6,8,3,0,18,1,4,3,4
80132,"Fresh or dried cashew nuts, shelled",139,199,116,0,0,0,0,0,0,0,,40308,45303,68495,102896,133744,169285,179606,174387,201245,183796,,53524,55531,68139,34097,26520,48002,68895,68940,45231,62692
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",205,259,168,0,0,0,0,0,0,0,,40682,41447,59349,58003,55617,43452,40234,43527,54574,55286,,65026,45736,54134,52412,52324,50292,72422,76664,80820,75620
80231,"Fresh or dried walnuts, in shell",0,0,10,0,0,0,0,0,0,0,,3386,5592,6052,6982,6574,7862,3447,2677,3723,2733,,3284,767,194,52,188,1084,4316,6301,6503,8989
80251,"Fresh or dried pistachios, in shell",0,0,0,0,0,0,0,0,0,0,,72605,87197,104089,110616,136917,90970,97935,65257,120929,99555,,128637,106960,79807,21037,18079,30843,43684,63640,2705,6257
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",41,30,15,0,0,0,0,0,0,0,,51214,81334,74776,83683,90306,89249,101260,126781,127855,128467,,1874,4780,2553,1029,2921,2343,2934,4375,1497,3616
80420,Fresh or dried figs,294,436,165,0,0,0,0,0,0,0,,18251,18967,21713,16646,15259,15575,18199,19230,23156,25566,,17319,16134,13057,5940,4876,7720,8361,9721,11930,12098
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,998,2522,2878,2754,3575,3854,5387,6238,8183,7138,,662,760,789,420,677,1024,1375,1873,2109,2968
80929,Fresh cherries (excluding sour cherries),0,0,1,0,0,0,0,0,0,0,,19651,17711,15568,11653,26436,12719,16104,17624,19445,16452,,110195,122066,93912,71021,85386,94517,116805,129323,150978,134975
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,6,0,0,0,0,0,0,0,,2103,1492,1299,1424,1316,828,3070,1872,957,1121,,679,728,862,398,428,559,987,1087,1021,970
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,0,,66,15,10,7,13,17,1,0,83,0,,0,0,15,0,0,0,0,0,0,0
81320,Dried prunes,406,628,288,0,0,0,0,0,0,0,,13084,16584,15804,22458,15801,14170,12036,11348,13865,13969,,57141,66081,32943,26338,22902,27269,37015,30321,28391,33389
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,4,18,7,0,0,,1182,1736,1912,1298,1177,1565,979,863,1035,840,,26,112,345,82,252,105,47,82,99,193
121130,"Coca leaf, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0
100119,Durum wheat (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,10191,14527,8330,5752,3583,6340,3025,3566,6744,4729,,1522,17971,13523,38345,27645,18070,35236,40002,54996,39763
100390,Barley (excluding seed for sowing),19,0,0,7,1,0,1,1,12,0,,441755,829008,222462,560055,495742,420293,374227,302474,472806,723236,,185196,93923,38452,5900,19959,32299,2351,4616,6609,956
100590,Maize (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,303615,263280,123884,83028,83778,92423,77325,70718,83756,185929,,8402,11212,5082,4415,4660,6060,4649,5088,3265,2927
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,700,535,522,291,582,546,341,307,158,159,,33,8,5,1,0,0,1,1,5,5
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,361,713,562,521,546,599,987,678,1185,2374,,879,1070,1082,1236,1655,1811,2026,2073,2005,2375
10633,"Live ostriches, and emus [Dromaius novaehollandiae]",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,58,17,14,72,0,0,0,0,0
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",92,13,0,0,0,0,0,0,0,0,,616803,632910,643909,456090,446642,492021,433935,473247,405973,421329,,147,34,0,276,0,0,0,0,0,0
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,1040,696,839,761,545,627,393,438,406,716,,6,7,5,0,0,0,0,48,0,0
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,24489,27439,23534,20083,19995,27446,28999,27255,14973,26554,,22071,27897,29078,11703,10295,8417,10194,7850,3875,3106
20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,1410,1004,999,1185,1118,845,1335,1053,1142,1231,,98383,56375,62345,34411,23603,28535,29582,24245,21684,15086
20610,Fresh or chilled edible offal of bovine animals,1674,180,0,0,0,0,0,0,0,0,,51759,54870,53162,46967,46694,51889,52512,49946,41954,45726,,3041,2520,1556,3219,1925,3101,2844,1936,1544,1266
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,21557,25089,15352,15143,12120,10601,11669,12034,8173,8941,,33637,42247,27448,17953,27859,23511,16170,12352,10384,13579
20742,"Frozen domestic ducks, not cut in pieces",5304,1955,0,0,0,0,0,0,0,0,,57318,50997,49896,26929,27189,30558,21768,17763,13544,9399,,11276,10837,5840,2235,2100,886,1453,3268,2326,1832
20751,"Fresh or chilled domestic geese, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,98,127,126,663,1376,180,169,221,61,52,,0,0,279,106,0,0,0,0,0,0
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",4,0,0,0,0,0,0,0,0,0,,121011,125323,116626,103942,84749,90264,87623,93185,80705,56971,,4992,1365,845,72,115,210,69,10,27,6
21092,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",0,0,0,0,0,0,0,0,0,0,,36,103,163,118,172,203,226,252,56,62,,0,0,0,0,0,0,0,12,0,0
30119,Live ornamental fish (excluding freshwater),0,0,0,0,0,0,0,0,0,0,,300,439,581,640,501,523,616,395,174,153,,532,528,449,469,2728,440,533,489,126,209
30194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,13
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,180,115,122,269,320,360,180,309,439,256,,12,39,352,290,279,361,462,479,327,691
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,2,219,162,50,51,265,139,99,,7,1,9,225,29,125,23,20,0,2
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,213,265,185,150,104,98,110,118,82,23,,5,12,2,1,0,1,1,0,0,0
30253,"Fresh or chilled coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,12239,12065,13291,11729,7476,9384,6924,6442,7045,6120,,12,270,1,0,0,0,0,0,0,0
30292,Fresh or chilled shark fins,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,62,30,24,18,169,,0,0,0,0,0,7,335,42,101,104
30326,"Frozen eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,1035,1339,1299,528,369,545,323,517,1044,1019,,1633,2600,1479,678,377,1087,1136,2498,1022,1790
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,2,0,118,2,0,0,0
30359,"Frozen anchovies """"Engraulis spp."""", Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,202,271,210,206,272,,0,0,0,0,0,56653,62769,62236,35852,50902
30367,"Frozen Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,78,39,40,38,91,246,82,48,1,21,,119,102,391,38,77,0,41,0,0,0
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,664,1272,602,2055,1048,505,313,322,938,399,,682,694,1960,1525,723,1377,3138,3859,3151,8321
30390,Frozen fish livers and roes,0,451,1300,0,0,0,0,0,0,0,,4091,3601,5318,6133,3282,0,0,0,0,0,,30595,61394,37941,20429,3770,0,0,0,0,0
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",0,0,0,0,0,0,0,0,0,0,,749,821,652,708,2221,1863,2207,2076,2432,1942,,3374,204,21,12,8,7,54,20,22,61
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,17407,15482,10739,8810,8071,8676,6471,7781,7680,6644,,41535,40959,30958,16963,20996,17342,18860,16782,15650,26239
30496,"Frozen meat, whether or not minced, of dogfish and other sharks",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,108,118,68,100,117,,0,0,0,0,0,0,0,1,1,0
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,0,0,,65429,56573,94370,71374,75256,66087,72200,64103,59972,70992,,859,607,628,319,183,339,222,39,41,20
30571,"Shark fins, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,29,,0,0,0,0,0,0,0,0,0,0
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",0,0,0,0,0,0,0,0,0,0,,716,768,771,802,1431,2458,2177,2269,572,1376,,14,13,31,0,11,15,42,120,0,325
30625,"Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, live, fresh, ...""",0,0,0,0,0,0,0,0,0,0,,785,3619,3720,3626,2803,0,0,0,0,0,,471,720,749,450,522,0,0,0,0,0
30694,"Norway lobsters """"Nephrops norvegicus"""", whether in shell or not, dried, salted, smoked or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,307,0,120,0,0,,0,0,0,0,0,9,0,0,0,0
30711,"Oysters, even in shell, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,530,599,621,488,667,897,1007,985,550,595,,4789,6766,5710,2360,2648,3555,4599,5035,4622,7225
30719,"Oysters, smoked, frozen, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,117,55,60,53,133,0,4,9,18,27,,36,0,3,26,8,48,0,0,0,0
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,2,0,1,0,1
30821,"Live, fresh or chilled, sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus ...""",0,0,0,0,0,0,0,0,0,0,,37,51,20,0,0,0,2,4,1,1,,13,54,202,127,112,229,363,318,118,3
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,0,0,,52885,57655,69867,48490,47404,55921,59742,62572,68524,75311,,63617,72951,74071,48211,40350,64025,49054,67283,76386,71821
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",1317,2,221,0,0,0,0,0,0,0,,613179,665235,693438,464625,384801,476939,463053,485563,523771,647753,,95031,106709,96278,41082,54239,64296,34109,51855,30731,34189
