Product code,Product label,"Taipei, Chinese's imports from China-Value in 2012","Taipei, Chinese's imports from China-Value in 2013","Taipei, Chinese's imports from China-Value in 2014","Taipei, Chinese's imports from China-Value in 2015","Taipei, Chinese's imports from China-Value in 2016","Taipei, Chinese's imports from China-Value in 2017","Taipei, Chinese's imports from China-Value in 2018","Taipei, Chinese's imports from China-Value in 2019","Taipei, Chinese's imports from China-Value in 2020","Taipei, Chinese's imports from China-Value in 2021",China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",45,0,0,0,0,0,0,0,0,2,,412,131,557,215,154,463,226,279,739,1176,,2071,1553,1435,1682,2473,1333,1921,1827,3122,1006
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",67,5,0,8,7,10,0,3,0,2,,1461,1116,4308,1854,1214,365,794,830,4019,965,,1793,585,998,1061,860,747,756,630,710,858
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",1815,1238,60,42,60,32,38,31,31,2,,352,80,490,672,688,593,9796,1384,1133,2127,,9437,16314,29762,24605,19374,405,479,24987,543,18980
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,5,19,0,7,0,2,2,2,,14485,14263,23415,26327,22260,21630,21688,22625,13073,16963,,131,73,123,108,98,96,49,49,24,29
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",87,16,2,1,0,0,0,14,13,2,,203485,214533,254017,247259,253659,315514,267377,337063,336817,372025,,1189,667,801,851,758,493,500,569,540,419
500710,Woven fabrics of noil silk,0,0,32,0,23,0,0,0,0,2,,5874,8119,8271,3175,2856,1915,1729,1765,1049,2199,,366,94,61,56,56,34,79,82,25,21
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,2,0,0,0,0,0,0,0,2,,73251,77106,63978,52059,39558,37106,70359,73694,71066,72450,,12,3,0,13,3,5,2,1,2,9
271114,"Ethylene, propylene, butylene and butadiene, liquefied (excluding ethylene of a purity of >= ...",0,0,0,0,48,108,72,0,0,2,,19921,11168,5591,180,233,301,544,546,543,2669,,3706,3630,2040,324,9688,20889,13072,120,14807,46042
283190,Dithionites and sulfoxylates (excluding sodium),34,1,0,0,0,0,1,17,0,2,,1119,2024,2390,1911,2256,1537,1944,6727,8625,8224,,408,218,313,154,243,198,419,116,64,95
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",23,0,0,15,96,237,467,278,72,2,,1487,45022,57902,66878,41268,9512,908,660,538,374,,627,906,2211,1723,1585,1382,2251,1683,1778,1647
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,32,3,8,0,179,0,2,,55,0,0,153,486,576,417,457,780,145,,6,0,1,32,5,141,4,181,22,6
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",0,0,5,0,4,0,3,3,8,2,,1881055,1944506,2132819,2015619,2175599,2731409,3198018,3464530,4437762,5280294,,633,86,73,142,351,1314,609,3121,3724,3010
870390,"Motor cars and other vehicles principally designed for the transport of persons, incl. station ...""",56,106,85,62,42,26,0,0,0,2,,38327,44505,43420,100877,111392,33382,17620,15113,4843,6700,,6732,6352,8523,6562,2463,4884,1773,3246,9131,3891
260400,Nickel ores and concentrates,2,0,0,0,0,0,0,0,0,2,,33,6,165,9140,5789,263,22,3,12756,5,,2,0,29,0,0,0,0,0,206,2
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",0,0,4,5,1,3,3,1,4,2,,2409,3781,10393,10043,9147,5661,7590,6551,6329,9997,,336,363,40,1682,38,49,59,41,39,61
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",8,11,11,16,3,0,0,6,2,2,,10432,12686,13029,11059,6957,9806,16352,14609,15552,12554,,374,62,77,60,104,26,93,54,17,35
842919,"Self-propelled bulldozers and angledozers, on wheels",36,267,156,64,33,114,0,0,14,2,,9942,6902,6629,2442,4468,2358,2080,7692,3640,3833,,495,377,311,254,219,366,563,435,612,646
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",16,13,1,10,1,6,0,4,5,2,,818,1127,1287,1371,1367,2090,2959,4482,4718,5842,,101,52,24,36,34,35,29,39,57,46
700320,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or ...",3,3,4,2,13,0,7,0,5,2,,4777,4129,2904,3533,2551,1190,1453,1197,1049,1985,,3,3,29,2,43,0,7,0,5,2
650200,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",1,3,1,2,1,1,19,19,5,2,,6915,8363,9412,11152,10431,8390,7455,8974,7406,9435,,1,3,1,2,1,1,20,19,5,2
620411,"Women's or girls' suits of wool or fine animal hair (excluding knitted or crocheted, ski overalls ...",26,9,4,9,4,1,7,5,3,1,,1926,1145,2412,828,1788,1993,2221,2094,2767,4286,,88,95,56,58,67,50,107,25,23,18
551429,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,15,1,,50891,46008,58464,41169,71487,20335,10354,9457,6299,6535,,17,19,28,9,20,22,29,27,22,17
580500,"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ...",3,3,1,1,1,34,38,39,2,1,,2790,4748,6772,31121,30090,25570,28202,14869,5851,3004,,61,17,105,34,16,91,82,167,64,49
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excluding those on tyres ...",21,0,0,2,38,32,30,394,18,1,,316574,315153,272021,240909,233955,208248,288926,294622,220063,618770,,9156,19673,33609,19319,10819,4632,13070,23843,33143,40480
841919,"Instantaneous or storage water heaters, non-electric (excl. instantaneous gas water heaters, ...",2,3,2,1,5,0,0,1,0,1,,133431,130655,146820,161849,143990,170367,201608,165990,162338,160818,,2350,1643,1950,2176,1987,1755,1714,1795,1748,1763
293810,"Rutoside """"rutin"""" and its derivatives""""",11,5,0,0,1,3,3,3,1,1,,42503,36682,54857,46486,45470,33822,34355,34561,29046,41449,,22,5,0,0,2,4,4,5,2,4
30111,Live ornamental freshwater fish,0,0,15,11,6,16,2,12,7,1,,5271,4861,3941,3232,3388,3427,4003,4190,4592,3999,,0,42,730,958,897,1151,1518,1357,830,697
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",1,1,0,1,0,0,0,4,16,1,,8969,7702,6595,4741,4422,5348,3654,2327,1332,1688,,1,1,3,22,21,2,230,10,26,1
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,6,0,1,,17148,13142,11735,11748,10683,8246,12150,8784,8913,8794,,223,169,153,216,135,147,114,61,34,16
281420,Ammonia in aqueous solution,567,135,1,9,3,1,401,90,19,1,,2020,1169,1050,3216,2451,1766,2199,1109,1006,643,,2236,1652,385,288,179,309,701,309,331,419
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",95,7,0,4,0,41,11,0,0,1,,12275,8292,10135,11435,9055,13926,17311,17519,18925,17316,,576,513,373,277,301,293,268,577,242,459
902830,"Electricity supply or production meters, incl. calibrating meters therefor",0,19,16,96,0,7,9,8,0,1,,554467,454403,477260,612334,626154,843639,791085,960896,1356975,1011972,,1304,1080,634,627,448,380,260,973,314,627
850164,"AC generators """"alternators"""", of an output > 750 kVA (excl. photovoltaic generators)""""",0,0,0,0,96,0,0,0,0,1,,329037,428347,507588,315178,566231,394921,609791,448368,592561,908861,,14790,12477,25704,20514,25803,17229,2263,19539,32233,31685
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,17,0,0,1,10,0,0,0,1,,157709,163008,182397,184444,190928,186731,201542,213004,127150,117825,,365,267,381,131,121,304,149,172,108,100
620421,"Women's or girls' ensembles of wool or fine animal hair (excluding knitted or crocheted, ski ...",6,4,5,1,4,0,0,2,0,1,,1383,1662,1152,474,2842,17584,8707,1075,647,663,,68,22,48,28,44,19,10,18,3,12
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",0,0,0,0,7,0,9,8,52,1,,458,838,2195,940,750,642,1084,610,1939,2025,,0,0,1,2,11,7,14,13,58,7
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",0,0,0,0,0,0,0,0,1,1,,797,1235,162,0,24,30,369,365,41,506,,305,306,354,285,96,356,454,540,479,665
391220,"Cellulose nitrates, incl. collodions, in primary forms",311,1260,878,223,199,0,0,0,14,1,,51987,67780,116181,75788,63614,54633,46758,50240,45550,57329,,1431,3883,2096,1081,1136,921,882,841,914,940
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens ...""",49,26,3,32,29,15,35,113,7,1,,143,18,262,3601,4916,3474,3905,5073,5332,6704,,117,84,38,35,29,27,40,136,46,9
940110,Seats for aircraft,18,2,1,0,3,0,0,0,0,1,,103747,100749,118215,56219,48835,82540,133184,195715,116559,80577,,209,569,230,128,17632,4679,1904,3347,3424,2389
911440,Plates and bridges for clocks or watches,0,15,219,2012,1339,48,2,2,0,1,,6779,12564,10975,9960,13536,7790,8693,7384,1908,2114,,48,80,334,2109,1408,138,99,107,150,154
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,0,10,0,14,7,19,0,1,0,1,,5901,2464,2000,4017,1250,1856,13254,12031,1375,2286,,10,22,4,23,15,25,13,10,9,22
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",4,6,3,9,6,45,16,8,2,1,,6420,3429,5910,12143,12038,10251,9506,6480,4064,3419,,13,19,33,25,25,130,56,14,9,10
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",35,54,56,53,49,876,41,31,11,1,,40843,44428,52337,40977,31057,31455,31724,28893,27742,26772,,142,102,190,241,96,955,162,60,108,96
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,0,0,3,0,0,0,0,0,1,,17,0,4,33,1,0,4,13,327,297,,62,75,69,55,46,63,91,63,60,3812
160242,"Prepared or preserved shoulders and cuts thereof, of swine",0,0,0,0,0,0,0,0,0,1,,402,1082,161,22,1047,1623,1633,1542,1684,1392,,0,0,0,0,0,5,3,1,0,24
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...",0,0,0,0,0,0,0,0,0,1,,22,13,13,7,59,6,6,4,3,71,,1412,1504,1376,1293,1344,1560,2207,1286,1045,1130
210320,Tomato ketchup and other tomato sauces,0,0,0,0,2,1,1,3,0,1,,22916,26809,48775,27194,28272,22983,33174,26499,28450,33190,,5072,5057,5686,6820,6867,7790,8092,8643,9491,9648
843410,Milking machines,3,0,2,13,0,0,0,0,0,1,,8945,6684,7787,7138,4530,9874,6209,4517,5107,2450,,284,944,405,902,891,656,1709,2104,1365,650
620413,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",2,1,1,0,0,2,0,0,0,1,,60152,58832,41359,42138,27172,24514,19008,22495,23009,40498,,65,101,45,66,80,74,43,83,30,60
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",65,0,0,0,0,0,0,0,0,1,,535154,584993,573271,611449,450871,371530,323268,336024,355767,327997,,92,25,10,7,1,24,57,1,9,12
520100,"Cotton, neither carded nor combed",0,0,0,3,2,2,0,532,0,1,,36665,14495,26527,48537,15172,33280,93277,89283,7191,15210,,363987,383913,326497,280388,211250,222069,253486,184926,98694,117651
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",0,0,0,10,5,0,0,0,0,1,,25431,36048,32407,20884,15004,14136,14696,12898,17234,20986,,527,529,589,736,437,467,230,250,248,236
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,1,0,0,0,1,0,0,0,1,,14473,11088,9400,8761,7122,9978,8326,6556,4962,3991,,596,478,322,176,228,124,130,161,117,82
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,1,,448,462,989,4451,4359,1507,2211,3840,1861,1562,,58,137,2,30,0,0,6,10,1,7
210310,Soya sauce,8,1,0,0,0,0,0,0,1,1,,96716,103517,106986,113196,119399,122295,138191,148395,150936,159407,,3723,3559,4144,5117,5822,6200,7029,7395,8052,9323
721050,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",41,15,7,10,1,0,2,0,0,1,,115003,147642,169871,158676,142150,159546,166038,224557,229801,328971,,2975,5208,3368,3264,3634,5821,6618,5243,5988,7636
260700,Lead ores and concentrates,0,0,0,0,0,5,0,56,0,1,,0,26194,1679,357,0,161,573,1722,5,571,,0,0,731,1977,751,96,5,78,1101,10
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),0,0,0,0,0,0,0,0,0,1,,3320,509,935,140,748,518,687,28,39,29,,31,33,14,16,53,33,37,70,79,105
400700,Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ...,24,15,7,16,16,4,7,12,20,1,,71930,104829,243200,137962,93167,78734,79069,92849,92450,95602,,12256,11082,8867,7748,6269,7234,7553,6155,6286,9545
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ...",5,25,10,15,6,3,3,1,12,1,,60862,75069,140384,143512,76818,72460,78630,63902,63964,60221,,5,25,13,45,6,7,3,23,12,1
811259,"Articles of thallium, n.e.s.",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",0,19,0,0,1,0,0,6,5,1,,389,535,2774,1624,2151,1948,2041,2953,2478,2025,,77,19,6,0,52,0,152,6,326,393
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,1,4,6,3,2,1,9,2,10,1,,4806,1536,2149,578,999,960,1835,2072,1511,864,,67,72,15,3,2,1,11,2,10,1
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,0,0,1,0,0,2,0,1,,48320,65064,66876,55569,77692,90637,73414,104134,151213,172187,,175,228,344,508,711,694,869,1068,1197,1425
90210,Green tea in immediate packings of <= 3 kg,2,6,0,0,0,0,2,2,2,1,,521045,641072,655015,654914,648563,637481,668895,685675,734142,695740,,995,1230,1750,1781,2200,2308,2355,3070,3364,4309
401011,"Conveyor belts or belting, of vulcanised rubber, reinforced only with metal",4,0,0,1,21,0,0,6,1,1,,80954,84221,99819,79431,54919,70332,77052,117806,140094,113752,,4113,1533,2098,1902,2045,573,701,675,503,561
293712,"Insulin and its salts, used primarily as hormones",0,0,0,0,0,0,0,0,0,1,,10243,19297,32288,14473,5856,10117,13841,20602,21073,24379,,131,8,7,24,59,55,76,111,72,94
911110,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of precious ...",0,4,0,0,514,0,0,0,0,1,,7182,4186,13592,10187,8790,5895,4073,5041,2175,2383,,167,10,26,7,555,16,19,35,4,6
260800,Zinc ores and concentrates,0,0,0,0,0,0,0,0,0,1,,13887,14276,14387,6364,461,433,156,55,4579,157,,6,23,0,6,0,1,0,0,0,155
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,1,1,,0,15,30,36,0,0,6,0,2,0,,0,0,0,137,1187,8179,8496,9887,7406,10785
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ...",4,175,160,38,192,9,7,249,15,1,,6054,3446,1666,2932,2724,2710,2542,4221,4240,1391,,221,405,351,58,206,50,245,440,64,36
843830,"Machinery for sugar manufacture (excluding centrifuges and filtering, heating or refrigerating ...",0,2,63,8,0,263,46,0,15,1,,28488,83549,38653,69560,72684,76151,58356,45065,7094,5845,,515,7,65,10,0,263,46,0,15,3
620329,"Men's or boys' ensembles of textile materials (excluding of cotton or synthetic fibres, knitted ...",1,4,1,3,0,0,0,0,2,1,,55740,26571,20268,27733,19593,24513,16180,10578,10589,7847,,373,361,348,384,308,370,365,443,358,309
551311,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",6080,6738,7477,3867,3899,2419,2646,6,1,1,,401810,397138,377049,389553,325131,276425,257094,243904,197572,331174,,9847,6758,8310,6600,5596,3482,3450,1394,1245,1920
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,33630,38920,49768,42506,36379,31620,35574,35251,27900,32602,,7,0,1,1,0,0,0,0,0,0
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,3,0,0,0,0,0,0,0,,6567,5107,3270,3684,5126,3525,4432,3583,2601,3288,,2,3,4,6,0,3,1,2,22,2
551422,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,5,0,0,,197354,192587,196032,156701,153890,216193,259714,245835,210639,282213,,2,0,0,2,0,1,0,5,0,2
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,5057,8833,12217,21607,5769,7427,4806,9367,3235,6032,,0,3,9,2,0,0,1,10,0,4
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",14,14,0,0,0,0,0,0,0,0,,40225,55956,48714,36883,44853,39675,55621,33854,21385,31472,,14,14,0,113,0,0,17,0,2,0
540773,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,7,0,0,5,0,116,0,15,0,,38846,53168,73390,69646,64195,68111,67843,73198,71587,84065,,1223,429,758,936,651,329,532,630,597,416
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",6,5,0,0,0,0,0,11,0,0,,9809,10007,11995,9735,12571,16114,16012,14504,10120,14582,,1940,1545,2695,3874,3769,4204,6965,8328,1447,1028
540810,"Woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum ...",0,0,0,0,40,13,28,59,0,0,,345,1042,1516,2249,3313,3742,3750,2527,1502,2001,,94,25,22,18,77,23,49,94,87,32
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",3,5,2,2,0,0,0,0,5,0,,1827,2991,3659,8037,10335,9480,12788,8746,7898,5201,,82,138,117,81,37,54,34,35,20,17
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,31,51,188,141,39,,0,0,0,0,0,0,0,0,0,0
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,59,81,174,10,0,1,7,17,0,,4241,3250,3283,3688,3295,4377,4945,5394,5187,5047,,2234,2065,1920,1499,1233,1148,1187,1076,825,493
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",3,0,0,0,0,0,1,0,0,0,,21,52,90,84,72,64,64,75,64,203,,150,38,0,28,98,88,8,0,0,0
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",2,0,28,20,41,18,74,177,2,0,,43690,37696,39856,49650,42386,43854,64499,69167,44000,53126,,4,9,35,39,44,22,87,179,15,6
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,5,3,0,0,0,0,0,0,0,,15219,15193,26554,30885,34091,39920,36040,42138,30077,30673,,4,18,6,18,18,82,17,16,1,116
520911,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,34,0,4,61,10,10,14,10,0,,17073,47050,180668,252658,133297,56622,39075,25265,22418,21844,,123,57,42,47,64,73,88,21,68,19
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,5,0,0,2,0,0,0,0,0,,4582,5774,6172,7604,6301,10302,11545,10317,8176,5409,,0,5,76,0,133,66,0,0,0,0
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,1418,1275,899,458,280,124,184,375,238,490,,0,0,0,0,0,0,0,0,0,0
470311,"Unbleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,5,0,0,0,12,0,0,0,,4,1366,1079,534,442,122,3759,1151,665,8333,,44143,48663,57362,49632,46577,53182,77189,44916,45913,59429
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,4,0,0,0,0,0,0,0,0,,15425,14827,17432,17113,18507,21053,22726,27559,20108,10795,,998,742,182,806,1301,2249,2615,1226,474,1544
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",15,27,0,31,4,0,0,0,0,0,,1103,755,833,446,603,686,779,611,451,341,,45,82,33,51,32,36,8,9,35,9
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",173,474,144,26,0,0,84,4,0,0,,3601,351,68,552,24,60,42,11,718,1553,,176,474,172,28,18,61,84,367,0,0
