Product code,Product label,China's imports from United States of America-Value in 2012,China's imports from United States of America-Value in 2013,China's imports from United States of America-Value in 2014,China's imports from United States of America-Value in 2015,China's imports from United States of America-Value in 2016,China's imports from United States of America-Value in 2017,China's imports from United States of America-Value in 2018,China's imports from United States of America-Value in 2019,China's imports from United States of America-Value in 2020,China's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
551691,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,9,0,0,0,2,0,,507,281,120,77,271,74,152,142,197,93,,142,144,181,180,120,105,387,265,259,321
551694,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",3,0,1,3,1,3,0,0,0,0,,1622,586,702,506,119,1852,853,323,256,194,,883,396,508,497,622,430,307,193,74,151
551339,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",1,6,2,2,1,0,9,4,7,0,,2371,36,308,426,180,487,1442,714,741,185,,2973,1872,1423,633,1076,1471,1225,1210,1541,2159
550210,"Artificial filament tow as specified in Note 1 to chapter 55, of acetate",0,0,0,0,0,78516,36619,35,2508,0,,0,0,0,0,0,608638,612319,580633,574668,537023,,0,0,0,0,0,137731,59123,57264,68279,60222
710110,"Pearls, natural, whether or not worked or graded, but not strung, mounted or set, natural pearls, ...",0,0,0,0,0,0,0,0,0,0,,33108,16335,10270,5506,8746,18637,15373,14842,2777,6753,,0,0,1,0,0,0,3,133,0,3
710122,"Cultured pearls, worked, whether or not graded, but not strung, mounted or set, worked cultured ...",229,533,169,185,142,90,48,0,1,0,,22567,19797,23322,27285,17513,19135,15190,13897,13486,10059,,46094,42129,49154,35786,32110,66640,34109,29625,21113,57347
720429,"Waste and scrap of alloy steel (excluding stainless steel, and waste and scrap, radioactive, ...",8240,5265,2387,4614,3540,2858,17377,0,75,0,,539726,389596,359121,271381,354020,348123,280726,247306,261164,410633,,74341,50407,36721,44451,42251,41660,97550,84705,16774,64519
720450,Remelting scrap ingots of iron or steel (excluding products whose chemical composition conforms ...,0,0,0,0,0,0,0,0,0,0,,27652,14965,11100,8072,5833,2313,2553,3986,4745,3233,,222,0,0,0,0,249,0,0,0,0
701120,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,3,0,0,5,6,0,0,0,,982,1626,1787,265,335,392,4115,234,93,147,,63878,57918,57569,30569,21591,7209,67,160,81,65
701510,"Glasses for corrective spectacles, curved, bent, hollowed or the like, but not optically worked ...",0,28,1,4,0,12,9,51,0,0,,11479,5142,2772,3237,1744,2722,1026,961,1289,1102,,526,398,436,265,346,347,519,455,3160,111
681181,"Corrugated sheets of cellulose fibre-cement or the like, not containing asbestos",0,0,0,0,0,0,0,0,0,0,,433,1148,1002,1063,1498,604,562,857,636,827,,0,0,0,0,1,0,3,0,0,0
660320,"Umbrella frames, incl. frames mounted on shafts """"sticks"""", for umbrellas and sun umbrellas ...""",4,1,0,1,10,2,2,5,0,0,,1323,1050,1555,1484,1194,1036,1382,2143,1406,1805,,5804,4663,5334,3596,828,322,275,315,62,24
631090,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",7358,11017,7310,4675,2163,2038,0,0,0,0,,52878,53954,53927,47449,31757,26672,22907,26420,22586,36659,,65049,85092,88413,73338,68301,68992,40,0,0,0
600641,"Unbleached or bleached fabrics, knitted or crocheted, of artificial fibres, of a width of ...""",10,2,19,1,68,1,44,41,1,0,,1858,1494,660,421,543,1499,1558,325,707,77,,1332,2341,958,1143,508,307,270,570,120,261
611239,"Men's or boys' swimwear of textile materials, knitted or crocheted (excluding synthetic fibres)",0,0,0,0,0,0,0,0,0,0,,409,952,755,626,268,246,221,243,105,62,,18,24,21,94,10,83,120,22,58,10
610721,"Men's or boys' nightshirts and pyjamas of cotton, knitted or crocheted (excluding vests and ...",0,0,0,0,0,1,0,0,0,0,,1894,2208,2066,2357,2514,3001,3557,4088,3532,4248,,2648,4161,3361,3577,2846,3318,4195,3480,1790,3129
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),0,0,0,0,0,0,0,0,0,0,,8365,7785,11297,12718,10999,30054,34743,12528,10395,19768,,0,0,0,0,0,0,0,0,0,0
811090,"Articles of antimony, n.e.s.",4,0,138,112,61,255,231,32,163,0,,2462,2255,3077,3422,3228,1523,2344,1293,1974,2522,,371,220,288,164,94,374,551,293,376,202
732211,"Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel ...",9,10,6,0,1,0,0,0,0,0,,2197,1042,1705,844,710,606,723,344,1637,1694,,633,195,112,85,88,297,692,644,545,2021
732429,Baths of steel sheet,2,0,0,1,3,4,0,0,0,0,,13114,14583,13509,10906,11889,9909,9262,9392,8107,8569,,5614,6636,7034,5776,6225,6775,7999,7999,7604,7950
730210,"Rails of iron or steel, for railway or tramway track (excluding check-rails)",1744,2651,788,56,223,78,0,49,105,0,,209794,222997,190970,156354,127185,132161,156772,149528,106865,154170,,51268,52869,30272,25592,22104,15024,24057,20747,34780,51794
730240,"Fish-plates and sole plates of iron or steel, for railways or tramways",1,0,3,1,0,1,0,13,0,0,,37006,51659,47491,57003,42824,46838,62499,53740,46940,43915,,1354,2324,343,1479,1180,607,198,247,1286,213
730512,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,68,15,44,0,0,0,0,0,,16919,7049,10631,4922,3080,6340,3941,2671,2413,4459,,21394,28040,5224,15881,6732,817,447,761,1968,4170
711230,Ash containing precious metal or precious-metal compounds,0,0,0,0,0,0,0,0,0,0,,259179,458300,249291,103734,63865,107658,202612,413952,359667,14788,,0,0,0,0,0,0,0,0,0,0
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing ...",0,0,0,0,56,1,0,0,0,0,,839115,1083228,1099205,908300,549302,540196,619764,731979,1416538,3359179,,1946,2413,2068,0,57,1,7,5,0,13
721050,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",38,35,10,10,57,2,2,0,0,0,,22463,15975,14435,9987,9431,10962,12112,11365,9464,7411,,5599,30763,32292,16602,13834,13549,1074,622,1108,1242
721320,"Bars and rods, hot-rolled, in irregularly wound coils, of non-alloy free-cutting steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,53440,38788,40169,24081,19338,26240,21846,14663,19307,33077,,28845,31108,38358,14722,13890,18442,22428,19356,21755,31782
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",0,0,5,0,8,0,0,0,0,0,,53413,56931,41452,27837,20852,23574,22765,15194,15262,16012,,170160,205977,240736,205566,213048,161756,76415,137863,327847,392307
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",2093,362,166,2574,60,716,281,13,0,0,,230483,121509,115906,208371,114885,79474,65425,63051,32399,101067,,454744,287287,151445,221257,80600,23143,6623,32507,26507,36395
844842,"Reeds for looms, healds and heald-frames",184,14,5,0,24,20,39,3,1,0,,5282,2029,903,596,595,1707,1023,793,458,4462,,13996,14558,18202,16820,16728,18639,20141,17593,15208,17889
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",161,157,279,197,44,315,414,219,41,0,,22684,15495,17664,16636,20771,21726,16774,17192,12499,15227,,8230,2175,2419,5231,1934,6639,5600,8437,4521,1965
845940,Boring machines for metals (excluding way-type unit head machines and boring-milling machines),4127,600,465,458,3441,0,0,0,0,0,,28966,18760,15648,9649,15824,0,0,0,0,0,,73357,88426,44015,32573,32403,0,0,0,0,0
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,19830,4963,5393,6747,8208,,0,0,0,0,0,7332,4673,4825,863,1670
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...",0,0,0,0,0,0,2311,2583,74,0,,0,0,0,0,0,3748,4077,8364,7523,13039,,0,0,0,0,0,37153,61033,38964,18702,17322
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",681,480,3677,21,59,63,47,116,28,0,,60571,63670,64823,56155,70465,59066,43682,50682,35817,38922,,4219,3126,8307,779,1469,3234,3543,679,167,961
846120,"Shaping or slotting machines, for working metals, metal carbides or cermets",0,0,0,0,7,0,0,0,0,0,,11324,6122,8256,6806,4722,6628,4652,4383,3552,6546,,201,6317,195,34,3430,67,8619,2508,481,1550
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",120,109,849,211,1174,1,38,0,14,0,,48456,62074,42736,37627,32958,34641,18706,16051,10672,17367,,13398,18317,15202,15001,16672,5147,1386,4326,3375,4383
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,0,0,0,1,0,0,0,0,0,,12111,38141,10929,11783,51563,4977,8681,8576,2221,10471,,26852,21189,9112,4980,3881,6389,15936,16553,12179,16349
842840,Escalators and moving walkways,0,0,0,0,0,0,802,0,0,0,,25045,19383,14433,17855,9727,8334,6496,9274,7521,9462,,1217,3047,5564,933,96,1950,940,146,658,133
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,0,0,0,0,506,86,0,0,0,,108888,66326,186622,170896,86652,835,1486,1745,2748,13273,,56306,67903,108953,71798,14370,35144,53411,67545,56660,0
840731,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,3,0,0,,1742,1043,1490,816,1042,466,1923,710,542,1662,,1,158,39,28,55,36,63,50,11,34
841210,Reaction engines other than turbojets,2,0,84,978,0,17,561,330,0,0,,40241,44059,54306,45790,43993,58689,51696,42132,39736,41146,,93,60,355,1649,128,27,637,332,34,6
290242,M-Xylene,13,0,0,23,6361,11,7,7,5,0,,117170,81172,62233,35045,42795,16280,60281,15207,45720,34823,,18410,27577,30638,21063,18174,8535,34993,19254,18663,50209
283711,Sodium cyanide,956,0,0,0,0,0,0,0,0,0,,232798,302938,304935,276919,240094,259925,273548,237666,227792,234533,,13432,1081,790,247,854,274,412,661,345,259
290374,Chlorodifluoroethanes,0,0,0,0,0,0,0,0,0,0,,1404,188,102,378,392,284,58,171,3,23,,0,0,0,0,0,0,0,0,0,0
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",129,145,703,1393,1089,0,0,0,0,0,,94114,120704,84453,57355,46434,0,0,0,0,0,,2075,3456,3045,2968,3250,0,0,0,0,0
293491,"Aminorex """"INN"""", brotizolam """"INN"""", clotiazepam """"INN"""", cloxazolam """"INN"""", dextromoramide ...""",0,2,0,0,3,2,0,0,0,0,,2148,2615,2395,2940,3250,3309,4317,1746,5584,1410,,0,2,0,0,3,5,3,4,5,2
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",735,420,524,642,27,212,337,252,245,0,,82523,62483,51320,12038,15666,30963,39498,68397,67092,56681,,921,448,532,671,154,223,409,964,628,167
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",3,2,0,0,23,2,0,0,0,0,,1152967,936911,1011101,1087735,945951,816621,948715,1100961,849024,1111823,,41,89,23,22,2916,10119,1119,5140,2930,19
300692,Waste pharmaceuticals,0,0,0,0,0,0,0,0,0,0,,2605,6147,2419,3133,3059,4915,3685,5788,4348,4533,,0,0,0,0,0,0,0,0,0,0
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",44,22,23,93,41,55,47,3,1,0,,358859,270580,257530,202032,167584,126320,142952,123095,102043,123063,,157,307,439,378,388,355,456,226,250,230
300440,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",5767,5916,8464,2155,7704,0,0,0,0,0,,615480,684147,650375,770786,482144,0,0,0,0,0,,205812,144922,191873,185156,223409,0,0,0,0,0
300210,"Antisera and other blood fractions and immunological products, whether or not modified or obtained ...",592357,741884,876230,1466836,1409777,0,0,0,0,0,,6526930,8511810,11089182,13230419,15859552,0,0,0,0,0,,1932790,2765587,3441089,4499775,4892358,0,0,0,0,0
292412,"Fluoroacetamide """"ISO"""", monocrotophos """"ISO"""" and phosphamidon """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,52,55,21,8,11,3,92,46,31,269,,0,0,0,0,0,0,0,0,0,0
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",0,0,0,0,0,0,0,0,0,0,,171,34,141,1607,1749,649,298,989,341,351,,0,0,0,0,0,0,0,2,16,0
293341,"Levorphanol """"INN"""" and its salts""""",0,0,0,1,0,1,3,7,0,0,,163,29,101,90,22,58,154,109,87,3,,0,0,0,1,0,1,3,7,0,0
293355,"Loprazolam """"INN"""", mecloqualone """"INN"""", methaqualone """"INN"""" and zipeprol """"INN"""", and salts ...""",0,0,1,0,4,0,8,12,1,0,,0,0,8,17,0,13,0,0,3,0,,0,0,1,0,4,0,8,12,1,0
293070,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,91,95,810,127,320,,0,0,0,0,0,0,1,0,0,0
293135,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,88,89,0,,0,0,0,0,0,0,0,0,0,56
382475,Mixtures containing carbon tetrachloride,0,0,0,0,0,2,6,0,0,0,,183,298,160,131,5,105,81,84,277,42,,4,0,2,0,0,2,6,0,0,0
382476,"Mixtures containing 1,1,1-trichloroethane """"methyl chloroform""""""""",0,0,0,0,0,5,0,3,0,0,,92,41,37,14,30,39,46,169,43,32,,8,22,38,40,45,108,91,27,9,0
382569,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",0,0,0,0,0,0,0,0,0,0,,500,650,265,216,225,485,170,108,99,197,,0,0,0,0,0,0,0,0,0,0
370253,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",146,0,0,0,0,0,13,0,0,0,,2291,1932,1121,751,513,279,153,418,127,217,,255,65,44,55,70,27,70,100,129,94
380861,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,42091,3759,3338,2074,857,,0,0,0,0,0,0,0,0,2,1
441232,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",57,810,5,23,496,0,0,0,0,0,,117729,93700,90196,87537,90759,70200,54843,0,0,0,,47598,52083,63584,57374,68410,0,0,0,0,0
441850,"Shingles and shakes, of wood",287,0,0,0,0,0,0,0,0,0,,18523,16240,14389,21185,25909,21318,15689,15038,18059,32977,,307,254,22,0,10,13,261,6,6,78
441872,"Flooring panels, multilayer, assembled, of wood (excluding for mosaic floors)",36,70,13,320,838,0,0,0,0,0,,6477,5832,6397,6150,3344,0,0,0,0,0,,10647,13606,16838,28761,48667,0,0,0,0,0
441900,"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ...",500,567,774,931,1645,0,0,0,0,0,,17826,22665,25982,29261,29807,0,0,0,0,0,,11712,9206,13089,19080,20646,0,0,0,0,0
460129,"Mats, matting and screens, of vegetable plaiting materials, flat-woven or bound together in ...",2,0,0,0,12,0,8,26,0,0,,4191,2651,2680,2788,2003,2197,1891,1623,3049,2308,,409,303,314,302,432,869,1372,1426,1165,794
440320,"Coniferous wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",601848,1070350,1109290,578863,691807,0,0,0,0,0,,1321726,1774518,1727682,1274273,1266936,1419656,1121082,0,0,0,,3745302,5070178,5415480,3598593,4052764,18541,0,0,0,0
440341,"Dark red meranti, light red meranti and meranti bakau wood in the rough, whether or not stripped ...",0,0,0,0,0,0,0,0,0,0,,34,7,35,0,73,17,324,193,440,159,,14589,14618,15818,13469,4809,3264,2764,1585,145,26
410621,"Hides and skins of goats or kids, in the wet state """"incl. wet-blue"""", tanned, without wool ...""",0,0,0,0,0,0,0,0,0,0,,325,456,777,493,208,26,14,162,0,109,,23791,29483,35289,20974,17285,26183,25464,7845,3349,3943
401162,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",18,179,309,12,97,0,0,0,0,0,,22666,14112,11844,9899,7981,0,0,0,0,0,,4676,4974,5776,3900,1876,0,0,0,0,0
400121,Smoked sheets of natural rubber,0,0,0,0,0,0,0,0,0,0,,3873,2982,3149,6798,4960,4610,2948,3622,3786,9175,,714402,932516,686954,417101,324793,684875,397517,265923,258531,326195
180200,"Cocoa shells, husks, skins and other cocoa waste",0,0,0,0,0,0,0,0,0,0,,196,63,127,209,299,247,340,279,590,358,,2804,1787,392,514,616,499,428,336,553,901
180320,"Cocoa paste, wholly or partly defatted",0,0,0,1,1,0,23,0,79,0,,28424,16419,18156,5961,6658,10247,8523,6611,3971,4743,,7138,4023,3437,2870,1570,2678,7393,1881,2404,2362
160530,"Lobster, prepared or preserved (excluding smoked)",9,0,0,0,1,0,0,0,0,0,,19019,45809,60857,66691,46548,11520,11298,10125,7296,10330,,279,58,408,228,21,91,105,606,327,421
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,3200,2402,2973,2529,3190,3756,2924,2317,1579,1424,,126574,114080,171563,81859,16949,77505,120326,116700,57102,77261
160555,"Octopus, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,583,581,493,529,198,563,313,355,348,1382,,71,29,32,19,59,136,2193,1512,1036,358
121150,"Ephedra plants and parts thereof, incl. seeds and fruits, fresh, chilled, frozen or dried, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1256,84,120,113,97,,0,0,0,0,0,0,0,0,0,0
121293,"Sugar cane, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,140,155,173,179,399,152,112,156,119,129,,49752,59563,71691,68926,50312,59820,75086,82950,97062,94912
121410,Alfalfa meal and pellets,1921,1932,965,1391,126,38,193,0,0,0,,61753,60116,66802,60485,74466,66706,44793,43466,56863,46582,,1930,1932,1712,7083,7950,9448,7624,7974,8029,12583
140120,Rattans,0,0,0,0,2,0,0,0,0,0,,11,98,56,47,129,135,533,134,186,248,,18555,25660,26565,32034,14263,18513,15697,15883,14802,12410
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",1,4,1,1,1,0,0,0,0,0,,1184,822,687,1829,585,518,370,300,628,466,,13,26,13,5,13,27,12,11,1,10
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains",0,0,0,0,0,4,0,0,0,0,,30734,18101,12238,7864,5885,8430,6220,6649,9401,9828,,1,4,5,59,23,6,7,32,0,12
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ...",0,249,410,1,2,0,0,0,0,0,,40471,33775,26870,23462,26332,24223,35544,44078,31007,36364,,3135,5110,29412,21063,10399,16561,40550,33894,70797,97442
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",0,0,0,0,0,0,0,0,0,0,,93007,85743,84825,84119,44213,65840,68018,48825,56657,54157,,308,485,3872,15703,18088,20595,12152,15534,16094,12172
270791,Creosote oils (excluding chemically defined),0,0,0,0,0,6,3,6,25,0,,379,1629,1915,2520,972,655,390,48,9,590,,20,23,9,7,10,6,3,97,47,1196
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",3,1,0,0,0,0,0,0,1,0,,204,2881,393,116,321,441,201,639,234,244,,8797,6266,3572,3968,3831,897,23,0,3,1
260600,Aluminium ores and concentrates,0,0,0,0,0,0,0,0,5,0,,8652,4134,4205,4684,9003,8715,6583,7566,5461,6369,,1886450,3767955,2052032,2954228,2526498,3484109,4434989,5139208,5052142,4643783
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,26,12,63,0,13,565,444,428,0,0,,11181,9022,10283,11067,11303,8555,7467,7355,7557,7773,,23547,29795,30483,21817,13934,20317,55103,62600,45084,57214
281410,Anhydrous ammonia,41,176,174,137,147,6759,9675,197,157,0,,22032,58298,34567,53542,52371,142688,83231,96818,100441,136910,,225333,191363,125577,198534,159989,222351,337857,313551,323007,380376
281530,Peroxides of sodium or potassium,0,1,1,1,0,2,3,1,1,0,,4287,3341,1604,1231,1610,1031,1392,1020,1300,1313,,23,9,32,49,61,39,62,53,101,359
80711,Fresh watermelons,0,0,0,0,0,0,0,0,0,0,,126192,129316,124311,125522,123365,122179,122987,115336,126522,153685,,59535,53636,40722,38072,32799,31864,43715,43261,16347,9592
81020,"Fresh raspberries, blackberries, mulberries and loganberries",0,0,0,0,0,0,0,0,0,0,,272004,290402,307556,293817,277394,315780,337182,354054,346237,393911,,0,0,20,588,593,322,0,0,0,0
81060,Fresh durians,0,0,0,0,0,0,0,0,0,0,,0,11,0,45,93,255,216,133,191,92,,399753,543165,592625,567948,693523,552127,1095122,1603799,2302314,4128541
90921,"Coriander seeds, neither crushed nor ground",18,16,17,11,1,0,0,0,0,0,,2203,2669,2947,2516,1690,2068,1602,1942,2027,2690,,73,19,22,52,3,167,13,248,1245,2101
90922,"Coriander seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,662,784,672,682,611,770,543,627,693,695,,16,128,67,22,39,41,27,32,37,25
91020,Saffron,0,0,0,0,0,0,0,0,0,0,,508,578,437,379,381,463,521,576,856,861,,529,546,836,653,3526,14516,3680,2468,11153,23934
100310,Barley seed for sowing,0,0,2,0,4,2,0,0,0,0,,415,911,249,1063,1144,967,514,379,398,356,,0,0,3,0,4,2,0,0,0,0
100810,Buckwheat,0,0,13,0,0,0,0,0,0,0,,14659,15593,9665,15762,19948,16119,14222,13733,10555,10835,,0,389,3232,1921,138,34,6942,9856,1173,15132
110313,"Groats and meal of maize """"corn""""""""",0,0,1,0,0,0,0,0,0,0,,75430,73511,66677,54935,69012,56326,49833,62472,61279,72677,,0,0,1,0,0,1,0,0,0,0
110419,Rolled or flaked grains of cereals (excluding oats),3,0,0,0,8,2,29,18,1,0,,7440,6828,6833,7261,12252,12683,15500,16061,16306,15424,,9,51,19,52,56,15,61,59,12,103
110423,"Hulled, pearled, sliced, kibbled or otherwise worked maize grains (excluding rolled, flaked, ...",1,0,0,0,0,0,0,0,0,0,,73970,61412,48987,43142,40660,42854,43089,46581,54229,62759,,5,1,0,0,0,0,0,0,0,0
71231,"Dried mushrooms of the genus """"Agaricus"""", whole, cut, sliced, broken or in powder, but not ...""",18,0,48,47,23,112,81,0,0,0,,1333,1359,885,836,1310,2073,1177,805,1203,1390,,189,461,113,53,261,1483,185,37,11,0
60230,"Rhododendrons and azaleas, grafted or not",0,4,0,0,0,129,109,30,0,0,,4874,5327,4234,3953,3539,3781,3105,3085,3016,3547,,183,129,228,1542,3531,4363,2421,4432,5654,7063
