Product code,Product label,Russian Federation's imports from Singapore-Value in 2012,Russian Federation's imports from Singapore-Value in 2013,Russian Federation's imports from Singapore-Value in 2014,Russian Federation's imports from Singapore-Value in 2015,Russian Federation's imports from Singapore-Value in 2016,Russian Federation's imports from Singapore-Value in 2017,Russian Federation's imports from Singapore-Value in 2018,Russian Federation's imports from Singapore-Value in 2019,Russian Federation's imports from Singapore-Value in 2020,Russian Federation's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",0,0,0,0,0,0,0,0,0,0,,33448,49629,36330,39079,18733,18093,14720,15929,7794,14238,,97327,97140,95764,38274,35095,35359,33949,66343,97537,68430
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,0,0,0,0,0,0,0,,1881,2097,8290,1688,1888,1497,1417,924,952,1527,,2664,2523,2497,1871,2186,3137,3976,3550,4281,6219
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1227,583,1409,547,622,400,544,407,463,303,,1963,2187,4108,2598,2531,3091,2542,2944,2675,3550
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",0,0,1,0,0,0,0,0,0,0,,19572,20012,16713,15614,12934,14307,21449,15675,14338,24545,,251046,233430,246004,158959,156272,188095,219529,211552,215047,272651
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",0,0,0,0,0,0,0,0,0,0,,6578,7076,9470,8449,6558,5082,4123,3885,3174,3196,,1983,2254,1573,1058,948,1285,1900,1874,1987,3907
830910,Crown corks of base metal,0,0,0,0,0,0,0,0,0,0,,199,101,90,140,85,115,133,85,81,50,,18669,12691,8419,3553,6913,6575,5658,4918,3796,5435
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,0,0,0,0,0,0,0,0,0,,4279,3758,12667,8531,2230,5115,1985,2554,1466,772,,47388,52051,47745,22872,18838,18734,28532,27091,25464,19116
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",0,0,0,0,0,14,0,0,0,0,,19799,9428,25259,9801,8522,7451,20416,13538,3900,21726,,41503,66086,84479,58625,101732,114112,82567,56750,39023,33374
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",0,0,0,0,0,0,0,0,0,0,,650903,955469,742922,293225,229622,150958,1107820,2048694,351395,274349,,1078,3197,742,1062,1344,1293,2000,2344,2047,1734
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",0,0,0,0,0,0,0,0,0,0,,207864,236653,154348,148148,107121,130675,84250,104028,107330,87391,,89893,84824,64209,32773,48593,50036,72881,70151,48483,73525
841112,Turbojets of a thrust > 25 kN,0,0,0,0,0,0,0,0,0,0,,417573,455041,584700,1190293,1727651,984069,4899969,5434743,6560970,4645104,,241868,187254,127329,106096,37691,73690,111992,17238,67805,841521
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,0,0,0,0,0,0,0,0,,1918,912,895,1407,587,30,47,22,10,13,,170,467,4902,2311,3631,3819,3208,3496,1336,4999
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",321,120,0,0,0,0,732,0,0,0,,7979,6564,20513,5823,13988,2735,9424,7561,3556,5990,,124796,79488,72605,17443,24186,17288,19408,25232,20596,17685
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",0,0,0,0,0,0,0,0,0,0,,2159,309,80,190,213,137,123,39,339,0,,236,135,171,44,137,12,2,0,0,0
848049,"Moulds for metal or metal carbides (excluding moulds of graphite or other carbons, ceramic ...",0,0,0,0,0,0,0,0,0,0,,23356,16982,17488,11828,11667,13594,14205,15277,11316,14945,,4273,5037,5381,5085,3744,5095,3352,3452,3487,3976
842930,Self-propelled scrapers,0,0,0,0,0,0,0,0,0,0,,22,18,319,2572,95,79,41,1787,17,188,,427,906,217,28,0,0,90,0,0,1100
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",0,0,0,0,0,0,0,0,0,0,,20677,23074,25500,19091,16032,13459,12445,13825,11063,10010,,32476,43502,55454,25111,21162,22635,20364,33151,38895,42837
843142,"Bulldozer or angledozer blades, n.e.s.",0,20,0,0,0,0,0,0,0,0,,17310,13188,22358,11620,8561,5290,5119,4079,3077,4943,,3021,3757,2166,1002,1948,2141,2505,2377,1845,2937
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,320,60,73,,0,0,0,0,76,71787,51410,31640,38587,60397
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",0,0,0,0,0,0,0,0,0,0,,1702,2555,1837,4494,5319,7046,3256,2811,2115,330,,11762,15072,14512,9975,17266,17801,17821,16212,17598,26460
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",0,0,0,0,0,0,0,0,0,0,,984,834,1106,1027,663,544,584,625,214,879,,2233,1877,2213,1161,719,3470,2843,1130,1133,1179
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",0,0,0,0,0,0,3,5,0,0,,10453,10465,6248,5517,10861,10594,14635,20584,11954,20943,,30169,13412,11581,11345,7201,10127,17602,20836,16129,22469
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",0,0,0,0,0,0,0,0,0,0,,25350,32906,19511,13612,16950,15795,10988,33025,9077,11337,,58370,72601,73251,30503,33274,30473,36725,20200,42934,59244
844317,Gravure printing machinery,0,0,0,0,0,0,0,0,0,0,,278,458,130,390,319,105,4787,784,26,0,,16466,11512,21975,585,15682,6199,9711,8553,10964,7897
844512,Combing machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,0,0,89,0,0,280,0,0,0,0,,1105,0,2766,131,33,0,3,1,0,0
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,0,0,0,0,0,0,,1,121,2,7,6,0,17,17,292,53,,14950,14013,14519,4569,12368,16230,18600,13110,11700,18570
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",0,0,0,0,0,0,0,0,0,0,,2075,5382,941,327,321,910,586,4654,252,319,,649,889,414,474,547,415,393,344,589,424
845020,"Laundry-type washing machines, of a dry linen capacity > 10 kg",0,0,0,0,0,0,0,0,0,0,,7291,8709,7917,7133,5590,6271,6186,4861,4824,4706,,21703,26117,19619,9824,11764,14895,14603,14658,18565,25376
845090,"Parts of household or laundry-type washing machines, n.e.s.",0,0,0,0,0,0,0,56,0,0,,3855,3021,2765,13955,4334,3334,2345,1257,2624,5847,,67439,64446,67118,48032,52761,57699,59566,58533,68737,76422
845110,Dry-cleaning machines for made-up textile articles,0,0,0,0,0,0,0,0,0,0,,489,335,455,212,299,1089,125,161,199,269,,4363,6107,3860,2007,1336,1985,2169,2334,1283,1156
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",0,0,0,2,0,0,0,0,0,0,,6093,6719,6383,6586,6497,7575,6878,4761,1801,2200,,12116,17412,14438,5533,6125,10728,7258,7513,6893,7589
845180,"Machinery for dressing, finishing, coating or impregnating textile yarns, fabrics or other ...",0,0,0,0,0,0,0,0,0,0,,1896,4875,3371,3129,2579,1821,4490,4508,1112,1485,,10533,24283,20608,12433,8826,10310,36916,14541,13879,11393
845221,"Automatic sewing machines, industrial type",0,0,0,0,0,0,0,0,0,0,,61064,81974,75038,82551,96645,74865,62067,18360,9128,5518,,14884,23854,61308,27979,15309,14260,12706,13623,17028,15869
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",0,0,0,0,0,0,0,0,0,0,,571,415,556,208,152,899,57,180,108,191,,1488,2547,1930,616,1399,2962,3610,2791,2721,2539
845730,Multi-station transfer machines for working metal,120,0,0,0,0,0,0,0,0,0,,4185,5012,1462,1580,1319,472,898,1446,3115,6330,,9749,11767,7472,6488,3078,7942,8739,5785,3762,6632
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",115,0,0,0,0,0,0,0,0,0,,587,1691,1404,1246,385,883,1476,316,3013,530,,18810,18571,12244,15311,5703,10703,9926,10707,6309,16819
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,1126,1012,0,0,0,,0,0,0,0,0,0,1209,924,899,811,,0,0,0,0,304,12907,21785,17643,23618,14834
846150,"Sawing or cutting-off machines, for working metals, metal carbides or cermets (excluding machines ...",21,24,0,0,0,0,0,0,0,0,,25780,8364,7197,6194,5388,9712,5319,3995,3852,3406,,56954,56548,47525,17254,26185,34597,35113,39590,41225,45016
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",0,0,0,0,0,0,0,0,0,0,,884,706,312,86,123,168,650,761,1574,330,,38399,36027,27210,12645,4307,8378,21494,19868,21201,20110
846592,"Planing, milling or moulding -by cutting- machines, for working wood, cork, bone, hard rubber, ...",0,0,0,0,0,0,0,0,0,0,,5619,7392,6697,8070,10615,10173,8817,10891,4850,6720,,81131,71654,53422,25378,35778,42681,47725,42347,43706,52318
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",0,10,0,0,0,0,0,0,0,0,,17963,3990,4964,4546,2599,4076,3656,2366,2085,2509,,56095,55537,50720,32919,29401,40966,42336,36885,36547,41662
846792,"Parts of pneumatic tools for working in the hand, n.e.s.",0,0,0,0,0,0,0,0,0,0,,52658,48475,53807,58974,57220,58957,53503,39385,41706,52600,,1623,3874,2498,1276,1168,1876,2048,2455,2238,2541
30772,"Frozen, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, Cardiidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1028,113,88,95,,0,0,0,0,0,0,2,0,0,0
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""",0,0,0,0,0,0,0,0,0,0,,90,244,249,365,541,466,13,7,4,1,,0,0,2,0,0,0,0,0,0,0
30781,"Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,8,10,33,157,55,76,57,118,17,12,,0,5,2,0,1,0,0,0,0,0
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",0,0,0,0,0,0,0,0,0,0,,30,46,74,48,67,385,44,32,21,2,,0,0,8,1,49,0,3,0,0,0
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",0,0,0,0,0,0,0,0,0,0,,1793,2796,4684,4642,4047,2616,3841,6379,7420,9497,,39268,72191,80931,64528,68570,117085,126898,139862,149903,118968
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",0,0,0,0,0,0,0,0,0,0,,1110,1452,1868,995,162,63,119,258,302,277,,31139,50229,57920,2678,3945,8977,15692,21271,37535,29464
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,7,2,0,0,0,0,0,6,0,0,,2355,5294,6547,4427,2713,1434,7864,7530,3421,3197
40900,Natural honey,0,0,0,0,0,0,0,0,0,0,,3232,3281,2561,5288,5263,4482,7691,3560,2880,5431,,8379,4168,2422,708,707,720,630,769,838,881
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",0,0,0,0,0,0,0,0,0,0,,100901,92849,66614,73088,71406,77579,86080,57245,41182,55599,,168,414,512,883,568,118,52,527,104,128
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",0,0,0,0,0,0,0,0,0,0,,3399,4193,4822,2218,1073,1496,1912,2724,1813,2759,,1566,1453,1110,565,640,902,990,829,1453,1918
50610,Ossein and bones treated with acid,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,17,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
60210,Unrooted cuttings and slips,0,0,0,0,0,0,0,0,0,0,,3,1,35,53,6,33,1,3,14,4,,724,702,505,378,393,774,559,638,1118,2643
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",0,0,0,0,0,0,0,0,0,0,,2864,1608,1077,1144,1013,606,607,883,694,620,,121315,134050,114763,78435,75690,76309,78380,70769,69249,96472
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,0,0,0,0,0,0,2,0,,1154,2537,2223,1657,1507,1543,1691,1685,617,508,,4220,2336,1203,777,739,941,1200,991,1051,1230
70410,Fresh or chilled cauliflowers and broccoli,0,0,0,0,0,0,0,0,0,0,,935,942,910,1719,2250,1089,1580,1301,1639,1787,,33285,38398,29217,9656,9589,15258,24187,26223,13120,15309
70521,Fresh or chilled witloof chicory,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,2,25,,210,216,137,40,33,50,86,51,139,564
70992,Fresh or chilled olives,0,0,0,0,0,0,0,0,0,0,,59,41,11,4,3,22,11,5,11,3,,1,1,0,0,0,0,0,0,0,0
70999,Fresh or chilled vegetables n.e.s.,0,0,0,0,0,0,0,0,0,0,,6941,6508,4753,965,1009,953,841,989,829,823,,50111,53727,47613,26722,35801,41865,44175,50249,29257,29775
71029,"Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in ...",0,0,0,0,0,0,0,0,0,0,,126,153,43,130,31,3,19,9,14,28,,148,147,175,169,136,175,187,705,618,1465
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...",0,0,0,0,0,0,0,0,0,0,,10,7,9,7,5,37,5,3,16,3,,1773,2152,1902,1338,874,918,2071,2350,2559,3249
71120,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...",0,0,0,0,0,0,0,0,0,0,,52,14,22,24,14,4,9,3,1,1,,0,0,0,0,0,5,4,0,1,0
71190,"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ...",0,0,0,0,0,0,0,0,0,0,,245,100,87,133,122,189,92,33,164,6,,278,172,211,478,578,1067,498,429,797,1083
71233,"Dried jelly fungi """"Tremella spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,109,116,100,109,253,106,64,21,12,21,,17,56,89,15,13,17,26,49,31,43
80112,"Fresh coconuts in the inner shell """"endocarp""""""""",0,0,0,0,0,0,0,0,0,0,,2,6,9,4,4,3,0,0,0,0,,194,283,173,221,58,180,210,597,451,313
80211,Fresh or dried almonds in shell,0,0,0,0,0,0,0,0,0,0,,292,224,76,271,446,187,132,247,32,27,,5596,11210,3369,1768,295,1578,192,122,309,42
80221,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,2,3,15,4,3,5,13,6,12,9,,872,585,845,97,57,135,474,1003,4894,3657
80310,Fresh or dried plantains,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,2,1,1,1,0,,47,3,0,0,4,3,6,10,13,25
80520,"Fresh or dried mandarins incl. tangerines and satsumas, clementines, wilkings and similar citrus ...",0,0,0,0,0,0,0,0,0,0,,2978,4411,4952,3691,3414,2957,0,0,0,0,,747074,810654,728221,577287,599212,1067,0,0,0,0
80590,"Fresh or dried citrus fruit (excluding oranges, lemons """"Citrus limon, Citrus limonum"""", limes ...""",0,0,0,0,0,0,0,0,0,0,,5,55,15,10,61,20,9,47,37,13,,8051,8593,8119,4769,4380,4648,5191,4880,5657,6845
80930,"Fresh peaches, incl. nectarines",0,0,11,96,30,0,0,0,0,0,,161,233,260,488,390,209,296,325,371,535,,375404,318511,295678,118025,118199,212060,207834,214016,272568,282661
81090,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...""",0,0,0,0,0,0,0,0,0,0,,2235,3632,4410,4677,3722,3647,3108,3088,2630,2140,,127987,158640,119170,83033,63400,81690,115935,125187,142694,140143
81310,Dried apricots,0,0,0,0,0,0,0,0,0,0,,144,173,155,221,240,113,82,86,92,177,,37292,36522,18304,12766,12280,16381,19212,20300,18005,20800
81330,Dried apples,0,0,0,0,0,0,0,0,0,0,,3,6,1,3,31,1,2,0,0,5,,1304,1375,1408,1201,2043,2701,3871,4490,3713,4270
90112,Decaffeinated coffee (excluding roasted),0,0,0,0,0,0,0,0,0,0,,1369,1203,2255,910,978,665,386,395,264,926,,77,104,68,85,101,310,288,234,281,489
90122,"Roasted, decaffeinated coffee",0,0,0,0,0,0,0,0,0,0,,1235,1835,2210,2209,1912,1656,1395,1493,842,888,,3107,3292,3240,2369,2098,2321,2697,3172,2712,3219
90190,Coffee husks and skins; coffee substitutes containing coffee in any proportion,0,0,0,0,0,0,0,0,0,0,,621,745,448,609,593,975,484,883,368,204,,1,2,10,267,207,1294,579,417,330,102
90611,"Cinnamon """"Cinnamomum zeylanicum Blume"""" (excluding crushed and ground)""""",0,0,0,0,0,0,0,0,0,0,,944,1189,2758,1729,1439,891,757,721,889,1135,,113,91,130,195,261,356,504,500,533,651
90832,"Cardamoms, crushed or ground",0,0,0,0,0,0,0,0,0,0,,99,52,364,82,177,65,282,234,433,570,,33,56,31,30,29,56,137,158,315,288
100210,Rye seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,3,0,,186,298,211,54,220,139,607,873,1128,1371
110311,Groats and meal of wheat,0,0,0,0,0,0,0,0,0,0,,8,2,20,32,7,4,10,2,6,9,,456,1330,619,598,375,679,913,907,2458,7312
110422,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,0,0,,16,1,63,39,38,35,34,24,39,208,,13,777,47,507,2469,2150,1433,206,260,304
110510,"Flour, meal and powder of potatoes",0,0,0,0,0,0,0,0,0,0,,43,100,210,312,446,523,387,558,357,429,,814,1397,1931,309,37,26,0,10,0,10
110520,"Flakes, granules and pellets of potatoes",0,0,0,0,0,0,0,0,0,0,,125,76,136,11,217,153,370,1125,88,1058,,8278,7689,13346,6757,6749,9727,8933,9198,6909,15829
110620,"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ...",0,0,0,0,0,0,0,0,0,0,,1235,375,691,350,587,411,290,113,27,48,,1,4,8,22,32,42,125,36,265,861
110710,Malt (excluding roasted),0,0,0,0,0,0,0,0,0,0,,41,61,86,32,827,55,20,91,59,61,,80619,62176,68180,41347,43091,41345,39176,34268,35153,39941
110812,Maize starch,0,0,0,0,0,0,0,0,0,0,,195,137,116,134,155,105,591,327,1199,177,,11399,12160,11495,7032,6569,6543,4679,5574,5689,6212
110900,"Wheat gluten, whether or not dried",0,0,0,0,0,0,0,0,0,0,,387,194,180,200,53,107,127,299,104,658,,2247,4485,5027,6489,6236,4428,5529,3897,1986,5412
120190,"Soya beans, whether or not broken (excluding seed for sowing)",0,0,0,0,0,0,0,0,0,0,,464,520,975,1074,337,284,161,176,332,388,,439903,674454,1146314,939450,975898,963850,989584,788272,857858,1259028
120242,"Groundnuts, shelled, whether or not broken (excluding seed for sowing, roasted or otherwise ...",0,0,0,0,0,0,0,0,0,0,,6881,7596,7425,7481,4833,2763,895,14,648,1431,,157424,135928,136908,138838,145810,180732,167169,194060,187787,219192
120921,Alfalfa seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,1480,1524,902,188,597,1122,3918,6223,5533,6189
120925,"Ryegrass """"Lolium multiflorum lam., Lolium perenne L."""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1151,2007,1790,1083,891,1758,1894,1997,2505,1749
120999,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",0,0,0,0,0,0,0,0,0,0,,7337,3334,3292,1778,2079,1060,847,1169,445,350,,3154,5426,5280,3617,3437,3960,3855,6389,6316,6854
121291,"Sugar beet, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,242,2,0,7,22,17,29,12,16,13,,0,14,0,0,0,0,0,0,0,1
10290,Live bovine animals (excluding cattle and buffalo),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,3977,553,475,282,140,434,1371,678,755,1976
10631,Live birds of prey,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,38,0,0,0,0,0,,1,0,4,6,0,1,2,27,10,2
20210,Frozen bovine carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,78467,99781,67145,46015,52078,25799,24142,12325,1268,626
30259,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,84,17,3,0,0,0,0,0,0,25
30274,"Fresh or chilled eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,107,2,3,0,0,0,1,0,0,2
30282,"Fresh or chilled, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,1171,700,648,0,0,0,0,0,0,589,,87,86,72,18,5,5,7,6,5,11
30311,"Frozen sockeye salmon [red salmon] """"Oncorhynchus nerka""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,8,7,0,24,,0,0,15,8,0,137,0,0,0,0
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,905,60,31,31,5,4,20,257,94,117,,137,4509,6231,3232,3764,3363,2312,2754,2838,6971
30342,"Frozen yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,3301,3476,3740,3739,1518,1289,2218,3478,5128,1967,,57,16,2,2,35,0,0,83,33,71
30357,"Frozen swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,7903,6858,2541,3272,1825,941,1858,1232,1483,409,,8,8,3,0,0,0,0,6,0,0
30365,"Frozen coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,0,,1146,1157,0,0,0,0,0,0,0,0
30439,"Fresh or chilled fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ...""",0,0,0,0,0,0,0,0,0,0,,18,10,65,58,44,53,8,96,10,0,,316,80,0,0,0,0,46,13,1,3
30444,"Fresh or chilled fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, ...",0,0,0,0,0,0,0,0,0,0,,8,1,52,31,0,1,1,4,4,0,,30,10,83,0,0,0,0,0,0,0
30472,"Frozen fillets of haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,3,10,5,3,4,2,1,18,1,16,,0,0,0,0,0,0,0,0,0,0
30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,317,118,4,15,13,0,7,14,1,0,,1699,2359,4801,4134,2770,2210,1477,494,636,1472
