Product code,Product label,Australia's imports from Singapore-Value in 2012,Australia's imports from Singapore-Value in 2013,Australia's imports from Singapore-Value in 2014,Australia's imports from Singapore-Value in 2015,Australia's imports from Singapore-Value in 2016,Australia's imports from Singapore-Value in 2017,Australia's imports from Singapore-Value in 2018,Australia's imports from Singapore-Value in 2019,Australia's imports from Singapore-Value in 2020,Australia's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
780420,"Lead powders and flakes (excluding grains of lead, and spangles of heading 8308)",0,0,0,0,0,0,0,0,0,0,,49,2,0,67,202,0,6,81,237,4,,0,1,0,12,2,19,3,2,2,3
790400,"Zinc bars, rods, profiles and wire, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1746,758,260,185,60,1091,1501,997,389,648,,567,589,504,656,503,366,840,500,378,499
800110,"Unwrought tin, not alloyed",412,0,447,0,0,199,832,383,0,0,,582331,578885,695038,564801,540061,437986,334608,276394,281837,438611,,10417,11400,9415,7724,3862,5252,5786,5726,4077,7705
800300,"Tin bars, rods, profiles and wire, n.e.s.",0,35,0,4,12,9,414,0,0,0,,297340,119202,327990,10915,12009,13675,13224,14918,14992,21155,,603,131,214,305,417,1032,1631,974,1051,2288
810196,Tungsten wire,0,12,0,0,0,0,0,0,0,0,,204,253,315,803,785,843,1323,997,707,621,,330,113,70,78,117,146,69,131,102,127
810419,"Unwrought magnesium, containing < 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,7,36,3,1,2,1,22,13,71,22,,238,15,35,37,23,4,94,88,81,562
810490,"Articles of magnesium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,2166,4563,2423,2739,2687,1727,3942,2226,1269,713,,752,1003,813,672,913,468,1067,1331,1785,1420
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),0,0,0,0,0,0,0,0,0,0,,12,141,0,0,0,0,1666,2303,1436,1464,,0,0,1,0,0,0,0,0,0,0
810720,Unwrought cadmium; cadmium powders,0,0,0,0,0,0,0,0,0,0,,819,0,39,3,0,0,0,0,6,5,,0,1,0,0,1,2,2,9,1,0
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,0,0,0,0,0,0,0,0,0,,4994,1552,3317,1171,1826,385,225,90,52,2,,15,998,6,22,1265,906,0,3643,589,4250
842840,Escalators and moving walkways,0,0,0,0,0,0,0,0,0,0,,132,59,195,733,208,45,171,637,71,51,,11426,13291,14365,18163,15457,13801,16068,13366,12769,19236
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",0,0,18,0,0,0,11,0,0,0,,1584,775,579,266,313,2384,2870,447,540,653,,4801,5655,6202,4886,4933,6091,6176,5370,6023,7206
841960,Machinery for liquefying air or other gases,16,97,22,12,184,93,140,19,23,0,,3334,11850,7420,8369,7701,6968,2089,3660,5611,7672,,6290,245599,171878,130828,98682,6118,2617,1059,3585,1001
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,0,1035,348,0,0,0,0,351,0,0,,36460,41176,56834,44847,33763,31159,18051,11873,13664,19674,,330851,254925,115153,135311,110925,171018,218901,255399,195554,254440
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",0,4,24,59,0,0,0,282,0,0,,100,1490,149,1139,1238,787,512,369,1174,430,,5775,4342,2792,3416,3296,2399,3903,2843,1603,3669
841720,"Bakery ovens, incl. biscuit ovens, non-electric",8,0,0,0,0,2,0,2,0,0,,521,207,515,419,781,281,459,164,44,162,,3563,2609,5235,3772,5171,3355,8594,6958,6596,8220
841210,Reaction engines other than turbojets,0,0,0,0,0,0,0,0,0,0,,883,3281,2518,1030,1467,1260,3067,4891,3861,2537,,2911,11619,7454,3441,1665,4345,3627,181,5507,1038
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",47,0,0,0,6,0,0,0,0,0,,567,109,149,135,67,277,121,197,5692,129,,9782,9740,11477,11363,11409,10310,13387,17194,12988,13459
840420,Condensers for steam or other vapour power units,0,18,0,0,0,0,0,0,0,0,,8030,4652,5493,4777,1380,738,323,2914,1055,793,,2903,3197,849,13140,2912,46,85,1562,1069,143
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,202,0,0,1,0,0,0,0,5,0,,18787,33297,4439,5735,5905,9795,7765,11258,7730,14365,,12174,21874,5448,5099,2426,6448,8600,2493,6966,8261
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",3032,0,0,0,0,0,0,0,0,0,,3698,37203,14661,5764,2626,566,1155,3237,34,3,,10418,18273,7068,0,6049,16155,2443,22587,11623,38341
840731,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,5,0,0,0,0,0,,363,216,422,526,81,145,13,3,56,409,,278,313,106,96,98,93,23,72,82,83
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1984,48,172,9,,0,0,0,0,0,1069,3371,681,0,108
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,4,0,0,0,1,15,0,0,0,0,,164,95,68,773,213,222,309,192,158,95,,3215,4443,6821,1993,1850,3411,3938,3159,2622,3222
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",0,0,1,1,0,21,0,0,26,0,,6146,5609,3238,12625,9282,13422,18853,11816,7764,14506,,3492,7857,5198,4171,4094,4749,6463,3778,13350,13708
900640,Instant print cameras (excluding special cameras of subheading 9006.10 or 9006.30),0,0,0,0,0,0,0,0,0,0,,476,2473,696,679,281,788,908,1325,748,723,,2884,5370,9810,11196,4498,3346,3182,3473,8363,12310
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.",10,13,0,0,0,0,0,0,0,0,,31183,37318,31831,28103,20291,17266,15668,16906,16818,16182,,541,502,355,275,405,191,163,388,248,181
940530,Electric lighting sets of a kind used for Christmas trees,0,0,0,0,0,2,0,0,0,0,,131,324,384,111,963,541,77,498,265,296,,6204,8686,6264,7190,3711,9462,8270,6123,5695,9454
930520,"Parts and accessories of shotguns or rifles of heading 9303, n.e.s.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4961,5168,6638,6755,10451,8034,8939,7486,7076,9845
940151,Seats of bamboo or rattan,0,0,0,0,0,0,0,0,0,0,,677,464,132,9,35,52,0,0,0,0,,3838,3920,3314,3464,3344,0,0,0,0,0
903120,"Test benches for motors, generators, pumps, etc.",31,0,80,94,34,7,45,15,0,0,,4145,6674,7958,8578,8940,7099,10647,10238,8962,9182,,5556,5098,5708,7188,4552,6044,4709,6330,10129,7463
911011,"Complete watch movements, unassembled or partly assembled movement sets",0,0,1,0,0,0,0,0,0,0,,7507,10404,13011,11071,10531,10594,11429,12278,20287,31032,,72,142,374,258,202,173,265,160,117,135
960860,"Refills for ball-point pens, comprising the ball-point and ink-reservoir",0,0,0,1,0,10,0,0,1,0,,1743,1179,1305,2623,3403,2996,2656,2245,1793,1358,,621,494,466,531,435,908,753,1099,649,889
961310,"Pocket lighters, gas fuelled, non-refillable",0,0,0,0,0,0,0,0,0,0,,155,79,47,79,228,262,2,1,290,574,,18450,21475,18609,16016,17230,17309,18958,16443,17894,16059
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,92,89,161,120,47,41,67,9,32,10,,3077,3559,407,649,528,541,1026,623,704,922
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,154,0
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,60691,240621,302971,264868,399880,329245,782682,536119,109422,62412,,47908,54481,57064,78393,70360,91252,104241,86029,64295,73542
470620,"Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard""""",0,0,0,0,0,0,0,0,0,0,,94,77,893,17,19,39,85,21,3,759,,4701,10290,13234,3021,920,1290,1656,1498,1272,1600
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",0,0,0,0,0,0,0,0,0,0,,66016,63476,63805,47136,49826,55262,60373,30007,45184,87226,,0,0,0,4,3,22,191,145,25,3
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",9,0,0,1,1,0,0,0,0,0,,953,1086,4652,5429,2539,1150,637,501,326,134,,241,748,439,556,679,454,583,302,441,480
480240,"Wallpaper base, uncoated",0,0,0,0,0,0,0,0,0,0,,154,82,72,85,25,101,2,15,10,14,,29,38,20,29,43,73,158,74,79,74
480254,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,2402,2393,1957,2161,2088,2228,2145,1248,1499,2081,,692,565,540,279,207,361,222,403,693,796
480419,"Kraftliner, uncoated, in rolls of a width > 36 cm (excluding unbleached and goods of heading ...",0,0,0,0,0,0,0,0,0,0,,456,261,703,560,325,161,157,133,224,385,,3549,6941,14860,11589,6012,5627,8360,11505,7613,5719
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,4,13,0,,1492,977,337,105,281,348,532,856,1555,1803,,975,368,609,787,788,668,885,720,1010,1138
480700,"Composite paper and paperboard made by sticking flat layers of paper or paperboard together ...""",0,0,0,1,0,0,0,0,0,0,,3735,3229,3615,2799,3019,2265,2648,1487,1756,2058,,5457,6622,7262,4499,6647,5780,5689,5134,3888,4141
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",0,0,0,8,0,0,0,0,2,0,,392,457,472,460,384,516,165,176,107,246,,2353,1440,1133,1194,1148,1434,532,403,2048,581
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",2,0,0,0,0,0,0,0,0,0,,3517,2613,2647,1888,1310,1555,1065,609,331,243,,1994,1441,1052,1103,628,1809,1590,1051,471,552
481092,"Multi-ply paper and paperboard, coated on one or both sides with kaolin or other inorganic ...",0,0,0,0,0,0,0,0,0,0,,1404,608,1049,2015,9754,10867,5118,6517,10474,4462,,54128,53696,68954,54703,67265,73598,83463,73532,81798,111170
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or ...",0,0,0,0,0,3,0,0,0,0,,2094,1704,1873,1815,1507,1524,1536,884,1162,1127,,5143,5381,6533,6842,5755,6506,7062,6137,6105,8182
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets ...",78,14,74,55,7,1,0,0,0,0,,10850,8582,7053,9898,11813,7266,7937,8890,4548,4766,,739,635,653,696,974,1016,1218,1453,817,1016
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",0,0,0,0,0,0,0,0,0,0,,184,288,169,80,85,156,381,482,170,74,,1184,1010,1741,2380,1186,1814,1508,1382,1955,2876
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",2,0,0,0,0,2,1,2,0,0,,2381,1857,1492,1821,1434,229,286,204,117,170,,24998,23564,27185,29406,27810,35985,44635,39423,33300,30453
441912,Chopsticks of bamboo,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,23,31,23,23,,0,0,0,0,0,2270,1963,2158,1505,1901
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",0,0,0,0,0,0,0,0,0,0,,19,84,2,101,75,29,269,10,12,1166,,166,79,144,45,131,74,107,93,45,31
540263,"Multiple """"folded"""" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,7,0,0,,0,0,0,0,0,8,8,20,63,46
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,0,0,0,0,0,0,0,0,0,0,,44,26,23,13,18,6,12,4,5,0,,45,310,636,16,25,6,4,0,6,3
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",0,13,0,0,0,0,0,0,0,0,,6395,1634,2903,4234,3826,6925,2977,2620,2016,1330,,10821,8061,8657,5824,7721,5291,4891,3310,3104,7161
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",0,0,0,0,0,0,0,0,0,0,,512,471,210,219,414,431,470,805,582,167,,701,984,771,592,589,537,598,580,487,528
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,0,0,0,0,0,0,0,0,,30,138,182,39,345,29,12,11,70,0,,124,321,42,510,122,47,36,75,266,189
540754,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,1455,3166,2092,1328,2731,1500,3894,622,1774,565,,2133,1700,1689,2108,1674,1670,1544,1399,748,643
540821,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,130,84,16,0,1,2,0,0,0,0,,41,53,140,195,92,46,68,31,43,35
540832,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,1,6,0,0,0,0,4,0,0,,78,42,352,184,18,54,55,61,5,15,,1939,2174,2234,2604,2395,2125,1925,1716,1339,2051
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",0,356,0,0,0,0,0,0,0,0,,7336,10519,11185,12722,22079,10854,7541,4344,1304,398,,42247,42290,37906,33565,28504,28659,34519,34281,30854,38585
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,160,292,588,53,13,34,17,28,9,1,,4194,7028,7449,6870,6124,5225,5336,4805,5242,6373
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,41,0,0,4,,0,0,0,0,0,0,19,0,0,0
550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,0,0,18,8,230,0,0,0,0,0,,48,24,765,46,36,15,55,19,13,38
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,2098,274,21,92,170,61,1289,47,33,38,,38,22,72,69,17,0,14,29,65,0
551110,"Yarn containing >= 85% synthetic staple fibres by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,94,75,52,28,29,264,9,0,2,109,,2598,2866,2603,3288,3110,2850,8089,6328,9375,7138
551130,"Yarn of artificial staple fibres, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,5,26,79,17,32,4,52,0,1,1,,1685,263,154,105,40,165,507,120,282,188
551299,"Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different ...",0,12,0,0,0,0,0,0,0,0,,839,319,1241,198,865,522,1907,1571,916,1700,,1801,1473,1016,1240,1337,1816,1793,1562,2306,4365
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",7,3,1,0,0,0,0,0,0,0,,1928,1645,1526,1080,1222,1540,4150,847,545,6826,,2012,2008,1648,1304,1197,1556,1216,1236,2238,1497
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,108,76,182,579,215,62,179,184,5,15,,134,134,41,138,387,774,107,95,24,26
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,154,56,37,256,158,86,12,130,16,29,,2084,1447,2097,2900,3869,3323,3340,2481,2199,2445
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,955,1159,1510,867,726,822,352,873,29,342,,119,230,294,200,296,273,503,470,79,126
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,2,13,1,6,5,6,0,2,0,1
551643,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,5,20,19,3,9,251,7,13,22,12,,327,385,284,249,217,225,264,180,145,310
560130,Textile flock and dust and mill neps,0,0,0,2,0,0,0,0,0,0,,493,57,196,31,428,328,140,57,67,170,,1371,1087,1098,1130,722,838,1267,369,526,678
560210,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...",0,0,0,0,0,1,0,0,0,0,,1328,568,2585,422,304,93,4141,2696,1315,913,,7679,5540,6104,6919,4797,5615,4105,4569,3699,4963
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",0,0,0,0,0,0,0,0,0,0,,366,77,65,13,1,18,20,27,4,27,,578,632,590,817,558,587,566,705,604,744
611510,"Graduated compression hosiery [e.g., stockings for varicose veins], of textile materials, knitted ...",0,0,0,14,0,0,0,0,0,0,,359,268,285,212,436,417,745,3466,5025,2626,,3101,10877,13222,11938,12084,14268,12898,12538,8250,9923
611691,"Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. impregnated, ...",0,0,0,0,0,0,0,0,0,0,,53,48,116,39,253,257,405,702,382,700,,700,595,597,614,898,940,660,676,620,614
611780,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. ...",0,63,22,0,3,0,0,0,0,0,,28015,31167,79583,57045,17158,15723,9604,10138,9887,12232,,6444,7529,9009,8527,5664,6815,7729,10217,7417,8890
620112,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",37,9,0,8,0,0,0,0,4,0,,210,423,293,545,531,323,227,572,633,554,,5434,4059,3722,3879,4756,3928,5617,4419,2711,4186
620299,"Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",0,0,0,0,0,0,0,11,0,0,,491,1249,2731,1074,589,560,1253,1108,884,335,,1788,2555,2015,1022,1092,1448,1870,1692,1111,2668
620412,"Women's or girls' suits of cotton (excluding knitted or crocheted, ski overalls and swimwear)",0,0,0,0,0,0,0,0,0,0,,325,625,813,546,1379,1076,1079,1604,1630,1405,,415,735,429,473,371,631,516,571,408,685
620413,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",0,0,0,0,0,0,0,0,0,0,,32,126,177,241,308,272,507,101,86,12,,1412,1506,1829,1373,959,1267,1198,900,428,952
610419,"Women's or girls' suits of textile materials, knitted or crocheted (excluding of synthetic ...",0,7,0,0,0,0,0,0,0,0,,3705,5522,5285,6738,5095,3758,3745,4331,991,172,,277,759,319,493,490,225,134,161,281,175
610422,"Women's or girls' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",0,2,0,0,1,0,0,0,0,0,,196,52,105,42,24,45,379,5196,474,28,,677,695,687,716,849,554,432,422,564,1403
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...",0,0,0,0,0,0,0,0,0,0,,29,33,9,0,65,23,22,20,25,4,,90,64,77,64,128,152,259,129,280,188
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials ...",0,0,0,0,0,0,0,0,0,0,,234,640,948,505,487,539,1018,1410,1432,2359,,680,1013,1322,1490,1154,1362,697,613,564,608
590410,"Linoleum, whether or not cut to shape",0,0,0,0,0,0,0,0,0,0,,57,100,72,138,48,11,21,36,0,4,,5437,2842,2928,2387,1729,2698,2664,2475,2526,2455
591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, ...""",30,17,48,39,12,13,10,37,69,0,,5346,10200,7012,9288,10654,11443,11796,12711,11657,13482,,2935,2804,3156,3276,3590,4107,4259,2435,2877,2127
560394,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > than ...",0,0,0,0,0,0,0,0,0,0,,2628,3400,4881,2197,1378,1782,3654,3824,3612,2583,,7391,6692,6049,6643,10268,10433,10689,13465,13104,16466
560600,"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ...",0,0,0,0,0,0,0,0,0,0,,67,0,39,143,53,75,36,10,2,5,,2140,878,816,737,744,624,694,801,779,692
580126,"Chenille fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,1,0,0,0,0,0,0,0,,3,0,0,81,0,0,2,0,0,1,,173,68,51,48,23,17,33,31,270,57
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,8,0,6,0,0,,10,8,351,47,98,283,166,198,171,72,,3142,3117,2521,2174,2345,1954,2505,1850,1702,1792
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",0,0,0,0,0,0,0,0,0,0,,59,6,3,21,37,13,1,1,19,0,,0,0,3,2,0,0,9,5,5,10
580230,Tufted textile fabrics (excluding carpets and other floor coverings),0,0,0,0,0,0,0,0,0,0,,601,268,118,176,141,70,71,15,97,177,,86,388,638,124,105,88,98,98,115,123
580631,"Narrow woven fabrics of cotton, with a width of <= 30 cm, n.e.s.",0,0,0,8,20,2,0,0,0,0,,11848,2980,1700,1350,899,1124,543,589,526,919,,1495,1113,1120,1118,1141,1019,862,1058,788,899
600320,"Knitted or crocheted fabrics of cotton, of a width of <= 30 cm (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,2068,716,177,21,4,8,5,0,9,2,,25,11,6,30,15,21,22,22,15,24
600340,"Knitted or crocheted fabrics of artificial fibres, of a width of <= 30 cm (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,4,15,0,1,1,0,0,,43,53,54,26,36,13,5,0,0,5
