Product code,Product label,Russian Federation's imports from Japan-Value in 2012,Russian Federation's imports from Japan-Value in 2013,Russian Federation's imports from Japan-Value in 2014,Russian Federation's imports from Japan-Value in 2015,Russian Federation's imports from Japan-Value in 2016,Russian Federation's imports from Japan-Value in 2017,Russian Federation's imports from Japan-Value in 2018,Russian Federation's imports from Japan-Value in 2019,Russian Federation's imports from Japan-Value in 2020,Russian Federation's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",0,0,0,0,0,0,0,0,0,0,,1404,6378,12346,340,1425,3521,1312,862,7534,1369,,3901,4724,4823,2309,2376,5435,15375,14282,7369,9126
270720,"Toluol """"toluene"""" containing > 50% of toluene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,90572,115221,142846,53477,29994,28517,26708,38898,25495,43712,,11,5,14,3,0,1,20,45,28,58
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",0,0,0,0,0,0,0,0,0,0,,121182,252997,380441,354794,367108,411178,373010,292001,270585,394768,,4482,4144,6430,3545,3550,5004,6769,7935,20263,14464
70320,"Garlic, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,21,2,11,10,62,78,40,23,23,54,,57114,69921,66239,68351,79087,78223,67151,75854,89981,73362
70940,Fresh or chilled celery (excluding celeriac),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17697,19597,20185,14905,16177,18870,20680,20507,14928,14971
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,2,15,0,11,9,0,6,0,,86850,76214,49334,19248,19955,23770,26151,38063,39077,29213
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,19,152,29,42,64,83,32,205,229,308,,9518,8643,9438,8860,8239,9413,9224,11354,10173,11540
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",0,0,0,0,0,0,0,0,0,0,,91,14,9,0,10,30,91,17,0,0,,75,87,42,0,12,19,25,4,7,5
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",0,0,0,0,0,0,0,0,0,0,,18,13,7,20,30,25,13,13,14,300,,58,148,45,137,0,3,71,85,0,35
40510,Butter (excluding dehydrated butter and ghee),0,0,0,0,0,0,0,0,0,0,,25,35,40,40,49,72,111,135,164,376,,395578,562640,612756,276727,349761,481665,374350,560720,497871,529089
40811,"Dried egg yolks, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,24,5,0,0,0,12,21,0,2,0,,3347,3042,3039,1441,4170,8133,5128,7580,5738,5633
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,14,0,0,0,0,0,0,0
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,,13949,15207,13087,9557,7045,6539,6592,4900,4028,6759
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,18,0,0,0,0,0
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,144,334,628,48,230,,0,0,0,0,8,59,193,106,1,57
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,484,596,474,7,4,14,14,2,2,2
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,192,158631,135331,138991,90740,105528
80840,Fresh quinces,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4159,4886,3495,2383,3700,5826,5832,5575,5489,6922
81010,Fresh strawberries,6,6,7,0,1,1,1,0,0,0,,2275,2454,4113,7015,10587,16036,22925,19335,24644,37019,,115883,127129,113766,49591,32483,49767,66216,77068,71443,102964
81050,Fresh kiwifruit,0,1,0,0,0,0,0,0,0,0,,42,170,419,374,286,315,282,200,198,1157,,133081,142504,92128,52415,66670,75203,91098,96679,28463,28481
90520,"Vanilla, crushed or ground",0,0,0,0,0,0,0,0,0,0,,3,0,2,2,0,0,11,3,0,0,,52,161,100,79,111,136,122,258,815,349
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1581,1556,1436,1172,1857,2263,2650,2609,2091,2016
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,10,24,40,14,42,18,11,19,15,23
91011,"Ginger, neither crushed nor ground",0,0,1,0,0,0,0,0,0,0,,3,2,3,57,2,28,21,24,30,33,,13863,24419,23631,18145,24890,26579,25397,24400,36568,26879
91030,"Turmeric """"curcuma""""""""",0,0,0,0,0,0,0,0,0,0,,31,70,167,210,335,485,302,518,2424,3562,,1280,1285,1244,1277,1695,2326,2242,2380,2907,2914
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,0,0,1,0,0,59,90,1,0,0
100860,Triticale,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,37,37,49,17,1926,6,0,6,157,168
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",0,0,0,0,0,0,0,0,0,0,,0,0,16,16,23,56,10,23,45,51,,160,922,2710,1440,1265,1686,1356,1211,1178,1094
110429,"Grains of cereals, hulled, pearled, sliced, kibbled or otherwise worked (excluding rolled, ...",0,0,0,0,0,0,0,0,0,0,,24,66,117,73,112,105,145,219,277,231,,2398,1756,1407,741,4882,502,224,265,355,503
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,0,0,0,0,0,0,0,0,,16,0,29,10,5,8,0,0,0,0,,28,15,101,348,952,382,661,148,36,25
120300,Copra,0,0,0,0,0,0,0,0,0,0,,0,3,0,33,0,11,0,0,3,0,,0,0,0,0,0,0,0,2,6,7
120400,"Linseed, whether or not broken",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,690,4309,1205,2387,5035,4298,2644,9465,15840,25530
120740,"Sesamum seeds, whether or not broken",1,0,0,0,1,0,0,0,0,0,,1425,1138,786,2636,1333,1482,1446,1632,1182,1175,,17126,18286,26161,18410,16918,20830,25789,31217,26407,30360
121229,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, unfit for ...",0,0,0,0,0,0,0,0,0,0,,1064,1070,1201,1229,1652,1842,1727,1636,1325,1536,,383,648,1003,476,1007,1217,1167,509,1091,1383
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,11,28,9,0,0,0,0,0,0,0,,442,0,2,0,2,0,0,0,0,0
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,182,72,85,36,51,71,94,206,317,116,,457,426,212,18,319,37,545,539,1014,3092
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,0,44,8,11,2,4,24,74,79,2,,18264,11144,14319,4334,339,4344,628,714,466,356
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,41,0,19,22,79,75,17,11,0,,1178,5464,11773,4641,6055,7037,6795,6016,3310,5152
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,567,1007,538,6,35,0,0,0,0,0,,4,1,1,0,0,0,0,0,0,0
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,10,3,7,4,0,,54439,174046,272471,264665,250727,236689,338192,257756,236537,221871
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,0,0,0,0,0,0,0,0,,548,15,0,0,11,0,0,0,0,0,,4411,6458,3851,368,1123,2007,392,1912,1367,188
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,0,0,0,0,0,0,0,0,,0,6,16,0,10,11,4,2,0,0,,1323,1341,838,368,155,813,437,739,584,1140
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,147,582,902,2525,1525,1790,2430,1410,78,827,,0,0,0,0,0,0,0,0,0,0
10129,Live horses (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,2200,2085,6116,13251,7047,7162,8129,5577,1248,1723,,2227,1906,2351,765,957,1141,1660,1173,2780,2774
10229,Live cattle (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,165,0,41077,78082,39642,1103,62417,48005,47738,197
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,259,716,1174,946,931,930,813,688,1284,1409
10515,"Live domestic guinea fowls, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,24
10619,"Live mammals (excluding primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...",0,0,0,0,0,1,2,0,0,0,,6160,6148,5382,4312,5467,6576,7127,7950,9204,10882,,1242,2312,1680,1590,1245,719,1354,1809,1050,1320
20322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,156,195,164,124,178,489,399,746,954,633,,181183,123128,97413,34007,13118,21445,17009,10775,2478,732
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2994,3895,4936,1233,1024,1274,1180,620,685,833
20443,Frozen boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11481,16452,19278,3090,3606,3497,3192,2052,1419,487
20649,"Edible offal of swine, frozen (excluding livers)",0,0,0,0,0,0,0,0,0,0,,1152,1835,1571,1442,1711,2568,2288,1760,1432,689,,188726,132299,13020,3979,3656,4716,2412,1588,851,682
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,110436,117329,133273,86436,65244,79778,96656,88936,59452,84821
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,42,209,249,83,135,125,164,211,323,45
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2813,3873,1811,211,14,128,385,986,707,1049
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,406,538,273,0,0,0,0,0,0,11
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,50,77,23,0,0,0,42,0,3,0
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,25,20,24,40,72,53,,143,62,52,96,255,420,430,86,50,1
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,5,0,0,0,,0,0,3,0,6,0,5,0,0,2,,180180,191618,111416,9941,13853,17893,35895,44768,70308,82061
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,13,9,22,35,43,29,18,34,12,15,,0,3,0,0,0,0,1,321,1185,1251
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,1,2,0,0,0,,0,0,0,0,0,0,0,22,23,0,,102,8,2,0,0,1,2,0,0,0
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1738,1969,1427,339,275,249,364,541,356,705
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",2,0,0,0,0,0,0,0,0,0,,269,149,204,27,58,51,27,40,19,0,,140,118,129,29,15,13,9,28,14,18
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",0,0,0,0,0,0,0,0,0,0,,291,281,213,154,570,558,1604,1494,1010,1407,,482,622,1290,645,741,1022,1522,1482,1756,1935
470100,"Mechanical wood pulp, not chemically treated",0,0,0,0,1,0,0,0,0,0,,6,4,0,13,64,5,36,0,0,0,,3699,2695,1417,1247,877,906,732,999,523,378
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,0,0,0,0,0,0,0,0,0,0,,1996,718,124,0,0,0,0,134,141,90,,2135,1287,57,0,2,11,177,309,543,522
441294,"Laminated wood as blockboard, laminboard or battenboard (excluding of bamboo, plywood consisting ...",0,0,0,0,0,0,0,0,0,0,,34,103,7,21,16,48,222,59,26,7,,1361,3919,1986,783,543,972,758,572,485,688
441300,"Metallised wood and other densified wood in blocks, plates, strips or profile shapes",0,0,0,0,0,1,0,0,0,0,,496,226,485,503,97,362,143,262,355,118,,1162,1152,830,581,1593,1511,1441,1172,1016,1306
441510,"Cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood",10,0,0,0,0,0,1,0,0,0,,1725,1746,2083,1461,2403,1988,1519,1045,1105,1541,,2748,2272,2115,1451,1489,1115,2101,1237,1328,1183
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",0,0,0,0,0,0,0,0,0,0,,28764,33166,26366,20887,11955,16170,12105,9443,5741,13338,,0,27,66,301,3185,4009,2693,413,1903,2782
410510,"Skins of sheep or lambs, in the wet state """"incl. wet-blue"""", tanned, without wool on, whether ...""",0,0,0,0,0,0,0,0,0,0,,6,9,0,8,0,0,0,0,0,59,,0,0,0,0,9,59,380,108,17,0
410692,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,114,25,30,14,19,68,10,9,66,71,,0,0,0,0,0,0,0,2,0,17
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",0,0,0,0,0,0,0,0,0,0,,5695,4433,4969,2424,2246,2021,1995,1631,962,1415,,1690,2061,3044,2264,4755,8155,7598,7108,6284,4745
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",0,0,0,0,0,0,0,0,0,0,,35492,29439,40112,32058,32062,31480,32906,32860,20938,22941,,20466,19638,14126,9099,13014,12751,11148,13319,7033,9636
411320,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,2105,1692,1713,1501,1693,1632,1948,1324,999,450,,2933,3153,3116,2529,2928,4499,2869,3307,2452,2646
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",1,0,0,0,0,0,0,0,2,0,,238,310,334,411,339,242,491,383,726,903,,22730,25319,15873,8306,9238,10832,9345,7635,5360,6950
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3360,1456,5610,6168,7409,23467,25761,20542,12782,11381
430400,"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ...",0,0,0,0,0,0,0,0,0,0,,82,35,36,13,20,120,184,148,63,15,,2728,5530,5014,3490,2413,1776,2296,4718,2234,5238
440112,"Fuel wood, in logs, billets, twigs, faggots or similar forms, non-coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,43,65,70,41,32,,0,0,0,0,0,0,4,0,28,34
440321,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is =>15 ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,557,6,33,32,24,,0,0,0,0,0,24,35,31,61,31
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,0,0,0,0,0,0,,0,30,0,4,0,6,0,0,0,0,,116,75,0,1,0,194,123,101,31,57
440391,"Oak """"Quercus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,15,56,3,43,29,36,104,238,602,125,,0,0,0,0,9,12,1,0,0,0
440395,"Birch """"Betula spp."""" in the rough, of which any cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,,0,0,0,0,0,12,176,79,18,0
440691,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,0,0,0,,0,0,0,0,47,1854,3166,4293,3573,3906
440711,"Pine """"Pinus spp."""" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,935,794,501,315,915,,0,0,0,0,7,1381,1426,3020,2300,1254
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,0,18,0,0,6,0,0,3,1
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,50,54,17,0,,337,202,356,175,115,138,164,129,122,77
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,179,95,109,200,235,305,180,184,287,163,,32,9,21,39,23,43,6,16,0,7
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,16,19,56,63,95,53,26,31,40,76,,969,1080,964,774,329,378,329,346,216,264
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline """"TMQ""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,146,114,98,152,142,,0,0,0,0,0,290,1118,1355,1291,2745
390440,"Vinyl chloride copolymers, in primary forms (excluding vinyl chloride-vinyl acetate copolymers)",0,0,0,0,0,148,348,218,0,0,,9406,4926,7740,6239,8044,6894,10370,10698,11717,13192,,5425,4856,3829,2020,2484,2854,2867,2515,2020,2588
390519,"Poly""""vinyl acetate"""", in primary forms (excluding in aqueous dispersion)""""",528,523,71,162,64,95,150,229,0,0,,929,554,432,233,230,484,266,116,126,159,,1766,2571,3833,2791,2858,3084,3188,4292,3679,4541
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",0,0,0,0,0,0,0,0,8,0,,1525,1804,2028,1576,1902,1726,1776,1733,1503,1604,,36034,39442,48819,38265,36282,37090,38203,35248,33712,51765
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,1792,1938,1400,1994,1759,1897,1810,1735,1765,2057,,25,90,66,27,200,2,24,74,55,38
391620,"Monofilament with any cross-sectional dimension of > 1 mm, rods, sticks and profile shapes, ...",1,171,598,60,37,5,2,0,0,0,,5673,2343,1876,1150,1070,1536,4100,2345,3367,5305,,115462,99129,80872,41599,36503,41723,33253,34218,43608,55191
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",0,1,5,0,0,0,10,9,5,0,,20306,15316,12534,9811,7099,7749,10239,10276,8051,8525,,8225,5493,5912,3898,5098,5597,5047,4042,4831,5828
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",18,16,31,0,3,0,0,0,0,0,,71,64,21,67,22,0,0,0,0,0,,2415,4088,6602,4586,4957,0,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",133250,200241,210363,111468,104463,379,0,0,0,0,,2514601,2491711,1964410,1596701,1419333,0,0,0,0,0,,357273,424396,348765,233978,236713,1037,0,0,0,0
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,0,0,0,0,0,0,0,0,0,,467,402,148,85,81,217,165,94,57,16,,105,502,616,416,147,653,787,414,64,80
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",0,0,0,0,0,0,0,0,0,0,,101219,142950,107274,65203,79299,46760,37506,46157,53124,47209,,27359,27004,19255,16627,13374,13394,16109,15690,11990,13564
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",0,8,0,0,0,0,0,0,0,0,,145376,155524,156873,160047,156236,175578,177393,171661,173803,196364,,32,482,1740,2154,798,138,72,164,112,137
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",0,0,0,0,0,0,0,0,0,0,,120,322,87,97,57,80,673,54,16,18,,96,101,72,0,1,17,25,166,20,72
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip",29,0,0,0,0,0,0,0,0,0,,380,380,414,376,593,1411,1698,981,909,936,,2878,3021,2639,1946,4352,4835,7103,4408,3848,4339
330190,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, ...",0,0,0,1,3,0,2,0,0,0,,428,264,300,214,293,395,487,474,674,451,,6658,3937,5599,6351,6589,7057,7305,6610,8387,9153
320500,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ...,0,0,0,0,0,3,8,0,0,0,,2632,1999,1539,1627,1567,1710,1539,2608,1427,1919,,1136,768,753,879,1092,1097,1331,1550,1150,1552
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,0,0,0,0,0,0,0,0,0,,7,0,58,5,3,134,150,244,237,313,,522,154,423,201,82,141,137,235,387,1238
293711,"Somatropin, its derivatives and structural analogues, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,15,0,0,0,0,0,0,0,0,0,,1,45,0,0,1,19,122,24,25,68
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excluding goods of this ...,0,0,0,0,0,0,0,0,0,0,,54,0,0,0,0,4,0,0,24,0,,22,1,815,0,144,0,0,0,146,0
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",0,0,0,0,0,0,0,0,0,0,,10,20,22,6,16,21,29,47,17,33,,157,198,602,118,102,905,283,577,3361,787
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,49,167,337,0,0,0,0,0
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",0,0,1,0,0,0,0,0,0,0,,305,262,503,769,1326,1703,1945,1662,1270,2723,,2135,1745,11638,17631,15443,59466,30614,35516,16761,35667
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",0,0,0,0,0,0,1,0,0,0,,4550,4654,3770,3637,2075,2346,3059,2136,2354,2228,,1057,1582,2274,2196,3182,2363,1241,1160,1252,1510
340520,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors ...",0,0,0,0,2,12,0,0,0,0,,546,458,241,237,358,415,420,454,528,514,,4145,2766,1692,1349,1247,1562,2189,2241,2651,2850
