Product code,Product label,India's imports from Viet Nam-Value in 2012,India's imports from Viet Nam-Value in 2013,India's imports from Viet Nam-Value in 2014,India's imports from Viet Nam-Value in 2015,India's imports from Viet Nam-Value in 2016,India's imports from Viet Nam-Value in 2017,India's imports from Viet Nam-Value in 2018,India's imports from Viet Nam-Value in 2019,India's imports from Viet Nam-Value in 2020,India's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
611220,"Ski-suits, knitted or crocheted",0,0,2,0,0,0,1,0,0,0,,1049,99,215,115,45,157,386,446,48,56,,46,93,150,53,413,168,59,272,17,43
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,1,1,0,0,0,0,0,,15296,17790,17976,32062,8948,5561,23745,19606,17316,4241,,36,123,105,199,53,240,253,304,134,46
848420,Mechanical seals,0,9,16,0,0,0,0,6,0,0,,99,247,1484,516,817,792,785,1045,2035,6178,,34884,38107,40997,36729,42454,51715,60092,57059,50505,71664
848110,Pressure-reducing valves,18,0,0,0,0,0,2,0,7,0,,713,1427,6291,4939,8179,13984,16501,10423,14357,7088,,18969,15406,16971,10286,10421,15448,20167,23224,20110,30145
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,0,0,0,0,,808,535,515,2994,6198,4935,4226,5009,6233,5160,,2590,1628,4126,3206,1766,1061,3697,4848,5938,1743
850240,Electric rotary converters,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,3,1,1,1091,1690,,5105,2568,4221,6364,3683,3690,2731,5869,4175,2421
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",0,0,0,0,0,0,0,16,0,0,,9641,12088,13253,14709,15931,19317,18717,20307,10249,14715,,10002,6814,3519,5270,1568,5190,10215,4336,4727,5870
850520,"Electromagnetic couplings, clutches and brakes",1,0,0,0,0,0,0,0,1,0,,0,1,5,7,12,7,89,47,77,2701,,8890,9341,9982,10130,7763,8061,10478,11676,8353,9775
851621,"Electric storage heating radiators, for space-heating",0,0,0,0,0,0,0,0,0,0,,4737,1536,1522,1342,554,676,834,312,409,1887,,418,110,9,35,83,17,21,8,24,21
851633,Electric hand-drying apparatus,0,0,0,0,0,0,0,0,0,0,,45,17,22,3,35,125,35,36,46,13,,1093,1328,1998,2252,2002,2410,3218,3467,2617,2131
851640,Electric smoothing irons,0,0,0,0,0,0,0,0,0,0,,141,168,109,87,94,90,117,100,65,50,,1116,3151,3815,4160,4175,3185,6619,7523,5721,3747
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,79,83,0,2,31,,29,47,20,37,25,6,23,2,0,9
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",0,0,6,0,23,23,0,0,46,0,,0,1,14,0,1,4,6,0,5,150,,15737,13950,11951,10861,10379,11828,4201,2266,1422,1700
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,0,0,0,0,0,0,0,0,0,0,,324,693,2878,3582,6209,3635,3372,12084,1256,1350,,4689,3247,2542,2590,1839,1784,1863,1892,923,676
853290,"Parts of electrical """"pre-set"""" capacitors, fixed, variable or adjustable, n.e.s.""""",11,0,0,0,0,0,0,0,0,0,,488,75,190,0,33,25,9,25,37,1790,,10067,12907,7203,7464,5342,7038,8466,11221,6463,41754
853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",0,0,0,0,0,3,0,0,0,0,,0,0,0,7,169,10,103,804,167,1559,,1572,1492,1334,2316,2001,2624,2808,1775,1805,2319
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",0,0,0,0,0,1,0,0,0,0,,211,280,669,566,214,589,173,393,235,2019,,16001,5708,9801,7115,5548,6596,8278,6836,4224,13048
853630,Apparatus for protecting electrical circuits for a voltage <= 1.000 V (excluding fuses and ...,10,0,0,0,0,9,0,0,11,0,,16902,17962,24691,34891,55405,69206,52781,32959,23538,264550,,15676,16387,18183,19994,18439,23189,48639,48148,35087,45929
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",0,0,0,0,0,0,0,29,0,0,,18854,52548,93885,121237,231733,466951,427495,191501,103744,96661,,16092,6188,3967,5430,4990,2894,2719,2826,2656,2825
860210,Diesel-electric locomotives,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,759,2238,1064,0,0,3421,219757,43264,0,0
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,0,0,0,0,,0,37,0,0,0,0,0,0,0,,,0,13358,6309,0,43,3644,1013,5669,248,0
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,0,0,0,0,0,0,0,0,0,0,,0,0,35,0,0,40,0,0,0,,,2050,2183,991,705,3749,1472,1850,76,233,674
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,319,482,0,0,0,282,,62,0,0,90,1575,2030,3736,2086,6119,8013
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,18,,6243,4889,1582,0,63,635,153,1582,15043,17215
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,764,55,,,0,0,0,0,0,41,121,1448,1052,104
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,224,43,4,,,0,0,0,0,0,1111,344,159,0,0
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,0,0,0,,95,0,24,31,25,132,3601,4416,85401,195009,,409,922,226,338,272,408,985,305,1250,623
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,104,45,142,19,66,19,82,,185923,62174,61628,52969,37551,65884,43195,22738,4253,21392
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,101,20,0,0,0,0,2,0,0,,,0,0,22,0,0,307,33,4344,192,0
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,30,33,40,834,15,,232,5,951,2289,1774,665,2375,3564,2361,27
870510,Crane lorries (excluding breakdown lorries),0,0,0,0,0,0,0,0,0,0,,449,53,266,643,55,98,885,90,353,612,,176,2331,6559,346,58,375,271,518,1904,1433
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,18,0,0,0,0,0,,0,0,8,18,56,6,7,0,0,1,,18197,24425,37284,47335,30630,8610,15870,7586,43065,22612
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",0,0,0,0,0,0,0,0,0,0,,464,1718,692,1229,1162,1167,2422,991,2663,1228,,26877,46638,72748,82695,42871,54759,63575,30338,10202,27821
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,139,,28098,30124,19845,3826,5142,3999,1918,4009,4767,6591
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",0,0,0,0,0,395,77,0,0,0,,7,5,0,0,0,48,10,0,0,514,,327,267,803,966,828,1320,139,24,1,4
854079,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,,1620,3781,7011,3404,1544,859,658,1265,1314,3590
854091,"Parts of cathode ray tubes, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,18,1007,1763,69,57,74,65,,,16748,1700,231,153,198,99,68,49,27,16
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",101,1,1,3,1,16,0,0,17,0,,525,8,12,144,57,560,353,1111,3725,493,,866771,580507,816580,996651,1354458,1392613,1004355,933344,243030,162903
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",0,0,0,0,0,0,0,0,0,0,,4791,5486,31767,62227,49473,30447,42002,38072,10102,21534,,19,26,55,20,69,222,195,11,30,86
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,0,22,0,11,11,31,14,59,367,457,,1645,3217,3832,8213,5222,6921,7786,5239,1107,2858
902720,Chromatographs and electrophoresis instruments,0,0,0,0,0,157,0,0,0,0,,79,935,1033,854,920,200,70,297,121,130,,152028,127401,145893,179552,186785,195764,209462,214610,189363,239873
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",1,2,2,0,0,0,0,0,0,0,,586,843,681,369,220,893,670,791,407,525,,150878,150848,133695,141445,139684,162548,175102,162763,156239,145637
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",0,0,0,0,17,0,0,0,0,0,,339,773,97,327,408,208,83,270,537,8413,,70098,79402,71680,79301,97861,111669,135960,166090,150869,218469
902910,"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ...",0,0,0,0,0,0,0,0,0,0,,70,824,347,139,228,157,201,376,2317,6143,,1848,2407,2815,3097,3203,3895,5471,4513,3273,6178
903032,Multimeters with recording device,0,0,0,0,0,0,0,0,0,0,,11,28,97,3,343,75,140,74,61,184,,1653,1280,1334,2000,2847,3557,4833,6734,2820,2694
880521,Air combat simulators and parts thereof,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,4,0,0,0,0,8,,919,19448,8256,7285,9541,20049,518,16792,11162,619
890120,Tankers,0,0,0,0,0,0,0,0,0,0,,50558,3110,43124,14553,0,0,37038,25747,2250,69612,,93129,149837,134020,293900,534854,427294,242529,278564,199387,517168
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,0,0,0,0,0,0,0,0,,69,0,0,4,0,0,0,14,461,167,,597,1223,124,374,46,13,356,411,0,104
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excluding ...",0,0,0,0,0,0,0,0,0,0,,1,3,0,0,2,6,3,21,3,1,,9667,2116,1239,1155,705,1240,1560,3456,1512,17961
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),0,0,0,0,0,0,0,0,0,0,,1,0,30,1,44,26,33,0,241,16,,3273,3208,3623,2003,997,1404,2133,2074,1979,2177
900691,"Parts and accessories for photographic cameras, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1594348,1498625,1840121,2132367,2028492,2477896,2556429,1246149,835217,5252,,7387,4578,2675,2825,7344,3441,3473,4173,4373,8141
900711,Cinematographic cameras for film of < 16 mm width or for double-8 mm film,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,92,0,0,0,0,0,0,0,0,0
900720,Cinematographic projectors,0,0,0,0,0,0,0,0,0,0,,23,0,0,1,24,1,2,5,8,6,,18358,15313,11378,9328,8685,14252,9778,5831,2198,1452
900792,"Parts and accessories for cinematographic projectors, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1,381,,3244,4672,2392,2872,7515,6772,3209,1321,592,628
900820,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",0,0,0,0,0,0,0,0,0,0,,11,5,1,0,15,11,1,238,14481,2997,,0,1208,1208,775,737,592,1417,1085,924,982
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,12,2,0,10,32,32,38,2,2,,313,548,876,301,446,760,1190,922,1398,1058
901540,Photogrammetrical surveying instruments and appliances,0,0,0,0,0,0,0,0,0,0,,10,0,46,0,0,0,1,18,7,102,,1325,1457,965,629,1355,555,249,536,484,1821
901814,Scintigraphic apparatus,0,0,0,0,5,0,0,0,0,0,,0,6,0,0,18,0,7,71,33,44,,1865,1065,1482,2467,5239,4776,8396,6778,2552,4601
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",85,0,11,0,0,0,2,0,0,0,,54204,55788,72212,92859,98396,111162,107461,120491,114993,56245,,121220,108824,110683,104507,61977,58174,57394,69916,70639,105218
901820,"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences",0,0,0,0,0,0,0,0,0,0,,4,0,1,26,12,40,161,8,30,40,,777,297,705,647,861,1021,2789,3413,1968,1866
846792,"Parts of pneumatic tools for working in the hand, n.e.s.",12,0,0,0,0,0,0,4,0,0,,685,906,978,1149,1186,961,1143,667,808,5860,,7079,7753,8584,6454,6074,6694,9200,8003,4399,6294
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",0,0,0,0,0,0,0,0,0,0,,0,9,0,21,0,80,0,3531,0,,,6320,2986,8135,3536,4400,4735,3140,8918,5166,5324
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",0,11,4,2,4,1,1,15,2,0,,507,454,409,314,371,92,506,758,1259,210,,21227,31430,17477,22575,19037,12392,25675,21479,12999,15369
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",1,0,0,0,0,0,0,0,0,0,,0,30,0,0,116,878,1089,33,0,,,1732,2351,561,831,1451,1509,1695,1693,797,540
845221,"Automatic sewing machines, industrial type",404,225,566,689,4477,6312,1305,518,7,0,,4210,7096,3449,4124,5021,3337,6344,10898,5395,58690,,23718,30046,32298,31370,32585,31654,39126,33656,28263,33874
845110,Dry-cleaning machines for made-up textile articles,0,0,0,0,0,0,7,12,0,0,,1,0,31,1,0,22,145,160,0,83,,4720,4176,5678,3660,3996,2483,2664,2799,1437,1851
845730,Multi-station transfer machines for working metal,0,0,0,4,0,0,43,0,3,0,,24,0,175,411,223,263,0,183,578,84,,35687,47267,30301,28666,21495,21262,31058,23675,14835,20416
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,0,0,0,0,,27,3,38,166,48,112,532,440,36,37,,13587,6805,9106,12683,5757,5412,9915,24080,4443,6987
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,104,80,21,17,,0,0,0,0,0,4374,9706,23687,9436,13070
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",38,50,0,2,0,0,0,9,0,0,,2210,289,2056,752,361,733,627,488,895,1019,,27051,31922,24510,20301,17737,20928,29437,24929,22214,15977
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",0,0,0,0,0,0,0,0,0,0,,270,352,200,109,114,166,99,122,80,1386,,433,559,319,591,233,344,199,600,772,1594
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",2,0,0,0,1,22,8,0,1,0,,71,757,137,446,95,96,345,248,546,3687,,80470,62781,65792,57773,71668,108099,142415,122871,88745,138277
842930,Self-propelled scrapers,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,,,927,312,11,242,135,2148,5035,6845,3548,7776
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",126,0,0,0,0,0,0,0,0,0,,3568,6021,11681,8654,7722,6300,5961,5592,8921,9212,,66406,71185,65199,70304,66290,75200,115239,103011,79395,127430
843142,"Bulldozer or angledozer blades, n.e.s.",4,0,0,0,0,0,0,0,0,0,,277,59,6,77,10,2,36,8,9,1,,25579,14819,13458,2000,766,852,2273,435,416,241
844317,Gravure printing machinery,0,0,0,0,0,0,0,0,0,0,,1,124,0,0,0,29,9,2,0,,,18595,8410,4642,6012,14938,16885,14413,11429,10968,16051
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",0,5,0,9,0,0,0,21,0,0,,0,7,7,68,27,1,14,68,173,159,,16163,14175,8235,16584,13487,19836,21343,36718,16450,49660
844512,Combing machines for preparing textile fibres,0,0,0,0,0,0,92,0,0,0,,0,0,132,0,15,0,766,150,0,,,6470,1452,1463,895,3349,1814,4252,1360,845,2235
842410,"Fire extinguishers, whether or not charged",0,4,0,1,0,0,2,0,0,0,,3547,4696,7324,4741,4786,5467,5735,5529,4547,1866,,23061,10789,6326,8227,3799,5582,7881,6150,5221,12964
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",9,0,0,0,4,1,0,0,43,0,,306,202,182,85,165,510,751,712,19791,5862,,10071,8954,8737,9270,11848,16319,20619,17139,18078,22811
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,0,21,1,0,0,,0,0,0,0,0,0,43,506,971,780,,0,0,0,0,0,10300,24960,35392,36489,28551
842630,Portal or pedestal jib cranes,0,0,0,0,0,0,0,0,0,0,,594,0,23,72,30,54,0,9,14,281,,13380,14138,9844,19236,9256,4220,4599,21817,18755,497
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",0,0,0,0,0,0,0,0,0,0,,3399,953,632,844,64,63,824,633,1104,19,,28465,36591,41522,60928,63457,53147,60594,78869,59965,99020
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",5,0,0,0,0,0,0,3,0,0,,257,512,552,696,327,82,654,343,380,533,,22793,21467,21013,15700,16196,12440,14800,8213,9203,12945
841931,Dryers for agricultural products,0,0,0,10,32,14,0,0,1,0,,497,762,675,1140,1216,2834,2382,964,1040,611,,8099,5244,3467,1781,3390,13635,12877,25291,2358,4728
842111,Centrifugal cream separators,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,0,9,,4074,7273,6107,2623,4058,7578,8434,6055,3725,4713
842320,Scales for continuous weighing of goods on conveyors,0,0,0,0,0,0,0,0,0,0,,126,52,6,67,11,3,28,10,4,359,,1514,1752,3647,1909,3681,4933,4001,4801,3007,2540
820551,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s.",1,0,0,0,1,0,0,0,0,0,,928,1176,331,180,279,970,576,581,533,9179,,4167,2005,1873,1949,2056,3047,3022,2537,2078,3040
820570,"Vices, clamps and the like (excluding accessories for and parts of machine tools)",2,0,0,6,8,2,2,3,1,0,,2375,7372,1242,1032,1490,1586,1450,1956,1824,5425,,9847,7247,6791,6518,6598,6027,7269,6373,4574,5564
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,24,0,0,0,0,0,0,0,0,,184,665,725,5801,1045,330,727,1166,349,3814,,31089,8436,4691,42642,10833,4479,15126,8704,4328,9795
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",0,0,0,0,0,0,0,0,0,0,,0,0,0,6815,4536,114,36305,483,10344,356,,228156,190387,149243,130937,91713,207565,382204,135616,67008,116952
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",6,0,3,0,0,0,0,0,0,0,,1058,3017,3109,1469,352,302,1009,204,2029,960,,52538,31504,37832,27726,22104,9167,16827,19880,32734,28646
841112,Turbojets of a thrust > 25 kN,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,300649,,91850,303222,536645,646333,804444,2021752,2586248,3655700,1810754,2039248
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,0,0,0,0,0,0,,16,18,57,22,18,5,4,8,7,1400,,0,234,282,203,60,820,173,447,155,0
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,95,6,0,0,0,8,0,0,0
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,0,,153,160,173,313,420,419,758,638,876,813,,685,164,474,335,131,69,69,48,31,81
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,,513,918,1189,1404,1898,1641,5011,4849,2122,1337
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,0,0,0,0,0,,2,0,1,1,0,3092,631,0,3,39,,328,0,0,732,3055,3823,10122,12542,11800,21201
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,0,69,3457,0,0,0,0,0,,2656,1379,3040,4048,5011,3633,7484,2799,528,2001,,665,3924,60584,50509,36357,85708,197630,145373,71604,60974
760529,"Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than ...",4,0,0,0,3,2,1,0,0,0,,94,424,1484,2104,2595,3918,3594,2687,2119,6435,,8328,8581,7419,5460,5480,6166,8815,7357,5127,5818
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),0,0,0,0,0,0,0,0,0,0,,123,189,463,727,1393,2266,2967,4448,522,3197,,5210,7549,9497,9403,4960,5287,6134,5779,4545,6370
761210,"Collapsible tubular containers, of aluminium",11,41,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,198,,5507,3051,3020,3060,3575,4914,7899,7863,9208,9669
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",0,317,441,312,56,4,0,1,12,0,,34301,57954,76215,56868,43824,58571,76687,81332,95190,76686,,25609,31022,25878,25696,27426,28737,29978,26430,22594,19582
761511,"Pot scourers and scouring or polishing pads, gloves and the like, of aluminium (excluding sanitary ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",0,0,19,3,0,167,461,44,0,0,,11,248,97,48,69,841,40,96,112,790,,3249,1311,1326,1599,4382,4433,2040,1647,1493,2234
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",0,0,0,0,0,51,58,0,0,0,,641,1083,1266,4560,5569,4429,3640,4099,4057,1026,,1576,1085,1622,2386,2057,1183,1191,1863,1900,1768
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",11,0,0,13,0,22,20,0,1,0,,13965,14123,20312,21780,21819,25761,34041,38392,78000,69987,,28670,33230,38225,43504,45072,59515,98368,105471,78243,159076
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",13,0,133,314,0,0,0,1,0,0,,1320,562,847,1114,984,874,633,448,645,651,,2368,1326,1281,1987,1762,1953,2175,1710,914,1637
