Product code,Product label,United States of America's imports from Saudi Arabia-Value in 2012,United States of America's imports from Saudi Arabia-Value in 2013,United States of America's imports from Saudi Arabia-Value in 2014,United States of America's imports from Saudi Arabia-Value in 2015,United States of America's imports from Saudi Arabia-Value in 2016,United States of America's imports from Saudi Arabia-Value in 2017,United States of America's imports from Saudi Arabia-Value in 2018,United States of America's imports from Saudi Arabia-Value in 2019,United States of America's imports from Saudi Arabia-Value in 2020,United States of America's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",0,0,0,0,0,0,0,0,0,0,,0,0,88,200,442,172,127,48,28,5,,56342,57539,63143,63085,60687,57649,61811,55487,53610,60110
441820,"Doors and their frames and thresholds, of wood",0,0,0,0,0,0,0,0,0,0,,1019,1271,550,1394,977,912,1032,624,217,292,,401794,456181,502104,521389,558705,608059,693177,684370,796840,972799
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),0,0,0,0,0,0,0,0,0,0,,273,58,89,81,438,866,216,0,0,0,,5780,10182,6349,9571,7969,13313,33232,13492,16046,24784
441875,"Flooring panels, multilayer, assembled, of wood other than bamboo (excl. for mosaic floors)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,116639,150058,150383,170028,260518
442110,Clothes hangers of wood,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,23,39,151,4,0,0,,51142,53303,55083,60717,46774,48409,54401,52485,35217,41947
450190,"Cork waste; crushed, powdered or ground cork",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,10,0,0,0,0,,1346,1896,2478,4488,3336,3677,4514,4024,4857,4800
470411,"Unbleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,293,495,2317,98,0,25,119,0,74,4
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1037,1304,3173,1873,2086,2491,2344,2277,3442,3950
470630,Pulps of fibrous cellulosic bamboo material,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,856,797,1277,958,350,121,253,131,192,313
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,31,0,2,0,0,0,0,0,,532,264,80,321,1106,1688,255,226,616,563
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,1693,390,1249,1191,1162,109,59,245,358,27,,1412846,1358150,1386935,1130112,1037656,963179,954831,805568,565507,621110
480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,399,0,0,159,382,253,0,19,5,0,,330279,247991,266106,286755,349601,294751,352261,433039,383353,409658
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,4204,2050,5555,4593,2460,18571,5684,4425,3630,7684,,19288,20394,41214,16670,24959,22125,20129,19899,17782,22502
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",0,0,0,0,0,0,0,0,0,0,,21136,10172,6298,8165,11880,4459,7185,5940,2702,6200,,395012,400362,425428,470235,511065,491834,571525,534478,554573,416237
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",0,0,0,0,0,0,0,0,0,0,,163,70,0,2,1,22,24,3098,2677,1201,,106139,104630,107013,93369,93618,87301,113094,119654,112489,131786
480512,"Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,0,36,974,4129,1809,2952,3044,6279,,8068,3705,198,102,10,29,0,4037,2628,7865
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,0,273,420,27,609,30,208,26,1212,20223,,9540,6633,7279,6899,7647,6769,5380,3864,3118,2424
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,273,1851,684,211,891,,7157,9429,12147,13308,11739,14799,18740,18413,15600,22475
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,0,0,0,0,0,0,,6075,6767,5447,9546,559,196,164,4811,1661,61,,215228,209433,233671,212363,237139,206866,220422,186719,174534,234825
481039,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, ...",0,0,0,0,0,0,0,0,0,0,,0,101,60,21,43,0,3,608,0,1,,126818,184612,195837,155439,167322,140698,155767,133348,145312,196686
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",0,0,0,0,0,0,0,0,0,0,,382,14672,28558,35749,16793,1958,20897,21122,20976,19880,,241847,259733,265588,261505,275942,334572,344909,354137,334481,408825
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",0,0,0,0,0,3,0,0,0,0,,21799,21902,28212,25703,13232,2365,5262,7071,4730,26766,,548558,510249,573355,605455,615491,578924,706505,677774,583232,634173
481320,Cigarette paper in rolls of a width of <= 5 cm,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,4,0,0,0,,47279,48269,55972,61658,53479,43700,39814,35631,38462,43965
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",0,0,0,0,0,0,0,0,0,0,,32790,9358,2846,1152,1391,1049,3036,511,633,49,,6888,6671,6858,5634,6147,6359,6084,3594,4338,3505
482190,"Paper or paperboard labels of all kinds, non-printed",0,0,0,6,0,0,4,0,0,0,,188,745,367,1129,787,321,74,8,5,1599,,110727,98331,146584,140552,127439,129755,129131,117370,140487,163242
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",26,34,9,0,26,5,0,0,0,0,,0,173,225,414,193,173,52,26,12,33,,151882,126481,114482,140205,125486,105863,104679,89784,59788,115544
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,72,118,78,77,119,100,60,205,34,55
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,,25783,31861,32448,30884,26402,21911,21713,16216,10551,17153
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,15649,17204,14692,16350,14785,13801,12331,12342,11435,13761
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,0,0,0,0,0,,42073,38395,37455,41519,34694,31463,33810,33823,24046,26440
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,4,0,0,0,0,0,0,0,,0,0,0,3,0,21,0,0,0,0,,5943,6848,7477,6478,5921,6549,6923,8578,6169,7694
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5763,5647,5704,6144,5046,4990,6771,6410,3673,5993
520299,"Cotton waste (excluding yarn waste, thread waste and garnetted stock)",0,0,0,0,0,0,0,0,0,0,,35,0,0,69,104,206,49,23,0,98,,19447,13624,19152,13296,13173,20470,16729,13519,20287,20175
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7012,9634,10065,8538,7106,10803,14203,9694,11350,20229
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25706,28440,27148,24714,24943,23074,25878,18605,17341,27807
520534,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,90,0,132,12,2,55,32,49,13,2
520535,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20,9,3,87,2,87,39,56,3,12
520543,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1865,2380,2417,1422,1767,1850,1765,1263,1353,2304
520546,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,394,289,390,286,201,607,226,202,258,326
520622,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,17,0,0,0,0,,1132,1344,2968,2639,3311,996,183,311,223,1012
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4712,6875,7212,6526,7146,6902,8388,3519,7564,7016
520811,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,48,0,0,0,0,0,4,0,0,,10909,16339,16682,17642,14320,13150,12026,11364,8530,8478
520921,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3935,4750,5197,3772,4360,5578,5731,3817,2247,2537
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,84529,80304,89668,74280,64930,68502,66892,53816,28964,42573
521119,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,40,0,0,0,0,0,39,0,0,0,,5468,4866,3972,3822,3161,4496,4788,2243,2069,2393
521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5040,4170,4906,4222,5597,3909,3589,1535,2047,2445
521142,"Denim, containing predominantly, but < 85% cotton by weight, mixed principally or solely with ...",0,0,0,0,3,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,31243,35530,22649,27120,26679,17890,25728,15084,9663,9199
521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1828,1165,686,907,1099,845,684,445,311,553
521159,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1174,1570,1843,2097,1660,1517,1308,1035,672,1043
530911,"Woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22832,24986,26705,26637,22806,22189,23166,21252,21018,33768
540411,Elastomeric monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,2349,1484,1087,1450,1439,1056,1467,2161,1694,2049
540730,"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ...",0,16,30,0,0,0,0,0,0,0,,0,589,784,76,34,33,0,0,0,0,,645,1333,400,931,1581,2914,4070,4707,4419,4177
540743,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,23,11,23,7,0,0,0,,4879,3089,5788,5166,6927,4502,4974,4760,3691,3664
540783,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,0,4,0,0,0,,8417,8472,10745,11077,7622,6957,8695,6991,6226,7921
540784,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,,1524,761,1142,1058,937,926,927,638,317,535
550110,"Filament tow as specified in Note 1 to chapter 55, of nylon or other polyamides",0,0,0,0,0,0,0,0,0,0,,86,0,73,3,1,1,0,0,0,2,,339,1752,5322,3529,2254,928,934,834,590,477
550290,"Artificial filament tow, as specified in Note 1 to chapter 55 (excl. of acetate)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1857,1854,1387,1368,1942
550390,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,0,0,0,0,0,0,0,,768,444,120,133,787,6675,7047,23,0,0,,30100,62522,82124,84447,35331,39192,39478,37608,55843,97695
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,41,41,0,0,0,1150,,604,862,1271,980,648,648,879,1083,568,310
550921,Single yarn containing >= 85% polyester staple fibres by weight (excluding sewing thread and ...,0,0,0,0,0,0,34,0,0,0,,0,0,0,5,0,0,0,0,0,9,,45968,46177,37992,37517,24014,21897,28605,39432,31444,44376
551030,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5282,11809,7322,6452,6031,7623,11115,7652,6609,7803
551219,"Woven fabrics containing >= 85% polyester staple fibres by weight, dyed, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,1601,1621,373,863,581,1119,1141,99,41,0,,24612,30981,31943,34088,32407,32259,34630,31686,29665,33859
551341,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,0,0,,6316,6561,6270,5212,5127,4404,3183,3257,2985,1561
551512,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,31,0,0,15,70,,37234,38730,45428,49262,42693,42286,42109,37880,32536,33884
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16063,13816,13642,15396,14958,11029,11480,10134,8037,8149
551522,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,668,563,453,442,194,148,375,299,286,700
551634,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,49,15,28,18,17,22,57,71,0,2
551692,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3975,3600,5612,9096,7238,8629,10928,6067,4925,5526
551693,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8575,8534,9662,10323,8978,8625,9807,8157,6687,9955
560392,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 25 ...",1224,679,0,0,35,0,0,0,0,0,,83,0,0,0,0,4480,3840,1825,747,81,,121006,151599,192380,192142,191097,188901,221859,227551,479529,352152
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",0,0,0,0,0,0,0,0,0,0,,0,34,63,49,255,2,23,0,17,128,,49773,42035,50746,63547,40953,38916,34960,31930,31214,31334
560900,"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ...",0,0,0,0,0,0,0,0,0,0,,8527,4448,5844,2382,2371,2221,1955,2145,659,2384,,180244,203080,198536,203680,193466,196020,222905,183259,209562,246593
282110,Iron oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,228,86,125,40,107,82,151,13,0,20,,205649,218886,236131,246791,228402,229452,234313,217562,219769,259450
282560,Germanium oxides and zirconium dioxide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,66964,62692,63045,62490,51687,47133,50454,57680,41335,44937
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",0,0,0,0,0,0,0,0,0,0,,3492,3582,2822,2922,1954,1159,531,524,905,1414,,24875,24583,31372,31296,31731,40325,48876,35815,31892,35255
282919,Chlorates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,58,0,27,83,2,7,40,0,0,0,,1412,427,541,318,435,185,124,366,232,89
283190,Dithionites and sulfoxylates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,178,,287,286,269,208,169,358,227,182,116,200
283321,Sulphate of magnesium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,9,29,0,0,0,,16669,18867,17440,15099,18242,17442,20448,20314,22208,27614
283324,Sulphates of nickel,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5655,6211,4578,7002,8208,9937,11143,6560,4385,6475
283524,Phosphates of potassium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,0,0,0,,44674,53670,56612,56739,47003,44762,41487,39189,49794,64566
283640,Potassium carbonates,0,0,0,0,0,0,0,0,0,0,,56,0,0,3,3,58,0,0,0,0,,17214,18027,23242,26180,31824,21494,30090,23787,23285,19589
283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",0,0,0,0,0,0,0,0,0,0,,48,150,134,116,5,19,0,0,0,0,,80171,79938,74147,70571,91032,115755,125866,111221,131941,152758
284450,"Spent """"irradiated"""" fuel elements """"cartridges"""" of nuclear reactors [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,292,28,12,0,1347,4809,6301,2201,1767,0
284910,"Carbides of calcium, whether or not chemically defined",0,0,0,0,28,0,0,0,0,0,,59,0,0,0,0,18,0,0,0,0,,28470,2612,5425,10424,3587,4255,4599,3933,5148,2983
290123,"Butene """"butylene"""" and isomers thereof""""",0,0,0,0,0,0,0,0,0,0,,3448,0,0,0,0,0,0,0,0,0,,44033,36165,45848,22894,29608,20440,28053,22104,531,51
290241,O-Xylene,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,32010,36406,35541,33606,19212,29869,13959,16590,17209,14849
290244,Mixed xylene isomers,0,0,0,0,0,0,0,0,0,0,,36,76,0,0,19,10,40,0,149,21306,,17188,44378,103112,121552,80371,30804,42950,40487,18264,3085
290260,Ethylbenzene,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,0,0,,27932,458,10210,2492,227,546,76,141,11,3
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",0,0,0,0,0,0,0,0,0,0,,80408,91700,141788,110079,107494,89635,122993,177665,137028,267797,,0,44,0,3,4,27,0,12,2621,0
290375,Dichloropentafluoropropanes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2904,6353,1791,105,27,0,0,0,0,0
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,261,16,0,22,0,0,15,287,167,124
290432,Ammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0
290435,"Salts of perfluorooctane sulphonic acid (excl. ammonium, lithium and potassium perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,130,54,2,0,0
290491,"Trichloronitromethane """"chloropicrin""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,29,52,31,17,13
291219,"Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal ...",0,0,0,0,0,0,0,0,0,0,,30216,18500,14824,10067,3141,96,231,254,1161,250,,64486,82945,104659,94391,86323,88281,96964,98645,67042,91357
291221,Benzaldehyde,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22740,21936,15143,17884,18879,23838,20690,19546,23202,26139
291242,"Ethylvanillin """"3-ethoxy-4-hydroxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,15,32,12,0,0,0,,10560,7223,9442,10488,8472,7801,9853,6674,5886,6963
291419,"Acyclic ketones, without other oxygen function (excluding acetone, butanone """"methyl ethyl ...""",0,0,0,0,0,0,0,0,0,0,,193,62,0,10,30,53,0,0,12,0,,77195,53277,44176,42474,45020,43026,50193,39826,37015,35357
291461,Anthraquinone,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,29548,15961,11785,11675,6146,8254,14131,15465,7777,8997
291512,Salts of formic acid,0,0,0,0,0,0,0,0,0,0,,2976,2837,3339,1901,1643,2331,4182,3200,972,2735,,13438,12445,19310,20404,18621,31536,31561,39942,20038,28485
291524,Acetic anhydride,0,0,0,0,0,7848,1486,0,0,0,,15814,17744,15275,11227,9837,20133,8049,14808,11093,34944,,28012,24768,28355,18434,13103,27212,36298,25643,35222,32684
291536,"Dinoseb acetate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,803,57,0,0,0,,9,2,0,0,0,0,0,0,25,0
291540,"Mono- di- or trichloroacetic acids, their salts and esters",0,0,0,0,0,0,0,0,0,0,,924,143,209,31,0,0,0,2630,158,0,,46013,46254,52584,45208,39780,39244,36725,42041,44457,87082
291550,"Propionic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,30,0,0,20,62,11,5,0,0,0,,26033,28052,23755,23797,26161,24763,24927,23324,23184,26666
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,81,0,0,,171146,213756,148097,140418,144555,176983,160604,187831,168603,182282
291634,Phenylacetic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,65,67,9,0,48,0,0,,1012,1208,2779,1062,862,1282,1036,1117,873,1121
291811,"Lactic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,6,40,0,0,0,,43227,46314,54981,54363,60243,53139,59469,58126,64753,80280
291812,Tartaric acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,22,10,0,0,0,,52137,67922,46561,34212,29155,38922,63664,39657,40665,37368
291821,Salicylic acid and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,4,0,,12346,12850,15530,14078,13321,15247,20381,23255,19212,21721
292129,"Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, ...",1137,0,0,367,7,0,0,0,0,0,,3659,842,28378,46624,57535,47278,56745,41519,10485,16958,,87197,83596,101858,109422,100190,108728,106310,93944,81874,97038
