Product code,Product label,Viet Nam's imports from China-Value in 2012,Viet Nam's imports from China-Value in 2013,Viet Nam's imports from China-Value in 2014,Viet Nam's imports from China-Value in 2015,Viet Nam's imports from China-Value in 2016,Viet Nam's imports from China-Value in 2017,Viet Nam's imports from China-Value in 2018,Viet Nam's imports from China-Value in 2019,Viet Nam's imports from China-Value in 2020,Viet Nam's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
740911,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excluding ...",326,291,157,1582,6507,5733,7040,10270,18104,,,55130,56243,71599,53203,50134,70731,100163,103932,160214,321127,,13689,14942,15685,21521,42430,61665,56068,62436,69681,76235
740939,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",76,199,366,156,198,56,190,71,157,,,1088,834,752,838,553,704,874,7725,24999,16480,,446,450,707,488,1010,1092,5178,4343,5148,18300
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",0,29,197,2124,2380,2914,5512,3395,4412,,,8579,8646,16623,17292,13047,16627,20567,18491,21782,32779,,777,2991,3459,6663,7240,7747,12801,11842,12106,26931
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",2837,3769,3462,1898,2403,3503,2759,2830,2286,,,170808,175067,201339,137227,108980,126509,136507,112079,93333,133823,,4954,5478,4623,3682,3730,5106,4216,4156,3097,2863
760120,Unwrought aluminium alloys,42863,53049,61404,57032,50649,56769,92849,110365,37105,,,1162734,1030288,1233656,1110813,911840,1033978,1098087,958024,400373,364020,,282688,304090,391644,399872,365907,464012,509563,513377,451925,590195
760410,"Bars, rods and profiles, of non-alloy aluminium, n.e.s.",1942,2663,2576,4725,6339,6746,6484,6316,5663,,,2367,2249,7929,6753,8640,7215,18330,15795,5553,9421,,22794,25433,35406,31143,36600,46324,51940,37242,30330,16516
760611,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm, square or rectangular ...",90655,188870,25100,74913,15250,19789,34156,30684,21050,,,1429151,2354096,1914053,1430197,741555,953257,1983623,1303797,804440,1068902,,109905,213913,49324,89325,50344,57204,57404,45709,31491,54429
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",52,80,112,111,331,274,233,334,195,,,63324,66210,61900,53949,56764,59067,62568,58178,80081,90234,,293,553,676,173,364,288,263,437,249,673
780191,"Unwrought lead, containing by weight antimony as the principal other element",474,0,0,0,0,0,0,0,3,,,134,29,213,239,459,582,254,607,1999,3687,,6237,8944,9328,4332,5412,5015,7463,7260,6275,27066
790112,"Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc",17,53,259,4,19,8,10,1200,5,,,959,1371,655,2164,14,16,8983,2368,3702,448,,29325,42733,62408,62504,89832,114528,135503,92230,94610,191117
790310,Zinc dust,2,9,4,15,15,15,50,31,57,,,539,735,1548,458,176,205,106,323,153,166,,2926,2145,4655,4087,4129,4116,4612,4964,7631,8457
800700,"Articles of tin, n.e.s.",1529,1577,1279,2341,3095,4358,3587,3378,8962,,,30648,42859,95294,41398,40670,29010,21124,28636,37845,51432,,7116,6633,4937,5193,7316,9153,9343,8155,16103,6441
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering",1552,1201,951,750,199,220,301,194,132,,,1191,504,191,990,4039,13321,40040,39157,24551,34375,,2083,1694,1602,1109,638,671,586,379,269,128
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",0,0,0,0,0,0,0,0,0,,,147601,165415,122227,60163,50903,54155,77661,56970,43162,49880,,0,0,0,0,0,0,1,0,0,
811299,"Articles of niobium """"columbium"""", gallium, indium, vanadium and germanium, n.e.s.""""",51,421,0,11,67,0,6,24,62,,,83683,88564,78859,62268,59442,71511,102924,77370,64380,96778,,68,559,40,192,545,265,225,1614,4377,7274
820110,"Spades and shovels, with working parts of base metal",306,178,591,550,1295,763,852,1313,1479,,,173456,188516,213740,219725,194993,201464,205585,234766,286978,347771,,330,183,608,573,1315,784,865,1336,1500,16542
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, ...",1416,3306,4152,5609,6141,5532,7069,7895,6535,,,386105,418356,617623,546384,531644,569842,600622,583033,622805,814675,,2781,4667,5295,6977,7821,7930,11671,12990,11666,31801
820240,Chainsaw blades of base metal,83,159,164,254,321,153,96,447,1131,,,28321,28116,37296,45480,57772,56719,64564,65831,82446,107517,,1563,7322,17015,15588,13559,13638,12250,9791,11038,7644
820412,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, adjustable ...",213,282,380,698,2242,2015,1653,1474,2434,,,193315,180782,202684,222687,207383,234278,257456,259626,251039,287162,,3331,2835,3347,4175,5120,4825,4873,4247,5042,14262
820420,"Interchangeable spanner sockets, with or without handles, of base metal",44,70,88,119,140,151,287,392,418,,,122553,137272,151932,143116,158524,186472,236230,244520,302982,382284,,613,487,496,846,947,744,1077,1697,2317,17136
820760,Interchangeable tools for boring or broaching,89,108,197,191,688,1330,943,720,442,,,14556,15212,15194,17879,17120,19037,18487,20629,15461,23931,,3771,3524,4169,6076,7277,8253,12511,18078,14636,5653
820830,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the ...",90,98,104,97,96,185,170,314,181,,,7820,8820,8446,16843,22652,16124,15645,14719,17972,22869,,998,690,592,652,778,808,1109,1326,1619,1238
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",63,105,305,389,228,337,472,517,700,,,368162,393918,447224,427389,400674,488354,650509,564225,463835,571290,,2598,2123,1782,1523,1292,1557,3421,4168,4146,38224
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",139,127,234,211,232,306,332,408,221,,,129656,143170,155301,155912,156829,162179,188352,216169,221409,265179,,950,783,2116,2671,1249,1640,1869,1998,1760,1827
821420,"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excluding ordinary ...",153,190,491,824,480,530,638,885,1363,,,203634,214590,273753,277699,218861,225383,215595,243130,280175,376839,,844,1068,1197,1490,1141,1052,1046,1269,1716,13402
821591,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",0,0,1,0,0,0,0,0,0,,,4367,4292,5700,2751,2393,3947,3503,2321,931,2758,,22,3,51,0,0,77,14,29,1,81
830130,"Locks used for furniture, of base metal",3511,3521,4557,6249,6933,8026,7040,5899,4116,,,259288,335507,381629,385758,290321,279477,282928,253087,298313,328908,,5810,5851,7357,9439,9965,10943,9978,8834,6269,15161
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",6221,5676,7618,8065,9344,8969,9092,10554,9771,,,637990,743233,862172,895245,706937,800807,816760,866219,1002589,1210864,,7929,7101,9797,9921,11744,13023,11334,16531,17564,23960
830820,"Tubular or bifurcated rivets, of base metal",4400,6072,5692,6414,5636,10327,8407,7471,6612,,,40219,61741,117515,121539,124732,136094,155944,161623,132844,150139,,14529,17426,14946,16350,12855,21334,16619,15229,12008,9966
831120,"Cored wire of base metal, for electric arc-welding",2284,2600,2782,7007,9208,8273,11297,23431,30235,,,109899,103626,100816,94863,89651,87369,110899,125333,121802,154025,,12877,14508,15916,17989,22667,20410,23797,40049,42237,20663
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,176,67,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,1,0,0,203,68,76,120,0,12681,16
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,1,0,0,0,0,0,,,63213,30000,26100,105743,145817,59722,41334,39332,154514,218764,,24,0,13,4,0,0,0,5,11,
840220,Superheated water boilers,8459,14289,2131,14719,159164,47159,30433,3935,8681,,,1163,3616,5849,3510,4985,3047,1552,2524,3244,2472,,9333,16371,4708,69084,239181,79109,35273,4530,8908,240
840682,"Steam and other vapour turbines, of an output <= 40 MW (excluding those for marine propulsion)",14377,6692,1804,2013,10081,1,13735,4629,4732,,,124367,142656,93689,110148,102885,71472,88234,87291,38071,75638,,14960,9865,2357,2302,10223,7206,13844,4674,4830,16492
840732,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",8447,4067,367,36,337,321,16,2,3742,,,335068,332682,369783,301827,275607,264995,258176,215811,242950,269945,,11389,7226,374,58,37296,34576,42701,53932,51141,53671
841191,"Parts of turbojets or turbopropellers, n.e.s.",202,0,61,312,547,309,177,1094,297,,,1028289,1248349,1560223,1562301,1771100,1925835,2139792,2629812,1509547,1425124,,1296,382,182,460,917,630,848,1595,373,16449
841290,"Parts of non-electrical engines and motors, n.e.s.",2430,2229,2715,3490,3066,3366,2778,3942,8457,,,800416,773731,887495,930185,1049469,964189,1521627,1857539,1965268,2111631,,9100,6127,11896,9632,8780,8984,10714,11574,13505,383697
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",19922,13105,15309,11502,6172,7014,7965,26840,5475,,,462684,400422,387332,306004,261201,258688,228323,224970,218756,147079,,52832,57600,78315,86853,83904,54050,70974,86978,74421,37397
841690,"Parts of furnace burners such as mechanical stokers, incl. their mechanical grates, mechanical ...",646,1586,1381,917,740,1250,876,1015,359,,,49743,59946,52856,54995,47880,40833,48085,37999,42468,53505,,14185,3884,7024,1561,1603,2534,2261,2536,1153,4010
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",786,717,3481,6641,10484,19509,34369,45783,62780,,,1881055,1944506,2132819,2015619,2175599,2731409,3198018,3464530,4437762,5280294,,6258,1603,22520,25855,46912,151181,239813,252205,281228,269850
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),11777,17600,26842,32579,36545,43505,52030,57671,61572,,,1099656,1043075,1125830,1168474,1065008,1099250,1253817,1326667,1345683,1718430,,42147,63965,55563,81748,82415,85850,105528,117568,102667,134298
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",402,313,591,959,2833,2400,3701,3905,3148,,,164862,170984,234540,228241,230314,247580,304733,337868,337376,464801,,2662,2788,4112,48940,13419,10751,15300,17989,14097,22976
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",824,860,1486,1715,1376,1975,2285,6828,1481,,,181817,198527,268288,269158,319124,447839,320823,317320,336667,391220,,8874,20173,31300,8848,11662,13470,13414,19497,11613,41789
842441,"Agricultural or horticultural sprayers, portable",0,0,0,0,0,0,13010,11136,10496,,,0,0,0,0,0,335741,370516,372045,646897,577071,,0,0,0,0,0,0,14609,12132,11001,33605
842489,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ...",8609,9792,16932,11496,30584,25901,78521,86746,115374,,,498302,576065,649390,777389,814222,968817,1072177,1178583,1508456,1660042,,39258,76121,70094,65932,90426,98319,196869,218698,190709,109990
842820,Pneumatic elevators and conveyors,479,1729,1722,236,301,566,4219,2197,1976,,,44834,49324,47324,41435,37868,38532,37269,48768,52607,67110,,3103,4223,3114,3724,4559,3134,12964,6781,7120,22675
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excluding for ...",3861,4085,32851,3656,10546,4326,2627,4187,1958,,,149005,155330,132883,194701,89358,79865,99744,128943,72384,92515,,6957,20362,57050,28797,14638,6629,4082,6624,2508,9585
842833,"Continuous-action elevators and conveyors for goods or materials, belt type (excluding those ...",16592,17786,59204,64132,61413,54788,91685,105640,89268,,,482224,468112,617152,492827,515847,481527,593943,704339,558811,668216,,55124,58032,148746,114921,99806,163616,192370,227817,211338,121376
842959,"Self-propelled mechanical shovels, excavators and shovel loaders (excluding self-propelled ...",7612,1252,2666,7115,3169,4828,2379,6134,4994,,,78072,65599,69885,93084,51130,39355,50918,51998,43366,61906,,123418,133863,155740,234778,241601,197952,162210,155991,137238,9687
843110,"Parts of pulley tackles and hoists (other than skip hoists), winches, capstans and jacks, n.e.s.",1377,881,2627,1446,1059,1774,982,883,1196,,,148906,160104,171453,161724,158148,163218,180127,175776,177851,201530,,5985,13845,19050,18524,6333,6167,5459,5255,4658,7516
843242,Fertiliser distributors (excl. sprayers and manure spreaders),0,0,0,0,0,0,0,5,3,,,0,0,0,0,0,6166,5103,3032,4314,3445,,0,0,0,0,0,0,256,94,47,165
843351,Combine harvester-threshers,74890,30602,10398,22579,18425,17062,12131,1583,1796,,,168818,132588,174028,183608,204727,231841,194659,232721,214291,267684,,77604,51531,22666,84200,80045,75793,59602,27033,27883,37953
843490,"Parts of milking machines and dairy machinery, n.e.s.",40,0,0,2,75,33,24,27,30,,,16660,17016,19399,21924,35740,44421,28674,24117,21741,30087,,714,430,1049,853,1268,1072,561,177,184,3002
843850,Machinery for the industrial preparation of meat or poultry (excluding cooking and other heating ...,1563,1023,2383,1318,1723,2517,2489,2217,2719,,,77894,83568,89116,96408,90086,101770,109961,127383,151221,210515,,8385,6786,7836,5642,9823,13817,19753,19901,28142,25016
843991,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s.",1134,8511,7888,6857,9945,5349,7447,3787,6522,,,29632,39171,56355,98419,64741,77017,69406,101702,107070,102045,,4035,9755,8366,8431,12688,6595,9112,4747,6947,9174
844110,"Cutting machines for making up paper pulp, paper or paperboard (excluding bookbinding machinery ...",5683,5931,11216,8643,15223,14621,14363,22849,20126,,,132431,188313,180683,210858,221772,259423,325607,410011,333099,410462,,16385,19224,25657,23600,29654,38604,29798,34958,27036,38658
844851,"Sinkers, needles and other articles used in forming stitches, for machines of heading 8447",481,210,1097,1801,2608,3280,4650,4339,5582,,,26903,28421,32289,32543,35661,41674,42170,39844,36416,43249,,8667,12145,15928,17958,15487,18714,23342,23854,22168,19335
845229,"Sewing machines, industrial type (excluding automatic units)",41619,68629,89083,107751,101721,111151,153640,162699,98775,,,364824,428525,422782,373205,362554,339203,402137,368686,312324,405421,,102624,151878,178961,202969,195365,197171,241256,244643,133364,125729
845410,Converters of a kind used in metallurgy or in metal foundries,957,262,37645,30905,696,3577,9876,192,3283,,,27136,34338,16062,17302,11737,7989,14322,19506,12544,20052,,2443,378,91119,70886,991,3644,10060,376,4053,5248
845620,"Machine tools for working any material by removal of material, operated by ultrasonic processes ...",413,281,344,457,789,770,2239,1304,1554,,,1694,2258,5034,5685,6627,6047,6657,7833,59128,10380,,929,1034,2327,1529,1724,3126,5472,3714,3522,2705
845690,"Machine tools for working any material by removal of material, operated by electro-chemical ...",2643,1790,4637,4688,5801,8073,7039,9641,3698,,,92501,110250,110024,109150,91713,10337,13365,9152,7720,6298,,9353,8168,13492,21069,26873,27523,17806,19715,11761,4529
845941,"Boring machines for metals, numerically controlled (excl. way-type unit head machines and boring-milling ...",0,0,0,0,0,0,64,173,65,,,0,0,0,0,0,1716,1172,4406,1859,2563,,0,0,0,0,0,0,805,1140,1758,1510
845961,"Milling machines for metals, numerically controlled (excluding way-type unit head machines, ...",449,855,1672,2090,2112,4361,5885,10642,10052,,,12614,15351,14828,19427,24080,32916,39300,45493,36172,50138,,9906,19151,20601,28063,30580,31796,56422,74465,46188,13240
846011,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",39,752,519,762,58,720,0,0,0,,,3590,5148,4997,5670,6998,0,0,0,0,0,,993,1957,2044,4030,4179,13520,0,0,0,
846031,"Sharpening """"tool or cutter grinding"""" machines, numerically controlled""""",122,78,120,267,367,137,679,2809,747,,,3102,12455,16657,5680,8832,12108,17960,22753,14890,19869,,1114,554,2322,2435,2466,2396,4719,8449,7524,10426
846040,"Honing or lapping machines, for working metals, metal carbides or cermets (excluding gear cutting, ...",175,112,679,658,629,494,1566,6763,758,,,8914,7005,11939,14583,15170,16251,19236,29204,24335,22037,,2380,4066,3000,1959,2586,4872,3127,18385,2436,7752
846229,"Bending, folding, straightening or flattening machines for flat products (excl. numerically ...",7624,6044,9587,12222,17258,18977,19316,25252,17099,,,130166,128953,160260,143867,137443,142001,154738,175140,158149,191404,,36249,40260,38392,45105,50441,56079,54405,55593,32344,23116
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal ...",4135,8440,10510,4749,15500,9957,11695,12455,4580,,,58200,58045,48721,52654,58155,63854,79245,99876,77746,82555,,30685,25499,30227,35039,26044,24560,25558,21434,14348,10076
846490,"Machine tools for working stones, concrete, asbestos cement or similar mineral substances or ...",6747,4328,7923,8303,13838,15605,28294,19929,15607,,,202371,303623,229711,186909,171315,162424,192809,216995,184769,201657,,19890,47517,32029,45845,61177,36762,54655,24614,23202,25673
846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or ...",3486,1921,2543,5639,7525,10842,14676,29984,24492,,,20016,22097,31518,29867,39457,42329,58352,106782,128650,145249,,16214,9324,11242,13804,35040,20011,22062,39617,35728,61793
846596,"Splitting, slicing or paring machines, for working wood",2538,2424,3706,3078,5282,4196,8553,10003,5649,,,68226,80445,180630,160450,140003,125865,201864,239848,243702,368293,,6706,4080,9994,5893,7524,7414,11646,12355,6782,115650
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening ...",355,626,487,792,928,1649,1609,1662,1525,,,122544,126056,133107,133544,127892,141894,152643,166795,142919,166986,,10292,8115,7595,11348,10195,13010,14573,13201,11613,15771
846630,"Dividing heads and other special attachments for machine tools, n.e.s.",239,57,341,411,822,716,1198,383,358,,,16900,14551,22966,18261,20690,22624,25349,23960,21604,24292,,1556,2131,2488,3549,4245,3600,4819,3897,2474,14618
846691,"Parts and accessories for machine tools for working stone, ceramics, concrete, asbestos-cement ...",1087,472,657,571,787,853,1259,1094,955,,,59184,51066,54800,48634,66556,99031,52390,61071,76144,81248,,1800,1613,2429,8703,3384,4188,4215,4405,2150,13753
