Product code,Product label,"China's imports from Korea, Republic of-Value in 2012","China's imports from Korea, Republic of-Value in 2013","China's imports from Korea, Republic of-Value in 2014","China's imports from Korea, Republic of-Value in 2015","China's imports from Korea, Republic of-Value in 2016","China's imports from Korea, Republic of-Value in 2017","China's imports from Korea, Republic of-Value in 2018","China's imports from Korea, Republic of-Value in 2019","China's imports from Korea, Republic of-Value in 2020","China's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",0,0,1,1,1,32,7,4,0,0,,201,98,68,52,134,164,205,266,1580,214,,287,521,561,499,471,694,1040,579,686,399
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",0,0,0,0,0,0,0,0,0,0,,0,4,37,3,4,0,0,9,0,0,,735,1767,1135,650,1162,558,790,567,829,630
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",0,0,0,0,0,0,1,17,2,0,,0,0,0,36,33,1,3,12,28,44,,271,426,341,491,504,1366,1139,481,314,276
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",837,996,789,332,80,0,0,0,0,0,,75,154,38,1126,1129,747,101,123,64,39,,1227,996,1062,392,289,15,43,94,10,13
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",653,779,1793,887,1106,0,0,0,0,0,,4759,4479,5600,6962,8096,0,0,0,0,0,,6012,6209,4496,6127,4411,0,0,0,0,0
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,13,0,2,6,6,0,0,1,0,,70,79,87,132,51,40,68,11,14,8,,217,32,52,65,20,53,36,7,103,21
611220,"Ski-suits, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,2,2,0,4,2,1,2,12,1,5,,9,19,50,182,32,40,230,55,315,391
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",0,0,0,4,0,1,0,0,0,0,,70,217,568,1964,2328,553,567,473,231,267,,413,214,53,128,92,284,109,67,25,27
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",13,7,50,2,2,0,7,0,0,0,,708,332,269,129,263,265,589,23,63,79,,3020,4198,3842,2190,1307,1237,2064,1132,1063,1184
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",0,0,5,11,0,0,0,0,21,0,,61,98,47,51,152,213,78,92,110,97,,821,473,51,76,113,112,25,22,42,18
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",6,0,4,0,0,0,0,42,1,0,,23,92,244,192,45,182,542,233,149,10,,404,779,726,1358,1130,1178,619,13874,26734,29385
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",1,1,0,0,0,0,5,3,0,0,,238,787,546,783,509,696,60,94,30,38,,297,380,468,265,171,278,448,1005,789,562
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,57,1,0,,604,143,76,50,44,106,17,5,47,22,,2233,2701,2212,1306,3079,954,4281,9771,6639,8887
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,191473,282850,393286,356975,363397,328373,407702,582749,379111,442336
530610,Single flax yarn,20,31,2,69,0,16,0,3,12,0,,88,164,74,172,276,69,273,202,37,12,,2505,3743,3537,3095,2826,2943,1492,2666,1248,1422
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",1173,74,51,16,0,12,15,0,0,0,,3864,2103,1358,1040,1377,710,593,380,71,387,,2895,1408,1106,759,384,513,530,855,381,391
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,214,0,0,0,0,0,39,1624,3697,3403
500500,Yarn spun from silk waste (excluding that put up for retail sale),149,418,360,1,1,4,0,0,0,0,,0,16,23,21,7,0,1,0,12,0,,2535,2541,2364,1652,1260,850,1114,1683,1064,1750
500710,Woven fabrics of noil silk,119,109,123,118,21,23,3,75,3,0,,1,4,33,31,54,0,0,0,6,2,,2330,3534,2840,2701,2520,2487,794,249,49,95
520420,"Cotton sewing thread, put up for retail sale",1,0,0,1,0,0,0,0,0,0,,283,104,735,205,116,17,23,85,73,25,,30,35,50,30,23,46,43,52,21,31
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",610,1,153,315,0,0,0,3,0,0,,519,743,1840,1326,480,161,255,80,49,58,,523102,1010473,1203297,1183938,778820,797364,881988,717679,578072,827736
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",1,0,239,0,0,2,0,1,0,0,,1399,254,350,267,300,94,142,85,39,30,,3731,3256,2829,2596,3043,2526,6197,8534,11203,21618
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",11,0,0,11,29,23,12,0,0,0,,32,25,3,5,3,0,1,18,27,26,,3328,6691,8145,4298,1417,848,1102,658,442,548
510130,"Carbonised wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,49,4,1,0,1,0,0,0,0,0,,19932,21527,16508,18535,11565,12629,8584,3354,2875,4451
510521,"Wool, combed, in fragments """"open tops""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,65,216,0,0,,17,8,1,0,2,0,1173,0,7,0
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",0,0,1,0,0,0,0,0,19,0,,292,828,737,728,647,559,1243,1012,2672,645,,166,512,184,359,491,240,372,262,261,278
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",375,3,2,41,7,0,0,0,1,0,,4,15,160,9,61,230,1292,805,614,832,,733,180,175,206,112,81,158,18,22,123
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",97,3,0,0,0,0,0,0,0,0,,65,24,0,0,0,11,0,0,0,0,,252,26,20,112,5,19,32,27,26,14
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",23,0,1,0,0,0,0,0,0,0,,0,0,11,4,1,0,0,14,0,0,,151,110,227,131,62,128,208,171,83,105
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",721,298,652,308,170,42,0,0,0,0,,1068,850,612,318,1083,597,818,750,491,481,,54895,40801,28268,18935,14914,18006,10,0,0,0
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",19,3,1,1,15,10,2,10,2,0,,2304,2332,1177,571,511,491,1060,165,76,37,,791,856,787,620,2576,1286,480,467,280,402
550200,Artificial filament tow as specified in Note 1 to chapter 55,3792,6942,2752,3221,78,0,0,0,0,0,,107533,124926,110494,82485,77804,0,0,0,0,0,,657389,653271,569808,307371,1015,0,0,0,0,0
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,49,0,0,0,,0,0,0,0,0,17,187,114,37,16,,0,0,0,0,0,511,303,240,101,54
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",538,144,10,19,2,2,1,0,2,0,,266,192,22,20,12,98,96,236,45,224,,40480,45958,34683,20903,25357,32072,40455,33090,27710,27717
851633,Electric hand-drying apparatus,13,13,0,41,0,0,0,0,0,0,,874,1099,1057,1079,949,1247,1086,979,1057,310,,505,647,815,594,414,417,141,56,106,47
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",283,93,48,13,1,261,54,242,0,0,,19172,20008,11541,13889,17091,14790,17591,18507,7498,10139,,4208,5954,2669,14545,3473,5888,3769,3794,1499,1048
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,0,0,0,0,0,0,0,0,0,,2313,4497,6132,4123,5736,4620,4031,4980,2528,4774,,184,0,1,10,0,11,7,18,94,5
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",0,0,2,0,42,0,0,6,0,0,,92,150,451,37,88,28,10,101,1,0,,24717,14221,6793,3899,1376,14,93,32,3,21
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",0,0,2,2,0,0,0,0,0,0,,92,60,20,52,6,12,4,0,0,0,,0,7,2,35,29,40,5,938,19,0
850240,Electric rotary converters,0,0,0,0,1,0,43,9,102,0,,723,2680,298,458,244,325,241,19,227,38,,1088,3922,78,1107,275,906,7869,1861,951,520
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",0,0,0,0,0,3,0,3,0,0,,47,224,21,48,57,42,31,122,12,127,,11082,10699,7953,1418,1372,2991,4673,2706,1216,1854
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",0,0,0,0,0,0,11,13,0,0,,1215,4612,7945,4411,1994,5552,6414,9109,4582,5173,,13186,6251,2057,4387,3836,492,3170,2982,1577,235
842930,Self-propelled scrapers,0,0,0,0,0,0,0,0,0,0,,321,2022,7,3,225,326,12,8,1198,1,,42776,17545,18408,15393,7906,7699,5953,6874,6590,4690
842111,Centrifugal cream separators,0,0,0,0,0,0,0,0,0,0,,23,21,2,321,1,22,2,1,0,0,,3142,2026,605,670,1068,813,493,702,1,2717
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",149,223,744,199,114,120,598,7,20,0,,4276,8853,7604,13443,12711,7260,1377,1160,1560,2013,,2334,4117,3808,2318,4704,4808,3096,1788,366,1665
845110,Dry-cleaning machines for made-up textile articles,0,3,0,52,30,13,75,9,0,0,,1150,1037,1113,1846,1690,2154,2032,1626,1032,842,,2776,3104,3699,2796,2743,2720,3207,2382,1822,1343
844512,Combing machines for preparing textile fibres,0,0,0,29,56,0,0,0,0,0,,315,125,1951,328,291,2055,2431,932,1426,207,,11460,15622,16586,12685,10052,8367,10904,13787,3780,2869
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",0,0,3,3,0,4,0,0,24,0,,10099,21342,25796,4803,9239,1538,2118,4026,833,202,,8345,7383,11792,12077,11362,15799,12662,16588,38919,20296
830910,Crown corks of base metal,2,4,4,4,8,53,14,0,0,0,,846,795,681,729,645,627,625,509,392,178,,1417,745,767,1034,1013,977,778,932,1858,1530
841112,Turbojets of a thrust > 25 kN,0,0,0,20,0,0,0,0,0,0,,193432,274785,242044,83918,200540,304229,300704,195857,631447,320520,,1644552,1713827,2107153,2056997,2493507,2810516,2761417,3466081,2881661,2943801
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",11,40,29,10,26,5,3,1,5,0,,107,343,84,162,196,164,62,129,172,138,,12140,14314,15396,13356,16698,27070,23096,17276,15928,22206
761210,"Collapsible tubular containers, of aluminium",46,70,27,27,23,28,264,42,10,0,,232,344,243,5,111,21,25,41,126,63,,3733,3418,2780,2433,2772,2153,2193,1845,1602,971
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,124,22,0,0,0,0,0,,9730,10302,12325,4400,3919,9496,6673,4977,4447,5359,,550,285,914,299,630,1219,0,0,0,0
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),0,0,0,0,0,0,0,0,0,0,,5995,5484,6325,6847,4929,9216,9054,8934,9407,11626,,9081,0,481,2822,365,200,2737,0,0,0
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,0,,719,2362,2234,1291,441,231,1030,885,765,175,,492,363,625,1435,19,0,0,0,0,0
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,4,0,0,0,,9883,10537,10089,6806,1900,111,793,722,52,0,,5913,2718,1631,2528,35,39,44,105,68,59
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,0,0,0,0,0,,8346,8566,14705,13418,7389,6104,8252,10067,5842,10683,,74,68,0,0,130,560,0,0,0,0
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",231,287,517,42,0,12,9,0,0,0,,363,588,604,278,138,8,2210,86,53,73,,19032,55067,65847,60547,23506,8819,12866,54388,47126,21955
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",3,1,7,2,9,0,0,0,0,0,,11,5,39,8,11,2,27,12,40,43,,15880,14871,13684,11465,13108,11909,13035,12239,8545,10183
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,2,0,0,0,0,852,0,0,0,,579,476,536,423,345,283,1178,5914,270,85,,2981,868,629,5883,1740,1426,3658,338,359,617
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,0,,14,12,24,22,3,592,195,576,449,2038,,19116,16066,14702,11649,13257,25064,49326,46068,51275,73648
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",255,165,475,1,1,1,42,0,45,0,,19,25,683,860,481,7,288,347,15,233,,3004,2194,3087,1018,1337,3305,2441,2748,2751,3099
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,3,34,0,2,0,0,0,0,0,,5426,6346,1160,1756,864,1346,2400,554,872,2311,,11587,10993,6492,4888,3063,6501,5871,2708,1915,7518
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",100,74,2,0,0,0,0,16,5,0,,7814,6997,5124,6107,13160,2905,2045,6738,5783,6621,,8218,8474,8656,7625,8157,10948,10921,9180,9105,10582
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,5,9,10,12,2,12,19,15,1
292330,Tetraethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,22,1,3,,0,0,0,0,0,0,3,3,0,0
292425,"Alachlor """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
293110,Tetramethyl lead and tetraethyl lead,0,0,0,0,0,0,0,0,0,0,,46,0,0,2,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
291822,"O-Acetylsalicylic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,0,61,0,0,0,0,0,1,0,5,,48,36,51,47,75,18,91,49,36,28
292114,"2-(N,N-Diisopropylamino)ethylchloride hydrochloride",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
292141,Aniline and its salts (excluding inorganic or organic compounds of mercury),4,0,0,0,0,6,0,0,0,0,,0,466,1528,1504,1862,4719,6757,2479,2068,961,,145,119,119,147,896,740,2203,1016,531,1200
292146,"Amfetamine """"INN"""", benzfetamine """"INN"""", dexamfetamine """"INN"""", etilamfetamine """"INN"""", fencamfamine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,82,0,0,0,0,0,0,0,,12,52,37,47,28,3,34,71,5,30
291212,"Ethanal """"acetaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,25,12,0,0,1,0,1,0,3,1,,0,0,0,0,0,0,10,27,24,63
291241,"Vanillin """"4-hydroxy-3-methoxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,3,27,65,61,87,90,85,42,27,68,,7699,10215,8629,10497,6075,5454,1700,1475,3318,3851
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ...",0,0,0,0,0,0,0,0,0,0,,11,0,35,24,8,7,10,10,4,5,,2500,245,1072,63,1673,1364,1596,3758,9324,7178
291010,"Oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,551,545,469,403,339,189,348,498,381,1202,,981,0,0,0,0,0,0,0,3,0
290311,"Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""",0,0,0,0,0,0,0,0,0,0,,2,2,2,16,0,0,0,0,0,2,,422,498,510,392,337,464,531,324,55,168
290372,Dichlorotrifluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,16,0,98,0,3,3,6,0,0,,507,557,633,556,402,668,671,822,825,0
290513,"Butan-1-ol """"n-butyl alcohol""""""""",0,1243,575,1,1,108,31,0,0,0,,190,39,38,58,83,92,231,55,239,789,,653665,569538,225851,184193,199695,234015,196872,174620,183477,175385
293625,"Vitamin B6 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,5,66,66,189,22,64,3,6,1,2,,516,1283,633,722,651,665,857,337,692,1102
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",0,0,0,9,0,0,0,0,0,0,,17,35,363,39,0,0,1045,1021,455,877,,287,91,238,44,120,117,160,299,736,76
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,66,0,0,0,,9738,4571,4899,2902,2839,2097,2328,2907,3261,19236
293963,Lysergic acid and its salts,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,1,7,4,8,0,0,0,0,0
300230,Vaccines for veterinary medicine,0,0,0,0,0,0,0,0,2,0,,6686,8609,11759,14559,19709,20045,25476,24995,27792,32426,,150280,190480,217640,248643,272395,324512,363639,164985,293028,341355
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and ...",0,0,0,0,0,0,0,0,38,0,,0,453,314,597,38,126,229,58,93,230,,15817,9636,4243,9636,17599,27287,19252,35678,29495,26973
320110,Quebracho extract,0,0,0,0,0,0,0,0,0,0,,82,58,97,85,22,84,33,68,16,40,,8276,7291,7911,6332,7386,7530,4970,6668,5568,8472
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,112,95,49,295,11,15,2,0,11,0,,32,76,17,25,6,11,32,32,9,29,,20074,15514,11524,11133,11920,13971,12565,8904,9327,12908
350520,"Glues based on starches, dextrins or other modified starches (excluding those put up for retail ...",18,34,29,15,8,1,1,2,0,0,,287,317,354,379,437,560,648,1136,989,1058,,1389,1513,1271,1203,2374,1818,837,720,323,526
360100,Propellent powders,10,0,0,0,0,0,0,0,0,0,,0,1100,1819,2240,6395,6821,1206,488,162,0,,40994,39809,46922,42069,43392,34175,18362,11242,8604,10957
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",0,0,0,0,0,0,0,0,0,0,,735,732,1357,880,558,716,3662,757,59,522,,196,109,122,113,133,274,657,400,493,225
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,24,0,0,0,0,0,0,0,0,,124,24,0,5,0,0,0,0,0,0,,4872,600,105,46,150,419,264,373,531,1200
382312,"Oleic acid, industrial",137,137,159,136,141,96,167,61,21,0,,2112,3230,5335,4382,4143,4664,4673,2946,3615,5267,,19657,17874,19514,20369,19214,27068,25602,30273,45557,53421
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,23,0,0,0,0,0,0,0,,12,214,966,439,25,132,94,40,0,83
382484,"Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,6,1,0,0,,0,0,0,0,0,128,3,0,7,0
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,20,10,15,2,0,0,,0,0,0,0,0,0,0,0,0,0
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",0,0,0,0,0,0,7,0,0,0,,509,464,484,527,970,1112,551,205,242,394,,2256,2256,2634,3378,3697,4194,4674,5272,7340,8761
470610,Pulp of cotton linters,0,0,0,0,0,0,0,0,0,0,,0,20,166,638,0,0,0,300,0,0,,9860,6739,6274,5146,6220,11879,11669,11195,12114,9879
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",496,2569,180,4875,4093,11486,6116,4695,1204,0,,764,518,309,5328,6183,13116,15563,9342,4248,4748,,214878,209061,177742,214522,202853,231767,211563,96109,59380,17613
470730,"Recovered """"waste and scrap"""" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, ...""",4264,5696,1956,2586,1469,1705,10735,7000,1447,0,,6283,4931,2944,4685,3835,8502,15674,11004,7007,8989,,1383704,1237087,1005252,967592,854301,985827,828046,463139,206527,12462
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",1104,671,1225,457,939,2023,84,0,0,0,,16518,30886,43873,52582,47226,38931,42666,25587,15923,14530,,958972,932671,974445,942822,872263,965130,3024,0,0,0
440910,"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",75,0,0,0,3,0,0,0,0,0,,43,254,67,256,84,142,87,8,18,10,,3323,1076,1846,2012,1007,1005,1886,1576,927,1205
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",0,0,0,0,0,3,0,0,0,0,,30,69,36,14,0,12,10,16,0,13,,10447,5157,5026,5071,6800,7159,7288,5364,4743,7115
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",2,0,0,0,0,0,0,3,0,0,,37,17,26,16,23,44,25,7,3,2,,2348,2222,745,672,1491,897,1004,1552,1028,1315
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,0,0,0,0,0,0,0,0,,74,106,19,30,17,0,0,0,0,0,,3,667,580,116,91,0,0,0,0,0
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,15,32,10,3,,0,0,0,0,0,1877,2513,1430,3206,2943
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",65,52,30,15,5,0,0,0,0,0,,3983,3167,4964,2355,3432,0,0,0,0,0,,6674,4914,6703,4345,3338,0,0,0,0,0
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,10,0,5,4,7,0,0,0,0,,0,2,5,0,0,0,0,0,36,62,,427,646,869,754,259,372,592,956,459,667
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",211,43,133,189,0,31,0,2,0,0,,156,98,427,143,72,298,347,187,280,627,,185850,226649,244929,278503,266279,2467102,2433811,1850211,1638986,1531718
