Product code,Product label,"Korea, Republic of's imports from Saudi Arabia-Value in 2012","Korea, Republic of's imports from Saudi Arabia-Value in 2013","Korea, Republic of's imports from Saudi Arabia-Value in 2014","Korea, Republic of's imports from Saudi Arabia-Value in 2015","Korea, Republic of's imports from Saudi Arabia-Value in 2016","Korea, Republic of's imports from Saudi Arabia-Value in 2017","Korea, Republic of's imports from Saudi Arabia-Value in 2018","Korea, Republic of's imports from Saudi Arabia-Value in 2019","Korea, Republic of's imports from Saudi Arabia-Value in 2020","Korea, Republic of's imports from Saudi Arabia-Value in 2021",Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
81320,Dried prunes,0,0,0,0,0,0,0,0,0,0,,166,135,284,312,6,26,24,0,0,53,,4041,4651,4780,4388,4617,3895,4699,5746,6110,6634
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",0,0,0,0,0,0,0,0,0,0,,5797,8161,1237,1407,2518,1748,1773,32,17,46,,10981,9074,9908,8031,7033,5530,12653,7191,7192,7591
90220,Green tea in immediate packings of > 3 kg,0,0,0,0,0,0,0,0,0,0,,256,186,188,142,172,57,71,0,388,518,,113,547,380,66,73,366,32,35,78,74
90812,"Nutmeg, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,9,0,0,0,0,,323,412,583,527,385,484,507,442,432,620
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,21,16,63,94,37,61,62,97,57,61
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,103,330,275,58,123,1081,0,0,0,,875,767,898,931,949,985,949,1078,1422,1313
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,38,3,4,0,0,1,,144,180,85,118,70,80,90,60,27,104
100119,Durum wheat (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,0,0,0,,0,0,4,451,516,1003,18,22,1734,3161
100390,Barley (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,30742,22245,23759,22620,13681,15915,14916,19609,15068,15481
100590,Maize (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,167,0,85,17,175,40,15,0,22,,2600504,2673497,2629308,2213078,1894924,1783555,2126007,2347837,2366225,3218347
100640,Broken rice,0,0,0,0,0,0,0,0,0,0,,0,71,0,24,58,1,0,0,0,0,,15548,1981,11820,3992,1791,1,1,0,1,5545
110100,Wheat or meslin flour,0,0,0,0,0,0,0,0,0,0,,1055,1107,0,18,31,113,102,0,342,0,,16335,16062,14631,21000,15362,13182,12822,10164,9062,11701
110412,Rolled or flaked grains of oats,0,0,0,0,0,0,0,0,0,0,,307,386,283,382,173,400,676,524,388,410,,8,71,12,32,194,311,1537,1570,2570,3828
110819,"Starch (excluding wheat, maize, potato and manioc)",0,0,0,0,0,0,0,0,0,0,,0,0,0,22,17,5,15,11,0,0,,34542,27934,29670,32559,29195,31388,28812,28166,26887,30245
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7793,36384,0,138,1031,2201,2878,1988,1212,1965
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3343,4071,5426,5878,6831,8418,8300,6499,6330,8109
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,0,0,185,0,0,100,0,0,0,0,,388,799,495,399,312,596,171,512,4499,2339
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",0,0,0,0,0,0,0,0,0,0,,0,197,328,1307,777,1501,2181,309,406,1142,,79893,92851,97442,96764,96464,93991,100571,111045,99652,116935
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,18,17,0,0,0,0,,2056,1884,803,1315,1651,1474,1130,742,1143,2042
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,684
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,77,0,46,0,0,0,4
151110,Crude palm oil,0,0,0,0,0,0,0,0,0,0,,0,34,0,3,38,5,250,0,0,519,,766,906,2779,2505,3038,2549,2083,12123,807,44
151411,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,117342,77508,93205,75578,87730,96815,84739,107348,101513,211450
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,75257,82259,76112,75387,66771,58240,55782,56386,49305,45893,,128,152,469,542,1001,1427,1017,1229,1252,2037
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,6157,6797,7592,6385,6906
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,643,464,174,145,304,255,180,81,37,110
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,166,0,0,0,,55,370,504,713,745,1210,1382,1064,999,1650
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,336364,336240,378662,356622,305543,302472,354828,293730,250743,329747
470620,"Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard""""",0,0,0,0,0,0,0,0,0,0,,91,1458,0,65,17,75,105,0,0,2,,3504,4850,4004,2706,1462,2128,5368,4510,6343,6079
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",0,0,0,0,0,0,0,0,0,0,,12701,17978,13785,11049,7703,5702,13871,3186,3019,1280,,65844,71219,58388,57063,55946,80693,82983,86977,82350,118944
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",0,0,0,0,0,0,0,0,0,0,,77,0,0,46,711,132,1185,283,0,5,,27111,23812,31487,34916,28083,14298,351,1734,1731,569
480240,"Wallpaper base, uncoated",0,0,0,0,0,0,0,0,0,0,,0,0,0,22,2,61,7,0,0,0,,5440,7275,9581,6185,2479,1455,1208,656,566,1074
480254,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,23,53,4,0,6,,12780,14508,16291,15737,15124,15469,18618,13484,11816,16388
480419,"Kraftliner, uncoated, in rolls of a width > 36 cm (excluding unbleached and goods of heading ...",0,0,0,0,0,0,0,0,0,0,,23106,30975,37072,30945,5434,146,472,142,704,76,,11179,17637,19959,17078,36601,22911,36463,20821,13564,14888
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,0,0,28,22,2,0,25,23,36,425,,8297,10183,11121,13621,11964,12399,10862,11879,12300,12300
480700,"Composite paper and paperboard made by sticking flat layers of paper or paperboard together ...""",0,0,0,0,0,0,0,0,0,0,,1392,808,191,153,661,1343,1612,2620,1752,5497,,6017,5378,3596,4823,2631,3190,3264,3442,3328,5439
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",0,0,0,0,0,0,0,0,0,0,,88,157,0,29,12,1045,1013,635,869,3444,,670,3325,2116,2494,3544,4769,4298,3300,3211,3162
480990,"Transfer papers, incl. coated or impregnated paper for duplicator stencils or offset plates, ...",0,0,0,0,0,0,0,0,0,0,,332,1970,88,88,224,21,0,0,0,0,,17182,19768,18331,16662,9133,8708,16791,15121,16755,14237
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,25,40,6,0,0,322,4113,,637,1840,1778,772,752,431,212,297,370,284
481092,"Multi-ply paper and paperboard, coated on one or both sides with kaolin or other inorganic ...",0,0,0,0,0,0,0,0,0,0,,251,194,681,725,1170,846,2201,200,1168,158,,333,899,4337,5502,9030,9192,8231,11689,12800,12702
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or ...",0,0,0,0,0,0,0,0,0,0,,30,0,0,0,0,0,0,0,0,0,,5490,6406,6948,6467,5880,5455,3990,2377,2499,4420
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets ...",0,0,1,0,0,0,0,0,0,0,,613,311,142,610,111,13,415,0,7,28,,98586,94159,80657,85553,89022,90001,81999,88100,94325,100572
481890,"Paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary ...",3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,112,43,54,,26950,27288,30395,36324,43993,43769,57269,69414,70767,81309
481930,"Sacks and bags, of paper, paperboard, cellulose wadding or webs of cellulose fibres, having ...",0,0,0,0,0,0,0,0,0,0,,4221,3323,5777,3103,2282,2709,7233,5018,1042,1230,,2562,3141,3091,2566,3867,2929,4676,4420,3985,5630
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",0,0,0,0,0,0,0,0,0,0,,12046,4302,7940,7283,6839,3759,4892,4667,4773,6585,,24776,26206,30388,31287,36259,40988,41579,41635,43019,57898
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,0,0,0,0,0,0,0,0,,0,72,934,86,219,135,0,11,0,0,,152,183,106,180,111,101,152,18,8,91
482320,"Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square ...",0,0,0,0,0,0,0,0,0,0,,0,0,52,0,5,7494,2942,4633,3183,205,,10221,10319,11642,9667,10691,12173,13016,13011,21108,20700
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,172,209,240,216,398,679,394,,432,433,983,341,925,705,1222,749,843,983
490400,"Music, printed or in manuscript, whether or not bound or illustrated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,0,0,0,0,,1351,1291,1282,1247,1176,1444,1137,1497,1203,1631
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,180,201,0,0,0,0,0,,4715,4335,4060,3837,3011,2835,2351,1716,827,725
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,465,432,1574,1056,3543,6537,3446,4230,1381,771
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,1211,2163,3022,1226,2464,3592,1818,951,760,651,,0,0,0,0,0,74,4,3,0,1
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,0,0,0,0,0,,0,66,0,24,0,0,0,0,0,0,,113,0,77,53,411,568,1284,2821,4733,5294
510810,Carded yarn of fine animal hair (excluding that of wool or that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,29,63,0,0,0,0,0,,2113,3016,3088,6264,10798,9558,11033,11703,9373,11053
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,69,0,0,154,0,41,0,0,0,,2049,2942,2101,2276,1482,1591,1743,1315,1555,1970
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,97,0,0,0,0,,4870,3572,4321,4165,2540,2066,1696,1779,1311,1565
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,0,0,0,0,0,0,0,0,0,0,,0,0,162,4,1,1,9,0,0,0,,440,329,528,598,213,270,186,142,146,146
520100,"Cotton, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,24,9,4,0,3,0,,687501,609314,562259,483420,376650,407289,395115,268053,187109,262345
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,72007,83149,63788,54466,64765,67762,100916,80332,71399,105583
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,32021,33267,34076,29324,30821,32645,33209,24417,16237,23065
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,828,802,509,542,627,628,837,672,575,834
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,52440,52076,53139,47371,35615,27129,27442,21090,20364,22807
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,5201,3344,3653,2849,2201,1883,1686,1286,1514,1776
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1068,1443,1180,513,593,284,339,312,335,467
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,163,0,0,0,0,0,,2204,3586,3366,2685,1003,956,784,448,462,619
520939,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, dyed (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4148,4686,4283,4457,3592,3320,3899,4452,3555,5798
520951,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,230,240,182,365,262,231,273,348,534,559
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,1141,3498,895,7124,2435,2738,107,321,1517,40,,527,713,559,717,523,1050,882,855,552,337
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,28,0,0,19,0,0,0,0,0,,360,1923,1839,2146,2839,1151,1323,1134,712,650
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,981,1223,1042,500,1673,1926,2845,1980,1010,1150
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,244,180,255,310,326,395,719,496,426,670
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,56,0,0,0,5,19,13,43,0,1,,544,692,1005,949,1020,770,1190,920,729,912
521225,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,276,707,817,393,294,257,165,229,222,184
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4,2
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,138,178,463,295,0,74,1,0,12,4
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",0,0,0,0,0,0,0,0,0,0,,0,0,59,24,38,0,0,0,0,7,,4548,4401,5513,5267,5949,5946,9902,6501,4873,6417
540249,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or ...",0,0,0,0,0,0,0,0,0,0,,104,0,0,12,92,98,0,11,0,0,,37528,56551,74173,80404,80791,73585,86304,74015,52989,66973
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,11,12,0,135,,5006,3890,1552,922,1050,766,722,444,347,319
540263,"Multiple """"folded"""" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,217,241,73,13,498
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,0,0,0,0,0,0,0,0,0,0,,613,315,646,468,81,42,0,0,100,283,,216,94,37,18,17,10,53,17,3,11
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,7508,241,657,1110,1349,991,519,221,114,7243,,10921,9775,9806,9228,9141,6304,5655,5688,3981,5962
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,11,0,0,17,0,0,,3258,4668,5630,5850,5627,7246,7762,7748,4336,3550
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20,0,0,0,,144,387,243,396,331,382,486,1047,927,1159
540754,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,0,32,0,3,20,16,5,0,7,0,,509,469,953,1052,1165,1190,2870,5508,2858,2020
540821,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,39,0,0,0,152,153,0,0,0,,362,471,528,481,232,335,1232,1908,1112,1055
540832,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,48,0,1,190,0,0,0,0,0,,5688,4081,3787,3999,4265,3730,2692,2580,2454,3160
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,5328,2855,243,864,1466,467,258,2430,30,341,,12664,20664,27552,25754,24256,25744,27226,26908,21911,18791
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",0,0,0,0,14,0,0,0,0,0,,3882,6282,21750,38085,34677,41202,50401,37545,32136,59678,,4337,2245,1538,1599,2582,1162,1261,474,1412,1796
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,237,428,0,60,4,0,0,0,,242,31,7,0,0,0,0,6,5,0
550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,106,0,0,0,0,0,0,0,0,0,,24658,22640,15295,12015,11555,7004,5322,7663,6852,8460
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,18,0,324,135,0,0,0,,4736,3548,6574,6716,5714,2288,1891,1720,1968,2430
551110,"Yarn containing >= 85% synthetic staple fibres by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1023,1261,727,1107,867,652,1424,1342,1344,2081
551130,"Yarn of artificial staple fibres, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,662,0,0,0,0,0,0,0,0,0,,478,520,606,682,263,613,555,235,341,132
551299,"Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different ...",0,0,0,0,1,0,0,0,0,0,,139,0,0,10,0,34,0,0,0,0,,4653,4313,5013,4964,3631,2992,2951,2676,2788,3357
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,40,0,0,5,58,9,47,0,0,0,,13603,14369,14587,10722,9029,8501,8981,7604,6524,8612
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,98,96,27,61,61,43,485,0,0,0,,22,155,301,220,115,181,107,109,63,187
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,87,412,70,22,61,70,0,14,32,,3322,3500,3933,4239,1563,1074,1134,964,703,708
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,113,2,0,55,0,0,0,0,,1619,1722,2168,1522,529,827,1494,2001,1433,1366
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,0,,247,80,120,439,1247,3531,2701,848,1624,731
551643,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,685,566,555,473,508,567,523,667,226,622
560130,Textile flock and dust and mill neps,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17579,16670,17276,15673,16145,14129,13267,11449,11073,10919
560210,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,22,0,25,13,3,14,,2202,2783,3546,5180,7796,8949,9735,8188,7237,9126
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,18,,2039,1471,1297,1184,997,1189,1149,1008,924,1045
560314,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",0,0,0,0,0,0,0,0,0,0,,37,0,158,21,34,164,189,544,430,20,,13876,14845,13562,13287,9785,15346,13430,19162,17069,20870
560394,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > than ...",0,0,0,0,0,0,0,0,0,0,,1631,932,1964,4701,5500,6387,8088,7149,7856,8808,,38732,40208,39876,45053,35307,36981,42209,41444,37842,39841
560600,"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,2022,2644,3775,5697,6526,5655,7495,10888,10748,16769
580126,"Chenille fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,15,3,18,0,0,0,0,,15,10,8,16,19,2,12,13,66,24
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,0,33,0,0,0,,6057,5069,5669,4781,4197,4538,4693,3248,4152,4577
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,4670,3057,926,1353,1480,267,2244,4,22,9
580230,Tufted textile fabrics (excluding carpets and other floor coverings),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,416,879,593,516,324,1883,1212,943,431,243
580631,"Narrow woven fabrics of cotton, with a width of <= 30 cm, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,66,173,309,444,408,0,0,0,,321,220,282,1097,741,605,577,481,948,1381
580632,"Narrow woven fabrics of man-made fibres, with a width of <= 30 cm, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,29,59,0,0,0,,8971,10463,11482,14404,20375,18473,18650,18293,16362,18679
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...",0,0,0,0,0,0,0,0,0,0,,29,193,50,87,9629,4055,211,0,308,46,,78,127,107,203,365,268,172,305,197,291
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,1240,1421,3149,1918,1468,1527,1286,728,909,1248
590410,"Linoleum, whether or not cut to shape",0,0,0,0,0,0,0,0,0,0,,1208,781,277,357,191,204,131,0,6,0,,2191,2198,1653,2186,1412,2084,1793,2063,2098,2743
591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,40,69,0,93,7,0,42,1,,1269,2778,1490,2678,3089,5066,1626,1548,1090,1212
591190,"Textile products and articles, for technical purposes, specified in Note 7 to chapter 59, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,24,16,120,276,0,76,1,,39448,35809,41781,46570,60377,60666,60527,65578,82874,91672
600320,"Knitted or crocheted fabrics of cotton, of a width of <= 30 cm (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,,110,103,77,103,93,49,71,107,22,19
600340,"Knitted or crocheted fabrics of artificial fibres, of a width of <= 30 cm (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,0,1,5,18,10,1,2,2,1,5
600490,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14,34,0,0,0,0,,1535,2093,1901,1144,1213,2676,2721,3030,2197,1588
600531,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5319,6203,7884,6632,8825,0,0,0,0,0
600538,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4882,5264,4222,4188,6865
600622,"Dyed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6849,7252,6676,6557,7182,8370,8100,7209,5726,9231
