Product code,Product label,Russian Federation's imports from China-Value in 2012,Russian Federation's imports from China-Value in 2013,Russian Federation's imports from China-Value in 2014,Russian Federation's imports from China-Value in 2015,Russian Federation's imports from China-Value in 2016,Russian Federation's imports from China-Value in 2017,Russian Federation's imports from China-Value in 2018,Russian Federation's imports from China-Value in 2019,Russian Federation's imports from China-Value in 2020,Russian Federation's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
910299,"Pocket-watches and the like, incl. stop-watches, with hand or automatic winding (excluding ...",21,113,16,7,2,62,50,861,232,11,,9573,8237,9417,10001,7912,7858,12408,27267,4568,7223,,97,179,49,29,12,122,112,919,279,44
911290,"Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other ...",19,18,22,1,2,3,1,2,0,11,,982,1164,854,1151,681,462,725,490,429,533,,19,19,24,2,5,5,2,7,0,17
490810,"Transfers """"decalcomanias"""", vitrifiable""""",41,27,18,3,15,2,1,1,0,11,,4373,88942,42838,122657,88498,56160,48664,12271,12407,19201,,2615,2138,1442,1200,1566,1403,1407,1281,1006,1017
843241,Manure spreaders (excl. sprayers),0,0,0,0,0,1,0,16,12,11,,0,0,0,0,0,502,1768,1728,1759,1557,,0,0,0,0,193,9386,8995,6757,5966,9754
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,11,,902730,568488,356638,204858,384581,761136,438080,544555,209124,134405,,363952,278441,137588,80760,58827,161833,88960,76631,56150,170342
510620,"Carded wool yarn containing predominantly, but < 85% wool by weight (excluding that put up ...",3,13,50,14,2,35,49,48,22,11,,63228,79248,94519,76099,78520,62592,90056,63151,43854,48619,,590,794,555,576,706,537,889,1176,602,499
530500,"Coconut, abaca Manila hemp or Musa textilis Nee"""", ramie, agave and other vegetable textile ...""",488,508,489,252,130,538,88,102,34,11,,3847,3193,3922,3721,2776,3163,2778,3491,2253,2170,,3476,5322,4720,4671,5637,5069,5415,6520,2943,4015
721114,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than ...""",97,224,223,126,142,94,26,12,0,11,,5805,7353,8679,11486,14149,16533,21326,9967,32561,16844,,12508,2944,2429,1230,1381,1884,2224,1878,1206,2248
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",18,16,7,16,0,11,132,59,1,11,,66499,35951,26555,26012,15390,16935,32937,20703,24237,29055,,110,19,52,18,43,17,141,62,4,17
190520,"Gingerbread and the like, whether or not containing cocoa",180,211,205,83,122,98,40,55,32,11,,0,235,73,71,82,93,62,39,32,30,,3015,4108,3929,1821,1993,3429,4087,3832,3158,4378
530890,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...""",90,163,145,162,153,217,140,76,62,11,,70968,34411,34885,34869,24754,22120,21951,18976,17712,22300,,5930,2185,2729,2770,2572,2433,2958,2646,2483,1466
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...",0,0,0,0,0,70,73,33,11,11,,2352,3888,3281,3056,1546,1235,1501,3195,3541,3151,,44058,55831,64799,44360,49657,52987,59731,55915,56316,73447
581010,"Embroidery on a textile fabric ground without visible ground, in the piece, in strips or in ...",95,30,4,6,25,92,51,22,16,10,,26187,30396,55870,64667,68951,106743,99853,50110,38562,54070,,116,268,96,271,331,339,136,114,64,126
780411,"Lead sheets, strip and foil, of a thickness """"excluding any backing"""" of <= 0,2 mm""""",0,1,0,0,0,0,2,10,9,10,,345,19246,7041,2386,354,686,642,530,335,802,,199,160,85,36,22,28,105,91,109,73
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.",0,0,0,0,0,0,12,13,13,10,,3374,2352,1814,2458,1607,2277,998,690,1543,983,,15533,14615,13806,18255,15879,33341,15901,17086,19433,32409
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",180,95,50,1,5,19,1,18,11,10,,20391,14543,21551,16968,16899,14874,9979,9958,9453,10610,,651,519,478,260,227,322,97,96,70,39
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",16,6,5,0,16,0,9,14,0,10,,517,1275,2069,2368,3770,2877,3534,3331,1074,925,,1405,1106,31,50,44,4,12,16,2,10
520642,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",16,0,1,0,155,12,45,0,0,10,,92484,107227,94195,88898,78444,84703,83635,81441,53551,50674,,58,1,52,17,212,50,151,44,30,70
580123,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",1,43,82,99,98,74,2,64,93,10,,101088,48289,21525,16635,18609,17205,27082,198969,49661,25685,,80,50,104,111,114,102,10,108,312,158
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",34,126,11,11,6,24,11,30,4,10,,35095,57686,75176,89126,78743,119906,105323,244768,303245,138880,,10816,14634,15164,17399,3905,4669,7390,4404,2217,2424
910819,"Watch movements, complete and assembled, electrically operated, with combined opto-electronic ...",1,0,19,23,8,2,6,4,5,10,,694682,106477,5146,2455,902,1357,1298,2028,812,8021,,5,4,25,25,11,8,14,13,13,23
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",0,0,1,0,0,1,19,0,12,10,,818,1127,1287,1371,1367,2090,2959,4482,4718,5842,,12124,10002,7556,8353,6762,8130,5535,6616,7265,9767
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",22,30,12,9,0,0,0,0,0,10,,4563,3263,3280,1796,1145,2865,1639,6207,14848,5604,,203,208,192,112,66,50,70,486,304,186
850240,Electric rotary converters,6,6,7,0,0,4,0,0,0,9,,1050,37,68,149,168,155,527,1323,1288,469,,7553,10920,10898,1037,328,64,343,443,560,382
570210,"Kelem, Schumacks, Karamanie and similar hand-woven rugs, whether or not made up",29,146,7,3,106,0,252,4,11,9,,2736,1801,2210,2321,1918,2233,1630,1105,1422,1087,,791,1076,6524,399,1073,692,1031,491,257,373
440797,"Poplar and aspen """"Populus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or ...""",0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,192,445,3820,1111,6916,,0,0,0,0,0,2,2,18,8,17
291423,Ionones and methylionones,0,0,0,0,0,3,4,1,4,9,,13782,10896,9616,19631,23211,20729,32146,23242,24216,25747,,0,0,13,21,14,63,30,15,13,21
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",0,11,0,0,0,0,0,0,0,9,,199831,167087,144536,102836,84331,58458,79524,52102,30089,23578,,157,198,602,118,102,905,283,577,3361,787
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",3,0,5,1,0,0,8,2,0,9,,11154,8965,8438,6833,4696,4851,4229,3362,3276,3181,,1819,2256,3101,2217,1970,1408,1291,1368,828,866
911410,"Springs for clocks or watches, incl. hairsprings",2,1,1,1,1,1,3,5,7,9,,1198,1252,1211,1130,1022,1021,1138,963,875,931,,38,41,52,39,23,36,23,54,35,42
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",188,167,132,66,24,13,25,8,23,9,,82058,104169,108649,119555,105078,105565,96843,110777,110594,149352,,779,936,691,529,590,712,755,707,870,1504
720926,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",702,770,278,138,32,2,12,10,69,9,,33151,35974,49931,34848,25729,36843,36563,40003,49350,50826,,52158,43305,35633,32118,29280,37530,37532,35702,27798,48693
110811,Wheat starch,27,78,136,105,70,38,28,11,6,9,,3349,3712,3142,2071,1618,1363,1843,1450,1406,1201,,2443,2836,2625,1624,1833,1807,1975,2186,2554,4012
580126,"Chenille fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",13,0,23,0,0,2,3,80,12,9,,797,666,1234,4866,785,937,1167,2528,2531,674,,174,60,51,3,3,17,95,104,41,60
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",20,25,28,38,47,134,9,17,7,9,,22740,21738,24783,26156,50158,99791,36546,40169,49992,53827,,2730,806,912,3060,3045,3257,942,1339,1197,1289
700420,"Sheets of glass, drawn or blown, coloured throughout the mass """"body tinted"""" opacified, flashed ...""",243,25,26,13,0,1,1,1,2,9,,2853,3975,2890,3242,5209,4035,5453,8017,9133,10677,,1181,776,354,274,312,218,142,656,93,131
110419,Rolled or flaked grains of cereals (excluding oats),0,0,10,0,0,0,0,0,0,9,,0,0,0,0,0,0,4,3,0,0,,4841,5641,6010,2722,2180,2024,1847,1667,1391,1457
730290,"Sleepers """"cross-ties"""", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates ...""",39,236,2,12,14,1,8,19,181,8,,47276,55877,50960,41303,40998,29423,37758,64475,54555,36990,,4766,9631,5999,3351,2927,3807,3742,4633,4233,4337
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",11,4,6,3,7,22,26,23,6,8,,9286,4631,747,443,688,993,1280,372,246,371,,47,139,197,42,64,99,109,101,64,99
80420,Fresh or dried figs,2,0,0,0,0,10,10,12,5,8,,119,175,291,280,393,636,576,629,1157,773,,17319,16134,13057,5940,4876,7720,8361,9721,11930,12098
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",0,4,0,2,0,0,0,1,1,8,,16047472,12118916,5178686,2722126,1647084,1203845,530063,375617,273645,112628,,665,2446,2067,784,774,1341,691,1948,3358,3654
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",15,8,32,6,0,43,72,10,9,8,,156079,140064,124861,104106,89696,83688,88395,71702,44316,44200,,94,43,66,82,11,51,89,58,13,28
521152,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",28,0,18,4,0,10,17,20,10,8,,2658,7309,6584,4583,6472,11735,10793,19219,16376,14419,,1236,1047,762,747,662,685,881,782,581,931
901090,"Parts and accessories for apparatus and equipment for photographic or cinematographic laboratories, ...",25,15,10,7,4,5,3,3,1,8,,4543,4560,2256,1966,1839,1181,1103,1378,987,944,,481,333,257,137,229,212,177,315,170,138
960891,Pen nibs and nib points,9,3,0,0,5,3,2,2,2,8,,3581,4436,2797,3229,3450,3280,4200,3703,2229,3088,,92,133,106,44,54,55,70,104,74,106
520959,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, printed ...",35,269,1,20,79,20,11,2,27,8,,79915,96906,81826,67548,63624,55068,57425,57641,36312,39456,,139,427,139,257,175,186,250,113,156,254
700320,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or ...",27,31,32,1,97,6,5,2,0,8,,4777,4129,2904,3533,2551,1190,1453,1197,1049,1985,,3008,3218,2276,1561,1394,1490,1899,1534,1576,1166
521119,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,54,37,0,0,0,8,,29262,26614,18379,16979,42859,52062,15314,19377,16728,16535,,60,118,81,44,107,114,220,65,45,79
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",13,69,99,20,51,39,1,13,68,8,,107493,123371,72005,53738,34462,37419,34407,14957,10656,13391,,152,395,1286,1584,1117,2109,537,245,311,291
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,1,0,10,8,,0,0,0,0,0,1867,2146,416,7721,15633,,0,0,0,0,0,25830,68034,60846,22003,37231
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,3,0,0,0,0,7,,1028,1119,1204,1501,2125,1828,1662,2231,4232,2890,,1,1,40,24,3,36,87,160,46,130
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",296,144,95,42,0,0,0,0,9,7,,26380,32062,27924,20301,30138,51770,74895,99618,85509,125551,,449,172,98,60,25,25,15,31,12,59
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",35,80,34,0,25,0,9,2,0,7,,5943,8952,5173,4064,2353,2314,2039,2365,1840,1720,,84,106,58,14,38,31,57,60,27,12
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,23,605,560,101,213,7,,27648,44413,51753,64188,56080,50242,44504,29432,22146,34977,,2,10,28,0,43,616,572,345,776,475
630240,"Table linen, knitted or crocheted",107,104,89,22,28,5,21,2,34,7,,41469,32230,45673,34575,23717,19960,18462,16693,14078,14978,,313,193,105,54,36,28,50,6,37,35
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",0,0,0,0,0,0,0,0,0,7,,30100,11281,52747,50561,66543,56935,21212,36261,47992,164018,,43412,30479,35093,22245,15745,5195,2103,2097,987,2241
220600,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",773,500,393,157,106,121,67,15,12,7,,33900,30914,30165,28268,30523,33446,35685,34161,31305,29096,,45762,68644,78511,43465,46492,57471,68368,69226,53328,64118
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",14,8,10,26,2,19,38,13,16,7,,38344,57875,68121,46686,57383,68719,48876,68747,63297,36743,,7774,17563,17200,10313,3623,3561,7354,7911,1532,3363
901420,Instruments and appliances for aeronautical or space navigation (excluding compasses and radio ...,3,104,347,20,0,3,1,5,2,7,,22263,17795,13233,20325,17089,14494,12444,27139,16472,12922,,44236,37358,31078,22567,14017,17004,20952,14211,15351,44733
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,0,1,3,9,7,7,,2,0,3,4,82,1,19,4,3,78,,43,50,30,71,76,237,126,49,17,11
847090,"Accounting machines, postage-franking machines, ticket-issuing machines and similar machines, ...",134,2018,7,942,64,1207,267,385,37,7,,34689,49280,46912,56533,29889,51559,47937,63356,54259,44668,,1366,17147,638,1320,383,2490,4631,3816,1406,353
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",0,0,0,0,0,0,10,0,0,7,,145,233,229,523,380,2027,4733,676,1101,3254,,96,101,72,0,1,17,25,166,20,72
160510,"Crab, prepared or preserved (excluding smoked)",1162,404,264,0,0,36,0,0,0,7,,780511,679247,705347,685640,686600,737038,699983,333833,292244,337949,,1379,730,548,400,316,432,590,728,591,619
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",0,0,0,0,0,0,0,4,1,7,,2593,2396,2029,2072,2162,1471,1590,1754,2155,1989,,21714,25038,17465,12816,9180,8883,7629,8736,10469,10592
640110,"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of ...",42,57,14,61,18,42,15,25,17,7,,27137,30514,46348,30209,27760,27643,30348,28066,27382,31492,,1217,744,434,391,769,593,776,1366,970,765
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",0,7,0,0,0,11,0,0,0,7,,1787,813,646,307,65,591,802,233,10,30,,1345,8,2,355,8,19,52,1,0,7
551691,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",24,7,22,0,0,15,3,0,5,6,,19967,19222,23616,18512,15761,17298,23589,26878,15511,22269,,35,7,22,0,1,29,12,3,9,11
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),1,13,25,73,16,8,11,17,4,6,,189211,199100,218766,190323,166932,206720,205596,179080,156807,251815,,60269,59536,52583,38793,35400,42599,41883,42386,35160,48483
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,1,4,2,11,6,6,,2838,2926,3195,3650,874,12,36,62,60,34,,470,429,408,40,109,110,96,116,12,72
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",278,192,22,72,104,85,43,15,14,6,,22146,23603,23049,27031,27545,21033,22015,27096,11390,10802,,3151,3477,2760,1890,1892,1587,1678,1558,880,858
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,16,38,37,16,104,29,5,6,,58073,53410,53033,39320,32496,41200,39742,30921,24514,26801,,90,210,71,79,70,60,380,103,50,63
844314,"Letterpress printing machinery, reel fed (excluding flexographic printing machinery)",58,484,288,0,188,6,21,700,0,6,,17691,24045,21958,28046,28504,22968,27301,29877,23156,23413,,1777,493,373,7,598,66,319,1270,894,595
910812,"Watch movements, complete and assembled, electrically operated, with opto-electronic display ...",14,2,4,23,28,18,41,13,6,6,,8505,5290,6710,6642,5686,5893,4838,6237,2736,4944,,16,6,9,28,31,21,42,15,7,8
252610,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ...",462,227,45,116,724,86,213,261,68,6,,50200,39865,43294,40625,71474,33071,36953,28710,26311,29152,,488,279,46,122,724,86,213,311,72,22
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",0,0,1,1,0,7,0,1,0,6,,22,19,6,260,48,163714,44998,258,18,449,,2622,995,16496,29807,41697,88583,98783,185847,72484,156182
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",0,0,0,0,0,0,0,0,76,6,,0,0,0,0,0,0,0,58,3752,27400,,5,6,5,5,6,9,9,5,92,14
521159,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",39,57,7,15,13,2,1,64,0,6,,23473,30549,36116,25974,22719,19641,20110,19612,18352,15988,,253,255,191,189,360,371,218,339,290,208
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",5,24,1112,27,15,35,7,3,5,6,,1656,2445,3686,1772,1626,1710,1556,1906,1413,1481,,198,289,1418,124,164,126,22,7,5,8
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",87,23,10,76,8,10,18,8,5,5,,1488,1113,969,1352,2301,1358,1772,1051,949,772,,220,150,63,128,78,51,255,192,206,220
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",0,0,0,0,5,1,0,0,0,5,,45,222,125,28,556,36,61,339,106,62,,57,74,60,76,119,68,111,103,56,202
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",36,42,102,4,41,63,29,4,15,5,,8579,8646,16623,17292,13047,16627,20567,18491,21782,32779,,1266,1199,1388,713,876,899,1144,732,467,569
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",253,219,446,0,142,6,0,2,2,5,,458,838,2195,940,750,642,1084,610,1939,2025,,830,916,1216,383,464,301,336,284,379,641
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles ...",262,253,155,93,115,78,19,20,2,5,,1185354,1621352,2205800,2201371,1263456,989185,963393,1146305,1274835,2515933,,440,703,513,352,211,185,170,190,249,380
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",12,43,35,1,10,0,4,1,4,5,,104752,111097,118839,126185,105026,97007,90305,85441,87576,84702,,25,90,66,27,200,2,24,74,55,38
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,1,0,1,0,2,15,1,3,5,,9711,10850,12760,13382,12435,13626,18129,11626,11755,16878,,0,3,7,7,7,3,163,4,4,8
843352,Threshing machinery (excluding combine harvester-threshers),15,14,5,1,4,0,28,61,0,5,,4552,7510,10049,6643,5041,6913,6591,6635,8891,11774,,137436,26397,11094,11542,55328,80031,30290,39732,53541,66229
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,1,1,5,,17995,23398,20953,18808,17999,17801,21108,20028,12264,14377,,16,17,16,6,43,49,119,66,152,106
551020,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,16,59,12,0,13,64,0,11,5,,19086,15957,15807,11867,7386,4643,7841,7590,4575,4665,,6,33,59,18,29,395,501,713,1405,584
