Product code,Product label,Australia's imports from Saudi Arabia-Value in 2012,Australia's imports from Saudi Arabia-Value in 2013,Australia's imports from Saudi Arabia-Value in 2014,Australia's imports from Saudi Arabia-Value in 2015,Australia's imports from Saudi Arabia-Value in 2016,Australia's imports from Saudi Arabia-Value in 2017,Australia's imports from Saudi Arabia-Value in 2018,Australia's imports from Saudi Arabia-Value in 2019,Australia's imports from Saudi Arabia-Value in 2020,Australia's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
120923,Fescue seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,5,0,0,0,0,0,,1913,1898,1851,2420,2204,2744,3221,3217,3018,2549
121150,"Ephedra plants and parts thereof, incl. seeds and fruits, fresh, chilled, frozen or dried, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
121293,"Sugar cane, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,5,5,12,0,0,0,,0,12,2,10,26,6,0,80,26,18
121410,Alfalfa meal and pellets,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,0,4,18,54,142,347,472,9,34
140120,Rattans,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,97,164,239,213,284,317,326,299,367,334
140420,Cotton linters,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,9,19,8,7,10,11,11,9,9
150410,"Fish-liver oils and their fractions, whether or not refined (excluding chemically modified)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,2894,3167,2074,3660,232,1204,923,1961,1120,1097
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",0,0,0,0,0,0,0,0,0,0,,13744,15338,16525,16944,9566,4285,1899,11898,5352,16785,,19760,21637,23806,21794,17789,20596,22978,18257,17766,27147
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,0,0,2,0,0,0,0,0,0,0,,334,428,368,769,666,945,914,936,209,1255,,62641,62622,69659,46514,72210,67992,85336,73007,86771,92477
151219,"Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically ...",1,4,0,5,2,0,14,14,4,0,,50468,42569,28439,23959,35015,26214,26006,20279,24064,51469,,16190,17879,32682,31895,28342,28530,34466,42254,55080,54980
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",0,0,0,0,0,0,0,0,0,0,,185,2826,1716,530,1794,7930,19201,34460,41171,75042,,6720,4811,5489,3733,3254,3717,3237,3075,4152,5074
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,688,26,103,14,431,181,255,19,197,178
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,197,0,0,1,11,0,0,0,0,0,,25472,28736,26505,27027,29129,28880,27763,27377,24371,29363
160555,"Octopus, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1400,1664,1709,1899,1929,2433,2678,3225,3139,3724
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,844,550,74,453,81,171,260,562,957,1633,,146,232,304,552,629,485,475,418,472,942
180200,"Cocoa shells, husks, skins and other cocoa waste",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,218,523,493,357,8,11,35,37,19,13
180320,"Cocoa paste, wholly or partly defatted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,37938,32260,38119,36739,40490,45805,41199,648,47,112
10190,Live mules and hinnies,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,,5732,33,0,0,0,0,0,0,0,41
10611,Live primates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,1,39,149,0,0,1,0,0,0
10649,Live insects (excluding bees),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,11,20,14,14,12,0,0,0,3,4
20311,Fresh or chilled carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
20450,"Fresh, chilled or frozen meat of goats",0,0,0,0,0,0,0,0,0,0,,93,0,0,0,55,77,345,125,0,0,,78,120,4,236,428,110,344,47,0,162
20810,"Fresh, chilled or frozen meat and edible offal of rabbits or hares",0,0,0,0,0,0,0,0,0,0,,126,0,35,1513,230,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
20890,"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals ...""",0,0,0,0,0,0,0,0,0,0,,5769,1276,1684,1605,1510,2279,1037,1599,1538,1275,,663,1010,1255,529,591,260,182,416,1,2
20990,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0
21019,"Meat of swine, salted, in brine, dried or smoked (excluding hams, shoulders and cuts thereof, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,15846,20777,21286,22635,22515,26382,29915,23095,25239,27087
21091,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,40,0,0,43,0,,0,0,0,0,0,0,0,0,0,0
30191,"Live trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,12,0,0,,0,0,0,0,0,0,0,0,0,0
30219,"Fresh or chilled salmonidae (excluding trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,1002,846,3423,3831,3955,2463,1522,220,0,0,,2,0,15,0,0,0,0,0,0,17
30235,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,130,0,0,238,0,0,0,0,0,,17,5,6,18,63,10,13,10,6,3
30236,"Fresh or chilled Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,18,0,0,0,0,0,,25,3,6,11,27,4,56,8,12,30
30254,"Fresh or chilled hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,33,19,17,20,15,8,5,9,6,1
30273,"Fresh or chilled carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,2,0,0,0,0,0,0
30279,"Fresh or chilled, Nile perch """"Lates niloticus"""" and snakeheads """"Channa spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,36,0,0,7,127,0,0,0,0,,0,0,5,14,64,0,1,35,0,0
30281,Fresh or chilled dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3555,3530,3449,2733,2158,2018,2332,1919,2820,4435
30333,"Frozen sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1200,1170,795,681,801,611,639,744,643,846
30354,"Frozen mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,65,1078,2735,1393,101,328,57,803,1266,512,,621,1040,928,850,821,1181,843,929,1168,1244
30355,"Frozen jack and horse mackerel """"Trachurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,37,0,74,90,60,0,34,0,254,0,,73,93,269,71,59,91,58,26,19,27
30383,"Frozen toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2371,1667,3318,5360,2583,8323,6180,6299,6973,5331
30446,"Fresh or chilled fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30447,Fresh or chilled fillets of dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,156,23,125,46,205
30451,"Fresh or chilled meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,30,75,146,243,255,258,127
30454,"Fresh or chilled meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,8,10,0,0,0,1,0,35,76
30474,"Frozen fillets of hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,21879,21022,17449,17959,16913,16422,16959,16221,13594,17352
30489,"Frozen fish fillets, n.e.s.",0,0,166,96,18,249,858,0,0,0,,223,0,34,0,0,2,0,0,5,5,,166692,161305,167897,146227,150441,135695,150132,129280,110651,127706
30491,"Frozen meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding fillets)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,107,13,347,0,0,0,91,60,9,27
30492,"Frozen meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding fillets)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,251,140,0,2,26,47,0,175,35
30554,"Dried herrings """"Clupea harengus, Clupea pallasii"""", anchovies """"Engraulis spp."""", sardines ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,286,538,658,997,1063
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",0,0,0,0,0,0,0,0,0,0,,0,45,0,6,0,114,292,612,835,423,,13300,17183,19569,19000,15938,14731,15487,19915,11783,14776
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...",0,0,0,0,0,0,0,611,0,0,,25792,6135,50154,69198,98229,228216,261035,111901,51491,96828,,202797,237535,295863,201581,181004,165239,188364,165685,149225,187369
30633,"Crabs, whether in shell or not, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,121,,0,0,0,0,0,0,0,20,0,4
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even ...",0,0,0,0,0,0,0,0,0,0,,566,0,0,0,0,3,10,0,0,0,,47428,46594,41233,36429,45483,4748,1332,1034,1195,1705
30739,"Mussels """"Mytilus spp., Perna spp."""", smoked, frozen, dried, salted or in brine, with or without ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,125,0,88,0,0,,8527,10555,8770,7994,8911,5632,3917,2919,2759,3103
30743,"Cuttle fish and squid, frozen, with or without shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,75884,75019,76763,55100,68526
30783,"Frozen, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,218,138,180,349,560
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,942,687,402,617,1142
30812,"Frozen sea cucumbers """"Stichopus japonicus, Holothuroidea""""""""",0,0,0,0,0,0,10,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1081,602,819,425,852
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...",0,0,40,0,0,0,0,0,0,0,,127155,100496,106748,87123,52098,33436,1319,3034,10052,7599,,3685,2367,3195,3465,2639,2639,2745,2494,1836,1877
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",0,0,65,46,80,0,0,0,0,0,,4363,4910,7241,8958,33491,26057,1671,3539,6388,6182,,5290,5625,6401,5337,4699,7494,8627,8018,6341,8066
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",0,0,0,0,0,0,0,0,0,0,,56322,50766,65126,40963,42487,50640,36122,15032,27542,23817,,11933,22844,29221,36241,24768,21690,43500,46001,62288,51260
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",0,0,0,0,0,0,0,0,0,0,,18414,14875,956,1132,117,553,523,2779,5600,22,,9737,20771,19151,11194,9193,8081,6029,8161,9059,9906
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, ...",0,390,113,0,0,0,0,0,0,0,,7471,6738,4923,7731,1109,2403,2648,3729,6865,4466,,10903,14695,15501,18041,21524,33730,41564,32958,38317,32318
40630,"Processed cheese, not grated or powdered",4,0,0,0,0,0,0,0,0,0,,28233,35495,37472,14421,23118,112761,124539,133358,187802,157553,,46369,41063,45601,63193,63022,56524,46663,46649,100442,110026
420232,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,47,51,75,0,0,0,,75149,95476,101137,100045,101916,109918,118411,110772,99393,107404
420321,"Specially designed gloves for use in sport, of leather or composition leather",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,43,0,0,0,0,,13971,11815,11099,10747,10030,8823,11492,11341,11172,15223
430220,"Heads, tails, paws and other pieces or cuttings of tanned or dressed furskins, not assembled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6,80,201,82,107,85,110,191,205,54
440122,Wood in chips or particles (excluding those of a kind used principally for dying or tanning ...,0,0,0,0,0,1,0,0,0,0,,72,98,0,0,39,1,4,0,0,0,,2218,2536,3073,2750,3173,3508,4268,3387,2719,4446
440320,"Coniferous wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,59,0,0,0,0,0,,130,19,133,159,112,0,0,0,0,0
440341,"Dark red meranti, light red meranti and meranti bakau wood in the rough, whether or not stripped ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,197,205,231,205,216,224,217,221,15,15
440719,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,24689,34627,23351,16641,23724
441192,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,28,0,0,0,0,0,0,,1604,4898,4468,1867,124,70,29,0,0,0,,53011,57255,61183,52047,53259,48708,51245,39385,33549,39541
441193,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,96,594,543,0,0,94,0,7,,511,1083,1220,1413,1440,3448,1138,627,530,246
441232,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,27,397,499,221,19,87,0,0,0,,19706,20353,25980,29203,48526,0,0,0,0,0
441810,"Windows, French windows and their frames, of wood",0,0,0,0,0,0,0,0,0,0,,0,104,0,27,1,28,5,0,44,0,,8375,8868,9748,9899,18029,22018,22540,17117,15866,21318
441850,"Shingles and shakes, of wood",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,45,49,0,0,0,0,,247,325,380,345,322,383,284,347,428,225
441872,"Flooring panels, multilayer, assembled, of wood (excluding for mosaic floors)",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,5,107,11,0,0,0,,12133,15784,22284,43039,52644,0,0,0,0,0
441900,"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,32,72,23,70,50,7,66,,22604,25067,28775,32709,33138,0,0,0,0,0
460129,"Mats, matting and screens, of vegetable plaiting materials, flat-woven or bound together in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,10,0,0,78,,2517,1698,1862,1575,1004,907,1156,1600,1885,1746
470200,"Chemical wood pulp, dissolving grades",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,39,0,0,0,0,0,,357,1058,0,239,559,367,569,290,598,955
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,74,0,0,0,10,4,0,0,,63779,75001,83227,54880,50242,52406,58698,51995,60167,80494
480449,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,43,181,464,1,229,0,0,6,0,0,,221,120,26,113,23,25,55,23,52,117
480593,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,0,47,0,0,54,19,93,1573,14,2483,,4558,3802,4753,4301,4190,3685,4971,4090,3951,4897
480610,"Vegetable parchment, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,0,0,,841,1084,1731,1611,1514,1856,2701,1978,1782,3073
480810,"Corrugated paper and paperboard """"with or without glued flat surface sheets"""", whether or ...""",0,0,0,0,0,0,0,0,0,0,,3602,1671,2609,5153,2523,2291,6596,4375,3192,3367,,1566,1055,717,712,608,797,593,653,1367,2934
481022,"Lightweight coated paper used for writing, printing or other graphic purposes, total weight ...",0,0,0,0,0,0,0,0,0,0,,0,48,0,7,15,43,33,3,0,0,,197570,181664,145158,91768,77666,57061,63887,49103,22467,19459
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",0,0,0,0,0,0,0,0,0,0,,1113,881,694,1185,14103,29424,20461,8074,14549,1536,,73120,62583,77181,74434,84854,101282,106952,102433,102335,115595
481720,"Letter cards, plain postcards and correspondence cards, of paper or paperboard (excluding those ...",0,0,0,0,0,0,0,0,0,0,,1463,0,0,13,25,7,14,0,0,0,,1868,1870,2041,1968,1486,1119,857,764,847,960
481950,"Packing containers, incl. record sleeves, of paper, paperboard, cellulose wadding or webs of ...",0,0,0,0,0,0,0,0,0,0,,188,27,135,38,30,10,44,0,0,112,,14688,21206,13554,13186,10426,11563,12498,15102,22472,31003
482020,Exercise books of paper or paperboard,0,0,0,0,0,0,0,0,0,0,,0,0,147,185,82,49,16,0,8,0,,9125,10059,9607,7345,9395,8136,8035,7063,6489,8514
482050,"Albums for samples or collections, of paper or paperboard",0,0,0,0,0,0,0,0,0,0,,1065,890,586,169,14,7,0,0,0,0,,9148,8360,10058,7707,8861,4296,4278,7441,4269,2474
482361,"Trays, dishes, plates, cups and the like, of bamboo paper or bamboo paperboard",0,0,0,0,0,0,0,0,0,0,,0,27,0,0,57,165,0,0,0,1,,1,61,103,125,309,395,545,656,1240,1858
491000,"Calendars of any kinds, printed, incl. calendars blocks",0,0,0,1,0,0,0,0,0,0,,0,107,0,118,30,49,3,0,0,8,,18485,19745,19322,17155,18318,17355,18954,16557,13467,15537
510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,33,21,0,0,0,0,0,,6011,6938,10412,9504,10779,8733,6658,5780,4622,4152
510310,Noils of wool or of fine animal hair (excluding garnetted stock),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,3,0,0,0,0
510710,Yarn of combed wool containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,19609,10967,8171,5707,8694,7558,7299,6923,4082,7483
510820,Combed yarn of fine animal hair (excluding that of wool and that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,800,704,272,318,179,125,162,217,139,131
510990,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail ...",0,0,0,0,0,0,0,0,0,0,,29,0,71,0,1,1,0,0,0,0,,2196,2010,2892,2091,2237,1674,1486,866,1367,995
511000,"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,0,2,1,0,0,1,1,3,0
520521,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1090,152,313,198,137,179,165,200,166,201
520524,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,957,1389,560,504,865,636,462,348,380,670
520544,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,32,116,4,15,7,1,3,3,0
520621,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,59,4,0,8,8,18,65,5
520624,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,51,2,0,0,19,14,41,48,81,0
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,0,0,0,,1398,1036,1196,1301,986,761,922,684,909,841
520839,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, dyed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,2,0,0,0,17,0,,4008,3120,2269,1785,1659,1685,930,947,1259,1380
520851,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,49,0,0,0,0,0,0,0,0,,2040,1937,1801,1646,1391,1774,1340,1292,1203,1502
520943,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,34,13,16,0,40,32,21,18,17,2
521021,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,64,0,0,0,,250,177,156,148,51,65,28,22,48,5
521032,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,41,17,13,50,40,11,15,18,36
521049,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,26,12,8,0,0,0,,78,328,533,95,94,78,106,106,105,118
521141,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,79,89,127,110,103,117,80,72,99,133
521213,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,35,0,0,0,38,0,0,0,0,0,,384,425,669,288,343,239,295,158,738,539
530310,"Jute and other textile bast fibres, raw or retted (excluding flax, true hemp and ramie)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,764,87,106,35,1,7,13,14,8,17
530820,Hemp yarn,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,4,1,9,11,5,5,6,6,11
530890,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...""",0,0,0,0,0,0,0,0,0,0,,35,148,0,41,0,49,0,0,0,0,,286,250,328,232,186,182,286,245,193,235
540211,High-tenacity filament yarn of aramids (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,349,43,264,0,,1504,1240,1087,1275,810,1442,1400,1123,928,1198
540220,High-tenacity filament yarn of polyesters (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,3158,5199,551,742,338,364,86,0,0,0,,8276,7579,8480,6009,4187,6281,7754,5814,5994,6258
540349,"Multiple """"folded"""" or cabled artificial filament yarn, incl. artificial monofilament of < ...""",0,0,0,0,0,0,0,0,0,0,,0,38,0,0,5,3,0,9,0,0,,44,28,6,37,36,62,13,3,27,2
540782,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,153,0,0,0,2,15,55,0,0,0,,3280,2563,2080,2264,1330,1463,1661,1215,1507,1475
550130,"Filament tow as specified in Note 1 to chapter 55, acrylic or modacrylic",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,26,0,0,0,0,0,,4,22,38,16,3,9,126,69,40,40
550190,"Synthetic filament tow as specified in Note 1 to chapter 55 (excluding that of acrylic, modacrylic, ...",0,0,0,0,0,0,0,0,0,0,,217,0,0,129,153,110,75,19,0,0,,0,0,4,6,2,4,9,1,13,55
550210,"Artificial filament tow as specified in Note 1 to chapter 55, of acetate",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",0,0,0,0,0,0,0,0,0,0,,114,89,0,0,320,40,0,0,12,0,,1305,1636,1212,1231,1033,996,767,1022,1473,982
550410,"Staple fibres of viscose rayon, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,,4781,3684,1883,2786,3404,3329,3133,2366,2419,1119
550690,"Synthetic staple fibres carded, combed or otherwise processed for spinning (excluding acrylic, ...",0,0,0,0,0,0,0,0,0,0,,0,29,0,174,76,2,0,0,2996,486,,48,27,12,8,10,19,0,0,21,32
550810,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,662,2678,2019,1951,1882,1175,881,442,808,,1972,1734,1600,1673,1624,1291,1403,1171,1548,1534
550922,"Multiple """"folded"""" or cabled yarn containing >= 85% polyester staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1225,834,1069,812,577,696,532,372,580,569
