Product code,Product label,"Viet Nam's imports from Korea, Republic of-Value in 2012","Viet Nam's imports from Korea, Republic of-Value in 2013","Viet Nam's imports from Korea, Republic of-Value in 2014","Viet Nam's imports from Korea, Republic of-Value in 2015","Viet Nam's imports from Korea, Republic of-Value in 2016","Viet Nam's imports from Korea, Republic of-Value in 2017","Viet Nam's imports from Korea, Republic of-Value in 2018","Viet Nam's imports from Korea, Republic of-Value in 2019","Viet Nam's imports from Korea, Republic of-Value in 2020","Viet Nam's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
621410,"Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excluding ...",0,0,0,0,0,0,0,1,59,,,3373,3334,3788,3194,2213,2309,2131,2135,1246,1343,,500,390,430,679,893,733,819,930,868,1742
621590,"Ties, bow ties and cravats of textile materials (excluding of silk, silk waste or man-made ...",9,9,128,280,81,990,988,368,19,,,302,335,80,119,89,108,109,120,72,90,,2605,3031,5838,9109,26997,30568,30053,26797,3024,70
630130,"Blankets and travelling rugs of cotton (excluding electric, table covers, bedspreads and articles ...",1,0,14,0,1,0,1,0,4,,,1852,2546,2149,2215,1588,3252,2172,1484,355,1305,,16,96,331,291,94,69,393,307,119,4140
630240,"Table linen, knitted or crocheted",2,0,0,0,0,1,0,0,0,,,0,5,0,13,6,1,17,137,71,36,,9,0,2,1,15,36,58,20,60,87
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",0,0,0,0,0,0,0,0,1,,,1,6,2,1,3,2,4,81,4,4,,38,30,253,377,472,401,514,565,301,91
630532,"Flexible intermediate bulk containers, for the packing of goods, of synthetic or man-made textile ...",21,79,71,125,367,820,296,195,176,,,2576,1399,1199,1020,795,978,1914,2408,1482,1631,,684,912,993,1137,5193,15537,5476,5190,7020,4464
630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...",131,112,258,338,410,305,523,362,420,,,7024,7259,8256,6967,6758,7341,7903,9668,9957,11823,,830,1731,4484,7087,7547,11041,10838,11603,12599,20618
630622,Tents of synthetic fibres (excluding umbrella and play tents),0,2,0,0,0,8,4,7,1,,,1725,2196,1878,6184,1962,2796,2540,3249,2796,15975,,62,81,915,281,439,844,92,1384,861,22491
630640,Pneumatic mattresses of textile materials,0,0,0,0,0,4,13,0,5,,,152,56,163,35,15,84,26,7,18,164,,163,0,0,13,100,239,19,135,41,1006
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",47,254,7,6,34,2,61,63,21,,,9166,6423,2228,1466,1097,345,636,869,1169,2631,,2605,1981,1106,1749,1684,1348,1142,3666,3678,3914
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",3,0,1,3,0,0,0,0,0,,,2001,3651,5915,4070,2990,3615,4479,3452,4801,5990,,1459,2301,1835,1567,1615,1641,2112,2029,2362,8890
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...",27,632,202,427,278,42,25,24,135,,,5726,6799,2839,4505,6269,9974,18140,28778,24864,21726,,3783,6302,6196,7701,14619,25581,18144,24046,20384,40032
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ...",0,4,0,0,0,0,0,0,42,,,2,5,54,14,28,0,8,13,17,26,,10,13,0,7,3,2,23,299,84,7
650610,"Safety headgear, whether or not lined or trimmed",2321,1030,2388,2820,5638,809,1069,2351,461,,,65351,60348,67684,60590,57139,61188,62472,50796,50265,62537,,3112,2129,4016,5077,9047,3892,4330,6242,3504,12241
660390,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...""",0,0,0,0,0,0,0,0,0,,,135,41,71,93,54,32,79,25,25,32,,20,23,528,175,282,438,446,654,483,1838
680100,"Setts, curbstones and flagstones, of natural stone (excluding slate)",0,2,0,0,1,13,5,0,2,,,414,25,35,31,6,20,11,8,129,10,,3,89,37,53,36,118,5,179,11,27
680990,Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ...,138,642,93,63,259,39,73,119,129,,,1390,995,274,121,228,47,157,219,137,101,,331,1762,447,300,630,713,811,1618,586,4422
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excluding ...",4,1,0,0,0,46,1,32,78,,,21837,28152,29574,13453,3634,4460,3308,2555,2138,2203,,66,219,487,151,1014,2811,5100,24703,35965,51569
681291,"Clothing, clothing accessories, footwear and headgear of asbestos or of mixtures with a basis ...",0,0,0,0,0,6,0,0,0,,,25,34,36,4,41,95,145,101,69,20,,18,60,9,11,115,79,34,50,18,101
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",13,12,16,0,10,5,1,2,1,,,5,56,114,103,18,2,21,11,14,12,,13,12,18,2,17,295,11,5,1477,13615
690320,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",6,48,0,10,575,905,415,341,487,,,12882,16038,15429,18224,15376,18751,20249,16737,17727,22708,,3876,4115,5310,7406,8664,12428,18129,15224,16940,18858
690590,"Ceramic chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional ...",0,0,2,0,0,0,0,0,0,,,14,48,145,59,16,19,17,15,218,930,,0,4,2,2,9,570,22,2,4,268
690710,"Unglazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",0,0,0,0,0,0,0,0,0,,,191,336,183,131,121,0,0,0,0,0,,117,236,167,65,141,253,0,0,0,
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,54,84,42,,,0,0,0,0,0,72,238,1237,1639,1521,,0,0,0,0,0,0,78336,81342,67722,66046
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",290,376,348,1060,2459,4087,3791,6281,4444,,,40594,55446,131576,251232,205591,228573,218461,182235,167055,219902,,10212,10645,13984,14780,20605,19161,25018,23559,19477,25223
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,130,11,13,21,0,0,0,11,65,,,29,12,20,8,11,24,20,6,8,22,,4641,2335,1384,235,399,259,335,310,252,69
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", ...""",11,4,1,1,0,0,0,1,12,,,120638,60590,769,943,340,99,88,36,15,45,,409,251,159,282,428,3381,4909,2680,3009,95
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",4,2,15,2,0,3,101,36,52,,,14499,1826,911,5379,5166,1366,1426,852,671,712,,41531,28040,14295,5642,11952,47190,12377,13075,9100,9934
701328,"Drinking glasses, stemware (excluding of glass ceramics or of lead crystal)",35,5,16,2,1,0,0,1,0,,,28,129,43,46,68,72,126,104,79,183,,12260,14190,15013,20429,17560,13795,10468,4179,2703,2763
701333,Drinking glasses of lead crystal (excluding stemware),2,0,0,0,0,0,0,0,0,,,3,88,71,45,18,13,10,9,24,7,,52,7,25,75,26,37,71,112,116,1409
701349,"Glassware for table or kitchen purposes (excluding glass having a linear coefficient of expansion ...""",433,146,299,214,308,324,209,582,333,,,54314,47541,43606,33911,34439,40888,38235,35884,40574,35781,,7225,5837,7454,5011,8612,10205,7395,8036,8764,48347
701710,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of ...",16,5,2,1,5,4,9,33,7,,,143,321,421,482,475,463,557,566,315,1255,,248,218,251,291,321,283,394,650,918,462
710121,"Cultured pearls, unworked, whether or not graded",0,0,0,0,0,0,0,0,0,,,2,0,0,0,27,12,26,5,4,81,,408,513,461,764,403,357,95,397,80,16
710610,"Powder of silver, incl. silver plated with gold or platinum",20,45,35,15,146,681,284,282,528,,,32203,17713,17313,16016,15495,21525,18823,25906,26498,31876,,254,393,302,1040,1509,4041,4702,8978,10946,6762
711011,"Platinum, unwrought or in powder form",0,0,0,0,0,0,0,0,1,,,56030,59740,104175,101834,50145,34765,47092,55746,97028,127334,,4928,6674,5065,5511,5555,5198,5845,7756,7400,7862
711039,Rhodium in semi-manufactured forms,0,0,0,14,69,350,54,20,28,,,215,81,575,384,677,1195,1564,1895,2370,2793,,1,0,0,14,71,356,54,46,255,1233
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",0,0,0,0,0,0,0,0,0,,,77983,74007,50147,37540,36719,49105,55875,40737,52385,46693,,0,0,0,0,132,65,0,0,0,17
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",0,0,0,0,0,0,0,0,0,,,48,11,2,42,20,323,1384,1303,324,6,,131,33,34,27,40,76,61,112,40,110
720211,"Ferro-manganese, containing by weight > 2% of carbon",155,96,68,24,15,46,78,251,343,,,155766,170812,122373,99432,79581,51442,50217,51105,43473,94982,,380,650,512,2856,2819,9040,18754,18541,15883,33116
720229,"Ferro-silicon, containing by weight <= 55% silicon",14,0,0,1,5,67,161,30,46,,,1906,715,946,1410,821,595,995,1395,1283,2965,,236,242,417,577,779,1618,1826,1326,1242,3989
720241,"Ferro-chromium, containing by weight > 4% of carbon",0,0,0,0,1,2,9,13,19,,,519,459,311,256,411,276,151,370,316,623,,363,787,985,708,1300,1560,934,1349,960,2697
720410,"Waste and scrap, of cast iron (excluding radioactive)",0,0,0,0,0,0,0,5,0,,,26763,13966,7630,8449,3651,6629,3648,2325,732,1475,,202,18,2,58,46,118,282,11,1,73981
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,0,0,0,100,274,98,,,801,514,7,216,1301,651,2471,2128,4045,3542,,1706,1114,786,1086,770,1119,987,274,98,11393
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",369,0,4,8,20,83,0,0,0,,,444,187,100,1032,1009,2000,1462,1148,1417,1088,,796,4645,123736,8393,2131,83,60,39,1,30
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",661,589,553,424,436,328,580,504,490,,,7686,10013,10777,9216,7978,11950,18253,15282,12845,26163,,2395,1869,1884,1437,1890,1886,2166,1798,1604,3631
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",410,332,381,464,529,628,970,1055,465,,,288847,268475,281011,290745,324950,460224,439119,223046,182308,417338,,1201,1457,1099,1445,1480,1264,1644,1670,829,7156
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",1137,5415,1067,954,1026,1862,2320,2136,1017,,,12059,27720,13426,8651,8009,12913,30098,52315,17863,21880,,4709,29485,9459,11192,9812,14755,18445,36055,10543,10332
721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",4525,683,440,1835,880,1405,1252,2136,2734,,,40895,31188,16342,30657,26837,34780,42232,37735,38880,28402,,17121,14510,10870,21196,16476,20747,27769,34064,20788,21783
721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",3062,2026,2533,2471,4422,10316,14590,17417,9954,,,82942,76090,69567,60674,56262,67144,82152,76872,62023,73487,,35571,39170,41946,44093,41199,44789,38857,42265,26785,56028
722011,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",1623,2007,2810,3435,3378,2929,4025,3287,880,,,5441,6410,8149,7733,6281,5302,5416,3883,1808,2336,,3614,4851,5044,7048,7594,9324,9679,8550,6430,6520
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",1357,1398,1291,1508,1090,2717,1080,1104,789,,,12854,11961,11292,8991,5334,5917,8031,5718,2876,2512,,72343,57080,66300,58188,62627,78796,90298,80427,75580,61700
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of ...",639,388,526,572,340,439,2674,5188,2237,,,53418,38732,32143,26414,22617,24985,31614,35450,24053,33024,,11214,7013,17116,18486,14585,11590,30932,28219,17818,25438
722810,"Bars and rods of high-speed steel (excluding semi-finished products, flat-rolled products and ...",70,15,5,75,1,5,10,6,3,,,546,348,337,330,278,241,1151,510,129,383,,5025,5358,4950,5246,3006,3225,3730,2124,811,7417
722870,"Angles, shapes and sections of alloy steel other than stainless, n.e.s.",8057,6531,5046,5997,3410,17394,27723,30585,30375,,,25296,41059,11445,7055,11709,26570,40777,38808,45246,32685,,92994,143632,200028,173763,217326,100852,80070,92982,67152,46699
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",1194,3102,14993,6028,9353,9538,3816,9269,4488,,,85638,108554,92913,57516,59566,92830,115075,78701,53592,15566,,13296,21090,47226,29804,27787,17757,10195,23991,20293,42601
730423,"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excluding ...",0,0,87,0,0,0,0,0,1,,,577,8162,16783,5716,209,3833,176,7700,2362,159,,10668,1088,801,1696,2421,457,3358,3528,6879,2241
730520,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...",0,0,0,116,68,0,0,0,0,,,0,14,0,207,1187,3404,7049,6937,26066,2976,,7368,6286,361,1178,1107,173,240,20,2,24
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel ...",10130,12235,11585,9895,4232,3438,2944,4276,7607,,,433036,425247,415429,309706,359000,361947,367595,301786,253638,323301,,109604,38670,39191,40300,23781,22827,23675,30994,38249,75559
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",546,1149,621,3459,5433,3248,3339,3295,3768,,,50038,42238,81702,42950,48689,55167,41230,30649,32237,25189,,12442,12273,14021,34213,15400,13338,15759,14880,12994,5298
730719,Cast tube or pipe fittings of iron or steel (excluding products of non-malleable cast iron),911,4969,1227,1608,1055,938,1067,1167,1996,,,37905,24743,21355,24525,18979,12070,17733,19400,17710,17942,,11302,20368,17449,17488,11807,10719,16062,17371,17359,15985
730810,"Bridges and bridge-sections, of iron or steel",516,202,347,1076,349,470,129,87,173,,,4677,17874,2579,15999,3673,6191,3497,5496,3013,4089,,20153,8690,6475,2329,873,778,874,3266,723,6389
731581,Stud-link of iron or steel,27,7,22,20,2,4,11,47,30,,,2724,5389,9463,10609,5658,5733,5308,4093,494,2681,,576,1271,498,1132,2290,1172,1209,1690,2372,9737
731812,Wood screws of iron or steel (excluding coach screws),29,42,23,18,71,32,109,139,111,,,309,552,203,152,243,103,106,187,257,228,,1580,1508,1448,3150,5068,4117,4878,5883,8179,1606
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",10551,13012,16803,24810,37981,27815,27694,31605,30620,,,400672,423451,463762,476200,526050,506607,519346,510458,445507,517028,,78155,85223,101351,139998,149152,133450,164133,181520,212165,326106
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",387,221,399,426,194,353,360,180,226,,,35767,30789,21325,40069,64007,67886,73951,76927,104683,155624,,11449,13129,12062,12509,12970,16364,14697,12087,9974,17937
732591,"Grinding balls and similar articles for mills, cast (excluding such articles of non-malleable ...",6,1,1746,26,0,7,6,7,66,,,422,205,125,11,5,16,34,1,160,42,,4000,3216,2726,889,7130,1861,1436,2927,2751,3407
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",86968,184122,252392,336208,246655,315100,340720,387233,362350,,,1444558,1276695,1372296,1464900,1542442,1559537,1712212,1736164,1466954,1836637,,417274,607352,693789,911991,767210,1029005,1114497,1324308,1711733,775143
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",1762,48,84,123,545,782,1899,2359,1037,,,8405,11238,6913,6943,2742,2192,3229,6581,18271,24536,,8833,7132,3735,12043,12263,11865,10383,29599,8128,3551
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",251,1,0,0,12,0,0,16,38,,,23888,27407,26828,20456,18199,23868,32333,31257,22082,29839,,519,66,96,11,17,147,196,213,274,2607
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",2,16,3,31,165,161,247,400,365,,,1814,1368,1255,1293,1035,1147,1414,1118,1158,1406,,5881,5976,6208,3232,2979,4184,4750,5185,4019,5903
740911,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excluding ...",2998,3072,2607,4419,12814,20363,21099,20712,23323,,,146526,154108,180619,115971,104375,140722,164843,138322,158300,238395,,13689,14942,15685,21521,42430,61665,56068,62436,69681,76235
740939,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",183,45,82,100,17,9,3490,2722,2501,,,554,130,482,216,261,2294,5550,2079,1703,4012,,446,450,707,488,1010,1092,5178,4343,5148,18300
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",296,2464,2967,4184,4386,4578,6986,8066,6941,,,18494,33082,26365,27508,24262,42241,67997,63996,47178,74391,,777,2991,3459,6663,7240,7747,12801,11842,12106,26931
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",308,409,60,239,333,236,315,255,194,,,25009,44665,34192,21682,21017,24937,25999,21315,11668,16261,,4954,5478,4623,3682,3730,5106,4216,4156,3097,2863
760120,Unwrought aluminium alloys,27243,36088,56717,73712,76344,137487,163242,145435,175914,,,123023,162265,189390,155082,189107,296174,519321,444537,629468,924222,,282688,304090,391644,399872,365907,464012,509563,513377,451925,590195
760410,"Bars, rods and profiles, of non-alloy aluminium, n.e.s.",971,2403,3492,2047,3105,3241,12530,5072,1641,,,10421,6542,8258,12581,12355,17691,16352,12786,8192,12167,,22794,25433,35406,31143,36600,46324,51940,37242,30330,16516
760611,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm, square or rectangular ...",2030,2420,1713,932,21832,25940,7098,2651,1808,,,57627,70114,57147,39158,37752,37290,44226,50534,42562,64711,,109905,213913,49324,89325,50344,57204,57404,45709,31491,54429
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",134,10,0,0,2,0,0,5,1,,,438,375,258,259,230,257,639,172,218,137,,293,553,676,173,364,288,263,437,249,673
780191,"Unwrought lead, containing by weight antimony as the principal other element",173,3097,8262,3442,4123,733,519,434,359,,,8185,20981,33185,35396,30953,44810,42425,42119,25014,32607,,6237,8944,9328,4332,5412,5015,7463,7260,6275,27066
790112,"Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc",6578,7234,14099,26368,44690,50745,65310,49738,53866,,,114110,131568,180545,161230,217237,268745,302319,272340,249618,426670,,29325,42733,62408,62504,89832,114528,135503,92230,94610,191117
790310,Zinc dust,742,417,1749,1607,1472,1015,1272,1721,3360,,,12872,10643,10829,11917,8835,16647,20891,19521,20994,37668,,2926,2145,4655,4087,4129,4116,4612,4964,7631,8457
800700,"Articles of tin, n.e.s.",190,297,230,249,527,401,1007,416,490,,,16400,18432,19094,16454,15504,14201,13829,10394,11867,15547,,7116,6633,4937,5193,7316,9153,9343,8155,16103,6441
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering",10,0,157,58,162,234,41,30,21,,,57,644,446,52,0,21,275,324,66,53,,2083,1694,1602,1109,638,671,586,379,269,128
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",0,0,0,0,0,0,1,0,0,,,25,503,35,18,170,464,376,253,77,56,,0,0,0,0,0,0,1,0,0,
811299,"Articles of niobium """"columbium"""", gallium, indium, vanadium and germanium, n.e.s.""""",14,125,11,91,198,39,46,203,168,,,2202,2342,1959,861,592,1230,3755,528,1284,2283,,68,559,40,192,545,265,225,1614,4377,7274
820110,"Spades and shovels, with working parts of base metal",6,2,3,2,5,1,0,9,2,,,543,492,256,284,437,214,373,426,502,673,,330,183,608,573,1315,784,865,1336,1500,16542
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, ...",28,46,127,113,215,319,621,360,636,,,77760,76568,80565,78206,82996,90190,91493,93436,91247,107229,,2781,4667,5295,6977,7821,7930,11671,12990,11666,31801
