Product code,Product label,"Taipei, Chinese's imports from Germany-Value in 2012","Taipei, Chinese's imports from Germany-Value in 2013","Taipei, Chinese's imports from Germany-Value in 2014","Taipei, Chinese's imports from Germany-Value in 2015","Taipei, Chinese's imports from Germany-Value in 2016","Taipei, Chinese's imports from Germany-Value in 2017","Taipei, Chinese's imports from Germany-Value in 2018","Taipei, Chinese's imports from Germany-Value in 2019","Taipei, Chinese's imports from Germany-Value in 2020","Taipei, Chinese's imports from Germany-Value in 2021",Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,10,14,26,8,4,13,22,25,48,65,,0,0,196,570,1066,535,750,874,946,1542
80119,"Fresh coconuts, whether or not shelled or peeled (excluding in the inner shell """"endocarp"""")""""",0,0,0,0,0,0,0,0,0,0,,974,791,766,784,1048,1528,1567,1903,1454,1580,,848,1506,1242,1362,11,0,0,1,0,0
80240,"Fresh or dried chestnuts (Castanea spp.), whether or not shelled or peeled",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3616,3336,0,0,0,0,0,0,0,0
80242,"Fresh or dried chestnuts """"Castanea spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,1992,3156,3813,3051,2849,3697,3338,2513,1733,1382,,0,0,741,752,688,887,549,740,1016,1915
80450,"Fresh or dried guavas, mangoes and mangosteens",0,0,0,0,0,0,0,0,0,0,,23738,30993,37541,30810,32079,35147,37641,30096,30068,37188,,39,3,34,143,9,123,6,1155,43,22
80529,Fresh or dried wilkings and similar citrus hybrids,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,578,2040,379,264,394,,0,0,0,0,0,310,355,1472,872,1266
80550,"Fresh or dried lemons """"Citrus limon, Citrus limonum"""" and limes """"Citrus aurantifolia, Citrus ...""",0,0,0,0,0,0,0,0,0,0,,25869,35438,36867,40078,39311,32459,35605,27437,38024,35425,,471,538,842,1247,1143,1572,1443,1677,1611,1537
80711,Fresh watermelons,0,0,0,0,0,0,0,0,0,0,,11949,12285,11576,11371,13287,13112,18641,13274,14874,17313,,547,190,528,595,2481,485,643,263,96,21
81020,"Fresh raspberries, blackberries, mulberries and loganberries",0,0,0,0,0,0,0,0,0,0,,12067,13506,15060,15823,25468,29878,35830,42673,33999,33419,,259,665,1008,793,1186,1444,693,970,872,710
81060,Fresh durians,0,0,0,0,0,0,0,0,0,0,,9,111,14,4,11,4,2,1,94,53,,16328,12559,15766,12374,13139,14112,12653,21393,32422,34420
90111,Coffee (excluding roasted and decaffeinated),0,0,18,28,0,0,0,0,0,0,,742231,565076,599712,498263,512106,583783,552646,495388,546918,651527,,70319,66706,83436,98059,97474,114827,108568,111821,132953,139741
90421,"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground",0,0,0,10,7,5,4,2,6,0,,20127,25058,23875,17386,17342,19193,21013,20554,22753,23527,,0,73,939,922,1226,1570,2121,1926,1997,2325
90921,"Coriander seeds, neither crushed nor ground",0,0,3,1,0,0,0,0,0,0,,577,962,931,1258,916,864,1044,981,1188,1528,,0,3,95,123,188,105,126,138,145,163
90922,"Coriander seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,1093,1308,1579,1452,1444,1950,1907,1827,2481,2639,,0,10,165,167,160,112,91,107,176,155
91020,Saffron,0,0,0,0,0,0,0,0,0,0,,2645,3353,3038,2147,2053,1975,2878,1992,1388,1466,,1829,1483,2022,2003,1739,2209,2751,1914,3319,2645
100190,Wheat and meslin (excluding durum wheat),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,47811,45176,0,0,0,0,0,0,0,0
60230,"Rhododendrons and azaleas, grafted or not",0,0,0,0,0,0,0,0,0,0,,8942,9478,7905,6668,7699,7831,9110,8490,8044,7747,,20,35,29,24,27,22,45,54,24,40
70390,"Leeks and other alliaceous vegetables, fresh or chilled (excluding onions, shallots and garlic)",0,0,0,0,0,0,0,0,0,0,,16815,16203,10412,8959,8537,8143,8727,7558,6780,6754,,144,52,57,68,54,86,65,138,86,198
70970,"Fresh or chilled spinach, New Zealand spinach and orache spinach",0,0,0,0,0,0,0,0,0,0,,4119,2981,2520,2508,3131,3661,3197,3439,3688,3620,,41,58,183,71,125,94,94,111,67,197
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",4,3,5,0,3,0,0,0,0,0,,84903,128104,101292,56119,53503,62187,71395,92199,101051,100159,,633,554,482,279,231,500,804,1501,1662,2644
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, ...",0,0,0,0,0,0,0,0,0,0,,83106,101600,109296,77381,79508,129076,169657,144099,106906,144931,,22792,21307,30661,23937,22442,34426,35793,31513,22701,29753
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,11965,9256,8310,7026,6833,11455,10161,9986,6884,8531,,687,770,677,515,1165,1276,1822,2068,1712,1298
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ...",0,0,0,0,0,0,0,0,0,0,,5753,4028,3018,1786,2920,3233,4565,6319,13336,2767,,660,551,630,486,906,1101,902,690,978,1007
51110,Bovine semen,0,0,0,0,0,0,0,0,0,0,,18285,21743,19442,20244,21143,20500,24934,23594,28298,28627,,1502,1654,1531,1815,1816,2333,1989,2566,2398,2594
10110,Pure-bred breeding horses and asses,8,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,26,6,0,0,0,0,0,0,0,0
10190,Live mules and hinnies,335,314,0,0,0,0,0,0,0,0,,0,0,0,0,11,3,4,4,0,6,,659,633,0,0,0,0,0,0,0,0
10392,"Live swine, weighing >= 50 kg (excluding pure-bred for breeding)",0,0,0,0,0,0,0,0,0,0,,340679,339251,312441,146186,75224,80360,69964,73360,85822,87422,,0,0,0,0,0,0,15,0,0,0
10611,Live primates,0,0,0,0,0,0,0,0,0,0,,1,5,92,0,1221,1101,1,3,3,531,,0,0,0,0,70,0,0,0,0,0
10649,Live insects (excluding bees),0,0,0,0,0,0,0,0,0,0,,3017,3947,5255,4127,3140,3872,4437,6127,6269,5935,,0,0,0,0,0,0,0,0,0,4
20311,Fresh or chilled carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,510390,554713,528766,364459,400149,416290,295835,273788,264360,274061,,0,0,0,0,0,0,0,0,0,0
20450,"Fresh, chilled or frozen meat of goats",0,0,0,0,0,0,0,0,0,0,,317,399,484,288,466,513,484,523,271,424,,12497,12326,16877,12677,11676,15997,11490,12427,12242,15354
20735,"Fresh or chilled cuts and edible offal of ducks, geese or guinea fowls of the species domesticus ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
20754,Fresh or chilled cuts and edible offal of domestic geese (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,183,76,89,48,30,303,63,38,45,79,,0,0,0,0,0,0,0,0,0,0
20890,"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals ...""",0,0,0,0,0,0,0,0,0,0,,52256,53987,56979,54163,53608,55300,56622,49711,35596,37639,,274,553,1399,387,99,257,360,412,590,483
20990,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, ...",0,0,0,0,0,0,0,0,0,0,,8,9,10,5,2,5,2,0,1,106,,0,0,24,0,0,0,0,0,0,0
21019,"Meat of swine, salted, in brine, dried or smoked (excluding hams, shoulders and cuts thereof, ...",0,0,0,0,0,0,0,0,0,0,,297421,326092,325095,277899,262666,292415,269937,244827,255916,216765,,3,2,0,4,7,9,88,275,623,801
21091,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30219,"Fresh or chilled salmonidae (excluding trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,447,440,460,421,449,619,668,535,423,461,,1,0,8,2772,2697,34,223,0,95,0
30235,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,8,17,5,0,274,352,434,82,1,0,,23,6,15,59,6,1828,635,779,86,7
30236,"Fresh or chilled Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,14,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0
30267,Fresh or chilled swordfish (Xiphias gladius),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30279,"Fresh or chilled, Nile perch """"Lates niloticus"""" and snakeheads """"Channa spp.""""""""",0,0,0,0,0,0,0,0,0,0,,223,609,417,393,127,78,29,18,22,55,,0,11,16,0,1,0,0,0,0,0
30281,Fresh or chilled dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,16,11,9,1,0,1,0,0,0,0,,0,0,0,1,0,1,1,0,0,0
30322,Frozen Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,27524,16739,0,0,0,0,0,0,0,0
30333,"Frozen sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,345,464,238,345,304,235,472,525,220,397,,25,32,174,116,34,185,28,37,36,63
30354,"Frozen mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,43753,40530,49598,34991,26758,33400,33056,26978,34194,21585,,0,6886,22077,18110,19463,20523,18264,21278,22996,34720
30355,"Frozen jack and horse mackerel """"Trachurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,15510,13014,11858,12413,9778,1517,5625,4199,948,8832,,0,0,74,93,95,127,106,119,178,105
30374,"Frozen mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,12203,9704,537,0,0,0,0,0,0,0
30380,Frozen fish livers and roes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,12867,12911,2,0,0,0,0,0,0,0
30383,"Frozen toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,9,6,2096,3592,2242,468,7,8,,0,0,1397,1465,3336,2108,6645,980,4535,3769
30446,"Fresh or chilled fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,4,0,14,0,0,0,0,2,22,13,,0,0,0,0,0,0,0,0,0,0
30451,"Fresh or chilled meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius ...""",0,0,0,0,0,0,0,0,0,0,,2,3,5,0,0,0,0,0,0,0,,0,0,2,1,0,0,0,1,1,3
30474,"Frozen fillets of hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,20017,19551,16939,15660,17627,15145,14657,14261,15219,17616,,0,0,3,2,30,47,157,135,51,0
30489,"Frozen fish fillets, n.e.s.",0,0,0,0,42,41,0,0,0,0,,55325,71248,85113,71571,70238,69558,66726,57064,40767,41578,,0,479,7394,6823,5975,6426,6951,14461,35101,13316
30491,"Frozen meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding fillets)""""",0,0,0,0,0,0,0,0,0,0,,65,40,46,38,52,0,58,105,66,55,,0,1,0,0,0,0,0,70,0,0
30492,"Frozen meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding fillets)""""",0,0,0,0,0,0,0,0,0,0,,11,2,23,12,13,0,0,0,0,0,,0,50,0,9,7,7,48,2,2,1
30530,"Fish fillets, dried, salted or in brine, not smoked",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,156,282,0,0,0,0,0,0,0,0
30554,"Dried herrings """"Clupea harengus, Clupea pallasii"""", anchovies """"Engraulis spp."""", sardines ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,26,25,24,139,41,,0,0,0,0,0,594,983,1446,1478,1733
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",0,0,0,0,0,0,0,0,0,0,,3903,4395,3957,3619,5823,3628,4141,2699,2810,3756,,24810,25388,23986,31992,40105,43241,33633,19819,21118,18964
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...",0,0,0,0,0,0,0,0,0,0,,73385,89418,110560,94684,96495,96983,99735,84431,68464,80216,,0,15439,147442,163905,177638,231573,258476,283089,327101,287794
30633,"Crabs, whether in shell or not, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,905,582,1173,986,819,,0,0,0,0,0,28304,25546,23716,21967,21450
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even ...",0,0,0,0,0,0,0,0,0,0,,4852,6671,11499,17920,19621,78,133,188,108,87,,19947,28424,23603,29943,32078,4886,3276,7932,4120,13483
30739,"Mussels """"Mytilus spp., Perna spp."""", smoked, frozen, dried, salted or in brine, with or without ...""",0,0,0,0,0,0,0,0,0,0,,2282,2726,3126,2412,2674,98,23,16,50,24,,2365,1811,1368,594,428,11,15,13,31,9
30743,"Cuttle fish and squid, frozen, with or without shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7429,7831,5487,5465,4907,,0,0,0,0,0,76382,105256,128057,132701,118944
30782,"Live, fresh or chilled, even in shell, stromboid conchs """"Strombus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0
30783,"Frozen, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,247,287,181,14,0,,0,0,0,0,0,9443,6524,5999,5667,7050
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,84,54,101,75,55,,0,0,0,0,0,8760,5855,8108,4878,5766
30812,"Frozen sea cucumbers """"Stichopus japonicus, Holothuroidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,0,0,0,0,,0,0,0,0,0,2655,1782,1423,2223,1587
960630,Button moulds and other parts of buttons; button blanks,0,0,0,1,0,0,0,0,0,0,,5416,5757,6443,4683,5230,5302,5700,5108,3958,4222,,101,5,7,4,18,15,8,12,8,7
940430,"Sleeping bags, whether or non-electrically heated",25,11,12,15,21,3,13,3,0,0,,11880,13188,15536,12097,15977,17135,21321,19672,20751,22118,,2026,2119,3039,3567,3428,3732,3931,3548,3600,3977
930690,"Bombs, grenades, torpedos, mines, missiles, and other ammunition and projectiles, and parts ...",0,0,0,0,0,0,0,0,0,0,,42471,31894,16339,10005,8458,6521,7292,13938,18561,12356,,29,20,11,54,147,190,159,194,173,120
911120,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of base ...",0,0,0,0,0,0,0,0,0,0,,965,1074,2019,800,1255,919,1152,1204,1301,2579,,511,718,450,489,630,2655,398,2815,2283,3562
911310,"Watch straps, watch bands and watch bracelets, and parts thereof, of precious metal or of metal ...",0,3,0,0,0,0,0,0,0,0,,13494,17682,14019,8087,6275,7400,12340,10690,8368,6157,,865,1142,931,498,409,379,218,603,524,786
930200,Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ...,0,0,0,0,6120,4478,2622,0,26,0,,109856,153127,116107,84807,143423,117075,102378,84604,95455,126207,,0,0,839,5,6123,4647,2636,121,171,120
900840,Photographic enlargers and reducers,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,23,40,0,0,0,0,0,0,0,0
880212,Helicopters of an unladen weight > 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,215019,242702,216564,354150,650306,682406,698219,632948,573707,711012,,0,0,0,0,0,161,28197,0,0,0
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",0,0,0,0,0,0,0,0,0,0,,19937,14861,363222,82688,356380,18751,13908,22097,9581,10046,,0,18293,1293,7806,10601,7277,16,461,3945,62780
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical ...",34,64,12,373,39,0,14,2,1,0,,4174,1976,6032,2307,879,62,175,486,181,470,,288,218,241,448,459,263,162,371,176,103
870193,"Tractors, of an engine power > 37 kW but <= 75 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,148,0,,0,0,0,0,0,118822,360464,394600,347351,427481,,0,0,0,0,0,8762,6353,7899,23024,6015
860120,Rail locomotives powered by electric accumulators,0,0,0,0,0,0,0,0,101,0,,431,2303,2078,796,1113,1676,731,8772,6713,41024,,189,83,459,0,44,177,399,79,937,1054
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,519,486,214,845,371,1073,691,377,0,,3954178,4024896,3581334,3063433,3197884,3282674,3831606,3655211,3056181,2863315,,10178,8379,12630,8303,4907,1161,13467,21590,30941,37906
870331,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,1033723,868349,2461962,5521565,5670987,5299505,3903750,3024132,2542487,1438784,,0,70,16,0,8094,4400,106,4598,12761,20398
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,0,3,0,0,0,0,17,0,0,0,,12794,7908,18433,10779,4854,6326,6855,6564,4747,3665,,267,96,58,144,66,96,258,1416,439,459
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),27,0,0,45,0,0,0,0,0,0,,15856,15420,11206,7368,10918,8291,9281,9740,7742,8202,,6536,4016,1606,1931,1362,1562,2217,2591,2314,2723
853230,"Variable or adjustable """"pre-set"""" electrical capacitors""""",39,7,16,40,26,15,7,5,3,0,,5648,6976,3053,2059,2123,2385,3044,2732,1603,1865,,66663,53824,11327,7205,8319,12823,29868,16571,17304,20871
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,30,73,159,69,,0,0,0,0,0,0,0,1,1,0
851950,Telephone answering machines,0,0,0,0,0,0,0,0,0,0,,743,543,506,445,355,320,338,214,280,197,,51,157,96,48,114,120,72,5,25,4
852842,"Cathode-ray tube monitors """"CRT"""" capable of directly connecting to and designed for use with ...""",0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,2198,1714,1443,1150,1545,,0,0,0,0,0,58,38,36,58,16
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",0,0,0,0,0,0,0,0,0,0,,10140,5953,8104,6825,4298,4765,5113,2698,2272,3489,,1016,1547,829,1077,467,416,547,10,184,649
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,0,0,0,0,0,0,0,0,0,0,,305,357,0,28,20,15685,15418,1663,5023,53646,,0,0,0,0,0,0,0,0,0,0
854050,"Data-graphic display tubes, black and white or other monochrome (excluding photo cathode tubes ...",1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8,56,0,0,0,0,0,0,0,0
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,9,0,1,0,0,,0,0,0,0,0,58519,114814,374686,1068911,1965907,,0,0,0,0,0,852,332,260,63,261
852340,Optical media for the recording of sound or of other phenomena (excluding goods of chapter ...,11999,9880,0,0,0,0,0,0,0,0,,,,,,,,,,,,,403209,436234,342,0,0,0,0,0,0,0
901520,"Theodolites and tachymeters """"tacheometers""""""""",1,6,2,48,7,4,0,1,0,0,,57923,62567,95393,103496,108719,111004,127937,120635,105792,130262,,704,518,998,1082,1582,1888,2143,2228,1919,2431
901812,Ultrasonic scanning apparatus,9,16,19,0,0,0,0,0,0,0,,424099,409132,297806,223850,234188,272571,280193,292254,265561,323200,,19209,19106,19863,23008,22479,24094,23567,31565,36792,31361
940530,Electric lighting sets of a kind used for Christmas trees,0,0,0,0,0,0,0,0,0,0,,17129,19750,21857,21043,21472,20637,19853,21984,20448,24150,,431,331,383,844,672,1082,788,831,440,386
950619,Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings]),0,0,0,0,0,3,0,0,11,0,,10485,10899,12299,11035,8239,10114,13123,11435,10791,13440,,1850,2199,3262,3558,3654,4482,5513,7197,4002,6301
950720,"Fish-hooks, whether or not snelled",0,0,0,0,0,0,0,0,0,0,,2080,2508,2362,2237,1698,1501,2011,1900,1917,2481,,2716,1934,1946,2150,1927,1674,1860,1931,2365,2507
950790,"Line fishing tackle n.e.s; fish landing nets, butterfly nets and similar nets; decoys and similar ...",0,0,6,0,4,0,0,0,0,0,,26361,32293,32000,23071,25305,19650,20923,17592,19865,25609,,7040,7619,6403,6934,6779,6301,6205,6038,7167,8168
930520,"Parts and accessories of shotguns or rifles of heading 9303, n.e.s.",0,0,0,0,0,0,1,0,1,0,,57294,63771,55574,49766,51952,62088,64394,64684,58258,77468,,0,0,0,0,0,25,11,22,29,27
930529,"Parts and accessories for sporting, hunting and target-shooting rifles of heading 9303, n.e.s. ...",1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,122,0,0,0,0,0,0,0,0
940151,Seats of bamboo or rattan,0,0,0,0,2,0,0,0,0,0,,3417,3713,2757,2028,2062,0,0,0,0,0,,2047,2009,2435,2280,1797,11,0,0,0,0
911011,"Complete watch movements, unassembled or partly assembled movement sets",0,0,2,0,0,0,1,0,0,0,,39,59,28,0,2,7,6,54,15,207,,289,712,328,238,449,407,423,431,1166,1189
961310,"Pocket lighters, gas fuelled, non-refillable",0,0,0,0,0,0,0,0,0,0,,14820,11173,9555,8959,8791,8289,8689,7166,5817,5977,,3098,2758,2678,2683,2714,2551,2434,2189,2410,2353
251741,"Marble granules, chippings and powder, whether or not heat-treated",0,0,0,0,0,0,0,0,0,0,,9071,11517,11386,11503,11463,9117,10326,10979,10825,10915,,341,356,371,366,490,716,856,671,539,590
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",0,0,0,0,0,0,0,0,3,0,,6110,6284,6507,6337,5127,5245,6719,6180,5528,6970,,52875,62107,67218,80445,69696,61807,64438,62297,58734,85783
280540,Mercury,3,4,4,4,2,1,1,0,0,0,,6589,5171,3280,642,164,139,191,133,176,111,,133,9,158,8,8,8,8,2,2,2
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,2,2,4,0,1,0,0,,4733,1099,209,423,2427,3696,3129,4053,3512,2923,,594,254,94,44,3,4,29,2,1,0
282570,Molybdenum oxides and hydroxides,0,0,0,11,0,0,1,1,0,0,,0,0,5261,7482,8487,7098,8797,13244,8126,8522,,135,140,153,182,236,292,197,66,147,203
281910,Chromium trioxide,52,95,80,72,22,22,3,0,0,0,,5876,6062,6071,5126,4759,7610,9586,10045,7914,8612,,9432,7765,9611,7712,6744,8475,6842,7011,5893,8620
281214,Phosphorus pentachloride,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,1,0,0
285200,"Compounds, inorganic or organic, of mercury (excluding amalgams)",24,32,0,0,0,0,0,0,0,0,,,,,,,,,,,,,111,187,0,0,0,0,0,0,0,0
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,0,1,0,0,0,0,0,0,,116,86,57,36,38,32,35,35,22,49,,4137,1319,2,1,0,0,1,1,0,0
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,2452,490,782,1322,3462,0,0,0,0,0,,0,426,5449,2151,1650,2093,2873,2259,149,297
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,13837,5881,24092,26808,22543,10006,19976,12302,18919,13899,,89,32,29,4,9,28,26,23,27,36
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",5,4,0,3,3,5,3,0,0,0,,875,822,954,860,932,666,752,841,1061,1739,,29,222,441,312,589,704,342,184,137,118
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,1,0,111,0,0,,18178,16626,10211,15430,11520,13451,12097,13022,9239,10729,,404,507,443,636,567,531,593,1296,1257,1474
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,2545,0,0,0,0,0,1,303,0,,1803,1353,79,55,39,6,3,0,3,0
