Product code,Product label,Germany's imports from Russian Federation-Value in 2012,Germany's imports from Russian Federation-Value in 2013,Germany's imports from Russian Federation-Value in 2014,Germany's imports from Russian Federation-Value in 2015,Germany's imports from Russian Federation-Value in 2016,Germany's imports from Russian Federation-Value in 2017,Germany's imports from Russian Federation-Value in 2018,Germany's imports from Russian Federation-Value in 2019,Germany's imports from Russian Federation-Value in 2020,Germany's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,1,1,246,14,5,69,94,177,268,329,,2416,1437,1722,1080,1134,1727,1844,1675,1243,1572
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,11,57,428,112,171,538,1322,691,488,635,,3976,4543,6525,2568,1863,2088,1748,2602,2137,2446
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,,935,1604,3377,7568,7875,5731,5105,1469,722,921
551643,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,128,159,154,68,52,36,72,41,15,12,,2368,3093,2999,2055,2155,2408,2613,2458,1843,2074
560130,Textile flock and dust and mill neps,0,0,0,0,0,0,0,0,0,0,,75,1047,1476,1005,710,1483,1423,1419,1729,1935,,32197,38520,42928,34621,33111,38777,49685,45237,31888,33966
560210,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...",0,3,2,3,1,0,0,0,0,0,,905,577,663,522,1025,829,1079,1034,784,1331,,43286,46892,65200,52234,50298,54753,53757,51095,46487,53283
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",0,0,0,0,0,0,0,0,0,0,,565,841,576,235,279,317,384,354,256,275,,2833,4177,4160,3375,5871,4768,6175,5932,5191,5605
640510,"Footwear with uppers of leather or composition leather (excluding with outer soles of rubber, ...",1,1,0,20,0,1,0,0,0,0,,1309,2011,3632,2914,3734,8504,3010,3058,3407,2956,,172704,239467,325901,410128,436947,500272,94139,86640,62990,44752
680520,"Natural or artificial abrasive powder or grain, on a base of paper or paperboard only, whether ...",0,0,1,0,0,0,1,0,1,0,,370,344,553,459,396,549,636,676,795,1064,,133513,141080,146787,140830,145239,148831,163904,158386,197076,216980
630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",0,0,0,0,0,0,0,0,0,0,,0,10,22,17,3,6,6,9,12,5,,4898,5398,5683,3822,5566,5665,6527,5249,5241,7207
630520,"Sacks and bags, for the packing of goods, of cotton",0,0,3,0,0,0,0,0,1,0,,2,2,67,49,39,13,5,72,16,31,,5165,5139,5784,5644,6661,6607,6250,6996,7315,7128
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,0,0,0,0,0,0,0,0,0,0,,0,9,38,21,35,11,3,32,28,7,,2098,3815,5654,5714,3478,2484,1717,828,759,882
620899,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,0,,108,260,172,116,161,252,242,169,236,560,,1996,2995,2992,3118,4068,4116,4849,4907,6248,9403
621320,"Handkerchiefs of cotton, of which no side exceeds 60 cm (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,14,16,30,32,28,26,33,91,68,83,,3941,4579,4460,4090,4330,4076,3964,3125,3019,2013
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,0,0,0,0,0,0,0,0,0,0,,142,254,151,94,69,56,61,39,38,39,,0,0,0,0,0,0,0,0,0,0
681293,"Compressed asbestos fibre jointing, in sheets or rolls (excluding of crocidolite asbestos)",0,0,0,0,0,0,0,0,0,0,,6117,5863,4209,2861,3123,3952,3319,2526,2426,3713,,0,0,0,0,0,0,0,0,0,0
681520,Articles of peat (excluding textile products from peat fibres),0,0,0,0,0,0,0,0,0,0,,43,214,242,249,286,325,174,199,263,219,,3191,3786,3849,3002,2832,3386,3588,3512,3135,3337
690490,"Ceramic flooring blocks, support or filler tiles and the like (excluding those of siliceous ...",0,0,0,0,0,1,0,0,0,0,,351,227,774,1193,151,226,234,1210,324,441,,9646,10928,13502,10112,11112,12560,10327,5945,6952,8752
700231,"Tubes of fused quartz or other fused silica, unworked",0,0,0,8,0,0,0,21,0,0,,64,65,179,156,221,311,209,200,113,77,,26798,19051,17845,19672,21546,22408,21543,16559,14000,19563
701690,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ...",0,0,0,0,7,26,186,672,504,0,,381,489,140,174,5247,4793,840,1739,2483,526,,33895,35669,34945,29869,28439,30762,32125,31908,34987,44784
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",766,753,1088,568,444,1,0,0,0,0,,2031,1883,2457,1910,1246,993,1472,1620,837,2073,,250926,280167,279149,254444,263632,290380,281623,236485,211667,291859
710692,"Silver, incl. silver plated with gold or platinum, semi-manufactured",0,0,0,1,0,0,0,0,0,0,,3244,3440,912,832,4033,1533,2319,2424,1219,1149,,142228,91028,85988,51644,65097,80433,65413,90862,93871,94954
710700,"Base metals clad with silver, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,0,0,22,0,0,0,10,0,0,0,,6284,2674,1643,777,1815,1741,2110,2522,2959,3992
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1329,2842,3285,2375,419,248,198,8,,20,4,0,0,0,1,0,0,0,52
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",8644,16240,13525,15140,3260,51,14,48,0,0,,408910,394475,421005,297287,246907,406729,339030,214357,169202,335852,,268604,268195,270935,243468,221542,290539,335727,256986,174678,325845
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",0,0,0,0,0,0,0,0,0,0,,351,465,164,178,327,518,602,940,809,4053,,5664,6053,5283,7122,9205,15811,8839,5995,7076,19794
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",0,0,0,0,0,0,1,0,3,0,,42,59,113,78,150,195,221,251,240,291,,7938,9024,8131,7432,7925,12032,14347,11752,9869,8300
732182,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",0,0,0,0,0,0,4,0,1,0,,136,197,874,85,48,38,35,39,71,151,,6750,6104,6548,5548,5493,4778,6231,3514,3251,6078
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,16,0,0,0,0,0,,20816,13828,8752,4791,945,22627,71688,40096,13765,62547,,959,983,1072,517,830,1274,865,491,800,687
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",0,2,0,0,0,0,0,0,0,0,,214,337,319,847,380,728,2530,1499,1195,8605,,51262,54292,51872,51515,48380,58141,64153,68081,61216,88105
731021,"Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping ...",1,5,9,4,2,0,3,12,0,0,,4143,4521,4272,9326,9399,14109,9342,7819,9734,11244,,201895,227593,233911,189443,175621,179226,181963,175731,196008,212871
722599,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,5,0,0,,5031,5628,2584,9664,4217,1917,6878,8049,10389,11813,,151032,176667,232871,224350,257723,326763,350990,328951,287204,297023
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",0,0,0,16,2,0,2,0,0,0,,14641,19954,20139,11718,10595,11652,13682,13673,14304,22417,,20572,26529,27526,14582,12935,16737,20370,16265,9551,21702
721691,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished from ...",0,0,0,0,30,0,20,13,0,0,,42604,32115,27753,21482,21136,19496,24070,29244,27949,41716,,59779,50862,46499,65575,64203,110967,119453,123450,117258,166529
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",0,0,0,0,0,4,0,0,0,0,,393,1852,1273,728,216,1085,427,219,1417,1610,,19594,19096,18583,16790,12567,14487,15379,16783,16544,20378
721923,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,2038,5214,1917,3281,1928,3572,6937,3736,4925,5605,,57552,49033,52120,36712,36115,43257,44844,47097,32208,49132
721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",2,21,0,0,0,0,0,0,0,0,,2084,1806,2629,1123,963,1440,1279,2132,3185,2024,,50955,29546,34409,30450,30032,45091,52033,48350,40075,51706
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...",193,11,0,171,5,53,20,1,2,0,,2387,21002,6913,23886,5915,10073,13348,10238,4162,12712,,65307,77092,76421,65635,71095,84900,69823,68557,60441,65781
903110,Machines for balancing mechanical parts,0,0,0,370,0,17,0,2,5,0,,1871,1944,1520,1466,2348,2037,3022,2640,1920,2813,,37307,41398,35521,24229,24530,26910,25805,27083,22596,29731
901812,Ultrasonic scanning apparatus,121,272,239,100,68,74,37,32,9,0,,2220,3783,1965,1513,2630,2266,1902,2500,3124,4582,,491042,486964,389770,319223,339370,334379,357831,354318,334621,361480
900640,Instant print cameras (excluding special cameras of subheading 9006.10 or 9006.30),0,0,0,0,0,0,0,0,0,0,,5,0,4,6,29,50,94,430,254,489,,1631,3224,4759,6548,12249,20224,18276,34032,39749,37979
900150,Spectacle lenses of materials other than glass,43,10,5,0,2,0,1,1,0,0,,163,236,343,599,705,742,911,1376,1721,2080,,490245,504620,511378,443531,437004,472178,525907,481242,449107,492537
950639,Golf equipment (excluding balls and complete clubs),0,0,0,0,0,0,0,0,0,0,,0,8,0,0,0,9,0,1,13,10,,12292,13765,15878,13519,12596,10621,9294,11684,11345,20950
950720,"Fish-hooks, whether or not snelled",0,0,0,0,0,0,0,0,6,0,,23,33,46,30,57,63,114,103,124,144,,7418,7950,7206,6989,7082,7341,6270,7974,7136,9119
960820,Felt-tipped and other porous-tipped pens and markers,0,2,1,0,0,0,0,0,0,0,,798,1237,1394,887,1378,1643,2190,2770,3198,4519,,62737,62012,68304,63083,78162,85419,90117,96446,119233,142161
960860,"Refills for ball-point pens, comprising the ball-point and ink-reservoir",0,0,0,0,0,0,0,0,0,0,,184,143,197,161,269,294,319,263,242,272,,16495,14564,15918,13156,13600,12390,13222,13233,12518,12417
961310,"Pocket lighters, gas fuelled, non-refillable",0,0,0,0,0,0,0,0,0,0,,459,320,337,742,1396,1773,2750,3184,3777,3776,,27679,33169,29794,26844,28463,27282,28260,26306,25355,28303
940151,Seats of bamboo or rattan,0,0,1,0,1,0,0,0,0,0,,1,13,23,11,14,0,0,0,0,0,,17210,12720,12441,11112,12964,0,0,0,0,0
940421,"Mattresses of cellular rubber or plastics, whether or not covered",0,1,1,10,31,3,0,0,8,0,,136,422,634,350,492,448,665,1125,748,1559,,205472,207163,215501,186406,199319,222125,251910,236264,235726,260193
940530,Electric lighting sets of a kind used for Christmas trees,0,0,0,0,0,2,0,0,0,0,,643,458,976,863,658,762,1056,1954,2003,3516,,77863,74781,83024,79977,86265,87698,104824,89013,90539,102805
911011,"Complete watch movements, unassembled or partly assembled movement sets",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1280,1240,572,281,149,571,455,1099,931,688
911120,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of base ...",5,0,0,0,0,0,0,0,0,0,,1,0,2,4,0,1,2,0,3,6,,15130,13896,14804,16554,14380,14750,12686,10704,6981,9498
911310,"Watch straps, watch bands and watch bracelets, and parts thereof, of precious metal or of metal ...",0,0,0,0,0,0,0,0,0,0,,246,224,172,68,17,52,53,133,13,18,,15211,15904,13407,11078,6925,8628,10409,9945,7545,7565
930200,Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ...,86,292,350,294,27,8,0,0,0,0,,1083,463,172,0,0,0,0,0,0,0,,6696,7751,8970,7410,12720,15970,16333,15243,11339,11706
902221,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation, for medical, ...",0,0,3323,0,0,0,0,0,0,0,,4012,659,19,22,29,603,206,114,638,134,,36878,41477,9680,5648,2488,8616,3356,4704,2691,740
910610,Time registers and time recorders,0,0,0,0,0,0,0,0,0,0,,139,44,151,90,154,152,116,121,95,30,,1191,1884,1269,1283,1652,1504,1590,1796,1925,1625
901110,Stereoscopic optical microscopes,0,0,0,6,0,0,0,72,0,0,,152,274,190,297,401,613,600,554,622,356,,23925,17193,18779,13329,16064,17455,22777,21940,22854,27625
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical ...",0,0,0,0,0,0,0,0,0,0,,270,0,26,4,72,0,6,86,17,4,,441,438,386,512,265,387,530,2380,1736,1908
900653,Cameras for roll film of a width of 35 mm (excl. instant print cameras and special cameras ...,0,2,0,1,0,0,0,0,0,0,,111,58,23,63,18,0,4,0,3,4,,4044,3961,4244,9143,9298,12315,11535,11186,11944,18077
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",0,0,0,0,0,0,0,0,0,0,,1426,67997,19220,13546,238,1199,71168,66584,84495,0,,434715,1308,4505,19341,1581,3966,4678,2861,23220,31421
870530,Fire fighting vehicles (excluding vehicles for transporting persons),0,64,0,0,0,0,658,0,192,0,,35297,31956,36628,15162,10044,15020,15389,25972,10979,14136,,64986,80187,83324,82232,92433,77500,56606,72797,79647,54325
870590,Special purpose motor vehicles (other than those principally designed for the transport of ...,0,0,0,172,60,1879,603,0,248,0,,290607,373993,336787,400335,428023,708333,373557,285150,384844,350747,,256386,261283,246224,229496,227028,261980,389068,605641,638915,690995
880212,Helicopters of an unladen weight > 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,20818,305679,303531,0,0,0,0,0,0,0,,13379,33825,64053,71844,84175,31984,72416,116168,319124,126452
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,14,1,7,3,51,27,42,17,1,0,,0,0,0,0,0,35,30,88,129,89
853230,"Variable or adjustable """"pre-set"""" electrical capacitors""""",3,0,0,0,0,0,0,0,0,0,,117,695,211,278,84,81,50,59,28,33,,6954,5244,5068,3710,4175,4981,6947,6472,5128,6641
853390,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.",2,1,1,0,0,0,0,0,2,0,,226,162,23,30,12,8,102,246,26,1539,,10311,10571,11547,9441,10095,9098,9612,9083,9112,12412
851310,Portable electrical lamps designed to function by their own source of energy,1,0,0,2,0,0,1,0,0,0,,2128,1939,2614,1073,1985,2852,3381,3507,3117,3952,,156109,154984,165437,167098,173845,187015,182707,179802,175035,218684
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",0,0,0,0,0,0,0,1,0,0,,15,50,19,3,147,5,13,16,63,31,,2783,2715,4798,1877,2434,3687,4334,3883,3323,3523
851950,Telephone answering machines,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,561,386,318,229,144,34,39,18,108,131
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",0,1,2,0,49,24,0,4,3,0,,412,708,803,756,796,1710,2360,2439,2071,2403,,810625,804120,706470,453887,353416,358551,380242,302494,241471,148395
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",2,0,1,0,0,2,0,0,0,0,,3033,4597,2949,2583,3463,6667,8705,8234,6352,6032,,280229,309960,302510,247826,252221,271711,252868,256448,211179,230652
852842,"Cathode-ray tube monitors """"CRT"""" capable of directly connecting to and designed for use with ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,40,1273,21,25,319,,0,0,0,0,0,2986,2323,1810,1070,2039
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,350,95,147,83,155,,0,0,0,0,0,77447,109666,111704,134913,164469
870331,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",223,486,1,0,2,0,0,0,0,0,,524,3333,5667,2933,9457,9702,9884,9270,3819,13265,,937143,906783,1359088,1809120,1694904,1205205,1170870,1368820,1088583,890409
860120,Rail locomotives powered by electric accumulators,0,0,0,0,0,0,0,0,0,0,,386,116,395,377,36,47,1286,413,942,26,,0,178,260,1712,128,118,0,1937,83,0
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",12,2,1,1,2,1,11,0,0,0,,3080,2868,3265,3184,2310,1647,1958,3855,1629,2109,,114518,101877,93760,76967,69164,72376,69783,56407,48538,57787
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...",0,0,0,0,0,0,0,0,0,0,,2,3,0,2,50,2,0,11,1,93,,54,42,32,58,54,69,75,35,135,25
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",0,1,0,0,0,0,0,0,0,0,,372,472,515,491,433,897,1324,1007,1284,1715,,22529,19712,18598,10161,10092,13678,12096,13479,11149,12676
960630,Button moulds and other parts of buttons; button blanks,0,0,0,0,0,0,0,0,0,0,,6,8,15,14,2,4,12,17,17,31,,4954,4793,4103,3255,2662,2771,3663,3243,2569,2196
960840,Propelling or sliding pencils,0,0,0,0,0,0,0,0,0,0,,38,48,35,39,69,84,185,124,140,201,,13729,10652,9214,7238,8264,8346,8759,8531,10139,13429
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",1,0,1,0,0,0,0,0,1,0,,47,358,103,91,190,160,253,266,211,314,,24201,26074,30987,31545,29882,31913,32797,28188,28482,36186
961210,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ...",0,0,0,0,0,0,0,0,0,0,,318,303,367,676,791,788,806,1093,1242,1485,,261730,235685,240276,213802,178029,146596,145365,138078,122608,127926
961511,"Combs, hair-slides and the like of hard rubber or plastics",0,0,0,4,0,0,0,0,0,0,,156,324,389,242,413,727,1062,1138,1314,1157,,19656,21088,25984,21607,21387,20716,21732,25584,25838,28047
962000,"Monopods, bipods, tripods and similar articles",0,0,0,0,0,0,1,18,3,0,,0,0,0,0,0,87,191,278,571,885,,0,0,0,0,0,64866,69853,61106,61731,88815
940430,"Sleeping bags, whether or non-electrically heated",0,0,0,0,0,0,235,42,3,0,,78,90,288,184,149,171,228,254,273,563,,34213,37697,38889,40719,40883,41992,42549,40780,49805,53461
950621,Sailboards,0,0,0,0,0,0,0,0,0,0,,0,0,3,3,0,0,6,0,0,11,,14385,14557,17372,16003,16393,17060,18170,16964,17718,27387
940210,"Dentists', barbers' or similar chairs having rotating as well as both reclining and elevating ...",0,0,0,0,0,9,0,0,0,0,,68,84,152,63,146,142,177,251,254,346,,32569,34120,36475,35057,36472,37875,43161,44357,41599,41809
930690,"Bombs, grenades, torpedos, mines, missiles, and other ammunition and projectiles, and parts ...",2,461,89,0,0,0,0,0,0,0,,48126,60303,25302,0,0,0,0,0,0,0,,25917,21124,2587,3341,5011,3502,3362,8210,10136,5828
841821,"Household refrigerators, compression-type",267,83,37,102,21,54,2,1,0,0,,11288,13302,11741,5818,4451,7204,15741,7525,8486,14094,,234922,243237,254433,211333,212644,195342,209891,200282,235669,255925
841319,"Pumps for liquids, fitted or designed to be fitted with a measuring device (excluding pumps ...",917,292,0,0,0,0,1,0,0,0,,3834,10662,9280,6035,5775,7635,9194,10665,3302,15785,,22556,24327,19993,18122,22509,32188,35547,41170,30296,25415
841382,Liquid elevators (excluding pumps),0,0,0,0,0,1,0,1,1,0,,12204,10013,19097,13518,4611,7072,7222,8214,13840,12918,,17273,16669,18128,16487,15821,14362,18541,16901,16344,22560
842211,Dishwashing machines of the household type,0,3,0,0,0,0,2,0,0,0,,2569,4845,4574,5257,5091,7871,11811,16142,20072,29759,,398856,399748,430544,367380,392419,401817,421732,450337,513274,597710
842310,"Personal weighing machines, incl. baby scales; household scales",0,0,0,0,0,0,0,0,0,0,,1213,2548,2057,1622,1030,1454,1694,2000,2422,2704,,79628,85396,89381,88088,87093,87701,88595,94020,115379,127016
842539,"Winches and capstans, non-powered by electric motor",34,54,0,3,1,0,0,1,5,0,,11919,5498,4028,3370,2822,2487,3877,2695,1777,3213,,26773,30094,30043,28825,24426,26287,39782,40950,36881,44371
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic",79,12,0,0,0,0,0,0,7,0,,4279,2237,3783,1556,1120,4922,3434,6073,1512,5896,,80518,88009,86411,68131,68595,74159,82863,69394,49314,55074
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,0,0,0,0,0,0,0,0,0,,2293,976,1244,1281,102,1509,1240,2957,270,1610,,483,742,3419,722,912,1102,983,4562,1305,3565
