Product code,Product label,"Russian Federation's imports from Taipei, Chinese-Value in 2012","Russian Federation's imports from Taipei, Chinese-Value in 2013","Russian Federation's imports from Taipei, Chinese-Value in 2014","Russian Federation's imports from Taipei, Chinese-Value in 2015","Russian Federation's imports from Taipei, Chinese-Value in 2016","Russian Federation's imports from Taipei, Chinese-Value in 2017","Russian Federation's imports from Taipei, Chinese-Value in 2018","Russian Federation's imports from Taipei, Chinese-Value in 2019","Russian Federation's imports from Taipei, Chinese-Value in 2020","Russian Federation's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360¡Æ revolving su ...",0,0,0,0,0,0,0,0,0,0,,9715,5785,4991,5354,10694,5928,4473,3645,1089,2121,,1404925,1100755,683152,172006,231937,617193,679585,678692,547437,1100474
844621,"Power looms for weaving fabrics of a width > 30 cm, shuttle type",257,381,148,58,431,413,11,85,24,0,,1926,2352,955,655,553,675,135,146,677,317,,3651,4932,2547,5495,6366,5684,4845,5278,5099,3777
843210,"Ploughs for use in agriculture, horticulture or forestry",0,0,0,0,0,0,0,0,0,0,,58,148,468,105,207,236,59,221,74,8,,17315,21781,24982,9928,19234,21699,20306,15785,16082,23314
843229,"Harrows, scarifiers, cultivators, weeders and hoes for use in agriculture, horticulture or ...",0,0,2,0,0,106,0,0,0,0,,1218,1638,2227,1243,1661,1958,1237,1276,894,2273,,155117,160005,132230,56726,73279,102137,105534,96233,75730,137622
843231,"No-till direct seeders, planters and transplanters",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,56,98,17,16,74,,0,0,0,0,5,52269,53465,46090,66501,111179
843241,Manure spreaders (excl. sprayers),0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,15,475,2,0,37,,0,0,0,0,193,9386,8995,6757,5966,9754
843330,Haymaking machinery (excluding mowers),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16379,13312,12501,7983,9594,9384,10956,11685,11254,13971
843590,"Parts of presses, crushers and similar machinery used in the manufacture of wine, cider, fruit ...",0,0,0,0,0,0,0,0,0,0,,771,1063,1350,1576,914,768,294,503,127,290,,57,31,75,12,51,135,105,145,162,152
846900,Typewriters and word-processing machines (excluding automatic data-processing machines and ...,0,0,0,17,23,0,0,0,0,0,,118,185,97,83,51,3,0,0,0,0,,205,43,42,28,65,0,0,0,0,0
847210,"Duplicating machines """"hectograph or stencil"""" (excluding printing machines and photocopying ...""",0,0,0,0,0,0,0,0,0,0,,333,630,400,214,284,363,222,358,456,370,,398,491,198,72,84,24,48,36,50,76
847810,"Machinery for preparing or making up tobacco (excluding dryers and other heating equipment, ...",0,0,0,0,0,0,0,0,0,0,,2710,5734,1965,1275,1266,923,718,1435,219,1757,,51986,63237,53874,23234,31393,7149,25074,73514,28909,55277
847960,"Evaporative air coolers, n.e.s.",0,0,0,0,0,0,0,0,0,0,,652,1546,670,787,1006,702,525,392,305,441,,6623,11317,2596,1812,1737,1220,2008,2125,2492,2019
845650,Water-jet cutting machines,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,841,719,502,46,368,,0,0,0,0,0,12380,16829,10085,6122,7693
845012,"Household or laundry-type washing machines, with built-in centrifugal drier (excluding fully-automatic ...",0,0,0,0,0,0,0,0,0,0,,27,1,8,32,11,30,32,1,9,5,,18565,9336,8191,3357,2494,4453,4503,4269,3937,2761
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",15,0,0,267,476,65,160,0,0,0,,12220,17066,16787,16053,14756,11481,10783,8005,6620,8594,,31895,26467,19867,18848,14335,23593,36621,36207,11902,25211
845951,"Milling machines for metals, knee-type, numerically controlled",0,273,95,0,0,96,121,29,0,0,,405,563,199,118,694,349,500,1006,1139,4158,,1191,684,4604,2652,246,724,515,1383,177,2661
851631,Electric hairdryers,1,15,1,1,0,1,3,13,0,0,,167,134,106,112,179,317,100,482,76,81,,56538,59249,43593,25260,30716,43953,50584,55253,69326,85221
852712,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, ...",0,0,0,0,0,0,0,0,0,0,,0,4,5,0,41,6,3,0,1,0,,0,4,0,0,0,3,0,0,0,0
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),0,0,0,0,0,0,0,0,0,0,,11849,12339,13365,20211,16348,13933,9766,12965,9100,7797,,96380,85567,68087,39767,139848,77237,53471,52272,41639,35984
850133,DC motors and DC generators of an output > 75 kW but <= 375 kW (excl. photovoltaic generators),0,0,2,0,0,0,0,0,0,0,,854,1019,1128,1354,726,625,491,565,854,326,,35023,43428,32681,14732,19472,17689,28147,19889,34808,26722
850610,Manganese dioxide cells and batteries (excluding spent),31,0,2,11,1,2,0,0,0,0,,1742,1825,1389,967,1605,544,453,346,766,868,,140451,149321,152548,97110,91696,105074,107912,98709,106232,114968
850660,Air-zinc cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,16,3,75,10,8,9,0,4,3,11,,1409,1489,1690,1359,1332,1775,2823,2189,2217,2618
848030,Moulding patterns (excluding moulds of graphite or other carbons and ceramic or glass moulds),0,0,0,0,0,0,91,0,0,0,,14679,18932,17427,16772,9496,8914,16637,7357,7793,7277,,16925,6570,7256,4238,8533,5466,6193,3304,2717,3997
850162,"AC generators """"alternators"""", of an output > 75 kVA but <= 375 kVA (excl. photovoltaic g ...""",0,0,0,0,0,0,0,0,0,0,,522,1269,1551,219,337,820,442,375,191,248,,31158,25461,13752,8221,10041,9317,9751,10373,7382,44566
850213,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,0,0,0,0,,7685,2345,9294,4553,5561,3948,4716,4991,2695,4881,,319401,459907,757449,393786,262270,245736,222513,174876,176841,149694
850220,Generating sets with spark-ignition internal combustion piston engine,663,677,0,129,11,39,0,0,3,0,,6,38,78,677,33,51,196,24,20,30,,370518,392648,506908,213491,174194,291525,231355,321136,342531,349270
920930,Musical instrument strings,0,1,0,3,0,0,0,0,0,0,,74,143,92,60,57,47,176,120,48,113,,1707,2502,1999,1354,1901,2760,3221,3891,4093,5924
930630,"Cartridges for smooth-barrelled shotguns, revolvers and pistols and cartridges for riveting ...",0,0,0,0,0,0,0,0,0,0,,3235,9109,11052,17526,19119,11440,9523,9333,929,1022,,20,0,0,0,0,0,0,0,0,0
940340,Wooden furniture for kitchens (excluding seats),0,0,0,151,16,60,76,106,0,0,,760,803,555,583,726,1450,762,9111,11168,12220,,109565,121133,135400,70779,41422,56123,62874,61751,58008,65066
902129,Dental fittings (excl. artificial teeth),13,25,19,17,21,12,0,275,284,0,,4508,6945,8576,6704,7607,12462,11034,9007,7562,9909,,53120,69589,84603,75746,74692,92277,96331,101800,127917,162584
910191,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,52,52,43,50,102,178,130,26,28,42,,11,3,4,1,51,118,0,96,26,291
910219,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",0,0,0,14,7,0,0,0,0,0,,1986,2575,2047,678,831,741,455,423,423,670,,5153,6874,9285,7800,7766,8169,6902,6455,4448,5977
911012,"Incomplete watch movements, assembled",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,429,8973,12889,2601,,7,8,5,10,20,4,2,1,3,9
961400,"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s.",0,0,9,25,0,14,3,0,0,0,,78,127,134,96,118,114,148,195,145,131,,2612,4413,4024,4782,3463,2718,3445,4488,3495,2962
940560,"Illuminated signs, illuminated nameplates and the like, with a permanently fixed light source",4,28,86,16,1,0,1,3,0,0,,3065,4129,2678,3102,2316,2053,2638,3278,3676,3170,,26901,24485,23793,16188,12399,15062,18404,21396,16532,18453
960110,"Worked ivory and articles of ivory, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,1,0,2
853932,Mercury or sodium vapour lamps; metal halide lamps,47,10,44,16,0,1,0,3,0,0,,6198,3246,2276,1048,2132,1666,1256,835,644,561,,42600,34829,28586,14696,16450,15166,20132,17860,15551,17659
853941,Arc lamps,0,28,1,0,0,0,0,0,0,0,,1045,1141,642,400,631,730,912,786,1135,1496,,1977,1018,610,807,516,662,828,866,1725,2278
860310,"Self-propelled railway or tramway coaches, vans and trucks, powered from an external source ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,3124,188758,213019,11886,12275,4585,7606,7866,4003,20688
860630,Railway or tramway self-discharging goods vans and wagons (excluding tank wagons and the like ...,0,0,0,0,0,0,0,0,0,0,,5,9,0,0,3,0,3,2,0,0,,207661,340862,94380,7554,4386,9940,10730,23838,5394,18896
860692,"Railway or tramway goods vans and wagons, open, with non-removable sides of a height > 60 cm ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,,987800,101052,32053,3083,3612,69765,18943,32406,414,20645
870290,"Motor vehicles for the transport of >= 10 persons, incl. driver, not with compression-ignition ...""",0,0,0,0,0,0,0,0,0,0,,1623,1273,753,1028,904,383,1020,255,116,28,,26260,26077,17754,8167,7576,10206,6035,13500,8696,38823
870324,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,0,0,0,,269,17,237,492,1825,10829,28781,62538,50480,3345,,3305970,2687465,2313114,1306391,1342013,1168387,1326764,1280240,805144,1261525
870332,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,614,236,248,118,2055,9417,138,109,125,88,,1775684,1415623,1161644,571657,458289,858020,797612,900795,569439,687938
870431,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,4653,5527,5022,3496,4079,2951,5353,4895,5056,6612,,82018,77992,50648,5902,5740,7208,8861,11384,9141,18308
871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,215,0,0,633,138,44,0,,13859,52349,33989,0,0,0,0,0,0,0
871500,"Baby carriages and parts thereof, n.e.s.",697,389,192,0,0,0,0,0,0,0,,27877,31454,33795,31793,27914,26595,21456,17200,15875,15226,,151289,152662,134555,0,0,0,0,0,0,0
750300,"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ...",0,0,0,0,0,0,0,0,0,0,,8908,9482,13605,9406,9724,12469,14418,21072,7965,18504,,2302,539,1054,0,3,110,64,1410,4951,1952
761410,"Stranded wire, cables, plaited bands and the like, of aluminium, with steel core (excluding ...",0,0,0,0,0,0,0,0,0,0,,8,1,2,24,10,2,0,3,4,0,,5881,1354,1029,162,335,60,158,1046,123,95
810390,"Articles of tantalum, n.e.s.",0,0,0,0,0,0,0,1,0,0,,9288,7409,7388,7187,6111,7109,6780,7350,11687,16205,,1973,4727,6961,3999,3178,5185,5183,3207,6736,3354
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,0,0,0,0,0,0,0,0,0,0,,5135,3743,4082,2793,4635,8056,3152,4861,13511,7976,,1748,1357,1839,2694,2886,4653,6358,5640,2730,4700
811212,Unwrought beryllium; beryllium powders,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,95,0,0,0,330,0,0,63,65
811221,Unwrought chromium; chromium powders,0,0,0,0,0,0,0,0,0,0,,1216,631,1075,764,589,94,97,146,113,164,,117,358,346,33,25,218,437,660,268,368
811292,"Unwrought niobium """"columbium"""", gallium, indium, vanadium and germanium; powders and waste ...""",0,0,0,0,0,0,0,0,0,0,,113783,67661,70787,55347,47851,53100,73979,76049,80334,105874,,21655,13927,13070,10627,4524,9255,15226,8811,8263,15338
821220,"Safety razor blades of base metal, incl. razor blade blanks in strips",0,0,0,0,1,0,0,0,0,0,,840,1444,2515,1580,995,605,443,1966,653,442,,151245,149705,150896,83322,75808,105165,69193,86528,70866,84492
821510,"Sets of spoons, forks or other articles of heading 8215, which may also contain up to an equivalent ...",0,0,0,0,0,0,0,0,0,0,,0,1,2,5,16,2,0,0,4,11,,789,693,680,205,277,424,565,793,937,1314
840729,"Spark-ignition reciprocating or rotary engines, for marine propulsion (excluding outboard motors)",0,0,0,0,0,11,0,0,0,0,,92,90,575,240,171,27,142,830,15,277,,1657,1334,1561,581,411,591,589,881,785,791
841011,"Hydraulic turbines and water wheels, of a power <= 1.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,153,230,193,305,331,341,578,561,1134,743,,394,1467,488,66,9,6,124,12,28,278
841111,Turbojets of a thrust <= 25 kN,0,0,0,0,0,0,0,0,0,0,,265,235,465,4287,2253,906,559,2728,1585,604,,23588,21226,5412,2175,2965,341,752,497,1749,1393
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",29,5,0,0,31,20,3,2,2,0,,2081,2318,2404,2582,2363,2677,2619,2756,3167,4709,,45081,26391,26779,13372,15348,21431,15690,16500,14518,19218
841610,Furnace burners for liquid fuel,0,0,0,0,0,0,0,0,0,0,,422,814,822,277,418,439,349,508,474,320,,13873,10221,10292,5633,5743,6417,11133,8323,8173,9435
841710,"Industrial or laboratory furnaces and ovens, non-electric, for the roasting, melting or other ...",534,0,229,0,0,0,1911,1728,0,0,,15753,12288,14217,11408,9157,12386,13648,10936,6058,4715,,78887,47571,112805,107185,27667,79231,48497,38151,53798,45241
841919,"Instantaneous or storage water heaters, non-electric (excl. instantaneous gas water heaters, ...",0,0,0,0,0,0,0,0,0,0,,1028,1498,1238,632,422,731,650,756,923,509,,90577,92054,84906,35938,40084,52093,62266,49572,49514,59677
820719,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts ...",0,47,18,11,6,0,0,0,0,0,,797,596,592,582,537,1033,1043,685,930,1160,,255876,347093,120857,77312,68750,74013,77807,85362,57794,52352
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",0,5,0,0,0,0,0,0,0,0,,850,685,693,3448,952,330,385,215,183,754,,38848,37188,30876,19639,15292,13405,20208,19717,22739,16371
740313,"Copper, refined, in the form of billets",0,0,0,0,0,0,0,0,0,0,,118,137,5,0,0,3,4,104,155,369,,526,85,527,0,0,0,14,4,32,4
740400,"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ...",0,0,0,0,0,0,0,0,0,0,,228796,204116,206673,183478,176815,289144,364977,374996,409168,639946,,101864,85983,53673,65849,63900,171239,164273,311113,499329,447728
731520,"Skid chain for motor vehicles, of iron or steel",34,0,23,0,0,0,1,0,0,0,,144,50,47,28,78,101,71,16,165,123,,5876,7739,10150,6409,8290,8343,10263,10194,8616,13218
731600,"Anchors, grapnels and parts thereof, of iron or steel",0,0,1,3,14,0,1,0,0,0,,8510,6552,7154,6674,5802,6119,5933,8198,6203,8151,,1336,1535,1656,1202,950,960,922,2405,1588,1796
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",6,0,4,0,5,0,0,0,0,0,,5121,4763,7920,6695,7048,9676,7580,6528,4276,5754,,99420,105338,114690,53567,43014,73347,92520,92485,103445,95124
730539,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",0,788,0,0,0,0,0,0,0,0,,4668,1323,323,2,68,4,13,0,0,0,,6242,8645,6127,2536,1622,355,4464,4203,5317,3968
730619,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron ...",0,0,0,0,0,0,0,0,0,0,,30986,18197,49854,31446,21177,36246,59686,40256,16016,22071,,797,568,3448,2529,1886,535,75,106,128,86
711890,Coin of legal tender,0,0,0,0,0,0,0,0,0,0,,1302,2441,974,1829,791,1610,2057,432,923,1643,,0,0,0,6829,4442,4763,4317,4085,3800,4544
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,0,0,0,0,0,0,0,0,0,,5,132,138,103,95,172,293,224,82,21,,1,102,28,0,14,58,65,3,0,0
720291,Ferro-titanium and ferro-silico-titanium,0,0,0,0,0,0,0,0,0,0,,8,0,8,6,14,11,47,39,20,18,,163,266,850,435,108,16,183,168,114,256
720293,Ferro-niobium,0,0,0,0,0,0,0,0,0,0,,107,277,1213,220,199,891,1530,704,566,783,,60694,113253,105360,133801,86515,101956,109440,100735,64148,77005
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",0,0,0,0,0,0,0,0,0,0,,10892,8767,7161,5327,7720,13026,13671,13458,10923,33555,,2622,995,16496,29807,41697,88583,98783,185847,72484,156182
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",0,0,0,0,0,0,0,1,0,0,,347562,364944,365910,283981,220445,333304,353778,359479,346883,714314,,4646,5068,8985,1807,1778,3604,781,848,1144,880
722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",0,0,0,0,0,0,0,0,0,0,,3752,3193,4704,4102,5140,7002,12366,16404,8273,34474,,152,3014,198,231,2988,3759,679,2361,1719,2653
722540,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",409,55,0,6,0,0,0,0,0,0,,5467,4668,3126,3874,1686,1513,1947,3007,2583,3795,,405850,315028,249725,177476,113197,435804,368989,305156,164269,245663
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,962,2,11,34,17,239,225,765,7158,12044,,6,67,53,67,17,56,20,20,28,0
730300,"Tubes, pipes and hollow profiles, of cast iron",0,0,0,0,0,5,0,0,0,0,,3958,3231,3746,3833,2292,2874,1699,1512,1706,1427,,14862,18223,15671,9471,11737,11403,11499,23264,16643,15434
730419,"Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel (excluding products ...",0,0,0,0,0,0,0,0,0,0,,387,956,3552,1225,115,443,393,440,231,392,,43026,47475,39720,16002,68297,98534,133418,103723,19904,37238
721622,"T sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,59,0,9,261,0,1,0,0,0,0,,1075,1581,1109,699,2082,3090,1791,1096,573,1085
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,33207,22213,25529,19879,19079,35562,46655,23679,19214,46202,,236587,263433,179996,87432,81929,137392,158711,135523,107878,76416
721650,"Sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded ...",0,0,0,0,0,0,0,0,0,0,,37151,25778,34840,28926,26200,30139,40326,29122,19640,41554,,186368,166958,69300,73090,61832,89427,29677,43218,24120,14296
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further ...",0,0,0,3,0,0,0,0,0,0,,1717,1792,1912,2510,1254,991,551,361,246,361,,6534,5062,6688,1334,1387,2359,1556,2944,2349,7574
721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excluding ...",1,1,0,0,0,0,0,0,0,0,,69453,65604,70531,57717,58115,71993,77155,74746,70071,94733,,36650,43067,31383,15034,10378,16451,23801,15437,13266,19805
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excluding bars and rods)",111,49,56,33,2,11,1,8,27,0,,9212,5344,6194,6592,7125,11395,10182,9727,7917,11413,,17113,19354,16316,10833,11024,16688,13355,14810,11314,15030
721899,Semi-finished products of stainless steel (excluding of rectangular [other than square] cr ...,0,0,0,0,0,0,0,0,0,0,,78587,53599,31823,22624,13878,32093,38354,24272,21761,56506,,2712,2596,2355,1567,1615,1335,3667,613,1508,2331
720840,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,2833,2881,2188,2038,2304,2045,1200,1328,139,1052,,4977,6269,10176,2920,2840,6840,8811,3997,5235,12882
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",0,0,0,0,0,68,4,0,0,0,,66412,55943,84320,40712,32308,39141,56518,43228,25536,35665,,332863,152090,264831,111162,90624,102604,133886,242213,117712,170276
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,1,0,0,211,31,0,0,0,,28827,27250,29609,19844,17850,23504,31044,21208,10965,22464,,151285,100484,87385,38858,48330,85850,89429,112664,72204,143291
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,32,0,0,0,0,,15580,16235,17494,9126,6623,7858,12928,9479,8208,16965,,22040,20945,20567,23535,11681,20529,13502,15025,11461,23243
721011,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,1053,748,930,559,1132,983,1696,2093,1544,6303,,0,146,362,8,262,416,65,907,5,80
721090,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",75,0,0,0,0,0,0,0,0,0,,66644,44296,20052,1118,905,1564,518,324,601,606,,13160,19121,21715,11167,14462,14289,15537,13812,10439,17989
721250,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,7401,3709,4308,3486,630,360,1900,2638,5080,7339,,3531,3682,3549,1550,2055,2602,2782,4485,2070,3833
721260,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,169,25,2,26,101,669,1024,1653,37,112,,2113,1889,1078,681,917,1362,1735,3022,1431,1329
710210,"Diamonds, unsorted",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,276,525,323,1619,8449,13940,7804,5431,903,2210
710221,"Industrial diamonds unworked or simply sawn, cleaved or bruted",0,0,0,0,0,0,0,0,0,0,,282,244,181,96,42,79,97,522,290,246,,720,326,60,38,17,77,29,213,136,231
710231,"Non-industrial diamonds unworked or simply sawn, cleaved or bruted (excluding industrial diamonds)",0,0,0,0,0,0,0,0,0,0,,11,6,38,3,110,472,165,193,0,0,,24927,5149,1205,9483,28585,7867,48783,78384,20438,42142
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",0,0,0,0,0,0,0,0,0,0,,12598,18939,11619,4974,6952,8057,1816,5162,5412,10594,,728,1094,1323,584,404,1042,1308,1322,990,3985
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",0,2,11,0,0,0,0,0,0,0,,114220,74107,70113,71046,53869,46662,83366,126896,171890,160059,,703,1097,2295,986,728,1501,2057,2799,3018,3541
711021,"Palladium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,12032,8559,23944,7481,10401,11064,8138,23156,22723,15659,,565,1113,1212,1720,1823,6556,11011,79058,16799,12258
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,1391,1453,667,651,166,367,2914,880,131,659,,1,1,0,0,76,0,812,362,6,1364
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",0,0,0,0,0,0,0,0,0,0,,21049,21439,26265,21365,16971,21594,19205,20372,27509,41173,,2481,1831,8305,3218,1718,17948,34226,116046,121075,100613
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",0,0,0,149,36,38,0,0,0,0,,1661,1305,1447,1156,759,841,759,803,466,584,,7987,7629,10060,8237,6986,6636,4969,5191,4761,6311
690310,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,0,0,0,0,0,0,0,0,,3387,2663,2791,2236,1522,1170,1205,1266,747,1066,,2143,2611,2099,1625,2083,2511,2472,1776,1639,2061
690510,Roofing tiles,0,0,0,0,0,0,0,0,0,0,,24,55,18,24,3,23,103,46,71,20,,11029,12127,10773,10156,7575,7095,6671,5430,5721,7787
690723,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,384,73,169,78,51,,0,0,0,0,781,101461,111787,98552,86312,95564
690810,"Glazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",0,0,0,0,0,0,0,0,0,0,,33,5,2,8,3,0,0,0,0,0,,4023,4584,4684,3346,2489,0,0,0,0,0
700320,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or ...",0,0,0,0,0,0,0,0,0,0,,127,109,22,50,84,49,68,0,21,0,,3008,3218,2276,1561,1394,1490,1899,1534,1576,1166
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles ...",0,0,0,0,0,0,0,0,0,0,,550,158,162,159,132,95,19,0,0,0,,440,703,513,352,211,185,170,190,249,380
