Product code,Product label,Germany's imports from Viet Nam-Value in 2012,Germany's imports from Viet Nam-Value in 2013,Germany's imports from Viet Nam-Value in 2014,Germany's imports from Viet Nam-Value in 2015,Germany's imports from Viet Nam-Value in 2016,Germany's imports from Viet Nam-Value in 2017,Germany's imports from Viet Nam-Value in 2018,Germany's imports from Viet Nam-Value in 2019,Germany's imports from Viet Nam-Value in 2020,Germany's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,6827,7901,9663,10348,11553,0,0,0,0,0
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",0,0,0,0,0,0,0,0,0,0,,55,9,1,0,0,33,43,17,33,4,,119457,101842,105867,73783,72319,68192,93167,85942,68064,95685
290319,Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,9,,2788,2636,2763,2948,917,1923,1047,2369,1400,3229
290323,"Tetrachloroethylene """"perchloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,20,18,101,59,156,,1830,1575,1303,3828,4543,3109,1042,914,1056,1330
290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene ...",0,0,0,0,0,0,0,0,0,0,,70,479,35,14,21,0,34,109,739,461,,95929,91588,89835,83712,87733,138656,228972,166225,138199,170530
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,195,432,278,1052
290383,"Mirex """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,12,274,1254,0,0
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",0,0,0,0,0,0,0,0,0,0,,0,28,13,0,0,0,0,0,0,,,46572,24012,20012,19466,18366,10857,7407,4880,5624,8486
290394,Hexabromobiphenyls,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0
290499,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,150,90,,,0,0,0,0,0,18472,21989,18555,19368,20691
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,1,,39499,43097,42277,20674,5925,9853,8287,8191,6936,11282
290516,"Octanol """"octyl alcohol"""" and isomers thereof""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,55859,70281,80201,57423,43687,79623,66432,39346,16742,37942
290531,"Ethylene glycol """"ethanediol""""""""",0,0,0,0,0,0,0,0,0,0,,1,7,1,14,0,1,3,19,12,,,360496,336503,301530,253310,236651,297633,237852,181939,139992,263034
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,0,0,0,0,0,0,0,0,0,0,,405,105,134,105,67,133,838,646,402,1,,21085,22606,25019,18246,16753,20460,19349,17530,14364,50256
291412,"Butanone """"methyl ethyl ketone""""""""",0,0,0,0,0,0,0,0,0,0,,0,51,242,0,361,774,456,597,676,97,,31757,32599,45339,34614,21337,40054,43363,33835,38614,47454
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,41473,39329,44268,41620,37406
291521,Acetic acid,0,0,0,0,0,0,0,0,0,0,,0,1,106,19,81,126,190,82,4,74,,196325,260755,266419,215587,176970,196954,278917,227826,201258,286884
291531,Ethyl acetate,0,0,0,0,0,0,0,0,0,0,,133,17,10,297,1462,3052,2797,2910,5566,660,,95076,88952,90302,74648,71561,80127,98855,77657,77082,139685
291533,N-Butyl acetate,0,0,0,0,0,0,0,0,0,0,,100,55,58,71,114,288,679,762,1150,360,,21334,15147,14599,10681,14914,32879,30361,22266,18592,75499
291613,Methacrylic acid and its salts,0,0,0,0,0,0,0,0,0,0,,15,0,0,67,0,0,0,0,0,,,9242,9930,8528,6531,5858,9515,12307,14735,8466,18725
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",0,0,0,0,0,0,0,0,0,0,,6,16,102,69,44,71,51,0,0,2,,84300,100545,100141,76829,69080,46540,57697,65411,80836,79217
291711,"Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,1,0,0,7,6,26,29,6,7,20,,8484,9993,10108,7540,8515,7534,7681,5976,5499,6941
291713,"Azelaic acid, sebacic acid, their salts and esters",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,62250,67263,67305,67596,64477,82175,99289,66940,54347,85154
291733,Dinonyl or didecyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,41,0,44,3348,12644,,107674,97465,80138,57200,59289,104467,102584,89628,68294,123603
291735,Phthalic anhydride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,64418,87019,86307,60320,59049,62029,70648,71450,42426,69301
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,16,0,,,84,136,10,6,2,1,2,0,48,257
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,32,0,0,19,,12345,8797,9505,7518,2533,3548,4584,4808,2606,3405
292023,Trimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,57,67,161,54,91
292090,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,9,0,6,1,3,0,0,0,1,,,92613,99387,99607,79983,82229,58293,60056,61660,51997,60639
292111,"Methylamine, dimethylamine or trimethylamine and their salts",0,0,0,0,0,0,0,0,0,0,,0,3,3,0,0,0,0,0,0,,,5758,7000,6483,3092,1132,3468,1417,4351,1601,2205
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",0,0,0,0,0,0,0,0,0,0,,0,19,183,160,108,1,0,3,16,2,,44435,45722,49610,45904,49173,70320,65472,58021,49861,79541
292121,Ethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,3,4,60,85,78,1,,38470,40411,46304,36869,32251,32574,38620,35169,33387,38366
292142,Aniline derivatives and their salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,37118,30208,29989,25728,26053,29116,36546,31158,37419,39846
292144,Diphenylamine and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,,9604,11340,11451,8444,9626,10343,11941,11724,9573,12172
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,8595,10420,9350,10719,12283
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",0,0,0,0,0,0,0,0,0,0,,246,38,0,2,1,0,8,15,105,16,,135108,163008,181712,148337,161717,162947,167147,150295,156577,181697
292221,Aminohydroxynaphthalenesulphonic acids and their salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2128,2742,3685,797,456,506,1096,959,765,1044
292244,"Tilidine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,2,2,2,42,1,3,0,2,0
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",0,0,0,0,0,0,0,0,0,0,,31,20,638,0,13,185,362,148,132,23,,138049,152817,154386,139926,153130,157182,174496,170698,166441,234211
292421,Ureines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,13700,11266,12828,10029,7990,5468,7237,8341,6540,8164
292511,Saccharin and its salts,0,0,0,0,0,0,0,0,0,0,,0,1,3,1,3,2,67,0,1,5,,14861,18222,22245,19260,25663,21520,15400,15453,18344,20251
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,,,3527,3396,3463,2908,3235,3006,3376,2833,1954,3546
292690,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""",0,0,0,0,0,0,0,0,0,0,,0,11,0,0,0,0,1,147,10,,,587988,357501,339126,161098,134033,149770,134933,140707,136735,183537
293030,"Thiuram mono-, di- or tetrasulphides",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25,31,26,,,6568,6902,6575,5273,6232,6708,7015,6030,5719,5939
293060,"2-(N,N-Diethylamino)ethanethiol",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
293133,Diethyl ethylphosphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,634,776,1296,1241,1259
293294,Safrole,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7,6,6,1,0,0,1,0,0,0
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",0,0,0,0,0,0,0,0,0,0,,11,11,2,84,529,44,76,36,176,162,,1256613,1098187,1997002,2034868,2084380,2163952,3939110,2627129,3333326,1722534
293621,"Vitamins A and their derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,323,2,7,5,315,1701,2457,1589,4155,186,,58577,46401,55037,46382,52451,70254,108321,92429,92656,109852
293712,"Insulin and its salts, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,,6805,7407,10897,9106,9252,2409,5359,3936,3664,11392
293961,"Ergometrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,28,29,32,79,26,34,36,49,74,39
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,57,0,,,0,0,0,0,0,29163,40249,52319,49111,65681
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18,0,0,,,0,0,0,0,0,1030,245,315,361,485
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1188,577,786,5,,7153,6150,6176,5698,4135,5864,9240,19748,68634,83463
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,75,39,13,57,,0,0,0,0,0,7473,11975,4265,6108,9941
300341,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4191,12
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",0,0,0,0,0,0,0,0,0,0,,1631,2302,2985,3197,2176,2620,1988,2404,3058,894,,131912,147655,146647,108726,110081,131405,146762,150959,194721,161891
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,180,294,131,3251,,0,0,0,0,0,253468,237886,266083,247146,188251
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,3,0,0,0,,,1141,1149,971,843,585,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,23,18,11,0,1,1,3,7,9,14
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,0,0,0,0,0,0,0,0,0,0,,5556,5838,1467,3066,2161,2968,3184,2001,282,102,,1834,1165,1418,1007,1498,1873,1822,1548,2308,1566
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,0,0,0,0,0,0,0,,8367,11303,15504,17036,22304,43508,39864,29450,45504,29736,,647779,734307,778915,709868,662068,593383,644218,613927,452301,604597
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,1,0,0,0,0,2298,0,,1184,1866,2929,2544,2778,2632,2744,2745,28722,17811,,165803,175142,196145,161531,196415,211141,236588,247622,499922,303129
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,0,0,0,0,0,0,0,0,0,,85967,98981,144414,154835,105809,91909,114661,137918,138191,231387,,164430,169722,167886,180826,176149,188395,210535,235319,221480,242934
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,0,0,0,0,0,0,0,0,0,0,,6481,9501,8317,8023,10650,11040,0,0,0,2,,297378,310230,342490,291531,284865,0,0,0,0,0
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,0,0,0,0,0,0,0,0,0,0,,2,11,1,2,44,12,23,6,25,129,,38105,42313,46757,48137,54253,51390,58881,62263,56411,68942
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,13019,6810,2364,1554,2019
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,7,0,0,0,0,,0,0,0,0,0,0,2,2,0,429,,0,0,0,0,0,15493,11772,7833,6552,6457
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,0,0,0,0,,240,26,72,251,115,275,62,0,2,2548,,1997,6898,12527,9498,4064,4478,2929,1817,2915,2500
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,987676,671993,690879,504997,712013,897433,1299480,1359298,1604475,1797207
340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic ...",0,0,1,0,0,0,0,0,0,0,,703,196,81,57,58,20,163,225,111,789,,70691,66950,55788,52234,49969,53666,54814,49035,50562,59023
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",0,0,0,0,0,1,1,0,0,0,,111,451,704,607,576,602,454,809,589,1013,,65184,64241,68107,61602,64353,65441,57865,58478,55698,61669
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,104,0,0,62,0,0,,,19275,21870,17818,20735,15228,14866,13128,11812,11457,13140
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,0,0,1,,9557,9009,7527,6796,6087,7940,13326,15174,12508,18419
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",0,0,0,0,0,0,0,0,0,0,,46123,43754,46327,36584,45294,51026,66267,81610,83776,101441,,364017,387069,383228,307483,302178,324946,345520,351187,330950,372115
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,0,1,0,1,0,2,0,0,0,0,,23038,25480,33560,35239,32859,34980,42998,53598,48006,48802,,556909,552466,553918,557286,517981,610881,647111,598060,560837,676680
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,87,0,0,0,0,0,0,0,,217,206,227,13,0,0,0,0,0,7,,10647,11626,10996,8589,8776,8167,7654,6978,5787,7614
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,24979,9216,5642,2748,1934,2963,2248,1942,2480,2606
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,27,,251,805,875,559,220,60,327,197,276,135
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",0,0,0,0,0,0,0,0,0,0,,32,0,0,24,18,0,0,5,11,7,,22944,21948,18133,14702,14166,13208,13701,8519,8150,7340
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",0,0,0,0,0,0,0,0,0,0,,25,0,3,3,3,0,41,0,2,17,,2011,1981,2034,1663,1229,1512,2104,1920,1397,1428
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,19992,26272,44766,44787,44012,40419,36976,30631,39617,118811,,1681515,1614951,1429787,1233326,1160980,1061079,1045921,898791,784458,1016277
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,83959,89595,101068,78648,72036,96714,102839,115959,121424,133603
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,0,0,0,0,7,0,0,336,0,0,,131609,139855,183011,205575,218737,250454,301631,339084,357337,289336,,935237,954707,909280,809768,798330,880322,976676,910565,967197,1109161
240110,"Tobacco, unstemmed or unstripped",219,510,0,0,0,0,0,0,0,0,,83,124,159,1429,13,165,0,0,0,2056,,125548,132965,131349,150842,116951,121530,117974,80513,84634,89728
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",2055,0,144,0,0,0,0,0,0,0,,13244,23154,24756,23511,18372,36900,26499,28635,10656,1910,,850757,825025,917574,934686,774363,884781,752051,730766,640546,686477
240130,Tobacco refuse,0,0,0,0,0,0,0,0,0,0,,1410,1764,2187,988,1047,1266,1218,1180,2993,629,,15428,14974,15101,14079,14532,17466,15845,17083,16602,16291
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,0,,517,0,0,0,0,0,0,0,0,,,16,15,1,0,0,124,535,90,6,47
240319,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excluding ...",0,0,0,0,0,0,0,0,0,0,,7265,4808,5057,15817,31260,15181,31425,58256,36694,12789,,411375,399694,387455,305534,313410,335949,404701,381958,476492,557321
250610,Quartz (excluding quartz sands),0,0,0,0,0,1,0,0,0,0,,754,6172,8447,10939,8022,14093,15890,13369,3621,3010,,10714,13100,15637,13462,10427,11537,11806,15476,11433,13499
250850,"Andalusite, kyanite and sillimanite",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,27128,24669,33495,27087,20852,19732,27508,25888,24993,25985
250900,Chalk,0,2,9,0,0,0,0,8,0,0,,0,0,0,0,0,0,0,0,0,721,,14470,18442,16045,11867,12178,17635,14800,14674,15577,14316
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",0,17,18,0,0,0,1,10,0,0,,3646,436,139,0,29,19,74,963,934,32206,,6247,4371,5071,2591,1597,2459,3122,2910,3860,2813
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,17,49,42,56,,,93104,103052,107434,111996,103620,79631,100855,116978,117393,95328
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,0,0,0,0,0,0,0,0,0,0,,10,2,1,0,3,35,67,29,105,16,,8658,8008,8559,5372,6838,7518,7325,7991,6809,8321
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,460,2518,2520,2669,2113,2832,1496,1633,2016,296,,20609,22547,14820,8670,10895,12266,11274,9290,11705,13118
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,0,0,0,0,0,0,0,0,0,0,,749,957,620,1003,803,1015,2055,2110,2565,5073,,689716,655434,645080,501869,532843,720239,771256,618332,607689,692745
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather,0,0,0,0,0,0,0,0,0,0,,388,346,208,3952,11660,5763,2131,228,126,207,,37332,39430,30481,27756,30223,32591,26778,21392,19567,30570
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,11,0,0,25,63,357,,25964,29973,20599,21016,20048,24340,29946,28053,27613,24318
330510,Shampoos,0,0,0,0,1,0,0,41,17,0,,35800,41420,36503,27004,30996,28475,32535,25531,29747,13486,,166561,193095,199109,189307,192976,228280,217132,227908,246736,269667
481310,Cigarette paper in the form of booklets or tubes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,146,,101397,113010,112101,109359,97339,97244,92627,109299,122504,136797
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",0,0,0,0,0,0,0,0,0,0,,0,36,4,0,1,4,4,2,15,40,,866,766,648,396,546,813,1355,1737,2814,2925
441860,"Posts and beams, of wood",0,0,9,17,1,0,0,0,0,0,,21,22,107,77,3,52,61,162,201,2483,,7079,7106,6766,6164,6614,16028,16349,12751,16263,22113
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",12,40,110,152,32,7,0,0,0,0,,178,244,155,12,62,95,74,122,255,787,,1076,1503,1281,704,402,217,103,255,632,498
470421,"Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,59,,,148234,177918,78177,67607,80957,87540,97913,91161,91153,87027
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1130,1314,0,,,4611,3370,28109,31075,35162,30921,32676,36678,37255,34384
480261,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,218,218,311,570,756,759,629,859,867,381,,676752,617874,506296,382735,406498,478999,462325,374131,351366,293511
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,1,0,0,0,0,0,0,0,,75,6,0,3,5,7459,19510,27647,25144,15135,,28909,22444,21767,22015,20236,20278,33012,29783,25666,23163
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,156,111,67,27,507,37469,85534,89358,161840,145101,,177373,223010,274830,256983,245547,297558,405335,272721,244807,411816
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,0,0,0,0,0,,2085,1651,386,141,1282,22846,63200,26990,51609,83437,,86941,82614,88245,79225,74703,93152,96014,72312,57942,103557
480620,"Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,0,0,0,0,0,,17,5,6,12,6,15,15,20,10,8,,29477,28440,33918,24924,23906,25973,30127,20566,23439,32271
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",0,0,4,0,0,0,0,0,3,0,,141,700,536,168,224,191,491,1808,574,2973,,25370,24992,25411,25019,21624,21952,22553,24994,21380,25105
481099,"Paper and paperboard, coated on one or both sides with kaolin """"China clay"""" or other inorganic ...""",1,1,1,0,2,2,1,0,0,0,,518,1057,801,1514,974,2310,2990,3970,5161,10506,,32057,29967,34883,33804,34288,32490,33573,32951,30027,24688
481110,"Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,21,88,7,20,12,6,13,23,23,395,,16650,11536,12144,10093,5799,6082,6970,7863,7074,6837
500200,Raw silk (non-thrown),0,0,0,0,0,0,0,0,0,0,,1634,1777,344,6838,17458,30201,39141,55325,39763,70031,,7718,5632,9705,4578,4744,8215,4200,3579,5980,5283
