Product code,Product label,United States of America's imports from Russian Federation-Value in 2012,United States of America's imports from Russian Federation-Value in 2013,United States of America's imports from Russian Federation-Value in 2014,United States of America's imports from Russian Federation-Value in 2015,United States of America's imports from Russian Federation-Value in 2016,United States of America's imports from Russian Federation-Value in 2017,United States of America's imports from Russian Federation-Value in 2018,United States of America's imports from Russian Federation-Value in 2019,United States of America's imports from Russian Federation-Value in 2020,United States of America's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
291822,"O-Acetylsalicylic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,2,0,1,380,3,6,36,4,76,150,,21657,20218,16922,16555,15215,16638,18618,17010,14776,14573
292114,"2-(N,N-Diisopropylamino)ethylchloride hydrochloride",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,249,44,0,0,0
292141,Aniline and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,2,4,9,3,6,1,34,137,2,42,,3503,6911,42036,9875,23747,41068,161039,57959,29278,78041
292146,"Amfetamine """"INN"""", benzfetamine """"INN"""", dexamfetamine """"INN"""", etilamfetamine """"INN"""", fencamfamine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1772,4191,1958,2882,2807,3193,3191,3638,4014,4577
292215,Triethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5142,5617,5360,3578,5303,,0,0,0,0,0,555,418,344,665,579
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1166,0,12,39,50,32,228,23,381,367
292330,Tetraethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,28,4,28
292425,"Alachlor """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,136528,104174,7,0,0
292630,"Fenproporex """"INN"""" and its salts; methadone """"INN""""-intermediate """"4-cyano-2-dimethylami ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,7,40,0,0,0,12,6,15,40
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),0,0,0,0,0,0,3,0,0,0,,4604,5239,4868,2795,2997,4059,2214,2999,1660,3240,,11698,13369,18343,7634,12974,13784,19900,7801,4607,7181
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...",8,0,0,0,0,0,0,0,0,0,,14,120,123,122,28,42,110,86,197,19,,61518,63616,53839,44482,38361,36243,39101,34969,28174,35723
291010,"Oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,10847,14926,18369,10602,12646,14738,15550,17383,15589,12336,,398,7,46,58,68,5,0,0,58,59
291030,"1-Chloro-2,3-epoxypropane """"epichlorohydrin""""""""",0,0,0,0,0,0,0,0,0,0,,0,22,0,0,0,0,0,0,1,1,,43534,35161,42248,33835,33715,55203,75659,63015,71378,81160
291050,"Endrin """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,253,19,31,36,39
291212,"Ethanal """"acetaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,7897,9994,6652,6158,6291,4731,3911,3392,2164,1873,,547,1520,748,758,457,411,1735,1465,1408,1733
291241,"Vanillin """"4-hydroxy-3-methoxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,279,563,488,447,555,743,479,473,676,677,,41562,39986,44817,46125,45299,52101,65959,64264,96282,123958
290122,"Propene """"propylene""""""""",0,0,0,0,0,0,0,0,0,0,,35764,26776,25803,44880,61760,116784,83104,64226,32712,147676,,400062,457392,353914,269933,184843,165745,211218,191270,134547,116545
290311,"Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,20,1204,507,1132,1620,3171,4487,4808,6664,8895
290372,Dichlorotrifluoroethanes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,21051,35340,25681,18381,15925,16278,25492,4214,3949,3204
290392,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chloro ...",0,0,0,0,13,0,0,0,0,0,,,,,,,,,,,,,109,108,113,130,112,62,66,60,78,66
290431,Perfluorooctane sulphonic acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,0,0,0,0,0,0,0,0,0,0
290539,"Diols (excluding ethylene glycol """"ethanediol"""" and propylene glycol """"propane-1,2-diol"""")""""",0,0,0,0,0,0,0,0,0,0,,117,57,44,124,96,102,142,11,39,206,,65202,55693,73661,69324,56508,63624,84728,61696,54739,64166
290613,Sterols and inositols,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,1,1,0,0,0,1,,25199,29320,31171,27982,20350,26571,26749,19254,22066,76418
290891,"Dinoseb """"ISO"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,3,0,0,21,0,0,0,0,0,0,,1374,1464,1190,1063,981,605,229,238,0,0
293214,Sucralose,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,9,3,13,92,,0,0,0,0,0,56004,57655,68479,52853,90696
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,49,13,0,0,0,0,0,,145,167,238,311,254,217,260,177,185,532,,49392,60367,58286,56104,51688,62942,67427,56380,57707,84289
293371,"6-Hexanelactam """"epsilon-caprolactam""""""""",0,0,0,0,0,731,1891,0,0,0,,511376,476000,359630,286624,253222,387762,443292,341558,254538,327684,,4085,3197,2927,1875,5425,29119,54030,45346,21234,15632
293392,"Azinphos-methyl """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,544,81,0,7,53
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",0,0,0,0,0,0,0,0,0,0,,0,1,2,6,2,0,0,0,23,0,,36623,43073,43184,37451,25306,24132,28734,31022,29165,22255
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,0,0,0,0,0,0,0,,2,1,2,0,31,56,118,8,0,0,,58338,73240,64703,53951,33857,24131,14784,15825,11548,10380
293963,Lysergic acid and its salts,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4,0,8,0,0
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,71,36,51,83,20,0,0,0,0,0
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,3694,5003,4620,7455,,0,0,0,0,0,3323522,2745264,880423,878364,1270905
300230,Vaccines for veterinary medicine,0,0,0,0,0,0,0,0,0,0,,28223,35397,42148,39737,44393,63856,76755,66536,61661,55636,,6535,9223,5749,10880,9568,13706,14032,14301,9575,11018
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14,3,27,73,26,,0,0,0,0,0,5081,689,240,503,874
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,0,0,0,0,0,0,0,0,0,0,,304,200,211,53,147,12,80,93,66,74,,9093,9517,9494,9296,8921,9633,10336,9624,10415,13999
320210,Synthetic organic tanning substances,0,0,0,0,0,0,0,0,0,0,,523,468,244,153,175,300,337,302,282,261,,4654,3691,6582,4549,5676,5183,4072,2248,2798,4047
320420,"Synthetic organic products of a kind used as fluorescent brightening agents, whether or not ...",0,0,0,0,0,0,0,0,0,0,,483,363,399,530,295,440,596,641,568,549,,72275,75133,75851,80849,57471,60314,74444,77801,58101,61850
320720,"Vitrifiable enamels and glazes, engobes """"slips"""" and similar preparations of the kind used ...""",0,0,0,0,0,0,0,0,0,0,,921,802,1115,543,522,685,660,955,1419,2055,,9570,10685,11623,11693,13028,16885,15220,14987,15209,42834
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",0,0,0,0,0,0,0,0,0,0,,28959,15790,11844,10558,9584,4832,1350,382,298,322,,14060,13762,12014,15154,12247,13209,20799,10111,5934,17055
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...",0,0,0,0,0,0,0,0,0,0,,15,20,30,18,22,31,38,53,76,70,,71185,62342,64291,77793,118425,162989,172145,115110,96376,113545
293625,"Vitamin B6 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,2,0,12,45,48,68,61,30,46,51,,37833,35217,33204,31980,44284,49320,62436,37853,43153,37561
350300,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...",0,0,0,0,0,0,0,0,0,0,,807,992,2282,1564,2609,3151,3230,2575,3196,2881,,302048,346105,303200,294339,256157,250152,272095,308665,320228,334981
350520,"Glues based on starches, dextrins or other modified starches (excluding those put up for retail ...",0,0,0,0,0,0,0,0,0,0,,1162,1035,1042,987,951,726,773,988,974,937,,766,1075,1174,2733,4024,3913,3118,3366,2894,4269
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",0,0,0,0,0,0,0,0,50,0,,41445,40998,36772,36050,30851,31682,32150,29588,37797,42068,,174943,197028,224456,201288,174157,178831,162269,177823,607809,302803
340311,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,0,0,0,0,0,0,0,0,0,,340,404,455,361,336,319,226,283,251,321,,3239,3250,3069,2805,3840,3590,3283,6337,4845,6379
340530,"Polishes and similar preparations for coachwork, whether or not in the form of paper, wadding, ...",0,0,0,0,0,0,0,0,0,0,,50,358,473,462,816,979,1066,1426,1936,2943,,10553,11719,10304,9915,13437,12730,9755,7674,9923,21578
283330,Alums,0,0,0,0,0,0,0,0,0,0,,28,48,34,16,12,42,16,29,17,21,,3669,4283,3888,4699,3719,4103,4090,4598,6326,6011
282580,Antimony oxides,0,0,0,0,0,0,0,0,0,0,,0,182,899,329,666,690,901,490,514,540,,175007,159042,140655,113252,93885,130943,144575,110966,85722,166993
282120,Earth colours containing >= 70% by weight of combined iron evaluated as Fe2O3,0,0,0,0,0,0,0,0,0,0,,666,1289,1297,1035,1018,564,150,132,63,244,,51,106,104,44,86,52,53,32,44,89
282200,Cobalt oxides and hydroxides; commercial cobalt oxides,0,0,0,0,0,0,0,0,0,0,,2736,2818,44,107,117,1866,1141,332,20,132,,52488,53912,57967,40570,39774,77003,92519,45205,30903,75734
283630,"Sodium hydrogencarbonate """"sodium bicarbonate""""""""",0,7,0,9,0,0,10,0,0,0,,17017,15059,15737,15518,16185,20273,23274,24421,26288,34904,,14670,19191,16605,16959,16733,21201,24196,29316,39648,32992
283650,Calcium carbonate,0,0,0,0,0,0,0,8,0,0,,1528,2167,2084,1256,1132,1191,864,491,543,544,,27318,26553,29381,29026,29299,28653,29606,29263,27965,29622
284030,"Peroxoborates """"perborates""""""""",0,0,0,0,0,0,0,0,0,0,,28,0,0,33,0,33,0,0,74,0,,7069,8036,8095,8155,6898,7575,9658,8040,3115,4924
284130,Sodium dichromate,0,0,0,0,0,0,0,0,0,0,,39886,48321,31180,22378,20033,19429,11694,15287,12601,6298,,724,480,162,71,216,150,741,687,483,1213
284169,"Manganites, manganates and permanganates (excluding potassium permanganate)",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,1,0,1,3,3,,1630,2483,6083,5101,2958,3171,3449,2688,3174,3806
284310,Colloidal precious metals,0,0,0,0,0,0,0,0,0,0,,5,0,557,4,4,8,4,1,1,21,,2492,2361,1861,1306,1187,1596,1993,1262,1065,2559
284329,"Silver compounds, inorganic or organic, whether or not chemically defined (excluding of mercury ...",0,0,0,0,0,0,0,0,0,0,,35,27,93,60,57,40,46,55,66,260,,4809,2745,2706,1499,4393,4082,4333,3615,4901,3588
251720,"Macadam of slag, dross or similar industrial waste, whether or not incorporating pebbles, gravel, ...",0,0,0,0,0,0,0,0,0,0,,639,359,586,669,531,845,628,330,372,400,,3,0,4,49,4,4,71,0,0,5
252520,Mica powder,0,0,0,0,0,0,0,0,0,0,,411,513,255,150,184,203,197,162,266,423,,15907,17906,20996,18980,18905,19088,21791,17140,12410,15779
252922,Fluorspar containing by weight > 97% calcium fluoride,0,0,0,0,6,0,14,0,0,0,,0,0,0,7,0,18,1,3,5,0,,141380,134449,82616,94953,89463,88387,105289,102622,107361,109883
261590,"Niobium, tantalum or vanadium ores and concentrates",0,0,0,0,0,0,0,16,0,0,,149,104,0,0,0,0,112,9,0,4464,,13999,55185,72281,51554,39063,42067,72015,53790,30855,65400
262019,"Slag, ash and residues containing mainly zinc (excluding hard zinc spelter)",0,0,0,0,0,0,0,0,0,0,,1489,1279,1644,2036,1424,2266,1835,2699,4460,4528,,22876,15936,13986,8819,6912,13368,9177,7201,7096,18441
281212,Phosphorus oxychloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,9,,0,0,0,0,0,1347,881,1037,950,1364
271091,"Waste oils containing polychlorinated biphenyls [PCBs], polychlorinated terphenyls [PCTs] or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,486,19,9,30,0,5,4,0,0,6
271220,"Paraffin wax containing < 0,75% by weight of oil",0,0,0,0,0,0,0,0,0,0,,32314,34671,31641,21684,20685,22241,24740,17944,15404,31573,,316144,289259,308913,309195,300376,236632,298368,302837,218172,283135
270220,Agglomerated lignite (excluding jet),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1214,338,360,180,184,116,349,453,220,149
270500,"Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,2,,76,94,64,45,75,37,44,4,11,7
270730,"Xylol """"xylenes"""" containing > 50% of xylenes (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,159,21,47,7298,5140,2812,489,98,585,691,,3583,29710,44784,8857,13984,56799,56654,21797,18903,41309
200580,"Sweetcorn """"Zea Mays var. Saccharata"""", prepared or preserved otherwise than by vinegar or ...""",0,0,0,0,0,0,0,0,0,0,,11662,17526,13436,9534,11582,12745,14472,14538,19378,27602,,11475,9417,8424,7173,8634,9504,12088,11904,19600,36205
200870,"Peaches, incl. nectarines, prepared or preserved, whether or not containing added sugar or ...",0,0,0,0,0,0,0,0,0,0,,116,343,293,201,242,231,217,361,825,516,,100592,138287,137425,171098,148310,128558,136155,118434,139273,146167
200891,"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20593,19341,20766,20365,20412,19724,20136,20424,26917,29771
200961,"Grape juice, incl. grape must, unfermented, Brix value <= 30 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,825,250,144,552,570,520,484,432,152,198,,4243,4270,5299,2946,3845,6555,7303,6844,7745,9451
220430,"Grape must, of an actual alcoholic strength of > 0,5% vol (excluding grape must whose fermentation ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30,12,,1548,327,7,46,0,43,97,73,0,172
220720,Denatured ethyl alcohol and other spirits of any strength,0,0,810,195,0,0,0,0,0,0,,24894,37537,33396,17419,22607,30193,21696,21001,18863,17039,,50748,18934,31836,19509,1958,19869,27885,46281,123721,71877
230210,"Bran, sharps and other residues of maize """"corn"""", whether or not in the form of pellets, ...""",0,0,0,0,0,0,0,0,0,0,,1896,1264,1965,3108,4198,8513,12061,13440,12433,22905,,2977,5338,7004,3578,2974,4355,4803,6026,4003,484
230250,"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, ...",0,0,0,0,0,0,0,0,0,0,,5,0,6,0,0,0,0,0,1,13,,16782,24007,37906,26481,12061,16426,25058,15948,12090,18234
230500,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,105,203,0,0,0,0,,2769,3699,3437,3693,3913,4998,4653,5466,2690,4198
230620,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,130,0,0,0,,104,529,218,12,59,109,26,3903,7621,10867,,4210,2208,816,3463,3428,3091,4939,2548,2502,2502
230649,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,786,0,0,0,0,0,0,0,,129,754,926,0,30,38,40,117,65,338,,1044,1107,4469,13075,2874,4810,2379,5039,5150,7339
152110,"Vegetable waxes, whether or not refined or coloured (excluding triglycerides)",0,0,0,0,0,0,0,0,0,0,,3,11,2,2,12,40,50,77,28,61,,51645,37056,43878,42011,38292,37040,40231,36524,31013,39021
160239,"Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus ...",0,0,0,0,0,0,0,0,0,0,,41,110,236,234,221,188,858,3232,602,1628,,2506,1021,828,1124,668,523,217,345,1686,2670
160242,"Prepared or preserved shoulders and cuts thereof, of swine",0,0,0,0,0,0,0,0,0,0,,15,80,154,57,65,231,110,117,141,373,,6436,6099,7084,5546,6939,6261,5182,4733,4927,6526
160250,"Prepared or preserved meat or offal of bovine animals (excluding sausages and similar products, ...",0,0,0,0,0,0,0,0,0,0,,13190,14267,13733,8327,10088,14728,14414,13005,14529,14001,,305674,326131,323658,427126,403919,364858,446450,504220,500099,696303
160521,"Shrimps and prawns, prepared or preserved, not in airtight containers (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,734,774,741,252,341,837,260,405,1856,845,,955679,1052792,1318650,1183356,1195675,1413796,1428190,1235941,1626018,1863887
160552,"Scallops, incl. queen scallops, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,2,11,1,18,12,4,0,0,2,,4476,5946,5268,5406,5798,6211,6631,4604,8855,16414
160557,"Abalone, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8290,6885,11374,14971,8119,7006,9204,11388,14370,24780
150290,"Fats of bovine animals, sheep or goats (excluding tallow, oleostearin and oleo-oil)",0,0,0,0,0,0,0,0,0,0,,54,12,12,73,39,199,135,447,355,1962,,219,28,9,43,158,66,151,76,69,880
150300,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,63,99,289,26,15,27,10,6,11,7
150420,"Fats and oils of fish and their fractions, whether or not refined (excluding liver oils and ...",0,0,0,0,0,0,0,0,0,0,,101,108,47,55,342,177,238,654,3660,6027,,94753,113375,105953,117026,102068,116386,118019,110944,107544,131443
150500,"Wool grease and fatty substances derived therefrom, incl. lanolin",0,0,0,0,0,0,0,0,0,0,,2,211,208,99,95,100,149,83,167,162,,32033,37559,32077,27595,23017,23353,23075,24315,22589,27489
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...",0,0,0,0,0,0,0,0,0,0,,1,9,8,5,13,72,123,335,339,314,,33206,24529,37464,32145,29823,33156,30568,20525,12969,29707
151221,Crude cotton-seed oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,0,0,,0,0,1557,0,0,23,0,13,0,0
151311,Crude coconut oil,0,0,0,0,0,0,0,0,0,0,,3,4,25,25,12,34,74,104,132,156,,282463,223691,367665,341669,284272,292691,296613,186504,194254,289745
151499,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""", ...""",0,0,0,0,0,0,0,0,0,0,,26,577,84,18,66,2869,3397,7661,8822,13992,,8658,8272,7344,7125,7216,6670,6802,23771,39706,15131
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,390,606,710,316,339,338,384,2292,2182,2355,,5082,6013,5592,5507,5591,5172,10446,6324,5431,7637
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",0,0,0,0,0,0,0,0,0,0,,2919,2340,2670,2394,2657,1719,1497,2003,2470,4718,,3067,3158,3364,4303,3142,3751,5392,5497,6403,7221
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,2792,1901,1583,195,155,34,32,11,1535,915,,802,773,935,2435,1208,1613,2003,2035,2042,2161
30456,"Fresh or chilled meat, whether or not minced, of dogfish and other sharks (excl. fillets)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",0,0,0,0,0,0,0,0,0,0,,48,37,4,345,177,238,243,344,201,141,,20197,24250,21982,22401,21905,25479,26422,22652,24511,40917
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",2340,2530,488,700,423,463,338,520,157,0,,21304,33336,28665,15534,12036,17841,33407,40464,20309,31231,,212287,226732,211205,184526,120110,149219,164656,153635,92677,132993
50610,Ossein and bones treated with acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,14,47,771,18,468,1062,999,2013,3077,6884
60210,Unrooted cuttings and slips,0,0,0,0,0,0,0,0,0,0,,10,1,5,5,13,34,13,30,30,88,,83813,87383,93122,97802,93074,97243,105732,115202,130146,171127
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",0,0,0,0,0,0,0,0,0,0,,1,215,265,198,205,138,250,196,145,198,,386020,384955,378365,396624,448906,477504,482191,493225,449683,683223
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,17,1,69,52,85,54,92,77,116,540,,1860,1123,2061,1869,1407,1994,1042,2076,6105,6296
