Product code,Product label,"China's imports from Taipei, Chinese-Value in 2012","China's imports from Taipei, Chinese-Value in 2013","China's imports from Taipei, Chinese-Value in 2014","China's imports from Taipei, Chinese-Value in 2015","China's imports from Taipei, Chinese-Value in 2016","China's imports from Taipei, Chinese-Value in 2017","China's imports from Taipei, Chinese-Value in 2018","China's imports from Taipei, Chinese-Value in 2019","China's imports from Taipei, Chinese-Value in 2020","China's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
293137,"Bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,32,0,0
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,29,0,0
293520,N-Ethylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",0,0,0,0,0,0,0,60,0,0,,605,5474,3992,3399,3912,4663,4107,4404,4033,4935,,4342,5649,17439,19628,14001,7995,2437,4919,5309,5367
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2259,3123,3192,2667,2875,4439,5370,5128,5112,4490
293943,"Cathine """"INN"""" and its salts""""",5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,8,3,8,7,5,8,16,6,4,0,,38,3,27,30,4,8,0,0,0,0,,1372,2167,2709,318,391,656,432,792,531,669
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,0,0,0,0,,172,55,331,57,147,187,280,765,654,786
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,0,,778,1698,1550,1442,1460,2378,2479,2916,4346,443,,1,5,5,23,3,32,29,31,22,4
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,21,2,5
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,0,0,0,0,0,,11,17,15,127,8,19,25,37,54,37,,3,9,27,5,13,15,138,116,65,18
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1391,612,0,4,0,8,0,20,57,10
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",0,0,0,0,0,0,0,0,0,0,,29357,24119,17584,897,1281,188,235,221,95,90,,95,41,74,39,64,431,587,42,105,13
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,1,27,29,100,0,0,0,91,137,,769,842,540,601,743,836,933,831,706,395
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,251,28,34,39,20,43,20,6,93,171,,78,112,92,108,88,138,121,371,272,225
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",0,0,0,0,0,0,0,0,0,0,,622,4831,849,29,33,8,0,10,8,18,,141857,127212,115401,89817,62517,42656,45949,32021,19653,16983
320120,Wattle extract,0,1,0,0,0,0,0,0,0,0,,80,91,116,276,389,350,229,280,446,558,,15281,17172,14188,13635,17044,15769,14822,14294,19479,18334
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,50,10,7,,0,0,0,0,0,11104,16228,11039,17001,19251
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,9,0,0,7,0,0,0,0,0,,23,20,2,0,12,15,63,2,0,0,,2684,1910,3045,4834,4210,1729,6526,3932,5079,4817
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,36,0,14930,0
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",3,0,0,0,0,12,0,2,3,0,,33,5,1,5,7,3,0,2,0,0,,6069,5001,3235,1870,789,882,864,578,338,638
440310,"Wood in the rough, treated with paint, stains, creosote or other preservatives (excluding rough-cut ...",2,0,2,0,0,0,0,0,0,0,,4,7,0,0,192,0,0,0,0,0,,15468,44096,25117,57986,58904,0,0,0,0,0
440312,"Wood in the rough, treated with paint, stains, creosote or other preservatives, non-coniferous ...",0,0,0,0,0,10,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,661,197,81,148,276
440322,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is <15 cm, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,10,0,7,0,,0,0,0,0,0,183361,161679,166779,131571,58135
440324,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,38,0,6,0,0,,0,0,0,0,0,80004,79753,53444,35768,69404
440396,"Birch """"Betula spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5247,4716,2816,3274,6380
440692,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,13,,0,0,0,0,0,3,0,0,0,0
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",0,0,8,0,0,0,0,0,0,0,,21,8,5,104,64,5567,1241,0,0,0,,520,1635,1802,5705,10287,9829,11353,3795,1510,1462
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,84,10,0,0,,0,0,0,0,0,0,0,0,3,0
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,47,122,15,114,78,,0,0,0,0,0,109,64,111,63,109
440728,"Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,,10,45,6,14,20,2,2,13,0,112
440792,"Beech """"Fagus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",80,0,0,0,3,0,29,0,0,0,,45,7,33,0,29,30,53,0,41,4,,115964,165417,200999,192620,191327,274029,304117,261498,233991,310030
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ...""",0,0,0,0,0,0,0,0,102,0,,82,12,0,0,21,0,0,4,100,11,,52,2,7,140,36,372,136,44,113,5
470311,"Unbleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",81,69,35,7,6,28,61,2,0,0,,327,806,400,276,254,440,336,474,150,367,,372489,295934,315635,311255,344771,378500,644597,499830,533199,679635
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",4,3,0,0,15,0,0,0,1,0,,3588,5609,6085,12967,14587,25499,8485,3792,2593,2780,,383,119,168,345,535,82,375,110,11,8
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,4,23,18,4,21,10,36,9,12,3,,86,282,9,8,15,27,31,30,11,13
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,0,0,0,0,,68,43,18,26,16,15,6,2,0,0,,8900,8917,10410,6944,6134,5988,7727,7759,5531,6459
411330,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,8,0,198,111,15,53,40,13,11,28,,3786,6353,12475,12964,7582,10429,12611,9862,6130,9970
410632,"Hides and skins of swine, in the dry state (crust), without wool on, whether or not split (excluding ...",248,348,442,598,291,180,56,22,287,0,,35010,39824,46378,47692,47926,34691,19042,7233,3581,6334,,726,1428,685,694,476,765,1206,534,918,466
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
391510,"Waste, parings and scrap, of polymers of ethylene",32293,34501,137919,43411,4156,15056,0,0,0,0,,1346,710,1081,2104,2522,1568,3598,6779,757,858,,2473133,2543264,3189472,2078533,1364665,1099466,7673,72,0,0
391590,"Waste, parings and scrap of plastics (excluding that of polymers of ethylene, styrene and vinyl ...",94257,71024,131498,71211,32001,52034,58,0,0,0,,71499,54671,64613,52902,50207,46982,24622,15951,13453,16746,,3279746,2990190,2474136,1903679,2044664,1886022,29751,448,0,0
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",0,0,0,0,0,0,0,0,0,0,,28,43,0,0,2,0,11,1,11,0,,2934,15,336,176,31,51,3,50,30,71
711510,"Catalysts in the form of wire cloth or grill, of platinum",0,0,0,0,0,0,0,0,0,0,,1045,1886,9886,7846,5349,7889,6141,7337,10971,11616,,1324,2976,1966,695,322,1802,3679,1225,48,347
720280,Ferro-tungsten and ferro-silico-tungsten,61,64,6,66,0,0,1,0,0,0,,1038,5948,2138,397,313,98,526,233,190,36,,1091,797,794,268,32,1,2,2,66,57
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",15,5,1,0,0,0,0,0,36,0,,3715,1269,1738,837,256,391,1660,728,433,224,,4470,3074,702,53,1300,2257,47,117,57,77
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",32,0,0,0,0,0,0,0,0,0,,24,11,6,2,17,29,23,38,73,3,,187,1068,149,447,20,106,0,3,778,2
790200,"Zinc waste and scrap (excluding ash and residues from zinc production heading 2620"""", ingots ...""",0,32,38,70,0,48,74,8628,24660,0,,1156,1750,1502,1364,1120,1637,16589,8605,8820,4153,,61025,65830,57038,35604,14271,30549,40487,131004,452926,0
800200,"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ...",0,0,0,0,0,0,0,0,0,0,,9,110,278,0,91,1703,5,96,82,670,,0,0,0,0,0,0,0,0,251,0
830621,"Statuettes and other ornaments, of base metal, plated with precious metal (excluding works ...",1,4,9,0,69,44,1,3,0,0,,1152,792,411,407,1195,666,168,188,62,58,,1587,3868,955,684,9769,4990,4183,3793,2447,2683
840610,Steam and other vapour turbines for marine propulsion,0,0,0,0,0,0,0,0,0,0,,4,5,1,0,1,1,4,6,0,62,,51,620,0,1,210,0,0,0,0,15
840211,Watertube boilers with a steam production > 45 t/hour,1176,1628,0,0,0,0,0,0,0,0,,0,0,839,2807,1927,0,97,7,20,0,,13095,1895,1550,405,12486,18529,0,2253,1411,0
810920,Unwrought zirconium; zirconium powders,0,0,0,0,0,0,0,0,0,0,,437,358,427,281,81,60,560,516,666,786,,7356,1378,937,1184,959,1680,2207,4387,1777,1803
845610,"Machine tools for working any material by removal of material, operated by laser or other light ...",35759,27776,52072,32037,23828,0,0,0,0,0,,69044,57648,43251,50577,73142,1130,0,0,0,0,,794603,659741,908784,724777,639485,0,0,0,0,0
844811,"Doobies and jacquards; card reducing, copying, punching or assembling machines for use therewith",2,0,144,91,365,535,647,243,0,0,,3102,920,1654,873,1550,2469,2196,996,499,3154,,30396,49552,32080,51633,46578,49012,26116,20916,8039,18766
845019,"Household or laundry-type washing machines, of a dry linen capacity <= 6 kg (excluding fully-automatic ...",0,0,19,0,0,0,0,0,0,0,,36,75,288,75,46,95,66,52,31,2,,220,138,113,74,42,1,79,22,11,13
847030,"Calculating machines, non-electronic",0,10,24,0,33,0,0,1,10,0,,273,605,504,708,701,373,149,184,143,263,,162,40,49,91,44,9,23,142,17,30
847432,Machines for mixing mineral substances with bitumen,0,0,0,0,0,0,0,0,0,0,,56,405,815,200,47,10,204,0,31,3,,9212,10155,7386,3743,3905,5940,9651,537,180,351
850640,Silver oxide cells and batteries (excluding spent),5,0,16,0,0,0,0,5,0,0,,249,330,316,1171,1482,1473,591,3008,1362,1521,,30160,16443,11247,11708,10679,10337,18121,19227,8063,14796
850680,"Primary cells and primary batteries, electric (excluding spent, and those of silver oxide, ...",9,2,1,2,2,2,0,45,29,0,,10010,8494,7179,6885,5363,1840,3293,875,3400,2005,,3791,4189,5426,1183,495,536,1917,2694,1869,2102
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner ...,1221,871,462,1167,896,0,0,0,13,0,,29482,22324,10395,41798,26108,23303,16117,26735,30535,13715,,55886,30944,65976,55123,33283,39682,49062,32318,2848,4436
847971,"Passenger boarding bridges, of a kind used in airports",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,22,0,0,0,0,,0,0,0,0,6,0,85,0,57,0
844316,Flexographic printing machinery,3218,5170,3093,2510,1021,1400,4636,1377,2425,0,,63648,48112,39112,41611,21774,40224,34454,33705,40576,44374,,36885,61261,79067,36484,46876,41683,35919,27515,40771,20004
844513,Drawing or roving machines,40,233,156,12,42,6,18,16,0,0,,2299,2956,2368,1908,2192,1470,2285,2522,5006,7369,,12848,8819,9698,16028,19392,27519,24853,18296,669,743
844312,"Offset printing machinery, sheet fed [office type], using sheets of a side <= 22 x 36 cm in ...",0,0,0,0,0,0,0,0,0,0,,65,25,53,0,22,3,0,0,1,0,,1,22,6,2,9,4,29,21,29,21
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",512,474,637,244,65,47,1,687,0,0,,44711,39462,28119,30615,29269,24273,24549,19769,13917,22446,,126820,121609,69782,84010,54458,64861,52629,57405,45831,69093
842920,Self-propelled graders and levellers,0,0,0,0,0,0,0,0,0,0,,1648,180,87,187,202,143,28,118,62,10,,19030,12562,9488,936,2560,413,1199,800,2057,1428
843020,"Snowploughs and snowblowers (excluding those mounted on railway wagons, motor vehicle chassis ...",0,0,0,0,0,0,0,0,0,0,,29,132,1847,0,0,0,4,0,0,0,,17674,22840,22655,14119,10315,11763,21811,26123,4857,2524
843050,"Self-propelled earth-moving machinery, n.e.s.",0,0,36,0,2,7,0,22,38,0,,1531,1252,1498,420,178,857,845,1084,1247,642,,162055,104649,68436,42562,37459,90518,132366,104938,192140,145897
690740,Finishing ceramics (excl. refractory),0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,61,118,81,42,4,,0,0,0,0,0,9808,15520,16792,15948,13596
711320,"Articles of jewellery and parts thereof, of base metal clad with precious metal (excluding ...",0,145,27,1,0,0,0,1,0,0,,2864,2638,2252,3968,2298,2796,2463,2388,1929,3799,,785,1192,2611,4968,7299,7407,14313,9808,3286,2891
701010,Glass ampoules,2,0,27,0,0,1,3,3,3,0,,24,31,45,55,114,149,112,48,25,13,,915,581,408,307,186,323,250,341,802,1116
630900,"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ...",0,0,0,0,31,0,0,0,0,0,,15418,13116,13434,9662,9218,9899,11441,11073,8107,10545,,0,0,0,0,31,0,0,0,0,0
631010,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",3164,884,935,992,6,0,0,0,0,0,,635,587,739,645,829,458,1797,1547,737,455,,58596,27823,29785,25095,19526,10217,0,0,0,0
640420,Footwear with outer soles of leather or composition leather and uppers of textile materials ...,108,46,89,146,18,6,3,1,0,0,,3016,2076,2137,1331,1107,1210,1585,1239,938,1190,,18401,26976,28207,36547,29809,41960,61541,64950,59352,70948
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",3,7,11,9,6,8,3,0,0,0,,20,12,23,6,32,25,2,25,1,6,,464,427,199,121,215,176,78,53,53,46
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",0,0,0,1,1,130,1,0,0,0,,1760,1301,1484,1273,1071,528,471,975,936,1044,,1857,2799,1253,929,1223,2115,1007,525,574,235
610431,"Women's or girls' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",6,9,12,2,3,1,1,2,0,0,,83,53,77,40,40,93,98,37,48,76,,16702,14863,15934,9240,8005,6215,6224,2885,5717,18341
610839,"Women's or girls' nightdresses and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,0,1,0,0,0,0,0,0,,223,249,194,247,220,227,196,358,27,207,,234,343,407,244,144,217,134,78,86,241
610190,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",3,0,1,0,0,179,0,3,0,0,,448,336,463,251,558,593,420,627,318,624,,2087,2529,3507,2559,3309,4054,4064,3221,3337,8924
600524,"Printed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,0,8,0,0,0,0,11,6,0,,1019,2524,691,232,130,763,1,0,2,0,,51,77,87,60,98,111,114,22,34,13
620711,Men's or boys' underpants and briefs of cotton (excluding knitted or crocheted),2,3,1,3,0,0,1,1,0,0,,64,47,61,51,42,115,32,22,42,48,,1666,2303,2502,2497,1040,1211,2021,1998,2079,2445
620721,"Men's or boys' nightshirts and pyjamas of cotton (excluding knitted or crocheted, vests, singlets ...",0,0,0,1,0,0,0,0,0,0,,15,15,14,33,8,4,11,30,19,9,,1771,1396,691,1046,932,1346,5636,4141,1845,405
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",7,3,7,41,5,4,2,7,1,0,,662,563,581,915,630,496,340,366,234,473,,986,829,1160,793,396,1344,1041,506,551,857
620819,"Women's or girls' slips and petticoats of textile materials (excluding man-made fibres, knitted ...",5,0,0,0,0,0,0,0,0,0,,46,34,17,5,24,20,113,82,54,51,,69,47,118,99,150,187,50,234,171,180
621120,Ski suits (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,48,0,25,38,16,6,0,23,10,4,,4427,6152,6312,5350,5839,3727,1756,887,581,917
620429,"Women's or girls' ensembles of textile materials (excluding of wool, fine animal hair, cotton ...",2,0,0,6,0,0,37,26,7,0,,35,260,19,161,26,23,56,24,8,22,,374,392,324,251,241,222,88,112,83,90
481390,"Cigarette paper, whether or not cut to size (excluding in the form of booklets or tubes, and ...",0,0,0,0,0,0,0,0,0,0,,41,3,0,0,14,72,22,0,222,6,,16009,25212,27922,34608,28774,24269,30713,31038,25532,20926
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,973,703,1117,1400,453,403,84,740,946,1157
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",124,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,74296,102949,113734,130550,129057,136316,128757,136451,213977,191196
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excluding noils and garnetted stock)",0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,,7,0,10,19,20,17,0,0,129,265
510510,"Wool, carded",0,0,0,0,0,0,0,0,0,0,,3,1,0,0,0,0,0,1,0,0,,0,4,0,38,138,27,36,6,1,150
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",0,0,0,0,0,0,0,0,0,0,,188,358,62,5,15,3,0,3,0,0,,458,413,135,21,71,29,165,163,152,147
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,34,25,3,0,2,0,0,0,0,,0,0,0,0,0,0,32,2,0,0,,748,1362,3491,5088,3568,3104,3345,2506,2554,1829
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",4,23,66,55,2,1,12,5,0,0,,1227,667,642,867,375,346,362,346,198,172,,2500,2121,2455,1077,917,799,597,454,556,325
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,0,0,0,0,0,0,0,0,0,,71,192,43,21,10,16,30,0,14,0,,128,235,329,332,2485,2517,2833,2400,2351,2533
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,8,0,11,0,0,0,0,0,0,,0,0,1,10,4,5,0,0,2,3,,35317,49375,62464,67118,70186,86199,79152,62940,78553,89104
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",34,9,28,30,36,34,6,91,1,0,,233,4,8,26,38,44,17,7,68,0,,1337,1548,1098,974,1023,926,717,718,873,464
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",817,93,259,80,393,77,49,2,0,0,,951,252,447,79,12,134,118,83,45,28,,158426,210324,172245,163259,137696,149560,169867,167624,174272,257335
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",32,29,50,108,20,0,5,70,0,0,,88,161,111,78,88,118,59,155,69,625,,9083,15869,5478,5919,9591,9322,10630,19412,19454,21391
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",230,206,0,1,0,0,0,0,0,0,,7,13,0,0,0,8,83,152,4,725,,414,455,481,1122,1196,4621,5963,15697,14446,23256
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",14,2,0,14,4,2,0,0,0,0,,10,91,28,16,19,0,0,2,11,0,,44,39,29,30,47,116,2,3,46,86
540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",43,1,23,47,33,71,253,281,112,0,,1003,1501,2297,1729,916,1017,220,242,41,36,,2398,2228,2049,1635,1093,1472,1964,1748,902,736
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",310,115,10,57,2,3,26,0,1,0,,4804,3633,4534,2681,2762,3131,2469,2106,735,1172,,2460,2991,3033,2943,885,784,724,697,634,650
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",1174,825,301,104,73,1024,1442,680,29,0,,799,483,603,1036,1235,627,707,501,1178,259,,2829,1814,941,806,1563,3657,2461,1478,677,445
540412,Polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm ...,0,2,24,7,5,8,12,0,0,0,,282,274,246,248,251,205,140,40,42,0,,775,632,669,596,939,970,606,532,548,408
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",0,0,1,26,1,0,0,0,0,0,,1,0,0,1,65,11,208,169,54,57,,675,1076,668,575,871,619,1244,1549,824,1696
570420,"Floor tiles, of felt, not tufted or flocked, with an area of > 0,3 m©÷ but <= 1 m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,276,26,40,75,254
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,11,2,0,,0,0,0,0,0,3,0,64,756,852
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",946,1375,5811,5881,1858,1501,759,459,0,0,,9379,12542,12404,9377,6554,6219,9439,7781,3589,3481,,6675,6720,8514,9467,6701,8507,7347,4328,2183,4095
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",51,53,47,52,6,0,0,0,0,0,,21,2,0,80,33,0,10,0,0,0,,106,121,117,102,20,68,15,103,42,53
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",181,135,209,116,64,40,35,30,0,0,,72,13,81,3,1160,326,0,164,0,0,,2165,989,7319,3179,3350,4535,6415,7766,4993,2628
910812,"Watch movements, complete and assembled, electrically operated, with opto-electronic display ...",2,0,0,0,0,45,0,0,0,0,,0,3,0,112,4,36,22,0,0,0,,9055,3092,3986,2695,2624,2652,2583,6754,3686,4365
910819,"Watch movements, complete and assembled, electrically operated, with combined opto-electronic ...",0,0,3,0,0,0,0,0,0,0,,254,39,1,483,33,1,13,0,33,38,,741225,51478,12533,6016,3866,4156,5126,6247,3053,13043
910890,"Watch movements, complete and assembled, with hand winding only",0,0,0,0,0,0,0,0,0,0,,16,34,222,159,266,259,230,147,98,251,,3463,6178,5907,3356,2353,1715,1924,1399,1589,1804
920190,Harpsichords and other keyboard stringed instruments (excluding pianos),0,0,2,0,11,0,0,4,3,0,,0,54,23,2,5,0,6,0,1,8,,647,627,1150,1014,787,1434,1107,1122,1313,600
