Product code,Product label,"India's imports from Taipei, Chinese-Value in 2012","India's imports from Taipei, Chinese-Value in 2013","India's imports from Taipei, Chinese-Value in 2014","India's imports from Taipei, Chinese-Value in 2015","India's imports from Taipei, Chinese-Value in 2016","India's imports from Taipei, Chinese-Value in 2017","India's imports from Taipei, Chinese-Value in 2018","India's imports from Taipei, Chinese-Value in 2019","India's imports from Taipei, Chinese-Value in 2020","India's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
480258,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",75,0,0,0,0,20,21,0,0,0,,12104,13378,13317,11538,13063,13564,13766,14930,8647,10523,,3314,6231,4069,4080,4928,6620,8725,8192,5510,7242
410229,"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,22,19,34,0,0,0,0,0,5,0,,7062,4265,8828,6703,4988,9057,7964,5827,4080,5957
410419,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the wet state """"incl. wet-blue"""", ...""",1045,3247,4110,3929,1978,1914,28,0,0,0,,84813,69777,94166,65302,39607,47085,53361,38491,22529,20767,,115533,134491,178241,119634,96275,85551,67476,61377,29329,35741
410632,"Hides and skins of swine, in the dry state (crust), without wool on, whether or not split (excluding ...",0,30,0,117,0,0,0,5,3,0,,35010,39824,46378,47692,47926,34691,19042,7233,3581,6334,,12,150,178,207,123,207,303,569,619,872
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",24,13,28,0,0,0,0,0,0,0,,700,644,798,1375,1228,805,442,463,241,31,,5372,13109,14521,7840,3741,3991,5304,6697,8617,6702
411330,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,8,0,198,111,15,53,40,13,11,28,,387,253,0,62,88,0,3,0,0,0
411390,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",233,102,182,93,34,13,24,4,0,0,,26188,17644,25577,22276,18333,16661,15314,8682,5795,7125,,7137,6287,10630,8121,2561,1596,1481,999,441,416
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",0,0,0,0,0,0,0,0,0,0,,33,5,1,5,7,3,0,2,0,0,,171,206,260,92,20,55,177,80,5,20
440310,"Wood in the rough, treated with paint, stains, creosote or other preservatives (excluding rough-cut ...",0,0,0,0,0,0,0,0,0,0,,4,7,0,0,192,0,0,0,0,0,,78,0,22,0,29,123,0,0,0,0
440312,"Wood in the rough, treated with paint, stains, creosote or other preservatives, non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,24,50,50,105
440322,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is <15 cm, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,10,0,7,0,,0,0,0,0,0,2882,141012,180098,32820,122447
440324,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,38,0,6,0,0,,0,0,0,0,0,103,986,2957,1068,1127
440396,"Birch """"Betula spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,68,73,147,206,277
440692,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,13,,0,0,0,0,0,0,0,49,0,0
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",0,0,0,0,0,0,0,0,0,0,,21,8,5,104,64,5567,1241,0,0,0,,190,56,15,55,24,110,47,117,163,226
440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",0,0,0,0,0,0,0,0,0,0,,17,57,0,218,210,0,0,0,0,180,,85,164,66,0,75,225,4166,4681,2457,1493
440728,"Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,,0,0,0,14,4,54,3,0,0,0
440792,"Beech """"Fagus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,45,7,33,0,29,30,53,0,41,4,,17937,22021,19580,17133,14292,10612,10309,11855,6476,7037
481810,Toilet paper in rolls of a width of <= 36 cm,4,0,15,45,0,0,69,1,0,0,,10682,10095,11394,10880,10208,10165,13543,14826,13052,11789,,1726,643,958,742,803,839,1029,991,1050,978
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used ...",3,2,0,12,0,0,0,16,0,0,,3981,3698,2378,2166,1687,1402,919,870,1594,2908,,595,468,537,680,344,628,1213,804,306,461
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",0,0,0,0,0,0,0,0,0,0,,1847,1899,1305,1545,2126,3866,8856,5391,3446,897,,1576,1839,892,1324,2293,3290,3983,5681,5721,5658
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",52,0,0,0,0,46,136,163,0,0,,1807,4551,9251,5557,6877,5403,3367,4214,3887,5737,,42840,24148,29624,32487,40113,67024,87484,91175,59014,104090
480630,"Tracing papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side ...",42,0,0,0,0,0,0,0,0,0,,78,100,75,78,45,40,32,22,24,21,,2547,2668,2806,2586,2307,2100,2374,2268,1338,1898
480920,"Self-copy paper, whether or not printed, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,1065,1874,1365,869,934,549,705,119,83,43,,956,780,641,952,1148,1220,1451,1361,1076,1459
481032,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",75,0,0,0,0,0,0,52,0,0,,70,610,703,385,419,90,847,144,124,521,,8503,7159,7689,4478,4647,5532,4293,5774,10856,162
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",0,36,35,53,60,55,21,31,0,0,,882,723,495,435,557,1032,1116,795,1221,1633,,851,13549,18982,17919,16445,20067,27516,29091,21460,28272
520911,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",20,0,0,16,14,28,0,0,0,0,,1973,2276,893,571,301,312,629,1182,1303,1195,,1158,537,253,1665,971,1767,722,1107,1142,228
520949,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of ...",0,0,0,0,0,0,0,0,0,0,,594,615,515,318,537,215,191,115,205,645,,406,125,8,2,6,9,16,265,34,67
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,52,0,0,0,0,16,0,0,0,,1555,1608,1711,4721,3605,3715,3351,2827,2014,2724,,1063,457,227,632,294,396,532,599,122,266
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",10,0,0,0,0,9,0,0,0,0,,1227,667,642,867,375,346,362,346,198,172,,1298,878,348,210,135,352,485,383,408,874
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,4,0,0,0,0,0,0,0,0,,71,192,43,21,10,16,30,0,14,0,,30,248,5401,7066,5740,807,4609,288,281,212
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,0,0,0,0,0,0,,0,0,1,10,4,5,0,0,2,3,,40361,48471,45452,55131,58940,20225,21745,26947,20674,26359
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,233,4,8,26,38,44,17,7,68,0,,78,174,254,1222,166,150,318,756,412,712
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,26,0,0,0,0,0,0,0,0,,0,0,1,11,0,8,6,31,2,0,,10472,16006,25701,34822,12868,52994,56572,81058,65205,77689
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",0,0,0,0,0,0,0,0,0,0,,188,358,62,5,15,3,0,3,0,0,,1108,1089,863,845,1421,1443,1159,1373,236,526
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",0,5,0,3,9,0,0,5,0,0,,429,197,161,174,118,103,122,36,123,188,,3735,7481,11577,4567,7112,5118,2555,2492,1928,1699
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excluding shorn wool)",392,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,247841,232790,239381,201613,181706,194771,215585,158612,80116,105692
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,774,768,1533,675,1056,1288,658,1013,1494,2101
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excluding noils and garnetted stock)",0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,,735,457,737,811,630,539,5589,1577,14,52
510510,"Wool, carded",0,0,0,0,0,0,0,0,0,0,,3,1,0,0,0,0,0,1,0,0,,59,18,34,12,1,0,1,31,1,4
510529,"Wool, combed (excluding that in fragments """"open tops"""")""""",2000,1439,1741,1539,1982,3216,4903,577,0,0,,53043,30231,33065,27392,33583,37318,37793,19873,13176,9902,,4019,3587,4787,6318,5799,10492,17653,16962,8312,11624
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excluding that put ...",12,18,0,0,0,2,0,0,0,0,,419,432,298,479,334,152,42,5509,6238,8227,,959,380,547,994,558,443,619,1945,802,465
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,30,9,5,34,0,0,77,0,0,,24201,20908,18551,14004,14673,21997,46855,43999,31144,35796,,3507,3795,2776,3006,4273,4131,3504,652,914,609
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,951,252,447,79,12,134,118,83,45,28,,2588,545,97,87,45,261,42,4,0,216
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,88,161,111,78,88,118,59,155,69,625,,632,523,217,376,1544,1631,795,698,7,406
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,7,13,0,0,0,8,83,152,4,725,,24688,40360,30830,33472,33185,10454,746,271,305,1122
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,10,91,28,16,19,0,0,2,11,0,,3,0,0,0,0,0,0,6,0,0
520632,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,7708,1124,818,722,196,37,29,1,29,4,,0,0,0,0,47,3,11,12,128,136
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,32,2,0,0,,0,0,0,3,0,0,2,12,0,0
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,42,96,6,23,0,234,6,13,0,,194,144,177,45,46,75,99,95,84,154,,1170,1673,6030,3865,2658,3401,4060,2117,1476,1948
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,0,0,0,0,,705,859,955,323,892,352,167,492,830,779
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,2,0,0,0,,778,1698,1550,1442,1460,2378,2479,2916,4346,443,,0,0,91,0,1,8,4,429,244,2937
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,805,1349,1197,1182,1141,1423,2121,906,1839,1820
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,0,0,0,16,0,,11,17,15,127,8,19,25,37,54,37,,358,1235,1093,1004,1414,1319,1356,2070,1553,945
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",473,0,0,0,0,2,2,0,0,0,,520,1961,2104,1758,1662,1954,479,761,523,33,,63393,21432,17148,8986,14574,32124,54073,75531,67754,65790
293050,"Captafol """"ISO"""" and methamidophos """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,3505,3876,5880,3222,2595,41,0,0,0,0,,0,0,34,0,0,0,0,0,0,0
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,17,3,1
293137,"Bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,45,79,43,23,0
293740,"Amino-acid derivatives, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,428,271,0,0,0,0,0,0,0,0,,1134,0,0,0,0,0,0,0,0,0
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",664,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,42990,30044,27797,32031,20393,16386,15804,13143,18340,21464
293943,"Cathine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,116,0,0
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,0,0,,0,0,0,0,0,117,354,207,95,999
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,50,10,7,,0,0,0,0,0,0,312,507,6,90
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",0,0,0,0,0,0,0,0,0,0,,1915,2317,3269,5059,6546,6264,6940,7808,9116,7637,,2728,3248,1736,1241,1831,2342,5401,3781,3796,3935
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),38,0,0,2,0,0,0,12,45,0,,7378,4139,3483,4181,4581,5209,7892,7842,8370,11397,,11150,12348,15799,12948,13919,17123,23480,23796,23449,30066
293520,N-Ethylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2,3,0,0
330710,"Shaving preparations, incl. pre-shave and aftershave products",0,0,0,0,0,0,0,0,0,0,,197,468,312,345,426,441,436,363,110,167,,3004,3205,5328,3569,3894,3271,2536,3203,2015,2312
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",10,0,0,0,0,0,0,0,0,0,,1186,2394,1861,1489,1204,1105,982,1105,1043,1017,,27215,37926,57054,67610,74247,81375,84471,58171,3659,1406
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",531,0,1,2,0,26,0,3,0,0,,27417,42355,33141,32895,40616,60931,78748,49721,38086,33688,,7872,9954,7879,8178,6409,6204,10163,9229,9129,11768
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",40,1,0,0,0,0,0,0,0,0,,184,109,143,443,299,211,180,229,164,257,,27134,29025,32084,34124,25910,48479,56433,33438,63477,87116
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,0,0,0,0,0,0,0,0,0,0,,605,750,801,454,465,565,555,350,363,281,,4000,4006,3748,3583,3745,3517,3888,2608,1773,2891
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,9,0,0,0,0,0,0,0,0,,23,20,2,0,12,15,63,2,0,0,,13251,12024,21673,23556,17120,23647,31127,30967,32004,51991
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",116,47,38,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,76844,61091,39827,48498,49031,28468,8877,46197,166695,106807
320120,Wattle extract,3,0,0,1,0,0,0,0,0,0,,80,91,116,276,389,350,229,280,446,558,,19440,28250,30230,30993,32460,30033,30884,24126,16975,20271
400249,"Chloroprene """"chlorobutadiene rubber, CR"""", in primary forms or in plates, sheets or strip ...""",905,278,2,49,0,74,155,195,54,0,,8586,7734,6349,5402,4695,5396,5959,4658,4782,5058,,64180,50419,45046,51955,49584,70429,90336,74709,57491,79472
391510,"Waste, parings and scrap, of polymers of ethylene",0,23,0,0,0,0,0,0,0,0,,1346,710,1081,2104,2522,1568,3598,6779,757,858,,5750,3739,1116,547,1553,3052,11944,13350,119,22791
391590,"Waste, parings and scrap of plastics (excluding that of polymers of ethylene, styrene and vinyl ...",188,146,107,46,9,33,57,1,0,0,,71499,54671,64613,52902,50207,46982,24622,15951,13453,16746,,100064,127587,103699,72580,54050,47730,39965,24060,585,3534
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4484,9078,8643,5968,6318,5011,7198,4996,4640,4009
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",0,0,0,0,0,0,0,0,0,0,,29357,24119,17584,897,1281,188,235,221,95,90,,266,57,152,65,34,53,36,73,41,65
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,50,0,0,0,0,0,0,0,,0,1,27,29,100,0,0,0,91,137,,35,137,175,59,53,54,62,34,26,16
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,2,2,3,0,0,0,0,0,0,,251,28,34,39,20,43,20,6,93,171,,26,11,128,115,117,153,134,29,62,133
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",0,0,0,0,0,0,0,0,0,0,,622,4831,849,29,33,8,0,10,8,18,,52503,26319,22357,21007,19360,13210,7410,6842,2042,2289
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",53,0,0,0,9,0,90,0,0,0,,151,181,109,219,79,70,102,488,966,1152,,1861,2112,3073,2934,3410,2906,2772,3635,2584,4004
380630,Ester gums,0,0,0,0,2,0,8,0,0,0,,117,61,207,69,205,177,132,411,440,393,,3817,4303,5349,6028,7338,7315,6900,6886,5845,7402
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",36,37,8,4,0,14,0,0,0,0,,5805,6492,5403,4134,4287,4768,4128,3430,2680,3011,,15585,12561,21128,25535,18850,18637,24813,17392,11929,17533
382370,"Fatty alcohols, industrial",420,2,0,0,0,0,0,0,5,0,,520,244,19,43,45,1147,380,0,8,64,,101455,76905,123135,70599,67636,131899,146164,104835,122618,212614
382430,Non-agglomerated metal carbides mixed together or with metallic binders,66,0,0,0,0,0,0,0,0,0,,1635,1590,1786,1725,1643,1563,1412,1082,1527,8793,,25854,28032,31002,25166,17724,23877,33705,26214,17802,25742
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,2,80,0,1,0,0
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",5180,0,4,0,0,0,4,0,0,0,,4467,3153,7103,6455,4891,8424,342,661,764,1205,,140442,61270,70243,114137,167371,100462,126333,111974,120112,170596
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,0,0,0,0,0,0,0,0,0,,54,73,20,44,29,22,27,21,134,67,,1276,918,11190,7753,2437,1044,3953,7678,12414,13986
900719,Cinematographic cameras for film of >= 16 mm width (excluding for double-8 mm film),0,0,0,0,0,0,0,0,0,0,,6,13,0,0,0,0,0,0,0,0,,4686,0,0,0,0,0,0,0,0,0
900810,Slide projectors,0,0,0,0,0,0,0,0,0,0,,31,0,0,0,0,0,0,0,0,0,,62,0,0,0,0,0,0,0,0,0
900610,Cameras of a kind used for preparing printing plates or cylinders,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,,593,64,252,50,105,0,0,0,0,0
890391,"Sailboats and yachts, with or without auxiliary motor, for pleasure or sports",0,0,0,0,0,0,0,0,0,0,,5834,6227,4427,6694,6279,3290,1786,1379,2132,2319,,309,354,478,152,196,167,63,110,481,153
890400,Tugs and pusher craft,0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,2524,0,,1182088,804157,549257,620320,1002103,595001,495660,345551,218970,234413
890520,Floating or submersible drilling or production platforms,0,38629,0,0,0,0,0,0,0,0,,61,0,1,59,81,301,0,44,0,0,,1764968,1313991,390118,302979,719074,586453,886146,69062,64214,205320
890710,Inflatable rafts,0,0,0,0,41,0,0,0,0,0,,526,934,483,860,820,749,1126,386,432,494,,1023,711,665,939,902,655,3528,2388,1149,1242
870919,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used ...",93,21,0,0,0,0,0,0,0,0,,1114,2467,2100,922,581,576,1444,894,291,249,,4944,8981,6037,7420,11142,13606,4478,10932,14144,6264
900140,Spectacle lenses of glass,67,0,0,17,10,46,0,0,0,0,,4111,7079,7499,4654,1379,772,557,858,1495,1019,,5933,2853,7109,6198,8143,6979,4637,1460,702,2207
854071,Magnetrons,8,0,0,0,0,0,9,0,0,0,,1543,997,823,1241,1137,1149,1046,1408,2566,2417,,4282,4189,3434,2902,2595,2659,2849,3412,4208,7342
880230,Aeroplanes and other powered aircraft of an unladen weight > 2.000 kg but <= 15.000 kg (excl. ...,0,0,0,0,0,0,0,0,0,0,,0,4349,15341,0,1810,0,0,1394,63153,0,,371363,765207,68442,66042,307560,136721,95892,0,0,11074
880320,"Under-carriages and parts thereof, for aircraft, n.e.s.",0,0,0,0,0,64,0,0,0,0,,130,168,296,415,2254,3803,267,4395,4724,4515,,2790,418,806,2193,5644,21729,50162,44877,27025,35308
880390,"Parts of aircraft and spacecraft, n.e.s.",179,190,8,0,7,1,5,2,0,0,,8748,11317,11289,18465,17368,24871,31161,40104,25621,16254,,61511,120910,66147,194933,75335,76484,62647,71275,91275,17384
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6013,2107,2096,1209,0,7041,3100,1674,1401,1099
860500,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ...",0,0,0,0,0,0,0,0,0,0,,16,0,0,0,0,0,0,0,0,2,,32,197,186,0,1564,514,995,24,0,4
860791,"Parts of railway or tramway locomotives, n.e.s.",45,0,134,113,161,7,0,0,0,0,,183,372,59,843,39,13,59,52,146,227,,63064,20590,16463,24409,20035,27114,24667,24046,20339,11621
860800,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...",295,51,0,119,0,0,0,16,0,0,,6335,7456,10689,9625,9813,13038,14898,11840,7774,6508,,9196,17975,7611,11975,14129,15616,16843,13025,11970,9245
870210,"Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition ...""",0,0,0,0,0,0,0,0,0,0,,343,623,6,2925,3818,15209,6833,14275,0,8424,,758,1373,8238,5340,2821,11000,3133,4059,1797,419
870220,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,127,0,0,0,0,,0,0,0,0,0,0,63,0,0,363
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,656,203,394,292,229,319,145,254,319,591,,749,2861,15699,9671,326,300,287,895,689,343
870540,Concrete-mixer lorries,0,0,0,0,0,0,0,0,0,0,,1250,1117,344,738,276,60,42,0,51,0,,110,163,225,740,169,201,0,109,154,1148
851140,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition ...,113,0,112,296,355,211,438,679,5,0,,11609,18635,20721,19809,24084,32508,29363,19792,14142,20158,,40153,49008,71912,69157,57670,53894,77744,63057,47155,83754
851020,Hair clippers with self-contained electric motor,3,0,0,0,37,0,0,0,0,0,,4709,6949,7072,6994,5521,5814,6172,5619,7622,10345,,2218,7528,14616,28133,23921,21893,28790,47273,49757,60441
851030,Hair-removing appliances with self-contained electric motor,0,0,0,1,0,0,0,0,0,0,,6250,4204,2421,1977,1691,2582,2810,1713,1270,1898,,4771,5494,6140,8275,5898,9503,13251,14959,21994,19738
851671,"Electro-thermic coffee or tea makers, for domestic use",68,32,2,3,5,5,2,2,17,0,,3417,2854,3092,3468,3972,6157,9221,9693,5043,3728,,9286,8397,9808,7235,6356,5084,6821,9846,7778,10001
