Product code,Product label,"India's imports from Korea, Republic of-Value in 2012","India's imports from Korea, Republic of-Value in 2013","India's imports from Korea, Republic of-Value in 2014","India's imports from Korea, Republic of-Value in 2015","India's imports from Korea, Republic of-Value in 2016","India's imports from Korea, Republic of-Value in 2017","India's imports from Korea, Republic of-Value in 2018","India's imports from Korea, Republic of-Value in 2019","India's imports from Korea, Republic of-Value in 2020","India's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
300420,"Medicaments containing antibiotics, put up in measured doses """"incl. those in the form of ...""",350,0,0,0,0,0,0,0,0,0,,107868,119059,113213,110230,104833,121778,124226,132262,135709,136265,,30586,86670,24695,27596,30575,40420,46025,51702,38561,116386
300460,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,105,1268,359,,0,0,0,0,0,11,57,9,0,5
310100,"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ...",271,82,42,23,0,3,2,18,0,0,,3082,54563,8246,3277,3972,5403,4137,3702,6638,9587,,8180,11848,13405,15579,18807,21639,28637,28993,39959,43703
310210,"Urea, whether or not in aqueous solution (excluding that in pellet or similar forms, or in ...",433,0,0,0,0,0,0,0,0,0,,3840,3939,3557,3680,2363,6177,13726,9729,11123,14053,,2644195,2667358,2103064,2619522,1455515,1296963,1457788,3088373,2936683,4168321
310250,"Sodium nitrate (excluding that in pellet or similar forms, or in packages with a gross weight ...",285,154,0,46,0,0,0,2,0,0,,424,295,123,561,675,1366,1949,3122,2541,2249,,1270,1882,614,170,351,111,284,304,366,605
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,27,0,1,0,0,57,0,0,0,0,,2808,4074,4221,1972,4346,3225,4646,4653,5123,18464,,3782,6932,7488,7454,4234,4365,4441,2738,3939,4949
293291,Isosafrole,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,662,771,358,15,78,23,9,0,9,0
293295,"Tetrahydrocannabinols """"all isomers""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,222,,5,0,4,0,88,1,1,0,0,1
293321,Hydantoin and its derivatives,33,0,0,0,0,0,0,0,0,0,,50,70,66,730,412,127,219,70,123,202,,2987,2006,7712,3820,2342,2216,2580,3044,7152,4887
292216,Diethanolammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,69,29,61,111,1
292218,"2-""""N,N-Diisopropylamino""""ethanol""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,40,38,0,24,3
293810,"Rutoside """"rutin"""" and its derivatives""""",1656,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,101,,5438,9558,11789,9274,8103,5253,4510,3689,2081,4846
293949,"Alkaloids of ephedra and their derivatives; salts thereof (excl. ephedrine, pseudoephedrine ...""",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,13,13,0,0,0,0,,562,884,1038,849,276,769,1056,827,500,641
293959,"Theophylline and aminophylline """"theophylline-ethylenediamine"""" and their derivatives, and ...""",0,0,0,0,0,0,0,0,0,0,,50,11,3,7,16,5,3,1,9,2,,10959,3622,3954,938,626,875,1401,1424,840,1030
293962,"Ergotamine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,286,373,609,357,532,481,372,469,428,991
293999,"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,0,,32,256,0,57,35,0,0,0,0,0,,5395,5991,9268,15355,6734,2544,0,0,0,0
294120,Streptomycins and their derivatives; salts thereof,0,5,311,507,392,130,0,0,0,0,,0,0,0,0,0,0,0,10,0,0,,5158,6547,6123,8021,7734,10668,15941,6582,7183,12426
294140,Chloramphenicol and its derivatives; salts thereof,122,0,0,0,0,0,0,0,0,0,,411,779,1029,1060,1045,260,225,191,10,1,,11191,6203,6130,3194,4638,4174,4527,1616,3957,4961
410449,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the dry state """"crust"""", ...""",1485,1674,322,632,12,168,135,26,15,0,,4032,2804,1822,1320,887,496,225,494,100,435,,87051,88701,133143,174951,130943,104226,93865,95320,40556,30896
401192,"Pneumatic tyres, of rubber, new, of a kind used on agricultural or forestry vehicles and machines ...""",0,0,0,0,0,0,0,0,0,0,,1051,1666,1195,1288,1653,0,0,0,0,0,,71,25,453,34,38,54,0,0,0,0
401034,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",12,6,11,12,9,18,51,107,48,0,,2435,3929,4689,4701,3896,3990,3320,2938,2280,1439,,123,759,1322,487,745,659,1037,936,673,810
400819,"Rods and profile shapes, of cellular rubber",467,113,48,147,98,147,137,118,69,0,,721,764,1148,1015,872,694,513,744,1250,579,,1244,1200,1226,1296,989,1653,1711,1230,784,1249
480442,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,73,135,166,43,465,506,750,448,172,178,,1884,1570,4443,451,437,107,447,288,842,2004
441600,"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves",4,0,0,0,0,0,0,0,0,0,,9,33,3,0,10,12,73,12,22,42,,4642,1903,802,2073,1058,1660,1970,2428,3284,1485
441873,"Flooring panels, assembled, of bamboo or with at least the top wear layer of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29,29,3,1,60,,0,0,0,0,0,318,18,33,5,0
442190,"Other articles of wood, n.e.s.",160,29,5,74,1,0,0,0,0,0,,9429,4556,4243,3540,2779,0,0,0,0,0,,34712,31075,34168,35596,43382,10130,0,0,0,0
450200,"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ...",0,0,0,0,0,0,0,0,0,0,,0,7,1,5,0,0,0,97,214,291,,11,1,38,65,32,65,32,32,9,6
470692,"Chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,3,35,9,0,0,0,4,0,0,0,,1058,2615,1346,499,287,262,546,1048,535,1170
411310,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",59,67,170,29,43,30,35,52,0,0,,2303,1492,1948,1590,1704,1328,997,876,267,356,,2174,5009,5178,2272,10599,7810,3969,2977,2433,2560
430219,"Tanned or dressed furskins, whole, with or without heads, tails or paws, not assembled (excluding ...",0,0,0,0,0,0,0,7,0,0,,1088,1395,1083,1057,1061,1116,1810,2623,1215,266,,2185,1905,2480,653,618,2533,5465,5605,3385,4076
430390,"Articles of furskin (excluding articles of apparel, clothing accessories and goods of chapter ...",3,0,0,0,0,0,0,0,0,0,,154,124,162,347,180,215,130,114,277,181,,129,38,72,11,135,36,62,78,26,13
440130,"Sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1007,0,0,0,0,0,0,0,0,0
440139,"Sawdust and wood waste and scrap, agglomerated in logs or similar forms (excl. pellets and ...",0,0,0,0,0,0,0,0,0,0,,103,40,45,54,153,59,22,11,7,15,,0,413,750,490,1726,793,370,635,618,503
440325,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is =>15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,13,70,49,,0,0,0,0,0,118,17,0,0,0
440397,"Poplar and aspen """"Populus spp."""" in the rough, whether or not stripped of bark or sapwood, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9220,9889,8802,10497,9596
440399,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ...""",599,0,5,0,0,0,0,0,0,0,,43,52,725,56,73,71,307,154,220,212,,1203372,1181926,1132867,958479,759703,634526,471535,333894,228328,182280
440797,"Poplar and aspen """"Populus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,153,,0,0,0,0,0,0,0,2,17,33
441113,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?5?mm but <=?9?mm""""",19,118,7,0,0,0,11,2,0,0,,2565,1866,2996,1089,1209,1200,1459,1139,788,1615,,11928,13956,12662,13330,13384,15800,19281,17889,8229,7802
520614,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,20,81,12,4,4,24,,0,0,0,10,0,15,0,9,68,62
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,531,678,533,152,96,1,3,2,77,0,,1,0,58,19,0,1,27,3,0,2521
482290,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",64,59,83,52,35,34,52,81,33,0,,2533,4676,4627,1824,1442,1669,3405,3588,3691,5093,,1602,1005,1174,1327,1630,1440,1081,882,1240,1841
540261,"Multiple """"folded"""" or cabled filament yarn of nylon or other polyamides, incl. monofilament ...""",54,129,156,71,14,2,0,0,58,0,,811,837,465,589,827,549,1143,1440,972,1161,,2339,1972,3320,3320,2865,1326,2586,1601,1320,3731
540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",0,0,0,0,0,0,0,0,0,0,,150,453,541,484,247,3,482,535,473,1905,,33,2,0,5,15,0,0,0,1753,99
540341,"Multiple """"folded"""" or cabled filament yarn of viscose rayon, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,1,0,0,0,0,,1042,1472,1220,1648,2311,2432,2440,2123,1398,1725,,12438,4114,1938,671,17276,12653,9345,16689,12885,24348
550932,"Multiple """"folded"""" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by ...""",0,0,0,0,0,0,0,0,0,0,,14943,6802,10769,3968,1435,298,1747,1236,1151,671,,554,917,8152,12663,9087,8663,15289,18819,12507,12791
550942,"Multiple """"folded"""" or cabled yarn containing >= 85% synthetic staple fibres by weight (excluding ...""",187,16,0,0,0,0,0,0,0,0,,235,290,375,461,323,392,548,769,497,488,,5884,3127,3961,2235,2183,2489,1799,1107,1249,2236
550969,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other ...",0,0,2,0,0,0,0,0,0,0,,3980,2610,2764,2200,673,236,974,2233,2403,2158,,512,2221,1383,620,941,680,819,723,530,1295
551012,"Multiple """"folded"""" or cabled yarn containing >= 85% artificial staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,197,22,8,4,5,65,126,88,10,70,,137,38,67,34,5,459,3847,6380,5729,5960
551329,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1455,368,568,855,846,290,578,301,196,535,,163,231,154,166,13,114,88,201,118,257
551429,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,3,0,38,58,3,0,0,,2400,1081,898,1104,131,797,1284,833,785,430,,3,46,325,454,279,501,689,126,152,100
551442,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,932,574,567,288,514,440,308,1864,896,73,,0,0,112,4,0,0,32,34,9,0
551443,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,48,0,0,0,0,0,0,,2580,2753,2475,2026,2445,2685,2668,2268,4143,693,,0,8,0,53,1,56,0,5,1,0
520959,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, printed ...",76,10,16,113,17,13,8,2,0,0,,5269,6001,5193,3792,2926,2662,2297,2783,3314,2288,,1150,961,1066,731,501,774,429,230,110,110
521011,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,1,7,0,24,0,0,0,0,,2266,2435,2658,1552,1226,1033,496,385,541,663,,150,493,541,849,646,903,460,235,72,153
521112,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,2,0,,126,172,101,126,103,54,30,57,0,0,,63,29,45,95,20,23,0,121,42,30
521224,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",1,2,5,0,0,0,0,0,0,0,,43,9,652,90,241,27,232,144,92,61,,81,445,420,58,103,180,133,722,213,239
530130,"Flax tow and waste, incl. yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,25,22,25,0,0,0,0,0,1,0,,66,273,470,682,1096,1448,2811,6143,3567,2717
530210,"True hemp """"Cannabis sativa L."""", raw or retted""""",0,0,0,0,0,0,0,0,0,0,,15,6,13,3,2,0,24,3,3,4,,0,1,0,0,6,14,0,0,0,1
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",0,0,0,0,0,0,0,0,0,0,,22,5,0,0,5,0,2,0,0,0,,52,808,1955,3863,22163,24711,21918,27076,28435,25788
530810,"Coconut """"coir"""" yarn""""",0,0,0,0,0,0,0,0,0,0,,0,84,25,0,5,2,0,0,0,0,,3,0,38,0,25,12,22,2,36,89
511111,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,235,210,342,36,0,0,0,0,0,0,,3597,3704,3657,4143,5970,3414,2122,2098,1715,1274,,19078,19682,17950,17447,12760,13324,13304,20395,8827,8924
520210,"Cotton yarn waste, incl. thread waste",0,0,0,0,0,0,0,0,0,0,,7927,7854,6219,1238,1693,1921,1904,1145,197,294,,230,164,425,956,1167,1226,3101,10722,10180,10449
520419,"Sewing thread, containing predominantly, but < 85% cotton by weight (excluding that put up ...",0,0,0,0,0,0,0,0,0,0,,274,248,802,863,965,398,451,383,236,240,,7,541,12,7,7,28,8,24,34,53
520532,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,283,90,78,132,82,486,15,6,6,20,,68,602,267,364,835,701,983,697,280,200
520541,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,19,0,46,2,0,0,0,13,1,,12,35,88,24,25,6,16,17,4,21
490210,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",3,7,0,0,13,0,0,0,0,0,,330,304,304,290,207,162,575,1299,4833,5845,,1157,1767,1554,1319,538,416,397,668,557,356
490510,"Globes, printed (excluding relief globes)",0,0,0,0,0,0,0,0,0,0,,328,330,473,321,421,327,389,422,451,492,,51,14,8,7,25,417,2234,503,3,10
490599,"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps and topographical ...",1,0,0,5,0,1,0,0,0,0,,1,28,101,37,115,112,28,13,41,115,,2056,2521,5619,6269,6243,7209,3468,5629,2259,795
960110,"Worked ivory and articles of ivory, n.e.s.",0,0,0,0,0,0,0,0,0,0,,2,0,11,7,0,0,8,0,0,0,,30,6,31,72,16,22,0,0,0,0
950659,"Badminton and similar rackets, whether or not strung (other than tennis rackets and table-tennis ...",165,26,0,0,0,0,0,0,0,0,,98,162,81,274,67,133,76,100,66,46,,10894,14194,12417,17042,15895,22181,21915,18959,14652,25764
950662,Inflatable balls,98,0,0,1,0,0,11,0,0,0,,309,136,1375,457,1270,213,1130,113,277,388,,3934,3926,5902,4721,3948,4617,5681,4956,3643,4878
950510,"Christmas articles (excluding candles and electric lighting sets, natural Christmas trees and ...",4,0,9,0,0,0,1,0,0,0,,174,140,26,14,94,55,36,44,18,46,,6979,4680,2864,1893,1621,2062,2704,3246,1153,2158
961400,"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s.",0,0,0,0,0,0,0,0,0,0,,320,118,229,27,128,71,40,105,75,33,,542,379,559,804,861,756,1229,1013,895,1246
290522,Acyclic terpene alcohols,230,0,0,0,0,0,0,40,0,0,,0,0,0,0,97,4,1,7,1,1,,29175,25973,36593,33047,36684,37837,54080,49669,44960,50530
290541,"2-Ethyl-2-""""hydroxymethyl"""" propane-1,3-diol """"trimethylolpropane""""""""",326,212,489,125,142,400,492,192,1,0,,48,47,21,6,61,178,185,154,154,257,,7130,7138,7331,6929,6561,8524,11730,7915,6691,12019
290544,"D-glucitol """"sorbitol""""""""",4,0,0,0,3,0,0,13,0,0,,3678,847,1662,1567,1613,1468,1505,996,964,881,,2834,2741,3055,3203,3963,3986,5313,8394,8437,7569
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...""",68,0,0,0,1,0,0,0,7,0,,323,3,21,2,2163,785,1091,2617,844,865,,3840,2871,3808,3262,3071,1480,1777,2730,2319,7309
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",54,0,0,0,0,0,11,15,4,0,,3471,2451,3812,3756,2500,1145,5190,1377,1895,2194,,45979,56332,61127,44872,48771,60196,71075,48274,36371,26958
291219,"Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal ...",269,0,0,181,136,0,0,0,0,0,,34,71,164,561,14,509,9,72,1341,2841,,26076,28847,33432,39079,49300,58986,62618,70391,64145,79555
291242,"Ethylvanillin """"3-ethoxy-4-hydroxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,30,3,0,3,5,13,5,18,21,16,,5525,5419,5752,5997,8348,6521,7335,9464,7201,11332
291461,Anthraquinone,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,5339,3902,7032,5415,5710,6462,15736,19910,15312,14862
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",0,2299,1137,1037,0,0,0,11335,21555,0,,51129,84244,95289,61167,55591,49493,78309,89238,92448,148435,,108454,137454,214005,155114,129322,163665,176199,261410,204355,422133
290359,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-hexachlorocyclohexane ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,406,0,0,0,0,0,0,0,0,0
290361,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",59,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,610,0,0,0,0,0,0,0,0,0
290375,Dichloropentafluoropropanes,0,0,0,0,0,0,0,0,0,0,,0,8,0,8,0,0,0,0,0,0,,0,0,139,119,43,79,71,70,108,0
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2,8,0
290432,Ammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3,34,0,0,0
290435,"Salts of perfluorooctane sulphonic acid (excl. ammonium, lithium and potassium perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0
290491,"Trichloronitromethane """"chloropicrin""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,24,224,527,237,244
291524,Acetic anhydride,0,0,0,0,0,0,0,0,0,0,,20,3,2,10,30,37,97,58,5,18,,1780,1751,2513,2530,2065,3229,10903,16650,9315,31053
292214,"Dextropropoxyphene """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,24,0,0,0,0,203,0,0,38,0
292310,Choline and its salts,0,0,0,0,0,0,0,0,0,0,,3499,3642,2809,2630,2024,2671,3114,5100,2878,4822,,2107,963,362,192,462,342,534,802,594,976
292340,Didecyldimethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,44,2,1
292411,"Meprobamate """"INN""""""""",47,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,128,273,67,87,130,763,780,620,1011,1492
291540,"Mono- di- or trichloroacetic acids, their salts and esters",47,0,0,0,0,0,0,0,0,0,,22,15,2,1,18,9,8,13,22,16,,1653,1687,908,1512,3963,4013,14965,10791,8853,11833
291550,"Propionic acid, its salts and esters",537,307,368,85,0,44,0,0,0,0,,6682,777,103,187,492,1987,2989,3226,4910,2871,,17463,18471,20358,20944,20208,26066,42898,35260,32511,42418
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",0,0,0,0,0,0,0,0,0,0,,530,883,294,1263,820,578,939,538,596,1102,,4272,4557,5107,4303,6322,5679,8026,8408,7326,52826
291634,Phenylacetic acid and its salts,80,0,0,0,0,0,0,0,0,0,,141,0,0,75,0,0,0,0,92,0,,1647,1480,1131,545,257,7155,3944,9145,9685,11206
291811,"Lactic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",4,6,5,9,15,21,4,0,0,0,,75,275,1627,3503,5145,5296,4389,5118,7221,9129,,10411,8747,10189,11236,10275,10886,8580,9028,8850,10278
291812,Tartaric acid,0,0,0,0,0,0,0,0,0,0,,1,1,7,1,8,48,12,14,31,172,,9976,11792,14079,12684,8401,10336,18285,16619,16164,16484
291821,Salicylic acid and its salts (excluding inorganic or organic compounds of mercury),0,0,724,230,0,0,0,1,18,0,,924,804,544,113,281,278,238,164,312,453,,15783,22089,23722,25542,28250,34551,59469,49251,66814,47088
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind ...,0,0,0,0,2,0,12,9,0,0,,2142,2121,1573,2011,2587,2649,2881,3111,2476,2488,,11499,11225,9930,6460,6478,6931,9871,11960,13044,12600
300441,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,48,,0,0,0,0,0,0,8,0,0,0
300442,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,71,56,247,171,155,,0,0,0,0,0,0,0,0,0,0
300650,First-aid boxes and kits,2,0,3,0,0,0,0,204,0,0,,5,535,804,223,616,34,147,366,409,837,,2144,294,351,366,286,191,89,535,49,177
330530,Hair lacquers,0,0,0,0,0,0,0,0,0,0,,463,465,505,752,2050,679,567,1100,2848,3162,,168,117,124,212,175,394,461,731,651,526
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",16,0,0,0,0,0,0,0,0,0,,0,0,5,1,12,30,0,2,3,27,,3810,3193,4090,6555,5192,6761,7010,4309,2606,2830
330130,Resinoids,82,0,0,0,0,0,0,0,0,0,,0,1,12,0,12,21,43,20,61,31,,3633,4161,5920,3551,3557,2767,2966,2479,2239,2096
294130,Tetracyclines and their derivatives; salts thereof,25,0,0,0,23,0,0,0,0,0,,11334,13771,12525,17182,18355,20814,22535,18610,7427,12420,,33198,36353,47828,37626,47576,52332,67354,51870,65344,69329
293040,Methionine,1014,0,0,0,0,0,0,4,0,0,,6,11,480,1167,71,7,51,1,11,178,,86582,86700,104211,159221,104989,101454,99733,89406,85922,142503
293080,"Aldicarb (ISO), Captafol (ISO) and methamidophos (ISO)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,1,1,0
293100,"Separate chemically defined organo-inorganic compounds, n.e.s. (excluding inorganic or organic ...",973,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,93953,0,0,0,0,0,0,0,0,0
293134,Sodium 3-(trihydroxysilyl)propyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,9
293333,"Alfentanil """"INN"""", anileridine """"INN"""", bezitramide """"INN"""", bromazepam """"INN"""", carfentanil ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,214,,267,339,1166,548,510,871,577,697,1294,846
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,4,7,8,,266,202,165,194,225,595,362,176,338,300
293550,"Perfluorooctane sulphonamides (excl. N-Methylperfluorooctane sulphonamide, N-Ethylperfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,61,75,339,191,12
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",102,0,0,0,0,0,0,0,0,0,,26,13,7,7,108,2,1,31,61,626,,18115,17106,24117,29198,32543,45472,56353,44949,38198,38931
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",331,445,1134,1186,543,580,40,26,1,0,,534,289,371,22,3,6,167,214,156,299,,15351,10575,18512,11362,13604,10645,12867,10815,14097,24843
293722,Halogenated derivatives of corticosteroidal hormones,0,0,0,0,0,0,0,0,0,0,,9,180,15,128,312,119,110,43,5,8,,5692,6663,6341,12634,11858,13199,11140,15722,19496,23679
293739,"Catecholamine hormones, their derivatives and structural analogues, used primarily as hormones ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1800,0,0,0,0,0,0,0,0,0
293944,Norephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,545,0,0,0,0,0,0,0,0
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",167,0,170,255,278,130,92,0,0,0,,709,562,1009,900,782,1528,1346,1643,1580,1412,,1640,2869,3324,3584,3149,2991,3335,3472,3441,3124
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,0,0,0,0,0,0,0,0,0,0,,7104,9768,9616,11290,9151,12763,13163,16020,17592,23869,,6592,3948,2360,2642,2102,1389,1341,2488,3658,2993
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,0,0,0,0,0,0,0,0,0,0,,153,232,28,54,127,259,45,71,68,85,,170,35,76,54,75,55,64,101,50,104
