Product code,Product label,Russian Federation's imports from Australia-Value in 2012,Russian Federation's imports from Australia-Value in 2013,Russian Federation's imports from Australia-Value in 2014,Russian Federation's imports from Australia-Value in 2015,Russian Federation's imports from Australia-Value in 2016,Russian Federation's imports from Australia-Value in 2017,Russian Federation's imports from Australia-Value in 2018,Russian Federation's imports from Australia-Value in 2019,Russian Federation's imports from Australia-Value in 2020,Russian Federation's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
293212,"2-Furaldehyde """"furfuraldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,245,139,273,103,156,55,122,84,88,306
293329,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...",0,0,0,0,0,0,0,0,0,0,,533,485,9,30,17,54,42,187,32,153,,32137,28136,22668,18929,26219,58593,33442,44130,43748,26898
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",0,0,0,0,0,0,0,0,0,0,,3717,2485,286,88,102,419,62,154,2328,2760,,54661,40744,38336,30113,32427,54775,80948,97339,130748,187326
293361,Melamine,0,0,0,0,0,0,0,0,0,0,,99,64,18,60,37,29,34,0,11,5,,33126,22074,17801,18668,18457,22202,37096,38615,20828,58886
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,8,5,3,0,4,1,6,3,0,,589,570,758,507,1158,1630,1603,2566,1939,1726
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",0,0,0,0,6,0,0,0,0,0,,31,8,284,16,70,36,12,33,133,44,,1419,2406,2627,4814,5081,7666,7123,7055,4418,5046
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,14,33,0,6,5,71,162,,137,68,60,168,206,300,314,184,230,322
291260,Paraformaldehyde,0,0,0,0,0,0,0,0,0,0,,39,24,3,0,0,2,25,3,5,21,,6200,11170,10115,5812,4956,4959,5551,2833,1641,1566
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,61,260,711,49,113,74,122,104,118,123,,5428,3661,4430,4013,3373,4276,6036,6949,5167,8734
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",0,0,0,0,0,0,0,0,0,0,,21,37,3830,67,769,2043,9757,105,425,614,,8635,8270,12912,10960,12879,12403,19003,15401,21836,22166
291737,Dimethyl terephthalate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,206,355,174,118,114,138,120,153,94,150
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,0,0,0,0,0,0,0,0,0,,24946,25447,28344,21986,13884,12527,20681,24185,11379,6030,,34951,27974,19677,15653,24786,26750,26046,34757,40358,49899
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, ...""",1,0,0,0,0,0,0,0,0,0,,61,261,263,219,643,554,762,418,108,86,,8821,12361,19418,12133,12644,15614,17081,18719,19467,32447
292021,Dimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,213,53,85,274,418
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",298,60,100,0,0,3,0,0,0,0,,85,44,146,135,168,220,333,847,1735,748,,5623,4794,5583,5851,5661,6334,31693,54688,11199,10538
292213,Triethanolamine and its salts,0,0,0,0,0,0,0,0,0,0,,36,42,9,6,20,0,0,0,0,0,,563,343,353,272,140,0,0,0,0,0
292519,"Imides and their derivatives; salts thereof (excluding saccharin and its salts, glutethimide ...",0,0,0,0,0,0,0,0,0,0,,8,12,4,10,6,71,7,97,72,26,,2671,2322,795,3118,5911,7737,3952,2862,2498,8584
293723,Oestrogens and progestogens,0,0,0,0,0,0,0,0,0,0,,4,3,2,35,7,88,99,76,280,35,,257,188,97,114,177,1366,2482,32723,41886,46850
293890,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other ...""",0,0,0,0,0,0,0,0,0,0,,168,219,424,53,117,54,67,115,111,174,,4697,12107,11538,32101,31634,51310,42839,37482,36425,68147
293920,Alkaloids of cinchona and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,774,3,23,0,11,2,4,76,91,,0,0,16,10,47,37,37,23,76,64
293930,Caffeine and its salts,0,1,0,0,0,0,0,0,0,0,,2,0,25,26,51,22,258,23,26,115,,1896,2140,1717,1601,1625,2164,3020,3190,3896,5718
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,2,2,1,3,8,4,2,2,7,10,,0,0,0,0,6,21,34,3,1,1
293942,"Pseudoephedrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,23,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,0,4
294150,Erythromycin and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,171,398,2197,1,1939,922,0,1396,904,1057,,2122,2287,2750,2500,2230,3156,3536,3458,5719,3062
300211,Malaria diagnostic test kits,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,130,363,476,386,50,,0,0,0,0,0,19,16,3,5,6
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",0,0,0,0,0,0,0,0,0,0,,3448,3647,3839,2286,2752,2041,4304,1988,1095,2393,,251704,267795,206300,126497,96847,90528,88606,107868,59757,98065
300443,"Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,1,27,109,144,,0,0,0,0,0,0,0,0,74,28
300691,Appliances identifiable for ostomy use,0,0,0,0,0,0,0,0,0,0,,7871,4737,5286,2569,1798,899,1361,1197,947,1991,,32327,24504,22289,11510,18847,21390,24718,21474,23349,19283
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,0,0,0,0,0,0,0,0,,90,1,0,11,6,21,12,0,0,0,,0,0,20,147,242,1689,782,52,65,103
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,0,0,0,0,0,0,0,0,,42,23,8,31,4,81,50,66,0,0,,0,29,110,26,70,29,0,0,16,73
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,0,0,0,0,0,0,0,0,0,,464,537,1113,573,275,38,23,391,141,509,,1087,975,1509,751,1103,860,86,41,11,509
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",0,0,0,0,0,0,0,0,0,0,,4825,4533,3021,3513,3272,4264,3854,3422,3196,7551,,15756,16617,18167,10271,14322,17472,18267,20088,16426,22682
320417,Synthetic organic pigments; preparations based on synthetic organic pigments of a kind used ...,4,0,0,0,0,0,0,0,0,0,,9462,16708,14910,8258,4961,3103,4822,5913,9392,7945,,35037,38654,39262,30235,40183,46771,53303,51842,55064,65375
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",0,0,0,0,1,0,0,0,0,0,,37342,40144,38212,37025,43298,41170,42233,40891,39674,47280,,273121,273932,272194,197914,192051,212119,201769,198368,185651,215552
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,388,439,226,149,153,286,120,143,613,586,,274,366,389,263,216,416,241,369,199,301
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,0,0,0,0,0,0,0,0,0,0,,20,37,7,16,4,0,0,0,0,0,,0,76,0,0,1,1,0,0,0,5
520100,"Cotton, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,2723425,2511612,1810804,819538,1175908,1580300,1809247,1099575,310408,1500804,,126982,102092,113526,68689,80489,45836,54172,34304,35918,52889
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,1312,746,652,0,237,0,0,0,0,9,,109777,104430,92496,88573,108284,114422,128041,115852,108874,158620
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,19,89,0,0,0,0,0,0,0,,638,952,1051,417,744,658,466,686,363,121
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,,250,2,17,18,36,25,56,8,50,173
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0,,99,7,23,551,1540,665,49,252,234,333
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,14,26,0,39,19,0,0,0,110,154,,254,597,986,475,1800,1889,798,1943,5556,4512
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,5,0,0,0,22,0,0,0,8,0,,1448,133,384,559,500,1301,1325,1393,2185,3424
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,2,10,3,0,0,1,8,,65,66,108,17,70,100,61,71,72,84
520939,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, dyed (excluding ...",0,0,0,0,0,0,0,0,0,0,,426,118,68,112,67,104,89,216,295,868,,3166,4116,4211,1973,3672,4431,4627,4642,4196,6405
520951,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,203,93,47,18,41,24,4,18,46,45,,1462,2588,1861,1303,946,927,1105,1280,872,1359
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,19,45,31,45,11,1,34,2,0,56,,327,395,341,302,586,599,572,342,252,576
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,14,0,0,0,0,8,0,0,0,0,,59,100,195,217,562,855,833,1062,928,1542
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,3,6,0,4,0,0,0,1,8,0,,802,479,361,148,232,343,275,249,345,378
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,388,247,228,63,9,2,3,19,39,31,,833,4409,1276,527,1005,2232,1014,771,1624,2446
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,12,2,3,2,3,2,0,0,10,5,,33,24,31,36,82,49,81,205,135,130
521225,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,183,85,34,17,65,82,30,3,16,20,,19,11,54,25,95,24,158,395,89,177
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,11,0,0,0,0,2,6
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,0,16,21,3,10,0,10,0,0,25,,7,0,0,0,0,7,8,1,10,9
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",0,0,0,0,0,0,0,0,0,0,,158,129,123,93,115,89,87,95,161,105,,699,432,325,432,531,766,994,1056,1008,1611
540249,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or ...",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,788,316,0,8,28,0,,848,1030,1529,2423,3776,7081,8515,3838,15019,8005
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",0,0,0,0,0,0,0,0,0,0,,5,4,5,0,1,0,0,0,0,0,,139,228,115,236,101,445,527,594,511,686
540263,"Multiple """"folded"""" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22,4,0,0,,0,0,0,0,0,971,2156,2348,1755,1797
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,0,0,0,0,0,0,0,0,0,0,,69,3,66,55,11,4,273,0,0,4,,242,35,954,619,446,890,291,109,38,293
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,6305,6340,3344,3122,2303,2242,1718,1819,1462,1244,,7172,34311,13727,5077,19588,7526,11864,6703,7871,6101
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",0,0,0,0,0,0,0,0,0,0,,96,161,312,551,328,259,1133,296,258,813,,1152,627,7158,1038,886,1225,1229,981,1290,2083
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,0,0,0,0,0,0,0,0,,21,16,683,64,14,0,8,3,11,5,,124,22274,82590,26866,80,55,98,304,135,403
540754,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,37,28,16,5,70,30,22,38,40,107,,2496,5662,3022,2690,2328,4588,4211,3955,5032,7528
540821,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,13,0,0,1,0,0,0,0,0,2,,784,6120,5111,1157,31,42,35,37,22,50
540832,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,51,39,23,39,68,62,24,37,16,3,,1221,3822,1974,2106,8592,6836,3585,2771,1408,1223
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,1254,2445,853,1614,1228,1341,287,53,27,48,,164177,201005,177384,115853,116770,149380,179951,176051,136931,201174
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,241,22,25,114,64,253,118,70,133,96,,1577,1975,1955,1418,1228,2485,1969,1148,984,1182
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,93,0,1,0,5,7,12,0,0,0
550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,6,6,4,3,22,0,0,0,0,0,,4626,4949,1954,939,240,1446,4752,5931,3365,4942
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,77,7,0,0,0,0,0,,178,217,10077,1507,196,251,428,600,287,257
551110,"Yarn containing >= 85% synthetic staple fibres by weight, put up for retail sale (excluding ...",95,80,0,0,0,0,0,0,0,0,,288,632,326,1,7,33,87,3,271,213,,13462,5550,3980,1237,870,1536,2416,3333,2149,4471
551130,"Yarn of artificial staple fibres, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,396,26,86,323,204,3,0,2,24,4,,848,2255,4076,3249,3154,2832,1584,109,228,241
551299,"Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,1057,196,476,353,637,836,1251,1257,539,600,,7966,5374,5336,3815,6809,15014,25977,15313,14460,13995
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,1148,1010,1196,958,975,1078,847,365,464,491,,18074,9805,4339,2950,5131,3431,4845,4865,3301,5318
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,20,6,4,10,24,15,30,41,8,10,,3861,1238,277,240,144,96,577,248,30,52
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,90,32,32,4,0,17,15,6,18,7,,651,519,478,260,227,322,97,96,70,39
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,270,34,19,57,158,259,499,448,296,491,,5415,4082,5134,4074,6671,6879,5292,1492,337,934
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,4,1,0,0,0,0,0,0,0,0,,283,32,90,45,33,109,71,65,75,61
551643,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,175,82,26,17,49,2,2,0,0,8,,102,70,41,76,208,360,849,949,399,148
560130,Textile flock and dust and mill neps,0,0,0,0,0,0,0,0,0,0,,11,27,0,2,2,10,6,36,0,0,,1343,1659,1095,787,1202,993,1400,1737,1483,2201
560210,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,123,242,299,55,66,237,84,224,225,291,,13360,15412,14839,8030,7580,10871,13731,14705,12349,17524
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",0,0,0,0,0,0,0,0,0,0,,46,248,390,168,186,55,5,83,0,30,,829,346,281,141,142,221,190,175,177,175
560314,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",0,0,0,0,0,0,0,0,0,0,,6935,3533,4529,5493,4652,3941,4670,8397,7046,6243,,71341,75539,75022,45518,42484,45866,51234,57187,57376,68142
560394,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > than ...",0,0,0,0,0,0,0,0,0,0,,3013,1583,3583,2110,425,393,1061,3240,2240,2407,,21190,28646,21849,19647,21987,19285,22270,24417,22972,30721
560600,"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ...",0,0,0,0,0,0,0,0,0,0,,0,0,7,0,3,0,2,20,0,1,,4479,3981,2632,2004,3580,5754,5403,5449,5427,8564
580126,"Chenille fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,0,0,0,,8,2,49,2,4,7,5,29,29,23,,174,60,51,3,3,17,95,104,41,60
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,114,96,70,38,54,67,26,113,67,118,,8536,5173,7563,8789,12114,12208,16352,15392,14567,16164
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",0,0,0,0,0,0,0,0,0,0,,11,11,14,1,0,0,64,2,2,16,,1405,1106,31,50,44,4,12,16,2,10
580230,Tufted textile fabrics (excluding carpets and other floor coverings),0,0,0,0,0,0,0,0,0,0,,10,0,42,49,17,3,19,686,335,176,,6836,8057,6866,3691,3623,3100,2499,2383,880,720
580631,"Narrow woven fabrics of cotton, with a width of <= 30 cm, n.e.s.",0,0,0,0,0,0,0,0,0,0,,56,54,83,55,40,14,20,32,45,46,,1586,1072,1052,927,1056,1322,1124,1226,972,1376
580632,"Narrow woven fabrics of man-made fibres, with a width of <= 30 cm, n.e.s.",8,31,6,0,0,0,0,0,0,0,,782,261,356,270,561,408,207,343,353,340,,37878,30806,25443,17120,16600,26039,29732,30944,30050,39304
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...",0,0,0,0,0,0,0,0,0,0,,164,120,145,200,81,110,13,14,11,38,,11,174,1146,815,488,1012,1763,10,94,136
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials ...",0,0,0,0,0,0,0,0,0,0,,131,274,234,290,209,630,398,616,246,128,,5055,12187,14464,11105,9648,11110,14640,14465,14961,20800
590410,"Linoleum, whether or not cut to shape",0,0,0,0,0,0,0,0,0,0,,300,117,115,56,5,49,0,4,4,29,,5809,4693,3139,1754,2826,2701,2175,1759,2233,3769
591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, ...""",0,0,0,0,0,0,0,0,0,0,,1690,1091,1514,1068,385,1088,769,628,378,592,,926,958,1045,511,875,788,1057,859,593,474
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,0,,295,56,45,7,0,0,32,0,0,0,,0,0,0,68,0,4,15,0,0,75
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",0,0,0,0,0,0,0,0,0,0,,79729,81281,87267,61497,43848,59911,78043,59467,40156,76614,,451,893,471,423,1430,662,3019,2566,3140,988
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",0,0,0,0,0,0,0,0,0,0,,127,132,50,35,191,10,69,35,96,152,,1,2,5,74,16,36,62,46,3,105
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",0,0,0,0,0,0,0,0,0,0,,40,14,12,45,6,5,1,10,41,0,,343,260,271,150,393,655,813,500,515,870
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",0,0,0,0,0,0,0,0,0,0,,157,364,81,153,553,488,297,175,240,145,,2009,2032,1758,1487,1725,1822,2210,2296,1702,1515
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",5,0,1,0,4,2,2,0,0,0,,2960,1568,1279,1089,1847,1390,3574,6791,12369,8762,,29737,25523,24458,12441,17745,19606,25422,19903,15935,20954
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,5,0,0,38,25,0,,10,1,0,0,0,5,1,0,0,0
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,0,0,0,0,0,0,0,0,,0,2,3,0,0,9,0,0,0,0,,6877,4688,4225,2201,1396,3629,6478,4055,3250,1466
440140,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1321,2880,2807,2643,4310,,0,0,0,0,0,178,190,122,180,165
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1752,747,2601,1433,239,,0,0,0,0,0,0,24,0,0,0
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,0,0,5,0,0,,0,0,0,0,0,51863,71313,57718,62548,35298,,0,0,0,0,0,0,0,5,0,0
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,32,126,0,2,0,33,118,151,2,10,,144,100,16,8,0,2,85,59,2,11
440611,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,146,151,30,0,36,,0,0,0,0,0,0,99,0,4,0
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,143,0,0,0,,0,0,0,0,2,1050,1544,974,924,118
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",0,0,0,0,0,0,0,0,0,0,,1431,981,1349,719,1638,232,350,274,489,5244,,3151,3477,2760,1890,1892,1587,1678,1558,880,858
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,246,0,0,0,0,0,13,6,2,10,,1,43,0,0,41,1,0,0,0,0
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,20,38,99,18,65,,0,0,0,0,0,1345,1756,1721,2938,2687
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",0,0,0,0,0,0,0,0,0,0,,20,0,14,66,151,179,101,58,179,259,,301,502,971,719,101,129,49,13,517,62
