Product code,Product label,United States of America's imports from China-Value in 2012,United States of America's imports from China-Value in 2013,United States of America's imports from China-Value in 2014,United States of America's imports from China-Value in 2015,United States of America's imports from China-Value in 2016,United States of America's imports from China-Value in 2017,United States of America's imports from China-Value in 2018,United States of America's imports from China-Value in 2019,United States of America's imports from China-Value in 2020,United States of America's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
521152,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",398,923,929,602,399,382,342,78,0,3,,2658,7309,6584,4583,6472,11735,10793,19219,16376,14419,,566,1444,1458,877,514,420,378,242,115,131
600523,"Cotton warp knit fabrics of yarns of different colours """"incl. those made on galloon knitting ...""",48,97,60,7,9,90,67,108,69,3,,75,276,2390,9726,4983,5090,3196,2269,1077,820,,503,517,317,137,76,153,136,129,593,622
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,0,12,0,126,0,7,38,4,55,3,,27920681,18115196,15075442,16259137,12764839,11084017,11027529,10614970,11231193,11967389,,13137,10885,10134,1345,1575,2136,846,646,324,1038
270710,"Benzol """"benzene"""" containing > 50% of benzene (excluding chemically defined)""""",0,0,0,0,0,0,7,0,0,3,,0,0,0,0,0,0,0,46,0,0,,320738,395568,290947,196904,126606,92109,87782,78718,28435,68022
411310,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",13,4,17,4,30,12,0,8,1,3,,5976,7002,6592,7132,5885,5209,6885,6366,6111,3995,,6644,5912,4694,4713,4687,4659,5591,3886,2617,3726
382482,"Mixtures and preparations containing polychlorinated biphenyls """"PCBs"""", polychlorinated terphenyls ...""",0,0,20,0,0,0,81,0,0,3,,0,0,0,0,0,0,0,0,0,0,,0,63,31,0,72,83,110,14,19,28
284330,"Gold compounds, inorganic or organic, whether or not chemically defined",0,0,16,0,3,35,8,3,188,3,,672,1018,5596,5828,4816,7936,8537,11517,59059,6232,,3499,3526,4257,6093,6457,3694,4278,4297,7799,7028
720293,Ferro-niobium,0,28,571,0,0,10,0,4,0,3,,6590,10153,9981,5451,7473,4273,2747,1844,11,3974,,342341,280586,358147,301790,246432,253836,311631,312226,192655,222031
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,0,0,0,3,0,0,0,0,3,,68,9,0,81,93,28,5,11,2,10,,272,351,3424,3644,432,782,1000,317,490,836
90822,"Mace, crushed or ground",0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,2,0,0,0,0,,2289,1349,1472,1245,954,799,977,1293,1930,2976
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,5,0,0,0,0,0,0,3,,14,17,18,23,23,42,31,46,98,78,,269674,476034,377847,452446,444948,208852,171885,168018,148376,122722
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",24,0,0,7,3,218,51,5,0,3,,162,16,17,7,10,396,257,152,126,128,,479,859,209,320,1000,497,232,207,150,162
840211,Watertube boilers with a steam production > 45 t/hour,0,0,0,11,22380,9,608,167,73,3,,151372,162144,92692,99758,132350,21912,44915,68108,38265,38579,,10079,59146,63406,258026,161833,66325,120027,12810,6445,1786
910812,"Watch movements, complete and assembled, electrically operated, with opto-electronic display ...",31,46,55,80,42,0,4,84,0,3,,8505,5290,6710,6642,5686,5893,4838,6237,2736,4944,,40,72,57,94,49,13,4,84,4,3
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",34,82,42,69,30,17,6,7,16,3,,138776,49135,29159,25824,24029,18984,18721,12543,14445,8650,,181,134,213,122,180,96,95,65,99,137
90922,"Coriander seeds, crushed or ground",9,13,0,0,24,39,19,24,12,3,,118,344,12,23,1,12,7,28,15,4,,1620,1694,2384,2974,3192,3556,3658,3305,4756,5899
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",0,0,0,0,0,0,0,0,0,3,,67,37,12,5,11,202,347,194,1011,195,,1022164,1067473,1171723,1185749,1167486,1092652,1184744,1222945,1103063,1372891
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",26,13,27,26,35,3,91,0,2,3,,5007,7946,10396,8894,11627,2964,5849,5225,3351,3566,,12311,6089,11909,21756,3723,4041,2986,1429,1966,3320
80132,"Fresh or dried cashew nuts, shelled",1274,1685,2807,2808,1693,2216,2359,0,0,3,,60,51,24,102,110,70,264,444,72,330,,817696,927249,958682,1167767,1235175,1580528,1464279,1200622,1103244,1216529
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,7,10,0,7,18,26,3,,10620,7887,9500,12248,9148,10968,6225,8016,6139,55458,,14533,12582,14822,13648,12624,18443,21719,15356,14909,43727
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",7,2,0,0,7,0,0,19,31,2,,0,0,0,90,0,0,2,0,0,0,,15418,10536,8240,8386,6325,4016,5855,3370,3104,3054
293292,"1-""""1,3-Benzodioxol-5-yl""""propan-2-one""""",0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,2
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ...",14,9,11,0,43,71,3,11,0,2,,2403,2467,4482,2010,1802,1818,3590,3952,4720,2856,,5884,5823,7717,6758,9850,12197,13525,14399,15011,19688
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",3,0,87,0,4,10,61,60,0,2,,74802,94955,128841,121337,88653,126367,181923,173914,86485,52249,,67002,89281,65520,69668,82123,108349,108866,124868,91866,192869
520544,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",163,45,0,180,2,30,13,33,12,2,,157276,161148,137637,125765,107622,95668,87420,81629,53748,50371,,1515,1742,1395,1304,1303,968,1022,581,744,738
540349,"Multiple """"folded"""" or cabled artificial filament yarn, incl. artificial monofilament of < ...""",15,22,49,18,4,35,54,5,1,2,,10988,10450,9116,6671,5566,4347,3325,4277,3121,4332,,459,218,414,370,166,2004,148,340,46,153
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",150,329,146,44,4,0,7,15,1,2,,0,20,0,0,98,47,0,0,68,0,,3989,4710,5144,4102,5352,1882,1582,1008,368,539
283719,Cyanides and cyanide oxides (excluding sodium and mercury),36,0,0,47,33,0,78,0,0,2,,801,640,2072,840,819,1281,1146,2495,853,777,,2520,2507,2576,2248,1722,2154,3944,3490,3428,4355
80232,"Fresh or dried walnuts, shelled",815,871,661,1008,235,930,2164,351,11,2,,54800,62509,71190,60326,29401,75038,85693,120942,116517,179709,,5742,7272,7251,12865,6497,8252,9778,9810,5640,6046
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,54,548,503,43,2,,0,0,0,0,0,6328,7179,7883,7328,7018,,0,0,0,0,0,36594,34494,51648,46740,60664
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,0,0,43,6,13,111,74,0,160,219
284410,"Natural uranium and its compounds; alloys, dispersions, incl. cermets, ceramic products and ...",2,0,0,0,4,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,,140772,489640,263751,367884,563823,646331,397663,389362,20735,216311
440397,"Poplar and aspen """"Populus spp."""" in the rough, whether or not stripped of bark or sapwood, ...""",0,0,0,0,0,0,0,4,2,2,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,820,1605,1351,2263
30291,"Fresh or chilled fish livers, roes and milt",0,0,0,0,0,0,0,13,5,2,,0,0,0,0,0,27966,31509,21185,18535,5503,,0,0,0,0,0,264,322,1513,968,1812
790390,"Zinc powders and flakes (excluding grains of zinc, and spangles of heading 8308, and zinc dust)",0,100,0,4,2,132,87,0,6,2,,2366,4036,1324,867,863,699,875,1969,2247,4440,,37115,30892,50927,43015,42138,48106,55910,47488,53405,59118
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,11,4,0,0,0,4,6,2,,11154,8965,8438,6833,4696,4851,4229,3362,3276,3181,,9960,7870,8482,7158,5099,5768,4767,3844,3230,3589
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",6,1,5,0,56,2,28,6,0,2,,145,233,229,523,380,2027,4733,676,1101,3254,,421,1577,1720,894,1680,1404,2892,4828,3466,1262
382561,"Wastes from chemical or allied industries, mainly containing organic constituents (excluding ...",0,0,0,210,0,330,257,359,81,2,,197,72,131,86,21,232,241,528,1174,578,,807,1547,3743,3206,3856,4538,8503,11769,16214,13235
520299,"Cotton waste (excluding yarn waste, thread waste and garnetted stock)",4,11,0,13,17,16,1,1,15,2,,142,0,0,0,19,0,0,0,0,0,,19447,13624,19152,13296,13173,20470,16729,13519,20287,20175
520535,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",18,9,0,0,0,0,8,0,0,2,,82,311,874,2645,219,285,1350,801,74,52,,20,9,3,87,2,87,39,56,3,12
284910,"Carbides of calcium, whether or not chemically defined",9114,1100,1105,1077,974,988,789,33,231,2,,95579,88232,104302,81034,85723,58703,74064,81315,63864,81132,,28470,2612,5425,10424,3587,4255,4599,3933,5148,2983
382484,"Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""",0,0,0,0,0,0,0,5,0,2,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,425,497,330,253,460
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",15,1,6,12,11,8,8,0,2,2,,3449,5259,4262,4487,7165,8747,9348,13644,11716,16053,,1912,2300,2394,760,818,1370,521,559,420,893
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",15,24,376,117,15,39,36,26,41,2,,0,0,0,0,0,24,34,28,70,67,,6752,6568,8271,7017,6284,5780,5050,6117,5437,5351
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",67,72,65,95,76,60,48,37,13,1,,11233,15421,19261,20341,18428,24451,28655,27690,19450,18800,,230,337,192,448,366,479,360,395,340,645
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",86,0,0,0,0,5,0,5,0,1,,41979,40368,30441,20487,22713,28571,37142,23458,16804,21422,,499,562,606,201,86,182,156,142,59,101
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,1,,198,724,1548,1194,813,1159,1,31,0,0,,195,56,3,15,3,44,2,6,0,1
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,5,0,1,0,0,0,0,1,,4582,5774,6172,7604,6301,10302,11545,10317,8176,5409,,156,125,12,0,1,6,49,60,50,25
510540,"Coarse animal hair, carded or combed",0,9,0,34,52,67,52,3,0,1,,18098,16791,1475,73,95,39,193,1025,1430,102,,10,31,3,63,76,108,261,220,57,67
520515,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,2,1,0,0,0,0,0,0,1,,127,352,77,3398,520,151,304,18,126,52,,5,14,76,10,10,4,89,93,69,157
510330,"Waste of coarse animal hair, incl. yarn waste (excluding garnetted stock, waste of hair or ...",0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,1,3,28,2,18,1,0,0,2,1
511000,"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ...",72,33,27,8,33,18,0,11,51,1,,761,538,1077,1187,1088,629,270,463,160,87,,103,37,61,36,111,52,121,99,90,40
510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed",0,2,0,0,30,0,1,0,0,0,,15414,14393,16764,20972,18558,9989,11934,8678,4289,4444,,10875,8918,9615,7844,7041,6810,9097,10130,7917,8956
510310,Noils of wool or of fine animal hair (excluding garnetted stock),707,673,1056,501,892,250,199,23,0,0,,19057,17147,22721,13775,17365,14295,17098,22328,10120,10532,,952,844,1228,1052,1275,1364,893,360,589,152
440320,"Coniferous wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",295,325,275,91,133,354,285,0,0,0,,0,0,289,0,0,0,0,0,0,0,,61661,60521,60333,62519,57692,58475,48395,0,0,0
440341,"Dark red meranti, light red meranti and meranti bakau wood in the rough, whether or not stripped ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25,0,0,0,0,0,0,96,0,0
441232,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",888503,838743,1051913,1135685,1076657,830516,341100,0,0,0,,2735927,2810059,3247695,3136019,3479395,100,0,0,0,0,,1179338,1224137,1448588,1597822,1577443,1525588,1032837,0,0,0
441872,"Flooring panels, multilayer, assembled, of wood (excluding for mosaic floors)",88022,73819,72645,66208,84125,0,0,0,0,0,,91521,122084,139479,111647,109619,0,0,0,0,0,,125535,121859,139661,144067,175487,0,0,0,0,0
441900,"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ...",108528,125591,132859,162140,161367,0,0,0,0,0,,458398,503115,559315,631661,657887,16,8,0,0,0,,159098,181274,196614,237449,246442,0,0,0,0,0
470200,"Chemical wood pulp, dissolving grades",0,0,187,275,125,0,0,0,0,0,,763,150,11,20,17,37,1607,504,939,2939,,379409,317192,234857,179861,153124,166972,176439,189265,220242,244176
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,165,0,18,0,0,0,0,0,,8465,3741,3043,5157,5216,6695,1282,3303,3881,7428,,1127827,1485054,1466843,1404896,1329544,1410552,1706878,1516551,1034194,1572174
520621,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",16,5,27,0,9,6,2,67,0,0,,8316,4702,6102,6206,4408,6158,5715,5046,4439,5053,,252,156,72,9,32,10,143,545,551,1
550210,"Artificial filament tow as specified in Note 1 to chapter 55, of acetate",0,0,0,0,0,57,0,0,0,0,,0,0,0,0,0,71096,63738,75548,79465,76665,,0,0,0,0,0,4065,824,1233,2109,1163
551633,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",3,9,6,0,26,63,9,7,2,0,,3473,1755,2619,2747,1529,1098,4264,901,668,1319,,552,494,444,484,567,501,499,506,276,355
600532,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",41202,50257,49292,54102,48243,0,0,0,0,0,,437048,537883,667560,687212,665543,0,0,0,0,0,,99754,113503,111610,113862,109842,0,0,0,0,0
710900,"Base metals or silver, clad with gold, not further worked than semi-manufactured",120,257,31,4,27,3,15,21,22,0,,0,0,0,0,0,0,96,83,67,175,,470,4207,3921,6112,6780,5228,5072,4465,3632,3294
711230,Ash containing precious metal or precious-metal compounds,0,0,0,0,6445,6282,189,0,0,0,,862,771,13,289,10,13,4,6,2,2,,43381,38280,68527,59621,30949,16558,11643,5139,28584,13166
700330,"Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, ...",6,0,40,0,20,20,8,10,0,0,,608,756,357,178,532,411,940,70,350,45,,2585,572,3529,2811,1505,529,2509,703,1177,3841
780420,"Lead powders and flakes (excluding grains of lead, and spangles of heading 8308)",0,0,0,0,0,47,0,40,3,0,,441,493,427,727,1030,54,397,490,170,771,,2524,994,990,747,2160,1368,932,1230,629,336
811251,Unwrought thallium; thallium powders,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,0,60,0,0,0,0,0,18,0
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",20,0,5,0,0,0,0,0,0,0,,163227,159764,62927,63453,48294,28034,55103,75925,64887,53858,,72994,63297,49454,101176,26309,2949,17612,7585,15900,9877
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",97,145,165,636,359,349,615,690,22,0,,41197,10412,2386,3254,7475,7003,11221,8146,6567,18090,,4237,10538,3132,7728,1712,1517,3928,5614,2709,1018
140420,Cotton linters,0,0,3,0,10,0,0,4,0,0,,4352,644,333,286,134,4026,2388,1449,843,126,,1917,0,877,546,1652,43,1335,334,208,0
150410,"Fish-liver oils and their fractions, whether or not refined (excluding chemically modified)",2012,1979,1314,3098,3227,3280,2609,741,217,0,,4479,3456,2597,4394,3202,3246,3516,3265,2723,3588,,19081,18883,14564,15980,16229,16448,17736,12064,13263,13840
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...",6,37,12,94,0,11,70,0,0,0,,2352,3888,3281,3056,1546,1235,1501,3195,3541,3151,,566902,590360,632500,676747,756853,793692,729136,854517,827141,847154
160530,"Lobster, prepared or preserved (excluding smoked)",202,0,0,47,9,6,14,14,4,0,,453,1974,499,581,555,459,0,834,336,0,,214307,199508,222978,263956,323573,287331,242985,262204,228972,526602
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",702,4,0,0,0,3,0,0,0,0,,10552,10803,7625,6401,7909,15416,13112,5720,4457,5645,,44407,40069,33104,33491,20700,15546,17255,24145,16439,16359
180200,"Cocoa shells, husks, skins and other cocoa waste",4,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,0,0,0,0,,580,661,665,241,141,1048,314,199,179,224
180320,"Cocoa paste, wholly or partly defatted",0,0,0,0,0,0,0,157,0,0,,14994,3343,12894,19259,7404,6964,2801,6313,5878,2556,,289634,177860,130443,93190,142714,123206,96015,113074,116094,137620
100310,Barley seed for sowing,0,0,2,12,2,3,0,0,3,0,,187,0,0,0,0,0,0,0,0,11,,3804,3533,3336,2868,3043,1835,1847,2119,1788,2580
80529,Fresh or dried wilkings and similar citrus hybrids,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11159,590,1062,251,664,,0,0,0,0,0,15313,51709,53988,87296,89267
110423,"Hulled, pearled, sliced, kibbled or otherwise worked maize grains (excluding rolled, flaked, ...",6,0,4,15,20,77,8,4,0,0,,16,0,12,17,15,0,0,0,0,0,,3302,5290,8617,11679,8765,6984,84847,100119,53450,65757
110720,Roasted malt,0,4,0,0,17,8,18,0,0,0,,77073,16790,7680,5506,6719,5304,7322,5479,5096,5703,,16416,19053,23722,25954,21452,21737,21451,19136,15126,19220
120922,"Clover """"Trifolium spp"""" seed, for sowing""""",37,0,0,0,0,0,0,0,0,0,,0,2,42,1,0,8,0,0,0,0,,6723,7056,7417,7580,7952,7504,6497,6257,7881,8589
120923,Fescue seed for sowing,0,0,0,0,0,0,0,0,0,0,,5,11,0,0,1,0,15,0,0,0,,16503,20888,20128,20494,23850,26601,25607,21973,29273,36921
121150,"Ephedra plants and parts thereof, incl. seeds and fruits, fresh, chilled, frozen or dried, ...",0,0,0,0,0,39,78,11,0,0,,0,0,0,0,0,3391,3588,5168,4303,3148,,0,0,0,0,0,48,116,113,80,1658
200912,"Orange juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,1518,966,1477,1094,1697,1911,1956,1663,1435,1303,,103735,93185,118849,108754,166712,222782,365901,244140,134051,235735
200969,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20¡ÆC, whether or not containing ...",53,19,154,0,0,0,0,0,0,0,,1244,3574,1483,2087,3508,2522,1524,1056,1205,1059,,142199,174240,111991,79399,75812,63478,73519,83095,74423,90142
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains",0,0,0,0,0,0,0,0,0,0,,553,4,3,6,2,11,0,0,0,1,,1933,2640,2741,3420,3054,3233,3497,2722,4061,2761
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",163,84,121,26,27,14,15,0,0,0,,1450,1034,638,755,1237,522,549,498,304,166,,5206,5665,5861,5486,5636,7392,8397,9929,9642,9880
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ...",17,11,17,0,0,3,0,0,0,0,,2862,2519,748,503,351,336,385,274,322,228,,18098,19733,14532,11298,9884,8956,11906,14820,18465,29176
260700,Lead ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,26194,1679,357,0,161,573,1722,5,571,,29695,18917,0,0,36,2,2,13,8,26662
270740,Naphthalene containing > 50% of naphthalene (excluding chemically defined),0,7,5,0,8,0,0,0,0,0,,901,4682,6261,6937,3007,678,1100,55,265,3846,,18277,32744,19379,12602,14908,12666,13084,8296,7475,7745
270791,Creosote oils (excluding chemically defined),0,0,0,0,0,0,0,0,0,0,,190675,130757,57954,30626,5844,8392,13217,4145,4690,16008,,50996,42937,53035,90602,100341,80953,71741,73773,77732,62697
271111,"Natural gas, liquefied",0,0,19,0,19,0,0,0,0,0,,0,0,0,0,0,0,383,21335,11540,7338,,1206689,1207557,1190537,1063826,687800,622960,918228,965486,614370,949462
51110,Bovine semen,0,0,0,0,173,0,0,0,0,0,,0,0,0,2,0,80,0,0,0,0,,26574,34607,44258,37578,44519,42423,37025,32459,32761,27373
60230,"Rhododendrons and azaleas, grafted or not",0,0,0,0,0,0,0,0,0,0,,320,353,392,555,511,394,693,525,635,1279,,2437,2954,2963,3647,3564,3999,3779,3449,2064,2988
