Product code,Product label,Japan's imports from Viet Nam-Value in 2012,Japan's imports from Viet Nam-Value in 2013,Japan's imports from Viet Nam-Value in 2014,Japan's imports from Viet Nam-Value in 2015,Japan's imports from Viet Nam-Value in 2016,Japan's imports from Viet Nam-Value in 2017,Japan's imports from Viet Nam-Value in 2018,Japan's imports from Viet Nam-Value in 2019,Japan's imports from Viet Nam-Value in 2020,Japan's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,0,0,0,0,0,0,0,0,0,0,,14,13,38,58,46,38,2030,2726,1483,1,,0,13,0,2,2,0,0,0,0,0
681389,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",0,0,0,0,0,0,0,0,0,0,,71,234,17,42,18,9,75,79,82,4233,,18898,19420,18629,17316,20401,24529,27806,22554,20411,23279
631010,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",25,32,0,0,0,0,0,0,18,0,,11233,6365,11288,5785,6424,2934,758,1212,1603,2025,,12660,11331,12512,12581,11689,12760,13386,14928,14707,16009
630590,"Sacks and bags, for the packing of goods, of textile materials (excluding man-made, cotton, ...",0,0,5,6,13,0,0,56,0,0,,1747,4251,2438,5714,3694,3339,3289,3013,6795,3122,,252,304,254,151,165,156,55,87,87,92
701010,Glass ampoules,0,0,0,2,0,0,0,0,0,0,,8,74,53,39,46,61,82,61,81,,,1488,614,490,972,153,297,54,158,56,538
700210,"Glass in balls, unworked (excluding glass microspheres <= 1 mm in diameter, glass balls of ...",0,0,0,0,0,0,0,0,0,0,,157,176,148,55,16,5,0,0,0,3,,3348,2491,3724,3338,3495,3243,4365,4072,3793,3837
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",0,0,9,0,0,0,0,0,0,0,,118,78,19,68,107,1,3,2,33,98,,20647,16354,14870,11912,11514,10377,11368,10165,10148,13137
700490,"Sheets of glass, drawn or blown, but not otherwise worked (excluding glass coloured throughout ...""",0,0,0,0,0,0,0,0,0,0,,75,29,707,516,664,49,65,62,142,166,,34930,63315,46301,23377,19140,6932,6324,8085,11232,17107
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",0,0,0,0,0,0,0,0,0,0,,577,504,124,1,0,1,1,0,0,402,,1268,1183,689,826,934,1192,1317,997,1195,955
690740,Finishing ceramics (excl. refractory),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4365,345,686,3904,,0,0,0,0,0,2070,2702,1967,1130,901
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",4,0,0,0,0,0,0,0,0,0,,57,94,328,139,101,233,186,326,700,42,,82723,27947,23005,37903,36026,50825,45058,38450,20344,33532
620329,"Men's or boys' ensembles of textile materials (excluding of cotton or synthetic fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,55968,53862,52277,46133,52991,55063,47565,45479,38431,590,,350,51,24,262,44,102,246,59,63,219
610839,"Women's or girls' nightdresses and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,12990,4643,15270,3323,10707,10216,9665,11520,19312,549,,1324,1134,778,652,527,680,575,329,380,517
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",7,5,37,0,0,7,4,62,10,0,,4305,6739,6655,8415,8483,6741,10230,6837,3737,5432,,2351,2547,2563,1660,2309,3643,4508,3915,3080,3595
600522,"Dyed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,0,0,0,0,0,0,0,0,0,,74,48,2123,2976,6581,1996,1395,1806,1791,5039,,738,928,833,432,260,337,346,338,119,200
600524,"Printed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,1,33,58,24,174,0,2,,160,261,190,65,66,6,15,0,0,0
600634,"Printed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",0,0,0,2,0,0,36,36,58,0,,0,13,757,1041,1890,3359,7419,8413,7485,3046,,2565,2932,2894,2102,1642,1722,1915,1808,1096,1567
600643,"Fabrics, knitted or crocheted, of artificial fibres, of yarns of different colours, of a width ...""",0,0,0,0,0,0,0,0,0,0,,0,19,0,9,4,9,11,0,0,61,,1203,1049,1166,1440,1169,773,470,714,274,492
590290,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic",0,0,0,0,0,0,0,0,0,0,,95,20,54,45,5,9,5,37,8,3,,5039,9250,8063,6308,11480,8965,12073,11405,7757,11903
591132,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,4,1,12,5,39,,,11266,11499,11828,12213,12668,11976,12132,11787,12774,10453
591140,"Straining cloth of a kind used in oil-presses or for similar technical purposes, incl. that ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,3,1,0,2,,15637,20247,18794,11681,15878,16878,20627,24299,20685,24002
600110,"""Long pile"""" fabrics, knitted or crocheted""""",0,0,0,0,0,0,0,0,0,0,,105,34,96,225,106,137,1988,731,149,1539,,4734,3726,2822,1635,1532,1883,3143,3748,2357,3494
600122,"Looped pile fabrics of man-made fibres, knitted or crocheted",0,2,0,0,3,0,26,0,0,0,,2,0,1429,4560,3018,2653,2314,2875,4317,4763,,2496,2561,2428,1919,1499,1550,1854,1702,1605,1840
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,0,,898,753,743,628,659,767,745,470,409,13,,13473,14624,17534,15494,13310,15840,15157,12635,8278,8104
540412,Polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm ...,0,0,0,0,0,0,0,0,0,0,,45,66,88,82,68,111,45,135,113,304,,4284,2578,3144,2457,3583,3974,4386,3821,4987,4484
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, bleached ...",0,0,0,0,0,3,3,29,13,0,,98,50,510,1687,380,1044,2331,3279,2377,3309,,4768,4580,6195,6177,4244,2656,2838,2571,4170,1500
520911,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",12,7,0,0,0,0,2,6,3,0,,680,159,427,701,49,709,513,1110,935,904,,5801,7115,7284,7400,6932,6539,5315,5467,6101,8177
520949,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of ...",0,0,0,0,0,0,7,0,0,0,,4,2,6,479,221,1309,287,220,279,448,,1865,1874,1421,1082,925,828,904,671,355,295
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,2,3,0,0,10,0,0,,0,1,146,78,13,45,1924,2232,1549,309,,809,1464,1615,1555,909,590,609,546,290,288
521139,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,909,589,389,968,599,2196,1044,1504,932,449,,1680,3426,2348,1851,1089,1107,1409,1651,746,476
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,3,0,18,25,17,535,14,81,3,26,,1455,1003,603,411,404,367,1029,337,259,683
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,0,0,0,2,0,0,0,0,0,,39,0,0,12,10,6,5,16,0,94,,33,85,61,46,121,85,68,93,16,128
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,0,0,0,0,0,0,,1476,1377,25,712,405,884,962,886,534,9,,2600,2869,2799,2376,2014,2106,2062,1785,1528,1502
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,101,0,163,656,82,,2010,1766,2272,1849,2156,2293,2078,2227,2055,1910
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,0,0,0,0,3,0,0,0,0,,210,240,204,176,162,231,213,123,189,279,,4798,5246,4940,3419,5135,4795,5075,3557,3630,4624
540810,"Woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum ...",0,0,0,0,0,0,0,0,0,0,,1,0,67,160,435,203,117,87,181,23,,175,163,202,38,67,49,27,66,66,24
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,35,96,65,1,,335,457,333,511,419,601,734,781,406,334
540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,7,2,13,19,,625,1063,698,391,317,295,375,480,633,762
550490,"Artificial staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,0,0,0,0,0,0,0,,449,129,6,846,381,429,827,77,133,126,,9789,10854,10594,7127,10198,6620,8913,10089,5652,5442
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,0,0,7,91,34
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,13,66,1012,1357,1080,11647,,4063,3083,3255,2970,2965,2955,2995,2349,1616,2244
570420,"Floor tiles, of felt, not tufted or flocked, with an area of > 0,3 m©÷ but <= 1 m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,4,4,19,6,7
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,8,0,,115,317,137,2174,1519,214,371,1662,2124,4231,,1453,536,1033,808,367,554,1375,634,334,436
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,27,0,46,934,733,836,255,1024,121,20,,13,25,31,48,26,41,32,12,61,18
551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,57,11,35,77,36,152,66,133,,3144,3402,2503,2175,3136,2030,1334,1854,1626,1508
560122,"Wadding of man-made fibres and articles thereof (excluding sanitary towels and tampons, napkins ...",0,0,0,0,0,0,3,21,14,0,,1280,2037,1504,2137,2112,2186,2157,1174,558,7877,,4379,4098,4476,5665,5403,4270,5993,5359,5445,8187
850640,Silver oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,0,7,0,2,1,0,0,0,0,3,,1627,1704,1018,764,718,417,640,541,687,705
851671,"Electro-thermic coffee or tea makers, for domestic use",0,0,0,0,0,0,0,0,0,0,,11,8,11,21,12,201,23,94,65,394,,109314,121189,131961,131956,126912,109013,100580,92900,82023,102277
851430,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, ...",0,0,0,0,0,0,0,3,25,0,,750,112,693,591,392,686,1083,659,1858,904,,17239,12520,20828,21534,17331,22133,27684,25438,12295,81556
851020,Hair clippers with self-contained electric motor,0,0,0,0,0,0,0,0,31,0,,0,0,0,2676,3559,3427,6889,11506,17504,23202,,28140,31075,33994,38400,42679,38604,32777,33075,43096,32888
851030,Hair-removing appliances with self-contained electric motor,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,30,32,394,1008,1459,448,,20229,15286,6208,6895,5726,5525,5694,5951,10110,9832
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner ...,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,,,15500,25369,9865,6010,9029,5005,4918,7021,16270,4195
847971,"Passenger boarding bridges, of a kind used in airports",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2336,3457,832,1533,945,2328,10369,14587,9258,9815
847030,"Calculating machines, non-electronic",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,4,0,0,2,4,2,,164,227,84,58,52,20,6,4,2,42
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",39,0,0,0,0,0,0,0,0,0,,114,11,19,12,3,10,31,12898,371427,160242,,26243,31234,30643,27043,25441,29266,25304,30090,36141,30847
847432,Machines for mixing mineral substances with bitumen,0,0,0,0,0,0,0,0,0,0,,0,122,97,139,127,2,11,4,0,42,,75,720,0,0,74,0,155,0,0,0
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ...",0,0,0,0,0,0,0,0,0,0,,304,445,300,454,9,50,3,34,28,,,426,134,320,467,397,86,63,145,68,1064
854071,Magnetrons,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,0,1,1,2,,10562,11859,12204,10931,10020,9640,11515,10969,11228,10762
853910,Sealed beam lamp units,0,0,0,0,0,0,0,0,0,0,,234,1735,4432,6551,1693,2873,2273,92,80,1163,,2452,2200,2224,1977,1603,3176,3123,2074,1512,1368
870220,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,6,4,0
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,11,0,0,0,0,,737,340,90,14,221,148,990,41,33,600,,6987,7833,5617,7317,7546,40829,174266,175804,187789,268244
870540,Concrete-mixer lorries,0,0,0,0,0,0,0,0,0,0,,1700,0,0,301,1013,226,1025,1031,294,335,,27,491,24,172,634,0,244,25,377,0
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,0,0,0,0,0,0,0,0,0,0,,0,41,0,0,0,35,0,0,0,,,0,0,0,0,2304,0,134,0,0,0
860500,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,0,0,0,,,0,0,17,117,0,28,3747,0,0,858
860791,"Parts of railway or tramway locomotives, n.e.s.",0,0,0,0,0,0,0,0,12,0,,0,0,0,0,0,0,0,0,1,,,881,984,964,1362,2362,2986,533,816,613,308
900610,Cameras of a kind used for preparing printing plates or cylinders,0,0,0,0,0,0,0,0,0,0,,0,7910,10730,8531,9088,12669,0,0,0,,,1109,992,920,720,0,0,0,0,0,0
900661,Electronic discharge lamp flashlight apparatus for photographic purposes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,33,,35897,30378,18185,13586,11910,11184,17537,10092,9668,10812
900390,"Parts of frames and mountings for spectacles, goggles or the like, n.e.s.",126,58,37,15,15,0,9,3,0,0,,239,154,211,386,283,387,173,62,86,174,,10822,10919,11347,10424,10440,11593,12290,13069,11052,14483
890400,Tugs and pusher craft,0,0,0,0,0,197,0,0,0,0,,30852,50610,119037,112872,109802,163192,108756,194440,99967,82097,,0,5699,6233,11611,12596,4086,3198,3980,8453,7563
890520,Floating or submersible drilling or production platforms,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,51616,0,0,0,0,,,0,3075,0,4313,30716,0,4984,135866,0,45178
890800,Vessels and other floating structures for breaking up,0,0,0,0,0,0,0,0,0,0,,0,15207,663,5800,0,0,1,0,1,,,77,335,80,2,0,0,44,202,31,521
880529,"Ground flying trainers and parts thereof, n.e.s. (excluding air combat simulators and parts ...",0,0,0,0,0,0,0,0,4,0,,0,0,0,0,9,266,2,100,8,107,,67975,46450,24676,37496,24385,63611,56303,47004,38532,42601
880230,Aeroplanes and other powered aircraft of an unladen weight > 2.000 kg but <= 15.000 kg (excl. ...,0,0,0,0,0,0,0,0,0,0,,5874,0,116030,0,0,13700,8400,12600,0,,,9329,17866,59766,95276,60578,181876,505430,485575,104269,212376
880320,"Under-carriages and parts thereof, for aircraft, n.e.s.",13,0,0,0,0,0,0,0,0,0,,0,0,20,57,1120,293,15966,370,478,7094,,205527,231300,248166,253531,261736,230740,259914,270646,238988,202607
870919,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used ...",0,0,0,0,0,0,0,0,0,0,,102,12,10,5,19,5,310,134,13,7705,,5416,4437,6390,2600,25319,2848,19172,7266,16812,15944
821290,Parts of non-electric razors of base metal (excluding safety razor blades and razor blade blanks ...,7,0,0,0,0,5,0,0,0,0,,11,22,342,3280,3738,5576,5311,5652,5722,2964,,115,174,275,192,106,62,42,41,193,586
830110,Padlocks of base metal,46,9,19,55,30,3,23,22,27,0,,310,143,30,466,591,738,630,420,387,4725,,14405,14745,13456,14152,11954,14136,14347,14670,12493,12357
840610,Steam and other vapour turbines for marine propulsion,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,302,1800,5,497,2,4,0,0
840733,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",0,0,0,16,2,0,0,0,0,0,,0,0,2,0,1,2,207,6,25,61,,933,1138,99269,8791,5520,8007,4291,1581,6922,1387
831130,"Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame (excluding ...",0,0,70,3,0,0,0,0,3,0,,4040,6881,9370,3286,3335,2414,3607,2021,1327,1142,,2730,2342,3195,3083,2847,3066,2931,2771,2459,2960
840211,Watertube boilers with a steam production > 45 t/hour,0,0,0,0,0,0,0,0,0,0,,183,39,5,0,432,0,17,0,1,,,449,8239,16408,3241,18069,12148,11361,4382,6481,3455
841410,Vacuum pumps,0,26,33,0,3,4,19,0,0,0,,279,570,551,505,117,644,830,491,332,795,,138705,129208,130555,126180,138759,138024,147710,127837,122933,146201
841440,Air compressors mounted on a wheeled chassis for towing,0,0,0,0,0,0,0,0,0,0,,246,147,138,62,205,49,357,161,496,547,,4206,5263,4260,5177,5196,5187,8018,8893,8429,8629
760519,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of <= 7 mm (other than ...",36,27,22,19,13,0,18,0,0,0,,1648,386,75,46,152,15,26,44,82,178,,969,1876,2502,1685,1475,2104,1927,1521,1927,2709
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",4,0,0,0,0,3,0,0,0,0,,651,498,1437,973,1958,1664,1117,1600,236,1028,,24739,23017,22693,23145,19984,11792,10835,13194,14974,26464
810920,Unwrought zirconium; zirconium powders,0,21,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,50,0,3,,2716,2581,2164,2488,1561,1676,1852,3087,1880,1260
810990,"Articles of zirconium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,32,3,3,0,0,1,,,46016,20473,20476,19381,12615,17718,24058,15002,16140,22139
820291,"Straight saw blades, of base metal, for working metal",0,0,0,0,0,0,0,0,0,0,,0,2,3,0,5,0,0,16,10,1032,,3409,2675,2873,2982,2972,4006,3075,3256,2817,3983
820310,"Files, rasps and similar hand tools of base metal",0,0,0,0,0,0,0,7,0,0,,21,150,44,78,127,146,500,750,128,86,,6125,5594,6186,5745,5675,6026,5750,6109,5703,5434
810210,Molybdenum powders,0,5,22,0,0,0,0,0,0,0,,124,106,27,0,0,0,0,0,0,13,,35328,25622,42031,20871,12092,17810,23704,16195,10809,18421
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2752,10790,15974,14292,3911,1536,39,,6796,3102,3741,1610,2917,3282,2618,1810,1499,3151
790200,"Zinc waste and scrap (excluding ash and residues from zinc production heading 2620"""", ingots ...""",0,0,0,0,4,5,0,0,4,0,,455,741,1179,302,774,879,1207,1433,736,1055,,1776,1961,1753,1919,1776,4555,6258,3074,3897,3033
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",0,0,0,25,0,0,40,3,14,0,,57,139,250,230,193,248,679,1042,1566,131,,42886,33566,49659,34923,31873,41856,45256,46806,39981,42635
842330,Constant weight scales and scales for discharging a pre-determined weight of material into ...,0,0,0,20,111,0,0,0,0,0,,130,339,70,42,405,150,275,444,143,166,,2649,3010,2850,2412,2208,2226,3818,4270,5376,2370
843629,"Poultry-keeping machinery (excluding machines for sorting or grading eggs, poultry pickers ...",0,0,0,0,0,0,0,0,0,0,,2,0,43,0,0,0,43,62,289,5135,,42850,21664,23687,36711,35746,49634,46777,38417,25692,19537
843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate ...",0,0,0,0,12,0,0,0,0,0,,0,42,75,1,32,37,85,35,10,65,,28619,24360,16207,37557,19192,27075,50951,44458,36657,25460
843830,"Machinery for sugar manufacture (excluding centrifuges and filtering, heating or refrigerating ...",5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,2,13,3,2030,,8,0,10,0,643,4,84,363,1401,468
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a ...",0,0,0,0,6,0,0,0,0,0,,3385,24,450,930,879,324,378,105,3003,3053,,21306,21861,21366,17801,20137,23851,34306,31249,30619,14847
842542,"Jacks and hoists, hydraulic (excluding built-in jacking systems used in garages)",20,0,0,5,35,0,0,0,0,0,,67,106,46,123,173,239,164,326,910,2386,,26556,29570,28678,31247,58579,28724,32143,35236,25969,33968
842611,Overhead travelling cranes on fixed support,0,0,0,0,0,0,0,0,0,0,,296,168,89,1388,383,1038,652,239,58,1471,,1943,4336,9823,2896,1318,3124,1112,901,1018,1105
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",0,0,0,0,0,0,0,0,22,0,,317,274,9363,373,516,1422,1316,10603,21288,46396,,7328,9496,7387,7125,6288,7438,8503,9676,9239,9298
842920,Self-propelled graders and levellers,32,0,0,0,0,0,0,0,0,0,,600,1745,350,196,303,592,262,313,630,81,,725,2630,2341,1240,11588,10234,9813,13312,11792,10896
843020,"Snowploughs and snowblowers (excluding those mounted on railway wagons, motor vehicle chassis ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,21925,,2396,3912,11682,8293,4421,3286,5160,2506,1229,2890
843050,"Self-propelled earth-moving machinery, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,106,851,212,23,0,87,0,0,263,,7364,5821,8441,3566,1652,3080,6172,3909,2898,2991
845019,"Household or laundry-type washing machines, of a dry linen capacity <= 6 kg (excluding fully-automatic ...",0,0,0,0,0,0,0,0,2,0,,800,456,3,1,115,192,104,158,65,1707,,413,672,324,290,181,334,607,722,1366,2298
845121,"Drying machines, of a dry linen capacity <= 10 kg (excluding centrifugal driers)",0,0,0,0,0,0,0,0,0,0,,16,26,11,10,2,1,0,7,3,302,,1222,1268,1551,1711,1769,1917,2387,2101,2811,4000
845310,"Machinery for preparing, tanning or working hides, skins or leather (excluding drying machines, ...",0,0,0,0,0,0,0,0,0,0,,1,137,198,22,118,265,111,292,614,94,,1815,1797,1301,1926,1770,3126,4324,3459,1506,2096
845610,"Machine tools for working any material by removal of material, operated by laser or other light ...",82,106,108,169,193,0,0,0,0,0,,206,499,137,506,792,2941,0,0,0,,,134373,143522,174501,194925,175549,0,0,0,0,0
845970,Threading or tapping machines for metals (excluding way-type unit head machines),0,0,0,0,0,0,0,28,0,0,,8,25,305,25,97,305,432,230,136,345,,2224,575,2285,2825,12549,1233,3084,5503,393,1049
846023,"Cylindrical grinding machines for finishing metal, numerically controlled (excl. gear finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,197,7,175,,,0,0,0,0,0,11332,17433,13713,17600,12408
846330,"Machine tools for working metal wire, without removing material (excluding wire bending machines ...",0,0,0,0,0,12,0,31,0,0,,849,83,269,167,393,98,173,239,3066,155,,7526,9202,6458,8310,8790,9488,8349,11023,5735,4691
