Product code,Product label,"Taipei, Chinese's imports from Japan-Value in 2012","Taipei, Chinese's imports from Japan-Value in 2013","Taipei, Chinese's imports from Japan-Value in 2014","Taipei, Chinese's imports from Japan-Value in 2015","Taipei, Chinese's imports from Japan-Value in 2016","Taipei, Chinese's imports from Japan-Value in 2017","Taipei, Chinese's imports from Japan-Value in 2018","Taipei, Chinese's imports from Japan-Value in 2019","Taipei, Chinese's imports from Japan-Value in 2020","Taipei, Chinese's imports from Japan-Value in 2021",Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
190510,Crispbread,1,2,2,2,3,3,3,6,4,5,,0,0,19,46,43,91,0,2,0,0,,78,113,83,112,118,96,102,102,120,150
281640,"Oxides, hydroxides and peroxides, of strontium or barium",23,30,18,14,57,6,43,5,0,5,,378,341,327,375,434,472,595,877,1182,2579,,3118,3195,2322,2106,2129,2010,2699,2208,1495,2119
80620,Dried grapes,6,1,3,2,2,4,3,3,4,5,,3,7,0,21,0,44,30,28,22,31,,18511,19364,17384,18873,17455,16440,16025,15984,13566,14883
840610,Steam and other vapour turbines for marine propulsion,3,0,11,3,1,0,0,14,37,5,,1217,531,132,22945,36518,187,296,401,64,23,,3,1,11,3,1,0,0,14,37,5
480256,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",339,405,361,333,323,327,283,58,8,5,,6165,3121,3726,3713,3354,3437,3257,3331,3093,2851,,78851,76675,78820,69285,62360,81158,98263,76150,75497,81500
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",11,14,22,47,87,38,1,0,0,5,,2573,1602,1543,1215,941,820,846,964,641,1278,,299,259,244,344,244,170,148,116,125,144
611300,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ...",1,3,1,7,28,11,8,8,13,5,,164,158,415,319,302,285,459,555,133,372,,564,341,379,754,778,943,1229,1207,1121,1688
841181,Gas turbines of a power <= 5.000 kW (excluding turbojets and turbopropellers),725,9,1146,955,351,7,0,129,0,5,,13830,2869,8837,5537,2177,11530,10177,13028,17712,19171,,785,135,1169,1214,627,70,49,29744,370,459
830150,"Clasps and frames with clasps, incorporating locks, of base metal",11,36,19,34,18,1,2,10,17,5,,2992,1752,1458,1073,1069,1198,955,640,556,573,,73,103,89,108,69,119,122,83,72,466
620423,"Women's or girls' ensembles of synthetic fibres (excluding knitted or crocheted, ski overalls ...",2,3,12,2,4,8,0,2,0,5,,5,34,42,24,80,81,27,8,13,7,,117,159,473,1876,502,46,108,47,36,54
621111,Men's or boys' swimwear (excluding knitted or crocheted),33,59,119,41,34,45,3,7,3,5,,115,149,106,59,64,77,157,231,436,319,,170,238,315,300,307,358,308,444,425,670
570292,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",0,0,0,0,0,0,0,0,1,5,,59,30,479,555,610,819,815,363,98,169,,590,571,742,583,626,645,724,897,1079,1409
252510,Crude mica and mica rifted into sheets or splittings,0,9,0,6,21,11,0,6,18,5,,460,541,372,480,408,409,459,383,408,646,,74,82,14,40,53,51,128,107,100,99
852799,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",144,110,80,105,64,14,17,6,0,5,,13383,13106,14437,15685,12544,16307,13641,8542,7751,7242,,4992,5019,4194,14390,2761,1801,594,747,738,745
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",1,13,0,3,0,0,13,0,13,5,,360,48,0,0,0,0,0,0,0,0,,1,33,22,18,15,8,42,13,41,33
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",452,376,209,278,285,159,277,258,7,5,,2713,2206,1299,768,1130,229,575,69,0,0,,529,567,247,411,461,270,362,357,60,147
710229,"Industrial diamonds, worked, but not mounted or set (excluding unmounted stones for pick-up ...",7,75,4,207,251,86,377,126,17,5,,602,566,576,1491,990,532,471,339,994,2489,,3207,2333,3302,3458,2199,2109,3068,3707,2697,3419
151219,"Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically ...",4,16,19,9,14,8,5,5,5,5,,467,239,262,79,116,98,163,243,267,252,,2956,4324,5545,11151,7867,9863,9763,9039,9407,11948
120890,Flours and meal of oil seeds or oleaginous fruit (excluding soya and mustard),0,0,0,0,0,0,1,7,0,5,,79,43,125,0,17,62,49,76,91,29,,102,148,51,210,38,31,43,99,44,118
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",0,0,0,0,8,0,8,9,5,5,,2625,1881,1798,1580,1517,1122,1154,1184,1367,1545,,290,480,500,1333,354,852,1034,1101,1309,1140
291813,Salts and esters of tartaric acid,3,2,3,1,1,1,3,1,22,5,,754,245,301,167,198,336,511,813,1464,4305,,4325,4329,3923,2885,2498,2446,3315,1664,1955,2431
110419,Rolled or flaked grains of cereals (excluding oats),1,0,4,3,3,22,5,21,4,4,,6,0,0,2,39,6,21,0,64,177,,209,148,279,246,241,283,140,276,210,156
120600,"Sunflower seeds, whether or not broken",0,0,0,0,0,0,0,84,30,4,,1168,956,2561,2271,1740,2247,2152,4218,3577,5605,,2930,3388,3229,2487,2629,2897,5682,10575,7594,7536
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",8,7,9,10,11,5,0,0,4,4,,198,294,286,231,302,448,436,326,284,150,,3806,3948,4240,2970,1600,1874,2195,2055,2513,2793
761490,"Stranded wires, cables, ropes and similar articles, of aluminium (other than with steel core ...",7,6,159,5,182,132,5,1,0,4,,79,850,1641,56,4437,2468,128,806,261,545,,22,36,327,52,196,290,6658,31158,10212,6203
620299,"Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",20,67,128,189,38,71,70,26,3,4,,43,23,97,60,84,74,63,129,117,70,,377,710,1052,1256,810,716,996,1273,656,1087
600642,"Dyed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",45,19,19,13,24,15,8,12,9,4,,23678,16727,13803,10553,10885,10613,9006,8758,6192,4531,,126,522,402,514,202,307,136,117,54,163
610419,"Women's or girls' suits of textile materials, knitted or crocheted (excluding of synthetic ...",2,5,7,9,6,6,13,13,10,4,,19,0,6,6,9,43,27,88,0,47,,123,88,99,117,83,49,51,60,73,219
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,14,0,0,0,0,0,0,0,4,,2336,2191,1312,1755,2043,1979,1428,2132,1320,2729,,58,137,2,30,0,0,6,10,1,7
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",0,0,0,0,0,0,0,1,1,4,,62,14,0,0,44,3,9,19,36,18,,0,0,0,0,0,0,0,1,1,4
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,1,0,0,1,4,,634,493,682,369,248,109,154,372,45,22,,0,0,0,2,0,1,0,0,1,4
283311,Disodium sulphate,3,8,7,3,5,5,4,6,8,4,,4673,2238,2336,2781,2903,2765,3075,2650,2806,3073,,1823,1871,1807,2036,3043,2224,2184,2000,2244,2918
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,111,109,89,56,22,37,25,8,9,4,,5940,4754,4789,5030,4763,3519,4727,3765,3714,3915,,1463,1073,666,1039,813,1001,1203,810,1003,897
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",1,1,4,2,4,0,3,0,0,4,,34,29,1822,1810,1498,5120,1793,2959,2325,3834,,132,180,383,336,362,106,65,78,106,82
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),1,0,0,0,4,0,4,4,0,4,,0,0,0,0,0,0,0,0,0,0,,560240,609757,489739,288665,168404,318062,377790,349642,197642,407726
100610,"Rice in the husk, """"paddy"""" or rough""""",3,4,2,0,3,2,11,4,6,4,,119,6,10,5,15,15,56,7,29,4,,3,4,2,0,3,2,11,4,6,4
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,3,0,2,2,1,3,6,5,4,,0,3,0,0,0,0,0,0,0,2,,46,39,60,42,22,40,40,37,18,10
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",16,25,40,51,115,21,24,20,24,4,,3024,3429,3004,2475,2963,3696,3897,4032,2959,3939,,1258,1402,1903,2570,3960,4443,4704,4090,3426,5847
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",13,15,4,0,0,1,2,5,0,4,,2942,2847,1939,1380,3063,5282,8016,5710,3445,9925,,204,42,32,30,37,64,56,60,32,53
290319,Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...,26,40,30,5,17,15,21,12,7,4,,2566,2583,4445,3257,4458,4217,1508,1395,2589,3452,,5301,6246,5879,5200,4230,5263,5880,6119,4237,5590
560229,"Felt, not impregnated, coated, covered or laminated (excluding that of wool or fine animal ...",547,728,570,602,93,39,15,25,10,4,,16850,14562,12669,10070,12803,12348,16175,15791,15668,11756,,1256,1483,1403,1526,850,746,612,823,691,645
521059,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",50,64,32,19,5,25,17,18,5,4,,2592,2036,2403,1875,2040,1516,1852,2690,1772,1853,,197,94,60,66,59,40,53,38,69,79
520634,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,4,,37,248,8,17,50,12,7,13,0,4,,806,1020,713,0,0,0,0,583,0,4
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",32,7,6,9,6,6,6,24,9,4,,225,187,91,282,243,426,278,166,127,115,,2327,2506,2370,2354,2543,2277,1621,1402,1003,910
630630,"Sails for boats, sailboards or landcraft, of textile materials",0,3,0,0,0,3,1,1,0,4,,524,710,766,551,984,826,914,948,738,1044,,83,126,121,107,125,131,72,128,114,126
611692,"Gloves, mittens and mitts, of cotton, knitted or crocheted (excl. impregnated, coated, covered ...",12,21,32,6,1,4,5,3,2,4,,136,178,170,96,355,491,745,457,288,176,,9073,8949,9520,9183,9346,8918,9033,9009,9229,10575
580219,"Terry towelling and similar woven terry fabrics, of cotton (excluding unbleached, narrow woven ...",9,5,20,17,6,5,17,10,9,4,,51,109,32,234,84,285,36,148,189,397,,298,289,61,33,17,19,53,40,26,74
280410,Hydrogen,135,12,48,128,4,13,17,4,16,4,,19,23,23,3,42,4,7,2,0,1469,,140,12,53,131,13,28,17,106,73,11
200591,"Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,1,1,1,1,1,0,1,1,4,,1095,957,1077,1232,1828,1989,2578,2916,1755,2687,,2368,2336,2135,2309,2576,2477,2649,2586,2139,2919
900140,Spectacle lenses of glass,29,30,3,9,24,15,0,1,0,4,,8682,9430,10717,8827,8539,4542,5657,5299,2435,2039,,660,811,565,538,366,549,457,310,380,374
930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,13,40,35,42,0,17,7,9,22,4,,0,0,8,14,5,0,5,0,0,0,,223,263,244,295,231,288,321,296,353,219
901060,Projection screens,154,49,60,59,30,41,42,43,26,4,,2157,1857,1296,1497,1130,1175,1086,840,446,295,,2546,2670,2471,2734,2729,2283,3037,2727,2865,2379
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",27,179,743,15,0,0,0,8,0,4,,16819,31275,5968,12800,12190,9456,21581,22371,22579,54563,,52,3260,4313,569,656,267,254,195,683,1803
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",54,8,6,0,4,6,6,1,6,4,,13662,14440,18667,11046,10130,8264,12654,10351,14475,5951,,278,76,30,50,470,22,145,38,72,23
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",21,13,2,9,3,2,2,4,6,4,,66,52,89,28,41,56,93,15,2,21,,176,244,202,145,90,43,43,30,49,85
551512,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",267,149,60,29,6,29,0,7,40,4,,139576,135964,110417,114288,128508,106806,99018,96346,88775,94886,,420,308,294,178,267,252,291,153,147,141
520811,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",9,0,1,14,14,0,0,2,1,4,,432,237,215,429,303,334,308,264,135,197,,273,147,62,407,271,245,279,25,29,7
621590,"Ties, bow ties and cravats of textile materials (excluding of silk, silk waste or man-made ...",17,14,9,3,5,4,7,3,4,4,,30,19,14,5,9,9,14,20,43,54,,214,265,221,197,159,178,148,126,76,61
160553,"Mussels, prepared or preserved (excluding smoked)",0,0,1,4,4,7,4,2,4,4,,14,4,16,15,13,7,3,7,22,6,,0,244,3920,2744,3788,3731,4362,6522,2077,2686
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,1,0,8,0,7,4,0,0,3,4,,123,184,162,100,82,117,68,53,60,89,,449,378,393,323,290,192,84,136,157,200
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",11,15,20,8,3,5,6,10,4,4,,0,14,20,7,25,3,9,6,10,11,,29,66,88,57,30,34,18,28,32,32
630253,Table linen of man-made fibres (excluding knitted or crocheted),3,1,16,3,21,10,10,1,2,4,,117,96,54,12,34,4,19,634,20,192,,459,528,330,329,406,788,529,1279,458,516
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",0,4,1,49,10,181,9,13,68,4,,121,446,51,117,50,66,123,49,57,124,,406,332,363,343,353,685,486,492,533,564
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",8,6,6,33,18,2,11,16,4,4,,430,391,406,503,482,501,1008,875,994,962,,234,273,396,380,389,495,1196,2131,278,423
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",0,6,0,3,0,0,1,0,2,4,,145,359,541,597,400,686,679,193,103,104,,339,595,973,1113,691,1604,362,528,214,100
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",671,353,468,417,144,194,261,288,72,4,,14602,13687,14662,16059,16351,15856,16928,4713,7265,8282,,3236,3399,701,4488,4987,971,709,591,233,2533
400122,"Technically specified natural rubber """"TSNR""""""""",0,0,0,0,0,0,3,0,0,4,,166,2,0,0,3,0,34,4,0,338,,931,698,200,231,175,254,336,118,4124,11856
350520,"Glues based on starches, dextrins or other modified starches (excluding those put up for retail ...",3,2,0,2,3,1,2,2,1,4,,942,584,598,746,872,957,837,768,946,1145,,192,240,254,280,376,331,546,528,589,581
850819,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ...",295,4,5,515,28,9,62,102,4,4,,12164,10904,16292,15993,14969,14739,8294,5470,8138,9203,,2896,370,209,1115,564,606,806,958,797,1057
160563,"Jellyfish, prepared or preserved (excluding smoked)",0,0,7,3,5,12,6,7,6,4,,1364,1272,1046,1012,1065,911,1008,990,785,989,,0,0,7,3,121,178,6,7,6,4
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",7,6,9,6,6,4,17,4,5,4,,10,20,22,6,16,21,29,47,17,33,,4700,6024,6129,7383,6056,10442,14694,11494,10202,13708
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",118,92,91,56,37,1,10,2,2,4,,2160,845,899,709,826,418,533,529,377,423,,2897,3523,6430,3712,3012,2495,3243,5987,3765,4326
580220,"Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics ...",1,1,3,0,3,11,4,33,17,4,,21,3,15,9,30,8,0,0,0,0,,33,3,4,2,6,24,8,41,29,11
630539,"Sacks and bags, for the packing of goods, of man-made textile materials (excluding of polyethylene ...",2,1,5,2,16,4,3,9,5,4,,356,362,651,224,365,398,451,412,398,383,,1962,3011,3807,3725,3490,4203,5107,3678,3266,5972
680291,"Marble, travertine and alabaster, in any form (excluding tiles, cubes and similar articles ...",10,334,7,3,1,2,0,1,3,4,,95,218,824,316,122,14,77,147,579,33,,4269,6499,3952,2952,3693,4260,4268,3899,4266,3285
200820,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,1,1,0,0,0,0,4,,0,0,11,0,23,4,56,30,13,65,,5375,5556,4846,5720,5640,7593,4992,4176,4449,5939
961000,"Slates and boards, with writing or drawing surfaces, whether or not framed",7,24,12,14,13,7,16,11,21,4,,466,311,500,629,702,218,278,527,352,194,,344,290,309,401,602,588,1286,2027,1769,1856
950662,Inflatable balls,5,3,5,12,6,3,0,2,6,3,,1935,1464,1208,907,1214,1020,861,783,870,671,,4681,4878,6038,7259,6655,5709,5910,5525,5752,4843
610322,"Men's or boys' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",0,0,8,0,0,0,0,1,1,3,,0,25,9,2,7,24,2,26,0,12,,888,654,583,761,478,502,531,513,508,797
570242,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",13,6,28,110,264,309,214,243,144,3,,9232,7256,9052,9109,6799,1803,2695,1999,1185,1360,,2608,3481,3659,3063,2563,2134,2840,3238,2178,2463
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211",70,23,63,57,43,19,3,6,5,3,,87,138,127,73,122,85,68,139,121,297,,222,100,171,401,373,104,130,104,48,104
750711,Tubes and pipes of non-alloy nickel,5,9,109,2,109,7,2,0,0,3,,2097,182,101,30,124,303,11044,388,349,596,,207,311,660,479,448,507,2109,455,573,1936
610423,"Women's or girls' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",25,3,0,6,4,2,4,3,1,3,,6,8,2,10,25,6,2,0,0,0,,491,987,706,1009,616,1283,1453,1507,1294,1870
581091,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excluding ...",13,2,9,6,0,14,17,7,2,3,,3515,3278,2767,2800,2512,1735,1823,1307,577,675,,159,121,134,243,125,131,84,69,49,50
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",58,47,2,2,0,0,0,22,1,3,,17,12,21,9,15,24,6,6,2,3,,426,250,180,139,77,20,73,38,40,25
843340,"Straw or fodder balers, incl. pick-up balers",32,50,197,21,31,15,34,30,17,3,,6719,5823,6351,7968,12131,17694,13398,16109,16364,20495,,203,302,734,567,472,272,137,118,379,647
430400,"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ...",0,3,10,0,0,0,0,1,1,3,,82,35,36,13,20,120,184,148,63,15,,101,71,64,107,177,182,174,72,66,166
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",13,12,17,6,10,6,36,151,8,3,,1802,2012,3212,4187,5842,6968,8537,10292,9661,14033,,610,510,784,674,798,1427,753,1223,928,971
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,1,3,4,31,26,25,7,3,,0,0,0,0,0,16,100,64,9,370,,0,0,12,9,5,33,34,35,7,3
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,271,93,138,869,3,,0,0,0,0,0,9123,9162,11404,9556,13115,,0,0,0,0,0,4643,4924,7194,6621,5861
71029,"Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in ...",84,128,0,0,0,1,0,0,4,3,,183,86,110,285,84,116,211,533,198,98,,389,177,151,707,600,794,237,366,259,82
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",0,0,1,0,0,0,1,2,42,3,,9637,10675,9039,17637,19687,8061,14961,14936,3572,33690,,0,181,2116,2145,3258,3313,2087,3023,1946,2543
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",0,0,13,90,0,0,0,0,10,3,,1135,1052,976,1114,1140,1280,2010,2049,1565,4741,,0,105,1258,1297,1717,2651,2662,3927,3495,3022
30635,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", whether in shell or not, ...""",0,0,0,0,0,0,0,3,6,3,,0,0,0,0,0,54,307,208,267,237,,0,0,0,0,0,8,29,3,6,3
282520,Lithium oxide and hydroxide,12,0,2,88,2,1,4,5,4,3,,304,3677,1979,1137,282,985,805,193,74,90,,3156,3737,4467,7778,11123,9943,4057,1973,1567,4888
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",8,3,1,3,2,1,5,4,1,3,,12,0,13,15,13,22,19,6,0,14,,973,700,926,881,838,614,1080,1031,696,661
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",2,2,1,3,27,3,0,0,1,3,,2887,1928,1557,1306,1285,1363,1642,1759,638,691,,407,381,627,962,820,1120,1607,2249,3711,4736
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",25,15,22,16,7,16,0,1,2,3,,56667,51671,52143,50873,55104,62355,40468,36955,33623,29908,,255,118,353,201,228,322,170,163,37,110
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",2,2,8,11,48,2,6,5,1,3,,3188,1070,660,585,664,791,767,618,527,655,,135,186,150,160,198,268,162,185,162,142
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",0,0,13,6,3,34,2,0,0,3,,312,82,45,261,654,124,129,151,91,145,,20,30,157,148,146,130,29,48,29,16
901540,Photogrammetrical surveying instruments and appliances,3,2,3,17,0,93,32,24,0,3,,117,543,378,388,407,1860,916,331,42,5,,322,333,1038,330,441,415,436,173,206,5637
