Product code,Product label,Australia's imports from Germany-Value in 2012,Australia's imports from Germany-Value in 2013,Australia's imports from Germany-Value in 2014,Australia's imports from Germany-Value in 2015,Australia's imports from Germany-Value in 2016,Australia's imports from Germany-Value in 2017,Australia's imports from Germany-Value in 2018,Australia's imports from Germany-Value in 2019,Australia's imports from Germany-Value in 2020,Australia's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
70519,Fresh or chilled lettuce (excluding cabbage lettuce),0,0,0,0,0,0,0,0,0,0,,48294,45806,38982,42171,35950,40346,52253,52445,48376,64613,,22,0,0,0,0,15,0,81,113,1
70820,"Fresh or chilled beans """"Vigna spp., Phaseolus spp."""", shelled or unshelled""""",0,0,0,0,0,0,2,0,0,0,,19718,19580,21933,21719,20607,22966,18863,19716,20067,15027,,969,406,737,1128,565,506,292,433,546,388
70993,"Fresh or chilled pumpkins, squash and gourds """"Cucurbita spp.""""""""",0,0,0,0,0,0,0,0,0,0,,9897,12430,12037,10181,9231,10167,9787,11982,11932,10581,,0,1,0,6,4,3,3,19,25,0
71159,"Mushrooms and truffles, provisionally preserved, e.g., by sulphur dioxide gas, in brine, in ...""",0,0,0,0,0,0,0,0,0,0,,81,318,512,181,433,305,591,350,414,163,,14,49,550,16,55,36,9,20,37,69
100191,"Seed of wheat and meslin, for sowing (excluding durum)",0,0,0,0,0,0,0,0,0,0,,24937,22344,28968,14974,14821,16030,17686,12837,19916,16199,,8,13,8,0,73,0,0,116267,114109,0
100290,Rye (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,59029,126649,55796,35707,30886,31358,28992,52227,50760,79250,,0,0,0,0,0,0,0,0,0,0
100490,Oats (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,10911,13181,11631,8803,9471,8927,11637,11848,11399,13078,,4,0,35,2,9,40,13,27,79,10
100510,Maize seed for sowing,0,0,0,0,0,0,0,0,0,0,,79269,116298,95042,65361,61017,67400,80983,66174,77528,85076,,827,1060,1140,544,408,584,2208,4383,1451,3499
110319,Groats and meal of cereals (excluding wheat and maize),0,0,0,0,2,2,0,4,0,0,,1453,2426,3581,3710,3372,4611,3528,2524,3816,3346,,60,259,185,224,817,593,57,57,161,79
110320,Cereal pellets,0,0,0,0,0,0,0,0,0,0,,2912,3130,1718,933,1239,1332,2805,1820,4356,6268,,0,0,0,0,0,0,0,0,2692,0
140490,Vegetable products n.e.s,1,1,18,0,0,0,0,8,7,0,,7279,5496,5561,4728,4363,4933,6145,6190,6396,8451,,2753,4379,3646,4304,4196,4867,7213,9652,9262,11175
150190,"Poultry fat, rendered or otherwise extracted",0,0,0,0,0,0,0,0,0,0,,47808,64405,58124,49163,49032,58839,59484,51921,57233,67488,,12,50,34,267,241,147,331,303,507,589
150430,"Fats and oils and their fractions of marine mammals, whether or not refined (excluding chemically ...",0,0,0,0,0,0,0,0,0,0,,31,0,298,0,0,0,3,8,31,0,,0,702,1075,320,36,1549,30,1838,66,0
150810,Crude groundnut oil,0,0,0,0,0,0,0,0,0,0,,230,378,378,175,500,500,1173,431,355,802,,140,544,343,345,277,167,175,597,759,1008
151229,"Cotton-seed oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,359,323,339,396,1326,1531,1651,1378,705,600,,7089,6594,10030,16199,11860,16068,15158,29073,28472,35037
151321,Crude palm kernel and babassu oil,0,0,0,0,0,0,0,0,0,0,,1584,8846,4270,8093,844,50,269,235,385,162,,0,27,107,0,0,0,0,0,0,3
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",0,2,0,2,4,0,0,0,0,0,,460160,519376,417674,318191,345004,351959,371572,372075,560631,903142,,16517,19861,31580,22636,18716,18451,14690,14053,10632,11731
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,0,0,0,0,0,0,,10054,15428,29534,34007,36428,36679,24472,45213,85726,59539,,12,29,4,0,0,0,0,0,1,8
10221,Pure-bred cattle for breeding,0,0,0,0,0,0,0,0,0,0,,157297,158664,213225,223289,226548,285151,262609,228939,191555,154898,,0,0,0,0,0,0,0,0,0,0
10410,Live sheep,0,0,0,0,0,0,0,0,0,0,,6979,2673,2784,1516,1245,1592,953,1908,2170,2827,,400,255,22,242,137,0,0,0,0,0
10420,Live goats,0,0,0,0,0,0,0,0,0,0,,106,324,20,193,240,96,28,22,5,0,,0,0,0,22,0,0,0,0,0,0
10613,Live camels and other camelids [Camelidae],0,0,0,0,0,0,0,0,0,0,,16,2,101,40,8,6,2,0,118,335,,0,0,0,0,0,0,0,0,0,0
20120,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",0,0,0,0,0,0,0,0,0,0,,751921,651103,601466,486423,446707,439871,430182,422748,406225,512698,,0,49,60,31,98,156,74,42,205,14
20441,Frozen sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,8,87,69,2,5,3,7,4,9,6,,293,45,11,145,0,0,0,0,235,135
20622,Frozen edible bovine livers,0,0,0,0,0,0,0,0,0,0,,6396,6004,7667,2472,3411,2920,2527,2881,2712,5085,,36,116,67,48,112,0,0,46,0,0
20713,Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus,0,0,0,0,0,0,0,0,0,0,,405487,476202,525108,461496,432111,452414,437711,433279,375146,443063,,0,2,4,0,0,11,0,0,0,0
20726,Fresh or chilled cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,219582,261295,289950,258628,239711,247286,263238,261806,238102,263872,,0,0,0,0,0,0,0,0,0,0
20741,"Fresh or chilled domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,519,498,455,508,907,822,854,804,207,236,,0,0,0,0,0,0,0,0,0,0
20743,"Fatty livers of domestic ducks, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,83,112,105,93,104,128,126,120,40,62,,0,0,13,0,0,0,0,0,0,11
30111,Live ornamental freshwater fish,147,119,74,93,65,53,19,28,0,0,,4578,4484,4524,3874,4081,7064,6600,6733,7572,8607,,1853,1937,1649,2375,2735,2594,2650,2697,3522,3998
30193,"Live carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...",0,0,0,0,0,0,0,0,0,0,,121,143,120,55,45,18,33,29,16,15,,0,0,0,0,0,0,0,0,0,0
30195,"Live southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30231,"Fresh or chilled albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,49,20,26,33,8,4,9,88,49,15,,16,19,4,1,0,8,3,11,2,0
30243,"Fresh or chilled sardines """"Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella ...""",0,0,0,0,0,0,0,0,0,0,,3707,3939,4455,5646,871,2013,4343,4308,4513,2670,,63,272,405,214,18,34,55,33,4,0
30245,"Fresh or chilled jack and horse mackerel """"Trachurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,53,88,100,18,61,97,64,53,24,3,,2,0,0,0,0,0,0,0,0,0
30251,"Fresh or chilled cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,27277,24646,20907,18564,14884,8679,13448,9563,6276,7786,,326,247,29,0,0,76,81,0,0,0
30291,"Fresh or chilled fish livers, roes and milt",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,32,59,301,32,37,,0,0,0,0,0,45,8,30,1,16
30325,"Frozen carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,2,3,2,1,11,9,42,11,23,17,,172,74,125,403,260,233,79,46,491,429
30351,"Frozen herrings """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,27045,25262,30711,19126,15836,26473,37704,26719,19711,14711,,2,638,206,20,798,15,21,1,14,0
30391,"Frozen fish livers, roes and milt",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2975,3246,3920,4164,1178,,0,0,0,0,0,1222,1034,1261,1195,1723
30463,"Frozen fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,440,627,685,479,757,502,600,506,305,323,,3964,3336,2664,2078,1660,2755,1536,1398,759,287
30471,"Frozen fillets of cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,13,0,0,0,0,0,0,0,0,,89943,117885,111458,121346,136511,124717,141263,176819,132766,132497,,649,541,742,1454,1411,613,1302,1840,2300,1671
30475,"Frozen fillets of Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,113572,117993,96862,84074,96774,103419,105841,102352,113598,116348,,146,231,145,948,160,200,168,806,237,120
30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...""",0,0,0,0,0,0,0,0,0,0,,4536,3884,4232,2694,2916,3349,2374,4187,3282,3395,,70,27,75,219,393,2078,2970,2325,1817,1866
30497,"Frozen meat, whether or not minced, of rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,1
30510,"Flours, meals and pellets of fish, fit for human consumption",0,0,0,0,1,0,0,0,0,0,,257,184,250,142,209,788,1629,1840,1197,409,,121,202,153,176,190,220,353,71,70,114
30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, ...",0,0,0,0,0,0,0,0,0,0,,10072,9585,7657,9904,5537,7213,10015,8493,9888,18968,,6,68,32,2,3,101,59,74,144,151
30559,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",0,0,0,0,0,0,0,0,0,0,,1043,1470,1457,714,907,621,753,850,1438,1796,,2888,2691,2635,2700,2688,2253,2128,2085,2466,2555
30564,"Tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,9,,3,4,5,0,1,16,0,0,0,20
30572,"Fish heads, tails and maws, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,647,56,9,361,570,668,263,101,78,110,,215,433,569,949,1114,962,1112,678,1275,609
30622,"Lobsters """"Homarus spp."""", even smoked, whether in shell or not, live, fresh, chilled, dried, ...""",0,0,0,0,0,0,0,0,0,0,,2918,3725,2744,4597,4942,0,0,0,0,0,,51,539,1085,410,13,0,0,0,0,0
30624,"Crabs, even smoked, whether in shell or not, live, fresh, chilled, dried, salted or in brine, ...",0,0,0,0,0,0,0,0,0,0,,216,1415,243,167,335,0,0,0,0,0,,2,42,187,38,40,0,0,0,0,0
30693,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,0,0,1,0,,0,0,0,0,0,2,122,0,2,4
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,40518,42150,14196,13683,21372,,0,0,0,0,0,1288,1368,1127,1009,1446
30712,"Oysters, even in shell, frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,219,247,278,99,200,,0,0,0,0,0,6059,7021,5929,4807,6269
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14544,9044,10670,4480,7591,,0,0,0,0,0,46517,22018,27662,16924,26906
30749,"Cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola spp."""" and squid """"Ommastrephes ...""",0,0,0,0,0,0,0,0,0,0,,7336,6264,6224,5619,5492,134,122,378,141,242,,66878,63560,62166,53256,77061,5507,2998,2836,3660,3934
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, ...""",0,0,0,0,0,0,0,0,0,0,,43,73,68,32,185,60,71,65,51,54,,405,847,1102,1160,1213,965,897,838,204,0
30788,"Smoked, dried, salted or in brine, even in shell, stromboid conchs """"Strombus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,3,,0,0,0,0,0,0,3,12,0,4
30819,"Smoked, frozen, dried, salted or in brine, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,5,87,0,0,37,91,75,78,31,40,,536,2486,2242,3714,3657,3628,3961,2797,1489,729
30822,"Frozen sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,175,142,188,169,177,,0,0,0,0,0,45,8,43,108,248
30829,"Smoked, frozen, dried, salted or in brine, sea urchins """"Strongylocentrotus spp., Paracentrotus ...""",0,0,0,0,0,0,0,0,0,0,,203,189,223,315,389,8,8,11,11,9,,30,79,109,222,311,52,34,26,186,44
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,24934,24562,23217,18010,16587,15784,16265,14224,10123,8494,,623,79,97,39,20,0,0,2,7,0
284019,"Disodium tetraborate """"refined borax"""" (excluding anhydrous)""""",23,11,15,12,7,0,13,19,0,0,,9812,8260,7652,2305,987,1052,1644,1210,1194,7201,,2880,3313,2719,2941,2953,0,2631,2911,607,0
284410,"Natural uranium and its compounds; alloys, dispersions, incl. cermets, ceramic products and ...",0,0,0,0,10,0,3,3,0,0,,17476,3196,984,649,24635,91620,7969,4617,1542,2199,,4,2,0,1,20,28,7,7,1,6
284420,"Uranium enriched in U 235 and its compounds: plutonium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,1296471,894293,717642,676667,548790,510047,516386,684848,572643,727059,,4019,3150,3881,3511,6783,2152,12054,5800,10169,10321
284920,"Carbides of silicon, whether or not chemically defined",6,140,218,252,41,4,0,139,102,0,,52536,53864,62764,43048,40724,43691,45480,43240,39860,56299,,2349,2313,2278,1736,1771,2084,2359,2002,2164,3425
290377,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,598,582,843,582,443,358,282,266,202,171,,364,841,976,352,0,0,0,48,83,108
290379,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens (excluding ...,0,0,0,0,0,0,0,0,0,0,,4322,4902,5759,10579,13447,3826,3785,4190,3919,3171,,40,0,61,0,10,2,0,7,0,268
270710,"Benzol """"benzene"""" containing > 50% of benzene (excluding chemically defined)""""",0,22,3,0,0,0,0,2,8,0,,76931,81216,66405,31906,18395,33051,49417,29389,27472,50995,,0,25,3,0,0,3,2,8,8,7
271490,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",0,0,0,0,0,0,0,0,0,0,,1230,978,557,624,1605,1514,352,601,372,1651,,1405,1470,1717,968,1053,868,140,351,453,703
280470,Phosphorus,41,0,0,1,0,0,0,0,0,0,,20028,16247,16645,16820,10253,17821,9122,7000,1457,1284,,849,0,8,15,16,17,32,23,27,27
282735,Nickel chloride,0,0,0,0,0,0,42,8,0,0,,3663,4220,3612,3673,3104,3589,4655,4517,4499,5389,,45,86,55,39,34,18,57,53,15,47
282911,Chlorate of sodium,0,0,0,0,0,0,0,0,0,0,,85,91,53,21,26,61,113,49,207,112,,10563,9772,10692,7902,7930,5274,5843,7094,5608,5881
282990,Perchlorates; bromates and perbromates; iodates and periodates (excluding inorganic or organic ...,99,63,43,51,24,4,1,3,0,0,,4747,4502,4792,4080,4314,4995,4540,4097,3905,4763,,2296,2486,1799,1803,1379,1663,1637,1837,2166,2124
251400,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ...",0,0,0,0,0,0,0,0,0,0,,2500,2405,1868,1401,988,1957,2211,2048,2280,2701,,880,746,583,495,387,534,559,1011,722,497
251830,Dolomite ramming mix,70,67,58,32,107,71,65,17,2,0,,1982,2014,2490,1781,2892,3336,2408,3766,324,263,,262,270,212,205,348,185,275,385,134,374
220290,"Non-alcoholic beverages (excluding water, fruit or vegetable juices and milk)",2778,1801,1536,1418,1251,0,0,0,0,0,,902046,1037760,1070899,847140,936988,0,0,0,0,0,,36659,39535,39242,38822,32741,0,0,0,0,0
250870,Chamotte or dinas earths,6,5,0,10,11,2,6,0,0,0,,17848,18426,19547,16205,16925,18416,12553,11363,10166,13428,,230,838,1113,942,654,394,782,698,848,901
252490,Asbestos (excluding crocidolite and products made from asbestos),0,0,0,0,0,0,0,0,0,0,,7,7,0,0,43,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,2
252610,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ...",0,0,0,0,0,0,0,0,0,0,,360,179,127,88,145,172,198,216,172,256,,283,872,174,7,7,14,0,0,0,2
260900,Tin ores and concentrates,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,5,24,0,20,0,,0,0,0,2,5,0,0,0,0,0
261000,Chromium ores and concentrates,0,0,0,0,0,0,163,0,0,0,,35529,33403,24325,14177,18288,24404,34753,29971,11942,12091,,6030,3999,2625,1880,1960,2617,4380,2439,1762,1530
261390,Molybdenum ores and concentrates (excluding roasted),0,0,0,0,0,0,0,0,0,0,,9,33,92,70,3,66,25,333,592,653,,0,387,1,0,1,0,0,0,0,0
261710,Antimony ores and concentrates,0,0,0,0,0,0,1,0,0,0,,48,53,17,0,34,0,0,0,0,0,,4,4,82,0,54,10,90,45,126,108
261900,"Slag, dross, scalings and other waste from the manufacture of iron or steel (excluding granulated ...",0,0,0,0,0,0,0,0,0,0,,12505,23721,25700,23184,39168,46536,45282,41490,26543,28571,,9758,0,4,0,3,3,20,3,21,1
200820,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,28226,26471,27030,23466,28459,26934,21424,18734,21886,27989,,20693,19267,21726,26391,28091,27153,23662,23575,29311,31712
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,12795,14981,12370,7646,6649,6202,6926,6853,6214,6561,,1845,1552,1448,1539,2522,2212,1853,1916,2110,2427
160416,"Prepared or preserved anchovies, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,5189,4658,2097,2106,2781,1910,2915,4022,2785,2946,,9800,9564,9323,9816,9588,8987,9372,9055,10492,11650
160418,"Prepared or preserved shark fins, whole or in pieces (excl. minced)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,10
200949,"Pineapple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,7,0,21,21,0,0,0,,2328,2228,2776,2090,4306,3870,3520,2822,3037,4907,,12810,8953,7176,9864,16279,9433,5369,2949,7126,8566
200950,"Tomato juice, unfermented, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,0,1,10,0,,6605,6745,7467,6287,6259,6355,6418,5401,3436,3045,,249,110,115,80,50,64,92,58,58,39
121490,"Swedes, mangolds, fodder roots, hay, lucerne """"alfalfa"""", clover, sainfoin, forage kale, lupines, ...""",0,0,0,3,0,0,2,0,0,0,,25503,32166,39573,31452,29602,30015,39704,36573,34088,37515,,587,943,224,280,125,40,203,338,1498,1467
120750,"Mustard seeds, whether or not broken",0,2,1,0,0,0,0,0,1,0,,27325,32170,31885,23810,28510,26446,28750,31088,28472,22706,,1247,1530,1539,1530,1471,1333,1210,1175,1276,1544
120810,Soya bean flour and meal,0,0,0,0,0,0,0,0,0,0,,379,400,515,313,408,704,627,4290,7208,1215,,1421,1569,2851,1760,1454,1937,2235,4261,3871,2623
121292,"Locust beans """"carob"""", fresh, chilled, frozen or dried, whether or not ground""""",0,0,0,0,0,0,0,0,0,0,,173,219,243,276,266,295,321,311,416,472,,22,27,52,40,54,100,70,91,100,78
160231,"Meat or offal of turkeys """"Gallus domesticus"""", prepared or preserved (excluding sausages ...""",0,0,0,0,0,0,0,0,0,0,,131678,120806,116646,93976,88253,89464,109372,85062,78002,79992,,905,676,458,1017,649,633,476,825,36,541
160232,"Meat or offal of fowls of the species """"Gallus domesticus"""", prepared or preserved (excluding ...""",0,0,0,0,0,0,0,2,0,0,,688664,681638,677742,587530,601624,692472,780173,782670,743845,753738,,49193,51438,56601,50572,46529,43195,37901,23285,5932,8540
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,12533,25075,37410,34642,30570,26282,29698,29539,45466,41363,,51300,45523,60174,39666,49275,71636,54727,44210,42411,41291
160551,"Oysters, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,14,13,8,169,66,6,5,58,7,1,,2432,2216,2989,3376,4275,4064,3943,4324,4499,4923
160558,"Snails, prepared or preserved (excluding smoked and sea snails)",0,0,0,0,0,0,0,0,0,0,,99,221,191,183,267,268,233,336,143,154,,71,87,112,70,132,67,110,152,120,214
292216,Diethanolammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,464,133,183,151,209,,0,0,0,0,0,1517,1067,902,1185,747
292218,"2-""""N,N-Diisopropylamino""""ethanol""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,1,1,,0,0,0,0,0,0,0,0,0,0
293321,Hydantoin and its derivatives,2624,3862,1757,860,0,0,0,0,0,0,,3757,4419,4584,3212,4842,4951,4400,4404,4194,4444,,11742,9985,6472,4398,3209,3553,2150,1408,1384,2232
293291,Isosafrole,0,0,0,0,0,0,0,0,0,0,,3,3,1,1,2,1,0,8,16,0,,0,0,6,0,13,2,2,0,16,3
293750,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues, ...",0,0,0,0,0,0,0,0,0,0,,2470,5768,4417,2517,2233,2858,1744,2919,2057,1189,,224,195,242,372,192,405,278,124,764,1347
293810,"Rutoside """"rutin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,0,,10431,16573,12601,4131,6174,5398,3439,4086,3650,8739,,456,416,751,638,345,205,64,376,790,1536
293949,"Alkaloids of ephedra and their derivatives; salts thereof (excl. ephedrine, pseudoephedrine ...""",0,0,0,0,0,0,0,0,0,0,,8,4,7,0,4,5,5,37,21,11,,0,0,1,0,0,0,859,0,267,10
293959,"Theophylline and aminophylline """"theophylline-ethylenediamine"""" and their derivatives, and ...""",0,3,4,5,1,6,6,3,3,0,,19441,16102,14706,8560,7046,6818,8224,6753,6275,5336,,8,20,5,5,6,10,18,3,9,20
293962,"Ergotamine """"INN"""" and its salts""""",0,3,0,0,0,0,0,0,0,0,,443,536,590,557,646,634,590,794,761,910,,3,3,3,20,14,5,11,10,19,1
293999,"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",56,76,67,19,140,0,0,0,0,0,,671261,406169,338046,101612,141189,0,0,0,0,0,,53622,62224,37551,27781,13495,0,0,0,0,0
291532,Vinyl acetate,0,0,0,0,0,0,0,0,0,0,,54904,92354,86133,38375,52983,65543,64162,63165,30470,67759,,8300,7884,8250,6244,5327,6365,8442,5509,4404,12211
291736,Terephthalic acid and its salts,0,0,0,0,0,0,0,0,0,0,,23393,8388,527,177,143,115,23,62,45,507,,0,0,0,977,1227,2125,2119,2268,1972,3615
