Product code,Product label,United States of America's imports from Germany-Value in 2012,United States of America's imports from Germany-Value in 2013,United States of America's imports from Germany-Value in 2014,United States of America's imports from Germany-Value in 2015,United States of America's imports from Germany-Value in 2016,United States of America's imports from Germany-Value in 2017,United States of America's imports from Germany-Value in 2018,United States of America's imports from Germany-Value in 2019,United States of America's imports from Germany-Value in 2020,United States of America's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,7,2,2,3,4,2,1,13,6,9,,166,8,18,39,79,37,7,106,0,20
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,4668,6329,7929,10062,12372,9465,8481,4082,1266,1014,,29909,45229,52014,46382,55628,64251,73279,81069,74561,124037
30289,"Fresh or chilled fish, n.e.s.",0,0,0,0,0,0,0,0,0,0,,5483,8856,7207,7927,9328,8791,9292,8804,7219,8806,,236807,238098,249410,276451,307275,320009,325589,338606,262767,373627
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,1710,4522,4402,1546,2017,852,1208,3169,4318,3091,,12900,15458,22262,17118,25210,23191,20906,18368,13309,17231
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,0,0,0,0,0,0,0,0,,27,31,154,38,50,73,79,61,61,113,,2382,417,189,385,228,244,243,489,32,393
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,9,18,4,8,4,5,,2190,476,1047,537,712,948,842,1326,805,1082
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1217,1009,2104,1034,233,438,1335,1526,1027,746
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,21537,15706,17355,13676,12677,6314,8772,7670,7784,1887,,2173,1663,5529,10345,14550,20099,20135,7835,14680,13208
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,12443,11306,11078,4580,6576,6149,3481,4631,2276,3255,,1438,905,1740,1608,2000,1825,1417,1500,1285,1229
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,1514,3365,2351,3063,1666,2539,2006,1297,3873,3246,,21727,19290,24152,22352,20714,28252,21951,22249,24734,34637
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,23987,19037,15214,9166,8414,2884,1623,2881,1843,889,,315,1382,648,857,939,706,485,481,388,655
280620,Chlorosulphuric acid,0,0,0,20,0,21,43,141,0,0,,1396,2089,1637,166,165,401,1392,1867,1150,2553,,23,7,66,486,312,253,318,438,153,635
281210,Chlorides and chloride oxides,20009,20051,23893,25898,42499,0,0,0,0,0,,121183,98267,119096,98737,94208,0,0,0,0,0,,25851,23044,28193,34417,52197,0,0,0,0,0
251730,Tarred macadam,0,0,0,0,0,0,0,0,0,0,,6989,12537,13636,7176,8322,9213,10132,9450,9378,9040,,913,78,794,88,60,95,93,131,97,110
251910,"Natural magnesium carbonate """"magnesite""""""""",7,0,0,0,4,46,150,0,21,0,,364,340,1494,1397,264,339,853,354,136,352,,5663,5374,4422,12943,2148,3164,13952,32171,6448,8209
252410,Crocidolite asbestos (excluding products made from crocidolite),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,13,0,0,0,0,0,,0,0,24,0,0,0,0,0,0,0
261800,Granulated slag (slag sand) from the manufacture of iron or steel,1050,856,1814,891,2537,879,11,16,0,0,,28963,26314,27216,22485,18279,30534,33846,34649,31833,55013,,52394,35686,33674,32457,39341,62053,79442,70083,85976,113475
261610,Silver ores and concentrates,0,0,0,0,0,0,0,0,0,0,,364,0,0,0,0,0,2,0,0,4005,,8229,3451,69,60,17,2697,9,56,0,7
282612,Fluoride of aluminium,82,6,51,13,20,19,42,144,0,0,,137,97,139,174,46,140,93,110,70,124,,65920,58075,50652,41613,23083,23692,35608,50376,29899,45756
290270,Cumene,0,0,0,0,0,0,0,0,0,0,,73534,5691,53931,5012,7683,23190,9083,5000,57919,14763,,6535,195238,260216,200281,131541,70106,47508,49007,39179,35876
283410,Nitrites,18,46,27,19,6,0,10,35,5,0,,0,0,0,0,0,0,0,0,0,0,,8914,9841,12395,10232,11543,9815,9367,8771,8493,12358
283691,Lithium carbonates,0,0,0,0,0,19,59,17,0,0,,16836,22367,24849,18997,22211,33834,43654,37836,20045,21828,,58055,48091,44933,61437,79257,80553,128528,104501,76855,80552
290322,Trichloroethylene,0,0,0,0,0,6,0,0,0,0,,14997,15173,14421,12767,11123,3353,2318,1580,1225,1848,,1313,1121,1936,1537,1501,1553,3896,2425,1339,3045
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",0,0,0,5,0,5,14,2,0,0,,34,28,89,68,84,59,143,108,127,113,,0,0,0,5,0,5,14,14,6,8
290393,"Pentachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,353,105,71,50,71,,0,0,0,0,0,25,0,0,6,4
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,6,0,0,0,,6807,7077,7585,4943,5378,4324,4354,3755,5025,5481,,34684,41971,39990,48443,41708,36361,39661,30634,45644,39894
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",6,0,0,4,3,0,0,0,0,0,,3566,6849,6330,3896,4252,4591,4920,4368,5438,4882,,36437,42154,55755,53365,55694,77136,106829,78818,97889,114716
230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,3,13,0,0,0,0,,10,55,32,7,83,195,243,273,432,363,,305,495,501,708,719,1179,1543,1814,2157,1463
230700,Wine lees; argol,0,0,0,0,0,0,0,0,0,0,,1544,2188,1073,545,594,710,1097,855,677,582,,5,127,122,159,92,84,2,0,30,24
251120,"Natural barium carbonate """"witherite"""", whether or not calcined (excluding barium oxide)""""",0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,21,3,0,5,0,178,0,9,33,52
251511,"Marble and travertine, crude or roughly trimmed",0,0,0,0,0,0,0,0,0,0,,15478,2900,2462,1109,1689,1324,2805,1172,1699,3071,,3755,1086,1310,825,1568,1473,2149,414,385,557
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",223,327,709,2,0,0,0,0,0,0,,65243,79408,67478,57707,56765,58806,75586,66716,63790,58796,,1234194,1178099,1099043,908534,839413,976284,1102818,1130381,1288883,1060433
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",7,0,31,0,0,0,154,338,0,0,,10528,9175,8442,5683,6751,9209,10308,7443,9044,8575,,125017,101008,111894,109097,107830,105609,106404,110378,112812,142637
200510,"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers ...",14,19,35,7,0,0,0,0,54,0,,9299,10303,10749,7974,7134,6502,4961,5200,4416,5613,,3184,1900,1311,1350,1340,1368,1196,1616,2183,2441
160300,"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",0,0,0,0,0,0,0,13,0,0,,5056,4934,5522,6271,5665,5704,5145,7247,4986,2575,,6438,11195,9373,11823,9332,18526,24773,21474,27451,27339
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",0,0,0,0,0,0,0,0,0,0,,222,431,448,796,336,249,233,873,7605,7845,,8,59,0,0,0,0,0,0,0,0
160561,"Sea cucumbers, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,54,0,0,0,0,0,0,0,0,0,,2048,2352,3936,4548,5242,6103,2836,2155,702,1184
160563,"Jellyfish, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,3,5,4,7,17,2,0,0,1,0,,3741,4035,3085,2348,3000,4655,5058,2087,2810,1697
170112,Raw beet sugar (excluding added flavouring or colouring),0,0,0,0,0,10,32,15,0,0,,383,470,519,392,512,514,761,855,369,658,,30779,1070,942,262,1117,1485,171,169,53,329
600523,"Cotton warp knit fabrics of yarns of different colours """"incl. those made on galloon knitting ...""",412,324,123,0,0,0,5,1,0,0,,612,620,237,116,22,213,258,165,74,155,,503,517,317,137,76,153,136,129,593,622
600199,"Pile fabrics, knitted or crocheted (excluding cotton or man-made fibres and """"long pile"""" ...""",1,7,11,0,0,0,1,5,0,0,,855,803,814,443,556,540,430,472,351,319,,953,695,684,1650,495,1236,1391,1309,519,592
600390,"Knitted or crocheted fabrics of a width of <= 30 cm (excluding of cotton, man-made fibres, ...""",2,1,112,0,0,0,0,3,7,0,,133,145,131,168,67,46,124,83,83,167,,431,1376,1300,995,1008,675,680,518,524,694
610722,"Men's or boys' nightshirts and pyjamas of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,386,625,1563,1242,1068,1898,1892,1856,1457,2559,,114588,126384,125001,141146,144020,157383,166544,160082,143833,193365
610423,"Women's or girls' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",0,0,0,0,0,0,0,0,17,0,,2396,1899,2011,1774,2548,2581,3302,3105,3455,7750,,61,129,78,60,104,752,1895,1127,1890,1655
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,16,4,19,20,9,30,2,0,0,0,,10213,10992,12935,11378,11678,19446,24686,23787,23274,26230,,101714,103041,106974,105116,90431,90778,82305,78848,57479,67781
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,0,0,,9560,3812,2396,2439,2866,4217,4749,3834,2943,3972,,206,6107,93,33,23,11259,0,1170,476,640
690790,"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ...",1993,2322,1612,7186,1960,0,0,0,0,0,,190243,215458,225189,179549,197409,0,0,0,0,0,,202218,225299,261491,283249,275507,0,0,0,0,0
690890,"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ...",867,684,532,3421,7203,0,0,0,0,0,,231482,226837,230519,194262,201041,0,0,0,0,0,,1090408,1329144,1380854,1523611,1611967,0,0,0,0,0
540774,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",1,13,0,2,0,3,0,17,13,0,,737,511,337,233,131,136,116,101,142,237,,689,405,689,655,404,633,323,619,683,511
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",173,13,81,7,62,90,27,4,0,0,,0,0,0,0,0,0,0,0,0,0,,475,42,391,362,278,114,169,198,77,138
550120,"Filament tow as specified in Note 1 to chapter 55, of polyesters",0,0,70,5,0,0,498,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1464,1684,1870,1794,1479,1615,2279,1321,1169,1300
550911,Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excluding sewing ...,14,0,0,0,3,0,0,0,0,0,,7528,8333,8418,6248,6330,7137,7488,8271,5898,7307,,4015,2517,3584,2436,3066,5476,6051,5754,5313,5189
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,29,176,0,0,0,,177,523,831,611,379,589,1067,784,484,553,,256,75,258,597,379,436,657,500,136,151
551020,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,33,42,5,0,0,0,0,0,0,,4154,3534,2723,2929,3556,2487,2898,2290,982,1467,,65,199,242,256,167,161,340,475,564,206
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",3,0,0,0,0,0,6,0,0,0,,0,7,13,13,47,9,51,48,61,135,,3112,3520,1814,1677,1333,1778,1362,1415,982,1584
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,1,5,0,0,0,0,0,0,0,,3296,3815,3407,2239,1795,2686,2992,2108,1387,1534,,1561,1297,1160,1187,982,877,726,813,957,393
580220,"Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics ...",20,0,0,0,0,0,4,0,0,0,,1609,821,699,308,264,217,200,141,113,93,,190,619,118,134,39,102,212,123,32,156
521152,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,1,0,0,,9519,4775,6597,8242,10826,13162,12014,18914,19211,29665,,566,1444,1458,877,514,420,378,242,115,131
521211,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,10,7,1,0,0,0,0,0,0,,176,207,753,297,693,606,417,141,248,207,,484,278,268,1036,1431,161,315,417,215,515
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,22,0,0,0,0,0,0,0,0,,1553,1549,1730,1068,1243,731,500,603,234,156,,6181,5844,5675,6953,5199,4955,4196,2998,1746,2718
520633,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,166,73,2,0,0,0,0,0,0,0,,3,1,2,5,5,4,14,203,82,49
520635,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,37,0,0,0,0,0,0,0,,0,0,0,39,26,37,0,0,0,0
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,19,130,138,72,86,36,158,55,6,14,,74,22,120,249,117,89,198,100,35,79
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,1916,2460,349,555,410,149,334,158,308,268,,10,18,244,153,147,16,15,8,88,343
510220,"Coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used in the ...",7,0,0,0,0,1,0,0,0,0,,2173,1656,2188,1521,1204,844,1134,876,711,841,,115,176,166,180,170,250,161,138,102,180
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",6,3,0,7,4,1,0,1,1,0,,1690,856,483,1001,313,295,224,171,174,371,,1321,1036,1473,1319,1494,929,1004,1163,737,1084
480429,"Sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding unbleached, and goods of ...",0,0,0,20,232,0,0,13,0,0,,13489,2271,18931,9570,5405,3737,19215,25930,33257,35593,,65422,64545,72060,70170,61322,67058,56800,47197,52125,56740
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",0,0,0,0,0,0,0,0,0,0,,4506,5250,4896,6140,6328,3869,3542,2552,2603,1869,,11166,13424,13709,5952,4826,3345,5566,8271,2577,6364
845949,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and ...",0,0,0,0,0,813,3123,78,75,0,,0,0,0,0,0,1253,1549,2590,1546,1226,,0,0,0,0,0,1654,5926,2390,1265,1314
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",50,74,23,42,15,8,87,98,42,0,,14257,14311,16951,8781,8903,11806,9678,9836,7944,10292,,417868,481761,695001,601482,571240,747523,640843,391102,346001,961320
721113,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed ...""",31,35,113,11,37,34,5,3,19,0,,26477,23768,25708,21044,16753,20318,25923,21844,20549,32785,,80,38,150,171,103,70,80,101,75,109
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",4,0,0,83,4,12,19,25,0,0,,687,557,1019,1221,893,589,694,575,666,953,,15854,10940,9106,10079,9208,10024,13129,11899,10946,20285
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",0,0,0,0,8,0,0,0,0,0,,0,0,111,104,15,23,0,0,2,5,,17179,13601,13707,16950,11885,9521,16286,9225,3921,8730
732421,"Baths of cast iron, whether or not enamelled",54,112,197,152,99,0,93,52,10,0,,407,279,333,122,95,103,27,180,130,105,,14257,17231,18579,18754,17492,15882,24872,15563,12403,19059
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",0,0,466,0,0,0,3,0,0,0,,22074,19085,14761,17952,15263,17010,13143,11862,9165,20783,,71267,62448,66771,57246,49026,54008,47728,70006,73779,56257
950730,Fishing reels,39,3,9,16,0,86,2,11,0,0,,25555,25511,27630,24779,26158,21592,25238,10907,13743,15091,,235778,247748,257530,297535,280999,278168,290055,277880,293786,432976
940381,"Furniture of bamboo or rattan (excluding seats and medical, surgical, dental or veterinary ...",22,1,47,13,9,0,0,0,0,0,,4340,4785,4623,6792,13200,0,0,0,0,0,,41884,42209,40381,49763,52104,0,0,0,0,0
930110,"Artillery weapons """"e.g. guns, howitzers and mortars""""""""",0,29,8,5354,0,0,20,34,67,0,,,,,,,,,,,,,9140,29330,23332,27362,19950,1856,1699,7076,13137,2454
880260,"Spacecraft, incl. satellites, and suborbital and spacecraft launch vehicles",0,0,0,0,0,0,0,0,0,0,,415572,782178,144314,474875,377948,161543,376694,562126,301310,93613,,124498,822,730,2791,317,98273,36661,834,17336,0
890510,Dredgers,0,0,0,0,367,910,145,176,168,0,,19282,11434,7370,7829,15090,63873,3284,29090,6456,8089,,3883,1864,1064,4530,3116,2892,68784,2236,2432,1229
880510,"Aircraft launching gear and parts thereof, n.e.s. (excluding motor winches for launching gliders); ...",25,10,24,213,34,166,0,3,12,0,,179,1371,511,439,4099,2354,44,174,1334,211,,8413,6369,4245,3955,6498,2779,4775,4153,6704,3992
870520,Mobile drilling derricks,0,0,0,0,0,0,0,83,0,0,,6641,11660,12127,3675,8964,7991,9337,7262,5208,9260,,39370,15697,12839,27926,9879,11679,11785,10874,10396,8481
870230,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal ...",0,0,0,0,0,140,0,0,0,0,,0,0,0,0,0,989,245,135,0,5,,0,0,0,0,0,140,10,84,713,46
852851,Monitors of a kind solely or principally used in an automatic data-processing machine of heading ...,16766,15697,11916,14357,9419,0,0,0,0,0,,375039,404535,421819,398679,413527,0,0,0,0,0,,3596338,3387699,3095986,2745421,2122575,0,0,0,0,0
540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",4,0,0,0,0,0,0,0,0,0,,165,149,594,84,86,229,72,101,67,188,,2276,3030,4008,3058,1619,1966,2106,2172,2335,2007
540831,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,1,0,4,0,0,0,0,,3377,2966,5325,3752,3296,4167,2812,2585,1106,354,,602,917,591,340,525,661,994,936,338,413
550140,"Synthetic filament tow as specified in Note 1 to chapter 55, of polypropylene",0,0,476,138,0,14,0,0,0,0,,0,0,23,1,0,0,0,0,0,0,,1438,1667,2077,2019,1971,1764,2319,203,325,248
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",0,0,0,0,0,0,1,8,0,0,,355,405,510,537,450,608,611,643,929,1059,,3896,2568,2903,3469,4947,2963,3026,2626,2771,2513
530810,"Coconut """"coir"""" yarn""""",0,0,0,0,0,0,0,0,0,0,,97,120,64,84,110,99,116,129,121,89,,1418,1285,1657,2315,1436,900,329,181,54,272
540248,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, untwisted or with ...",156,64,13,46,3,8,4,0,0,0,,3312,2897,2174,1700,1199,1205,1119,954,880,1052,,9202,6968,6506,6620,5831,6718,7577,10415,8174,12311
521011,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",1,19,0,0,10,1,0,66,1,0,,2917,2181,2307,1410,2608,1775,1788,2171,1714,1564,,31995,35061,36008,34901,35687,33172,35315,36251,22148,30156
521112,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,5,0,0,0,,1800,1758,860,1481,1758,1811,1403,649,499,543,,4065,3009,2381,1139,1829,921,382,662,375,572
521224,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",14,16,17,7,5,15,8,26,0,0,,5587,5177,4716,1676,1815,2025,2286,2563,2366,3117,,5382,6637,5968,5907,4996,3870,3725,3284,2408,4009
520210,"Cotton yarn waste, incl. thread waste",0,24,0,0,0,0,0,2,0,0,,344,349,264,221,181,259,144,149,141,117,,843,337,479,119,581,474,784,244,193,444
520419,"Sewing thread, containing predominantly, but < 85% cotton by weight (excluding that put up ...",3,0,0,16,0,1,3,0,0,0,,32,13,9,15,61,108,161,62,23,29,,348,570,383,202,235,515,189,689,407,541
520541,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,216,180,155,202,128,89,144,133,91,49,,2247,1322,1284,1196,959,987,599,670,934,1157
520548,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,1,0,0,0,0,0,0,0,,3909,4364,5320,5726,4711,6779,8573,3839,2078,3911,,122,302,276,518,170,289,275,215,182,221
520614,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,107,417,418,142,69,2,0,0,0,12,,0,65,93,47,8,0,7,0,19,3
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,1271,806,471,390,336,316,764,424,104,199,,189,61,42,46,86,4,4,21,0,0
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",16,6,0,3,0,0,1,7,0,0,,60303,51037,48236,39018,30512,27763,26878,17642,12377,9940,,9066,10680,7793,8317,6212,6905,5937,5517,5319,6273
600541,"Unbleached or bleached warp knit fabrics of artificial fibres """"incl. those made on galloon ...""",0,0,0,0,1,13,7,0,0,0,,3148,2496,2880,2078,1643,1401,1386,684,497,488,,133,136,178,49,85,530,940,3693,3589,4238
551644,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",42,2,0,0,20,0,3,8,0,0,,2815,4038,2427,1866,2652,4587,2681,2145,2380,1413,,356,445,479,359,455,1300,1282,934,979,1345
551442,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,5007,5030,5053,4392,4622,5465,15345,24396,21942,31032,,83,100,101,92,62,92,70,61,44,58
551443,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,2,0,0,17,0,0,,690,329,286,435,717,773,1467,1118,1352,1517,,384,115,244,271,377,147,60,53,77,75
551613,"Woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different ...",39,22,25,15,0,1,1,2,5,0,,1701,857,677,524,471,632,865,721,555,553,,3064,2286,2130,2475,2276,2370,2799,2380,1951,1993
