Product code,Product label,Saudi Arabia's imports from Viet Nam-Value in 2012,Saudi Arabia's imports from Viet Nam-Value in 2013,Saudi Arabia's imports from Viet Nam-Value in 2014,Saudi Arabia's imports from Viet Nam-Value in 2015,Saudi Arabia's imports from Viet Nam-Value in 2016,Saudi Arabia's imports from Viet Nam-Value in 2017,Saudi Arabia's imports from Viet Nam-Value in 2018,Saudi Arabia's imports from Viet Nam-Value in 2019,Saudi Arabia's imports from Viet Nam-Value in 2020,Saudi Arabia's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
292145,"1-Naphthylamine """"alpha-naphthylamine"""", 2-naphthylamine """"beta-naphthylamine"""" and their ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1788,1341,2194,3332,1340,1160,1349,2457,3404,2230
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,26,46,90,26,459,0,6
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,4540,170,0,0,0,0,0,0,0
292521,"Chlordimeform """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,129,0,172,74,188,159,0,0,0,0
293220,Lactones,0,0,0,0,0,0,0,0,0,0,,0,1102,0,7,5,0,42,307,87,231,,115,209,213,309,598,870,1186,772,884,1127
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",0,0,0,0,0,0,0,0,0,0,,19,0,0,0,0,0,8,0,14,3,,261,163,172,216,975,809,1374,1448,1171,853
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,35,19,16,37,11,0,3
293500,Sulphonamides,0,0,0,0,0,0,0,0,0,0,,54,125,150,183,171,1585,0,0,0,,,21543,16177,30917,2934,3298,817,1791,2737,1323,539
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,10,0,,,0,0,0,0,0,0,0,0,0,792
300215,"Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,55,0,10,1937,,0,0,0,0,0,0,0,0,0,306772
611249,"Women's or girls' swimwear of textile materials, knitted or crocheted (excluding synthetic ...",0,0,0,0,0,0,13,0,0,0,,5945,6649,4517,2529,4279,18534,23893,36238,30720,1028,,408,606,48,606,1121,1613,511,457,187,348
620191,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",0,0,0,0,0,0,0,0,0,0,,9296,5666,6526,9077,6915,6359,4715,8693,5369,6086,,94,0,0,0,0,404,2302,3780,1581,7896
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",0,0,0,0,0,0,0,0,0,0,,2,3,1,32,46,206,55,86,27,121,,0,866,37,1117,125,398,129,259,114,49
610423,"Women's or girls' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",0,65,0,520,170,1900,809,2734,1494,0,,3940,4141,3782,5054,12257,15537,25864,31683,29508,4019,,14315,1974,943,9940,88799,88406,52501,97619,42752,11442
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,71,0,0,57,0,0,0,0,,2,99,91,259,407,414,534,1569,1761,854,,4014,4118,3106,2816,6923,7513,4693,7058,1441,2326
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,3,0,115,98,146,482,543,831,747,519,,2805,0,0,0,0,0,0,0,0,0
551430,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",59,0,0,0,0,0,0,0,0,0,,0,0,0,4,290,0,3,4,28,13,,1782,2280,181,432,63,209,131,26,28,14
551623,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,22,0,0,0,1,24,22,9,,5779,10108,5551,2711,286,508,610,356,99,450
550630,"Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,97,0,122,,,278,311,181,77,107,0,112,80,71,69
550911,Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,14284,13352,4963,11,3,22,6,66,44,22,,5977,3272,107,58,50,34,8,294,250,488
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,40,4,13,0,0,,,65,42,0,0,0,42,0,0,32,36
551020,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,81,0,0,,0,0,0,0,0,0,0,0,1,,,0,876,1550,93,72,55,88,1762,0,6
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",0,0,0,0,0,0,0,0,0,0,,464,1115,606,796,12279,22337,782,409,350,258,,0,0,30,53,46,19,9,332,0,14
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...",0,0,0,0,0,0,0,0,24,0,,259,282,0,459,10,61,12,29,35,298,,197,111,158,251,92,41,33,84,24,109
660110,Garden or similar umbrellas (excluding beach tents),0,0,0,0,0,0,7,0,0,0,,920,1555,673,1503,1251,1602,3604,1908,1672,3946,,1174,2069,1452,3027,12581,1908,1381,3399,1665,1701
680530,"Natural or artificial abrasive powder or grain, on a base of materials other than woven textile ...",0,0,0,0,0,66,0,0,3,0,,424,624,695,847,384,876,1206,2495,768,903,,4429,5668,6582,7061,5303,4761,4426,4255,4127,3470
680690,"Mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials ...",0,0,0,0,0,0,0,0,0,0,,2029,2242,1509,1375,1156,1593,2196,3192,2533,5721,,15345,24686,20793,16291,13145,16874,15673,12937,12800,7426
681510,"Articles of graphite or other carbon, incl. carbon fibres, for non-electrical purposes",0,0,0,0,0,0,0,0,5,0,,298,380,411,1458,5157,8580,18222,12915,12291,21866,,3252,2808,3467,3217,4823,6818,4922,6568,8027,7852
681599,"Articles of stone or of other mineral substances, n.e.s.",0,0,0,46,0,0,0,0,14,0,,6893,6053,7613,7232,6269,6440,7662,8330,12630,16532,,7063,5391,3777,3618,2398,3144,3611,3072,5033,9024
630120,"Blankets and travelling rugs of wool or fine animal hair (excluding electric, table covers, ...",33,0,0,0,172,0,0,64,0,0,,30,24,37,0,1,0,25,1,37,253,,3563,1006,2175,2108,3098,2592,2096,2546,1353,1334
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",0,30,0,0,0,0,9,0,0,0,,5633,11968,2320,19587,15080,9823,2217,1600,1668,1838,,73307,59500,64150,67953,66942,56449,53840,68173,24084,16861
630251,Table linen of cotton (excluding knitted or crocheted),0,0,0,0,0,0,0,0,61,0,,405,679,827,654,1380,1545,797,1237,756,1521,,1203,1481,2033,3298,4694,5671,4265,2311,1812,2901
700220,"Rods of glass, unworked",0,0,0,0,0,0,0,0,0,0,,4,0,0,0,5,7,11,38,10,,,0,0,0,3,7,13,28,10,0,37
700319,"Cast glass and rolled glass, in non-wired sheets, not otherwise worked (excluding glass coloured ...""",0,0,0,0,0,0,0,0,0,0,,2402,980,1074,795,15,661,1326,346,1172,19281,,4423,8979,2534,5335,6475,6514,578,762,218,2623
700529,"Float glass and surface ground and polished glass, in sheets, but not otherwise worked (excluding ...""",0,0,64,0,0,0,0,0,3,0,,14600,4088,7348,21139,11859,3846,3991,3249,1938,24462,,11495,10952,11545,10741,6342,8194,6145,12257,4257,10851
701110,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,64,611,1156,284,183,1,1,0,7,39,,554,446,718,273,557,95,228,774,1706,3149
701322,"Drinking glasses, stemware, of lead crystal",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,4,0,1,0,,,703,500,293,468,639,574,1363,1229,708,410
701610,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar ...",0,0,0,0,0,0,0,0,0,0,,1,1,4,3,30,0,0,195,1476,2263,,4666,8109,7663,9968,6082,5499,7423,5855,5120,7327
701720,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, having ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,25,,1260,1710,1693,1325,1215,1284,1420,841,935,1576
701820,Glass microspheres <= 1 mm in diameter,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,8,2,53,79,5,1,,630,413,1667,1767,663,753,844,713,748,653
710812,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excluding gold ...",0,0,0,0,0,0,0,0,0,0,,84662,74261,7186,1978,8,78,86,116,118,1545,,2258923,4471901,4626262,5084853,2162754,2547775,3137715,2330870,1165859,3683452
711031,"Rhodium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,103,,0,0,0,0,0,0,0,102,0,1
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,1,0,0,11,0,4,3,0,15,,,138,0,0,31,112,38,47,579,88,75
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,26,,593,1186,264,16,7120,4,1214,1228,418,24681
720249,"Ferro-chromium, containing by weight <= 4% of carbon",0,0,0,0,0,0,0,0,0,0,,212,386,23772,56877,12453,4946,1179,1914,896,1,,1982,1687,4012,2329,826,1451,1139,3506,1563,2334
720390,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,13,2,0,0,0,107,,210148,267319,164240,67579,64123,105206,318653,101013,281298,2775
720711,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",0,0,0,0,0,0,0,0,0,0,,12792,17564,38086,7444,3,4390,3844,123863,750139,1337445,,1460275,772626,438569,484309,347659,72253,13815,79871,213842,218364
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,2165,0,0,0,,16,32,122,0,1,1,1,0,15,5227,,145248,144352,37196,29955,22501,17867,11393,17685,7333,2967
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,194,71,0,0,0,0,0,,519,208,157,607,25,260,7361,5846,518,943,,175581,134598,154723,98619,65800,67228,79230,106677,39598,17540
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,134,479,526,544,2341,18288,68437,86287,75520,359157,,49004,40091,35653,52001,38815,27478,12079,14242,33062,41306
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,3659,3341,1566,907,290,244,292,37,848,3010,,2941,3394,361,922,89,176,95,687,58,2147
690890,"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ...",0,0,0,0,0,0,0,0,0,0,,92472,100403,99118,94033,86205,90163,0,0,0,,,339131,386038,365598,354608,250677,26,1474,131,0,0
731823,Rivets of iron or steel (excluding tubular and bifurcated rivets for particular uses),0,0,0,0,0,0,0,0,0,0,,260,135,217,462,420,530,771,744,1023,378,,6673,9325,4637,13888,2427,1764,1865,3079,5792,6934
732189,"Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of ...",0,0,0,0,0,0,0,0,0,0,,419,381,666,820,687,1481,1843,2130,4215,8832,,547,648,992,240,433,1277,532,683,143,347
732219,"Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...",0,0,0,0,0,0,0,0,0,0,,21,29,2,2,12,33,3705,5835,8476,17,,1048,2662,193,1800,5019,1133,439,773,2337,314
730711,Tube or pipe fittings of non-malleable cast iron,0,0,0,0,0,0,0,0,3,0,,1464,919,1421,548,660,910,1474,2150,3884,8375,,9991,12186,12035,20584,23102,39500,30397,37133,36604,144402
730722,"Threaded elbows, bends and sleeves of stainless steel (excluding cast products)",0,34,0,0,0,0,0,0,0,0,,4757,6787,8031,8006,8460,2437,1137,2555,12175,11017,,45281,37662,35261,30461,17958,15232,27316,24819,11955,12152
730820,"Towers and lattice masts, of iron or steel",0,93,82,0,0,0,0,0,0,0,,18054,52968,42846,47730,127050,97259,193212,286782,212701,285526,,34295,46025,58938,85585,85516,29718,15194,23106,23101,32160
730900,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material other than ...""",192,4871,221,458,0,0,3624,907,0,0,,17614,35065,34236,34303,30898,30627,33199,40389,33609,32631,,158870,218821,280325,197268,89619,64223,131389,81864,86994,71182
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",0,0,0,0,0,0,0,0,0,0,,3028,760,1135,943,872,351,339,420,774,380,,7959,5260,7194,7122,3226,3145,3287,3214,4302,2657
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",0,0,0,0,0,0,0,0,0,0,,290,315,608,982,1029,663,2035,2663,18982,38843,,2023,1458,1803,1818,1527,866,987,3997,2638,4151
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",0,0,118,45,0,0,104,24,0,0,,302,427,697,997,452,1567,4960,12041,19429,43721,,2219,1591,1580,2909,1508,1606,2235,1328,2575,1319
731450,"Expanded metal, of iron or steel",0,0,0,0,0,990,50,0,0,0,,3610,4136,5327,4738,5061,6325,8342,15840,28257,8562,,7758,5968,3683,2839,2725,2119,2489,1671,6724,2037
731519,"Parts of articulated link chain, of iron or steel",0,0,0,0,0,0,0,0,0,0,,1457,1853,1976,1809,895,1683,1337,1339,1442,1876,,435,1237,549,953,718,695,449,990,2512,3515
731582,"Welded link chain of iron or steel (excluding articulated link chain, skid chain and stud-link ...",0,0,0,0,0,0,0,0,0,0,,1,1,2,21,0,95,105,0,6,127,,1743,1855,1632,1696,1389,1500,2095,2030,2378,2911
721113,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed ...""",0,0,0,0,0,0,0,0,0,0,,74,597,154,6,6,36,262,3,2,166,,33,0,0,529,2463,3386,1501,2138,296,184
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",41,0,0,0,0,0,0,112,0,0,,306,3,33,16,8,25,11,14,51,2350,,5021,297,176,70,709,255,422,1525,1035,789
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,13101,7772,8116,10609,6068,6281,19446,21926,11394,55619,,585,6097,892,5493,11546,3928,3418,5483,2278,1115
721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,14,14,51,0,183,,417,1201,0,1951,366,183,1244,420,138,45
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",0,0,0,0,0,0,0,0,0,0,,5150,5674,5364,2241,2092,2333,3015,1539,779,2751,,5951,3434,3222,3442,2438,755,928,6385,1199,938
721633,"H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,2149,1045,357,5592,94158,122153,145251,123324,114125,124620,,163732,128120,61192,58392,56235,38188,33902,43695,27024,12785
721669,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed ...",0,0,0,0,0,147,0,0,0,0,,1417,3867,4104,1890,1572,1860,900,1219,807,2129,,9707,8731,10271,22081,3130,1912,1679,7094,3614,741
721891,"Semi-finished products of stainless steel, of rectangular """"other than square"""" cross-section""""",0,0,0,0,0,0,0,0,0,0,,0,1,3,5,1,650,267,96,4,,,1351,253,618,1347,522,716,369,396,3456,9342
721911,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,9,12,0,6,1,22,5,8,4,1372,,6105,3499,3490,1662,767,651,804,926,552,180
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,1492,7448,3116,1869,2600,9965,23294,24619,18466,25204,,6132,13014,11017,4107,1801,2014,2663,3536,1586,556
722100,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,74,62,0,55,0,23,682,321,405,4416,,1335,5628,1028,1032,344,5794,8893,832,368,318
722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excluding ...",0,0,0,0,0,0,0,0,0,0,,275,163,28,100,79,61,74,69,140,3437,,34332,39953,15177,13123,4519,6806,4859,4278,3803,818
722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or ...",0,0,0,0,0,0,0,0,0,0,,2768,4661,9825,7709,7942,8178,8722,6741,7379,2130,,53858,31176,34670,11429,3365,2798,2434,3516,1697,2337
722490,Semi-finished products of alloy steel other than stainless,0,0,0,0,0,0,0,0,0,0,,273,406,21,1115,1251,2628,4023,4415,7515,88588,,1881,2391,1777,3067,856,1114,795,722,41,97
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,1,2,4,3,4,3,1,0,,,0,31,0,408,3,1,0,0,11,4
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",0,0,0,0,0,0,0,0,0,0,,25,0,62,1244,84,31,58,88,543,298,,0,0,53,77,177,36,37,121,39,46
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,30,0,51,7,17,1102,899,4062,160,37
722830,"Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,639,167,155,877,500,1765,6811,7851,5634,6040,,15215,9369,11702,8200,8997,6192,5491,7350,3541,3062
730441,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",0,0,0,0,0,0,0,358,0,0,,27,856,3412,9411,4805,215,57,34,151,373,,11741,25133,11257,12015,24332,18624,24187,35976,17796,25644
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",0,0,0,0,0,0,0,0,0,0,,25168,10203,14390,23481,23623,14332,38455,43093,145603,304502,,260272,793453,1401333,738467,558968,886084,810340,818530,755452,1303937
740829,"Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] ...",0,0,0,0,0,0,0,0,0,0,,481,380,2054,3749,2733,2985,3057,6755,3206,3027,,3359,4565,7969,5321,4498,5309,8549,2973,561,383
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",0,0,0,0,0,0,0,0,0,0,,140,106,96,16,377,125,571,466,282,992,,33681,41466,32594,23416,19890,14073,8654,9200,7367,9844
740931,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,15,0,1,7,26,9,35,1043,5423,2705,,5227,4273,2490,565,637,1240,209,500,760,595
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",0,0,0,0,0,0,4,0,0,0,,186,11,996,245,690,464,1000,5807,11820,8150,,82837,64408,54303,60634,24057,28903,34120,21068,24573,22640
741910,"Chain and parts thereof, of copper (excluding watch chains, necklace chains and the like)",0,0,0,0,0,0,0,0,0,0,,65,2,0,11,16,6,2,16,1,1452,,143,106,109,249,270,179,170,407,1023,648
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",0,0,0,0,0,0,0,0,0,0,,347,401,1025,1862,2909,3326,3615,2494,2134,608,,1403,1645,5681,3786,6886,4005,2078,2340,2695,7158
750512,"Bars, rods, profiles and wire, of nickel alloys, n.e.s. (excluding electrically insulated products)",0,0,0,0,0,0,0,0,0,0,,0,0,33,2,0,2,1,6,97,10,,1049,843,692,1396,1231,2204,4732,5300,3041,3971
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",0,0,0,0,0,0,1086,4520,332,0,,29000,43941,50601,71899,61319,43935,52053,53607,51075,57329,,161,100,223,29099,18397,37850,110071,136415,167536,117781
760720,"Aluminium foil, backed, of a thickness (excluding any backing) of <= 0,2 mm (excluding stamping ...",0,0,0,0,0,0,0,0,0,0,,3922,6821,7939,8406,9355,7131,7723,10915,14801,11896,,69204,56470,63305,72078,67017,56475,50524,62352,59526,55153
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",0,28,0,0,0,0,0,0,0,0,,3527,3713,3610,55285,61772,47193,38852,45873,47814,65037,,36170,19118,51156,35795,18357,22193,55375,87454,46423,25580
761100,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",0,0,0,0,0,0,0,0,5,0,,61,7,6,4,626,137,85,82,113,1176,,6576,8781,8794,5265,3705,3143,2656,2602,1779,2461
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",0,0,0,0,0,0,0,0,0,0,,75,335,30,920,133,0,1,1,26,4,,3266,11180,2037,7872,873,508,1259,3133,4178,1359
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",0,0,0,0,0,0,0,0,0,0,,114,0,0,0,185,614,3,17,42,299,,121563,134574,144260,141478,114193,151209,151958,108963,103089,120796
790390,"Zinc powders and flakes (excluding grains of zinc, and spangles of heading 8308, and zinc dust)",0,0,0,0,0,0,0,537,0,0,,24,0,0,0,940,4053,3623,3138,1655,2364,,1065,1358,695,1221,552,215,690,2405,2622,2928
790500,"Zinc plates, sheets, strip and foil",0,0,0,0,0,0,0,0,0,0,,2063,1450,1446,1480,0,0,0,1,2,434,,3011,2481,3356,7507,2027,1769,619,552,1424,2180
810110,Tungsten powders,0,0,0,0,0,0,0,0,0,0,,5084,7006,6041,2593,3441,2778,726,1241,852,1860,,8120,5367,9015,4499,13,5892,662,2353,576,3196
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",0,0,0,0,0,0,0,0,0,0,,15,0,130,0,0,69,0,0,0,1,,0,114,320,36,132,53,19,24,4115,3083
810297,Molybdenum waste and scrap (excluding ash and residues containing molybdenum),0,0,0,0,0,0,0,0,0,0,,0,0,13,8,0,3,0,18,33,20,,0,0,0,0,0,0,0,6,0,0
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,726,998,6770,6293,7991,1112,15993,16266,12793,28331
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",0,0,0,0,0,0,0,0,0,0,,329,471,1248,640,2659,3587,3264,3244,3968,10900,,43,185,132,845,319,407,292,339,503,949
732421,"Baths of cast iron, whether or not enamelled",0,0,0,0,0,0,0,0,0,0,,127,0,0,7,0,0,0,17,0,,,682,1330,1207,547,510,191,1482,1048,475,317
732599,"Cast articles of iron or steel, n.e.s. (excluding articles of non-malleable cast iron, and ...",0,0,0,0,0,0,0,0,0,0,,10312,10366,12311,13900,14502,18587,23432,24835,22238,20301,,17182,27502,26070,32206,13737,9806,11698,13785,13316,21814
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",0,0,0,0,0,0,0,0,0,0,,91,11,0,20,224,5492,4153,783,298,3,,7433,5547,5670,12659,4709,2490,4489,6148,7855,7687
830220,Castors with mountings of base metal,0,0,0,0,0,0,0,0,56,0,,1115,3589,5860,5094,1348,4228,6196,5826,7708,4587,,7863,7974,8161,10955,7295,7181,6940,7521,13348,14908
820730,"Interchangeable tools for pressing, stamping or punching",0,0,0,0,0,0,11,0,0,0,,193,827,12010,17509,16002,25479,24856,20648,20442,23323,,3668,3984,7074,6677,4069,4961,5075,5186,7543,8476
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,31,709,81,590,179,264,27,334,33,16
830610,"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments)",0,0,0,0,0,0,0,0,10,0,,55,87,31,27,38,50,97,73,80,219,,79,178,436,359,405,275,354,274,1565,788
830710,"Flexible tubing of iron or steel, with or without fittings",0,0,0,0,0,0,0,4,0,0,,2601,4070,3584,4773,5731,6629,13898,17652,15072,32218,,21442,23293,46232,45525,12603,23687,36090,26327,16462,76921
841013,"Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,,,330,306,3862,80,2607,0,12727,6,31,26
841121,Turbopropellers of a power <= 1.100 kW,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,5,8,2,1,,,487,130,31,1025,23967,297,17115,281,510,343
841182,Gas turbines of a power > 5.000 kW (excluding turbojets and turbopropellers),0,0,0,0,0,0,0,0,0,0,,0,0,1050,0,20,3,1090,5828,1741,,,543393,393320,141064,251642,122837,30794,29239,3863,32381,80040
841239,Pneumatic power engines and motors (excluding linear acting),73,0,0,0,0,0,0,0,10,0,,45,22,199,13,118,71,14,194,54,236,,2892,5721,7754,6202,4742,6640,6321,6486,4461,9394
