Product code,Product label,Japan's imports from Saudi Arabia-Value in 2012,Japan's imports from Saudi Arabia-Value in 2013,Japan's imports from Saudi Arabia-Value in 2014,Japan's imports from Saudi Arabia-Value in 2015,Japan's imports from Saudi Arabia-Value in 2016,Japan's imports from Saudi Arabia-Value in 2017,Japan's imports from Saudi Arabia-Value in 2018,Japan's imports from Saudi Arabia-Value in 2019,Japan's imports from Saudi Arabia-Value in 2020,Japan's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
950720,"Fish-hooks, whether or not snelled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,6,0,0,0,0,,26997,29181,30436,27490,28722,45521,70291,89414,92049,128852
950790,"Line fishing tackle n.e.s; fish landing nets, butterfly nets and similar nets; decoys and similar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,21,24,12,115,0,0,0,,97869,110334,108304,101542,121469,111464,106023,98336,105838,126015
960820,Felt-tipped and other porous-tipped pens and markers,0,0,0,0,0,0,0,0,0,0,,0,0,0,43,305,85,72,0,0,0,,41413,41722,41001,37196,37519,36287,41226,44210,38901,39628
960860,"Refills for ball-point pens, comprising the ball-point and ink-reservoir",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,8,0,0,0,0,0,,2719,2381,2190,1824,1993,4626,5399,3369,2924,3927
961310,"Pocket lighters, gas fuelled, non-refillable",0,0,0,0,0,0,0,0,0,0,,206,0,0,0,21,439,0,0,0,0,,85170,76761,77108,67530,62741,46733,48020,44204,37734,35489
970300,"Original sculptures and statuary, in any material",0,0,0,0,0,0,0,0,0,0,,15921,3811,0,15,44,66253,27,0,0,0,,12253,34212,37941,51102,105934,46467,62835,61060,46827,66263
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",0,0,0,0,0,0,0,0,0,0,,1703,2026,905,398,683,6460,15876,8243,5700,6267,,10701,8605,7601,7134,6361,7983,7601,7842,8145,7563
721923,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,12,0,0,3,0,,547,342,250,295,474,1270,2274,4002,1718,1441
721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,3225,1962,2231,3170,3570,3337,3382,1360,162,39,,4379,3447,7495,6987,6883,6943,7927,10748,12334,9612
722240,"Angles, shapes and sections of stainless steel, n.e.s.",0,0,0,0,0,0,0,0,0,0,,4511,4026,4998,936,1113,1417,1034,671,13667,40477,,5652,2965,3372,3187,4278,3642,5008,3401,4605,2443
722599,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,698,2208,3803,3098,2665,1825,1078,2186,1361,,603,1167,1797,1152,1601,3019,2610,2373,1260,2186
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,197,0,83,185,115,211,333,220,169,0,,903,728,581,417,1072,708,958,1626,25122,57761
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,8556,2833,1513,327,0,0,0,0,0,0,,460,704,1369,1812,705,1304,2693,5829,6416,7333
730290,"Sleepers """"cross-ties"""", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates ...""",0,0,0,0,0,0,0,0,0,0,,9473,4306,2627,980,6138,18859,45692,13011,9397,13892,,8444,7084,6095,6106,6722,5714,8300,7502,6732,5658
730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",0,0,0,0,0,0,0,0,0,0,,301,1578,5551,9212,2738,3258,968,10711,2172,85957,,218,584,396,1093,393,624,2721,1538,1214,4087
730531,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",0,0,0,0,0,577,545,0,0,0,,96010,29893,2464,8482,31971,10602,13347,1578,2480,7730,,2313,2391,6878,3099,2833,2908,3027,4821,4976,4395
730611,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of stainless ...",0,0,0,0,0,0,0,0,0,0,,63,838,63,201,70,223,14,280,9132,1020,,476,17,207,61,282,98,473,1324,1095,3743
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,703,2132,2489,4383,3964,1141,1834,2611,401,679,,42,8,44,18,95,2446,2796,16,4,126
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,287,100,30,534,4336,29,73,0,0,0,,369,307,363,307,405,267,248,246,172,242
731021,"Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping ...",0,0,0,0,0,0,0,0,0,0,,47125,46330,32997,31157,36633,29984,54019,32298,32874,32782,,9047,8333,7069,4484,5445,5678,7911,5998,3938,3331
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",0,0,0,0,0,0,0,0,0,0,,840,809,1048,1226,2242,1865,7614,4378,2012,18485,,121309,127514,109643,93000,90209,101703,117922,115108,102480,123263
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",0,0,0,0,0,0,0,0,0,0,,0,0,0,28,126,26,12,0,0,170,,43670,45936,45551,41513,40506,46324,43434,44406,39437,45666
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",0,0,0,0,0,0,0,0,0,0,,2435,99,0,559,47,78,3,29,27,139,,1984,2028,2510,2362,2641,2050,2012,1794,2023,1796
732182,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,173,37,1,26,0,0,0,,24862,19259,8603,5366,4248,2790,2775,3174,4604,9173
732392,"Table, kitchen or other household articles, and parts thereof, of cast iron, enamelled (excluding ...",0,0,0,0,0,0,0,0,0,0,,53,0,35,184,83,53,31,0,0,0,,23304,28186,29955,19882,28832,33047,23642,22698,21963,28809
732510,"Articles of non-malleable cast iron, n.e.s.",0,0,0,0,0,0,0,0,0,0,,743,499,121,313,1014,821,1762,1868,5706,253,,110952,106165,78379,67026,71332,72818,79762,81237,69107,75517
740321,"Copper-zinc base alloys """"brass"""" unwrought""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,,3260,3232,2098,1258,1006,1205,1468,1376,1020,1812
740710,"Bars, rods and profiles, of refined copper, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1713,0,0,103,4610,22355,16878,3189,5224,3884,,31027,31117,33071,53242,53589,62006,78638,66822,64750,95224
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,0,187,159,5045,174,308,0,0,0,0,,71571,77606,91717,50847,40231,65609,76141,66347,49105,120179
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,42,0,81,0,0,0,0,,147726,151832,179865,144658,153574,223657,254017,221110,190664,303686
741022,"Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,615,500,590,229,199,8212,10783,4725,7912,13553
741110,Tubes and pipes of refined copper,0,0,0,0,0,0,0,0,0,0,,106,132,62,117,155,411,378,54,10,0,,169959,172473,160345,107726,84091,120716,148905,158816,117450,186238
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",0,0,0,0,0,0,0,0,0,0,,0,145,0,371,472,397,105,1185,2506,5366,,21952,21463,21943,11500,12405,14961,20078,23342,24255,30342
741521,"Washers, """"incl. spring washers and spring lock washers"""", of copper""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,,1550,2115,2079,1855,1022,1506,1739,1446,1571,2467
750120,Nickel oxide sinters and other intermediate products of nickel metallurgy (excluding nickel ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,348832,347502,673776,630735,417982,567082,685985,634908,576454,751075
750521,Wire of non-alloy nickel (excluding electrically insulated products),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,0,0,0,,1922,941,1474,1239,939,745,888,991,797,862
750810,"Cloth, grill, netting and fencing, of nickel wire",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,1,3,0,0,0,125,,2675,3992,3672,3687,3903,3540,4903,4648,4904,4140
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...",0,0,0,0,0,0,0,0,0,0,,259,174,37,62,1512,820,1420,3031,1412,1209,,50048,47209,51634,47808,48610,48351,53433,51415,50388,50327
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",0,0,0,0,0,0,0,0,0,0,,57934,43561,57226,67904,68335,73420,50283,41748,41600,27843,,72908,66295,65659,54843,56120,56006,50643,46717,45383,43216
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,15,149,162,60,41,96,,3056,3343,3196,6092,6466,6627,8462,9714,11339,11931
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,0,0,0,0,0,0,0,0,0,,166,51,0,1,0,0,0,0,0,0,,2959,2054,2099,1622,1838,1650,1383,962,790,775
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",0,0,0,0,0,0,0,0,0,0,,72,0,0,58,62,39,28,64,176,66,,53651,35753,38568,37136,38908,46409,52987,37288,30617,39462
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,3,0,0,0,0,0,,759,647,1313,2128,1793,1464,2063,698,539,757
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,60,5,15,5,0,0,0,,4383,4540,3704,3317,2938,2662,2570,2750,2406,3757
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",0,0,0,0,0,0,0,0,0,0,,32084,12979,37,2,42,41,178,0,0,0,,105731,77264,1682,2600,2314,2828,4455,3414,2616,3514
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,,839,288,368,237,121,177,161,136,99,198
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,356,221,288,226,213,185,134,144,72,85
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,130,27,0,0,0,0,0,,35223,28890,47963,67658,62745,0,0,0,0,0
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",0,0,0,0,0,0,0,0,0,0,,27,27,39,7,29,4,21,0,0,0,,16715,12492,13456,12857,12061,9815,11157,11199,12159,10623
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,396,1431,1238,957,1600
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,0,0,0,0,0,0,0,0,0,0,,787,617,2864,2893,2094,1022,543,745,4372,399,,10509,11812,11963,13012,14465,15076,15748,13510,15356,15669
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",0,0,0,0,0,0,0,0,0,0,,169,49,283,493,306,290,810,130,172,419,,37,33,8,5,0,89,29,8,2,14
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11,0,0,0,0,,7304,7482,7445,7019,6969,6769,6804,6860,4793,5347
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,0,0,0,0,0,0,0,0,0,0,,4821,4697,5024,246,582,448,32,63,55,52,,502302,466933,458496,419301,429456,433748,442765,431106,360278,391390
382313,"Tall oil fatty acids, industrial",0,0,0,0,0,0,0,0,0,0,,0,0,0,187,0,62,54,98,0,180,,3817,4000,4077,2803,3400,3352,4950,2594,3179,4916
382460,Sorbitol (excluding D-glucitol [sorbitol]),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2306,2550,3105,2145,2292,2102,1480,2031,1643,1685
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",0,0,0,0,0,0,0,0,0,0,,4406,5889,840,2799,2107,11107,12113,139,98,0,,8,9,32,12,8,14,4,14,145,113
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,309,895,0,0,0,,72,62,16,0,0,0,0,0,0,0
382486,"Mixtures and preparations containing pentachlorobenzene """"ISO"""" or hexachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,78,46,0,0,0
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",0,0,0,0,0,0,0,0,0,0,,25442,28306,19860,929,859,2273,109460,449748,474398,503245,,86705,86784,76184,60762,72930,0,0,0,0,0
390950,"Polyurethanes, in primary forms",0,0,0,0,0,0,0,0,0,0,,4227,5513,8135,8955,9644,21367,16621,11231,4006,2648,,54342,54429,55504,53367,55800,59213,65039,60549,54299,66219
391231,"Carboxymethylcellulose and its salts, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,210,824,292,0,0,138,,7073,8454,10048,9508,12059,12739,12868,14843,15115,23414
391739,"Flexible tubes, pipes and hoses, of plastics, reinforced or otherwise combined with other materials ...",0,0,0,0,0,0,0,0,0,0,,22615,9240,14168,14259,11780,9726,7624,9638,6524,6867,,49651,44799,49243,46597,46109,47830,64939,68323,59937,71326
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, ...",73,788,0,0,0,0,0,0,0,0,,70281,84245,35495,22262,20690,2927,1097,1454,3037,3120,,28673,20033,17059,12676,10316,11304,10983,10049,10502,13015
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",0,0,0,0,0,0,0,0,0,0,,3371,4786,3717,4237,2469,107,0,170,70,307,,2912,1783,2464,1064,877,997,1433,1414,753,1287
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,18,0,0,0,0,,3775,3134,3142,2331,2586,2565,2278,1813,1654,1376
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",0,0,0,0,0,0,0,0,0,0,,17257,24677,24267,29118,12833,4814,3792,1383,1442,3316,,356574,370507,348311,315962,311303,331086,336645,325960,338427,361740
400110,"Natural rubber latex, whether or not prevulcanised",0,0,0,0,0,0,0,0,0,0,,2552,348,62,235,43,22,12,432,0,1,,96587,50516,38333,10291,9641,13431,10678,8744,7958,10424
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,0,0,0,0,0,,2599,537,0,667,29,14,427,151,237,0,,375,271,290,266,360,396,475,614,460,763
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",0,0,0,0,0,0,0,0,0,0,,55825,35198,28525,27388,93723,150059,161416,136198,100166,174038,,23616,11773,10070,8372,6881,7240,7825,7799,8128,6919
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,0,0,0,0,0,0,0,0,0,,681,5884,4866,2427,4820,8271,4129,890,1094,5452,,2505,1567,2110,1113,843,960,1159,1155,1380,1041
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",0,0,0,0,0,0,0,7,0,0,,2147,3933,59398,63465,59141,56686,54659,52139,36634,72464,,218724,234193,177156,148894,162949,163156,180742,191648,196751,219644
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",0,0,0,0,0,0,0,0,0,0,,0,482,3384,3370,3308,8890,12390,17550,16895,24498,,45867,43574,43737,33480,33576,33334,35982,35972,32937,35984
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",0,0,0,0,0,0,0,0,0,0,,7098,13471,9027,7361,2276,2151,3594,1523,767,805,,2078,2131,2517,1631,1843,2206,2592,3207,2887,3048
400811,"Plates, sheets and strip of cellular rubber",0,0,0,9,0,0,0,0,0,0,,761,306,0,330,72,1652,9016,298,25,162,,9479,7872,10216,9240,9073,9580,11762,14943,8825,9104
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,0,0,0,0,0,0,,0,37,0,30,8,9,40,0,0,15,,19242,16726,14515,11022,15890,14257,14064,13040,8566,10911
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,19,22,19,0,0,,4135,9643,22807,21522,3658,1236,1277,1022,880,982
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,3,0,0,0,0,0,11,0,2,0,,28752,41407,28202,40312,25691,8790,8515,0,143,1,,3081488,3005935,2751021,2259561,2266728,2661957,2790168,2895335,2213315,2400029
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",0,0,0,0,0,0,0,0,0,0,,1599,135,109,348,1674,2989,6803,13,0,0,,1367,2320,1649,1905,2433,2289,1531,2257,2362,1639
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1762,914,1364,3958,1790,3204,1930,367,36,178,,66688,71932,72697,73091,77170,78975,74684,81912,82923,82695
847979,Passenger boarding bridges (excluding of a kind used in airports),0,0,0,0,0,0,0,0,0,0,,0,0,0,46,90,782,1881,3,0,0,,0,5,162,11,4,0,296,5,124,3873
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",0,5,11,2,12,0,0,0,3,0,,809,2765,4815,7023,14994,14595,10522,7731,459,4229,,562493,544971,603759,563126,589257,627001,708174,690403,627943,724600
848630,Machines and apparatus for the manufacture of flat panel displays,0,0,0,0,0,0,0,0,0,0,,0,0,43,5,200,5,0,0,8,0,,32488,27553,25390,91360,59632,152092,89654,104995,26050,23601
848640,Machines and apparatus specified in Note?9 C to chapter 84,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,9,0,0,0,,76402,93441,122774,136175,165671,369573,621243,322193,440075,415671
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),0,0,0,0,0,0,0,0,0,0,,10873,2935,3363,1729,615,1472,324,2084,0,0,,1645,1054,207,943,410,497,942,1161,953,663
850161,"AC generators """"alternators"""", of an output <= 75 kVA (excl. photovoltaic generators)""""",0,0,0,0,0,0,0,0,0,0,,877,3567,485,9411,1321,3972,2019,480,12,130,,38233,38979,31919,21705,21582,24349,25335,26092,25275,22830
850163,"AC generators """"alternators"""", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic  ...""",0,0,0,0,0,0,0,0,0,0,,1606,886,672,2122,340,338,573,14,75,57,,8926,3978,5181,3033,2353,3100,2805,2384,2517,3301
850211,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,0,0,0,0,,2065,1167,1160,1792,1779,1155,14511,255,333,0,,5466,5184,3792,4741,9116,6869,5258,5876,4458,6565
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",0,0,0,0,0,0,0,0,0,0,,13222,1513,1002,3482,1310,7704,8729,7519,2860,24299,,7435,7687,22356,11291,4079,12968,13893,19598,21942,22202
850511,Permanent magnets of metal and articles intended to become permanent magnets after magnetization ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,1078,1518,636,1113,530,0,,455075,298707,326617,277373,290823,353121,378970,384306,368536,557222
850740,Nickel-iron accumulators (excluding spent),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,,10,105,7,6,12,50,8,0,12,16
851110,Sparking plugs of a kind used for spark-ignition or compression-ignition internal combustion ...,0,0,0,0,0,0,0,0,0,0,,31,0,0,411,35,21,223,0,0,0,,8897,9657,8341,7828,8423,11392,12254,11658,11870,13040
851120,"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition ...",0,0,0,0,0,0,0,0,0,0,,38,50,0,190,8,10,0,145,0,0,,269,258,310,248,428,622,904,2594,2153,2348
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",0,0,0,0,0,0,0,0,0,0,,32,209,32,3297,174,243,2750,145,4,0,,130381,126981,143205,142705,127945,123125,130562,146077,126569,170974
851519,Brazing or soldering machines (excluding soldering irons and guns),0,0,0,0,0,0,0,0,0,0,,0,224,148,64,719,2023,878,0,0,0,,7841,6828,8765,8280,7661,9553,15544,12008,6920,6703
851531,"Fully or partly automatic machines for arc welding of metals, incl. plasma arc welding",0,0,0,0,0,0,0,0,0,0,,212,128,811,605,482,363,2777,0,0,0,,34236,34333,41988,44004,41069,41417,43810,44412,28427,14719
851632,Electro-thermic hairdressing apparatus (excluding hairdryers),0,0,0,0,0,0,0,0,0,0,,559,146,292,262,173,267,148,0,0,0,,89425,91806,85996,98248,103273,115005,122310,154759,119871,155390
851672,"Electric toasters, for domestic use",0,0,0,0,0,0,0,0,0,0,,117,100,39,77,278,42,26,0,0,0,,82986,70881,72787,61994,68283,86657,88354,88847,103096,124374
851711,Line telephone sets with cordless handsets,0,0,0,0,0,0,0,0,0,0,,0,1830,168,20,423,238,44,0,0,0,,83780,75614,76070,51775,48630,52746,49019,42563,44330,32756
851810,Microphones and stands therefor (excluding cordless microphones with built-in transmitter),0,0,0,0,0,0,0,0,0,0,,45,465,50,76,220,127,202,0,0,0,,92560,91930,84657,87121,86180,95217,111333,108342,127547,144052
851930,"Turntables """"record-decks""""""""",0,0,0,0,0,0,0,0,0,0,,1782,0,0,50,104,0,73,0,0,0,,2901,3032,3549,4815,5834,6441,6047,6433,5667,7823
