Product code,Product label,"Singapore's imports from Taipei, Chinese-Value in 2012","Singapore's imports from Taipei, Chinese-Value in 2013","Singapore's imports from Taipei, Chinese-Value in 2014","Singapore's imports from Taipei, Chinese-Value in 2015","Singapore's imports from Taipei, Chinese-Value in 2016","Singapore's imports from Taipei, Chinese-Value in 2017","Singapore's imports from Taipei, Chinese-Value in 2018","Singapore's imports from Taipei, Chinese-Value in 2019","Singapore's imports from Taipei, Chinese-Value in 2020","Singapore's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
240391,"Tobacco, """"homogenised"""" or """"reconstituted"""" from finely-chopped tobacco leaves, tobacco ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,59,1,26,2348,0,,0,0,0,0,0,0,100,278,0,0
251720,"Macadam of slag, dross or similar industrial waste, whether or not incorporating pebbles, gravel, ...",0,0,0,0,0,0,0,0,0,0,,3,12,0,0,244,11,0,0,0,0,,92,31,1,0,0,0,0,0,0,0
252520,Mica powder,0,0,0,1,0,0,0,0,0,0,,1130,1101,835,812,883,688,842,738,249,253,,2162,827,885,736,627,505,467,387,337,290
252922,Fluorspar containing by weight > 97% calcium fluoride,0,0,0,0,0,0,0,0,0,0,,91,34,14,16,136,163,10,17,17,31,,0,0,0,0,0,0,1,0,0,0
282731,Magnesium chloride,0,0,0,0,229,519,28,0,0,0,,17,9,43,21,26,3,25,23,30,47,,624,470,634,324,850,8608,10077,11508,10777,10047
283330,Alums,286,0,0,0,0,0,0,0,0,0,,3963,2516,2084,1634,1983,1598,1886,1417,472,559,,1782,278,55,17,17,23,50,11,12,8
282120,Earth colours containing >= 70% by weight of combined iron evaluated as Fe2O3,0,0,0,0,0,0,0,0,0,0,,12,21,3,4,7,11,5,1,4,6,,4,73,188,113,43,0,6,11,6,17
282200,Cobalt oxides and hydroxides; commercial cobalt oxides,0,0,0,0,1,0,0,0,0,0,,9842,11566,10511,8939,7370,13237,26854,8925,10253,26639,,3626,1972,2961,2099,3018,2820,3473,1971,1693,2232
282520,Lithium oxide and hydroxide,0,0,0,0,0,0,0,0,0,0,,24,1,3,290,4,0,2,128,0,9,,2013,1306,949,1040,3801,5531,9049,5647,2875,6350
284030,"Peroxoborates """"perborates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,38,73,83,58,68,49,36,37,11,8
284130,Sodium dichromate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,0,0,0,,185,137,57,125,115,48,165,71,71,99
285290,"Compounds, inorganic or organic, of mercury, not chemically defined (excluding amalgams)",23,20,4,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,,117,432,440,115,89,130,206,108,248,1590
285300,"Inorganic and organic compounds, incl. distilled or conductivity water and water of similar ...",0,0,1,32,4,30,0,0,0,0,,10087,2395,2391,2393,1860,78,0,0,0,0,,9448,10772,10487,9361,10682,20292,0,0,0,0
200891,"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,407,435,315,295,298,170,87,81,46,70
230210,"Bran, sharps and other residues of maize """"corn"""", whether or not in the form of pellets, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,3248,1919,1823,1739,453,706,2604,9492,7994,9305
230250,"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, ...",0,0,0,0,0,0,0,0,0,0,,17,39,328,346,378,366,364,299,980,2868,,0,0,0,0,0,0,0,0,25,1
230500,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,1,2,4,1,0,0,0,0,0,0,,0,0,0,0,0,0,11,2,0,0
230649,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,95,50,0,0,0,0,0,0,0,0
230690,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,4,6,0,2,0,0,,37,46,74,202,314,194,50,181,464,623,,160,245,379,488,315,143,85,16,129,89
160552,"Scallops, incl. queen scallops, prepared or preserved (excluding smoked)",181,327,233,219,309,166,126,9,0,0,,0,8,310,120,521,279,113,99,85,113,,13021,21598,40465,43326,25984,22206,14522,10430,5724,4843
170219,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",5,0,0,0,0,0,0,0,1,0,,520,423,339,440,404,565,451,293,450,848,,8988,11490,1739,3959,2967,3140,3729,2944,532,633
110510,"Flour, meal and powder of potatoes",9,1,1,0,0,0,0,0,2,0,,59,60,61,36,52,70,87,91,132,141,,126,132,189,459,537,290,117,177,159,444
110520,"Flakes, granules and pellets of potatoes",0,0,0,0,0,0,0,0,0,0,,80,2,2,5,5,2,5,1,5,0,,683,528,470,349,444,544,576,874,738,1573
121291,"Sugar beet, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,413,498,507,554,452,443,341,332,368,308
160239,"Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus ...",0,0,0,0,0,0,0,0,0,0,,190,167,192,77,65,97,152,125,211,456,,1835,2086,2726,2182,2704,2677,3177,2676,2694,3139
160242,"Prepared or preserved shoulders and cuts thereof, of swine",0,0,0,0,0,0,0,0,0,0,,210,158,148,135,92,58,74,51,51,34,,85,80,162,127,132,173,190,156,171,111
160250,"Prepared or preserved meat or offal of bovine animals (excluding sausages and similar products, ...",174,273,131,0,0,0,25,74,24,0,,1346,1483,1675,1425,1319,1117,1918,2998,4835,6813,,22923,22535,22752,21047,19655,19734,21071,22451,24578,32988
150290,"Fats of bovine animals, sheep or goats (excluding tallow, oleostearin and oleo-oil)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,131,134,148,108,179,136,205,262,477562,604335
150420,"Fats and oils of fish and their fractions, whether or not refined (excluding liver oils and ...",2,0,8,197,143,1,0,0,0,0,,99,25,62,114,454,84,98,61,4,0,,1917,1687,1689,4735,2335,1121,1876,2546,2827,4739
150500,"Wool grease and fatty substances derived therefrom, incl. lanolin",0,0,0,0,0,0,0,0,0,0,,1776,947,956,956,848,648,296,601,434,166,,14396,15001,12281,7034,6082,7447,4175,2588,17,46
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...",0,0,3,0,2,0,0,0,0,0,,444,363,364,2,3,0,1,0,0,6,,167,285,379,510,700,702,870,931,809,1436
151221,Crude cotton-seed oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
151311,Crude coconut oil,0,0,0,0,0,0,0,0,0,0,,0,2,6,43,17,10,80,11,7,4,,9018,4474,9384,6590,6942,7356,6643,3781,4749,6737
151499,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""", ...""",0,0,0,0,0,0,0,0,0,0,,619,534,33,33,27,26,21,42,168,128,,18197,15967,12913,9244,7294,10628,11341,12255,11275,14529
100210,Rye seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,18,0,3
110311,Groats and meal of wheat,0,0,0,0,0,1,0,0,0,0,,9,24,18,44,12,16,16,14,7,5,,136,108,161,119,191,253,189,180,312,340
90611,"Cinnamon """"Cinnamomum zeylanicum Blume"""" (excluding crushed and ground)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1024,1487,3137,2381,1881,2375,2193,1911,1646,1506
90190,Coffee husks and skins; coffee substitutes containing coffee in any proportion,1,0,0,0,5,16,0,0,0,0,,42,46,48,98,20,13,58,93,28,29,,417,292,131,184,361,368,269,264,264,537
120710,Palm nuts and kernels,0,0,0,0,0,0,0,0,0,0,,0,0,4,2,0,0,0,0,0,0,,175,356,104,15,40,1,1241,715,1170,1869
120921,Alfalfa seed for sowing,0,0,0,0,2,0,0,0,0,0,,1,2,26,23,18,162,60,13,5,9,,0,0,0,0,2,0,0,1,0,0
120925,"Ryegrass """"Lolium multiflorum lam., Lolium perenne L."""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,72,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0
110710,Malt (excluding roasted),0,0,0,0,0,0,0,0,0,0,,0,0,0,1,6,0,0,39,0,0,,43302,42765,42856,41528,38011,35654,34543,36954,33744,35766
110812,Maize starch,1,0,0,0,0,0,0,0,0,0,,235,267,160,102,63,112,107,121,124,42,,3086,2994,3161,3366,2558,1495,2265,2000,3110,2392
110900,"Wheat gluten, whether or not dried",68,44,7,1,32,1,81,48,0,0,,674,660,672,462,418,514,566,595,561,571,,2069,1883,2245,2498,2375,2507,3139,2517,2909,3061
81310,Dried apricots,0,0,0,0,0,0,0,0,0,0,,0,0,1,5,0,15,6,3,1,0,,1081,1038,1371,1158,838,1017,846,766,684,1079
81330,Dried apples,1,0,0,0,0,0,3,0,0,0,,2,7,2,2,1,4,4,1,3,3,,87,99,102,103,109,162,109,120,77,138
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...",0,0,3,12,13,0,1,0,0,0,,2917,2634,2384,2743,1635,1662,2739,1570,1786,1456,,453,483,551,441,565,585,613,679,1857,1428
71120,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...",0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,3,1,0,1,,107,59,69,54,78,150,73,51,41,14
70521,Fresh or chilled witloof chicory,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,234,193,206,167,167,183,207,226,304,304
70992,Fresh or chilled olives,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,3,0,2,,36,36,41,15,21,33,23,18,15,15
80112,"Fresh coconuts in the inner shell """"endocarp""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,0,0,0,0,,1,71,5,66,90,0,0,0,0,0
80211,Fresh or dried almonds in shell,0,0,0,0,0,0,0,0,0,0,,0,0,1,111,3,0,0,55,0,0,,1036,1464,1295,1568,1495,1954,2202,3215,1353,690
80221,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,79,64,124,26,34,30,54,55,48,14
80280,"Fresh or dried areca nuts, whether or not shelled or peeled",1,0,0,0,0,0,0,0,0,0,,0,17,310,487,322,62,185,139,137,126,,28732,18416,23656,18411,13267,13073,11529,23098,30736,29748
80310,Fresh or dried plantains,0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,1,0,3,0,,207,188,262,80,58,73,76,47,42,76
80520,"Fresh or dried mandarins incl. tangerines and satsumas, clementines, wilkings and similar citrus ...",1111,1706,1734,2129,2090,1366,0,0,0,0,,2996,5049,4136,5702,5139,561,0,0,0,0,,19429,24093,24024,26357,25972,20302,0,0,0,0
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",0,0,10,110,428,501,215,111,0,0,,0,0,0,90,614,685,374,301,272,311,,4328,5101,5707,5336,6050,6838,5941,4855,5082,4247
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,11,4,45,186,99,,220,71,116,95,594,222,197,264,385,568
30635,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", whether in shell or not, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,11,4,1
30692,"Lobsters """"Homarus spp."""", whether in shell or not, dried, salted, smoked or in brine, incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,19,2
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",0,0,0,0,0,0,0,0,0,0,,2,44,3,9,4,0,17,0,2,0,,232,250,435,552,813,694,662,880,693,973
30752,"Octopus """"Octopus spp."""", frozen""""",0,0,0,0,0,0,11,0,0,0,,0,0,0,0,0,10140,4870,345,317,605,,0,0,0,0,0,0,3216,2954,2323,2892
30759,"Octopus """"Octopus spp."""", smoked, frozen, dried, salted or in brine""""",0,0,0,0,0,13,0,0,0,0,,39,56,36,23,2025,0,0,0,0,0,,3555,2987,2049,2713,2509,3000,547,541,258,536
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",0,0,0,0,0,0,0,0,0,0,,7,28,59,56,84,36,35,34,34,44,,90,90,0,13,1,0,9,6,13,12
30439,"Fresh or chilled fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ...""",0,0,0,0,0,0,0,0,0,0,,0,61,3,12,2,2,0,1,0,0,,5453,5224,5555,5660,6594,6505,7474,7753,7261,7780
30444,"Fresh or chilled fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, ...",0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,482,305,247,118,164,186,152,230,230,264
30472,"Frozen fillets of haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,22,7,6,55,100,215,312,357,466,304
30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,52,101,181,113,117,130,977,1647,386,267
30484,"Frozen fillets of swordfish """"Xiphias gladius""""""""",9,1,0,0,0,0,0,110,1,0,,0,0,20,0,275,731,460,198,1902,1733,,1019,813,1336,2768,1006,860,128,795,488,853
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,0
10290,Live bovine animals (excluding cattle and buffalo),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,6,1,0,0,0,0,0
10631,Live birds of prey,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,17,9,0,0,0,0,0
30259,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,2,0,0,0,0,,3,44,0,0,0,0,0,0,0,0
30274,"Fresh or chilled eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,50,1,0,0,0,0,0,0,0,0
30282,"Fresh or chilled, rays and skates """"Rajidae""""""""",0,0,0,0,0,5,2,0,0,0,,0,0,0,0,0,1,0,0,0,0,,1631,1763,1852,1744,1482,1460,1905,1872,1881,1659
30311,"Frozen sockeye salmon [red salmon] """"Oncorhynchus nerka""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,107,138,218,73,153,168,378
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,35,0,0,0,0,0,0,0,,0,33,221,85,62,75,89,119,50,91,,1852,1050,1485,1208,1113,392,249,587,762,1797
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""",0,2,0,1,0,0,0,0,0,0,,0,0,19,373,856,0,0,0,0,0,,1498,1016,986,1361,2206,2906,219,159,114,242
30781,"Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""",0,2,4,4,2,2,1,1,0,0,,0,88,1144,1078,843,704,555,544,421,172,,1380,875,1020,968,856,957,1345,1451,1245,2161
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,20,1080,1037,8,12,15,36,,970,813,982,690,579,724,703,868,374,352
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",1,0,0,0,0,0,0,0,0,0,,19,38,28,46,36,62,83,100,145,4,,888,1387,1352,1199,737,289,304,443,443,351
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,0,2,82,20,25,40,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30365,"Frozen coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",14,0,0,0,0,0,0,0,0,0,,0,37,493,268,180,183,151,125,243,146,,64,94,98,135,99,445,165,446,266,254
50610,Ossein and bones treated with acid,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",404,131,29,34,12,67,0,0,0,0,,1015,842,2697,953,338,0,0,0,0,0,,27100,25688,25048,15757,15903,20832,0,0,0,0
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,217,676,402,163,87,79,127,79,146,5,,1833,703,1168,0,0,0,17,0,0,0
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",0,11,0,0,0,0,0,0,0,0,,9265,9072,8713,7586,7171,6113,4047,6462,4812,3647,,7609,5338,7503,3870,3303,2885,3479,2581,2005,2093
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",1,0,0,0,1,0,1,0,0,0,,108,140,115,60,56,32,59,26,90,50,,143,40,34,24,37,47,74,47,21,40
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",0,0,0,0,2,2,0,0,0,0,,2366,2611,2813,2501,2423,5701,5222,6157,4497,1980,,21,15,29,24,13,20,10,16,5,29
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",0,1,0,0,0,2,0,0,0,0,,20,21,42,31,4,38,27,15,8,1,,668,1458,827,814,534,587,577,663,367,511
440929,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped """"tongued, ...""",0,1,60,0,0,31,0,13,19,0,,1219,995,639,515,186,110,118,12,205,149,,34696,30809,33625,30423,22698,19719,18349,10852,5862,9720
441012,"Oriented strand board """"OSB"""", of wood""""",0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,7,3,0,17,,212,85,163,112,353,219,187,291,318,203
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,0,0,0,0,0,0,0,0,,17,23,23,59,48,0,0,0,0,0,,182,1111,377,226,246,169,0,0,0,0
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0
410631,"Hides and skins of swine, in the wet state (incl. wet-blue), tanned, without wool on, whether ...",0,0,0,0,0,0,0,0,0,0,,13385,12130,10989,22832,26747,17124,14127,10063,9618,11637,,0,0,0,0,0,0,0,0,0,0
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",0,0,0,0,0,0,0,9,16,0,,116544,128301,141076,112842,84163,78256,76242,68098,51003,65940,,4720,4718,3692,2930,4705,2220,1605,982,457,247
411420,Patent leather and patent laminated leather; metallised leather (excluding lacquered or metallised ...,0,3,0,1,0,0,0,0,0,0,,10437,10196,11984,9138,5714,4896,4018,2434,2461,2714,,1441,413,419,477,446,272,420,690,403,402
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",0,0,0,0,0,0,0,0,0,0,,906,1886,1645,1957,2136,2495,2190,34,20,13,,3,4,47,170,180,1,11,8,1,6
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",0,1,0,0,0,0,0,0,0,0,,2,0,0,3,0,0,0,0,0,0,,18,63,49,299,393,1370,200,0,145,81
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,1,0,2,0,0,0,0,0,0,0,,18,27,17,17,0,24,41,4,0,0,,949,1353,1358,1194,1243,1018,1276,1584,1226,1023
390761,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of >= 78 ml/g""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,830630,1190380,934595,752414,1035025,,0,0,0,0,0,0,113,221,171,249
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,5,0,,1367,1489,91,11,142,290,0,8,0,49
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",61,61,0,0,0,0,0,1,0,0,,17396,19654,19081,9043,10230,11428,12017,10229,7977,19507,,397,569,471,328,624,804,554,118,53,1683
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",0,5,0,0,0,0,0,0,0,0,,3282,3180,1909,1458,1633,1557,1573,1427,2091,1363,,3513,191,737,6935,20082,26571,21554,4441,3030,210
400122,"Technically specified natural rubber """"TSNR""""""""",1,1,1,0,0,0,0,0,0,0,,1,0,0,4,1,0,0,33,1,3,,216930,95023,86836,76221,70962,91336,62525,92981,116733,130098
390591,"Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...",91,164,182,225,286,81,75,252,72,0,,14994,21984,36547,35486,32514,31065,63339,79882,78663,106051,,10401,12135,14096,21499,28060,27798,26011,35954,33027,27009
391520,"Waste, parings and scrap, of polymers of styrene",0,0,0,0,0,0,0,0,0,0,,378,257,303,268,127,62,371,281,187,572,,214,289,48,38,64,23,22,110,0,0
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excluding ...",10,36,34,0,3,66,10,9,2,0,,4985,5086,3771,2400,24191,18854,14930,18851,13740,9770,,57687,23059,36927,26525,21124,19289,23647,25065,27033,33587
382312,"Oleic acid, industrial",0,0,0,0,0,0,0,0,0,0,,0,0,1,3,8,89,120,159,158,193,,3133,3293,3722,2544,2608,3107,2587,3015,2822,6629
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,18,2,2,8,112,0,0,0,0,0,,0,0,1,0,0,12,0,0,0,0
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",20,0,0,0,1,0,0,0,0,0,,117,82,41,19,12,4,0,0,0,3,,3364,463,73,20,20,90,11,181,13,28
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",0,0,0,0,0,0,0,0,0,0,,206,98,112,186,144,90,168,153,72,63,,6186,8262,7994,5795,4525,4201,3154,2543,2269,2596
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...",0,0,0,10,0,9,6,3,0,0,,22,47,22,5,19,11,2,23,23,44,,9334,10040,9672,11777,15300,23070,25547,25157,16979,20075
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",17,8,33,10,14,77,84,36,8,0,,101,56,31,111,152,95,150,156,152,106,,8460,8917,13799,12560,16770,25126,27962,22797,14422,18378
360100,Propellent powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1836,1632,231,350,1042,358,0,0,0,0
293963,Lysergic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0
320720,"Vitrifiable enamels and glazes, engobes """"slips"""" and similar preparations of the kind used ...""",386,530,821,843,674,112,26,9,0,0,,31142,31144,23298,15242,9944,10217,9581,6991,7558,8778,,2395,2234,2974,2702,19110,7643,595,418,244,206
300230,Vaccines for veterinary medicine,0,0,0,0,0,0,0,0,0,0,,1856,2227,2950,3794,4826,6020,6469,8485,9822,10842,,682,816,783,770,1092,3699,7038,6250,5947,5729
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and ...",0,0,0,1,0,0,15,0,0,0,,0,7,19,13,0,25,59,139,38,1,,191,190,483,447,1120,182,201,126,88,201
320110,Quebracho extract,0,0,0,0,0,0,0,0,0,0,,0,0,8,0,0,0,0,2,2,74,,1005,1266,536,1239,1229,1500,2297,10994,825,2657
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,0,0,0,0,0,0,0,0,0,0,,843,742,1012,673,580,583,607,633,394,319,,588,624,735,830,1058,795,458,435,236,194
