Product code,Product label,"Taipei, Chinese's imports from Russian Federation-Value in 2012","Taipei, Chinese's imports from Russian Federation-Value in 2013","Taipei, Chinese's imports from Russian Federation-Value in 2014","Taipei, Chinese's imports from Russian Federation-Value in 2015","Taipei, Chinese's imports from Russian Federation-Value in 2016","Taipei, Chinese's imports from Russian Federation-Value in 2017","Taipei, Chinese's imports from Russian Federation-Value in 2018","Taipei, Chinese's imports from Russian Federation-Value in 2019","Taipei, Chinese's imports from Russian Federation-Value in 2020","Taipei, Chinese's imports from Russian Federation-Value in 2021",Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,2084,1806,2629,1123,963,1440,1279,2132,3185,2024,,9318,13496,9606,8077,7074,7220,11115,7686,9109,8798
722240,"Angles, shapes and sections of stainless steel, n.e.s.",0,0,0,0,0,0,0,0,0,0,,323,156,1634,730,665,1182,648,627,674,1289,,11499,8069,5443,6493,5386,6705,9640,6151,7174,7054
722599,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,4,0,0,0,0,0,0,0,0,,5031,5628,2584,9664,4217,1917,6878,8049,10389,11813,,9075,6001,7596,9206,4413,4391,5099,5357,2445,4271
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",89,19,0,18,19,0,0,0,0,0,,124064,110027,91477,54900,45278,56538,73426,46273,35724,50837,,4541,1955,1806,4623,3462,4775,2516,1253,2698,4972
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,14641,19954,20139,11718,10595,11652,13682,13673,14304,22417,,5205,5086,4605,3113,2865,4739,6031,7282,9259,19330
830510,"Fittings for loose-leaf binders or files, of base metal (excluding drawing pins and clasps ...",0,0,0,0,0,0,0,0,0,0,,83,106,141,118,110,201,250,198,172,235,,2563,2339,2224,1913,1894,1595,1607,1786,1827,1996
830590,"Office articles such as letter clips, letter corners, paper clips and indexing tags, of base ...",0,0,0,0,0,0,0,0,0,0,,237,418,347,308,532,785,670,728,821,1041,,1233,1244,1440,1410,1505,1582,1413,1671,1777,1827
830890,"Clasps, frames with clasps without locks, buckles and buckle-clasps, of base metal, for clothing, ...",0,0,0,0,0,0,0,0,0,0,,1526,2345,2033,988,1128,1229,1291,1305,1110,1571,,3844,5712,4113,3500,3926,3072,5417,7119,7402,11369
840212,Watertube boilers with a steam production <= 45 t/hour (excluding central heating hot water ...,0,0,0,0,0,0,0,0,0,0,,4494,5408,2688,1879,2379,4718,1763,3037,1690,5849,,3201,4229,3749,8008,2675,3276,5291,3872,2620,2664
840290,"Parts of vapour generating boilers and superheated water boilers, n.e.s.",0,0,0,0,0,0,0,0,0,0,,120312,118166,47058,47003,22670,73143,20612,26736,13702,23698,,13877,20293,90216,66063,96377,55293,8063,23205,48011,62389
840590,Parts of producer gas or water gas generators and acetylene gas generators or similar water ...,0,0,0,0,0,0,0,0,0,0,,1155,39,33,24,45,74,38,276,39,584,,419,478,388,277,264,100,98,162,1725,2362
840721,Spark-ignition outboard motors for marine propulsion,0,0,0,0,0,0,0,0,0,0,,887,1113,1420,1400,738,941,1398,1280,1404,1468,,5046,5442,5513,5575,5924,5857,4915,5057,5831,6182
840734,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",0,0,0,0,0,0,0,0,0,0,,33146,35593,10461,7134,6077,15043,92940,97709,140013,162146,,324134,311160,321286,292434,245450,249897,202053,226010,244126,293812
840790,Spark-ignition reciprocating or rotary internal combustion piston engine (excluding those for ...,0,0,0,0,0,0,0,0,0,0,,1130,1191,871,970,1351,1263,1174,1430,1624,4595,,32108,28897,28230,23819,28201,22231,19267,21824,18292,21362
840910,"Parts suitable for use solely or principally with internal combustion piston engine for aircraft, ...",0,0,0,0,0,0,0,0,0,0,,805,355,445,348,90,62,69,45,142,1075,,2262,2180,1073,1723,1644,1384,489,1270,3401,3306
841090,Parts of hydraulic turbines and water wheels incl. regulators,0,0,0,0,0,0,0,0,0,0,,10358,9772,21249,13016,37953,18173,10350,6839,5467,21962,,133,166,439,121,685,236,121,1067,279,130
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,0,0,0,0,0,0,0,19,0,0,,21167,22401,30796,29822,15299,22083,26534,26692,18402,32936,,12721,12195,12357,9960,9119,11712,11672,9501,11257,13703
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",0,0,0,0,0,0,0,0,0,0,,3699,3132,3895,2337,5832,8027,9430,14625,10749,17564,,143640,138351,79679,99126,94550,123315,120962,128427,132204,199733
841582,"Air conditioning machines incorporating a refrigerating unit but without a valve for reversal ...""",0,0,0,0,0,0,0,0,0,0,,7394,6125,2830,2787,4897,3993,4652,4402,3381,2601,,4493,4131,6938,8882,13708,14350,14936,7364,8870,17295
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",0,0,0,0,0,0,0,0,0,0,,123,115,227,311,190,385,1569,177,544,245,,2750,2142,1141,1050,891,714,890,3687,1483,1587
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excluding ...",0,0,0,0,0,0,0,0,0,0,,2580,3463,4811,332,272,246,77,16,19,71,,71,118,18,10,24,12,23,21,13,10
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",0,0,0,0,0,0,0,0,1,0,,30352,54370,414187,15925,20008,21009,23081,30615,31398,52343,,1169284,1289999,1162902,923146,873488,1045990,1103012,1162373,1311670,1982258
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",0,0,0,1,0,0,0,0,0,0,,56528,83426,67924,58273,68084,86020,69290,103694,69431,194984,,296582,371949,485055,435285,442374,637967,772354,820460,914004,1107170
810930,Zirconium waste and scrap (excluding ash and residues containing zirconium),0,0,0,0,0,0,0,0,0,0,,108,128,0,457,217,183,407,154,72,0,,47,0,0,0,0,2,3,0,3,0
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ...",0,0,0,0,0,0,0,0,0,0,,56,93,49,50,108,301,208,248,206,331,,18845,12874,19848,15216,17292,26355,30921,25057,18259,42344
811222,Chromium waste and scrap (excluding ash and residues containing chromium and chromium alloys ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,12,,0,0,0,0,0,0,0,0,0,0
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",0,0,0,0,0,0,0,0,0,0,,45,46,12,13,14,46,233,67,240,883,,61461,53482,58115,82315,337334,80456,82285,73664,43729,45234
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",0,0,0,0,0,0,0,0,0,0,,48137,55953,30502,26884,31599,34302,26934,56549,53506,70580,,15169,24090,29188,19102,9699,13315,22705,21436,17319,41990
847979,Passenger boarding bridges (excluding of a kind used in airports),0,0,0,0,0,0,0,0,0,0,,0,63,0,5,2128,2249,53,2307,1,0,,0,0,0,0,2,1094,2865,3,1621,2734
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",0,0,0,0,0,0,0,0,0,0,,25792,25931,24914,16226,15864,19051,23569,20615,15167,14308,,176857,166628,178536,158860,155106,182629,206494,193288,243810,326931
848630,Machines and apparatus for the manufacture of flat panel displays,0,0,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,,277304,183571,216381,425851,824036,362855,437486,365198,247817,187911
848640,Machines and apparatus specified in Note?9 C to chapter 84,0,0,0,0,0,0,0,5,0,0,,370,1167,482,984,300,829,49,511,208,43,,393805,336148,489137,232883,376987,449810,581634,470166,646759,788907
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),0,0,0,0,0,0,0,0,0,0,,47953,31194,21281,12654,22661,48026,54769,39293,12573,44995,,1560,1775,5651,1721,937,920,640,1407,1485,899
850161,"AC generators """"alternators"""", of an output <= 75 kVA (excl. photovoltaic generators)""""",0,0,0,0,0,0,0,0,0,0,,17137,31299,15308,9307,10946,4249,6249,5780,8378,9078,,6810,6218,5159,7624,6704,4680,5228,9979,2916,3887
850163,"AC generators """"alternators"""", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic  ...""",0,0,0,0,0,0,0,0,0,0,,1,467,0,101,266,25,181,118,377,1779,,750,471,825,436,207,281,522,382,281,1059
850211,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,0,0,0,0,,3013,3553,10136,3275,3116,3646,3049,3779,3801,4409,,3341,2166,2949,10590,9349,12313,4157,4106,4901,5323
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",0,0,0,0,0,0,0,0,0,0,,24003,19127,27782,30386,35517,29668,52057,27386,18955,66568,,138,3652,11106,7662,4,6638,13847,750,15177,6661
850511,Permanent magnets of metal and articles intended to become permanent magnets after magnetization ...,2,0,0,0,0,0,0,0,0,0,,1008,1456,1390,908,637,1602,2414,1601,1048,1485,,63885,68562,72566,72842,73361,86596,90404,81526,72327,131521
850740,Nickel-iron accumulators (excluding spent),0,0,0,0,0,0,0,0,0,0,,4982,2950,4590,1353,1981,2753,1865,2934,2098,1174,,697,371,246,90,96,139,5,25,4,5
851120,"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition ...",0,0,0,0,0,0,0,0,0,0,,180,200,141,63,75,69,157,85,112,154,,544,185,72,117,171,171,149,116,83,67
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",0,0,0,0,0,0,0,0,0,0,,7850,10074,7691,5460,6610,7538,7106,7735,6318,7180,,42224,36450,33193,25449,30907,28551,17275,12586,12450,16851
851519,Brazing or soldering machines (excluding soldering irons and guns),0,0,0,0,0,0,0,0,0,0,,413,689,378,1431,592,345,924,428,345,654,,6371,9558,11320,7426,11340,11063,15749,27049,24841,30641
851531,"Fully or partly automatic machines for arc welding of metals, incl. plasma arc welding",0,0,0,0,0,0,0,0,0,0,,2202,2371,4650,1764,1958,3563,2879,8799,7724,11598,,12985,16515,12114,12521,11666,17922,24167,24147,23338,34477
851632,Electro-thermic hairdressing apparatus (excluding hairdryers),0,0,0,0,0,0,0,0,0,0,,3416,4087,3641,3173,3078,4034,5008,5576,5883,7934,,3159,3108,4968,4957,5552,6097,8635,15929,12578,15477
851672,"Electric toasters, for domestic use",0,0,0,0,0,0,0,0,0,0,,423,550,790,557,568,705,824,1074,1424,2044,,985,1155,1310,1532,1405,2352,2320,1647,2337,3976
851711,Line telephone sets with cordless handsets,0,0,0,0,0,0,0,0,0,0,,6771,13151,12355,7182,5418,5856,5120,3960,3436,3484,,18074,11209,11314,10074,7959,7251,6705,6535,4627,3385
841630,"Mechanical stokers, incl. their mechanical grates, mechanical ash dischargers and similar appliances ...",0,0,0,0,0,0,0,0,0,0,,3649,914,1450,667,589,398,666,234,695,1233,,1054,4094,8539,227,131,7434,100,1283,305,740
841840,"Freezers of the upright type, of a capacity <= 900 l",0,0,0,0,0,0,0,0,0,0,,26260,35247,16247,7586,9563,13387,14571,14061,19401,19975,,2315,4409,5992,8229,9440,9526,13438,13844,23910,42647
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",0,31,0,0,0,0,10,0,0,0,,126217,184874,179258,272535,138222,419366,434933,309500,331547,289193,,51639,65228,76212,91109,86297,76351,118017,121027,137508,150353
842099,"Parts for calendering or rolling machines, n.e.s. (other than for metals or glass and excluding ...",0,0,0,0,0,0,0,0,0,0,,12,276,187,625,11,26,153,57,84,27,,1017,715,1087,1180,1977,3049,1491,1964,1100,2655
842112,Centrifugal clothes-dryers,0,0,0,0,0,0,0,0,0,0,,463,434,311,163,234,259,255,307,273,306,,104,130,253,253,795,327,353,374,449,462
842121,Machinery and apparatus for filtering or purifying water,0,0,0,0,0,0,0,2,0,0,,21653,31053,40596,21915,38862,36634,32194,44618,40653,56197,,44429,48609,66886,57495,55478,73758,77583,82156,105776,114849
842131,Intake air filters for internal combustion engines,0,0,0,0,0,2,1,3,0,0,,4179,3639,3804,4684,4141,5538,7065,9630,11589,15136,,9652,10235,8921,8672,11842,10862,12135,10183,13639,15663
842220,Machinery for cleaning or drying bottles or other containers (excluding dishwashing machines),0,0,0,0,0,0,0,0,0,0,,268,988,774,525,758,869,727,1093,704,969,,5928,6192,3148,5213,5007,9564,3608,4431,5679,4106
842240,"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excluding machinery for ...",0,0,0,0,0,0,0,0,0,0,,13721,18776,27996,22719,23367,19907,41144,26167,18174,17575,,56837,57546,73028,66113,60529,60947,72309,74003,71812,86525
842389,Weighing machinery of a maximum weighing capacity > 5.000 kg,0,0,0,0,0,0,0,0,0,0,,2179,2939,2547,2398,4105,2033,2116,2472,2776,2612,,826,622,237,266,259,292,338,291,487,904
842519,"Pulley tackle and hoists (other than skip hoists or hoists of a kind used for raising vehicles), ...",0,0,0,0,0,0,0,0,0,0,,1995,1743,2960,3308,1466,3418,2749,6027,2380,6863,,3910,4458,7500,3994,3462,3924,4054,4071,4379,4786
842612,Mobile lifting frames on tyres and straddle carriers,0,0,0,0,0,0,0,0,0,0,,36,834,50,137,142,147,110,90,66,80,,1903,1312,3291,1907,1160,267,121,5402,206,6154
842619,"Overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes and mobile lifting ...",0,0,0,0,0,0,0,0,0,0,,5538,4751,4555,9011,10290,2905,9885,4348,17305,1264,,18425,9316,10403,3167,47919,38945,21376,30936,19505,30350
842691,Cranes designed for mounting on road vehicles,0,0,0,0,0,0,0,0,0,0,,3836,6753,7602,2854,3094,6902,8736,7068,8589,12622,,5669,6812,9079,5863,7116,6651,9550,8257,9244,14310
842790,"Works trucks fitted with lifting or handling equipment, not self-propelled",0,0,0,0,0,0,0,0,0,0,,524,149,932,158,288,270,731,735,537,1143,,1804,3101,3512,2876,3017,4090,3143,2961,2680,4116
842839,"Continuous-action elevators and conveyors, for goods or materials (excluding those for underground ...",0,0,0,0,0,0,0,0,0,0,,4957,8192,18902,7841,11025,7704,11739,9564,6600,9072,,25074,35138,27879,78377,110499,129098,58372,58686,95377,63981
843039,"Coal or rock cutters and tunnelling machinery, not self-propelled (excluding hand-operated ...",0,0,0,0,0,0,0,0,0,0,,1572,2999,1209,1555,962,3957,2547,1559,1901,2295,,1111,2069,349,2139,18,2348,565,17566,14789,824
843221,"Disc harrows for use in agriculture, horticulture or forestry",0,0,0,0,0,0,0,0,0,0,,1518,2655,2557,2695,2868,5910,5863,5961,7412,8622,,50,14,50,97,171,151,225,279,178,465
843290,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation ...",0,0,0,0,0,0,0,0,0,0,,7291,8465,9401,7792,8471,11797,14209,14164,19429,30019,,3193,4323,4730,5580,3949,4413,3341,4409,3702,5391
843410,Milking machines,0,0,0,0,0,0,0,0,0,0,,1242,450,590,1026,274,1997,1803,2633,2681,1739,,284,944,405,902,891,656,1709,2104,1365,650
843420,"Dairy machinery (excluding refrigerating or heat treatment equipment, cream separators, clarifying ...",0,0,0,0,0,0,0,0,0,0,,3481,3507,2302,3462,1835,14721,5660,6978,6494,6629,,750,1343,593,451,1187,1194,459,225,154,241
843621,Poultry incubators and brooders,0,0,0,0,0,0,0,0,0,0,,598,944,549,492,444,572,407,665,647,1787,,255,921,2579,1129,1763,748,605,1103,668,3498
844090,"Parts of bookbinding machinery, n.e.s.",0,0,0,0,0,0,0,0,0,0,,5,15,15,8,9,10,7,14,10,31,,470,383,469,404,590,519,558,683,345,508
844180,"Machinery for making up paper pulp, paper or paperboard, n.e.s.",0,0,0,0,0,0,0,0,0,0,,93,247,1647,864,949,683,661,789,247,1374,,8583,11343,11276,6959,14617,20414,5464,17463,24887,17505
844230,"Machinery, apparatus and equipment for preparing or making printing blocks, plates, cylinders ...",0,0,0,0,0,0,0,0,0,0,,497,81,416,123,325,445,818,406,204,237,,9840,6654,10136,4343,5448,2989,4771,3098,7326,2551
844315,Letterpress printing machinery (excluding flexographic printing and reel fed machinery),0,0,0,0,0,0,0,0,0,0,,138,567,161,0,262,0,65,18,13,0,,42,696,55,52,4103,25,22,16,17,9078
844319,"Printing machinery used for printing by means of plates, cylinders and other printing components ...",79,0,0,0,0,0,0,0,0,0,,607,548,893,1084,574,1560,1050,1743,498,1108,,73246,98453,80079,79553,75055,66092,59493,66796,70052,55394
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",0,0,0,0,0,0,0,0,0,0,,2708,8407,5232,3125,2490,4288,5545,11840,15217,21060,,110484,108790,115630,91663,93823,95884,98155,94377,99019,98591
844511,Carding machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,725,211,268,25,443,38,98,96,160,67,,3509,1734,294,1010,45,605,535,683,202,116
844540,"Textile winding, incl. weft-winding, or reeling machines",0,0,0,0,0,0,0,0,0,0,,671,540,7,45,37,20,182,156,104,19,,3504,5564,13746,6810,9295,7866,6498,4693,5347,5402
844629,"Hand looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,0,0,0,0,0,0,0,,35,0,0,0,0,1,0,365,90,0,,1373,328,1708,807,547,680,461,203,44,112
844720,Flat knitting machines; stitch-bonding machines,0,0,0,0,0,0,0,0,0,0,,484,412,996,135,258,257,272,136,293,186,,26802,24048,20659,26480,25755,25920,26824,16699,4532,6177
844831,Card clothing for machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,641,410,330,278,183,139,180,206,201,151,,5872,6109,4675,4090,4376,4071,3740,3619,2135,2529
845129,"Drying machines for textile yarns, fabrics or made-up textile articles (excluding machines ...",0,0,0,0,0,0,0,0,0,0,,538,438,575,315,436,508,564,625,505,567,,5306,6657,5583,6191,12714,11145,9662,12518,11853,20438
845140,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles ...",0,0,0,0,0,0,0,0,0,0,,733,871,42,644,2,2,10,35,12,107,,5062,8940,11650,6864,14517,4498,6610,3262,8999,4334
845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",0,0,0,0,0,0,0,0,0,0,,108,253,526,44,232,155,771,272,615,928,,23922,15028,7639,7746,6343,7288,7185,8163,32771,16510
845390,"Parts of machinery for preparing, tanning or working hides, skins or leather or for making ...",0,0,0,0,0,0,0,0,0,0,,397,286,323,819,918,277,693,80,128,32,,3827,3998,4969,4607,3664,3918,3579,4541,3575,2594
845611,"Machine tools for working any material by removal of material, operated by laser (excl. soldering ...",0,0,0,0,0,30,8,0,730,0,,0,0,0,0,0,1029,3950,6593,4719,4684,,0,0,0,0,0,312002,379087,218140,248067,376197
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",0,0,0,0,0,0,0,0,0,0,,428,488,607,1227,529,989,849,793,591,398,,8227,10778,8537,11051,7851,7204,7552,7548,5975,5896
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,310,267,235,1129,1135,,0,0,0,0,0,1457,497,479,312,1144
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled",0,103,0,0,0,0,0,0,0,0,,7402,3404,5332,2910,2752,5175,8475,5021,6216,8532,,18619,16493,20309,29757,18258,30129,43987,24967,26455,46027
845939,"Boring-milling machines for metals, not numerically controlled (excluding way-type unit head ...",0,0,0,0,0,0,0,0,0,0,,751,1076,1084,399,111,381,275,614,561,648,,310,42,242,67,54,70,75,89,2,17
845959,"Milling machines for metals, knee-type, not numerically controlled",0,0,0,0,0,0,0,0,0,0,,3473,472,351,278,181,217,1104,772,562,856,,7,15,0,92,12,6,28,39,15,2
846012,"Flat-surface grinding machines for finishing metal, numerically controlled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,224,153,1,50,,0,0,0,0,0,6336,7395,3456,5761,3402
846190,"Planing machines and other machine tools for working metals, metal carbides or cermets by removing ...",0,0,0,0,0,0,0,0,0,0,,337,106,121,108,186,17,296,340,261,987,,8595,8454,7261,3986,8820,6087,6620,3934,2433,5157
846291,"Hydraulic presses for working metal (excluding forging, bending, folding, straightening and ...",1,0,0,192,0,0,0,0,0,0,,2893,1567,2692,2378,850,3909,3026,2523,2393,2723,,7878,5510,7322,4502,2610,5052,5467,7591,8513,2759
853931,"Discharge lamps, fluorescent, hot cathode",0,0,0,0,0,0,0,2,1,0,,17461,16576,21034,13628,13972,11230,15936,18778,15175,16535,,47706,47073,37205,34073,30898,25693,18057,15712,13581,15132
854121,Transistors with a dissipation rate < 1 W (excluding photosensitive transistors),0,0,0,0,0,0,0,0,15,0,,529,570,403,239,330,266,267,442,282,432,,44529,33313,37583,49995,56902,56780,69163,62373,68266,92691
854233,Electronic integrated circuits as amplifiers,0,0,0,0,0,4,17,0,1,0,,2044,1528,1669,1424,1077,5069,1019,605,951,1532,,94235,96172,127471,155416,211834,173181,181513,187242,210691,222661
854320,"Signal generators, electrical",0,5,0,0,0,0,0,0,1,0,,151058,21167,23519,16502,32130,20972,27271,24947,25255,29606,,14283,17688,15661,16247,13996,15385,16043,23799,23949,28206
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",0,0,0,0,0,0,0,0,0,0,,2698,1187,2029,575,1209,1371,14141,3076,4907,2932,,161162,81028,41307,85754,114672,101760,96519,76282,129190,142234
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",0,0,1,0,0,0,0,0,0,0,,5027,6437,4784,7042,4800,3394,4337,5106,4427,9924,,1379719,928934,426516,320403,207533,193994,202510,216887,197701,244606
