Product code,Product label,Germany's imports from India-Value in 2012,Germany's imports from India-Value in 2013,Germany's imports from India-Value in 2014,Germany's imports from India-Value in 2015,Germany's imports from India-Value in 2016,Germany's imports from India-Value in 2017,Germany's imports from India-Value in 2018,Germany's imports from India-Value in 2019,Germany's imports from India-Value in 2020,Germany's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
520515,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,1,0,0,0,0,0,0,,1415,1019,2432,736,4219,1999,465,77,210,754,,69,27,3,4,4,42,3,0,0,0
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,23,0,0,0,0,0,0,,4677,2327,626,1392,1403,1609,2270,1940,1217,5304,,3578,4191,3364,2823,2751,2848,3844,2900,3447,7120
520613,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,2,0,0,0,,1538,783,1467,2108,951,927,5171,4925,3487,9955,,197,337,756,158,39,31,4,55,13,8
481420,"Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the ...",0,0,0,0,0,1,0,1,0,0,,48,4800,62,66,131,150,11521,91344,7347,22249,,22227,25528,27537,19537,21106,21464,21271,18532,20301,18432
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",0,0,0,0,0,0,0,0,0,0,,3313,2826,2122,1647,1855,2506,1291,2366,788,1862,,866,766,648,396,546,813,1355,1737,2814,2925
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ...",3,2,0,0,4,0,6,0,3,0,,1403,7089,80,2508,1906,539,700,112,80,273,,4808,2835,2581,2222,2408,2651,3085,2796,3214,2225
481110,"Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,100,105,225,235,311,278,550,318,35,122,,16650,11536,12144,10093,5799,6082,6970,7863,7074,6837
540600,"Man-made filament yarn, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,834,675,577,363,345,316,223,123,167,481,,3409,3037,4464,3932,2889,3076,2386,2147,2265,3009
550610,"Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,110,23,14,10,13,15,9,99,87,179,,314,685,1034,1196,991,1586,2704,950,894,1376
550941,"Single yarn containing >= 85% synthetic staple fibres by weight (excluding sewing thread, yarn ...",0,0,0,0,0,0,0,0,0,0,,3887,3252,716,1317,871,379,1634,1935,1355,727,,1539,3074,2228,2465,2033,1786,2307,2139,1894,1364
550992,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,944,695,625,1008,744,3531,5529,5786,5079,8586,,68,205,211,130,321,160,261,141,268,543
551221,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or ...",0,0,0,3,0,0,0,0,0,0,,0,13,69,0,14,260,33,0,0,93,,641,438,484,452,255,538,581,398,335,472
551291,"Woven fabrics containing >= 85% synthetic staple fibres by weight, unbleached or bleached (excluding ...",10,0,0,14,2,0,0,0,0,0,,97,53,56,208,108,66,227,40,1,18,,21067,20372,24364,18156,22061,21016,20307,16795,11589,15467
551313,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,4,0,0,0,59,0,0,0,0,,1099,341,261,122,296,209,539,586,344,356,,3149,4062,4775,2962,2575,3295,4734,3722,2564,1063
551323,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,19,2,2,1,2,0,0,0,0,,5386,10413,7558,7639,6848,6257,4361,4088,1357,2048,,1601,1330,1549,1705,1765,1325,1296,867,1182,702
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",9,0,0,1,2,0,0,0,0,0,,15,19,7,10,4,1,7,43,3,45,,1209,1928,1445,605,527,106,211,372,86,52
580430,"Handmade lace in the piece, in strips or in motifs (excluding fabrics of heading 6002 to 6006)",2,0,0,0,0,2,2,7,0,0,,1793,3799,1458,2034,1672,2004,1679,16215,8495,6469,,71,33,102,63,48,47,68,36,15,262
590500,Textile wallcoverings,0,0,0,13,0,15,3,14,5,0,,44,168,284,147,217,445,587,359,234,312,,3280,3413,3895,2635,2918,3406,2765,1902,1858,2409
600129,"Looped pile fabrics, knitted or crocheted (excluding of cotton or man-made fibres)",0,0,0,0,0,0,0,0,0,0,,1143,784,338,726,1164,1516,2855,4119,1253,2376,,706,608,700,644,608,402,422,164,314,1347
600534,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,59,628,173,477,345,81,0,0,0,0,,7795,9278,6931,4793,3977,0,0,0,0,0
600544,"Printed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,2,0,0,0,0,0,,3,0,0,0,0,36,46,10,0,21,,1555,1236,1293,611,748,1178,677,1117,1061,561
842481,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting, ...",4,24,24,214,356,0,0,0,0,0,,5894,10568,14403,14427,15729,1238,0,0,0,0,,88351,96814,105839,80390,86291,0,0,0,0,0
841780,"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding those ...",0,0,498,583,2,39,184,111,0,0,,11594,10650,7783,5943,4030,4038,5774,7782,4413,3688,,21225,30329,14017,11481,9040,13782,7395,11853,23642,6543
841829,"Household refrigerators, absorption-type",0,1,0,6,0,0,0,0,0,0,,9176,6953,11176,5423,2583,3399,2954,2620,5431,3895,,31899,27523,29118,32162,30687,40614,41538,44288,42178,51181
842860,"Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars",0,0,0,0,0,0,0,0,0,0,,843,1664,2156,1040,1041,901,422,553,190,495,,6336,10800,5581,4788,7220,19641,461,3116,32251,832
843230,"Seeders, planters and transplanters for use in agriculture, horticulture and forestry",0,0,0,0,17,0,0,0,0,0,,824,925,2221,1683,1056,135,0,0,0,0,,52602,86837,88314,39942,37150,0,0,0,0,0
843240,"Manure spreaders and fertiliser distributors for use in agriculture, horticulture and forestry",0,0,0,0,0,0,0,0,0,0,,574,5,101,149,232,83,0,0,0,0,,18120,20675,17541,13784,14260,0,0,0,0,0
845521,Hot or combination hot and cold metal-rolling mills (excluding tubes mills),0,0,0,0,0,0,0,0,459,0,,12840,7772,6055,20063,15268,18816,29732,31578,22226,22989,,663,3,18,30,899,2660,2288,250,735,55
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excluding horizontal ...",0,0,0,212,0,0,79,240,0,0,,1796,2037,2188,1850,598,1180,3435,1053,5185,2040,,68089,50866,55980,58164,57105,56024,63330,44505,41729,46127
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",0,0,0,0,0,0,0,0,0,0,,273,175,658,516,47,170,175,278,401,282,,9083,3624,2264,2403,1412,4995,3264,910,1288,693
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",0,0,0,0,0,41,0,0,0,0,,2502,4379,3629,3593,4958,10621,14181,16843,9209,9296,,57512,61545,60918,53298,40466,45702,46949,45169,47503,64159
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excluding ...",0,0,0,0,0,0,0,0,0,0,,796,1812,2328,1637,3089,4168,3631,3348,3936,3905,,12939,13060,15069,13478,21294,20322,21056,19044,18215,23752
844712,"Circular knitting machines, with cylinder diameter > 165 mm",0,0,0,0,0,0,0,0,0,0,,857,794,512,172,271,60,300,236,331,80,,1473,1791,1701,799,2608,2294,5112,1173,1055,1181
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excluding ...",0,1,0,0,0,0,0,0,0,0,,950,441,672,538,631,1309,1945,1233,1950,1724,,8909,11450,10287,4298,6037,7289,7712,3823,14069,19497
851420,Furnaces and ovens functioning by induction or dielectric loss,0,11,0,0,0,2,0,1,0,0,,22176,16757,32787,14602,12934,18886,24320,30810,15787,20319,,22746,24527,19884,14672,18159,20247,25154,25914,12192,17405
851511,"Soldering irons and guns, electric",2,193,0,0,1,0,0,0,0,0,,44,94,166,100,30,312,84,261,141,175,,12453,14896,14214,14075,13721,14740,17227,23500,22628,25087
850630,Mercuric oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,0,27,0,2,0,0,0,1,0,0,,10,7,3,0,11,7,0,0,0,0
846510,"Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, ...",0,0,0,0,0,0,85,30,0,0,,5699,2761,1852,3826,1338,583,573,599,652,1886,,52662,67580,47369,53681,68438,79791,89018,67334,66398,44020
845931,"Boring-milling machines for metals, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,0,0,0,0,,93,489,928,2149,346,374,415,436,800,552,,100081,114276,72173,78246,53784,78299,76663,82702,51654,46452
846021,"Grinding machines, for working metal, in which the positioning in any one axis can be set up ...",0,0,154,403,0,0,0,0,0,0,,367,428,370,509,168,0,0,0,0,0,,302572,293521,270592,247795,245804,0,0,0,0,0
845320,"Machinery for making or repairing footwear of hides, skins or leather (excluding sewing machines)",23,0,0,39,0,0,0,0,0,0,,364,239,107,511,233,501,243,413,717,707,,6140,7255,7422,5234,6809,7170,10097,5255,5238,4105
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or ...",0,0,0,13,5,6,0,0,19,0,,118,56,462,109,776,155,860,74,69,129,,7210,9703,8626,4743,3671,4623,3154,11044,45052,3486
847521,Machines for making optical fibres and preforms thereof,0,0,0,0,0,0,0,0,0,0,,246,92,1034,1776,635,331,679,394,225,87,,138,106,379,136,26,2537,52,4881,654,2733
847689,"Automatic goods-vending machines, without heating or refrigerating devices; money changing ...",0,0,0,0,0,0,0,0,0,0,,489,974,328,195,294,348,499,5627,6454,11341,,5991,8037,8299,7962,20590,25595,35504,35891,14729,13117
847920,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats ...,0,1,0,0,0,7,23,3,15,0,,43016,56478,55058,42945,43527,41434,46349,52953,54606,59418,,8419,3916,3680,7521,2659,3672,7826,5996,5626,4321
847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),0,0,0,0,0,121,109,218,0,0,,6112,5914,9478,6429,7702,11445,10838,11023,7064,14625,,7823,22704,11087,6849,5899,8372,11047,14979,21898,21322
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",0,0,0,0,0,0,0,0,0,0,,212,195,539,642,331,247,519,103,256,247,,18067,29754,19394,40725,25204,30889,35621,23275,18983,11739
730590,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled ...",0,0,0,0,0,0,0,16,23,0,,9798,4556,4430,3179,1369,768,1275,1127,923,1682,,0,0,0,0,0,0,1,1202,2300,3458
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",0,1,0,0,1,2,2,0,1,0,,4469,4883,4020,2638,2497,3163,2945,2640,1968,3808,,10117,8932,8595,7072,8343,9359,8668,7718,6579,11776
731442,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, coated with ...",1,11,0,3,0,0,0,0,0,0,,1843,1808,6478,3032,2370,2185,4377,5240,9206,9988,,6924,8784,11407,8432,8313,5994,7764,8110,8809,11978
740100,Copper mattes; cement copper (precipitated copper),269,0,14,0,0,0,0,0,0,0,,141,13162,3593,8931,9118,12547,10893,8023,14555,20478,,13905,10046,15272,13477,9400,13149,1546,9400,3656,5007
740200,"Copper, unrefined; copper anodes for electrolytic refining",0,0,0,4,0,3,0,0,0,0,,722,1293,1375,32,8363,111,16,68,7081,49002,,525547,959720,371047,388404,283203,711250,733356,571347,510601,302431
721632,"I sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,31,103,20,8,0,0,0,0,0,,20073,14238,23875,15280,3263,5803,6752,7536,6005,37936,,146698,121096,130056,115726,107856,127404,156247,127537,95389,206051
721810,"Steel, stainless, in ingots and other primary forms (excluding waste and scrap in ingot form, ...",479,7,28,42,51,212,298,0,0,0,,792,248,1120,1021,256,130,339,888,447,1200,,19671,28815,24941,21767,15081,16603,18274,14320,6551,9754
722790,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excluding ...",0,39,3,57,0,28,28,27,5,0,,2823,3658,13152,2032,1584,28817,23865,31539,25847,269046,,414399,430344,417101,276683,235406,268232,308552,266769,236823,336413
722820,"Bars and rods of silico-manganese steel (excluding semi-finished products, flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,1771,1381,2049,383,459,380,744,722,509,886,,8056,6965,8277,4992,4452,5006,4484,5454,3857,10518
722880,"Hollow drill bars and rods, of alloy or non-alloy steel",0,0,0,0,0,0,0,0,1,0,,2517,4365,529,376,301,300,1350,606,979,1751,,1491,1592,2063,2303,1740,1539,4305,1536,1429,2146
721041,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,352841,345894,321617,236143,183109,156149,172209,65457,26469,23134,,7796,8856,9856,8290,9772,9889,8254,5723,8379,9331
721114,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than ...""",1024,0,0,0,5,0,0,0,0,0,,7385,3020,1588,1478,7070,1183,2473,1816,2338,4900,,61786,69708,70217,76782,66213,94272,100138,82274,61928,76279
721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",5,1,0,0,1,0,7,2,0,0,,4621,3575,2266,2371,2061,3280,7659,6649,6440,7653,,21418,21222,15577,21259,18344,24283,31513,27675,20142,20572
721310,"Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel, with indentations, ...",0,0,0,0,0,0,0,0,0,0,,3025,6248,3072,3313,1503,847,3085,95,1338,7924,,74151,54439,71474,68389,54728,139231,121517,87399,83017,168961
840110,Nuclear reactors [Euratom],0,0,0,0,0,0,0,0,0,0,,44,90,1,132,337,45,10,44,145,12,,0,0,0,0,0,0,0,0,0,1
841012,"Hydraulic turbines and water wheels, of a power > 1.000 kW but <= 10.000 kW (excluding hydraulic ...",0,0,0,0,0,0,0,0,0,0,,4365,3070,2527,4769,11234,4189,3941,5028,2831,1531,,652,232,7298,547,1098,2191,3256,1491,3517,131
841122,Turbopropellers of a power > 1.100 kW,0,0,0,0,0,0,0,0,0,0,,2487,1902,2108,9,372567,58147,17153,11926,8625,27576,,124301,199009,102815,79071,80474,83963,88915,103994,56367,71292
841181,Gas turbines of a power <= 5.000 kW (excluding turbojets and turbopropellers),117,1771,0,0,0,0,266,0,0,0,,2051,5757,3127,3538,27491,14644,50232,121236,46770,75278,,76881,67211,108392,78013,61970,55074,76330,116904,70513,48767
760320,"Powders of aluminium, of lamellar structure, and flakes of aluminium (excluding pellets of ...",0,0,24,1,0,0,56,27,70,0,,8466,7738,7643,8844,8083,8913,8400,9676,8734,12437,,5871,7497,7561,5361,4690,4066,4503,5720,6698,9340
750110,Nickel mattes,0,0,0,0,3,0,0,0,0,0,,2,3,309,12,121,178,32,0,2,0,,320,354,52,21,9,5,32,409,0,210
750210,"Nickel, not alloyed, unwrought",0,0,0,0,0,0,0,0,0,0,,249926,391268,675072,714597,89014,13200,5627,589,556,1182,,1346046,1054048,1014543,718771,582402,693210,862324,832552,683485,997594
740312,"Copper, refined, in the form of wire-bars",0,0,0,0,0,0,0,0,0,0,,44,1,2,36,0,115,97,342,1682,974,,345,2000,3462,4743,235,6099,62,23,243,284
810294,"Unwrought molybdenum, incl. bars and rods obtained simply by sintering",0,0,0,0,0,0,1,6,4,0,,35,8,2,40,0,2,21,0,0,0,,4591,3497,22099,23211,14403,19998,30915,17686,12446,14709
780200,"Lead waste and scrap (excluding ashes and residues from lead production heading No 2620"""", ...""",0,0,0,0,0,0,0,0,0,0,,5,63,596,0,18,5,103,29,49,250,,40013,52123,44533,21936,24508,42225,33274,27150,19808,33540
810430,"Magnesium raspings, turnings and granules, graded according to size; magnesium powders",0,1,0,0,0,2,0,0,0,0,,11,35,16,24,39,12,52,85,20,19,,54015,64629,62264,42735,37587,46204,42815,46495,35721,53265
810590,"Articles of cobalt, n.e.s.",0,0,5,5,3,0,0,0,0,0,,119,85,322,990,513,661,1636,1549,1111,1571,,35596,34945,37116,39110,36557,52101,68951,66075,43516,39977
810730,Cadmium waste and scrap (excluding ashes and residues containing cadmium),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,,7,0,0,1,0,0,0,0,0,0
811020,Antimony waste and scrap (excluding ash and residues containing antimony),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4,80,0,0,0,0,0,143,109,50
811219,"Articles of beryllium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,1,2,3,0,4,,1528,1577,1502,2697,2472,1566,2446,3326,1828,2730
811259,"Articles of thallium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,18,0,0,0,2,0,0,0,0,0,,5,6,3,1,5,1,18,30,5,0
950430,"Games with screens, flipper and other games, operated by coins, banknotes, bank cards, tokens ...",28,28,0,0,3,0,0,0,25,0,,3378,432,166,31,117,91,775,3440,1311,538,,220365,178916,142199,123426,124752,128449,238728,108377,80881,67894
950611,"Skis, for winter sports",8,0,0,0,6,0,0,0,1,0,,24,0,42,1,3,54,35,36,44,53,,97627,102259,92582,79061,73006,80775,86490,85121,70079,51278
950670,"Ice skates and roller skates, incl. skating boots with skates or rollers attached",0,0,5,10,0,0,2,0,0,0,,7,283,13,35,61,175,131,313,204,340,,70074,57352,70218,60251,52713,50526,53412,51189,56216,88538
853922,Filament lamps of a power <= 200 W and for a voltage > 100 V (excluding tungsten halogen filament ...,3804,3753,3175,1994,400,2,6,6,3,0,,2325,1208,1817,118,2499,3554,848,279,458,301,,98149,77372,60204,29287,22240,18766,14458,11034,11051,11157
854011,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour",0,0,0,0,0,0,0,0,0,0,,4312,2087,2823,2170,1471,1958,1697,133,9,108,,69,27,10,2277,4381,3435,13951,12210,11368,12977
852713,"Radio-broadcast receivers capable of operating without an external source of power, combined ...",0,0,1,0,0,0,3,0,36,0,,26,2,13,76,0,7,54,1159,139,573,,102685,77152,66429,59468,56968,62949,50045,54675,36947,47765
852799,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",0,5,0,0,2,0,2,0,6,0,,1412,1686,1267,430,1625,1315,2754,3123,1965,1460,,77131,63148,32293,26706,27249,25077,24880,32975,16256,11504
852861,Projectors of a kind solely or principally used in an automatic data-processing machine of ...,34,0,1,0,0,0,0,0,0,0,,233,772,135,166,405,24,0,0,0,0,,29554,39601,58626,10390,10066,0,0,0,0,0
871620,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,0,0,0,0,0,1,0,0,0,0,,4995,2968,3209,3168,2763,1681,2765,3060,2083,3480,,57426,62901,60977,52237,50311,52968,72562,81568,94333,111702
871631,"Tanker trailers and tanker semi-trailers, not designed for running on rails",0,0,0,0,0,0,0,0,0,0,,387,4920,3296,3586,1000,3795,4323,3580,6647,3442,,27709,28749,47147,36871,43616,60938,70680,68064,79286,89424
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 ...",0,0,0,0,0,0,0,0,0,0,,227140,514064,66043,504295,143466,306553,416731,333600,147410,175491,,19944,12417,32858,8783,9455,3115,15694,20658,11913,4271
870190,"Tractors (excluding those of heading 8709, pedestrian-controlled tractors, road tractors for ...",85,256,428,654,1652,0,0,0,0,0,,784811,852529,903522,957615,862171,189031,0,0,0,0,,1359885,1437287,1503871,1182316,1017066,0,0,0,0,0
870350,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4283,32,1,0,62,,0,0,0,0,0,1897,1405,418277,1321681,2945423
870990,"Parts of self-propelled works trucks, not fitted with lifting or handling equipment, of the ...",38,78,376,663,42,122,226,295,73,0,,7424,6535,4423,10137,1973,1939,5121,2306,1396,2503,,12929,14278,13353,11543,10742,14572,18245,11985,12389,12375
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ...",0,0,0,0,0,0,0,0,0,0,,251,313,112,91,37,335,74,182,353,977,,19728,57070,46692,59031,47656,30948,33795,35553,32052,58097
860110,Rail locomotives powered from an external source of electricity,0,0,0,0,0,0,0,0,0,0,,0,0,9,3,1,10535,35,0,0,0,,80857,310478,70597,105425,72719,41958,40270,13365,16840,68522
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ...",0,0,0,0,0,0,0,0,0,0,,0,6467,3468,241,1376,385,888,3702,2055,10525,,7724,73209,34896,16391,47766,98767,64778,83542,40940,10468
860610,Railway or tramway tank wagons and the like (excluding self-propelled),0,0,0,0,0,0,0,0,0,0,,0,17160,17635,12013,0,0,0,2586,0,1929,,94383,102343,76673,86975,63667,63059,138130,90113,114298,112404
860691,"Railway or tramway goods vans and wagons, covered and closed (excluding self-discharging goods ...",0,0,0,0,0,0,0,0,0,0,,3533,10887,13868,1,0,7453,0,927,0,0,,42671,81625,81715,86837,6955,10944,26547,19596,35984,36976
930621,Cartridges for smooth-barrelled shotguns,0,0,0,0,0,0,0,0,0,0,,980,184,76,34,194,16,2,22,13,325,,11311,11335,9673,9727,12342,10269,9899,9911,9498,9658
930330,"Sporting, hunting and target-shooting shotguns with one or more rifled bores (other than spring, ...",0,0,0,0,0,0,0,0,12,0,,0,50,0,0,7,2,27,0,9,6,,13533,14625,13710,11882,16787,17055,16752,19956,19383,22583
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,135,380,424,598,612,1328,9869,11354,9433,4568,,2257,660,1633,1793,1215,606,442,980,386,936
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",0,3,3,1,0,0,0,0,0,0,,1809,1731,1395,2155,720,1104,1155,2062,1250,2814,,13603,14076,13661,13015,12234,9318,10347,8815,9084,7618
911019,Rough clock movements,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,3,0,0,,345,410,477,549,444,388,221,112,40,170
911090,"Complete, unassembled or partly assembled clock movements """"movement sets""""; incomplete clock ...""",0,0,0,0,0,0,0,0,0,0,,174,331,85,133,26,14,98,540,241,4,,8758,7787,3121,1201,1448,1067,431,405,252,264
