Product code,Product label,"Taipei, Chinese's imports from Korea, Republic of-Value in 2012","Taipei, Chinese's imports from Korea, Republic of-Value in 2013","Taipei, Chinese's imports from Korea, Republic of-Value in 2014","Taipei, Chinese's imports from Korea, Republic of-Value in 2015","Taipei, Chinese's imports from Korea, Republic of-Value in 2016","Taipei, Chinese's imports from Korea, Republic of-Value in 2017","Taipei, Chinese's imports from Korea, Republic of-Value in 2018","Taipei, Chinese's imports from Korea, Republic of-Value in 2019","Taipei, Chinese's imports from Korea, Republic of-Value in 2020","Taipei, Chinese's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021","Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,683,265,212,77,67
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,0,,0,0,0,0,0,8951,8708,8913,9127,10574
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,68,77,56,67,69,0,0,0,0,0
440394,"Beech """"Fagus spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,44,31,15,10,6
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",0,0,0,1,0,0,0,0,0,0,,962,721,111,41,1,0,13,0,0,27,,4509,3772,3736,2773,2943,3131,2799,2943,3090,4141
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",5,0,0,0,0,0,0,0,0,0,,2,467,1144,15,17,0,0,0,0,0,,1712,677,854,623,1229,0,0,0,0,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",0,80,112,0,0,0,0,0,0,0,,5565,7701,10273,17033,21932,0,0,0,0,0,,186932,225762,240153,220372,183770,2175,0,0,0,0
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,5,,79,48,18,25,25,22,29,15,0,59
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,15,0,0,0,0,0,0,0,,452,152,283,345,91,43,81,73,106,84
440796,"Birch """"Betula spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,351,565,709,694,566
441234,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,193,239,124,167,68,,0,0,0,0,0,11717,17837,9219,7301,6557
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",0,0,0,0,0,0,0,0,0,0,,2,0,1,1,0,0,28,2,0,0,,37194,1628,2921,852,247,437,248,226,30,505
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,38,8,0,0,,0,0,0,21,4,0,3,0,0,0
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,17,4,0,0,0,0,0,,7,0,3,0,0,0,0,0,0,0
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,0,0,0,0,,1816,263,0,0,4,30,306,210,0,0,,0,1,0,0,0,0,0,0,0,0
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,2024,0,0,0,0,0,0,,50125,141390,89363,75843,66558,26636,37427,109421,203675,289342,,0,4051,12999,2024,0,0,0,0,0,0
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29,1,0,1,0,,0,0,0,0,0,0,0,0,0,0
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,4844,5724,6254,9337,9104,84,0,0,0,0,,155945,150884,142430,149089,142994,0,0,0,0,0,,49811,62970,65465,64877,64554,394,0,0,0,0
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,0,30,0,467,1,0,152,0,33,8,,10285,9254,9053,11807,7697,6157,6675,6111,5878,9231
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",0,0,4,5,0,0,0,0,0,0,,42,43,46,24,0,1,4,0,1,32,,7384,7874,6679,6277,5194,4111,4028,4905,3029,3043
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",0,0,0,0,0,0,0,0,0,0,,178,309,238,140,79,432,961,294,191,169,,3651,2610,2551,1960,1687,1427,1190,936,709,768
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",16,0,9,0,0,0,2,0,0,0,,7988,7423,6491,8619,7485,6617,671,457,39,711,,204,42,32,30,37,64,56,60,32,53
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",4,0,0,0,0,0,0,0,0,0,,94,28,50,14,1,0,0,0,0,0,,17,17,7,8,7,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,3,1,1,0,0,0,0,0,0,0,,0,0,0,8,12,47,60,42,13,39
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,0,3,3,0,16,3,107,0,0,0,,2,0,1,2,20,3,1,3,6,9,,362,370,418,311,301,369,470,402,197,351
401212,"Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries",0,0,0,0,0,0,0,0,0,0,,24141,23844,17812,13954,10737,11341,10090,12337,7739,7577,,0,0,0,0,2,5,0,0,0,0
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",0,0,0,30,0,0,0,0,0,0,,278,329,245,140,88,329,1081,99,53,200,,282986,201690,151144,102302,93418,133444,99029,94000,86515,108403
282540,Nickel oxides and hydroxides,0,0,0,0,1,1,556,0,0,0,,462,168,275,363,244,870,2350,1777,2105,3100,,1667,1784,2791,2273,4673,9535,11819,10409,3925,14935
282751,Bromides of sodium or of potassium,0,0,0,0,1,2,0,0,0,0,,0,0,2,50,102,165,295,31,38,38,,795,952,575,869,659,840,906,869,1374,992
282759,"Bromides and bromide oxides (excluding of sodium, potassium and mercury)",0,0,0,0,11,20,3,0,0,0,,1416,1610,1976,2091,4601,4044,7950,4664,2618,3489,,896,639,873,769,869,581,628,686,609,603
283210,Sodium sulphites,0,0,0,0,0,0,0,0,0,0,,225,102,248,72,88,178,164,65,85,89,,1541,1373,1418,1629,1807,1703,2140,1786,2096,2523
282010,Manganese dioxide,0,110,126,0,0,1,0,0,0,0,,40,434,140,82,18,16,37,10,25,14,,185,291,276,138,148,279,154,202,265,311
282090,Manganese oxides (excluding manganese dioxide),667,844,347,11,1,1,0,2,0,0,,2930,5248,9601,6335,7421,17870,14611,13932,8211,12743,,7022,6270,5881,5187,3636,4779,6529,3482,4807,11360
280490,Selenium,0,0,0,27,43,37,70,0,0,0,,43182,30076,23420,16355,7796,14172,15176,7503,4799,5411,,1014,603,328,461,129,338,266,194,117,405
281000,Oxides of boron; boric acids,90,2,0,0,1,1,0,0,1,0,,1134,3923,4026,693,1835,651,206,138,531,1050,,33589,35435,34012,31633,29540,28976,29823,28536,25974,33916
281112,"Hydrogen cyanide """"hydrocyanic acid""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1,1
250850,"Andalusite, kyanite and sillimanite",0,0,0,0,0,0,0,0,0,0,,0,118,26,0,0,15,42,1,9,0,,1168,1249,1568,1339,1288,1580,2298,1870,2194,2088
250900,Chalk,0,0,0,0,0,0,0,0,0,0,,41,23,24,13,11,12,13,19,4,21,,97,129,130,57,19,26,34,19,53,1
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",0,0,0,0,0,0,0,0,0,0,,182,9,94,17,1,121,2,69,56,1,,22791,25774,32505,20917,18381,18551,11514,9047,10731,18756
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or ...",0,0,0,0,0,0,0,0,0,0,,27,52,48,8,7,2,2,10,0,10,,194,380,776,172,95,100,86,157,55,101
252321,"White portland cement, whether or not artificially coloured",0,0,15,6,1,0,0,1,1,0,,842,636,755,691,594,340,372,438,482,407,,1640,1798,1842,2360,2363,2173,2096,1899,1757,1686
252510,Crude mica and mica rifted into sheets or splittings,0,0,0,0,0,0,0,0,0,0,,40,0,3,15,5,2,11,10,3,5,,74,82,14,40,53,51,128,107,100,99
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),16,0,0,0,0,0,0,0,0,0,,1682,891,20,16,8,9,17,5,0,0,,560240,609757,489739,288665,168404,318062,377790,349642,197642,407726
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,0,0,0,0,0,0,0,0,0,0,,1,0,133,0,0,0,0,0,0,0,,0,1,0,13,0,0,0,0,0,0
280120,Iodine,0,0,0,0,2,4,1,0,0,0,,1671,466,429,252,296,342,1331,2185,861,1410,,3357,2061,2345,1868,2014,1776,2253,1973,2379,2679
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,0,,0,27,0,12,7,15,3,3,9,29,,0,0,0,0,0,0,5,21,2,33
261400,Titanium ores and concentrates,0,0,0,0,0,3,1154,5,0,0,,13472,15415,17458,8820,9326,10208,16394,15396,18583,23438,,125974,114579,99973,74015,80006,101971,90887,76106,62059,123296
261510,Zirconium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,1942,1067,661,456,382,378,3373,329,499,1206,,26302,24191,19452,15101,16236,16758,24326,14243,19830,19630
270300,"Peat, incl. peat litter, whether or not agglomerated",0,0,0,0,0,0,0,0,0,0,,131,114,191,63,254,99,70,83,46,84,,1996,2459,2437,1912,2029,3712,2314,1857,1796,2973
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,555,718,374,2041,1809,,0,0,0,0,0,8,60,56,2439,1265
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",1,0,0,0,0,0,0,0,0,0,,4,31,19,23,70,33,16,5,12,8,,2218,2811,2795,2148,1904,1075,1283,619,433,464
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,13,5,0,3,0,0,0,0,0,0,,79,52,1,0,0,29,0,2,2,4
220830,Whiskies,0,0,0,0,0,0,0,0,0,0,,9398,8479,7357,7795,7961,8338,7418,8016,3051,998,,314266,334477,404330,382275,438237,453362,482538,554300,463230,552805
220860,Vodka,0,57,72,141,127,130,79,141,35,0,,5266,6275,4484,3796,3975,3532,3338,3268,1662,16,,5014,3764,3604,3988,3695,4185,4138,4791,4582,5533
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,138,148,134,252,249,66,0,,29942,71422,104137,48448,37261,40219,25772,29463,13218,23233,,24497,27026,15805,8939,6681,4865,11930,14671,36104,32403
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,248,0,0,137,0,755,0,0
240110,"Tobacco, unstemmed or unstripped",0,0,0,0,0,0,0,0,0,0,,252,1139,1713,567,829,816,1832,798,782,1080,,0,0,0,70,110,236,622,535,742,1281
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",0,0,0,0,0,0,0,0,0,0,,16920,16303,18194,11203,9265,11846,13140,9603,11440,10640,,61918,52614,72660,42087,88312,98842,97221,91706,69880,98130
240130,Tobacco refuse,0,0,0,0,0,0,0,0,0,0,,1295,1273,1454,876,1055,882,1294,1659,485,612,,2038,2330,2201,1312,1810,1158,929,1391,1076,1771
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,0,,73,81,91,0,57,351,116,3,0,302,,6,7,13,0,0,0,0,0,5,0
240319,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excluding ...",0,0,3,1135,5865,5684,1403,0,0,0,,25,693,618,1895,8055,49829,92475,133478,122353,156843,,0,1398,24129,29257,30147,19655,13338,4689,12804,87397
160430,Caviar and caviar substitutes prepared from fish eggs,1,38,0,0,0,0,0,0,0,0,,,,,,,,,,,,,411,2168,0,0,0,0,0,0,0,0
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,3,9,0,5,1,0,19,0,0,0,,0,2,102,101,81,100,83,305,458,561
170111,Raw cane sugar (excluding added flavouring or colouring),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,244423,160244,0,0,0,0,0,0,0,0
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,1,1,2,0,2,0,,0,0,0,18,40,34,36,1,4,0,,0,79,1334,329,381,435,801,472,728,473
170250,Chemically pure fructose in solid form,0,13,0,0,0,0,0,0,0,0,,4,24,0,0,1,1,16,4,107,43,,847,972,955,907,905,1052,1059,1174,1189,1672
180100,"Cocoa beans, whole or broken, raw or roasted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,123,279,1,0,0,,13,43,57,53,72,95,236,105,113,162
80540,Fresh or dried grapefruit,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,3307,4241,3190,2275,2064,3239,2578,1764,2293,3094
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,71,0,0,0,0,0,3,9,,2799,3010,2427,2364,2351,2314,1716,1740,1510,2175
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,28,0,0,0,0,,0,0,0,1,14,21,14,14,12,100,,37,59,5,14,2,31,57,30,29,56
200210,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,0,48,8,0,1,15,106,2,1,6,,4134,3376,4133,4132,3878,4381,3572,3882,3905,4147
200320,"Truffles, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,54,42,0,0,0,0,0,0,0,0
200540,"Peas """"Pisum Sativum"""", prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,2,3,0,0,0,0,,169,153,145,142,163,128,206,107,141,182,,549,665,578,520,543,534,715,820,812,780
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,0,0,0,0,0,0,,701,789,831,551,545,449,560,641,632,738,,13,32,23,64,34,14,10,14,24,29
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,1588,1531,1647,1454,3106,627,5862,4889,4135,4329,,28,0,0,5,0,5,0,0,0,5
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",0,0,0,0,0,0,0,0,0,0,,3410,1636,1796,1139,964,546,514,355,768,258,,2,0,1,1,3,1,0,0,0,0
30362,Frozen toothfish (Dissostichus spp.),103,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1010,799,39,0,0,0,0,0,0,0
30364,"Frozen haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,6,68,1,1,0,0,0,6,,0,0,0,5,1,0,0,0,0,0
30376,Frozen eels (Anguilla spp.),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,21,2,0,0,0,0,0,0,0,0
81070,Fresh persimmons,0,0,0,0,15,0,0,0,0,0,,12778,10409,12905,11229,8635,8149,7639,8328,9347,3939,,0,3,147,134,173,206,124,170,194,347
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",0,0,5,0,0,0,7,0,22,0,,868,1214,808,925,1787,1079,948,1117,1300,1541,,4406,4766,4798,5374,6646,9180,7836,9765,9142,10059
90210,Green tea in immediate packings of <= 3 kg,0,0,0,3,1,0,5,0,0,0,,1007,967,814,1477,1341,1050,1289,973,1367,1331,,995,1230,1750,1781,2200,2308,2355,3070,3364,4309
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,9712,6796,4654,2336,2160,1948,1441,1000,918,726,,95,105,105,145,171,237,245,226,213,243
60410,"Mosses and lichens for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4996,5098,39,0,0,0,0,0,0,0
70110,Seed potatoes,0,0,0,0,0,0,0,0,0,0,,109,186,154,159,367,404,415,346,278,448,,16,0,0,40,0,15,39,19,21,0
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",37,30,27,6,0,7,0,0,0,0,,649,748,971,1491,1150,1913,2617,2376,4359,2860,,7415,8444,7787,10323,14311,13135,12225,12556,10717,12033
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,1,1,1,12,75,133,141,186,73,120,,7051,5545,8299,7680,6792,7171,7430,8628,5801,4778
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,13,11,9,5,8,19,8,3
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",0,0,0,0,0,0,0,0,0,0,,5,11,26,22,0,7,4,3,1,3,,1729,1851,2359,2368,1836,860,2441,2965,1880,2798
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",0,0,0,0,0,0,0,0,0,0,,260,174,594,426,957,1002,894,1261,1454,1754,,477,639,1069,1279,2018,1639,1424,1553,1561,1783
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,0,,0,0,0,17,18,18,39,130,1,124,,1,6,61,0,97,164,269,204,215,606
80232,"Fresh or dried walnuts, shelled",0,0,0,0,0,0,0,0,0,0,,394,231,363,323,683,286,297,199,150,387,,25104,26480,28043,34384,24797,25485,23032,23460,23818,26266
80261,"Fresh or dried macadamia nuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,8,9,26,142
90500,Vanilla,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,197,295,0,0,0,0,0,0,0,0
90510,"Vanilla, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,23,5,0,3,110,42,67,11,5,,0,14,357,528,849,608,897,806,392,502
90932,"Cumin seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,32,,0,5,33,24,21,68,43,66,30,38
91010,Ginger,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,503,597,0,0,0,0,0,0,0,0
91012,"Ginger, crushed or ground",0,0,0,0,0,0,0,0,0,0,,28,47,35,8,9,14,15,11,37,94,,0,5,84,503,60,88,148,188,97,153
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,0,0,0,0,,10,14,95,21,120,73,126,163,118,62,,3,4,2,0,3,2,11,4,6,4
100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",1,0,0,5,42,4,0,0,0,0,,4084,3093,3466,3976,4015,4671,42980,25313,26467,21684,,42922,39456,49969,57700,52031,51311,46920,48366,51013,52026
100710,"Grain sorghum, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,203,589,290,837,582,1066,324,326
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,11,30,12,27,46,12,8,8,28,34,,0,4905,27264,18614,21423,21028,25869,20355,11924,21445
100820,Millet (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1898,1501,0,0,0,0,0,0,0,0
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,24,89,0,0,0,,0,0,482,1005,1110,2634,1348,1428,2409,1721
110220,"Maize """"corn"""" flour""""",0,0,0,0,0,0,0,0,0,0,,27,59,66,62,66,41,128,242,159,134,,3842,2796,3626,3107,3398,3618,4216,4630,5577,5884
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,0,0,0,0,0,0,0,0,0,,21,24,12,71,79,128,125,41,49,116,,302,268,265,210,348,272,328,293,281,305
110811,Wheat starch,5,9,19,10,0,130,0,0,0,0,,5,9,19,13,3,127,1,12,8,30,,1574,1025,2185,2181,2858,5655,2518,2264,3083,7273
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,0,0,0,0,0,0,0,0,,0,9,0,75,42,3,33,50,0,0,,8,22,25,49,45,59,76,76,25,49
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,26,0,0,0,0,0,0,0
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",0,0,0,0,0,0,0,0,0,0,,103,212,142,181,310,434,208,459,334,508,,4800,9581,16724,11651,10617,14699,21958,21714,22061,22448
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",0,0,0,0,0,0,0,0,0,0,,0,11,0,32,99,0,0,2,0,422,,439,232,395,386,375,252,400,226,382,228
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",0,0,0,0,2,0,0,0,0,0,,11,11,33,304,40,86,11,4,4,18,,1839,1565,1522,1480,1675,1508,1978,2122,1827,1963
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6,0,1,0,3,0,18,6,6,0
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",0,0,0,0,0,1,0,0,0,0,,659,687,635,780,596,455,337,637,782,618,,4314,4260,3701,2846,3104,3488,5351,5803,5740,10187
140190,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...",0,0,0,0,0,0,0,1,0,0,,0,2,0,2,1,7,4,21,2,17,,704,1145,1100,1049,1002,1046,1117,1557,1403,1979
151319,"Coconut oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,14,27,22,79,125,148,91,10,52,119,,1372,2221,2762,10308,12431,14493,11426,7372,8238,11191
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,0,,0,0,56,0,0,0,0,0,0,0,,67,72,15,3,2,1,11,2,10,1
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,2,0,1,0,1,25,1,3,26,,175,228,344,508,711,694,869,1068,1197,1425
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,6,4,4,0,0,,0,0,0,0,0,911,2143,5109,6216,7674,,0,0,0,0,0,3379,5779,7077,5800,3892
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,1,0,0,,0,0,49,0,0,0,0,0,0,0
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",0,0,0,0,0,0,0,0,0,0,,215,23,2,84,0,6,47,314,0,4,,0,0,18,18,174,341,388,405,484,526
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,49,211,6,9,15,183,10,499,9,146,,0,252,2631,1815,2449,4638,8479,9097,9886,9291
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,10,87,242,296,369,301,390,350,477,722,,0,37,3271,2159,1381,1546,1298,2554,2714,4077
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,0,0,0,0,0,0,0,0,,106,121,211,234,123,117,147,379,317,120,,0,0,152,176,317,111,37,94,84,6
30544,"Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,8,5,1,0,1,0
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,40,26,0,2,0,,0,0,0,0,0,0,1,1,0,0
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,315,197,277,188,201,205,195,334,207,229,,0,0,2,0,17,0,0,0,0,0
30623,"Shrimps and prawns, whether in shell or not, live, dried, salted or in brine, incl. shrimps ...",8,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1508,1487,0,0,0,0,0,0,0,0
