Product code,Product label,Australia's imports from India-Value in 2012,Australia's imports from India-Value in 2013,Australia's imports from India-Value in 2014,Australia's imports from India-Value in 2015,Australia's imports from India-Value in 2016,Australia's imports from India-Value in 2017,Australia's imports from India-Value in 2018,Australia's imports from India-Value in 2019,Australia's imports from India-Value in 2020,Australia's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
721250,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,21,19,0,0,0,0,0,0,0,,1601,4417,1482,3144,2738,4268,4616,5301,4625,5053,,3212,5406,9626,4440,5354,7219,9853,6553,6465,18443
721260,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,5,0,0,0,0,0,0,,451,964,822,560,1496,626,498,374,233,487,,48,46,102,115,22,1,163,330,27,376
611219,"Track-suits of textile materials, knitted or crocheted (excluding cotton or synthetic fibres)",0,0,0,0,0,0,0,0,0,0,,1899,5222,2380,1648,2211,2116,2778,5138,1345,2796,,60,167,166,153,128,51,96,98,246,249
611594,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",1,0,0,2,5,1,3,1,0,0,,810,1456,513,318,40,26,69,24,54,169,,6114,5359,7772,4854,5102,5663,6393,7271,5703,6801
610729,"Men's or boys' nightshirts and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,5,1,0,0,0,,7741,19392,32622,46000,59118,99588,73289,70228,61692,95093,,120,45,128,22,130,18,19,1367,1411,644
551442,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,21,0,14,284,31,965,539,802,824,,26,0,1,3,7,0,2,6,2,43
551443,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,148,62,46,71,105,167,220,410,251,280,,91,81,13,15,213,191,20,2,0,2
551644,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,45,3,0,,108,24,781,41,16,30,108,60,227,1,,7,372,339,367,78,114,58,81,53,16
550942,"Multiple """"folded"""" or cabled yarn containing >= 85% synthetic staple fibres by weight (excluding ...""",0,27,0,21,5,21,40,0,17,0,,658,953,2554,1819,236,417,370,684,624,605,,1126,715,1034,317,776,726,951,61,84,21
550969,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other ...",388,531,376,449,445,315,0,0,0,0,,12225,15136,13638,13528,18174,14436,14054,14146,11094,13173,,565,550,429,451,490,953,230,143,195,130
540248,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,0,,141,652,1182,909,2360,2293,3465,4546,4698,9515,,504,453,885,1042,1233,1158,1386,1134,674,806
540831,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",2,3,0,1,4,0,0,0,0,0,,91,224,0,6,1,29,60,773,369,122,,101,246,194,158,214,71,67,69,32,23
550140,"Synthetic filament tow as specified in Note 1 to chapter 55, of polypropylene",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0
550620,"Staple fibres of polyesters, carded, combed or otherwise processed for spinning",0,0,0,0,0,72,72,0,0,0,,27,542,20,0,17,76,707,425,306,714,,1573,3026,1837,1826,1812,1242,599,463,310,274
590210,"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, whether or not dipped ...",0,0,0,0,0,0,0,0,0,0,,888,2284,2524,1860,2792,2969,3054,1372,1664,4402,,17,22,32,28,23,35,51,51,36,54
600539,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,38,15,6,0,,0,0,0,0,0,75,170,302,1276,2436,,0,0,0,0,0,1438,1405,864,703,656
600541,"Unbleached or bleached warp knit fabrics of artificial fibres """"incl. those made on galloon ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,745,1,0,17,21,,28,24,64,278,33,35,25,26,18,18
610310,"Men's or boys' suits of textile materials, knitted or crocheted (excluding tracksuits, ski ...",29,15,2,0,0,1,5,0,0,0,,15689,18626,55108,31568,25295,31099,14959,19505,40450,31882,,2328,1600,1254,789,1000,428,1188,441,408,673
600623,"Cotton fabrics, knitted or crocheted, of yarns of different colours, of a width of > 30 cm ...""",0,0,0,0,0,3,1,21,0,0,,3685,3150,5095,4132,5434,4565,4538,4002,2403,7834,,397,329,416,156,181,62,84,79,73,82
810299,"Articles of molybdenum, n.e.s.",0,0,0,0,0,0,0,2,0,0,,475,902,1091,1188,1201,905,680,575,539,837,,1016,1069,3208,2461,1931,3923,6081,3304,2606,2514
810390,"Articles of tantalum, n.e.s.",0,0,0,0,0,0,0,0,0,0,,693,886,238,424,443,375,1323,680,227,389,,4499,2150,1315,1996,3394,1625,1764,1183,155,219
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,0,1,0,0,0,0,0,0,0,0,,3783,104,1004,130,495,1037,4867,1446,801,8107,,1448,1730,4028,3351,2364,12110,15708,20665,4175,2355
811212,Unwrought beryllium; beryllium powders,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,2,0,2,2,,10,0,3,0,0,0,0,0,1,0
811221,Unwrought chromium; chromium powders,0,0,0,0,0,0,0,0,0,0,,330,841,1012,1065,631,991,805,1295,1353,2049,,3110,2144,1423,2410,2009,2477,3101,1896,816,122
811292,"Unwrought niobium """"columbium"""", gallium, indium, vanadium and germanium; powders and waste ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,5,1,0,0,0,,1434,1183,1032,784,3441,4444,7743,6831,1302,3924
750711,Tubes and pipes of non-alloy nickel,0,0,0,0,0,0,0,0,0,0,,38,32,40,12,30,21,114,180,131,10,,30,118,109,1,16,172,267,29,10,15
750300,"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ...",0,0,0,0,0,0,0,0,0,0,,1990,2461,2211,1953,2002,2095,10189,10219,4163,16354,,3,29,55,76,2,0,432,30,178,75
740313,"Copper, refined, in the form of billets",0,0,0,0,0,0,0,0,0,0,,318,16,272,452,392,151,1435,25579,200442,270155,,2208,11848,21,239,75,399,201,254,274,184
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",0,17,48,0,0,0,0,0,0,0,,804,1237,1220,421,840,1595,1071,832,851,666,,69043,53312,53023,55595,47774,56917,49601,38151,30368,23500
840729,"Spark-ignition reciprocating or rotary engines, for marine propulsion (excluding outboard motors)",0,0,0,0,0,0,2,0,0,0,,1692,810,1573,1255,7790,254,422,1030,1159,977,,12236,12832,11537,10947,19857,9456,14627,10121,15978,11793
841011,"Hydraulic turbines and water wheels, of a power <= 1.000 kW (excluding hydraulic power engines ...",66,152,0,0,0,0,0,0,0,0,,340,1487,4639,2470,1987,10685,8582,3459,3186,2395,,1713,1175,406,401,239,136,5,71,252,57
841111,Turbojets of a thrust <= 25 kN,0,0,0,0,0,0,0,0,309,0,,1,32601,21426,4,1211,7,42117,30094,11023,15000,,6815,10897,37100,2309,4755,14334,12418,19308,3185,12584
820560,Blowlamps and the like (excluding gas-powered blowlamps),0,0,0,0,0,0,0,0,0,0,,20,51,33,31,21,17,28,56,13,29,,1900,1927,2147,3253,2137,3172,3304,2182,2156,3377
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,6,0,0,0,0,0,0,,115,56,180,240,86,81,33,12,45,89,,40,46,14,68,78,22,19,53,49,48
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",0,0,0,0,0,0,0,0,0,0,,8804,7169,8826,4884,6756,8896,5653,7242,6220,11193,,8,93,87,1453,106,783,368,867,752,117
846320,"Thread rolling machines, for working metal",4,15,0,0,0,0,16,0,0,0,,441,256,278,504,543,1032,617,468,831,641,,242,53,43,268,46,223,370,23,197,173
845951,"Milling machines for metals, knee-type, numerically controlled",0,0,0,0,0,0,0,0,0,0,,861,1466,284,520,261,404,296,425,273,707,,638,528,591,351,103,43,80,171,234,606
845650,Water-jet cutting machines,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,30,4,16,3526,,0,0,0,0,0,5897,6571,6686,7383,6988
843590,"Parts of presses, crushers and similar machinery used in the manufacture of wine, cider, fruit ...",3,5,8,0,17,0,0,0,0,0,,5826,3976,2741,1260,831,542,430,454,230,592,,818,1105,1120,1056,787,1070,1178,1193,947,1963
843930,Machinery for finishing paper or paperboard (excluding calenders),0,0,0,0,0,0,0,0,0,0,,14780,6701,4190,3224,3598,3513,3669,2752,3304,2522,,2434,3435,1115,1356,1952,10529,8552,4853,523,1061
844621,"Power looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,0,0,137,0,0,0,0,,506,541,357,395,457,861,843,215,760,837,,424,13,46,54,10,137,258,0,260,1
844900,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ...",0,0,0,0,0,0,0,0,0,0,,878,242,287,332,276,379,322,4727,1590,5077,,1667,2049,2382,872,720,442,338,810,7853,2905
845012,"Household or laundry-type washing machines, with built-in centrifugal drier (excluding fully-automatic ...",0,0,0,0,0,0,0,0,0,0,,2209,11537,10411,14062,9265,7476,6725,6673,5133,7685,,1102,3110,2487,1886,1292,1348,1650,688,485,1957
841710,"Industrial or laboratory furnaces and ovens, non-electric, for the roasting, melting or other ...",0,0,4,4,0,15,0,0,0,0,,7311,12488,9375,9262,15546,23875,14955,7928,13203,11880,,1267,2814,3822,1649,1462,3054,3865,221,1339,1190
841932,"Dryers for wood, paper pulp, paper or paperboard",0,0,0,0,0,0,0,0,0,0,,357,1047,1531,1406,734,969,649,398,197,505,,4180,708,806,7712,472,2601,3116,1239,1342,3075
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excluding those on tyres ...",0,0,0,0,0,0,0,0,0,0,,2463,2999,6593,8273,36956,28400,26307,16601,25720,20627,,173624,125731,79639,32026,17985,30244,32697,30466,45086,59567
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",0,0,0,0,0,0,0,0,0,0,,25572,9685,9238,13460,57386,10488,7752,3127,7311,3051,,2293,6046,4641,4151,4769,3909,6803,5702,8252,8667
843241,Manure spreaders (excl. sprayers),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,115,197,138,225,77,,0,0,0,0,0,4852,3995,2334,3204,4986
850162,"AC generators """"alternators"""", of an output > 75 kVA but <= 375 kVA (excl. photovoltaic g ...""",0,0,0,0,6,0,0,0,0,0,,2625,2636,5065,8638,9309,13215,20760,26647,22101,33878,,5171,8461,12325,14491,20799,14950,8125,10345,5780,3606
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated ...,0,0,0,0,0,0,132,182,0,0,,66,545,165,150,260,392,316,223,574,2098,,4644,3146,8287,1101,5131,4861,19109,7097,9665,17566
846900,Typewriters and word-processing machines (excluding automatic data-processing machines and ...,0,3,4,0,0,0,0,0,0,0,,826,1454,551,775,978,235,0,0,0,0,,195,433,141,212,232,0,0,0,0,0
847210,"Duplicating machines """"hectograph or stencil"""" (excluding printing machines and photocopying ...""",0,0,0,0,0,0,0,0,0,0,,18,56,7,16,1,26,2,159,16,2,,238,199,116,34,20,24,19,13,42,22
846810,"Hand-held blow pipes, gas-operated, for soldering, brazing or welding",0,0,0,0,0,0,0,0,0,0,,15,36,32,61,32,87,157,149,111,176,,1633,2017,2300,2352,2272,2626,2612,2149,2188,2722
847810,"Machinery for preparing or making up tobacco (excluding dryers and other heating equipment, ...",0,0,0,0,2,0,1,0,1,0,,8343,7261,8533,4382,4138,4620,4378,6481,6037,10118,,274,627,605,266,167,181,249,260,508,421
851761,"Base stations of apparatus for the transmission or reception of voice, images or other data",491,4,0,0,0,0,281,14,477,0,,1782,6139,1562,3511,854,8493,6842,1208,1097,1986,,127403,64254,29339,21398,20121,39040,24197,24231,14777,15351
851850,Electric sound amplifier sets,1,0,27,32,61,47,42,35,0,0,,1477,2483,4142,5395,4791,10407,7046,2185,2372,3220,,15762,13796,13149,12334,12030,12613,12649,13990,12645,20142
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,100,3,4,0,0,0,9,0,20,0,,56109,35346,11884,6554,6387,9792,7844,9467,2522,1194,,45749,35415,35805,25394,20171,20953,18886,14366,11097,11201
852712,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, ...",0,0,0,0,0,0,0,0,0,0,,7,159,6,1,68,6,13,3,1,11,,25,23,14,48,7,2,32,63,49,66
852719,"Radio-broadcast receivers capable of operating without an external source of power, not combined ...",0,0,0,0,0,0,0,0,0,0,,878,1233,1943,1371,1000,957,801,912,321,281,,21803,26665,24358,24256,22604,28637,17528,15240,21596,16809
852792,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",0,0,0,0,0,0,0,0,0,0,,26,0,0,0,0,0,15,4,0,0,,9287,7064,9261,10228,6221,9212,4365,5563,4601,3153
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,71,0,0,0,0,,0,0,0,0,0,692,8794,5060,2505,2531,,0,0,0,0,0,61852,58617,59586,44534,49198
850610,Manganese dioxide cells and batteries (excluding spent),191,66,0,0,0,0,1,0,0,0,,3479,5317,4053,3018,2744,2188,3209,8134,3003,2885,,65124,70880,68374,64466,53796,57036,68468,82206,92293,80644
850660,Air-zinc cells and batteries (excluding spent),0,0,0,0,11,0,0,0,0,0,,184,0,348,1044,432,110,115,1,3,37,,5483,5181,5450,5250,5895,6702,6993,6697,6700,6585
851631,Electric hairdryers,0,0,0,0,0,0,0,0,0,0,,4,54,7,11,455,154,558,1020,823,828,,15768,15360,18751,15990,22352,31008,36515,31087,31082,35348
851210,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps ...,12,23,20,1,0,0,0,0,0,0,,2377,1294,1810,1026,877,403,294,500,295,426,,5948,6076,6537,5866,5582,5182,4832,5139,5950,7070
853941,Arc lamps,49,102,7,0,22,28,0,0,17,0,,1502,1010,628,645,436,188,1003,312,25,15,,2867,4110,4420,4656,3367,4065,3842,3386,2048,3205
853990,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red ...",0,1,0,0,0,12,0,0,7,0,,5824,8062,9138,6478,6527,4945,5081,4833,5118,5432,,506,634,559,674,280,304,474,435,205,436
854519,"Electrodes of graphite or other carbon, for electrical purposes (excluding those used for furnaces)",6,0,4,225,154,62,10,18,7,0,,2911,2424,2963,2684,1807,1264,2913,1517,2148,1735,,16150,13088,9154,11256,10305,10929,12859,9026,10977,8546
860630,Railway or tramway self-discharging goods vans and wagons (excluding tank wagons and the like ...,0,0,0,0,0,0,0,0,0,0,,0,86,0,0,0,0,0,1,0,1,,67058,68663,61555,31267,12557,16163,68255,23670,61669,26972
860692,"Railway or tramway goods vans and wagons, open, with non-removable sides of a height > 60 cm ...",0,0,0,0,0,0,0,0,0,0,,13590,4,211,29,0,0,2674,0,0,0,,330399,254202,185143,203459,67227,18448,37877,86409,61294,85535
870290,"Motor vehicles for the transport of >= 10 persons, incl. driver, not with compression-ignition ...""",0,0,0,0,0,0,0,0,0,0,,19016,14035,8216,1087,5054,10115,2039,3580,153,155,,24984,21610,22841,9134,5939,15772,17936,3484,92,298
870324,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,21,0,0,,4505,921,288,4546,3638,1759,1355,2947,1256,15,,2562933,2263376,1826566,1903733,1715023,1867446,1895786,1681537,1063742,1593172
70519,Fresh or chilled lettuce (excluding cabbage lettuce),0,0,0,0,0,0,0,0,0,0,,1,10,32,4,1,8,5,9,25,3,,22,0,0,0,0,15,0,81,113,1
70993,"Fresh or chilled pumpkins, squash and gourds """"Cucurbita spp.""""""""",0,0,0,1,0,0,0,5,0,0,,0,284,743,895,1316,1697,1673,1439,5466,8668,,0,1,0,6,4,3,3,19,25,0
71159,"Mushrooms and truffles, provisionally preserved, e.g., by sulphur dioxide gas, in brine, in ...""",0,0,11,0,0,0,0,0,0,0,,32,25,8,107,402,1161,751,331,172,469,,14,49,550,16,55,36,9,20,37,69
30564,"Tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,4,5,0,1,16,0,0,0,20
30572,"Fish heads, tails and maws, smoked, dried, salted or in brine",0,0,0,0,0,7,0,0,0,0,,0,15153,1859,21959,47317,33802,65552,46586,46313,42619,,215,433,569,949,1114,962,1112,678,1275,609
30622,"Lobsters """"Homarus spp."""", even smoked, whether in shell or not, live, fresh, chilled, dried, ...""",0,0,0,0,0,0,0,0,0,0,,7786,6852,6999,6761,3877,1705,0,0,0,0,,51,539,1085,410,13,0,0,0,0,0
30624,"Crabs, even smoked, whether in shell or not, live, fresh, chilled, dried, salted or in brine, ...",0,0,0,0,0,0,0,0,0,0,,29134,37765,35091,35329,61761,13569,0,0,0,0,,2,42,187,38,40,0,0,0,0,0
30693,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1277,676,482,64,260,,0,0,0,0,0,2,122,0,2,4
90300,Mate,0,0,0,0,0,0,0,0,0,0,,7,8,1,0,2,1,2,5,6,16,,186,347,188,260,319,226,159,227,408,434
80252,"Fresh or dried pistachios, shelled",0,0,0,7,5,0,0,0,0,0,,0,106,576,793,280,73,168,74,183,118,,6875,12875,14343,12471,10213,11311,8248,10042,11045,14592
80262,"Fresh or dried macadamia nuts, shelled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,8,,3670,0,0,8332,10537,10786,2956,0,0,0
80390,Fresh or dried bananas (excluding plantains),0,6,7,1,0,2,0,0,0,0,,0,20520,34800,50948,60333,48905,55553,75905,100761,142899,,843,1066,820,554,909,489,253,234,315,329
80810,Fresh apples,0,0,0,0,0,0,0,0,0,0,,10429,13610,5723,6697,5393,3685,5891,9814,14067,14345,,631,850,1992,1535,1633,2308,1239,968,2477,2770
100510,Maize seed for sowing,0,0,0,0,0,0,0,0,0,0,,15270,29168,31889,20476,26410,35978,60898,42949,36437,53075,,827,1060,1140,544,408,584,2208,4383,1451,3499
100191,"Seed of wheat and meslin, for sowing (excluding durum)",0,0,0,0,0,0,0,0,0,0,,0,65,14439,5,0,80,21,68,40,784,,8,13,8,0,73,0,0,116267,114109,0
100290,Rye (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,9,212,1,4,8,0,90,1,1,,0,0,0,0,0,0,0,0,0,0
110320,Cereal pellets,0,0,0,0,0,0,0,0,0,0,,243,1221,426,433,324,540,624,880,1295,1297,,0,0,0,0,0,0,0,0,2692,0
110814,Manioc starch,0,1,0,6,0,3,0,9,2,0,,139,18,67,49,162,10,1016,366,697,3321,,7839,11236,5413,5054,4591,5258,7568,7378,6598,8660
121490,"Swedes, mangolds, fodder roots, hay, lucerne """"alfalfa"""", clover, sainfoin, forage kale, lupines, ...""",0,0,0,0,0,0,0,0,0,0,,50,84,14,50,27,4,42,116,47,25,,587,943,224,280,125,40,203,338,1498,1467
130220,"Pectic substances, pectinates and pectates",0,0,0,0,0,0,0,0,9,0,,96,207,420,1144,583,677,621,1745,1654,838,,4996,3597,4100,5541,5053,4875,3737,3943,4482,5814
121292,"Locust beans """"carob"""", fresh, chilled, frozen or dried, whether or not ground""""",0,0,0,0,0,0,0,0,0,0,,0,18,0,0,0,3,7,8,0,0,,22,27,52,40,54,100,70,91,100,78
150190,"Poultry fat, rendered or otherwise extracted",0,0,0,0,0,0,0,0,0,0,,0,17,2,82,0,19,0,1,0,0,,12,50,34,267,241,147,331,303,507,589
150430,"Fats and oils and their fractions of marine mammals, whether or not refined (excluding chemically ...",0,0,0,0,0,0,0,0,0,0,,133,12,0,0,0,0,0,0,0,0,,0,702,1075,320,36,1549,30,1838,66,0
150810,Crude groundnut oil,0,0,0,0,0,0,0,0,0,0,,4500,4,6204,4384,12532,8291,12225,20010,266098,193593,,140,544,343,345,277,167,175,597,759,1008
151229,"Cotton-seed oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,143,223,1815,1419,2258,50,56,51,390,618,,7089,6594,10030,16199,11860,16068,15158,29073,28472,35037
151321,Crude palm kernel and babassu oil,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,3,12,,0,27,107,0,0,0,0,0,0,3
30712,"Oysters, even in shell, frozen",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,6059,7021,5929,4807,6269
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,295,268,77,183,,0,0,0,0,0,46517,22018,27662,16924,26906
30749,"Cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola spp."""" and squid """"Ommastrephes ...""",249,550,426,316,277,0,0,0,4,0,,327684,392156,306241,309329,452185,309609,47956,35869,15543,16849,,66878,63560,62166,53256,77061,5507,2998,2836,3660,3934
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,38,0,7,67,0,,405,847,1102,1160,1213,965,897,838,204,0
30788,"Smoked, dried, salted or in brine, even in shell, stromboid conchs """"Strombus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,402,0,0,,0,0,0,0,0,0,3,12,0,4
30819,"Smoked, frozen, dried, salted or in brine, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,32,0,0,0,0,0,15,0,,536,2486,2242,3714,3657,3628,3961,2797,1489,729
30822,"Frozen sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,45,8,43,108,248
30829,"Smoked, frozen, dried, salted or in brine, sea urchins """"Strongylocentrotus spp., Paracentrotus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,288,0,0,15,0,,30,79,109,222,311,52,34,26,186,44
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,0,73,20,1,0,11,0,0,39,481,,623,79,97,39,20,0,0,2,7,0
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,0,0,,24,93,106,116,186,132,90,3,97,71,,717,856,1693,770,13561,2132,1165,1138,2158,5398
40610,"Fresh cheese """"unripened or uncured cheese"""", incl. whey cheese, and curd""""",147,221,20,0,0,0,0,0,0,0,,3914,3893,5900,5796,2891,3112,3892,1901,954,1168,,2868,2161,2440,1656,38428,54815,29149,21133,20750,23696
40620,"Grated or powdered cheese, of all kinds",0,0,0,0,0,0,0,0,0,0,,124,23,212,61,29,108,354,97,125,225,,55124,48565,59218,60565,63464,66528,53174,50868,61143,50356
40711,"Fertilised eggs for incubation, of domestic fowls",0,0,0,0,0,0,0,0,0,0,,0,4570,10252,8252,12174,15082,16523,18169,11577,13507,,1099,718,1018,845,1939,1210,750,1775,2582,3093
40790,"Birds' eggs, in shell, preserved or cooked",0,0,0,0,0,0,0,0,0,0,,0,531,1048,4877,3748,743,608,953,604,881,,506,341,571,617,794,1366,1559,1638,1959,1704
50210,"Pigs', hogs' or boars' bristles and waste of such bristles",0,0,0,0,0,0,0,0,0,0,,80,36,60,84,135,285,303,88,27,219,,0,46,19,0,46,2,2,0,0,0
