Product code,Product label,Germany's imports from Singapore-Value in 2012,Germany's imports from Singapore-Value in 2013,Germany's imports from Singapore-Value in 2014,Germany's imports from Singapore-Value in 2015,Germany's imports from Singapore-Value in 2016,Germany's imports from Singapore-Value in 2017,Germany's imports from Singapore-Value in 2018,Germany's imports from Singapore-Value in 2019,Germany's imports from Singapore-Value in 2020,Germany's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
281000,Oxides of boron; boric acids,0,0,0,0,0,0,0,0,0,0,,433,6562,104,75,453,391,101,67,38,95,,29680,30420,26191,22179,19982,22904,24387,21400,20683,23653
281112,"Hydrogen cyanide """"hydrocyanic acid""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,19,0,0,,0,0,0,0,0,44,0,295,188,320
281129,"Inorganic oxygen compounds of non-metals (excluding diphosphorus pentaoxide, oxides of boron, ...",0,0,0,0,0,0,0,0,0,0,,1120,1956,1627,1666,1920,3163,6307,8775,7786,6920,,13777,15749,17441,15184,16500,16688,25360,26218,27422,19213
281520,"Potassium hydroxide """"caustic potash""""""""",0,0,1,0,0,0,0,0,0,0,,2785,3000,3091,1586,4227,4890,5323,4360,4870,6932,,71666,78735,71437,66069,63539,69837,90237,89610,70374,76657
281700,Zinc oxide; zinc peroxide,0,1,0,6,0,0,0,0,0,0,,1877,2016,2423,2107,2215,2342,2803,2149,3530,1917,,66762,64940,68819,76086,66049,93594,95921,86128,75021,122440
281810,"Corundum, artificial, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,332,201,221,69,85,215,212,116,315,138,,143547,155317,159331,130166,142857,159256,197419,164582,120868,171095
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,0,0,6,4,35,12,5,0,3,77,,46002,53220,59191,50088,66017,52420,58238,55178,60048,71644
70110,Seed potatoes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,36349,54823,51693,40281,45548,41992,42912,47538,34768,27674
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",0,1,1,0,0,0,0,0,0,0,,169,171,215,375,468,342,355,331,508,487,,70536,83178,80158,72949,78267,71758,75965,84915,81038,82251
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,155,168,307,583,251,225,262,257,164,155,,102395,109157,112666,91845,106407,98222,109025,95133,91433,151020
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,11,29,93,287,196,213,192,196,140,204,,4606,6548,4885,4886,5036,5793,5795,5046,5215,5557
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",0,0,0,0,0,0,0,0,0,0,,686,515,548,862,653,509,103,150,590,453,,4722,5908,8076,5319,4497,4156,4100,4039,5577,4444
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",0,0,0,0,0,0,0,0,0,0,,407,429,545,753,453,446,621,745,901,913,,7121,11534,20936,27477,35965,42045,44911,58478,64043,60373
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,0,,3,8,0,0,0,0,1,12,9,28,,281,199,105,120,206,49,362,129,164,30
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,0,,17,39,85,40,106,376,121,82,81,171,,29088,41897,46609,59199,59356,51106,61462,57864,56534,49644
80232,"Fresh or dried walnuts, shelled",0,0,0,0,0,0,0,18,0,0,,1107,1248,1256,1205,780,1506,1726,1747,993,815,,165793,177694,227705,263531,228761,277784,344657,257675,318220,267497
80261,"Fresh or dried macadamia nuts, in shell",0,0,0,0,0,0,0,0,0,0,,74,1,3,14,20,24,24,46,77,19,,460,330,544,188,387,101,1634,201,1002,248
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,600,1815,1607,2911,,0,0,0,0,0,121675,165618,136913,212265,226075
80540,Fresh or dried grapefruit,0,0,0,0,0,0,0,0,0,0,,334,607,557,366,238,227,223,243,308,298,,64816,76141,68595,62784,60840,61541,58414,57814,71312,67285
80719,Fresh melons (excluding watermelons),0,0,0,0,0,0,0,0,0,0,,346,507,412,1601,2283,455,269,422,508,588,,132415,147020,149167,132114,134584,142245,171053,138375,144575,130663
80830,Fresh pears,0,0,0,0,0,0,0,0,0,0,,3980,4542,4043,4969,4769,2973,2736,2350,1775,2040,,206472,242548,240118,216212,222882,238186,239470,203755,239932,253824
81070,Fresh persimmons,0,0,0,0,0,0,0,0,0,0,,348,497,631,714,403,554,553,348,491,690,,26701,50356,56735,48571,47732,59112,65554,66884,74541,69784
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",0,1,0,0,0,0,0,0,0,0,,89,134,138,3913,300,199,390,348,309,355,,334427,325807,282389,234103,243356,292047,295611,293312,299221,332058
281830,Aluminium hydroxide,0,0,0,0,0,0,0,0,0,0,,508,523,723,526,493,786,640,613,608,176,,73755,62345,69824,71830,61323,77531,87259,77606,65360,83910
282010,Manganese dioxide,0,0,0,0,0,0,0,0,0,0,,139,87,21,112,765,546,1053,479,312,1360,,30189,29376,33578,31218,25276,24533,28289,26715,26974,28836
282090,Manganese oxides (excluding manganese dioxide),4,0,0,0,0,0,0,0,0,0,,225,408,235,120,521,86,73,76,609,117,,5486,6234,5508,4172,3491,3861,3554,3372,2446,3826
282510,Hydrazine and hydroxylamine and their inorganic salts,0,0,0,0,0,0,0,0,0,0,,1610,869,571,588,495,625,634,624,531,970,,10278,12260,11925,7756,8420,10492,11606,14094,10488,10696
282540,Nickel oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,297,32,42,82,73,6,67,3,16,1255,,10806,8984,8503,8869,6736,7950,7207,6670,7759,5616
282751,Bromides of sodium or of potassium,0,0,0,0,0,0,0,0,0,0,,5209,12062,12967,9552,6314,2451,2137,1065,6137,17858,,4215,5694,5913,5496,5493,6448,10161,8374,8041,11870
282759,"Bromides and bromide oxides (excluding of sodium, potassium and mercury)",0,0,0,0,0,0,0,0,0,0,,6302,4555,4608,2959,3424,2029,1534,1324,3247,2131,,13427,9556,14750,15412,13015,13070,15613,13027,13577,13168
283210,Sodium sulphites,0,0,0,0,0,0,0,0,0,0,,303,429,272,301,262,321,397,322,419,363,,2987,2220,2049,1543,1622,2290,3410,2231,2626,3383
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",0,0,0,0,3,0,0,7,2,0,,1117,972,1128,897,522,1075,1175,1247,1873,3012,,29459,31475,40904,35601,31530,32776,35384,31890,33735,38780
283719,Cyanides and cyanide oxides (excluding sodium and mercury),0,0,0,0,0,0,0,0,0,0,,56,409,124,181,181,622,834,445,2421,3460,,2653,2882,2778,2161,2749,2838,2940,2032,2033,2389
284150,Chromates and dichromates; peroxochromates (excluding sodium dichromate and  inorganic or organic ...,0,0,0,0,0,0,0,0,0,0,,14,23,11,5,6,2,15,15,11,42,,3488,5970,3608,483,545,872,445,366,241,264
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",0,0,0,0,0,0,2,4,5,0,,7195,6852,6088,6297,5746,10436,18929,13919,18509,20653,,1009067,1075540,1088532,739812,590143,688071,695956,789006,327301,592574
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",0,0,0,0,0,0,0,0,0,0,,521,585,835,617,2475,1412,0,0,0,0,,6827,7901,9663,10348,11553,0,0,0,0,0
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",0,0,0,0,0,0,0,0,4,0,,46948,47833,76178,62453,77420,66413,79852,63779,78516,79059,,119457,101842,105867,73783,72319,68192,93167,85942,68064,95685
290319,Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...,0,0,0,0,0,0,0,54,0,0,,70,87,1,38,52,10,49,0,3,0,,2788,2636,2763,2948,917,1923,1047,2369,1400,3229
290323,"Tetrachloroethylene """"perchloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,1766,1657,1751,1043,965,1366,844,434,447,509,,1830,1575,1303,3828,4543,3109,1042,914,1056,1330
290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene ...",0,46,134,14,0,0,0,0,0,0,,18569,22149,18896,15403,22025,18406,18214,26014,27560,31540,,95929,91588,89835,83712,87733,138656,228972,166225,138199,170530
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,1503,1241,2987,2406,2559,3015,3163,3655,3948,4757,,0,0,0,0,0,11,195,432,278,1052
290383,"Mirex """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,12,274,1254,0,0
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",0,0,0,0,0,0,0,0,0,0,,184,82,92,52,333,519,143,92,116,169,,46572,24012,20012,19466,18366,10857,7407,4880,5624,8486
290394,Hexabromobiphenyls,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",0,0,0,0,0,0,0,0,0,0,,445,599,504,1210,733,703,731,726,864,785,,26864,31907,35195,33874,38187,40837,39487,41348,50209,54404
90510,"Vanilla, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,56,513,2204,189,1721,450,217,159,96,298,,15936,31090,43162,49683,118394,123361,160677,101733,75667,70754
90932,"Cumin seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,284,141,133,294,614,83,155,90,101,45,,583,924,1186,1170,1485,1320,1601,1906,2612,3226
91012,"Ginger, crushed or ground",0,0,0,0,0,0,0,13,0,0,,107,141,192,260,245,263,323,93,234,255,,14727,13848,11810,11474,16731,14724,15268,14008,13097,15150
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,0,0,0,0,,0,59,2,10,0,0,0,0,3,31,,7976,6533,7645,7181,7889,6057,7092,6834,6470,4836
100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",0,0,3,16,0,0,0,0,0,0,,56090,68351,82443,62094,24808,35158,23629,35526,46105,65922,,224331,271728,300289,276749,267515,269197,298767,302186,373828,332801
100710,"Grain sorghum, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1247,1523,1263,886,1122,834,843,855,1377,923
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,0,1,4,2,0,0,2,2,2,2,,16886,9245,1186,1328,1361,1250,1237,1419,1355,2097
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,0,0,0,0,0,,0,4,6,59,141,137,168,164,119,138,,992,2921,21150,22891,15938,16073,15578,20174,21949,18305
110220,"Maize """"corn"""" flour""""",0,0,0,0,0,0,0,0,0,0,,216,261,234,191,201,207,242,188,175,369,,11420,15778,16541,12843,12546,12668,12614,15483,14397,15847
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,0,0,0,0,0,0,0,0,0,,81,130,145,142,176,175,254,120,91,98,,1203,1633,2094,2539,3689,4835,5620,4812,10530,30106
110811,Wheat starch,0,0,0,0,0,0,0,0,0,0,,9368,5917,5898,5988,2634,4689,15566,11964,11108,8934,,58671,56795,41790,33745,39018,56526,73687,77683,77108,101806
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,0,,53150,120349,132871,135979,70909,81525,95170,51310,94709,48319
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,0,36,0,0,0,0,0,18,1,0,,0,4,0,0,0,1,7,0,0,0
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",0,0,0,0,0,0,0,0,0,0,,1264,497,394,441,528,642,387,574,554,362,,65151,88136,113532,136219,128436,113813,102965,92249,112807,126211
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",0,0,0,0,0,0,0,0,0,0,,1309,564,153,69,121,33,223,487,63,65,,29565,30845,33135,30280,35037,29981,34873,37284,46652,45109
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",5,99,0,1,0,0,0,0,0,0,,929,1048,660,401,329,267,383,412,244,53,,20491,21275,19570,17780,21807,20025,20724,34776,31552,27710
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,8,7,,22923,23157,30931,29904,49703,58947,57625,51457,61174,47155
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",0,0,50,43,0,0,0,0,0,0,,10150,11460,5747,2912,1544,722,543,561,391,559,,147920,114815,88422,76500,63561,67616,95759,91623,100814,139264
140190,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...",0,0,0,0,0,2,0,0,0,0,,35,87,24,42,566,27,33,11,13,7,,8583,9335,10360,7854,7583,6286,6762,7977,8176,8377
151319,"Coconut oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,28,0,0,0,0,0,0,,13042,9280,10314,4988,5511,13089,22174,26168,3771,5641,,87059,79307,65629,50242,72209,100226,83309,65755,70901,109060
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,0,,273,6,778,23,17,16,3,8,71,73,,3779,3087,2646,941,1305,1345,1174,884,741,821
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,2,0,0,0,0,0,0,0,,3717,3168,2719,2010,2092,1655,874,1089,862,745,,41937,42120,41772,35708,39994,36381,44635,42123,48301,50698
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,12226,10217,8782,7249,8676,7628,2465,5893,6639,8833,,14577,14239,12315,10844,11904,10775,18090,9952,8258,8729
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,930,2,5,2,5,1,0,1,,2,0,1,0,0,0,31,6,0,0
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,0,0,0,0,0,0,,224,371,11,15,19,19,22,49,27,35,,4395,4739,4798,4393,4598,5232,6290,6186,4800,5539
170250,Chemically pure fructose in solid form,0,0,0,0,0,0,0,0,0,0,,245,345,253,866,589,188,530,216,219,200,,48000,57624,42809,28501,18890,19618,19312,15863,17958,21792
180100,"Cocoa beans, whole or broken, raw or roasted",0,0,0,0,0,0,117,0,0,0,,3681,2289,733,267,13585,628,125,374,84,306,,1028124,805954,764829,1240811,1406860,1173800,1178149,1183183,1210151,1240885
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",0,0,0,0,0,0,1,1,1,0,,11392,12198,14890,14136,16082,18448,24683,44758,54626,67658,,450892,410165,518778,338944,328285,355370,365716,388848,366688,374735
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...",0,0,0,0,0,0,0,0,0,0,,1574,1702,918,695,1175,669,521,542,740,679,,59605,68437,73422,66109,68702,77123,83035,98051,118933,132075
200210,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,642,548,595,591,813,438,341,325,249,281,,189299,194821,215540,175497,166906,178791,187568,186946,204954,230363
200540,"Peas """"Pisum Sativum"""", prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,0,0,0,,828,996,708,780,674,631,629,441,430,345,,42995,41177,44750,29927,29810,31358,33793,32485,41306,37323
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,0,0,0,0,0,0,,1050,816,1092,816,813,461,387,480,409,227,,54610,55086,57253,53014,53228,60382,61876,61554,65732,62945
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,2398,3029,2707,3038,2440,2147,2301,2087,2452,1731,,191016,220940,227807,202291,204971,222442,237006,217159,243698,265325
200811,"Groundnuts, prepared or preserved (excluding preserved with sugar)",2,11,8,0,2,0,0,0,0,0,,5308,7469,6413,5096,4641,3465,3859,4344,4209,3517,,75483,76389,75156,67701,81789,113568,111175,102504,125404,113241
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,1030,1202,1126,1239,1109,1180,1124,1129,619,774,,118922,129672,113764,83467,79081,87621,91068,84976,91297,92842
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,29,49,136,201,159,50,47,189,38,16,,33232,33102,26287,21747,23695,26148,26273,30098,33002,31435
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,23,10,8,3,9,77,4,3,9,10,,15843,14911,16529,14044,14292,15088,14432,10807,9954,6058
200979,"Apple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar or ...",0,21,0,0,0,0,0,0,0,0,,639,789,1881,1885,996,649,845,853,511,242,,528558,420606,304542,212985,217895,215814,288993,179871,209204,201204
210111,"Extracts, essences and concentrates, of coffee",0,0,16,0,0,0,0,1,1,0,,68495,56140,50109,45405,33124,32918,33235,28742,25708,25268,,412298,336876,353433,342300,330635,379564,369606,338683,295336,289170
210330,"Mustard flour and meal, whether or not prepared, and mustard",0,0,0,0,0,0,0,0,0,0,,454,371,347,215,298,227,218,407,108,305,,16126,19112,20244,16186,17442,17057,23214,19475,22195,22663
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",0,0,0,0,0,0,0,0,0,0,,8799,6511,809,71,149,87,93,26,150,49,,24546,36264,37792,28517,35533,40015,42875,35074,36851,51955
210500,"Ice cream and other edible ice, whether or not containing cocoa",0,0,26,0,0,0,0,0,0,0,,3522,4600,3981,4557,4880,4177,3452,2718,2053,2090,,280236,302194,338126,295608,325616,366459,456277,424566,422713,483683
10231,Pure-bred buffalo for breeding,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,2,1,39,0,1,0,1,0
10514,"Live domestic geese, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,0,,31,91,25,3,30,16,2,16,10,95
10594,"Live fowls of the species Gallus domesticus, weighing > 185",0,0,0,0,0,0,0,0,0,0,,0,0,6,118,0,0,0,0,1,6,,67389,82717,67590,68009,84288,113338,102556,98112,85532,101315
10614,Live rabbits and hares,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,,129,287,240,381,402,82,212,124,274,545
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,3,3,0,,140,42,128,125,153,130,64,44,1389,999
20230,"Frozen, boneless meat of bovine animals",0,0,0,8,0,0,0,0,0,0,,18520,19662,14982,22054,47077,13024,12049,14021,17586,29473,,278107,282624,293347,254252,231113,290851,285647,285107,233921,236879
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,59,67,115,42,56,44,477,219,18,323,,842879,840623,768400,514748,504225,562385,615911,632569,564726,478547
20321,Frozen carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,2581,4405,448,44,67,30,126,1352,153,33,,3523,1237,482,390,389,510,504,628,492,802
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,,765,1429,1901,1816,1290,1992,1786,1470,3508,2762
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,2,154,2,43,317,499,621,224,60,20,,48764,44380,48525,46306,54701,67295,72703,51593,49099,48724
20621,Frozen edible bovine tongues,0,0,0,0,0,0,0,0,0,0,,123,114,467,4085,1041,143,92,151,62,73,,2805,2171,2309,1826,1201,1711,1722,1657,1406,1603
20629,Frozen edible bovine offal (excluding tongues and livers),0,32,0,0,0,0,0,0,0,0,,9756,14773,21142,26805,19793,24164,14107,8952,3835,2266,,4532,5356,4235,3650,3229,4503,7943,9076,9910,11806
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,647,963,882,861,1206,1663,1974,2218,2986,1729
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,230,302,463,773,426,142,256,315,190,228,,7108,9672,7656,5858,5904,4771,6529,4895,5223,4614
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,1,0,0,0,0,0,0,0,0,,39,78,183,122,91,76,64,52,15,37,,142968,147380,140509,132382,92685,80798,93327,83740,79533,49872
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,29816,36650,35635,28534,28828,32187,34491,31509,33579,29622
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,0,,32,271,184,115,49,6,80,332,162,27,,12089,9564,8580,10706,11242,12839,14078,14530,18607,20067
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,253,60,26,8,51,389,389,608,1433,1269,,216299,323614,434172,347803,463044,520314,475301,446610,361517,396856
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,6,28,8,18,8,1,0,0,0,0,,8917,10286,10195,8779,10035,9788,12020,13629,11216,10807
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,1553,1253,793,295,263,173,120,24,3,1,,1909,1894,2092,2488,2935,3211,3049,2630,2544,2361
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,10,122,495,341,208,55,28,18,14,52
30271,"Fresh or chilled tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,31,23,29,0,0,1,0,1,2,14,,502,381,535,96,89,87,101,62,83,67
30283,"Fresh or chilled toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,,63,139,123,15,24,19,19,9,14,4
