Product code,Product label,Japan's imports from Australia-Value in 2012,Japan's imports from Australia-Value in 2013,Japan's imports from Australia-Value in 2014,Japan's imports from Australia-Value in 2015,Japan's imports from Australia-Value in 2016,Japan's imports from Australia-Value in 2017,Japan's imports from Australia-Value in 2018,Japan's imports from Australia-Value in 2019,Japan's imports from Australia-Value in 2020,Japan's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
252530,Mica waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,0,0,,256,304,341,209,143,204,166,243,243,127
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,0,,4,1,903,25,12,0,29,4,3,11,,11235,7504,9985,8625,5948,7883,7459,6929,4802,7364
261100,Tungsten ores and concentrates,0,0,0,0,0,0,0,0,0,0,,3807,13723,12398,9205,1621,0,152,566,608,2974,,12129,9117,6997,2673,711,1548,1906,240,0,0
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,0
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",0,53,0,25,0,0,31,0,0,0,,0,0,0,0,0,0,0,0,9,0,,1222850,835604,1083819,937532,275989,91011,91276,79174,53993,54897
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",153204,126126,154481,72604,14286,0,0,0,0,0,,304233,192383,214549,78553,0,0,0,1,1,0,,342296,485532,766844,542390,420455,379684,597002,258738,134420,1089132
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,0,0,0,0,,505,615,0,46,30,35,2,0,21,0,,0,0,0,0,0,0,0,3,2,0
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...",0,0,0,0,0,0,0,0,0,0,,1269,646,753,495,280,410,6748,551,277,349,,2750,3155,3118,1648,2203,1753,5502,13980,2966,3885
280300,"Carbon (carbon blacks and other forms of carbon, n.e.s.)",0,0,0,0,0,0,0,0,0,0,,0,0,0,726,1315,1506,720,1081,1681,946,,297798,262960,258964,198297,170942,203268,244327,249429,183339,241532
280430,Nitrogen,0,0,0,0,0,0,0,0,0,0,,3849,2579,2786,444,1498,422,744,520,544,291,,120,123,170,55,52,153,226,4844,138,98
282570,Molybdenum oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,4,4,1,1,3,0,0,0,0,0,,45669,35590,42399,34407,43298,30426,43326,52114,45561,38860
282732,Aluminium chloride,0,0,0,0,0,0,0,0,0,0,,317,120,108,115,496,622,1026,1147,724,839,,200,117,1823,413,1766,9289,15251,14321,25141,27643
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,0,0,0,0,0,0,0,,159,0,35,199,0,4,0,0,0,0,,447,292,265,115,216,121,127,237,124,163
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,4,0,0,0,0,,862,199,285,344,233,406,880,179,129,274,,2907,8912,10953,8743,4744,3380,2783,3005,4349,4929
283311,Disodium sulphate,0,0,0,0,0,0,0,0,0,0,,11,5,4,33,14,24,14,16,36,224,,19043,19049,16401,13841,14959,13350,15090,12961,11216,12028
283327,Sulphate of barium,0,0,0,0,0,0,0,0,0,0,,2,47,0,0,7,7,0,0,3,1,,15705,19206,14785,12541,9930,12764,11681,12091,9836,11468
283510,"Phosphinates """"hypophosphites"""" and phosphonates """"phosphites""""""""",0,0,0,0,0,0,0,0,0,0,,124,153,50,22,55,2573,609,19,17,28,,12850,10393,11674,12867,11699,14523,14092,14533,12148,29121
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",0,0,0,0,0,0,0,0,0,0,,3187,4817,4583,5581,3118,2858,2209,1624,1178,1265,,25961,26295,24540,21725,21633,18858,22789,23392,16649,20786
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,0,0,0,0,0,0,0,,326,627,753,25,97,83,115,58,206,266,,6542,6017,5524,5390,4860,5055,5336,6366,4601,5035
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",0,0,0,0,0,3,0,0,0,0,,7,36,28,12,162,178,64,56,71,107,,100687,114969,171529,224524,192203,384340,744124,484252,309383,538124
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,19,40,98,54,63,75,59,61,328,441,,242,300,172,33,83,226,488,242,55,45
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,2,2,2,3,3,5,2,2,3,476,,613,339,1004,580,571,561,1132,740,331,1700
284610,Cerium compounds,0,0,0,0,0,0,0,0,0,0,,11,7,5,1,24,13,9,3,1,48,,133267,58550,54670,47408,48263,55474,63636,58050,49762,61638
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",0,0,0,0,0,0,0,15,38,0,,303,35,59,25,61,29,10,49,206,0,,158164,110016,145007,112792,88167,97541,167528,120874,69572,132440
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,527,33,8,0,0,114,35,18,11,0,,11,36,14,47,22,15,44,132,62,57
285310,"Cyanogen chloride """"chlorcyan""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",3,0,0,0,0,0,0,0,7,0,,200,155,242,186,198,281,46,48,57,73,,116391,90602,89866,101530,66594,82664,90001,69694,53386,47747
290313,"Chloroform """"trichloromethane""""""""",0,0,0,0,0,0,0,0,0,0,,11,10,36,3,14,13,8,10,13,9,,780,1097,2975,3460,1578,2726,6365,6033,1888,4885
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,44,13,6,33,12,11,38,8,0,50
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,56,38,16,0,0,0,6,3,0,0,,41101,36086,50698,47495,48252,61424,71330,62017,29389,66246
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,55,751,180,15,48,59,770,597,624,706
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",0,0,0,0,0,0,0,0,0,0,,30,7,2,71,98,1,21,61,13,5,,117056,101463,103438,89847,86791,88989,100292,105673,98700,96485
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",0,0,0,0,3,0,0,0,0,0,,13,9,7,23,6,0,0,0,0,0,,21263,23737,24296,22444,30224,0,0,0,0,0
290712,Cresols and their salts,0,0,0,0,0,0,0,0,0,0,,10,23,3,0,5,0,2,0,0,0,,34621,30749,21966,22597,17277,14483,21124,16200,14239,13943
290722,"Hydroquinone """"quinol"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,27,21,5,13,0,0,4,22,3,4,,7858,7168,1324,1249,1084,1288,1396,1745,1858,1762
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",1821,1814,149,119,320,389,109,165,2,0,,4942,3203,3092,3407,3246,2685,2617,1337,470,390,,129575,103488,112309,108765,114961,119391,155002,148684,151926,212964
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,14,33,0,6,5,71,162,,2628,2823,3021,3310,4863,2392,3184,3408,2130,1732
291260,Paraformaldehyde,0,0,0,0,0,0,0,0,0,0,,39,24,3,0,0,2,25,3,5,21,,15299,13823,17331,11764,10601,11776,12332,11064,8287,13508
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,20,7,16,0,0,0,0
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,61,260,711,49,113,74,122,104,118,123,,7892,6201,6114,5123,5355,6523,7127,6982,6774,7475
291616,Binapacryl (ISO),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",0,0,0,0,0,0,0,0,0,0,,21,37,3830,67,769,2043,9757,105,425,614,,12418,14640,23078,24274,34476,36902,36908,36508,31957,27425
291737,Dimethyl terephthalate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16346,11541,8670,6104,18936,28889,30960,23718,18335,26275
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",0,0,0,0,0,0,0,0,0,0,,51,4,18,371,22,74,66,32,198,16,,31361,31422,29784,28319,26126,26009,24035,24763,21597,25002
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,0,0,0,0,0,0,0,0,,8562,1389,1012,975,2075,0,0,0,0,0,,4234,4016,2942,3014,4529,0,0,0,0,0
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,0,0,0,0,0,0,,1468,1188,1638,763,1517,0,0,0,0,0,,23368,20292,19323,16911,14095,0,0,0,0,0
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",0,3,0,0,0,0,0,0,0,0,,1169,4450,1910,1605,733,0,0,0,0,0,,4753,4785,3143,3415,3263,0,0,0,0,0
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",0,0,0,0,0,0,0,4,0,0,,729,347,1289,320,493,2823,4447,4408,5130,5765,,47447,41639,40400,35750,37348,39748,41529,49446,74792,82932
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",0,0,14,0,0,0,0,0,0,0,,2017,536,1872,473,1479,925,429,1353,438,311,,3611,4434,4505,3771,2593,3348,3892,1635,1572,2491
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",60,0,0,0,0,0,0,0,0,0,,295,56,45,7,0,0,32,0,0,0,,566,144,20,25,62,64,64,0,0,0
400110,"Natural rubber latex, whether or not prevulcanised",0,0,0,0,0,0,0,0,0,0,,3518,3496,3139,2927,917,34,537,618,442,733,,96587,50516,38333,10291,9641,13431,10678,8744,7958,10424
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,0,0,0,0,0,,3,0,3,17,0,4,0,0,0,0,,375,271,290,266,360,396,475,614,460,763
391231,"Carboxymethylcellulose and its salts, in primary forms",0,0,0,0,0,0,0,0,9,0,,64,300,914,242,190,126,134,716,1245,602,,7073,8454,10048,9508,12059,12739,12868,14843,15115,23414
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",0,0,0,0,0,0,0,0,0,0,,4044,3963,2056,2517,762,388,4389,9334,5888,3870,,2078,2131,2517,1631,1843,2206,2592,3207,2887,3048
400811,"Plates, sheets and strip of cellular rubber",5,0,0,0,0,0,0,0,2,0,,2400,1301,1105,1632,2997,2118,1798,1698,1638,1104,,9479,7872,10216,9240,9073,9580,11762,14943,8825,9104
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,4,3,2,0,0,0,0,0,0,,2850,773,1150,890,1409,1241,818,1086,1292,1065,,19242,16726,14515,11022,15890,14257,14064,13040,8566,10911
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",0,0,0,0,0,0,0,0,0,0,,49,49,123,51,64,324,136,91,419,1263,,4135,9643,22807,21522,3658,1236,1277,1022,880,982
441912,Chopsticks of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,22,32,44,28,171,,0,0,0,0,0,77907,85886,93186,86175,89218
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,630,417,355,834,1211,,0,0,0,0,0,177478,172691,162716,141438,149246
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",8,3,0,2,0,0,5,0,0,0,,264,183,167,182,433,328,545,283,323,548,,54103,52938,61316,52149,56489,56597,57173,54906,55742,67548
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,28,108,64,56,91,,0,0,0,0,0,27574,26720,29409,25431,26987
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,2,0,3,3,2,5,,3140,3078,3707,2783,2670,2319,1913,1761,1526,1855
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,21
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,2,75,0,17,0,0,406,209,0,0,,649381,669794,736111,698697,632388,700532,806030,733274,587795,698679
470620,"Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard""""",0,0,0,0,0,0,0,0,0,0,,88,65,10,69,88,37,11,313,46,26,,1062,1024,1062,892,814,937,789,865,970,1052
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",0,0,0,0,0,0,0,0,0,0,,117686,102612,94818,73083,78828,130701,109340,67141,54991,96807,,4643,3671,3775,2947,3308,3355,3835,5183,2461,922
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",0,0,0,0,0,0,0,0,0,0,,1098,261,747,303,185,328,66,114,47,128,,2820,2334,2748,1887,3060,3298,3107,879,604,787
480240,"Wallpaper base, uncoated",0,0,0,0,0,0,0,0,0,0,,0,1,3,9,20,18,4,33,7,138,,231,360,359,196,241,366,233,256,202,284
480254,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,421,206,365,67,40,1014,451,50,238,128,,1898,541,385,561,211,154,115,116,1123,599
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",0,0,0,0,0,0,0,0,0,0,,127,132,50,35,191,10,69,35,96,152,,14430,13912,15696,10315,7195,6630,6650,6472,2825,2873
411410,"Chamois leather, incl. combination chamois leather (excluding glacé-tanned leather subsequently ...",0,0,0,0,0,0,0,0,0,0,,40,14,12,45,6,5,1,10,41,0,,63,35,18,12,44,10,5,55,30,4
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",0,0,0,0,0,0,0,0,0,0,,157,364,81,153,553,488,297,175,240,145,,1398,1548,1290,1158,1096,1014,1327,1132,983,713
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",7,18,0,14,3,8,6,22,2,0,,2960,1568,1279,1089,1847,1390,3574,6791,12369,8762,,715787,664728,689502,640163,692186,698883,727132,747130,598083,676487
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,5,0,0,38,25,0,,121,132,360,20,8,64,200,43,0,11
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,0,0,0,0,0,0,0,0,,0,2,3,0,0,9,0,0,0,0,,151,63,95,178,147,113,309,269,166,113
440140,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,0,0,0,4,0,,0,0,0,0,0,1321,2880,2807,2643,4310,,0,0,0,0,0,1154,1743,2579,3207,3403
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1752,747,2601,1433,239,,0,0,0,0,0,92,90,270,261,32
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,0,0,0,0,0,0,0,0,,0,456,1,0,3,86,62,13,4,0,,3625,3343,2933,2508,2862,2906,3230,3042,2247,2995
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,32,126,0,2,0,33,118,151,2,10,,2409,2451,2442,2270,1878,1497,1375,1937,1964,2109
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,143,0,0,0,,0,0,0,0,0,847542,844783,810174,676282,1096353
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",0,0,0,0,0,0,0,0,0,0,,1431,981,1349,719,1638,232,350,274,489,5244,,78823,83510,89803,58343,82794,100093,116377,107797,62397,79516
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,246,0,0,0,0,0,13,6,2,10,,1584,2067,2619,627,1784,1625,1802,4639,1046,370
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,20,38,99,18,65,,0,0,0,0,0,67666,78826,88410,68124,68188
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",0,0,0,0,0,0,0,0,0,0,,20,0,14,66,151,179,101,58,179,259,,1981,1020,3,2,5,0,3,17,0,27
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,81239,96815,100703,103909,100468,96804,108375,101066,87454,131029,,1506,1250,1676,1489,2055,3676,3890,4849,5005,5681
480700,"Composite paper and paperboard made by sticking flat layers of paper or paperboard together ...""",0,0,0,0,0,0,0,0,0,0,,502,170,196,152,705,264,992,74,432,27,,2614,2631,2587,2179,2268,2683,2646,2138,1677,2402
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",0,0,0,0,0,0,0,0,0,0,,42,51,80,45,163,231,1387,108,12,27,,807,821,506,394,397,323,417,373,385,361
480990,"Transfer papers, incl. coated or impregnated paper for duplicator stencils or offset plates, ...",0,0,0,0,0,0,0,0,0,0,,106,195,283,111,136,83,67,26,30,113,,3715,3932,4490,3623,3958,3865,4157,4812,4254,4775
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,3,0,3,0,0,0,,104,13,54,65,48,7,57,1345,127,66,,1469,1270,1416,1238,1266,1322,2023,1435,678,1509
481092,"Multi-ply paper and paperboard, coated on one or both sides with kaolin or other inorganic ...",0,0,0,0,0,0,0,0,0,0,,11889,6182,27,17,164,19,25,16,1,5,,62117,54382,52637,47095,55140,40123,41182,36981,27050,29005
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or ...",0,0,0,0,0,0,0,0,0,0,,54,1872,2274,173,28,534,367,181,304,65,,2849,2346,2250,1829,1302,1403,1534,1954,1762,2087
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets ...",0,0,0,0,0,0,0,0,0,0,,111,216,137,240,47,55,43,8,60,27,,985,631,755,633,617,605,641,636,750,690
481890,"Paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary ...",0,0,0,0,0,0,0,0,0,0,,1206,681,659,643,2919,621,565,360,659,1655,,49559,47727,48234,41436,44158,44132,46254,51954,56012,51090
481930,"Sacks and bags, of paper, paperboard, cellulose wadding or webs of cellulose fibres, having ...",0,0,0,0,0,0,0,0,0,0,,567,431,728,702,471,698,869,767,14556,17765,,41977,40196,40842,39186,37440,33337,34201,34914,22960,23002
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,1312,746,652,0,237,0,0,0,0,9,,64319,54205,48755,46802,52139,55186,54387,46174,34712,47364
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,19,89,0,0,0,0,0,0,0,,6242,5725,6600,4354,4310,4512,4216,5102,3433,3379
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,,43,75,107,173,68,50,91,61,27,88
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0,,8862,8528,6785,5544,6992,6091,6751,5389,3470,4327
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², ...",0,0,0,0,0,0,0,0,0,0,,14,26,0,39,19,0,0,0,110,154,,2221,2946,3439,3304,2990,2906,4511,5536,6744,4492
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread ...",0,0,0,0,0,0,0,0,0,0,,5,0,0,0,22,0,0,0,8,0,,2005,1451,1277,1007,1390,1448,1918,1593,695,878
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,2,10,3,0,0,1,8,,3006,2797,2342,2129,1485,1137,1604,1769,1020,1280
520939,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², dyed (excluding ...",0,0,0,0,0,0,0,0,0,0,,426,118,68,112,67,104,89,216,295,868,,2796,2435,2091,1633,1840,1974,1618,1367,763,913
520951,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², ...",0,0,0,0,7,0,0,0,0,0,,203,93,47,18,41,24,4,18,46,45,,2228,3096,2014,1497,1573,1235,1016,1119,570,943
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,19,45,31,45,11,1,34,2,0,56,,4504,5850,4377,3186,2732,3005,3921,2246,1614,2267
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,14,0,0,0,0,8,0,0,0,0,,347,516,441,488,391,317,290,310,203,128
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,3,6,0,4,0,0,0,1,8,0,,2230,1933,2085,1733,1514,1812,1837,1717,1834,1641
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,388,247,228,63,9,2,3,19,39,31,,666,1105,820,1006,1573,901,646,746,475,418
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,12,2,3,2,3,2,0,0,10,5,,3053,3513,2369,2494,2381,2355,2429,2011,1417,1147
521225,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,183,85,34,17,65,82,30,3,16,20,,406,434,287,266,137,125,95,106,138,179
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,0,16,21,3,10,0,10,0,0,25,,337,447,357,607,533,367,365,455,592,513
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",0,0,0,0,0,0,0,0,0,0,,158,129,123,93,115,89,87,95,161,105,,8750,8227,7545,7342,8483,8429,10464,9504,5900,5118
540249,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or ...",0,0,0,0,3,0,0,0,0,0,,3,0,0,0,788,316,0,8,28,0,,2433,2692,3420,3915,3720,4733,4138,2269,2592,2982
