Product code,Product label,India's imports from Saudi Arabia-Value in 2012,India's imports from Saudi Arabia-Value in 2013,India's imports from Saudi Arabia-Value in 2014,India's imports from Saudi Arabia-Value in 2015,India's imports from Saudi Arabia-Value in 2016,India's imports from Saudi Arabia-Value in 2017,India's imports from Saudi Arabia-Value in 2018,India's imports from Saudi Arabia-Value in 2019,India's imports from Saudi Arabia-Value in 2020,India's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
690320,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,10,85,95,151,195,178,96,,13213,17168,16588,18721,12918,16650,23783,21001,20265,30234
690590,"Ceramic chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional ...",0,0,0,0,0,0,0,0,0,0,,80,70,0,125,13,61,0,0,0,0,,1233,2175,1753,1836,1183,320,693,418,131,679
690710,"Unglazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",236,0,0,0,24,0,0,0,0,0,,427,28,219,1301,1563,14970,8702,7616,717,0,,87634,50478,52258,66583,29240,5345,0,0,0,0
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,4,0,1,0,,0,0,0,0,0,0,0,0,0,6009,,0,0,0,0,0,19446,24529,23199,11116,16014
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",0,0,0,0,0,0,0,0,0,0,,0,89,215,153,30,25,6,0,0,10,,15726,16354,19902,21054,26066,50287,57461,49439,52233,89459
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,18,0,0,0,,3050,2114,2145,2249,1348,4521,14935,10747,6951,11304
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,112,33,7,14,5,0,0,0,,122,502,486,265,335,435,383,474,316,352
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",6062,4905,5852,2785,2550,2640,829,116,0,0,,5357,9493,12192,23250,21066,26698,36069,31499,34938,31387,,63933,58283,71315,81023,87642,124513,140650,128110,74366,114671
701710,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of ...",1,0,0,0,0,0,0,0,0,0,,0,117,0,9,3,5,152,75,15,11,,1761,821,779,798,829,1027,1364,1450,1340,2526
710121,"Cultured pearls, unworked, whether or not graded",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4820,4049,2103,272816,138854,14851,10729,9651,2211,9910
710610,"Powder of silver, incl. silver plated with gold or platinum",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,392,0,,5194,366,159,70428,9928,1310,2232,450,1664,4304
711011,"Platinum, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,114118,112766,110002,102828,93933,148981,92602,57062,94181,107924
711039,Rhodium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,0,,1626,0,0,0,0,0,0,0,0,0,,518,1166,3618,3189,706,2123,6860,6754,44747,47386
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",0,0,0,0,0,0,0,0,0,0,,0,0,147,0,0,0,678,0,17975,0,,64,1,0,0,0,0,8,0,0,0
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,0,0,0,0,,1603,1532,599,663,511,572,624,893,361,925
720211,"Ferro-manganese, containing by weight > 2% of carbon",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,12130,6243,0,60,0,,11331,11085,15498,6318,25457,66758,80455,74411,28411,14238
720229,"Ferro-silicon, containing by weight <= 55% silicon",0,0,0,0,0,0,0,0,0,0,,1463,706,68,89,759,0,0,0,0,0,,19703,20975,25105,23238,33259,35908,44255,28358,25771,40570
720241,"Ferro-chromium, containing by weight > 4% of carbon",18,0,0,0,0,0,0,0,0,0,,1689,0,0,0,0,0,0,0,0,0,,26926,26315,44386,89649,61838,53617,41405,27825,36843,56168
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,19134,5642,3273,2865,1983,2000,2132,1563,17067,2479
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,907,2086,203,10966,,98604,24754,14102,42199,2558,5010,24415,30499,39194,16793
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,9541,4227,10111,736,744,3102,3629,820,833,1327,,26369,18569,31445,26927,14922,4207,1987,7533,1403,3498
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,0,37,95,4884,11375,5172,105,2783,1924,,23447,20708,23301,30442,29193,37419,43146,25676,14995,41471
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,7,115,0,43,0,0,0,,0,0,272,9,0,3,6,0,22,0,,15213,9749,10013,9873,8503,12270,11228,12282,15737,10658
721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14,0,10,0,0,0,,12950,10102,12802,12039,9064,9563,10132,11711,6577,8744
721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,0,27,0,0,0,10,0,8,0,0,,63791,40219,48446,44650,36497,36799,49716,37891,28325,54920
722011,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,623,1054,496,813,383,218,0,0,0,0,,7460,4424,2842,1097,550,602,391,606,213,1313
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,31,1,27,7,0,0,0,,12905,7947,17168,24761,25576,14375,3396,5008,6445,14637
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of ...",0,0,0,0,0,0,0,0,0,0,,0,742,0,5,357,1868,240,0,0,0,,7795,4054,12680,7592,12168,13653,18303,21336,12413,14030
722810,"Bars and rods of high-speed steel (excluding semi-finished products, flat-rolled products and ...",342,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,128,38,0,0,,38393,19992,30619,33728,26534,23364,30673,31566,14547,22989
722870,"Angles, shapes and sections of alloy steel other than stainless, n.e.s.",0,0,0,0,0,0,0,0,0,0,,28,778,457,557,386,102,104,141,75,50,,3694,3334,4071,4222,4030,3543,4613,4928,3222,12201
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",0,0,0,0,0,0,0,0,0,0,,467,82,624,254,624,552,1007,77,193,0,,11220,4449,6129,10647,5281,7790,14665,25084,17713,17760
730423,"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excluding ...",82,0,0,0,0,0,0,481,0,0,,4593,1291,399,166,1189,4423,4721,11,0,104,,49975,47219,77753,34897,41868,14897,64813,70993,36528,9490
730520,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...",0,0,0,0,0,0,0,1,0,0,,1758,3083,10383,2938,18042,24059,2574,1126,3792,155,,329,2985,2328,1150,604,1379,2,103,44,608
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",19,0,0,0,0,0,0,0,0,0,,2623,2913,1178,1203,863,3522,1263,20,80,550,,13417,16341,18323,13782,8748,9156,12899,14071,10563,24359
732591,"Grinding balls and similar articles for mills, cast (excluding such articles of non-malleable ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,0,0,0,0,,2556,1184,930,1449,294,907,967,235,239,283
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",0,0,0,0,0,0,0,0,0,0,,0,343,72,336,1363,1631,318,100,245,503,,21156,3032,4305,7357,14033,8181,8656,7144,5867,9199
760410,"Bars, rods and profiles, of non-alloy aluminium, n.e.s.",64,68,0,0,0,0,0,0,0,0,,22756,57803,92775,97238,89317,68105,40571,40454,31130,59180,,57387,42328,36168,34845,40511,43997,50402,49838,38425,46396
760611,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm, square or rectangular ...",10,0,0,0,0,535,0,0,0,0,,1331,2142,3238,4960,7779,40866,5012,13921,22800,42868,,66866,99619,120712,154681,86042,106799,292551,175440,42744,83737
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",158,89,66,84,70,81,94,145,28,0,,194,333,76,218,386,141,177,61,227,715,,4013,1717,1990,2526,3539,2479,2655,2808,1018,4276
846229,"Bending, folding, straightening or flattening machines for flat products (excl. numerically ...",5,53,0,0,0,0,200,98,1,0,,270,982,589,955,1251,237,195,0,0,0,,150481,85044,65383,59794,70395,75161,83137,95142,69360,53183
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal ...",0,0,0,0,0,0,0,60,0,0,,812,39,287,140,916,424,266,0,0,0,,39128,43180,28210,30529,26051,35357,40497,49419,25554,29472
846490,"Machine tools for working stones, concrete, asbestos cement or similar mineral substances or ...",0,0,0,0,0,0,0,6,0,0,,222,610,610,429,3568,29132,281,16,0,8,,53067,53383,84511,112558,171497,204613,204475,110725,72452,225020
846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or ...",3,0,0,0,0,0,0,0,0,0,,282,35,0,16,12,32,32,0,0,0,,7445,5146,4641,2753,7353,3418,6843,5144,3203,6675
846596,"Splitting, slicing or paring machines, for working wood",0,0,0,0,0,0,0,0,0,0,,0,69,172,734,206,59,87,0,0,3,,1123,1445,2752,4359,2728,4163,5162,5346,5339,6260
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening ...",0,0,0,0,0,0,0,0,0,0,,110,0,0,13,12,64,129,0,0,0,,31966,21807,24915,17071,22925,22705,29359,25645,19599,28104
846630,"Dividing heads and other special attachments for machine tools, n.e.s.",6,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,107,29,0,0,0,,101215,149671,131950,97027,113499,119088,189487,277251,153541,183073
846691,"Parts and accessories for machine tools for working stone, ceramics, concrete, asbestos-cement ...",0,0,2,0,0,0,0,0,0,0,,36,0,228,79,2,23,18,0,0,0,,15365,14138,15371,12797,19033,15408,15475,16518,13877,23921
846711,"Tools for working in the hand, pneumatic, rotary type, incl. combined rotary-percussion",56,0,0,0,14,0,0,0,0,0,,0,40,0,47,10,123,125,11,0,2967,,24030,19853,19811,18907,34319,18190,23634,31436,30573,41022
846722,"Saws for working in the hand, with self-contained electric motor",0,0,0,0,0,0,1,0,0,0,,0,0,0,92,67,60,46,0,0,0,,12259,8089,10645,9335,8572,7472,11731,14193,11760,20504
841690,"Parts of furnace burners such as mechanical stokers, incl. their mechanical grates, mechanical ...",21,0,0,22,0,0,0,0,0,0,,281,358,515,527,107,17,255,0,5332,4554,,44088,20459,18834,20159,15224,16981,21439,27994,20651,27605
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",73,0,0,0,0,0,0,0,0,0,,3196,1986,853,1195,639,724,833,122,585,484,,96815,76995,103937,95930,113962,167029,140825,187278,151135,236858
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),154,0,0,0,0,0,0,0,0,0,,5739,2727,3857,5221,4122,2158,2064,985,565,393,,147582,128779,115185,133720,137911,141043,159756,166601,109535,158910
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",51,0,0,0,47,0,6,1,0,0,,0,0,61,237,357,162,1651,3,0,5,,30949,23853,36384,29356,26994,30368,43610,50573,24926,39713
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",5,0,0,0,2,0,0,0,3,0,,4053,1235,4777,1851,550,1316,853,0,14,899,,87523,83405,58429,57266,66512,77722,74761,81661,70211,89043
842441,"Agricultural or horticultural sprayers, portable",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,34,,0,0,0,0,0,10626,12743,13664,26756,27210
842489,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ...",0,0,0,0,0,0,44,358,10,0,,81,46,370,714,598,3620,12100,10148,41,66,,87103,116120,57254,85191,76555,77055,154678,136970,149709,98310
842820,Pneumatic elevators and conveyors,8,0,0,0,0,0,0,50,0,0,,781,49,191,2431,980,720,670,0,0,0,,86545,70559,58250,59831,43936,49428,98401,75001,58755,45086
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excluding for ...",0,0,0,0,1,0,0,0,0,0,,0,0,31,11,2,2,0,0,0,0,,5939,1877,2288,2651,2006,3769,3637,2711,2538,2168
842833,"Continuous-action elevators and conveyors for goods or materials, belt type (excluding those ...",0,0,0,0,0,0,0,0,0,0,,28,53,121,108,338,93,95,961,0,0,,16611,9428,9707,5937,13585,17879,21491,23225,30152,47074
842959,"Self-propelled mechanical shovels, excavators and shovel loaders (excluding self-propelled ...",0,0,0,0,0,0,572,214,0,0,,7952,4514,5640,4496,12192,51372,24913,8,0,4,,122274,83516,63759,76775,68877,69066,76525,48332,35371,48758
843110,"Parts of pulley tackles and hoists (other than skip hoists), winches, capstans and jacks, n.e.s.",0,0,0,0,0,0,0,0,142,0,,670,132,1943,1439,1114,1713,2190,4,0,20,,32665,20223,12294,13996,9916,13502,13637,11146,9107,10243
843242,Fertiliser distributors (excl. sprayers and manure spreaders),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,70,141,149,191,195
843351,Combine harvester-threshers,0,0,0,0,0,0,0,0,0,0,,502,798,1565,506,42,112,326,0,0,3,,2012,3268,5454,8907,9095,11834,39569,25695,63443,90079
843490,"Parts of milking machines and dairy machinery, n.e.s.",0,0,0,0,0,0,0,2,0,0,,183,0,50,341,29,38,19,0,0,0,,4453,2315,2275,3440,3535,4234,2754,2554,3466,3838
843850,Machinery for the industrial preparation of meat or poultry (excluding cooking and other heating ...,0,0,0,0,0,0,0,0,0,0,,82,66,108,9,42,578,163,0,0,11,,7515,7988,4719,11761,2964,3939,8331,5594,10235,6762
843991,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s.",0,0,0,0,0,0,0,0,0,0,,114,0,30,224,50,486,185,0,0,0,,21314,4977,10640,4065,8129,8944,12465,8397,16336,11599
844110,"Cutting machines for making up paper pulp, paper or paperboard (excluding bookbinding machinery ...",16,4,0,0,0,0,6,0,62,0,,79,92,80,868,291,510,729,0,0,0,,39178,34607,26085,33626,38233,55309,61289,49426,42429,58557
844851,"Sinkers, needles and other articles used in forming stitches, for machines of heading 8447",1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14520,13298,16317,15986,18693,21732,24946,21122,20180,27708
845229,"Sewing machines, industrial type (excluding automatic units)",14,0,0,0,0,0,0,0,0,0,,185,177,176,71,338,256,74,0,0,0,,86814,122232,145668,145953,156447,154573,195700,170599,103574,208730
845240,"Furniture, bases and covers for sewing machines and parts thereof",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,412,0,0,0,0,0,0,0,0,0
845410,Converters of a kind used in metallurgy or in metal foundries,0,0,0,0,0,0,0,0,0,0,,0,133,0,0,0,87,0,0,0,0,,303,522,3277,357,24,4,9713,17081,6940,6262
845620,"Machine tools for working any material by removal of material, operated by ultrasonic processes ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,15,69,203,0,0,0,,591,343,363,483,846,878,1540,2044,831,6241
845690,"Machine tools for working any material by removal of material, operated by electro-chemical ...",0,0,0,0,0,0,3,0,0,0,,0,91,0,109,887,123,78,0,0,0,,17266,19638,18913,23630,31023,30331,39682,34211,29773,38389
845941,"Boring machines for metals, numerically controlled (excl. way-type unit head machines and boring-milling ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2701,33483,12707,8532,13522
845961,"Milling machines for metals, numerically controlled (excluding way-type unit head machines, ...",0,0,0,0,0,0,0,0,0,0,,0,0,48,10,202,0,102,0,0,0,,26918,24310,23432,19267,21766,28135,20689,18917,18621,14324
846011,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",0,0,0,0,0,0,0,0,0,0,,0,503,0,0,0,0,0,0,0,0,,23953,2651,7123,2756,4733,1487,0,0,0,0
846031,"Sharpening """"tool or cutter grinding"""" machines, numerically controlled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,26,5,3,0,0,0,,1888,2725,1507,2306,3829,5567,6668,7443,6099,7490
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,329,0,0,0,,5727,6280,9298,9830,9250,6364,12819,28637,14106,29118
853221,"Fixed electrical capacitors, tantalum (excluding power capacitors)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6238,3754,4806,4036,3967,4847,5908,7775,7656,7872
851981,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media ...",0,0,0,0,0,0,0,0,0,0,,0,0,144,2,33,2,0,0,0,0,,162,3336,10501,10223,14170,17358,26556,6160,1949,1918
852349,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods ...,0,0,0,0,0,0,0,0,0,0,,33,2389,919,245,164,59,1991,0,0,0,,0,14235,15181,24475,13449,20992,27407,20403,18117,13263
852841,Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing ...,0,0,0,0,0,0,0,0,0,0,,0,0,71,541,41,6,0,0,0,0,,3614,2909,1998,955,815,18,0,0,0,0
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",0,0,0,1,0,0,0,1,0,0,,2094,744,880,1821,1914,1593,4106,8,128,0,,48170,54162,61522,80473,83366,155410,137901,164571,102372,128174
846781,"Chainsaws for working in the hand, with self-contained non-electric motor",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14,17,0,0,0,0,,6275,5237,6300,6744,7264,9362,18167,19519,20238,31180
846791,"Parts of chainsaws, for working in the hand, with self-contained electric or non-electric motor, ...",0,0,0,0,0,0,0,0,0,0,,35,0,0,1,1,3,0,0,0,0,,3957,3092,3063,2665,2203,2783,5354,6094,8695,13173
847290,"Office machines, n.e.s.",52,0,0,0,0,0,0,0,0,0,,3700,9020,1716,627,1084,260,478,0,0,0,,95972,103779,161576,138486,96474,55676,46110,87050,60712,76112
847310,"Parts and accessories for typewriters or word-processing machines of heading 8469, n.e.s.",0,0,0,0,0,0,0,0,0,0,,320,63,1086,378,2260,0,0,0,0,0,,3953,4398,3909,10649,2347,375,0,0,0,0
847621,Automatic beverage-vending machines incorporating heating or refrigerating devices,0,0,0,0,0,0,35,0,0,0,,0,180,0,43,0,111,66,0,0,0,,362,972,205,532,407,204,50,61,460,169
847740,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics,0,0,0,0,0,0,0,0,0,0,,80,27,1110,2429,187,229,280,161,0,0,,13792,10971,6848,15325,19326,18174,20004,15882,11810,17604
847780,"Machinery for working rubber or plastics or for the manufacture of products from these materials, ...",0,0,0,0,0,0,0,97,24,0,,249,569,278,3061,215,131,436,80,0,18,,319922,269993,208166,238480,399724,393094,360176,605188,304235,544939
847910,"Machinery for public works, building or the like, n.e.s.",0,0,0,0,0,0,0,0,0,0,,857,678,659,1445,3382,2728,3613,0,568,19,,16801,13431,15297,28254,99640,133451,136751,63023,13492,32829
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,111,3,185,0,0,0,,9383,4919,4336,4646,15929,52504,13316,23571,11231,14553
847950,"Industrial robots, n.e.s.",87,0,0,0,0,0,0,0,0,0,,0,379,1716,573,1501,73,1251,0,8,0,,69355,81334,74481,69425,86262,115368,219065,191120,79740,93036
848071,Injection or compression-type moulds for rubber or plastics,33,0,0,1,0,0,6,43,56,0,,274,335,511,180,506,483,675,0,130,32,,154795,151597,200934,281406,194681,242176,238183,365509,288802,351008
848250,Cylindrical roller bearings (excluding needle roller bearings),39,0,0,0,0,0,0,29,33,0,,0,0,86,0,39,41,97,0,0,2,,35814,37404,43670,43437,37023,42530,57593,75966,51835,61295
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",62,0,3,0,0,0,2,1,0,0,,2809,736,402,1146,4345,1423,1393,3,0,4,,173735,188150,177686,161932,190567,206077,231643,253530,206496,350977
848710,Ships' or boats' propellers and blades therefor,0,0,0,0,0,0,0,0,0,0,,0,198,83,2,19,7,0,0,0,0,,16047,12806,5402,7435,4234,10395,6236,2757,1539,4937
850151,"AC motors, multi-phase, of an output > 37,5 W but <= 750 W",0,0,0,0,0,0,0,0,0,0,,257,2613,297,197,237,913,178,0,0,0,,17823,25885,33743,33375,43856,49548,59447,52270,45069,56151
850164,"AC generators """"alternators"""", of an output > 750 kVA (excl. photovoltaic generators)""""",0,0,0,0,0,0,0,0,0,0,,7468,6121,505,4824,10509,5590,6459,527,190,0,,72870,93024,48951,18212,27275,18714,12365,54006,22507,18698
850231,"Generating sets, wind-powered",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,21,0,0,0,,4938,5145,201,2328,7012,8825,4830,8328,1632,1322
850490,"Parts of electrical transformers and inductors, n.e.s.",83,0,0,82,0,2,23,67,31,0,,2577,3753,516,4483,3780,3199,5567,329,170,27,,311326,359265,320498,302681,357858,423373,605372,599450,370243,467127
850650,Lithium cells and batteries (excluding spent),0,8,0,0,0,0,0,0,10,0,,213,30,231,314,618,777,249,0,0,0,,55281,40825,32054,49706,59524,157814,48569,20469,21952,23507
850860,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excluding with self-contained ...",0,0,0,0,0,0,0,11,0,0,,519,187,616,432,212,279,297,0,4,0,,7474,8043,8405,9668,8713,11527,15856,17952,24808,35974
850980,"Electromechanical domestic appliances, with self-contained electric motor (excluding vacuum ...",0,0,0,0,0,0,0,0,0,0,,2164,534,488,1536,1606,499,523,0,0,0,,5331,5889,5693,4522,5990,5606,7834,6661,9241,10372
850990,"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. ...",0,0,0,0,0,0,0,0,0,0,,27,0,0,29,12,49,7,0,0,0,,2738,2437,1534,1704,1202,1441,2418,3989,7016,10580
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",25,0,0,0,0,0,0,0,0,0,,0,0,0,27,4,1,0,0,0,0,,13524,12342,10572,6995,5120,5317,14330,10109,6969,11575
851529,"Machines for resistance welding of metals, neither fully nor partly automatic",0,0,0,0,0,1,0,0,4,0,,186,616,677,837,409,381,1070,0,0,0,,12358,23009,17330,7283,12931,13542,10631,10682,8720,11895
