Product code,Product label,"Korea, Republic of's imports from China-Value in 2012","Korea, Republic of's imports from China-Value in 2013","Korea, Republic of's imports from China-Value in 2014","Korea, Republic of's imports from China-Value in 2015","Korea, Republic of's imports from China-Value in 2016","Korea, Republic of's imports from China-Value in 2017","Korea, Republic of's imports from China-Value in 2018","Korea, Republic of's imports from China-Value in 2019","Korea, Republic of's imports from China-Value in 2020","Korea, Republic of's imports from China-Value in 2021",China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
850422,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA",352,92,484,169,19,44,250,508,406,151,,117483,102193,166767,144105,97757,125381,166588,202581,159819,165980,,6304,24790,18603,12936,4060,3994,7432,1298,1210,681
850630,Mercuric oxide cells and batteries (excluding spent),197,139,79,60,92,93,93,138,486,151,,4,134,103,141,72,94,91,28,0,0,,203,157,83,82,98,104,111,154,489,151
481200,"Filter blocks, slabs and plates, of paper pulp",114,150,567,608,1491,2593,684,1503,170,150,,8655,12104,5408,2735,2771,14503,3618,3711,4452,2394,,341,814,2007,1726,2642,3759,2339,3010,1699,2916
844511,Carding machines for preparing textile fibres,94,5,1189,246,31,21,52,56,298,150,,45053,72040,121132,67482,74035,91628,95931,110815,59675,116830,,12042,6487,1483,842,921,344,1253,89,308,1717
470620,"Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard""""",0,0,8,0,10,242,1459,746,1373,149,,224,201,214,282,232,191,350,316,273,556,,3504,4850,4004,2706,1462,2128,5368,4510,6343,6079
600590,"Warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width of > 30 cm ...""",193,305,1386,349,219,273,370,141,68,149,,4260,4444,3643,2391,3707,28781,7716,9469,11034,11116,,4749,6279,3707,1938,4077,12102,8011,3583,793,904
843020,"Snowploughs and snowblowers (excluding those mounted on railway wagons, motor vehicle chassis ...",247,909,994,381,115,32,110,81,36,149,,101480,100873,114140,91685,75130,106444,116516,160942,177434,223916,,2376,3971,5233,2272,1236,909,1309,626,402,730
240220,"Cigarettes, containing tobacco",67,10,141,48,261,72,77,112,175,149,,449920,488921,513745,572650,634751,575756,721043,705911,257003,133492,,25892,18573,15904,34568,27540,55927,83662,56228,75282,62388
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",13,29,74,74,2,40,56,20,84,149,,15232,14991,23851,25818,30145,24541,23929,30036,22887,34199,,57,109,138,100,125,125,145,64,261,389
401032,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",3,121,11,32,216,211,300,195,137,148,,18057,17468,17935,22398,22045,23440,30500,32276,33992,47018,,912,1532,1114,1417,1530,1784,1833,1586,1919,2662
621390,"Handkerchiefs of textile materials, of which no side exceeds 60 cm (excluding of cotton, and ...",235,190,89,61,132,196,181,228,186,148,,42779,46481,47485,46561,47625,43846,42069,41969,22723,23821,,513,410,424,290,1195,558,710,720,784,664
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",960,2664,2190,2460,97,68,4,0,0,148,,15219,15193,26554,30885,34091,39920,36040,42138,30077,30673,,1270,2827,2577,2594,217,229,93,119,144,265
80620,Dried grapes,54,18,65,69,65,97,63,124,123,148,,73901,83390,74344,56891,62244,29387,45736,74200,54596,37115,,12075,11515,12416,12342,10762,10027,10919,11987,7524,10300
382370,"Fatty alcohols, industrial",20,326,666,227,472,101,80,71,57,148,,6231,3959,6041,1927,1904,2974,1797,1936,1955,1965,,84050,73701,87221,70109,94150,116463,98290,72224,78597,115975
283220,Sulphites (excluding sodium),776,1759,1950,100,69,89,76,75,155,148,,938,682,758,748,709,792,933,459,865,715,,962,2100,2517,924,566,778,487,556,552,447
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",4,0,97,395,2690,9,99,0,127,148,,5007,7946,10396,8894,11627,2964,5849,5225,3351,3566,,19292,61611,58200,42355,34026,21409,17252,9467,5236,7206
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...",33,96,23,13,69,93,44,68,84,147,,3910,3353,2622,3028,3789,7916,2488,2885,1876,2436,,78,127,107,203,365,268,172,305,197,291
30332,"Frozen plaice """"Pleuronectes platessa""""""""",0,0,0,55,322,237,262,285,42,147,,32146,11716,9510,6411,5187,3671,2019,2605,98,1,,1408,593,380,865,1173,3228,1892,1060,142,329
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",820,806,1480,1082,1067,952,857,541,297,146,,1893,4234,4329,6052,3932,3964,2578,1879,2032,7652,,3975,3832,4153,3477,2641,2359,2030,1452,1048,922
300691,Appliances identifiable for ostomy use,3,0,0,2,51,93,92,82,177,143,,10022,6081,6277,6763,7597,11035,11517,14450,16664,16974,,23,30,48,61,990,4655,5165,4840,6575,9683
510310,Noils of wool or of fine animal hair (excluding garnetted stock),55,582,525,234,223,320,684,998,318,143,,19057,17147,22721,13775,17365,14295,17098,22328,10120,10532,,1035,1687,1765,1744,1349,824,1276,1070,428,295
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,0,1,1,1,8,47,41,60,87,142,,6131,7582,9591,15926,12059,13796,17541,22135,21709,29595,,1865,2812,3395,1408,1887,2259,2343,2406,2490,2995
640320,"Footwear with outer soles of leather, and uppers which consist of leather straps across the ...",324,86,92,180,50,307,32,82,237,142,,2413,2443,17741,13674,5083,1329,1134,5109,1529,2024,,2880,618,3480,5699,7681,11611,6061,2183,877,1097
321100,Prepared driers,205,92,53,116,196,412,361,88,120,141,,7617,9118,11543,11936,8854,11439,12779,13659,13289,14105,,2243,1820,1303,1510,1731,1784,1371,890,599,787
901010,Apparatus and equipment for automatically developing photographic or cinematographic film or ...,1536,2482,759,305,559,22,19,60,57,141,,1283,1195,1192,1162,566,631,331,503,1137,13270,,17035,10398,7601,4905,1696,8890,4181,1821,1464,398
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",562,879,202,78,412,726,82,17,200,141,,44180,47582,54190,48411,55559,57965,54207,48075,39548,44651,,3495,3376,3599,2904,3106,3784,2452,2303,1855,1808
411310,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",58,67,36,73,38,85,148,168,75,140,,5976,7002,6592,7132,5885,5209,6885,6366,6111,3995,,35852,35916,31522,27786,25466,20935,16661,13619,9204,9666
630319,"Curtains, incl. drapes, and interior blinds, curtain or bed valances, knitted or crocheted ...",97,108,95,41,110,36,26,57,45,139,,75375,43510,95384,72176,41324,35303,18136,18650,17736,30289,,197,191,170,115,205,152,189,114,166,291
843069,"Earth moving machinery, not self-propelled, n.e.s.",339,85,69,0,941,90,77,4362,128,138,,326327,392087,253650,190568,131876,138651,183873,193503,115840,125275,,50737,32557,28930,208,1667,250,485,5400,1960,884
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",164,75,136,41,85,232,137,132,161,138,,31661,23092,19717,22657,14733,13497,13067,12019,7174,9066,,743,552,499,327,439,452,405,386,265,242
720926,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",157,594,1209,271,122,319,25,48,17,138,,33151,35974,49931,34848,25729,36843,36563,40003,49350,50826,,838,1195,2080,802,409,556,582,1066,496,526
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",591,329,1537,2260,1509,1380,623,453,147,137,,2665,6265,3960,3558,3061,2707,3940,2974,3476,5508,,1019,1819,2031,3146,2624,3394,1744,963,731,326
843241,Manure spreaders (excl. sprayers),0,0,0,0,0,25,36,69,198,137,,0,0,0,0,0,502,1768,1728,1759,1557,,0,0,0,0,0,348,750,1129,1180,1385
611594,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",46,83,133,126,142,122,130,116,106,136,,21419,28950,26866,27283,38395,49059,60639,60255,51154,73327,,647,630,600,751,559,501,558,668,416,734
650200,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",327,158,365,673,140,341,136,110,88,135,,6915,8363,9412,11152,10431,8390,7455,8974,7406,9435,,363,164,370,674,144,347,139,120,91,160
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",244,217,202,119,125,112,100,113,194,135,,24961,39303,102196,44945,26015,19396,6654,7458,31751,11451,,369,622,428,517,427,879,1028,236,973,520
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",353,385,494,346,210,295,466,146,143,135,,5503,7498,5496,5402,6044,6086,8586,5921,14195,56477,,501,695,1021,1029,740,778,610,309,154,211
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",44,28,8,6,96,357,394,341,91,133,,156079,140064,124861,104106,89696,83688,88395,71702,44316,44200,,131,30,39,50,140,396,422,357,97,151
292024,Triethyl phosphite,0,0,0,0,0,37,42,49,20,132,,0,0,0,0,0,12788,11839,8558,2882,4701,,0,0,0,0,0,43,46,54,28,138
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),0,24,0,0,14,174,13,89,132,132,,14049,13722,18637,27056,22153,26003,36755,31542,20958,18547,,1443,409,295,274,160,442,990,553,908,237
590691,"Knitted or crocheted textile fabrics, rubberised, n.e.s.",6,32,17,20,116,280,107,89,120,132,,13834,10168,11182,10146,8239,13438,16667,19871,17620,24221,,814,583,509,718,642,519,223,155,245,282
750521,Wire of non-alloy nickel (excluding electrically insulated products),8,16,5,8,65,23,40,22,28,132,,1468,1736,1391,1684,607,687,1181,1510,1358,2250,,2229,2342,3547,2543,2719,3133,4714,3744,2613,3129
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",774,1275,849,891,787,807,887,359,208,131,,34166,39855,51450,48541,58867,30896,16111,12828,58054,120945,,797,1436,921,1192,898,868,939,492,245,176
581010,"Embroidery on a textile fabric ground without visible ground, in the piece, in strips or in ...",493,464,734,659,637,435,382,171,104,131,,26187,30396,55870,64667,68951,106743,99853,50110,38562,54070,,942,772,1139,1095,1211,1304,1489,1692,1266,1382
220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",18,13,13,2,11,75,10,75,71,131,,75396,37004,130045,412683,539994,434072,362631,89550,24281,74816,,124253,143873,152434,155725,153697,163602,192724,203837,275361,469255
750720,"Tube or pipe fittings, of nickel",0,7,218,192,8,302,96,343,17,130,,735,11150,3481,1215,1518,2149,4045,2627,3143,3711,,4155,4783,10603,10095,2894,6054,5611,5819,9849,10425
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",140,60,70,208,66,3,126,226,45,129,,31527,35398,36725,40915,29454,26722,50113,64838,52591,44393,,356,350,439,404,221,124,335,449,309,705
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",24,12,10,11,0,2,6,105,69,129,,27023,25308,23684,21951,22720,24295,27303,27890,31249,31943,,679,925,833,875,733,1067,870,1645,1874,2044
100510,Maize seed for sowing,528,30,112,50,146,53,176,193,76,129,,385,1004,714,1343,1635,2014,2699,2863,3890,4263,,2521,3106,2981,3228,3412,5173,6559,5111,4696,5547
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,132,164,152,150,160,226,78,149,51,128,,19936,16876,19372,21786,20837,25115,17857,11614,6500,8239,,139,232,244,204,215,353,889,701,831,953
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",1,0,0,13,28,8,1,29,10,128,,465,126,771,1483,296,28,24,54,39,19,,519,138,131,79,115,78,80,111,177,217
730590,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled ...",1445,1219,773,334,253,152,69,301,507,127,,22254,38473,38484,29249,13088,15583,31460,30069,15668,26075,,1860,6704,1587,510,465,293,144,410,581,227
950621,Sailboards,52,29,42,29,36,198,186,20,50,127,,3356,4042,3523,4318,4816,5552,5128,6173,5165,10118,,279,259,148,155,248,478,534,177,242,441
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",19,20,60,43,125,460,450,171,170,127,,78509,97345,120365,160623,150262,162568,221931,281564,181399,154947,,437,649,1001,811,926,1352,1265,1016,871,792
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",2073,3295,896,716,2364,1655,325,532,163,126,,66880,75656,78556,68415,62288,36189,26437,24197,9851,10041,,3868,4950,2387,1997,3362,2588,1007,1291,677,1303
600199,"Pile fabrics, knitted or crocheted (excluding cotton or man-made fibres and """"long pile"""" ...""",28,12,132,76,39,56,59,54,24,126,,4750,8302,8089,6170,5650,6413,8728,5403,5390,6036,,1001,1333,1519,964,408,245,273,221,41,196
600521,"Unbleached or bleached cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", ...""",214,75,85,26,259,208,115,157,145,126,,4806,2952,5937,18399,2584,3716,4472,7424,3691,3430,,221,80,233,94,363,248,165,210,148,129
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",0,0,0,0,0,0,0,0,32,126,,566,521,1977,1229,1607,1229,180,130,568,937,,3201,3706,4788,5079,3546,4240,8563,6662,6108,8157
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",600,813,695,523,712,816,501,789,177,124,,6567,5107,3270,3684,5126,3525,4432,3583,2601,3288,,614,828,957,2629,1741,1312,701,1082,1251,420
551613,"Woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different ...",251,495,492,462,1282,1498,334,71,27,124,,83476,58416,25179,37084,78111,99568,106537,97881,66997,89363,,423,862,697,650,1493,1790,808,722,809,1182
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",0,0,0,0,0,0,0,0,0,124,,797,1235,162,0,24,30,369,365,41,506,,6919,3802,4686,3704,3319,3548,2675,2755,4157,2531
290723,"4,4'-Isopropylidenediphenol """"bisphenol A, diphenylolpropane"""" and its salts""""",626,404,1430,409,108,3405,2225,23,88,123,,725,796,2397,907,1651,5350,2846,14117,17122,9263,,86998,111026,165517,139640,109599,129125,160562,150112,167726,316808
790500,"Zinc plates, sheets, strip and foil",23,6,9,205,6,11,3,26,18,123,,1669,3791,4564,3366,5192,5597,2009,2285,3550,2157,,13820,14448,13669,15685,14215,14262,13096,9687,8080,6719
846019,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",1297,2126,1407,1174,1182,1279,513,353,289,123,,17308,19382,19954,18136,14306,13568,15157,18176,13038,15221,,6442,5202,6107,4043,3382,5462,6611,5599,1867,4131
902213,Apparatus based on the use of X-rays for dental uses,16,57,544,34,11,229,102,111,68,123,,1863,2437,3999,2913,3344,4202,3947,5840,6041,13073,,6312,5609,5205,4523,3431,3485,2296,3212,4020,2698
520411,"Sewing thread, containing >= 85% cotton by weight (excluding that put up for retail sale)",108,189,743,104,124,251,57,68,22,123,,11948,12767,15196,10532,8897,6993,9163,7986,11572,13786,,439,434,1103,461,366,509,236,226,65,250
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",2937,2410,3021,2021,620,1656,2326,196,137,122,,15425,14827,17432,17113,18507,21053,22726,27559,20108,10795,,38432,47526,31436,29944,43901,40841,56849,52748,51374,88985
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",3709,8964,11432,6506,749,195,10360,5218,77,121,,12754,12613,52385,37441,21501,10561,8383,17977,9853,9025,,408077,394804,397124,262944,221715,283930,302956,206978,78532,212073
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",118,126,295,38,78,113,17,46,14,120,,49348,61294,67853,57346,54679,55436,60660,59242,49721,53010,,3009,4261,4613,2151,1442,3352,8135,6977,6572,6328
520621,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",21,45,62,92,33,51,17,5,71,120,,8316,4702,6102,6206,4408,6158,5715,5046,4439,5053,,413,118,100,825,1444,1645,78,18,103,266
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,5435,2108,1287,189,120,,0,0,0,0,0,7336,3894,4328,2308,3130,,0,0,0,0,0,10965,6994,6166,4991,4759
30553,"Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...""",0,0,0,0,0,0,0,60,356,120,,0,0,0,0,0,1908,3469,5385,6432,6720,,0,0,0,0,0,39,0,121,356,120
910390,"Clocks with watch movements (excluding electrically operated, wrist-watches, pocket-watches ...",41,15,18,20,57,14,4,61,113,119,,644,447,854,1517,121,525,286,140,1091,192,,50,111,227,322,218,36,31,67,576,1130
611220,"Ski-suits, knitted or crocheted",113,73,229,78,166,16,23,52,115,119,,1210,4152,8638,11062,10788,1907,1545,2576,1930,2483,,128,145,337,176,190,405,226,234,301,161
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",34,0,0,0,0,0,0,0,0,119,,4616,153,7,12,113,53,32,39,12,289,,95,305,3,10,0,49,19,28,40,197
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",0,990,426,2,1,8,0,24,91,119,,15369,6565,289394,210412,44239,41981,58471,152072,69191,13590,,93681,137463,125750,130838,110413,152046,176848,130770,94592,105603
821510,"Sets of spoons, forks or other articles of heading 8215, which may also contain up to an equivalent ...",39,23,4,6,14,63,147,77,79,119,,5789,6055,7321,7863,5207,10201,9081,4978,3088,2496,,47,39,40,13,53,124,166,149,155,217
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",841,669,513,273,26,0,2,2,1,119,,8333,4406,6387,26980,4490,5667,8317,14076,43136,82729,,25120,18306,14915,9234,7978,9014,10019,9192,6139,2978
240110,"Tobacco, unstemmed or unstripped",31,0,409,362,292,502,695,0,113,119,,32133,12995,32349,2232,356,43,1906,9398,10258,6709,,20910,32915,33501,18254,26202,30225,36933,31973,40838,34900
920991,"Parts and accessories for pianos, n.e.s.",1943,1621,1916,1629,281,226,212,149,148,119,,41302,43017,43176,42738,43065,35927,42798,49719,30160,37845,,3430,2117,2313,1734,469,433,394,408,364,352
970500,"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ...",73,604,138,207,4093,139,88,589,119,117,,568,1545,534,1018,7830,1367,6679,2473,2674,1834,,1072,3445,9563,9256,7848,1739,6617,3599,2530,2314
